"AttributeId","RegionType","SeasonNum","RankName","RankIcon","LowScore","HighScore","SeasonReward","ReservedScore","BigGradeFlag","ExpandTime","UpgradeReward","TitleReward","RobotRate","RobotTemplateID"
"157000630","1","8","90203965","91290635","2800","3200","(31100078,1,31020005,15,31010058,4,31000061,1)","840","90203635","5","(31090501,1,31102503,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000631","1","8","90203966","91290636","3200","3600","(31100078,1,31020005,15,31010058,4,31000061,1)","960","0","5","(31090501,1,31102508,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000632","1","8","90203967","91290637","3600","4000","(31100078,1,31020005,15,31010058,4,31000061,1)","1080","0","5","(31090501,1,31102513,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000633","1","8","90203968","91290638","4000","4400","(31100078,1,31020005,15,31010058,4,31000061,1)","1200","0","5","(31090501,1,31102518,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000634","1","8","90203969","91290639","4400","4800","(31100078,1,31020005,15,31010058,4,31000061,1)","1320","0","5","(31090501,1,31102523,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000635","1","8","90203970","91290640","4800","5300","(31100079,1,31020005,21,31010058,5,31000061,1)","1440","90203636","5","(31090501,1,31102209,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000636","1","8","90203971","91290641","5300","5800","(31100079,1,31020005,21,31010058,5,31000061,1)","1590","0","5","(31090501,1,31102219,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000637","1","8","90203972","91290642","5800","6300","(31100079,1,31020005,21,31010058,5,31000061,1)","1740","0","5","(31090501,1,31102229,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000638","1","8","90203973","91290643","6300","6800","(31100079,1,31020005,21,31010058,5,31000061,1)","1890","0","5","(31090501,1,31102239,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000639","1","8","90203974","91290644","6800","7300","(31100079,1,31020005,21,31010058,5,31000061,1)","2040","0","5","(31090501,1,31102249,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000640","1","8","90203975","91290645","7300","7900","(31100080,1,31020005,30,31010058,6,31000061,1)","2190","90203637","5","(31090501,1,31102504,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000641","1","8","90203976","91290646","7900","8500","(31100080,1,31020005,30,31010058,6,31000061,1)","2370","0","5","(31090501,1,31102509,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000642","1","8","90203977","91290647","8500","9200","(31100080,1,31020005,30,31010058,6,31000061,1)","2550","0","5","(31090501,1,31102514,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000643","1","8","90203978","91290648","9200","10000","(31100080,1,31020005,30,31010058,6,31000061,1)","2760","0","5","(31090501,1,31102519,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000644","1","8","90203979","91290649","10000","999999","(31100080,1,31020005,30,31010058,6,31000061,1)","3000","0","5","(31090501,1,31102524,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000645","1","9","90203952","91290622","0","100","(31020005,6,31010058,1,31000061,1)","0","90203632","5","(31140133,1,31102501,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000646","1","9","90203953","91290623","100","200","(31020005,6,31010058,1,31000061,1)","0","0","5","(31140133,1,31102511,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000647","1","9","90203954","91290624","200","300","(31020005,6,31010058,1,31000061,1)","0","0","5","(31140133,1,31102521,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000648","1","9","90203955","91290625","300","500","(31020005,9,31010058,2,31000061,1)","90","90203633","5","(31140134,1,31102502,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000649","1","9","90203956","91290626","500","700","(31020005,9,31010058,2,31000061,1)","150","0","5","(31140134,1,31102507,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000650","1","9","90203957","91290627","700","900","(31020005,9,31010058,2,31000061,1)","210","0","5","(31140134,1,31102512,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000651","1","9","90203958","91290628","900","1100","(31020005,9,31010058,2,31000061,1)","270","0","5","(31140134,1,31102517,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000652","1","9","90203959","91290629","1100","1300","(31020005,9,31010058,2,31000061,1)","330","0","5","(31140134,1,31102522,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000653","1","9","90203960","91290630","1300","1600","(31020005,15,31010058,3,31000061,1)","390","90203634","5","(31090501,1,31102208,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000654","1","9","90203961","91290631","1600","1900","(31020005,15,31010058,3,31000061,1)","480","0","5","(31090501,1,31102218,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000655","1","9","90203962","91290632","1900","2200","(31020005,15,31010058,3,31000061,1)","570","0","5","(31090501,1,31102228,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000656","1","9","90203963","91290633","2200","2500","(31020005,15,31010058,3,31000061,1)","660","0","5","(31090501,1,31102238,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000657","1","9","90203964","91290634","2500","2800","(31020005,15,31010058,3,31000061,1)","750","0","5","(31090501,1,31102248,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000658","1","9","90203965","91290635","2800","3200","(31100078,1,31020005,15,31010058,4,31000061,1)","840","90203635","5","(31090501,1,31102503,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000659","1","9","90203966","91290636","3200","3600","(31100078,1,31020005,15,31010058,4,31000061,1)","960","0","5","(31090501,1,31102508,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000660","1","9","90203967","91290637","3600","4000","(31100078,1,31020005,15,31010058,4,31000061,1)","1080","0","5","(31090501,1,31102513,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000661","1","9","90203968","91290638","4000","4400","(31100078,1,31020005,15,31010058,4,31000061,1)","1200","0","5","(31090501,1,31102518,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000662","1","9","90203969","91290639","4400","4800","(31100078,1,31020005,15,31010058,4,31000061,1)","1320","0","5","(31090501,1,31102523,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000663","1","9","90203970","91290640","4800","5300","(31100079,1,31020005,21,31010058,5,31000061,1)","1440","90203636","5","(31090501,1,31102209,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000664","1","9","90203971","91290641","5300","5800","(31100079,1,31020005,21,31010058,5,31000061,1)","1590","0","5","(31090501,1,31102219,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000665","1","9","90203972","91290642","5800","6300","(31100079,1,31020005,21,31010058,5,31000061,1)","1740","0","5","(31090501,1,31102229,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000666","1","9","90203973","91290643","6300","6800","(31100079,1,31020005,21,31010058,5,31000061,1)","1890","0","5","(31090501,1,31102239,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000667","1","9","90203974","91290644","6800","7300","(31100079,1,31020005,21,31010058,5,31000061,1)","2040","0","5","(31090501,1,31102249,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000668","1","9","90203975","91290645","7300","7900","(31100080,1,31020005,30,31010058,6,31000061,1)","2190","90203637","5","(31090501,1,31102504,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000669","1","9","90203976","91290646","7900","8500","(31100080,1,31020005,30,31010058,6,31000061,1)","2370","0","5","(31090501,1,31102509,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000670","1","9","90203977","91290647","8500","9200","(31100080,1,31020005,30,31010058,6,31000061,1)","2550","0","5","(31090501,1,31102514,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000671","1","9","90203978","91290648","9200","10000","(31100080,1,31020005,30,31010058,6,31000061,1)","2760","0","5","(31090501,1,31102519,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000672","1","9","90203979","91290649","10000","999999","(31100080,1,31020005,30,31010058,6,31000061,1)","3000","0","5","(31090501,1,31102524,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000673","1","10","90203952","91290622","0","100","(31020005,6,31010058,1,31000061,1)","0","90203632","5","(31140133,1,31102501,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000674","1","10","90203953","91290623","100","200","(31020005,6,31010058,1,31000061,1)","0","0","5","(31140133,1,31102511,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000675","1","10","90203954","91290624","200","300","(31020005,6,31010058,1,31000061,1)","0","0","5","(31140133,1,31102521,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000676","1","10","90203955","91290625","300","500","(31020005,9,31010058,2,31000061,1)","90","90203633","5","(31140134,1,31102502,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000677","1","10","90203956","91290626","500","700","(31020005,9,31010058,2,31000061,1)","150","0","5","(31140134,1,31102507,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000678","1","10","90203957","91290627","700","900","(31020005,9,31010058,2,31000061,1)","210","0","5","(31140134,1,31102512,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000679","1","10","90203958","91290628","900","1100","(31020005,9,31010058,2,31000061,1)","270","0","5","(31140134,1,31102517,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000680","1","10","90203959","91290629","1100","1300","(31020005,9,31010058,2,31000061,1)","330","0","5","(31140134,1,31102522,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000681","1","10","90203960","91290630","1300","1600","(31020005,15,31010058,3,31000061,1)","390","90203634","5","(31090501,1,31102208,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000682","1","10","90203961","91290631","1600","1900","(31020005,15,31010058,3,31000061,1)","480","0","5","(31090501,1,31102218,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000683","1","10","90203962","91290632","1900","2200","(31020005,15,31010058,3,31000061,1)","570","0","5","(31090501,1,31102228,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000684","1","10","90203963","91290633","2200","2500","(31020005,15,31010058,3,31000061,1)","660","0","5","(31090501,1,31102238,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000685","1","10","90203964","91290634","2500","2800","(31020005,15,31010058,3,31000061,1)","750","0","5","(31090501,1,31102248,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000686","1","10","90203965","91290635","2800","3200","(31100078,1,31020005,15,31010058,4,31000061,1)","840","90203635","5","(31090501,1,31102503,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000687","1","10","90203966","91290636","3200","3600","(31100078,1,31020005,15,31010058,4,31000061,1)","960","0","5","(31090501,1,31102508,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000688","1","10","90203967","91290637","3600","4000","(31100078,1,31020005,15,31010058,4,31000061,1)","1080","0","5","(31090501,1,31102513,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000689","1","10","90203968","91290638","4000","4400","(31100078,1,31020005,15,31010058,4,31000061,1)","1200","0","5","(31090501,1,31102518,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000690","1","10","90203969","91290639","4400","4800","(31100078,1,31020005,15,31010058,4,31000061,1)","1320","0","5","(31090501,1,31102523,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000691","1","10","90203970","91290640","4800","5300","(31100079,1,31020005,21,31010058,5,31000061,1)","1440","90203636","5","(31090501,1,31102209,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000692","1","10","90203971","91290641","5300","5800","(31100079,1,31020005,21,31010058,5,31000061,1)","1590","0","5","(31090501,1,31102219,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000693","1","10","90203972","91290642","5800","6300","(31100079,1,31020005,21,31010058,5,31000061,1)","1740","0","5","(31090501,1,31102229,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000694","1","10","90203973","91290643","6300","6800","(31100079,1,31020005,21,31010058,5,31000061,1)","1890","0","5","(31090501,1,31102239,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000695","1","10","90203974","91290644","6800","7300","(31100079,1,31020005,21,31010058,5,31000061,1)","2040","0","5","(31090501,1,31102249,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000696","1","10","90203975","91290645","7300","7900","(31100080,1,31020005,30,31010058,6,31000061,1)","2190","90203637","5","(31090501,1,31102504,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000697","1","10","90203976","91290646","7900","8500","(31100080,1,31020005,30,31010058,6,31000061,1)","2370","0","5","(31090501,1,31102509,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000698","1","10","90203977","91290647","8500","9200","(31100080,1,31020005,30,31010058,6,31000061,1)","2550","0","5","(31090501,1,31102514,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000699","1","10","90203978","91290648","9200","10000","(31100080,1,31020005,30,31010058,6,31000061,1)","2760","0","5","(31090501,1,31102519,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000700","1","10","90203979","91290649","10000","999999","(31100080,1,31020005,30,31010058,6,31000061,1)","3000","0","5","(31090501,1,31102524,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000701","1","11","90203952","91290622","0","100","(31020005,6,31010058,1,31000061,1)","0","90203632","5","(31140133,1,31102501,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000702","1","11","90203953","91290623","100","200","(31020005,6,31010058,1,31000061,1)","0","0","5","(31140133,1,31102511,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000703","1","11","90203954","91290624","200","300","(31020005,6,31010058,1,31000061,1)","0","0","5","(31140133,1,31102521,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000704","1","11","90203955","91290625","300","500","(31020005,9,31010058,2,31000061,1)","90","90203633","5","(31140134,1,31102502,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000705","1","11","90203956","91290626","500","700","(31020005,9,31010058,2,31000061,1)","150","0","5","(31140134,1,31102507,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000706","1","11","90203957","91290627","700","900","(31020005,9,31010058,2,31000061,1)","210","0","5","(31140134,1,31102512,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000707","1","11","90203958","91290628","900","1100","(31020005,9,31010058,2,31000061,1)","270","0","5","(31140134,1,31102517,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000708","1","11","90203959","91290629","1100","1300","(31020005,9,31010058,2,31000061,1)","330","0","5","(31140134,1,31102522,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000709","1","11","90203960","91290630","1300","1600","(31020005,15,31010058,3,31000061,1)","390","90203634","5","(31090501,1,31102208,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000710","1","11","90203961","91290631","1600","1900","(31020005,15,31010058,3,31000061,1)","480","0","5","(31090501,1,31102218,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000711","1","11","90203962","91290632","1900","2200","(31020005,15,31010058,3,31000061,1)","570","0","5","(31090501,1,31102228,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000712","1","11","90203963","91290633","2200","2500","(31020005,15,31010058,3,31000061,1)","660","0","5","(31090501,1,31102238,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000713","1","11","90203964","91290634","2500","2800","(31020005,15,31010058,3,31000061,1)","750","0","5","(31090501,1,31102248,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000714","1","11","90203965","91290635","2800","3200","(31100078,1,31020005,15,31010058,4,31000061,1)","840","90203635","5","(31090501,1,31102503,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000715","1","11","90203966","91290636","3200","3600","(31100078,1,31020005,15,31010058,4,31000061,1)","960","0","5","(31090501,1,31102508,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000716","1","11","90203967","91290637","3600","4000","(31100078,1,31020005,15,31010058,4,31000061,1)","1080","0","5","(31090501,1,31102513,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000717","1","11","90203968","91290638","4000","4400","(31100078,1,31020005,15,31010058,4,31000061,1)","1200","0","5","(31090501,1,31102518,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000718","1","11","90203969","91290639","4400","4800","(31100078,1,31020005,15,31010058,4,31000061,1)","1320","0","5","(31090501,1,31102523,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000719","1","11","90203970","91290640","4800","5300","(31100079,1,31020005,21,31010058,5,31000061,1)","1440","90203636","5","(31090501,1,31102209,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000720","1","11","90203971","91290641","5300","5800","(31100079,1,31020005,21,31010058,5,31000061,1)","1590","0","5","(31090501,1,31102219,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000721","1","11","90203972","91290642","5800","6300","(31100079,1,31020005,21,31010058,5,31000061,1)","1740","0","5","(31090501,1,31102229,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000722","1","11","90203973","91290643","6300","6800","(31100079,1,31020005,21,31010058,5,31000061,1)","1890","0","5","(31090501,1,31102239,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000723","1","11","90203974","91290644","6800","7300","(31100079,1,31020005,21,31010058,5,31000061,1)","2040","0","5","(31090501,1,31102249,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000724","1","11","90203975","91290645","7300","7900","(31100080,1,31020005,30,31010058,6,31000061,1)","2190","90203637","5","(31090501,1,31102504,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000725","1","11","90203976","91290646","7900","8500","(31100080,1,31020005,30,31010058,6,31000061,1)","2370","0","5","(31090501,1,31102509,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000726","1","11","90203977","91290647","8500","9200","(31100080,1,31020005,30,31010058,6,31000061,1)","2550","0","5","(31090501,1,31102514,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000727","1","11","90203978","91290648","9200","10000","(31100080,1,31020005,30,31010058,6,31000061,1)","2760","0","5","(31090501,1,31102519,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000728","1","11","90203979","91290649","10000","999999","(31100080,1,31020005,30,31010058,6,31000061,1)","3000","0","5","(31090501,1,31102524,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000729","1","12","90203952","91290622","0","100","(31020005,6,31010058,1,31000061,1)","0","90203632","5","(31140133,1,31102501,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000730","1","12","90203953","91290623","100","200","(31020005,6,31010058,1,31000061,1)","0","0","5","(31140133,1,31102511,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000731","1","12","90203954","91290624","200","300","(31020005,6,31010058,1,31000061,1)","0","0","5","(31140133,1,31102521,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000732","1","12","90203955","91290625","300","500","(31020005,9,31010058,2,31000061,1)","90","90203633","5","(31140134,1,31102502,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000733","1","12","90203956","91290626","500","700","(31020005,9,31010058,2,31000061,1)","150","0","5","(31140134,1,31102507,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000734","1","12","90203957","91290627","700","900","(31020005,9,31010058,2,31000061,1)","210","0","5","(31140134,1,31102512,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000735","1","12","90203958","91290628","900","1100","(31020005,9,31010058,2,31000061,1)","270","0","5","(31140134,1,31102517,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000736","1","12","90203959","91290629","1100","1300","(31020005,9,31010058,2,31000061,1)","330","0","5","(31140134,1,31102522,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000737","1","12","90203960","91290630","1300","1600","(31020005,15,31010058,3,31000061,1)","390","90203634","5","(31090501,1,31102208,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000738","1","12","90203961","91290631","1600","1900","(31020005,15,31010058,3,31000061,1)","480","0","5","(31090501,1,31102218,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000739","1","12","90203962","91290632","1900","2200","(31020005,15,31010058,3,31000061,1)","570","0","5","(31090501,1,31102228,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000740","1","12","90203963","91290633","2200","2500","(31020005,15,31010058,3,31000061,1)","660","0","5","(31090501,1,31102238,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000741","1","12","90203964","91290634","2500","2800","(31020005,15,31010058,3,31000061,1)","750","0","5","(31090501,1,31102248,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000742","1","12","90203965","91290635","2800","3200","(31100078,1,31020005,15,31010058,4,31000061,1)","840","90203635","5","(31090501,1,31102503,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000743","1","12","90203966","91290636","3200","3600","(31100078,1,31020005,15,31010058,4,31000061,1)","960","0","5","(31090501,1,31102508,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000744","1","12","90203967","91290637","3600","4000","(31100078,1,31020005,15,31010058,4,31000061,1)","1080","0","5","(31090501,1,31102513,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000745","1","12","90203968","91290638","4000","4400","(31100078,1,31020005,15,31010058,4,31000061,1)","1200","0","5","(31090501,1,31102518,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000746","1","12","90203969","91290639","4400","4800","(31100078,1,31020005,15,31010058,4,31000061,1)","1320","0","5","(31090501,1,31102523,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000747","1","12","90203970","91290640","4800","5300","(31100079,1,31020005,21,31010058,5,31000061,1)","1440","90203636","5","(31090501,1,31102209,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000748","1","12","90203971","91290641","5300","5800","(31100079,1,31020005,21,31010058,5,31000061,1)","1590","0","5","(31090501,1,31102219,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000749","1","12","90203972","91290642","5800","6300","(31100079,1,31020005,21,31010058,5,31000061,1)","1740","0","5","(31090501,1,31102229,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000750","1","12","90203973","91290643","6300","6800","(31100079,1,31020005,21,31010058,5,31000061,1)","1890","0","5","(31090501,1,31102239,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000751","1","12","90203974","91290644","6800","7300","(31100079,1,31020005,21,31010058,5,31000061,1)","2040","0","5","(31090501,1,31102249,1,31090502,2)","39000080","65","(76991150,76991151,76991152,76991153)"
"157000752","1","12","90203975","91290645","7300","7900","(31100080,1,31020005,30,31010058,6,31000061,1)","2190","90203637","5","(31090501,1,31102504,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000753","1","12","90203976","91290646","7900","8500","(31100080,1,31020005,30,31010058,6,31000061,1)","2370","0","5","(31090501,1,31102509,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000754","1","12","90203977","91290647","8500","9200","(31100080,1,31020005,30,31010058,6,31000061,1)","2550","0","5","(31090501,1,31102514,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000755","1","12","90203978","91290648","9200","10000","(31100080,1,31020005,30,31010058,6,31000061,1)","2760","0","5","(31090501,1,31102519,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000756","1","12","90203979","91290649","10000","999999","(31100080,1,31020005,30,31010058,6,31000061,1)","3000","0","5","(31090501,1,31102524,1,31000166,3)","39000081","50","(76991154,76991155,76991156,76991157)"
"157000757","1","13","90203952","91290622","0","100","(31020005,6,31010058,1,31000061,1)","0","90203632","5","(31140133,1,31102501,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000758","1","13","90203953","91290623","100","200","(31020005,6,31010058,1,31000061,1)","0","0","5","(31140133,1,31102511,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000759","1","13","90203954","91290624","200","300","(31020005,6,31010058,1,31000061,1)","0","0","5","(31140133,1,31102521,1,31090502,1)","0","100","(76991134,76991135,76991136,76991137)"
"157000760","1","13","90203955","91290625","300","500","(31020005,9,31010058,2,31000061,1)","90","90203633","5","(31140134,1,31102502,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000761","1","13","90203956","91290626","500","700","(31020005,9,31010058,2,31000061,1)","150","0","5","(31140134,1,31102507,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000762","1","13","90203957","91290627","700","900","(31020005,9,31010058,2,31000061,1)","210","0","5","(31140134,1,31102512,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000763","1","13","90203958","91290628","900","1100","(31020005,9,31010058,2,31000061,1)","270","0","5","(31140134,1,31102517,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000764","1","13","90203959","91290629","1100","1300","(31020005,9,31010058,2,31000061,1)","330","0","5","(31140134,1,31102522,1,31090502,1)","0","100","(76991138,76991139,76991140,76991141)"
"157000765","1","13","90203960","91290630","1300","1600","(31020005,15,31010058,3,31000061,1)","390","90203634","5","(31090501,1,31102208,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000766","1","13","90203961","91290631","1600","1900","(31020005,15,31010058,3,31000061,1)","480","0","5","(31090501,1,31102218,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000767","1","13","90203962","91290632","1900","2200","(31020005,15,31010058,3,31000061,1)","570","0","5","(31090501,1,31102228,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000768","1","13","90203963","91290633","2200","2500","(31020005,15,31010058,3,31000061,1)","660","0","5","(31090501,1,31102238,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000769","1","13","90203964","91290634","2500","2800","(31020005,15,31010058,3,31000061,1)","750","0","5","(31090501,1,31102248,1,31090502,1)","0","100","(76991142,76991143,76991144,76991145)"
"157000770","1","13","90203965","91290635","2800","3200","(31100078,1,31020005,15,31010058,4,31000061,1)","840","90203635","5","(31090501,1,31102503,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000771","1","13","90203966","91290636","3200","3600","(31100078,1,31020005,15,31010058,4,31000061,1)","960","0","5","(31090501,1,31102508,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
"157000772","1","13","90203967","91290637","3600","4000","(31100078,1,31020005,15,31010058,4,31000061,1)","1080","0","5","(31090501,1,31102513,1,31090502,2)","39000079","80","(76991146,76991147,76991148,76991149)"
