"AttributeId","ArenaPos","ItemRewardArray","MoneyRewardArray","RewardDescription","NoticeId"
"109000387","386","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000388","387","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000389","388","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000390","389","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000391","390","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000392","391","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000393","392","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000394","393","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000395","394","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000396","395","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000397","396","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000398","397","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000399","398","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000400","399","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000401","400","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000402","401","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000403","402","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000404","403","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000405","404","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000406","405","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000407","406","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000408","407","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000409","408","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000410","409","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000411","410","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000412","411","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000413","412","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000414","413","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000415","414","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000416","415","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000417","416","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000418","417","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000419","418","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000420","419","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000421","420","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000422","421","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000423","422","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000424","423","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000425","424","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000426","425","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000427","426","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000428","427","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000429","428","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000430","429","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000431","430","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000432","431","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000433","432","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000434","433","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000435","434","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000436","435","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000437","436","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000438","437","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000439","438","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000440","439","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000441","440","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000442","441","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000443","442","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000444","443","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000445","444","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000446","445","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000447","446","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000448","447","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000449","448","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000450","449","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000451","450","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000452","451","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000453","452","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000454","453","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000455","454","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000456","455","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000457","456","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000458","457","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000459","458","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000460","459","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000461","460","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000462","461","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000463","462","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000464","463","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000465","464","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000466","465","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000467","466","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000468","467","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000469","468","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000470","469","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000471","470","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000472","471","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000473","472","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000474","473","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000475","474","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000476","475","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000477","476","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000478","477","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000479","478","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000480","479","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000481","480","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000482","481","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000483","482","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000484","483","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000485","484","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000486","485","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000487","486","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000488","487","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000489","488","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000490","489","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000491","490","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000492","491","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000493","492","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000494","493","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000495","494","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000496","495","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000497","496","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000498","497","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000499","498","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000500","499","(31061002,1)","(2,50000,13,26000)","90090589","93000025"
"109000501","500","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000502","501","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000503","502","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000504","503","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000505","504","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000506","505","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000507","506","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000508","507","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000509","508","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000510","509","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000511","510","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000512","511","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000513","512","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000514","513","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000515","514","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000516","515","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000517","516","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000518","517","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000519","518","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000520","519","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000521","520","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000522","521","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000523","522","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000524","523","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000525","524","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000526","525","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000527","526","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000528","527","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000529","528","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000530","529","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000531","530","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000532","531","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000533","532","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000534","533","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000535","534","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000536","535","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000537","536","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000538","537","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000539","538","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000540","539","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000541","540","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000542","541","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000543","542","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000544","543","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000545","544","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000546","545","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000547","546","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000548","547","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000549","548","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000550","549","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000551","550","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000552","551","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000553","552","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000554","553","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000555","554","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000556","555","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000557","556","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000558","557","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000559","558","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000560","559","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000561","560","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000562","561","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000563","562","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000564","563","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000565","564","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000566","565","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000567","566","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000568","567","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000569","568","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000570","569","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000571","570","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000572","571","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000573","572","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000574","573","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000575","574","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000576","575","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000577","576","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000578","577","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000579","578","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000580","579","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000581","580","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000582","581","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000583","582","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000584","583","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000585","584","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000586","585","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000587","586","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000588","587","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000589","588","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000590","589","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000591","590","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000592","591","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000593","592","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000594","593","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000595","594","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000596","595","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000597","596","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000598","597","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000599","598","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000600","599","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000601","600","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000602","601","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000603","602","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000604","603","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000605","604","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000606","605","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000607","606","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000608","607","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000609","608","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000610","609","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000611","610","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000612","611","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000613","612","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000614","613","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000615","614","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000616","615","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000617","616","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000618","617","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000619","618","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000620","619","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000621","620","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000622","621","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000623","622","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000624","623","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000625","624","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000626","625","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000627","626","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000628","627","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000629","628","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000630","629","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000631","630","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000632","631","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000633","632","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000634","633","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000635","634","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000636","635","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000637","636","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000638","637","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000639","638","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000640","639","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000641","640","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000642","641","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000643","642","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000644","643","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000645","644","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000646","645","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000647","646","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000648","647","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000649","648","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000650","649","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000651","650","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000652","651","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000653","652","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000654","653","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000655","654","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000656","655","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000657","656","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000658","657","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000659","658","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000660","659","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000661","660","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000662","661","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000663","662","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000664","663","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000665","664","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000666","665","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000667","666","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000668","667","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000669","668","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000670","669","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000671","670","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000672","671","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000673","672","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000674","673","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000675","674","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000676","675","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000677","676","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000678","677","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000679","678","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000680","679","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000681","680","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000682","681","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000683","682","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000684","683","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000685","684","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000686","685","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000687","686","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000688","687","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000689","688","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000690","689","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000691","690","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000692","691","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000693","692","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000694","693","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000695","694","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000696","695","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000697","696","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000698","697","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000699","698","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000700","699","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000701","700","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000702","701","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000703","702","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000704","703","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000705","704","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000706","705","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000707","706","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000708","707","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000709","708","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000710","709","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000711","710","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000712","711","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000713","712","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000714","713","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000715","714","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000716","715","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000717","716","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000718","717","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000719","718","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000720","719","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000721","720","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000722","721","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000723","722","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000724","723","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000725","724","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000726","725","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000727","726","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000728","727","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000729","728","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000730","729","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000731","730","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000732","731","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000733","732","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000734","733","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000735","734","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000736","735","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000737","736","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000738","737","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000739","738","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000740","739","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000741","740","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000742","741","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000743","742","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000744","743","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000745","744","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000746","745","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000747","746","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000748","747","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000749","748","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000750","749","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000751","750","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000752","751","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000753","752","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000754","753","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000755","754","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000756","755","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000757","756","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000758","757","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000759","758","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000760","759","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000761","760","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000762","761","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000763","762","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000764","763","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000765","764","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000766","765","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000767","766","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000768","767","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000769","768","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000770","769","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000771","770","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000772","771","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000773","772","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
