"AttributeId","Name","Describe","ImageID","PaymentType","Type","Price","VipPointBonuse","MoneyGetArray","NewSignID","MonthCardAddTime","FirstRechargeRewardMoneyArray","OfflineItem","IsShowInWidget","SortNum","PriceText","ProductId"
"104001206","90096975","90096989","91231141","9","5","19.99","1200","(3,1200,4,120)","","","(4,1200)","31092117","1","6","","104001206"
"104001207","90096976","90096990","91231142","9","6","49.99","3000","(3,3000,4,300)","","","(4,3000)","31092118","1","7","","104001207"
"104001208","90096977","90096991","91231142","9","7","99.99","6000","(3,6000,4,600)","","","(4,6000)","31092119","1","8","","104001208"
"104001219","","","","9","32","9.99","600","(3,0)","0","0","","31091146","0","0","","104001219"
"104001220","","","","9","33","19.9","1200","(3,0)","0","0","","31091147","0","0","","104001220"
"104001221","","","","9","34","9.99","600","(3,0)","0","0","","31091148","0","0","","104001221"
"104001401","90097069","90097092","91260841","13","1","199","440","(3,440)","90200000","30","","31092184","2","1","","104001401"
"104001402","90097070","90097093","91260842","13","31","599","1280","(3,1280)","90200000","-1","","31092185","2","2","","104001402"
"104001403","90097071","90097071","91231138","13","2","29","64","(3,64,4,6)","","","(4,64)","31092186","1","3","","104001403"
"104001404","90097072","90097072","91231139","13","3","149","330","(3,330,4,33)","","","(4,330)","31092187","1","4","","104001404"
"104001405","90097073","90097073","91231140","13","4","449","980","(3,980,4,98)","","","(4,980)","31092188","1","5","","104001405"
"104001406","90097074","90097074","91231141","13","5","899","1980","(3,1980,4,198)","","","(4,1980)","31092189","1","6","","104001406"
"104001407","90097075","90097075","91231142","13","6","1600","3500","(3,3500,4,350)","","","(4,3500)","31092190","1","7","","104001407"
"104001408","90097076","90097076","91231142","13","7","3000","6580","(3,6580,4,658)","","","(4,6580)","31092191","1","8","","104001408"
"104001409","90097077","90097077","91222000","13","-1","29","64","(3,64)","0","0","","31092192","0","0","","104001409"
"104001410","90097078","90097078","91222000","13","-1","29","64","(3,64)","0","0","","31092193","0","0","","104001410"
"104001411","90097079","90097079","91222000","13","-1","89","196","(3,196)","0","0","","31092194","0","0","","104001411"
"104001412","90097080","90097080","91222000","13","-1","149","330","(3,330)","0","0","","31092195","0","0","","104001412"
"104001413","90097081","90097081","91222000","13","-1","149","330","(3,330)","0","0","","31092196","0","0","","104001413"
"104001414","90097082","90097082","91222000","13","-1","179","394","(3,394)","0","0","","31092197","0","0","","104001414"
"104001415","90097083","90097083","91222000","13","-1","249","550","(3,550)","0","0","","31092198","0","0","","104001415"
"104001416","90097201","90097201","91222000","13","-1","299","660","(3,660)","0","0","","31092199","0","0","","104001416"
"104001417","90097202","90097202","91222000","13","-1","399","880","(3,880)","0","0","","31092200","0","0","","104001417"
"104001418","90097203","90097203","91222000","13","-1","599","1320","(3,1320)","0","0","","31092201","0","0","","104001418"
"104001419","90097204","90097204","91222000","13","-1","1250","2750","(3,2750)","0","0","","31092202","0","0","","104001419"
"104001420","90097205","90097205","91222000","13","-1","2500","5490","(3,5490)","0","0","","31092203","0","0","","104001420"
"104001421","90097206","90097206","91222000","13","-1","3000","6580","(3,6580)","0","0","","31092204","0","0","","104001421"
"104001422","90097069","90097092","91260841","13","1","199","440","(3,440)","90200000","30","","31092184","2","1","","104001422"
"104001501","90097084","90097092","91260841","12","1","199","440","(3,440)","90200000","30","","31092169","2","1","","104001501"
"104001502","90097085","90097093","91260842","12","31","599","1280","(3,1280)","90200000","-1","","31092170","2","2","","104001502"
"104001503","90097086","90097086","91231138","12","2","29","64","(3,64,4,6)","","","(4,64)","31092171","1","3","","104001503"
"104001504","90097087","90097087","91231139","12","3","149","330","(3,330,4,33)","","","(4,330)","31092172","1","4","","104001504"
"104001505","90097088","90097088","91231140","12","4","449","980","(3,980,4,98)","","","(4,980)","31092173","1","5","","104001505"
"104001506","90097089","90097089","91231141","12","5","899","1980","(3,1980,4,198)","","","(4,1980)","31092174","1","6","","104001506"
"104001507","90097090","90097090","91231142","12","6","1600","3500","(3,3500,4,350)","","","(4,3500)","31092175","1","7","","104001507"
"104001508","90097091","90097091","91231142","12","7","3000","6580","(3,6580,4,658)","","","(4,6580)","31092176","1","8","","104001508"
"104001601","90097084","90097092","91260841","14","1","100000","400","(3,400)","90200000","30","","31092310","2","1","","104001601"
"104001602","90097085","90097093","91260842","14","31","400000","1600","(3,1600)","90200000","-1","","31092311","2","2","","104001602"
"104001603","90097225","90097225","91231136","14","2","20000","80","(3,80)","","","(4,88)","31092312","1","3","","104001603"
"104001604","90097226","90097226","91231137","14","3","50000","200","(3,200)","","","(4,220)","31092313","1","4","","104001604"
"104001605","90097227","90097227","91231138","14","4","100000","400","(3,400)","","","(4,440)","31092314","1","5","","104001605"
"104001606","90097228","90097228","91231139","14","5","200000","800","(3,800)","","","(4,880)","31092315","1","6","","104001606"
"104001607","90097229","90097229","91231140","14","6","500000","2000","(3,2000)","","","(4,2200)","31092316","1","7","","104001607"
"104001608","90097230","90097230","91231141","14","7","1000000","4000","(3,4000)","","","(4,4400)","31092317","1","8","","104001608"
"104001609","90097231","90097231","91231142","14","8","1500000","6000","(3,6000)","","","(4,6600)","31092318","1","9","","104001609"
"104001610","90097232","90097232","91231142","14","9","5000000","20000","(3,20000)","","","(4,22000)","31092319","1","10","","104001610"
"104001611","90097233","90097233","91231142","14","10","10000000","40000","(3,40000)","","","(4,44000)","31092320","1","11","","104001611"
"104001612","90022319","90027680","91222000","14","-1","50000","200","(3,200)","0","0","","31092321","0","0","","104001612"
"104001613","90022320","90027681","91222000","14","-1","200000","800","(3,800)","0","0","","31092322","0","0","","104001613"
"104001614","90022321","90027682","91222000","14","-1","500000","2000","(3,2000)","0","0","","31092323","0","0","","104001614"
"104001615","90097288","90097288","91222000","14","-1","50000","200","(3,0)","0","0","","31092324","0","0","","104001615"
"104001616","90097289","90097289","91222000","14","-1","200000","800","(3,0)","0","0","","31092325","0","0","","104001622"
"104001617","90097290","90097290","91222000","14","-1","400000","2000","(3,0)","0","0","","31092326","0","0","","104001629"
"104001618","90097291","90097291","91222000","14","-1","2000000","8000","(3,0)","0","0","","31092327","0","0","","104001636"
"104001701","90097084","90097092","91260841","15","1","129000","400","(3,400)","90200000","30","","31092301","2","1","","104001701"
"104001702","90097085","90097093","91260842","15","31","529000","1600","(3,1600)","90200000","-1","","31092302","2","2","","104001702"
"104001703","90097225","90097225","91231136","15","2","22000","80","(3,80)","","","(4,88)","31092303","1","3","","104001703"
"104001704","90097226","90097226","91231137","15","3","69000","200","(3,200)","","","(4,220)","31092304","1","4","","104001704"
"104001705","90097227","90097227","91231138","15","4","129000","400","(3,400)","","","(4,440)","31092305","1","5","","104001705"
"104001706","90097228","90097228","91231139","15","5","279000","800","(3,800)","","","(4,880)","31092306","1","6","","104001706"
"104001707","90097229","90097229","91231140","15","6","699000","2000","(3,2000)","","","(4,2200)","31092307","1","7","","104001707"
"104001708","90097230","90097230","91231141","15","7","1299000","4000","(3,4000)","","","(4,4400)","31092308","1","8","","104001708"
"104001709","90097231","90097231","91231142","15","8","1999000","6000","(3,6000)","","","(4,6600)","31092309","1","9","","104001709"
"104001710","90022319","90027680","91222000","15","-1","22000","80","(3,0)","0","0","","31092328","0","0","","104001710"
"104001711","90022320","90027681","91222000","15","-1","69000","200","(3,0)","0","0","","31092329","0","0","","104001711"
"104001712","90022321","90027682","91222000","15","-1","279000","800","(3,0)","0","0","","31092330","0","0","","104001712"
"104001713","90097285","90097285","91222000","15","-1","69000","200","(3,0)","0","0","","31092331","0","0","","104001713"
"104001714","90097286","90097286","91222000","15","-1","279000","800","(3,0)","0","0","","31092332","0","0","","104001720"
"104001715","90097287","90097287","91222000","15","-1","699000","2000","(3,0)","0","0","","31092333","0","0","","104001727"
"104001801","90096535","90096542","91260841","16","1","4.99","300","(3,300)","90200000","30","","31092334","2","1","90096664","104001801"
"104001802","90090011","90090176","91260842","16","31","24.99","1500","(3,1500)","90200000","-1","","31092335","2","2","90096665","104001802"
"104001803","90096536","90096543","91231138","16","8","0.99","60","(3,60,4,6)","","","(4,60)","31092336","1","3","90096666","104001803"
"104001804","90096537","90096544","91231139","16","11","4.99","300","(3,300,4,30)","","","(4,300)","31092337","1","4","90096667","104001804"
"104001805","90096538","90096545","91231140","16","12","9.99","600","(3,600,4,60)","","","(4,600)","31092338","1","5","90096668","104001805"
"104001806","90096539","90096546","91231141","16","17","19.99","1200","(3,1200,4,120)","","","(4,1200)","31092339","1","6","90096669","104001806"
"104001807","90096540","90096547","91231142","16","21","49.99","3000","(3,3000,4,300)","","","(4,3000)","31092340","1","7","90096670","104001807"
"104001808","90096541","90096548","91231142","16","23","99.99","6000","(3,6000,4,600)","","","(4,6000)","31092341","1","8","90096671","104001808"
"104001809","","","","16","32","9.99","600","(3,0)","0","0","","31092342","0","0","","104001809"
"104001810","","","","16","33","19.9","1200","(3,0)","0","0","","31092343","0","0","","104001810"
"104001811","","","","16","34","9.99","600","(3,0)","0","0","","31092344","0","0","","104001811"
"104001901","90096535","90096542","91260841","17","1","4.99","300","(3,300)","90200000","30","","31092345","2","1","","104001901"
"104001902","90090011","90090176","91260842","17","31","24.99","1500","(3,1500)","90200000","-1","","31092346","2","2","","104001902"
"104001903","90096536","90096543","91231138","17","8","0.99","60","(3,60,4,6)","","","(4,60)","31092347","1","3","","104001903"
"104001904","90096537","90096544","91231139","17","11","4.99","300","(3,300,4,30)","","","(4,300)","31092348","1","4","","104001904"
"104001905","90096538","90096545","91231140","17","12","9.99","600","(3,600,4,60)","","","(4,600)","31092349","1","5","","104001905"
"104001906","90096539","90096546","91231141","17","17","19.99","1200","(3,1200,4,120)","","","(4,1200)","31092350","1","6","","104001906"
"104001907","90096540","90096547","91231142","17","21","49.99","3000","(3,3000,4,300)","","","(4,3000)","31092351","1","7","","104001907"
"104001908","90096541","90096548","91231142","17","23","99.99","6000","(3,6000,4,600)","","","(4,6000)","31092352","1","8","","104001908"
"104001909","","","","17","32","9.99","600","(3,0)","0","0","","31092353","0","0","","104001909"
"104001910","","","","17","33","19.9","1200","(3,0)","0","0","","31092354","0","0","","104001910"
"104001911","","","","17","34","9.99","600","(3,0)","0","0","","31092355","0","0","","104001911"
"104002001","90096535","90096542","91260841","18","1","4.99","300","(3,300)","90200000","30","","31092356","2","1","90096664","104002001"
"104002002","90090011","90090176","91260842","18","31","24.99","1500","(3,1500)","90200000","-1","","31092357","2","2","90096665","104002002"
"104002003","90096536","90096543","91231138","18","8","0.99","60","(3,60,4,6)","","","(4,60)","31092358","1","3","90096666","104002003"
"104002004","90096537","90096544","91231139","18","11","4.99","300","(3,300,4,30)","","","(4,300)","31092359","1","4","90096667","104002004"
"104002005","90096538","90096545","91231140","18","12","9.99","600","(3,600,4,60)","","","(4,600)","31092360","1","5","90096668","104002005"
"104002006","90096539","90096546","91231141","18","17","19.99","1200","(3,1200,4,120)","","","(4,1200)","31092361","1","6","90096669","104002006"
"104002007","90096540","90096547","91231142","18","21","49.99","3000","(3,3000,4,300)","","","(4,3000)","31092362","1","7","90096670","104002007"
"104002008","90096541","90096548","91231142","18","23","99.99","6000","(3,6000,4,600)","","","(4,6000)","31092363","1","8","90096671","104002008"
"104002009","90096550","","91231136","18","7","0.33","20","(3,20,4,2)","","","(4,20)","31092364","0","0","","104002009"
"104002010","90096551","90096574","91231136","18","8","0.99","60","(3,60,4,6)","","","(4,60)","31092365","0","0","","104002010"
"104002011","90096552","","91231137","18","9","1.67","100","(3,100,4,10)","","","(4,100)","31092366","0","0","","104002011"
"104002012","90096553","","91231137","18","10","3.33","200","(3,200,4,20)","","","(4,200)","31092367","0","0","","104002012"
"104002013","90096554","90096575","91231137","18","11","4.99","300","(3,300,4,30)","","","(4,300)","31092368","0","0","","104002013"
"104002014","90096555","90096576","91231138","18","12","9.99","600","(3,600,4,60)","","","(4,600)","31092369","0","0","","104002014"
"104002015","90096556","","91231138","18","13","11.67","700","(3,700,4,70)","","","(4,700)","31092370","0","0","","104002015"
"104002016","90096557","","91231138","18","14","13.33","800","(3,800,4,80)","","","(4,800)","31092371","0","0","","104002016"
"104002017","90096558","","91231139","18","15","15","900","(3,900,4,90)","","","(4,900)","31092372","0","0","","104002017"
"104002018","90096559","90096577","91231139","18","16","16.67","1000","(3,1000,4,100)","","","(4,1000)","31092373","0","0","","104002018"
"104002019","90096560","90096578","91231139","18","17","19.99","1200","(3,1200,4,120)","","","(4,1200)","31092374","0","0","","104002019"
"104002020","90096561","90096579","91231140","18","18","25","1500","(3,1500,4,150)","","","(4,1500)","31092375","0","0","","104002020"
"104002021","90096562","90096580","91231140","18","19","33.33","2000","(3,2000,4,200)","","","(4,2000)","31092376","0","0","","104002021"
"104002022","90096563","","91231140","18","20","38.33","2300","(3,2300,4,230)","","","(4,2300)","31092377","0","0","","104002022"
"104002023","90096565","90096581","91231141","18","21","49.99","3000","(3,3000,4,300)","","","(4,3000)","31092378","0","0","","104002023"
"104002024","90096566","","91231141","18","22","66.67","4000","(3,4000,4,400)","","","(4,4000)","31092379","0","0","","104002024"
"104002025","90096567","90096582","91231141","18","23","99.99","6000","(3,6000,4,600)","","","(4,6000)","31092380","0","0","","104002025"
"104002026","90096568","90096583","91231141","18","24","166.67","10000","(3,10000,4,1000)","","","(4,10000)","31092381","0","0","","104002026"
"104002027","90096569","","91231142","18","25","333.33","20000","(3,20000,4,2000)","","","(4,20000)","31092382","0","0","","104002027"
"104002028","90096570","","91231142","18","26","666.67","40000","(3,40000,4,4000)","","","(4,40000)","31092383","0","0","","104002028"
"104002029","90096572","","91231142","18","27","1667","100000","(3,100000,4,10000)","","","(4,100000)","31092384","0","0","","104002029"
"104002030","90097294","","91231137","18","28","2.99","180","(3,180,4,18)","","","(4,180)","31092385","0","0","","104002030"
"104002031","90097295","","91231141","18","29","74.99","5000","(3,5000,4,500)","","","(4,5000)","31092386","0","0","","104002031"
"104002101","90091359","90091359","91222000","18","-1","0.99","60","(3,60)","0","0","","31092387","0","0","","104002101"
"104002102","90091360","90091360","91222000","18","-1","4.99","300","(3,300)","0","0","","31092388","0","0","","104002102"
"104002103","90091361","90091361","91222000","18","-1","9.99","600","(3,600)","0","0","","31092389","0","0","","104002103"
"104002104","90091361","90091361","91222000","18","-1","9.99","600","(3,600)","0","0","","31092390","0","0","","104002104"
"104002105","90091362","90091362","91222000","18","-1","19.99","1200","(3,1200)","0","0","","31092391","0","0","","104002105"
"104002106","90091362","90091362","91222000","18","-1","19.99","1200","(3,1200)","0","0","","31092392","0","0","","104002106"
"104002107","90091363","90091363","91222000","18","-1","49.99","3000","(3,3000)","0","0","","31092393","0","0","","104002107"
"104002108","90091363","90091363","91222000","18","-1","49.99","3000","(3,3000)","0","0","","31092394","0","0","","104002108"
"104002109","90091364","90091364","91222000","18","-1","99.99","6000","(3,6000)","0","0","","31092395","0","0","","104002109"
"104002110","90091364","90091364","91222000","18","-1","99.99","6000","(3,6000)","0","0","","31092396","0","0","","104002110"
"104002111","","","","18","32","9.99","600","(3,0)","0","0","","31092397","0","0","","104002111"
"104002112","","","","18","33","19.9","1200","(3,0)","0","0","","31092398","0","0","","104002112"
"104002113","","","","18","34","9.99","600","(3,0)","0","0","","31092399","0","0","","104002113"
"104002201","90096535","90096542","91260841","19","1","4.99","300","(3,300)","90200000","30","","31092400","2","1","90096664","104002201"
"104002202","90090011","90090176","91260842","19","31","24.99","1500","(3,1500)","90200000","-1","","31092401","2","2","90096665","104002202"
"104002203","90096536","90096543","91231138","19","8","0.99","60","(3,60,4,6)","","","(4,60)","31092402","1","3","90096666","104002203"
"104002204","90096537","90096544","91231139","19","11","4.99","300","(3,300,4,30)","","","(4,300)","31092403","1","4","90096667","104002204"
"104002205","90096538","90096545","91231140","19","12","9.99","600","(3,600,4,60)","","","(4,600)","31092404","1","5","90096668","104002205"
"104002206","90096539","90096546","91231141","19","17","19.99","1200","(3,1200,4,120)","","","(4,1200)","31092405","1","6","90096669","104002206"
"104002207","90096540","90096547","91231142","19","21","49.99","3000","(3,3000,4,300)","","","(4,3000)","31092406","1","7","90096670","104002207"
"104002208","90096541","90096548","91231142","19","23","99.99","6000","(3,6000,4,600)","","","(4,6000)","31092407","1","8","90096671","104002208"
"104002209","","","","19","32","9.99","600","(3,0)","0","0","","31092408","0","0","","104002209"
"104002210","","","","19","33","19.9","1200","(3,0)","0","0","","31092409","0","0","","104002210"
"104002211","","","","19","34","9.99","600","(3,0)","0","0","","31092410","0","0","","104002211"
"104002301","90096535","90096542","91260841","20","1","4.99","300","(3,300)","90200000","30","","31092411","2","1","","104002301"
"104002302","90090011","90090176","91260842","20","31","24.99","1500","(3,1500)","90200000","-1","","31092412","2","2","","104002302"
"104002303","90096536","90096543","91231138","20","8","0.99","60","(3,60,4,6)","","","(4,60)","31092413","1","3","","104002303"
"104002304","90096537","90096544","91231139","20","11","4.99","300","(3,300,4,30)","","","(4,300)","31092414","1","4","","104002304"
"104002305","90096538","90096545","91231140","20","12","9.99","600","(3,600,4,60)","","","(4,600)","31092415","1","5","","104002305"
"104002306","90096539","90096546","91231141","20","17","19.99","1200","(3,1200,4,120)","","","(4,1200)","31092416","1","6","","104002306"
"104002307","90096540","90096547","91231142","20","21","49.99","3000","(3,3000,4,300)","","","(4,3000)","31092417","1","7","","104002307"
"104002308","90096541","90096548","91231142","20","23","99.99","6000","(3,6000,4,600)","","","(4,6000)","31092418","1","8","","104002308"
"104002309","","","","20","32","9.99","600","(3,0)","0","0","","31092419","0","0","","104002309"
"104002310","","","","20","33","19.9","1200","(3,0)","0","0","","31092420","0","0","","104002310"
"104002311","","","","20","34","9.99","600","(3,0)","0","0","","31092421","0","0","","104002311"
"104002401","90096535","90096542","91260841","21","1","4.99","300","(3,300)","90200000","30","","31092422","2","1","90096664","104002401"
"104002402","90090011","90090176","91260842","21","31","24.99","1500","(3,1500)","90200000","-1","","31092423","2","2","90096665","104002402"
"104002403","90096536","90096543","91231138","21","8","0.99","60","(3,60,4,6)","","","(4,60)","31092424","1","3","90096666","104002403"
"104002404","90096537","90096544","91231139","21","11","4.99","300","(3,300,4,30)","","","(4,300)","31092425","1","4","90096667","104002404"
"104002405","90096538","90096545","91231140","21","12","9.99","600","(3,600,4,60)","","","(4,600)","31092426","1","5","90096668","104002405"
"104002406","90096539","90096546","91231141","21","17","19.99","1200","(3,1200,4,120)","","","(4,1200)","31092427","1","6","90096669","104002406"
"104002407","90096540","90096547","91231142","21","21","49.99","3000","(3,3000,4,300)","","","(4,3000)","31092428","1","7","90096670","104002407"
"104002408","90096541","90096548","91231142","21","23","99.99","6000","(3,6000,4,600)","","","(4,6000)","31092429","1","8","90096671","104002408"
"104002409","90096550","","91231136","21","7","0.33","20","(3,20,4,2)","","","(4,20)","31092430","0","0","","104002409"
"104002410","90096551","90096574","91231136","21","8","0.99","60","(3,60,4,6)","","","(4,60)","31092431","0","0","","104002410"
"104002411","90096552","","91231137","21","9","1.67","100","(3,100,4,10)","","","(4,100)","31092432","0","0","","104002411"
"104002412","90096553","","91231137","21","10","3.33","200","(3,200,4,20)","","","(4,200)","31092433","0","0","","104002412"
"104002413","90096554","90096575","91231137","21","11","4.99","300","(3,300,4,30)","","","(4,300)","31092434","0","0","","104002413"
"104002414","90096555","90096576","91231138","21","12","9.99","600","(3,600,4,60)","","","(4,600)","31092435","0","0","","104002414"
"104002415","90096556","","91231138","21","13","11.67","700","(3,700,4,70)","","","(4,700)","31092436","0","0","","104002415"
"104002416","90096557","","91231138","21","14","13.33","800","(3,800,4,80)","","","(4,800)","31092437","0","0","","104002416"
"104002417","90096558","","91231139","21","15","15","900","(3,900,4,90)","","","(4,900)","31092438","0","0","","104002417"
"104002418","90096559","90096577","91231139","21","16","16.67","1000","(3,1000,4,100)","","","(4,1000)","31092439","0","0","","104002418"
"104002419","90096560","90096578","91231139","21","17","19.99","1200","(3,1200,4,120)","","","(4,1200)","31092440","0","0","","104002419"
"104002420","90096561","90096579","91231140","21","18","25","1500","(3,1500,4,150)","","","(4,1500)","31092441","0","0","","104002420"
"104002421","90096562","90096580","91231140","21","19","33.33","2000","(3,2000,4,200)","","","(4,2000)","31092442","0","0","","104002421"
"104002422","90096563","","91231140","21","20","38.33","2300","(3,2300,4,230)","","","(4,2300)","31092443","0","0","","104002422"
"104002423","90096565","90096581","91231141","21","21","49.99","3000","(3,3000,4,300)","","","(4,3000)","31092444","0","0","","104002423"
"104002424","90096566","","91231141","21","22","66.67","4000","(3,4000,4,400)","","","(4,4000)","31092445","0","0","","104002424"
"104002425","90096567","90096582","91231141","21","23","99.99","6000","(3,6000,4,600)","","","(4,6000)","31092446","0","0","","104002425"
"104002426","90096568","90096583","91231141","21","24","166.67","10000","(3,10000,4,1000)","","","(4,10000)","31092447","0","0","","104002426"
"104002427","90096569","","91231142","21","25","333.33","20000","(3,20000,4,2000)","","","(4,20000)","31092448","0","0","","104002427"
"104002428","90096570","","91231142","21","26","666.67","40000","(3,40000,4,4000)","","","(4,40000)","31092449","0","0","","104002428"
"104002429","90096572","","91231142","21","27","1667","100000","(3,100000,4,10000)","","","(4,100000)","31092450","0","0","","104002429"
"104002430","90097294","","91231137","21","28","2.99","180","(3,180,4,18)","","","(4,180)","31092451","0","0","","104002430"
"104002431","90097295","","91231141","21","29","74.99","5000","(3,5000,4,500)","","","(4,5000)","31092452","0","0","","104002431"
"104002432","90096559","","91231139","21","35","16.67","1000","(3,1000,4,300)","","","(4,1000)","31092466","0","0","","104002432"
"104002433","90096565","","91231140","21","36","49.99","3000","(3,3000,4,900)","","","(4,3000)","31092467","0","0","","104002433"
"104002434","90097295","","91231141","21","37","74.99","5000","(3,5000,4,1500)","","","(4,5000)","31092468","0","0","","104002434"
"104002435","90096568","","91231141","21","38","166.67","10000","(3,10000,4,3000)","","","(4,10000)","31092469","0","0","","104002435"
"104002501","90091359","90091359","91222000","21","-1","0.99","60","(3,60)","0","0","","31092453","0","0","","104002501"
"104002502","90091360","90091360","91222000","21","-1","4.99","300","(3,300)","0","0","","31092454","0","0","","104002502"
"104002503","90091361","90091361","91222000","21","-1","9.99","600","(3,600)","0","0","","31092455","0","0","","104002503"
"104002504","90091361","90091361","91222000","21","-1","9.99","600","(3,600)","0","0","","31092456","0","0","","104002504"
"104002505","90091362","90091362","91222000","21","-1","19.99","1200","(3,1200)","0","0","","31092457","0","0","","104002505"
"104002506","90091362","90091362","91222000","21","-1","19.99","1200","(3,1200)","0","0","","31092458","0","0","","104002506"
"104002507","90091363","90091363","91222000","21","-1","49.99","3000","(3,3000)","0","0","","31092459","0","0","","104002507"
"104002508","90091363","90091363","91222000","21","-1","49.99","3000","(3,3000)","0","0","","31092460","0","0","","104002508"
"104002509","90091364","90091364","91222000","21","-1","99.99","6000","(3,6000)","0","0","","31092461","0","0","","104002509"
"104002510","90091364","90091364","91222000","21","-1","99.99","6000","(3,6000)","0","0","","31092462","0","0","","104002510"
"104002511","","","","21","32","9.99","600","(3,0)","0","0","","31092463","0","0","","104002511"
"104002512","","","","21","33","19.9","1200","(3,0)","0","0","","31092464","0","0","","104002512"
"104002513","","","","21","34","9.99","600","(3,0)","0","0","","31092465","0","0","","104002513"
"104002600","90096271","90096280","91260841","22","1","1340","570","(3,570)","90200000","30","","31093100","2","1","","104002600"
"104002601","90090011","90090176","91260842","22","31","3680","1600","(3,1600)","90200000","-1","","31093101","2","2","","104002601"
"104002602","90097391","90097391","91231136","22","2","120","50","(3,50)","0","0","(4,50)","31093102","1","3","","104002602"
"104002603","90097392","90097392","91231137","22","3","370","155","(3,155)","0","0","(4,155)","31093103","1","4","","104002603"
"104002604","90097393","90097393","91231138","22","4","860","360","(3,360)","0","0","(4,360)","31093104","1","5","","104002604"
"104002605","90097394","90097394","91231139","22","5","1340","570","(3,570)","0","0","(4,570)","31093105","1","6","","104002605"
"104002606","90097395","90097395","91231140","22","6","2700","1150","(3,1150)","0","0","(4,1150)","31093106","1","7","","104002606"
"104002607","90097396","90097396","91231141","22","7","3800","1650","(3,1650)","0","0","(4,1650)","31093107","1","8","","104002607"
"104002608","90097397","90097397","91231142","22","8","6100","2650","(3,2650)","0","0","(4,2650)","31093108","1","9","","104002608"
"104002609","90097398","90097398","91231142","22","9","12000","5300","(3,5300)","0","0","(4,5300)","31093109","1","10","","104002609"
"104002610","90091332","90091332","91222000","22","-1","120","50","(3,50)","0","0","","31093110","0","0","","104002610"
"104002611","90091333","90091333","91222000","22","-1","250","105","(3,102)","0","0","","31093111","0","0","","104002611"
"104002612","90091334","90091334","91222000","22","-1","1340","570","(3,570)","0","0","","31093112","0","0","","104002612"
"104002613","90091335","90091335","91222000","22","-1","2580","1100","(3,1100)","0","0","","31093113","0","0","","104002613"
"104002614","90091336","90091336","91222000","22","-1","5020","2150","(3,2150)","0","0","","31093114","0","0","","104002614"
"104002615","90091337","90091337","91222000","22","-1","7500","3250","(3,3250)","0","0","","31093115","0","0","","104002615"
"104002616","90091338","90091338","91222000","22","-1","12000","5300","(3,5300)","0","0","","31093116","0","0","","104002616"
"104002617","90097391","90097391","91222000","22","-1","120","50","(3,0)","0","0","","31092514","0","0","","104002617"
"104002618","90097392","90097392","91222000","22","-1","250","105","(3,0)","0","0","","31092515","0","0","","104002618"
"104002619","90097394","90097394","91222000","22","-1","1340","570","(3,0)","0","0","","31092516","0","0","","104002619"
"104002620","90097395","90097395","91222000","22","-1","2580","1100","(3,0)","0","0","","31092517","0","0","","104002620"
"104002621","90097396","90097396","91222000","22","-1","5020","2150","(3,0)","0","0","","31092518","0","0","","104002621"
"104002622","90097397","90097397","91222000","22","-1","7500","3250","(3,0)","0","0","","31092519","0","0","","104002622"
"104002623","90097398","90097398","91222000","22","-1","12000","5300","(3,0)","0","0","","31092520","0","0","","104002623"
"104002624","90097391","90097391","91222000","22","-1","120","50","(3,0)","0","0","","31092521","0","0","","104002624"
"104002625","90097392","90097392","91222000","22","-1","250","105","(3,0)","0","0","","31092522","0","0","","104002625"
"104002626","90097394","90097394","91222000","22","-1","1340","570","(3,0)","0","0","","31092523","0","0","","104002626"
"104002627","90097395","90097395","91222000","22","-1","2580","1100","(3,0)","0","0","","31092524","0","0","","104002627"
"104002628","90097396","90097396","91222000","22","-1","5020","2150","(3,0)","0","0","","31092525","0","0","","104002628"
"104002629","90097397","90097397","91222000","22","-1","7500","3250","(3,0)","0","0","","31092526","0","0","","104002629"
"104002630","90097398","90097398","91222000","22","-1","12000","5300","(3,0)","0","0","","31092527","0","0","","104002630"
"104002700","90096271","90096280","91260841","23","1","1340","570","(3,570)","90200000","30","","31093117","2","1","","104002700"
"104002701","90090011","90090176","91260842","23","31","3680","1600","(3,1600)","90200000","-1","","31093118","2","2","","104002701"
"104002702","90097391","90097391","91231136","23","2","120","50","(3,50)","0","0","(4,50)","31093119","1","3","","104002702"
"104002703","90097392","90097392","91231137","23","3","370","155","(3,155)","0","0","(4,155)","31093120","1","4","","104002703"
"104002704","90097393","90097393","91231138","23","4","860","360","(3,360)","0","0","(4,360)","31093121","1","5","","104002704"
"104002705","90097394","90097394","91231139","23","5","1340","570","(3,570)","0","0","(4,570)","31093122","1","6","","104002705"
"104002706","90097395","90097395","91231140","23","6","2700","1150","(3,1150)","0","0","(4,1150)","31093123","1","7","","104002706"
"104002707","90097396","90097396","91231141","23","7","3800","1650","(3,1650)","0","0","(4,1650)","31093124","1","8","","104002707"
"104002708","90097397","90097397","91231142","23","8","6100","2650","(3,2650)","0","0","(4,2650)","31093125","1","9","","104002708"
"104002709","90097398","90097398","91231142","23","9","12000","5300","(3,5300)","0","0","(4,5300)","31093126","1","10","","104002709"
"104002710","90091332","90091332","91222000","23","-1","120","50","(3,50)","0","0","","31093127","0","0","","104002710"
"104002711","90091333","90091333","91222000","23","-1","250","105","(3,102)","0","0","","31093128","0","0","","104002711"
