"AttributeId","MoveType","Speed","Acceleration","MaxLength","EffectImmediately","Duration","BeginRadius","EndRadius","Angle","EffectBPName","BornZ","EffectPos","RandomPoint","EffectRotation","CreateOther","HitRepeat","HitNum","AmmoType","AmmoId"
"18500114","0","0","0","0","1","0","1300","1300","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500115","0","0","0","0","1","0","1300","1300","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500116","0","0","0","0","1","0","1300","1300","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500117","1","3000","0","1500","1","0.5","200","200","0","91412001","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500118","0","0","0","0","1","0","300","300","0","","","(400,400,0)","0","(0,0,0)","","0","999","0","0"
"18500119","0","0","0","0","1","0","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500120","1","150","0","150","1","1","0","150","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500121","0","0","0","0","1","0","750","750","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500122","0","0","0","0","1","0","0","0","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500123","1","2000","0","2000","1","1","800","800","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500124","1","8000","0","4000","1","0.5","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500125","1","2000","0","2000","1","1","0","1500","60","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500126","1","450","0","450","1","1","0","150","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500127","1","350","0","350","1","1","0","150","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500128","1","400","0","400","1","1","0","150","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500129","0","0","0","0","1","0","1200","1200","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500130","3","1300","0","1000","1","1","0","600","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500131","1","1600","0","1600","1","1","400","400","0","","","(400,400,0)","0","(0,0,0)","","0","999","0","0"
"18500132","1","1200","0","1200","1","1","400","400","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500133","0","0","0","0","1","0","500","500","0","","","(400,400,0)","0","(0,0,0)","","0","999","0","0"
"18500134","0","0","0","0","1","0","500","500","0","","","(500,500,0)","0","(0,0,0)","","0","999","0","0"
"18500135","0","0","0","600","1","1","800","800","0","","","(800,800,0)","0","(0,0,0)","","0","999","0","0"
"18500136","0","0","0","0","1","0","1200","1200","0","","","(800,800,0)","0","(0,0,0)","","0","999","0","0"
"18500137","1","8000","0","4000","1","0.5","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500138","1","800","0","800","1","1","100","100","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500139","1","800","0","800","1","1","200","200","0","","","(0,200,0)","0","(0,0,0)","","0","999","0","0"
"18500140","0","0","0","0","1","0","800","800","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500141","0","0","0","0","1","0","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500142","3","1000","0","1000","1","1","0","1000","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500143","0","0","0","0","1","0","800","800","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500144","0","0","0","600","1","1","800","800","0","","","(800,800,0)","0","(0,0,0)","","0","999","0","0"
"18500145","0","0","0","0","1","0","1200","1200","0","","","(800,800,0)","0","(0,0,0)","","0","999","0","0"
"18500146","1","8000","0","4000","1","0.5","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500147","0","600","0","600","1","1","600","600","120","","","(600,600,0)","0","(0,0,0)","","0","999","0","0"
"18500148","0","600","0","600","1","1","600","600","120","","","(600,600,0)","0","(0,0,0)","","0","999","0","0"
"18500149","0","0","0","0","1","0","750","750","0","","","(750,750,0)","0","(0,0,0)","","0","999","0","0"
"18500150","0","0","0","0","1","0","1200","1200","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500151","1","800","0","800","1","1","100","100","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500152","1","800","0","800","1","1","200","200","0","","","(200,200,0)","0","(0,0,0)","","0","999","0","0"
"18500153","1","800","0","800","1","1","100","100","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500154","1","800","0","800","1","1","200","200","0","","","(200,200,0)","0","(0,0,0)","","0","999","0","0"
"18500155","0","0","0","0","1","0","800","800","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500156","0","0","0","0","1","0","1300","1300","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500157","0","0","0","0","1","0","21800","21800","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500158","0","0","0","0","1","0","1200","1200","0","91400001","","(0,0,-100)","0","(0,0,0)","","0","999","0","0"
"18500159","0","0","0","0","1","0","316","316","0","91400001","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500160","0","0","0","0","1","0","282","282","0","91400001","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500161","0","0","0","0","1","0","1200","1200","0","91400001","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500162","0","0","0","0","1","0","1000","1000","0","","","(1200,1200,0)","0","(0,0,0)","","0","999","0","0"
"18500163","0","0","0","600","1","1","800","800","0","","","(800,800,0)","0","(0,0,0)","","0","999","0","0"
"18500164","0","0","0","0","1","0","1200","1200","0","","","(800,800,0)","0","(0,0,0)","","0","999","0","0"
"18500165","1","8000","0","4000","1","0.5","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500166","0","0","0","600","1","1","600","600","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500167","0","0","0","1000","1","1","1000","1000","0","","","(700,700,0)","0","(0,0,0)","","0","999","0","0"
"18500168","0","0","0","1100","1","1","1100","1100","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500169","0","0","0","1100","1","1","1100","1100","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500170","0","0","0","1500","1","1","1500","1500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500171","0","0","0","1500","1","1","1500","1500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500172","0","0","0","1500","1","1","1500","1500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500173","0","0","0","1500","1","1","1500","1500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500174","1","2000","0","2000","1","1","450","450","0","91412001","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500175","0","0","0","0","1","1","1200","1200","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500176","0","0","0","1500","1","1","1500","1500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500177","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500178","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500179","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500180","0","0","0","500","1","15","500","500","0","91416003","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500181","1","1875","0","1500","1","0.8","300","300","0","91412001","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500182","0","0","0","300","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500183","0","0","0","300","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500184","0","0","0","500","1","1","500","500","0","","","(500,500,0)","0","(0,0,0)","","0","4","0","0"
"18500185","0","0","0","500","1","2","500","500","0","91416001","1","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500186","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500187","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500188","1","1000","0","1000","1","1","300","300","0","91412001","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500189","0","0","0","1100","1","1","1100","1100","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500190","0","0","0","500","1","1","500","500","0","","","(500,500,0)","0","(0,0,0)","","0","4","0","0"
"18500191","0","0","0","500","1","1","350","350","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500192","0","0","0","1100","1","1","1100","1100","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500193","0","0","0","1500","1","1","1500","1500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500194","0","0","0","1500","1","1","1500","1500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500195","0","0","0","500","1","1","550","550","0","","","(500,500,0)","0","(0,0,0)","","0","4","0","0"
"18500196","0","0","0","1500","1","1","500","500","0","","","(500,500,0)","0","(0,0,0)","","0","4","0","0"
"18500197","0","0","0","500","1","5","500","500","0","91416002","","(500,500,0)","0","(0,0,0)","","0","4","0","0"
"18500198","0","0","0","2000","1","1","1000","1000","0","","","(1000,1000,0)","0","(0,0,0)","","0","4","0","0"
"18500199","0","0","0","2000","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500200","0","0","0","2000","1","1","1000","1000","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500201","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500202","0","0","0","1000","1","0","1000","1000","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500203","1","1875","0","1500","1","0.8","300","300","0","91412001","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500204","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500205","1","2000","0","2000","1","1","450","450","0","91412001","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500206","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500207","0","0","0","2000","1","1","1000","1000","0","","","(1000,1000,0)","0","(0,0,0)","","0","4","0","0"
"18500208","0","0","0","2000","1","1","1000","1000","0","","","(1000,1000,0)","0","(0,0,0)","","0","4","0","0"
"18500209","0","0","0","1000","1","1","1200","1200","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500210","1","500","0","1500","1","3","150","150","0","91416004","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500211","0","0","0","300","0","1","150","150","0","","","(150,150,0)","0","(0,0,0)","","0","999","0","0"
"18500212","1","500","0","1500","0","1","750","750","0","","","(750,750,0)","0","(0,0,0)","","0","999","0","0"
"18500213","3","500","0","2000","0","1","1000","1000","0","","","(1000,1000,0)","0","(0,0,0)","","0","999","0","0"
"18500214","1","625","0","2000","0","1","1000","1000","0","","","(1000,1000,0)","0","(0,0,0)","","0","999","0","0"
"18500215","0","0","0","0","0","1","316","316","0","","","(0,0,0)","0","(0,0,0)","","0","1","0","0"
"18500216","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500217","0","0","0","1000","1","1","1000","1000","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500218","0","0","0","500","1","1","500","500","0","","","(500,500,0)","0","(0,0,0)","","0","4","0","0"
"18500219","0","0","0","1000","1","1","1000","1000","0","","","(0,0,0)","0","(0,0,0)","","0","10","0","0"
"18500220","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500221","1","8000","0","2000","1","0.5","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500222","0","0","0","0","1","0","100","100","0","","","(0,0,0)","0","(0,0,0)","","0","999","0","0"
"18500223","0","0","0","1500","1","1","1500","1500","0","","","(0,0,0)","0","(0,0,0)","","0","8","0","0"
"18500224","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500225","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500226","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500227","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500228","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500229","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500230","0","0","0","1500","1","1","1500","1500","0","","","(0,0,0)","0","(0,0,0)","","0","8","0","0"
"18500231","0","0","0","1500","1","1","1500","1500","0","","","(0,0,0)","0","(0,0,0)","","0","8","0","0"
"18500232","0","0","0","500","1","3","500","500","0","91416005","","(500,500,0)","0","(0,0,0)","","0","4","0","0"
"18500233","0","0","0","1000","1","1","1000","1000","0","","","(0,0,0)","0","(0,0,0)","","0","10","0","0"
"18500234","0","0","0","1000","1","1","1000","1000","0","91416005","","(0,0,0)","0","(0,0,0)","","0","8","0","0"
"18500235","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500236","0","0","0","500","1","1","500","500","0","","","(0,0,0)","0","(0,0,0)","","0","4","0","0"
"18500237","1","2200","0","500","1","0.5","150","150","0","91412028","100","(0,0,0)","","(0,0,0)","","0","1","0","0"
"18500238","1","2200","0","1100","1","0.5","150","150","0","91412028","100","(0,0,0)","","(0,0,0)","","0","1","0","0"
