"AttributeId","Action","ActionParams","AttArray","Condition","ReplaceSkill"
"11020310","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020311","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.6,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020312","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.7,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020313","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.8,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020314","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.9,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020315","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020316","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,6,0,0.4,0,4,5,0,0.4,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020317","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,6,0,0.6,0,4,5,0,0.6,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020318","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,6,0,0.8,0,4,5,0,0.8,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020319","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,6,0,1,0,4,5,0,1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020320","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,6,0,1.2,0,4,5,0,1.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020321","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,6,0,1.4,0,4,5,0,1.4,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020322","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,6,0,1.6,0,4,5,0,1.6,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020323","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,6,0,1.8,0,4,5,0,1.8,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020324","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,6,0,2,0,4,5,0,2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020325","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,43,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020326","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,43,0,0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020327","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,43,0,0.4,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020328","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,43,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020329","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,43,0,0.6,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020330","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,43,0,0.7,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020331","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,43,0,0.8,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020332","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,43,0,0.9,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020333","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,43,0,1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020334","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,20,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020335","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,20,0,0.4,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020336","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,20,0,0.6,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020337","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,19,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020338","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,19,0,0.4,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020339","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,19,0,0.6,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020340","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,8,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020341","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,8,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020342","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,8,0,0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020343","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,22,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020344","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,22,0,0.4,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020345","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,22,0,0.6,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020346","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020347","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.4,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020348","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.6,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020349","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020350","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020351","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,0,0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020352","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,18,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020353","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,18,0,0.4,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020354","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,18,0,0.6,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020355","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,17,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020356","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,17,0,0.4,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020357","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,17,0,0.6,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020358","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020359","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020360","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020361","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,16,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020362","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,16,0,0.4,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020363","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,16,0,0.6,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020364","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,15,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020365","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,15,0,0.4,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020366","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,15,0,0.6,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020367","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.1,0,4,6,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020368","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.2,0,4,6,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020369","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.3,0,4,6,0,0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020370","modusebuff","(0,100,0,10020403,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020371","modusebuff","(0,100,0,10020404,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020372","modusebuff","(0,100,0,10020405,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020373","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020374","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020375","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020376","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020377","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.2,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020378","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.3,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020379","moduseskill","(0,100,13511101,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020380","moduseskill","(0,100,13511102,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020381","moduseskill","(0,100,13511103,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020382","modhp","(0,100,-20,-20,2,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020383","modhp","(0,100,-30,-30,2,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020384","modhp","(0,100,-40,-40,2,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020385","moduseskill","(0,100,13511104,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020386","moduseskill","(0,100,13511105,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020387","moduseskill","(0,100,13511106,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020388","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020389","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020390","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020391","moduseskill","(0,100,13511107,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020392","moduseskill","(0,100,13511108,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020393","moduseskill","(0,100,13511109,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020394","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020395","moduseskill","(0,100,13511110,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020396","moduseskill","(0,100,13511111,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020397","moduseskill","(0,100,13511112,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020398","modsuckblood","(0,100,100,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020399","moduseskill","(0,100,13511113,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020400","moduseskill","(0,100,13511114,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020401","moduseskill","(0,100,13511115,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020402","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,23,1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020403","moduseskill","(0,100,13511116,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020404","moduseskill","(0,100,13511117,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020405","moduseskill","(0,100,13511118,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020406","modnocontrol","(0,100,0,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020407","moduseskill","(0,100,13511119,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020408","moduseskill","(0,100,13511120,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020409","moduseskill","(0,100,13511121,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020410","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020411","moduseskill","(0,100,13511122,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020412","moduseskill","(0,100,13511123,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020413","moduseskill","(0,100,13511124,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020414","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,29,1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020415","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,43,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020416","modusebuff","(0,100,0,10020459,0,0,0,0,0,0)","","",""
"11020417","modhp","(0,100,-5,-5,2,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020418","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,31,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020419","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,12,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020420","modsuckblood","(0,100,10,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020421","modusebuff","(0,100,0,10020464,0,0,0,0,0,0)","","",""
"11020422","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.3,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020423","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,10,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020424","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020425","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,32,10,0,0,4,33,10,0,0,4,34,10,0,0,4,35,10,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020426","moduseskill","(0,100,13511125,0,0,0,0,0,0,0)","","",""
"11020427","modusebuff","(0,100,0,10020504,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11020428","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,9,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020429","modusebuff","(0,100,0,10020472,0,0,0,0,0,0)","","",""
"11020430","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020431","modusebuff","(0,100,0,10020474,0,0,0,0,0,0)","","",""
"11020432","moddamagereflect","(0,100,30,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020433","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020434","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020435","modusebuff","(0,100,0,10020480,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11020436","modusebuff","(0,100,0,10020481,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11020437","modusebuff","(0,100,0,10020482,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11020438","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.2,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020439","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.4,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020440","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.6,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020441","modspeedup","(0,100,4,0,0,0,0,0,0,0)","(4,31,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020442","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020443","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.5,0,4,6,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020444","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.7,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020445","modspeeddown","(0,100,0,0,0,0,0,0,0,0)","(4,31,0,-0.7,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020446","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020447","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.5,0,4,6,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020448","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,3,0,4,6,0,3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020449","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,0,3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020450","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,3,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020451","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.3,0,4,6,0,0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020452","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020453","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.3,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020454","moduseskill","(0,100,13500203,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020455","modspeeddown","(0,100,4,0,0,0,0,0,0,0)","(4,31,0,-0.8,0)","0","(0,0,0,0,0,0,0,0,0,0)"
"11020456","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020457","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,17,0,0.3,0,4,7,0,0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020458","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,40,0.15,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020459","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,40,0.3,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020460","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,40,0.45,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020461","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,40,0.6,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020462","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,40,0.75,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020463","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,40,0.9,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020464","modspeeddown","(0,100,0,0,0,0,0,0,0,0)","(4,31,0,-0.2,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020465","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,-0.5,0,4,6,0,-0.5,0)","0","(0,0,0,0,0,0,0,0,0,0)"
"11020466","modhp","(0,100,-100,-100,2,0,0,0,0,0)","","0","(0,0,0,0,0,0,0,0,0,0)"
"11020467","modhp","(0,100,5,5,2,0,0,0,0,0)","","0","(0,0,0,0,0,0,0,0,0,0)"
"11020468","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,16,0,-1,0,4,7,0,-0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020469","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,15,0,1,0,4,11,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020470","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020471","modatt","(0,100,30,30,2,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020472","modspeeddown","(0,100,4,0,0,0,0,0,0,0)","(4,31,0,-0.8,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020473","modhp","(0,100,10,10,2,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020474","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.604,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020475","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.608,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020476","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.612,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020477","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.616,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020478","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.620,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020479","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.624,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020480","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.628,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020481","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.632,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020482","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.636,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020483","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.640,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020484","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,45,3.05,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020485","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,45,3.1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020486","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,45,3.15,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020487","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,45,3.2,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020488","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,45,3.25,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020489","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,45,3.3,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020490","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,45,3.35,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020491","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,45,3.4,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020492","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,45,3.45,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020493","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,45,3.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020494","moddelbuff","(0,100,10020232,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020495","moddelbuff","(0,100,10020233,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020496","moddelbuff","(0,100,10020234,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020497","moddelbuff","(0,100,10020235,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020498","moddelbuff","(0,100,10020236,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020499","moddelbuff","(0,100,10020237,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020500","moddelbuff","(0,100,10020238,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020501","moddelbuff","(0,100,10020239,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020502","moddelbuff","(0,100,10020240,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020503","moddelbuff","(0,100,10020241,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020504","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,-0.3,0,4,6,0,-0.3,0,4,25,0,-0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020505","modspeeddown","(0,100,0,0,0,0,0,0,0,0)","(4,31,0,-0.3,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020510","moduseskill","(0,100,13500203,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11021000","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,6,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11021200","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,8,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11021400","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,17,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11021600","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,18,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11022000","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11022200","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,12,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11022400","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,23,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
