"AttributeId","WingNameId","ViewOrder","WingUpgradeMax","WingAddStarMax","StarNow","UpgradeNow","StarGradeMax","StarGradeNow","AttArray","Type","IIllusionList","WingOpenNeedRoleClass","PreWingRequirement","UnlockNeedMatirial","UnlockNeedMoney","AddStarMatirialId","StarShopId","AddStarMatirialNum","AddStarMaxEXP","EachAddStarExp","AddStarCriticalRate","UpgradeMatirialId","UpgradeShopId","UpgradeMatirialNum","UpgradeMoney","EachUpgradeBless","MinUpgradeBless","MaxUpgradeBless","BasicRate","RateChange","WingMeshID","WingAnimBlueprint","WingFreeAnim","WingGlideAnim","WingCallAnim","WingDeadAnim","WingSkillAnim","WingSpecialSkillAnim","PictureNameRes","ButtonPictureNameRes","NoticeId","IllusionOriginalIdRange","buff_wing_name","buff_image_res","buff_trigger_id","wing_image_res_array","WingClickAnim","ExhibitionPos","ExhibitionScale","MaxWalkSpeed","MaxFlySpeed","FlyUpAnimRes","FlyDownAnimRes","FlyUpTime","SprintAniRes","SprintLenAndTime","StarBuffId","GradeLimit","UpgradeLimit","RegionArr","SkillPool","AddLingMaterial","AddLingMaterialNum","LengQueTime","ExcellentAttArray"
"44100005","90020730","15","6","10","4","1","","","(4,8,26969,0,1,4,5,1919,0,1,4,6,2302,0,1,4,7,4316,0,1,4,9,721,0,1,4,10,721,0,1,4,26,0.005,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","10","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100006","90020730","15","6","10","5","1","","","(4,8,30143,0,1,4,5,2145,0,1,4,6,2573,0,1,4,7,4824,0,1,4,9,806,0,1,4,10,806,0,1,4,26,0.005,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","10","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100007","90020730","15","6","10","6","1","","","(4,8,33317,0,1,4,5,2371,0,1,4,6,2844,0,1,4,7,5332,0,1,4,9,891,0,1,4,10,891,0,1,4,26,0.005,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","10","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100008","90020730","15","6","10","7","1","","","(4,8,36491,0,1,4,5,2597,0,1,4,6,3115,0,1,4,7,5840,0,1,4,9,976,0,1,4,10,976,0,1,4,26,0.005,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","10","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100009","90020730","15","6","10","8","1","","","(4,8,39665,0,1,4,5,2823,0,1,4,6,3386,0,1,4,7,6348,0,1,4,9,1061,0,1,4,10,1061,0,1,4,26,0.005,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","10","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100010","90020730","15","6","10","9","1","","","(4,8,42839,0,1,4,5,3049,0,1,4,6,3657,0,1,4,7,6856,0,1,4,9,1146,0,1,4,10,1146,0,1,4,26,0.005,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","10","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100011","90020730","15","6","10","10","1","","","(4,8,46013,0,1,4,5,3275,0,1,4,6,3928,0,1,4,7,7364,0,1,4,9,1231,0,1,4,10,1231,0,1,4,26,0.005,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","0","0","0","0","0","0","31000100","0","25","0","5","5","5","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100012","90020730","15","6","10","0","2","","","(4,8,55868,0,1,4,5,3976,0,1,4,6,4769,0,1,4,7,8941,0,1,4,9,1494,0,1,4,10,1494,0,1,4,26,0.01,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","20","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100013","90020730","15","6","10","1","2","","","(4,8,61309,0,1,4,5,4363,0,1,4,6,5234,0,1,4,7,9812,0,1,4,9,1640,0,1,4,10,1640,0,1,4,26,0.01,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","20","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100014","90020730","15","6","10","2","2","","","(4,8,66750,0,1,4,5,4750,0,1,4,6,5699,0,1,4,7,10683,0,1,4,9,1786,0,1,4,10,1786,0,1,4,26,0.01,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","20","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100015","90020730","15","6","10","3","2","","","(4,8,72191,0,1,4,5,5137,0,1,4,6,6164,0,1,4,7,11554,0,1,4,9,1932,0,1,4,10,1932,0,1,4,26,0.01,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","20","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100016","90020730","15","6","10","4","2","","","(4,8,77632,0,1,4,5,5524,0,1,4,6,6629,0,1,4,7,12425,0,1,4,9,2078,0,1,4,10,2078,0,1,4,26,0.01,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","20","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100017","90020730","15","6","10","5","2","","","(4,8,83073,0,1,4,5,5911,0,1,4,6,7094,0,1,4,7,13296,0,1,4,9,2224,0,1,4,10,2224,0,1,4,26,0.01,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","20","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100018","90020730","15","6","10","6","2","","","(4,8,88514,0,1,4,5,6298,0,1,4,6,7559,0,1,4,7,14167,0,1,4,9,2370,0,1,4,10,2370,0,1,4,26,0.01,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","20","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100019","90020730","15","6","10","7","2","","","(4,8,93955,0,1,4,5,6685,0,1,4,6,8024,0,1,4,7,15038,0,1,4,9,2516,0,1,4,10,2516,0,1,4,26,0.01,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","20","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100020","90020730","15","6","10","8","2","","","(4,8,99396,0,1,4,5,7072,0,1,4,6,8489,0,1,4,7,15909,0,1,4,9,2662,0,1,4,10,2662,0,1,4,26,0.01,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","20","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100021","90020730","15","6","10","9","2","","","(4,8,104837,0,1,4,5,7459,0,1,4,6,8954,0,1,4,7,16780,0,1,4,9,2808,0,1,4,10,2808,0,1,4,26,0.01,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","20","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100022","90020730","15","6","10","10","2","","","(4,8,110278,0,1,4,5,7846,0,1,4,6,9419,0,1,4,7,17651,0,1,4,9,2954,0,1,4,10,2954,0,1,4,26,0.01,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","0","0","0","0","0","0","31000101","0","25","0","5","5","5","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100023","90020730","15","6","10","0","3","","","(4,8,129896,0,1,4,5,9241,0,1,4,6,11093,0,1,4,7,20790,0,1,4,9,3478,0,1,4,10,3478,0,1,4,26,0.015,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","40","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","26020089","0","","","","","","",""
"44100024","90020730","15","6","10","1","3","","","(4,8,139871,0,1,4,5,9951,0,1,4,6,11945,0,1,4,7,22386,0,1,4,9,3744,0,1,4,10,3744,0,1,4,26,0.015,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","40","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100025","90020730","15","6","10","2","3","","","(4,8,149846,0,1,4,5,10661,0,1,4,6,12797,0,1,4,7,23982,0,1,4,9,4010,0,1,4,10,4010,0,1,4,26,0.015,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","40","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100026","90020730","15","6","10","3","3","","","(4,8,159821,0,1,4,5,11371,0,1,4,6,13649,0,1,4,7,25578,0,1,4,9,4276,0,1,4,10,4276,0,1,4,26,0.015,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","40","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100027","90020730","15","6","10","4","3","","","(4,8,169796,0,1,4,5,12081,0,1,4,6,14501,0,1,4,7,27174,0,1,4,9,4542,0,1,4,10,4542,0,1,4,26,0.015,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","40","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100028","90020730","15","6","10","5","3","","","(4,8,179771,0,1,4,5,12791,0,1,4,6,15353,0,1,4,7,28770,0,1,4,9,4808,0,1,4,10,4808,0,1,4,26,0.015,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","40","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100029","90020730","15","6","10","6","3","","","(4,8,189746,0,1,4,5,13501,0,1,4,6,16205,0,1,4,7,30366,0,1,4,9,5074,0,1,4,10,5074,0,1,4,26,0.015,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","40","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100030","90020730","15","6","10","7","3","","","(4,8,199721,0,1,4,5,14211,0,1,4,6,17057,0,1,4,7,31962,0,1,4,9,5340,0,1,4,10,5340,0,1,4,26,0.015,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","40","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100031","90020730","15","6","10","8","3","","","(4,8,209696,0,1,4,5,14921,0,1,4,6,17909,0,1,4,7,33558,0,1,4,9,5606,0,1,4,10,5606,0,1,4,26,0.015,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","40","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100032","90020730","15","6","10","9","3","","","(4,8,219671,0,1,4,5,15631,0,1,4,6,18761,0,1,4,7,35154,0,1,4,9,5872,0,1,4,10,5872,0,1,4,26,0.015,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","40","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100033","90020730","15","6","10","10","3","","","(4,8,229646,0,1,4,5,16341,0,1,4,6,19613,0,1,4,7,36750,0,1,4,9,6138,0,1,4,10,6138,0,1,4,26,0.015,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","0","0","0","0","0","0","31000102","0","25","0","5","5","5","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100034","90020730","15","6","10","0","4","","","(4,8,262931,0,1,4,5,18708,0,1,4,6,22454,0,1,4,7,42076,0,1,4,9,7026,0,1,4,10,7026,0,1,4,26,0.02,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","80","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100035","90020730","15","6","10","1","4","","","(4,8,279254,0,1,4,5,19869,0,1,4,6,23847,0,1,4,7,44688,0,1,4,9,7462,0,1,4,10,7462,0,1,4,26,0.02,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","80","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100036","90020730","15","6","10","2","4","","","(4,8,295577,0,1,4,5,21030,0,1,4,6,25240,0,1,4,7,47300,0,1,4,9,7898,0,1,4,10,7898,0,1,4,26,0.02,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","80","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100037","90020730","15","6","10","3","4","","","(4,8,311900,0,1,4,5,22191,0,1,4,6,26633,0,1,4,7,49912,0,1,4,9,8334,0,1,4,10,8334,0,1,4,26,0.02,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","80","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100038","90020730","15","6","10","4","4","","","(4,8,328223,0,1,4,5,23352,0,1,4,6,28026,0,1,4,7,52524,0,1,4,9,8770,0,1,4,10,8770,0,1,4,26,0.02,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","80","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100039","90020730","15","6","10","5","4","","","(4,8,344546,0,1,4,5,24513,0,1,4,6,29419,0,1,4,7,55136,0,1,4,9,9206,0,1,4,10,9206,0,1,4,26,0.02,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","80","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100040","90020730","15","6","10","6","4","","","(4,8,360869,0,1,4,5,25674,0,1,4,6,30812,0,1,4,7,57748,0,1,4,9,9642,0,1,4,10,9642,0,1,4,26,0.02,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","80","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100041","90020730","15","6","10","7","4","","","(4,8,377192,0,1,4,5,26835,0,1,4,6,32205,0,1,4,7,60360,0,1,4,9,10078,0,1,4,10,10078,0,1,4,26,0.02,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","80","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100042","90020730","15","6","10","8","4","","","(4,8,393515,0,1,4,5,27996,0,1,4,6,33598,0,1,4,7,62972,0,1,4,9,10514,0,1,4,10,10514,0,1,4,26,0.02,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","80","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100043","90020730","15","6","10","9","4","","","(4,8,409838,0,1,4,5,29157,0,1,4,6,34991,0,1,4,7,65584,0,1,4,9,10950,0,1,4,10,10950,0,1,4,26,0.02,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","80","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100044","90020730","15","6","10","10","4","","","(4,8,426161,0,1,4,5,30318,0,1,4,6,36384,0,1,4,7,68196,0,1,4,9,11386,0,1,4,10,11386,0,1,4,26,0.02,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","0","0","0","0","0","0","31000103","0","25","0","5","5","5","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100045","90020730","15","6","10","0","5","","","(4,8,473113,0,1,4,5,33657,0,1,4,6,40391,0,1,4,7,75709,0,1,4,9,12639,0,1,4,10,12639,0,1,4,26,0.025,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","160","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","26020090","0","","","","","","",""
"44100046","90020730","15","6","10","1","5","","","(4,8,495783,0,1,4,5,35270,0,1,4,6,42326,0,1,4,7,79337,0,1,4,9,13244,0,1,4,10,13244,0,1,4,26,0.025,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","160","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100047","90020730","15","6","10","2","5","","","(4,8,518453,0,1,4,5,36883,0,1,4,6,44261,0,1,4,7,82965,0,1,4,9,13849,0,1,4,10,13849,0,1,4,26,0.025,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","160","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100048","90020730","15","6","10","3","5","","","(4,8,541123,0,1,4,5,38496,0,1,4,6,46196,0,1,4,7,86593,0,1,4,9,14454,0,1,4,10,14454,0,1,4,26,0.025,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","160","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100049","90020730","15","6","10","4","5","","","(4,8,563793,0,1,4,5,40109,0,1,4,6,48131,0,1,4,7,90221,0,1,4,9,15059,0,1,4,10,15059,0,1,4,26,0.025,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","160","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
"44100050","90020730","15","6","10","5","5","","","(4,8,586463,0,1,4,5,41722,0,1,4,6,50066,0,1,4,7,93849,0,1,4,9,15664,0,1,4,10,15664,0,1,4,26,0.025,0,1)","3","(31040071,31040072,31040073,31040074)","","","","","31000099","0","160","500","100","0","0","0","0","0","0","0","0","0","0","91030801","91030802","91030803","91030820","91030804","91030805","91030806","91030807","91200030","91200030","","","90069782","91260033","","(91260109,91260110,91260111,91260112,91260113)","91030803","(0,-30,100)","(0.8,0.8,0.8)","0.2","0.8","91030818","91030819","0.5","","","0","0","","","","","","",""
