"AttributeId","level","EquipSlot","ItemIdList","ItemNumList","MoneyCostList","FailGetItemList","Rate","InheritUpgradeRatio","NoticeId","ProtectItemInfo","BarserkerWeaponBuffArray","BarserkerEquipBuffArrayCommon","BarserkerEquipBuffArrayIce","BarserkerEquipBuffArrayFire","BarserkerEquipBuffArrayLight","BarserkerEquipBuffArrayDark","WizardWeaponBuffArray","WizardEquipBuffArrayCommon","WizardEquipBuffArrayIce","WizardEquipBuffArrayFire","WizardEquipBuffArrayLight","WizardEquipBuffArrayDark","GuardianWeaponBuffArray","GuardianEquipBuffArrayCommon","GuardianEquipBuffArrayIce","GuardianEquipBuffArrayFire","GuardianEquipBuffArrayLight","GuardianEquipBuffArrayDark","AssassinWeaponBuffArray","AssassinEquipBuffArrayCommon","AssassinEquipBuffArrayIce","AssassinEquipBuffArrayFire","AssassinEquipBuffArrayLight","AssassinEquipBuffArrayDark"
"41020039","38","3","","","(30000005,39)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020040","39","3","","","(30000005,40)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020041","40","3","","","(30000005,41)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020042","41","3","","","(30000005,42)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020043","42","3","","","(30000005,43)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020044","43","3","","","(30000005,44)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020045","44","3","","","(30000005,45)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020046","45","3","","","(30000005,46)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020047","46","3","","","(30000005,47)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020048","47","3","","","(30000005,48)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020049","48","3","","","(30000005,49)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020050","49","3","","","(30000005,50)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020051","50","3","","","(30000005,51)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020052","51","3","","","(30000005,52)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020053","52","3","","","(30000005,53)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020054","53","3","","","(30000005,54)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020055","54","3","","","(30000005,55)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020056","55","3","","","(30000005,56)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020057","56","3","","","(30000005,57)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020058","57","3","","","(30000005,58)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020059","58","3","","","(30000005,59)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020060","59","3","","","(30000005,60)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020061","60","3","","","(30000005,61)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020062","61","3","","","(30000005,62)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020063","62","3","","","(30000005,63)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020064","63","3","","","(30000005,64)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020065","64","3","","","(30000005,65)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020066","65","3","","","(30000005,66)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020067","66","3","","","(30000005,67)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020068","67","3","","","(30000005,68)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020069","68","3","","","(30000005,69)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020070","69","3","","","(30000005,70)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020071","70","3","","","(30000005,71)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020072","71","3","","","(30000005,72)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020073","72","3","","","(30000005,73)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020074","73","3","","","(30000005,74)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020075","74","3","","","(30000005,75)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020076","75","3","","","(30000005,76)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020077","76","3","","","(30000005,77)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020078","77","3","","","(30000005,78)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020079","78","3","","","(30000005,79)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020080","79","3","","","(30000005,80)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020081","80","3","","","(30000005,81)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020082","81","3","","","(30000005,82)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020083","82","3","","","(30000005,83)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020084","83","3","","","(30000005,84)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020085","84","3","","","(30000005,85)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020086","85","3","","","(30000005,86)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020087","86","3","","","(30000005,87)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020088","87","3","","","(30000005,88)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020089","88","3","","","(30000005,89)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020090","89","3","","","(30000005,90)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020091","90","3","","","(30000005,91)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020092","91","3","","","(30000005,92)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020093","92","3","","","(30000005,93)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020094","93","3","","","(30000005,94)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020095","94","3","","","(30000005,95)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020096","95","3","","","(30000005,96)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020097","96","3","","","(30000005,97)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020098","97","3","","","(30000005,98)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020099","98","3","","","(30000005,99)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020100","99","3","","","(30000005,100)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41020101","100","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030001","0","4","","","(30000005,1)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030002","1","4","","","(30000005,2)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030003","2","4","","","(30000005,3)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030004","3","4","","","(30000005,4)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030005","4","4","","","(30000005,5)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030006","5","4","","","(30000005,6)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030007","6","4","","","(30000005,7)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030008","7","4","","","(30000005,8)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030009","8","4","","","(30000005,9)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030010","9","4","","","(30000005,10)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030011","10","4","","","(30000005,11)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030012","11","4","","","(30000005,12)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030013","12","4","","","(30000005,13)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030014","13","4","","","(30000005,14)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030015","14","4","","","(30000005,15)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030016","15","4","","","(30000005,16)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030017","16","4","","","(30000005,17)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030018","17","4","","","(30000005,18)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030019","18","4","","","(30000005,19)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030020","19","4","","","(30000005,20)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030021","20","4","","","(30000005,21)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030022","21","4","","","(30000005,22)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030023","22","4","","","(30000005,23)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030024","23","4","","","(30000005,24)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030025","24","4","","","(30000005,25)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030026","25","4","","","(30000005,26)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030027","26","4","","","(30000005,27)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030028","27","4","","","(30000005,28)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030029","28","4","","","(30000005,29)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030030","29","4","","","(30000005,30)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030031","30","4","","","(30000005,31)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030032","31","4","","","(30000005,32)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030033","32","4","","","(30000005,33)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030034","33","4","","","(30000005,34)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030035","34","4","","","(30000005,35)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030036","35","4","","","(30000005,36)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030037","36","4","","","(30000005,37)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030038","37","4","","","(30000005,38)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030039","38","4","","","(30000005,39)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030040","39","4","","","(30000005,40)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030041","40","4","","","(30000005,41)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030042","41","4","","","(30000005,42)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030043","42","4","","","(30000005,43)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030044","43","4","","","(30000005,44)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030045","44","4","","","(30000005,45)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030046","45","4","","","(30000005,46)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030047","46","4","","","(30000005,47)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030048","47","4","","","(30000005,48)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030049","48","4","","","(30000005,49)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030050","49","4","","","(30000005,50)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030051","50","4","","","(30000005,51)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030052","51","4","","","(30000005,52)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030053","52","4","","","(30000005,53)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030054","53","4","","","(30000005,54)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030055","54","4","","","(30000005,55)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030056","55","4","","","(30000005,56)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030057","56","4","","","(30000005,57)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030058","57","4","","","(30000005,58)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030059","58","4","","","(30000005,59)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030060","59","4","","","(30000005,60)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030061","60","4","","","(30000005,61)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030062","61","4","","","(30000005,62)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030063","62","4","","","(30000005,63)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030064","63","4","","","(30000005,64)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030065","64","4","","","(30000005,65)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030066","65","4","","","(30000005,66)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030067","66","4","","","(30000005,67)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030068","67","4","","","(30000005,68)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030069","68","4","","","(30000005,69)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030070","69","4","","","(30000005,70)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030071","70","4","","","(30000005,71)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030072","71","4","","","(30000005,72)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030073","72","4","","","(30000005,73)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030074","73","4","","","(30000005,74)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030075","74","4","","","(30000005,75)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030076","75","4","","","(30000005,76)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030077","76","4","","","(30000005,77)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030078","77","4","","","(30000005,78)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030079","78","4","","","(30000005,79)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030080","79","4","","","(30000005,80)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030081","80","4","","","(30000005,81)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030082","81","4","","","(30000005,82)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030083","82","4","","","(30000005,83)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030084","83","4","","","(30000005,84)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030085","84","4","","","(30000005,85)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030086","85","4","","","(30000005,86)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030087","86","4","","","(30000005,87)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030088","87","4","","","(30000005,88)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030089","88","4","","","(30000005,89)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030090","89","4","","","(30000005,90)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030091","90","4","","","(30000005,91)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030092","91","4","","","(30000005,92)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030093","92","4","","","(30000005,93)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030094","93","4","","","(30000005,94)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030095","94","4","","","(30000005,95)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030096","95","4","","","(30000005,96)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030097","96","4","","","(30000005,97)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030098","97","4","","","(30000005,98)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030099","98","4","","","(30000005,99)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030100","99","4","","","(30000005,100)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41030101","100","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040001","0","5","","","(30000005,1)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040002","1","5","","","(30000005,2)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040003","2","5","","","(30000005,3)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040004","3","5","","","(30000005,4)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040005","4","5","","","(30000005,5)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040006","5","5","","","(30000005,6)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040007","6","5","","","(30000005,7)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040008","7","5","","","(30000005,8)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040009","8","5","","","(30000005,9)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040010","9","5","","","(30000005,10)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040011","10","5","","","(30000005,11)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040012","11","5","","","(30000005,12)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040013","12","5","","","(30000005,13)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040014","13","5","","","(30000005,14)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040015","14","5","","","(30000005,15)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040016","15","5","","","(30000005,16)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040017","16","5","","","(30000005,17)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040018","17","5","","","(30000005,18)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040019","18","5","","","(30000005,19)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040020","19","5","","","(30000005,20)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040021","20","5","","","(30000005,21)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040022","21","5","","","(30000005,22)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040023","22","5","","","(30000005,23)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040024","23","5","","","(30000005,24)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040025","24","5","","","(30000005,25)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040026","25","5","","","(30000005,26)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040027","26","5","","","(30000005,27)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040028","27","5","","","(30000005,28)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040029","28","5","","","(30000005,29)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040030","29","5","","","(30000005,30)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040031","30","5","","","(30000005,31)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040032","31","5","","","(30000005,32)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040033","32","5","","","(30000005,33)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040034","33","5","","","(30000005,34)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040035","34","5","","","(30000005,35)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040036","35","5","","","(30000005,36)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040037","36","5","","","(30000005,37)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040038","37","5","","","(30000005,38)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040039","38","5","","","(30000005,39)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040040","39","5","","","(30000005,40)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040041","40","5","","","(30000005,41)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040042","41","5","","","(30000005,42)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040043","42","5","","","(30000005,43)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040044","43","5","","","(30000005,44)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040045","44","5","","","(30000005,45)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040046","45","5","","","(30000005,46)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040047","46","5","","","(30000005,47)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040048","47","5","","","(30000005,48)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040049","48","5","","","(30000005,49)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040050","49","5","","","(30000005,50)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040051","50","5","","","(30000005,51)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040052","51","5","","","(30000005,52)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040053","52","5","","","(30000005,53)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040054","53","5","","","(30000005,54)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040055","54","5","","","(30000005,55)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040056","55","5","","","(30000005,56)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040057","56","5","","","(30000005,57)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040058","57","5","","","(30000005,58)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040059","58","5","","","(30000005,59)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040060","59","5","","","(30000005,60)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040061","60","5","","","(30000005,61)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040062","61","5","","","(30000005,62)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040063","62","5","","","(30000005,63)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040064","63","5","","","(30000005,64)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040065","64","5","","","(30000005,65)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040066","65","5","","","(30000005,66)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040067","66","5","","","(30000005,67)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040068","67","5","","","(30000005,68)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040069","68","5","","","(30000005,69)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040070","69","5","","","(30000005,70)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040071","70","5","","","(30000005,71)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040072","71","5","","","(30000005,72)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040073","72","5","","","(30000005,73)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040074","73","5","","","(30000005,74)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040075","74","5","","","(30000005,75)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040076","75","5","","","(30000005,76)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040077","76","5","","","(30000005,77)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040078","77","5","","","(30000005,78)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040079","78","5","","","(30000005,79)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040080","79","5","","","(30000005,80)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040081","80","5","","","(30000005,81)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040082","81","5","","","(30000005,82)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040083","82","5","","","(30000005,83)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040084","83","5","","","(30000005,84)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040085","84","5","","","(30000005,85)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040086","85","5","","","(30000005,86)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
