"AttributeId","SpiritNum","AttArray","AddSpiritMatirialId","AddSpiritMatirialNum","AddSpiritMoney"
"46000124","0.3075","(4,8,46125,0,1,4,5,3459,0,1,4,6,4151,0,1,4,7,4613,0,1,4,9,923,0,1,4,10,923,0,1,4,25,0.123,0,1,4,26,0.123,0,1)","31000042","1","(2,100000)"
"46000125","0.31","(4,8,46500,0,1,4,5,3488,0,1,4,6,4185,0,1,4,7,4650,0,1,4,9,930,0,1,4,10,930,0,1,4,25,0.124,0,1,4,26,0.124,0,1)","31000042","1","(2,100000)"
"46000126","0.3125","(4,8,46875,0,1,4,5,3516,0,1,4,6,4219,0,1,4,7,4688,0,1,4,9,938,0,1,4,10,938,0,1,4,25,0.125,0,1,4,26,0.125,0,1)","31000042","1","(2,100000)"
"46000127","0.315","(4,8,47250,0,1,4,5,3544,0,1,4,6,4253,0,1,4,7,4725,0,1,4,9,945,0,1,4,10,945,0,1,4,25,0.126,0,1,4,26,0.126,0,1)","31000042","1","(2,100000)"
"46000128","0.3175","(4,8,47625,0,1,4,5,3572,0,1,4,6,4286,0,1,4,7,4763,0,1,4,9,953,0,1,4,10,953,0,1,4,25,0.127,0,1,4,26,0.127,0,1)","31000042","1","(2,100000)"
"46000129","0.32","(4,8,48000,0,1,4,5,3600,0,1,4,6,4320,0,1,4,7,4800,0,1,4,9,960,0,1,4,10,960,0,1,4,25,0.128,0,1,4,26,0.128,0,1)","31000042","1","(2,100000)"
"46000130","0.3225","(4,8,48375,0,1,4,5,3628,0,1,4,6,4354,0,1,4,7,4838,0,1,4,9,968,0,1,4,10,968,0,1,4,25,0.129,0,1,4,26,0.129,0,1)","31000042","1","(2,100000)"
"46000131","0.325","(4,8,48750,0,1,4,5,3656,0,1,4,6,4388,0,1,4,7,4875,0,1,4,9,975,0,1,4,10,975,0,1,4,25,0.13,0,1,4,26,0.13,0,1)","31000042","1","(2,100000)"
"46000132","0.3275","(4,8,49125,0,1,4,5,3684,0,1,4,6,4421,0,1,4,7,4913,0,1,4,9,983,0,1,4,10,983,0,1,4,25,0.131,0,1,4,26,0.131,0,1)","31000042","1","(2,100000)"
"46000133","0.33","(4,8,49500,0,1,4,5,3713,0,1,4,6,4455,0,1,4,7,4950,0,1,4,9,990,0,1,4,10,990,0,1,4,25,0.132,0,1,4,26,0.132,0,1)","31000042","1","(2,100000)"
"46000134","0.3325","(4,8,49875,0,1,4,5,3741,0,1,4,6,4489,0,1,4,7,4988,0,1,4,9,998,0,1,4,10,998,0,1,4,25,0.133,0,1,4,26,0.133,0,1)","31000042","1","(2,100000)"
"46000135","0.335","(4,8,50250,0,1,4,5,3769,0,1,4,6,4523,0,1,4,7,5025,0,1,4,9,1005,0,1,4,10,1005,0,1,4,25,0.134,0,1,4,26,0.134,0,1)","31000042","1","(2,100000)"
"46000136","0.3375","(4,8,50625,0,1,4,5,3797,0,1,4,6,4556,0,1,4,7,5063,0,1,4,9,1013,0,1,4,10,1013,0,1,4,25,0.135,0,1,4,26,0.135,0,1)","31000042","1","(2,100000)"
"46000137","0.34","(4,8,51000,0,1,4,5,3825,0,1,4,6,4590,0,1,4,7,5100,0,1,4,9,1020,0,1,4,10,1020,0,1,4,25,0.136,0,1,4,26,0.136,0,1)","31000042","1","(2,100000)"
"46000138","0.3425","(4,8,51375,0,1,4,5,3853,0,1,4,6,4624,0,1,4,7,5138,0,1,4,9,1028,0,1,4,10,1028,0,1,4,25,0.137,0,1,4,26,0.137,0,1)","31000042","1","(2,100000)"
"46000139","0.345","(4,8,51750,0,1,4,5,3881,0,1,4,6,4658,0,1,4,7,5175,0,1,4,9,1035,0,1,4,10,1035,0,1,4,25,0.138,0,1,4,26,0.138,0,1)","31000042","1","(2,100000)"
"46000140","0.3475","(4,8,52125,0,1,4,5,3909,0,1,4,6,4691,0,1,4,7,5213,0,1,4,9,1043,0,1,4,10,1043,0,1,4,25,0.139,0,1,4,26,0.139,0,1)","31000042","1","(2,100000)"
"46000141","0.35","(4,8,52500,0,1,4,5,3938,0,1,4,6,4725,0,1,4,7,5250,0,1,4,9,1050,0,1,4,10,1050,0,1,4,25,0.14,0,1,4,26,0.14,0,1)","31000042","1","(2,100000)"
"46000142","0.3525","(4,8,52875,0,1,4,5,3966,0,1,4,6,4759,0,1,4,7,5288,0,1,4,9,1058,0,1,4,10,1058,0,1,4,25,0.141,0,1,4,26,0.141,0,1)","31000042","1","(2,100000)"
"46000143","0.355","(4,8,53250,0,1,4,5,3994,0,1,4,6,4793,0,1,4,7,5325,0,1,4,9,1065,0,1,4,10,1065,0,1,4,25,0.142,0,1,4,26,0.142,0,1)","31000042","1","(2,100000)"
"46000144","0.3575","(4,8,53625,0,1,4,5,4022,0,1,4,6,4826,0,1,4,7,5363,0,1,4,9,1073,0,1,4,10,1073,0,1,4,25,0.143,0,1,4,26,0.143,0,1)","31000042","1","(2,100000)"
"46000145","0.36","(4,8,54000,0,1,4,5,4050,0,1,4,6,4860,0,1,4,7,5400,0,1,4,9,1080,0,1,4,10,1080,0,1,4,25,0.144,0,1,4,26,0.144,0,1)","31000042","1","(2,100000)"
"46000146","0.3625","(4,8,54375,0,1,4,5,4078,0,1,4,6,4894,0,1,4,7,5438,0,1,4,9,1088,0,1,4,10,1088,0,1,4,25,0.145,0,1,4,26,0.145,0,1)","31000042","1","(2,100000)"
"46000147","0.365","(4,8,54750,0,1,4,5,4106,0,1,4,6,4928,0,1,4,7,5475,0,1,4,9,1095,0,1,4,10,1095,0,1,4,25,0.146,0,1,4,26,0.146,0,1)","31000042","1","(2,100000)"
"46000148","0.3675","(4,8,55125,0,1,4,5,4134,0,1,4,6,4961,0,1,4,7,5513,0,1,4,9,1103,0,1,4,10,1103,0,1,4,25,0.147,0,1,4,26,0.147,0,1)","31000042","1","(2,100000)"
"46000149","0.37","(4,8,55500,0,1,4,5,4163,0,1,4,6,4995,0,1,4,7,5550,0,1,4,9,1110,0,1,4,10,1110,0,1,4,25,0.148,0,1,4,26,0.148,0,1)","31000042","1","(2,100000)"
"46000150","0.3725","(4,8,55875,0,1,4,5,4191,0,1,4,6,5029,0,1,4,7,5588,0,1,4,9,1118,0,1,4,10,1118,0,1,4,25,0.149,0,1,4,26,0.149,0,1)","31000042","1","(2,100000)"
"46000151","0.375","(4,8,56250,0,1,4,5,4219,0,1,4,6,5063,0,1,4,7,5625,0,1,4,9,1125,0,1,4,10,1125,0,1,4,25,0.15,0,1,4,26,0.15,0,1)","31000042","1","(2,100000)"
"46000152","0.3775","(4,8,56625,0,1,4,5,4247,0,1,4,6,5096,0,1,4,7,5663,0,1,4,9,1133,0,1,4,10,1133,0,1,4,25,0.151,0,1,4,26,0.151,0,1)","31000042","1","(2,100000)"
"46000153","0.38","(4,8,57000,0,1,4,5,4275,0,1,4,6,5130,0,1,4,7,5700,0,1,4,9,1140,0,1,4,10,1140,0,1,4,25,0.152,0,1,4,26,0.152,0,1)","31000042","1","(2,100000)"
"46000154","0.3825","(4,8,57375,0,1,4,5,4303,0,1,4,6,5164,0,1,4,7,5738,0,1,4,9,1148,0,1,4,10,1148,0,1,4,25,0.153,0,1,4,26,0.153,0,1)","31000042","1","(2,100000)"
"46000155","0.385","(4,8,57750,0,1,4,5,4331,0,1,4,6,5198,0,1,4,7,5775,0,1,4,9,1155,0,1,4,10,1155,0,1,4,25,0.154,0,1,4,26,0.154,0,1)","31000042","1","(2,100000)"
"46000156","0.3875","(4,8,58125,0,1,4,5,4359,0,1,4,6,5231,0,1,4,7,5813,0,1,4,9,1163,0,1,4,10,1163,0,1,4,25,0.155,0,1,4,26,0.155,0,1)","31000042","1","(2,100000)"
"46000157","0.39","(4,8,58500,0,1,4,5,4388,0,1,4,6,5265,0,1,4,7,5850,0,1,4,9,1170,0,1,4,10,1170,0,1,4,25,0.156,0,1,4,26,0.156,0,1)","31000042","1","(2,100000)"
"46000158","0.3925","(4,8,58875,0,1,4,5,4416,0,1,4,6,5299,0,1,4,7,5888,0,1,4,9,1178,0,1,4,10,1178,0,1,4,25,0.157,0,1,4,26,0.157,0,1)","31000042","1","(2,100000)"
"46000159","0.395","(4,8,59250,0,1,4,5,4444,0,1,4,6,5333,0,1,4,7,5925,0,1,4,9,1185,0,1,4,10,1185,0,1,4,25,0.158,0,1,4,26,0.158,0,1)","31000042","1","(2,100000)"
"46000160","0.3975","(4,8,59625,0,1,4,5,4472,0,1,4,6,5366,0,1,4,7,5963,0,1,4,9,1193,0,1,4,10,1193,0,1,4,25,0.159,0,1,4,26,0.159,0,1)","31000042","1","(2,100000)"
"46000161","0.4","(4,8,60000,0,1,4,5,4500,0,1,4,6,5400,0,1,4,7,6000,0,1,4,9,1200,0,1,4,10,1200,0,1,4,25,0.16,0,1,4,26,0.16,0,1)","31000042","1","(2,100000)"
"46000162","0.4025","(4,8,60375,0,1,4,5,4528,0,1,4,6,5434,0,1,4,7,6038,0,1,4,9,1208,0,1,4,10,1208,0,1,4,25,0.161,0,1,4,26,0.161,0,1)","31000042","1","(2,100000)"
"46000163","0.405","(4,8,60750,0,1,4,5,4556,0,1,4,6,5468,0,1,4,7,6075,0,1,4,9,1215,0,1,4,10,1215,0,1,4,25,0.162,0,1,4,26,0.162,0,1)","31000042","1","(2,100000)"
"46000164","0.4075","(4,8,61125,0,1,4,5,4584,0,1,4,6,5501,0,1,4,7,6113,0,1,4,9,1223,0,1,4,10,1223,0,1,4,25,0.163,0,1,4,26,0.163,0,1)","31000042","1","(2,100000)"
"46000165","0.41","(4,8,61500,0,1,4,5,4613,0,1,4,6,5535,0,1,4,7,6150,0,1,4,9,1230,0,1,4,10,1230,0,1,4,25,0.164,0,1,4,26,0.164,0,1)","31000042","1","(2,100000)"
"46000166","0.4125","(4,8,61875,0,1,4,5,4641,0,1,4,6,5569,0,1,4,7,6188,0,1,4,9,1238,0,1,4,10,1238,0,1,4,25,0.165,0,1,4,26,0.165,0,1)","31000042","1","(2,100000)"
"46000167","0.415","(4,8,62250,0,1,4,5,4669,0,1,4,6,5603,0,1,4,7,6225,0,1,4,9,1245,0,1,4,10,1245,0,1,4,25,0.166,0,1,4,26,0.166,0,1)","31000042","1","(2,100000)"
"46000168","0.4175","(4,8,62625,0,1,4,5,4697,0,1,4,6,5636,0,1,4,7,6263,0,1,4,9,1253,0,1,4,10,1253,0,1,4,25,0.167,0,1,4,26,0.167,0,1)","31000042","1","(2,100000)"
"46000169","0.42","(4,8,63000,0,1,4,5,4725,0,1,4,6,5670,0,1,4,7,6300,0,1,4,9,1260,0,1,4,10,1260,0,1,4,25,0.168,0,1,4,26,0.168,0,1)","31000042","1","(2,100000)"
"46000170","0.4225","(4,8,63375,0,1,4,5,4753,0,1,4,6,5704,0,1,4,7,6338,0,1,4,9,1268,0,1,4,10,1268,0,1,4,25,0.169,0,1,4,26,0.169,0,1)","31000042","1","(2,100000)"
"46000171","0.425","(4,8,63750,0,1,4,5,4781,0,1,4,6,5738,0,1,4,7,6375,0,1,4,9,1275,0,1,4,10,1275,0,1,4,25,0.17,0,1,4,26,0.17,0,1)","31000042","1","(2,100000)"
"46000172","0.4275","(4,8,64125,0,1,4,5,4809,0,1,4,6,5771,0,1,4,7,6413,0,1,4,9,1283,0,1,4,10,1283,0,1,4,25,0.171,0,1,4,26,0.171,0,1)","31000042","1","(2,100000)"
"46000173","0.43","(4,8,64500,0,1,4,5,4838,0,1,4,6,5805,0,1,4,7,6450,0,1,4,9,1290,0,1,4,10,1290,0,1,4,25,0.172,0,1,4,26,0.172,0,1)","31000042","1","(2,100000)"
"46000174","0.4325","(4,8,64875,0,1,4,5,4866,0,1,4,6,5839,0,1,4,7,6488,0,1,4,9,1298,0,1,4,10,1298,0,1,4,25,0.173,0,1,4,26,0.173,0,1)","31000042","1","(2,100000)"
"46000175","0.435","(4,8,65250,0,1,4,5,4894,0,1,4,6,5873,0,1,4,7,6525,0,1,4,9,1305,0,1,4,10,1305,0,1,4,25,0.174,0,1,4,26,0.174,0,1)","31000042","1","(2,100000)"
"46000176","0.4375","(4,8,65625,0,1,4,5,4922,0,1,4,6,5906,0,1,4,7,6563,0,1,4,9,1313,0,1,4,10,1313,0,1,4,25,0.175,0,1,4,26,0.175,0,1)","31000042","1","(2,100000)"
"46000177","0.44","(4,8,66000,0,1,4,5,4950,0,1,4,6,5940,0,1,4,7,6600,0,1,4,9,1320,0,1,4,10,1320,0,1,4,25,0.176,0,1,4,26,0.176,0,1)","31000042","1","(2,100000)"
"46000178","0.4425","(4,8,66375,0,1,4,5,4978,0,1,4,6,5974,0,1,4,7,6638,0,1,4,9,1328,0,1,4,10,1328,0,1,4,25,0.177,0,1,4,26,0.177,0,1)","31000042","1","(2,100000)"
"46000179","0.445","(4,8,66750,0,1,4,5,5006,0,1,4,6,6008,0,1,4,7,6675,0,1,4,9,1335,0,1,4,10,1335,0,1,4,25,0.178,0,1,4,26,0.178,0,1)","31000042","1","(2,100000)"
"46000180","0.4475","(4,8,67125,0,1,4,5,5034,0,1,4,6,6041,0,1,4,7,6713,0,1,4,9,1343,0,1,4,10,1343,0,1,4,25,0.179,0,1,4,26,0.179,0,1)","31000042","1","(2,100000)"
"46000181","0.45","(4,8,67500,0,1,4,5,5063,0,1,4,6,6075,0,1,4,7,6750,0,1,4,9,1350,0,1,4,10,1350,0,1,4,25,0.18,0,1,4,26,0.18,0,1)","31000042","1","(2,100000)"
"46000182","0.4525","(4,8,67875,0,1,4,5,5091,0,1,4,6,6109,0,1,4,7,6788,0,1,4,9,1358,0,1,4,10,1358,0,1,4,25,0.181,0,1,4,26,0.181,0,1)","31000042","1","(2,100000)"
"46000183","0.455","(4,8,68250,0,1,4,5,5119,0,1,4,6,6143,0,1,4,7,6825,0,1,4,9,1365,0,1,4,10,1365,0,1,4,25,0.182,0,1,4,26,0.182,0,1)","31000042","1","(2,100000)"
"46000184","0.4575","(4,8,68625,0,1,4,5,5147,0,1,4,6,6176,0,1,4,7,6863,0,1,4,9,1373,0,1,4,10,1373,0,1,4,25,0.183,0,1,4,26,0.183,0,1)","31000042","1","(2,100000)"
"46000185","0.46","(4,8,69000,0,1,4,5,5175,0,1,4,6,6210,0,1,4,7,6900,0,1,4,9,1380,0,1,4,10,1380,0,1,4,25,0.184,0,1,4,26,0.184,0,1)","31000042","1","(2,100000)"
"46000186","0.4625","(4,8,69375,0,1,4,5,5203,0,1,4,6,6244,0,1,4,7,6938,0,1,4,9,1388,0,1,4,10,1388,0,1,4,25,0.185,0,1,4,26,0.185,0,1)","31000042","1","(2,100000)"
"46000187","0.465","(4,8,69750,0,1,4,5,5231,0,1,4,6,6278,0,1,4,7,6975,0,1,4,9,1395,0,1,4,10,1395,0,1,4,25,0.186,0,1,4,26,0.186,0,1)","31000042","1","(2,100000)"
"46000188","0.4675","(4,8,70125,0,1,4,5,5259,0,1,4,6,6311,0,1,4,7,7013,0,1,4,9,1403,0,1,4,10,1403,0,1,4,25,0.187,0,1,4,26,0.187,0,1)","31000042","1","(2,100000)"
"46000189","0.47","(4,8,70500,0,1,4,5,5288,0,1,4,6,6345,0,1,4,7,7050,0,1,4,9,1410,0,1,4,10,1410,0,1,4,25,0.188,0,1,4,26,0.188,0,1)","31000042","1","(2,100000)"
"46000190","0.4725","(4,8,70875,0,1,4,5,5316,0,1,4,6,6379,0,1,4,7,7088,0,1,4,9,1418,0,1,4,10,1418,0,1,4,25,0.189,0,1,4,26,0.189,0,1)","31000042","1","(2,100000)"
"46000191","0.475","(4,8,71250,0,1,4,5,5344,0,1,4,6,6413,0,1,4,7,7125,0,1,4,9,1425,0,1,4,10,1425,0,1,4,25,0.19,0,1,4,26,0.19,0,1)","31000042","1","(2,100000)"
"46000192","0.4775","(4,8,71625,0,1,4,5,5372,0,1,4,6,6446,0,1,4,7,7163,0,1,4,9,1433,0,1,4,10,1433,0,1,4,25,0.191,0,1,4,26,0.191,0,1)","31000042","1","(2,100000)"
"46000193","0.48","(4,8,72000,0,1,4,5,5400,0,1,4,6,6480,0,1,4,7,7200,0,1,4,9,1440,0,1,4,10,1440,0,1,4,25,0.192,0,1,4,26,0.192,0,1)","31000042","1","(2,100000)"
"46000194","0.4825","(4,8,72375,0,1,4,5,5428,0,1,4,6,6514,0,1,4,7,7238,0,1,4,9,1448,0,1,4,10,1448,0,1,4,25,0.193,0,1,4,26,0.193,0,1)","31000042","1","(2,100000)"
"46000195","0.485","(4,8,72750,0,1,4,5,5456,0,1,4,6,6548,0,1,4,7,7275,0,1,4,9,1455,0,1,4,10,1455,0,1,4,25,0.194,0,1,4,26,0.194,0,1)","31000042","1","(2,100000)"
"46000196","0.4875","(4,8,73125,0,1,4,5,5484,0,1,4,6,6581,0,1,4,7,7313,0,1,4,9,1463,0,1,4,10,1463,0,1,4,25,0.195,0,1,4,26,0.195,0,1)","31000042","1","(2,100000)"
"46000197","0.49","(4,8,73500,0,1,4,5,5513,0,1,4,6,6615,0,1,4,7,7350,0,1,4,9,1470,0,1,4,10,1470,0,1,4,25,0.196,0,1,4,26,0.196,0,1)","31000042","1","(2,100000)"
"46000198","0.4925","(4,8,73875,0,1,4,5,5541,0,1,4,6,6649,0,1,4,7,7388,0,1,4,9,1478,0,1,4,10,1478,0,1,4,25,0.197,0,1,4,26,0.197,0,1)","31000042","1","(2,100000)"
"46000199","0.495","(4,8,74250,0,1,4,5,5569,0,1,4,6,6683,0,1,4,7,7425,0,1,4,9,1485,0,1,4,10,1485,0,1,4,25,0.198,0,1,4,26,0.198,0,1)","31000042","1","(2,100000)"
"46000200","0.4975","(4,8,74625,0,1,4,5,5597,0,1,4,6,6716,0,1,4,7,7463,0,1,4,9,1493,0,1,4,10,1493,0,1,4,25,0.199,0,1,4,26,0.199,0,1)","31000042","1","(2,100000)"
"46000201","0.5","(4,8,75000,0,1,4,5,5625,0,1,4,6,6750,0,1,4,7,7500,0,1,4,9,1500,0,1,4,10,1500,0,1,4,25,0.2,0,1,4,26,0.2,0,1)","31000042","1","(2,100000)"
"46000202","0.5025","(4,8,75375,0,1,4,5,5653,0,1,4,6,6784,0,1,4,7,7538,0,1,4,9,1508,0,1,4,10,1508,0,1,4,25,0.201,0,1,4,26,0.201,0,1)","31000042","1","(2,100000)"
"46000203","0.505","(4,8,75750,0,1,4,5,5681,0,1,4,6,6818,0,1,4,7,7575,0,1,4,9,1515,0,1,4,10,1515,0,1,4,25,0.202,0,1,4,26,0.202,0,1)","31000042","1","(2,100000)"
"46000204","0.5075","(4,8,76125,0,1,4,5,5709,0,1,4,6,6851,0,1,4,7,7613,0,1,4,9,1523,0,1,4,10,1523,0,1,4,25,0.203,0,1,4,26,0.203,0,1)","31000042","1","(2,100000)"
"46000205","0.51","(4,8,76500,0,1,4,5,5738,0,1,4,6,6885,0,1,4,7,7650,0,1,4,9,1530,0,1,4,10,1530,0,1,4,25,0.204,0,1,4,26,0.204,0,1)","31000042","1","(2,100000)"
"46000206","0.5125","(4,8,76875,0,1,4,5,5766,0,1,4,6,6919,0,1,4,7,7688,0,1,4,9,1538,0,1,4,10,1538,0,1,4,25,0.205,0,1,4,26,0.205,0,1)","31000042","1","(2,100000)"
"46000207","0.515","(4,8,77250,0,1,4,5,5794,0,1,4,6,6953,0,1,4,7,7725,0,1,4,9,1545,0,1,4,10,1545,0,1,4,25,0.206,0,1,4,26,0.206,0,1)","31000042","1","(2,100000)"
"46000208","0.5175","(4,8,77625,0,1,4,5,5822,0,1,4,6,6986,0,1,4,7,7763,0,1,4,9,1553,0,1,4,10,1553,0,1,4,25,0.207,0,1,4,26,0.207,0,1)","31000042","1","(2,100000)"
"46000209","0.52","(4,8,78000,0,1,4,5,5850,0,1,4,6,7020,0,1,4,7,7800,0,1,4,9,1560,0,1,4,10,1560,0,1,4,25,0.208,0,1,4,26,0.208,0,1)","31000042","1","(2,100000)"
"46000210","0.5225","(4,8,78375,0,1,4,5,5878,0,1,4,6,7054,0,1,4,7,7838,0,1,4,9,1568,0,1,4,10,1568,0,1,4,25,0.209,0,1,4,26,0.209,0,1)","31000042","1","(2,100000)"
"46000211","0.525","(4,8,78750,0,1,4,5,5906,0,1,4,6,7088,0,1,4,7,7875,0,1,4,9,1575,0,1,4,10,1575,0,1,4,25,0.21,0,1,4,26,0.21,0,1)","31000042","1","(2,100000)"
"46000212","0.5275","(4,8,79125,0,1,4,5,5934,0,1,4,6,7121,0,1,4,7,7913,0,1,4,9,1583,0,1,4,10,1583,0,1,4,25,0.211,0,1,4,26,0.211,0,1)","31000042","1","(2,100000)"
"46000213","0.53","(4,8,79500,0,1,4,5,5963,0,1,4,6,7155,0,1,4,7,7950,0,1,4,9,1590,0,1,4,10,1590,0,1,4,25,0.212,0,1,4,26,0.212,0,1)","31000042","1","(2,100000)"
"46000214","0.5325","(4,8,79875,0,1,4,5,5991,0,1,4,6,7189,0,1,4,7,7988,0,1,4,9,1598,0,1,4,10,1598,0,1,4,25,0.213,0,1,4,26,0.213,0,1)","31000042","1","(2,100000)"
"46000215","0.535","(4,8,80250,0,1,4,5,6019,0,1,4,6,7223,0,1,4,7,8025,0,1,4,9,1605,0,1,4,10,1605,0,1,4,25,0.214,0,1,4,26,0.214,0,1)","31000042","1","(2,100000)"
"46000216","0.5375","(4,8,80625,0,1,4,5,6047,0,1,4,6,7256,0,1,4,7,8063,0,1,4,9,1613,0,1,4,10,1613,0,1,4,25,0.215,0,1,4,26,0.215,0,1)","31000042","1","(2,100000)"
"46000217","0.54","(4,8,81000,0,1,4,5,6075,0,1,4,6,7290,0,1,4,7,8100,0,1,4,9,1620,0,1,4,10,1620,0,1,4,25,0.216,0,1,4,26,0.216,0,1)","31000042","1","(2,100000)"
"46000218","0.5425","(4,8,81375,0,1,4,5,6103,0,1,4,6,7324,0,1,4,7,8138,0,1,4,9,1628,0,1,4,10,1628,0,1,4,25,0.217,0,1,4,26,0.217,0,1)","31000042","1","(2,100000)"
"46000219","0.545","(4,8,81750,0,1,4,5,6131,0,1,4,6,7358,0,1,4,7,8175,0,1,4,9,1635,0,1,4,10,1635,0,1,4,25,0.218,0,1,4,26,0.218,0,1)","31000042","1","(2,100000)"
"46000220","0.5475","(4,8,82125,0,1,4,5,6159,0,1,4,6,7391,0,1,4,7,8213,0,1,4,9,1643,0,1,4,10,1643,0,1,4,25,0.219,0,1,4,26,0.219,0,1)","31000042","1","(2,100000)"
"46000221","0.55","(4,8,82500,0,1,4,5,6188,0,1,4,6,7425,0,1,4,7,8250,0,1,4,9,1650,0,1,4,10,1650,0,1,4,25,0.22,0,1,4,26,0.22,0,1)","31000042","1","(2,100000)"
"46000222","0.5525","(4,8,82875,0,1,4,5,6216,0,1,4,6,7459,0,1,4,7,8288,0,1,4,9,1658,0,1,4,10,1658,0,1,4,25,0.221,0,1,4,26,0.221,0,1)","31000042","1","(2,100000)"
"46000223","0.555","(4,8,83250,0,1,4,5,6244,0,1,4,6,7493,0,1,4,7,8325,0,1,4,9,1665,0,1,4,10,1665,0,1,4,25,0.222,0,1,4,26,0.222,0,1)","31000042","1","(2,100000)"
"46000224","0.5575","(4,8,83625,0,1,4,5,6272,0,1,4,6,7526,0,1,4,7,8363,0,1,4,9,1673,0,1,4,10,1673,0,1,4,25,0.223,0,1,4,26,0.223,0,1)","31000042","1","(2,100000)"
"46000225","0.56","(4,8,84000,0,1,4,5,6300,0,1,4,6,7560,0,1,4,7,8400,0,1,4,9,1680,0,1,4,10,1680,0,1,4,25,0.224,0,1,4,26,0.224,0,1)","31000042","1","(2,100000)"
"46000226","0.5625","(4,8,84375,0,1,4,5,6328,0,1,4,6,7594,0,1,4,7,8438,0,1,4,9,1688,0,1,4,10,1688,0,1,4,25,0.225,0,1,4,26,0.225,0,1)","31000042","1","(2,100000)"
"46000227","0.565","(4,8,84750,0,1,4,5,6356,0,1,4,6,7628,0,1,4,7,8475,0,1,4,9,1695,0,1,4,10,1695,0,1,4,25,0.226,0,1,4,26,0.226,0,1)","31000042","1","(2,100000)"
"46000228","0.5675","(4,8,85125,0,1,4,5,6384,0,1,4,6,7661,0,1,4,7,8513,0,1,4,9,1703,0,1,4,10,1703,0,1,4,25,0.227,0,1,4,26,0.227,0,1)","31000042","1","(2,100000)"
"46000229","0.57","(4,8,85500,0,1,4,5,6413,0,1,4,6,7695,0,1,4,7,8550,0,1,4,9,1710,0,1,4,10,1710,0,1,4,25,0.228,0,1,4,26,0.228,0,1)","31000042","1","(2,100000)"
"46000230","0.5725","(4,8,85875,0,1,4,5,6441,0,1,4,6,7729,0,1,4,7,8588,0,1,4,9,1718,0,1,4,10,1718,0,1,4,25,0.229,0,1,4,26,0.229,0,1)","31000042","1","(2,100000)"
"46000231","0.575","(4,8,86250,0,1,4,5,6469,0,1,4,6,7763,0,1,4,7,8625,0,1,4,9,1725,0,1,4,10,1725,0,1,4,25,0.23,0,1,4,26,0.23,0,1)","31000042","1","(2,100000)"
"46000232","0.5775","(4,8,86625,0,1,4,5,6497,0,1,4,6,7796,0,1,4,7,8663,0,1,4,9,1733,0,1,4,10,1733,0,1,4,25,0.231,0,1,4,26,0.231,0,1)","31000042","1","(2,100000)"
"46000233","0.58","(4,8,87000,0,1,4,5,6525,0,1,4,6,7830,0,1,4,7,8700,0,1,4,9,1740,0,1,4,10,1740,0,1,4,25,0.232,0,1,4,26,0.232,0,1)","31000042","1","(2,100000)"
"46000234","0.5825","(4,8,87375,0,1,4,5,6553,0,1,4,6,7864,0,1,4,7,8738,0,1,4,9,1748,0,1,4,10,1748,0,1,4,25,0.233,0,1,4,26,0.233,0,1)","31000042","1","(2,100000)"
"46000235","0.585","(4,8,87750,0,1,4,5,6581,0,1,4,6,7898,0,1,4,7,8775,0,1,4,9,1755,0,1,4,10,1755,0,1,4,25,0.234,0,1,4,26,0.234,0,1)","31000042","1","(2,100000)"
"46000236","0.5875","(4,8,88125,0,1,4,5,6609,0,1,4,6,7931,0,1,4,7,8813,0,1,4,9,1763,0,1,4,10,1763,0,1,4,25,0.235,0,1,4,26,0.235,0,1)","31000042","1","(2,100000)"
"46000237","0.59","(4,8,88500,0,1,4,5,6638,0,1,4,6,7965,0,1,4,7,8850,0,1,4,9,1770,0,1,4,10,1770,0,1,4,25,0.236,0,1,4,26,0.236,0,1)","31000042","1","(2,100000)"
"46000238","0.5925","(4,8,88875,0,1,4,5,6666,0,1,4,6,7999,0,1,4,7,8888,0,1,4,9,1778,0,1,4,10,1778,0,1,4,25,0.237,0,1,4,26,0.237,0,1)","31000042","1","(2,100000)"
"46000239","0.595","(4,8,89250,0,1,4,5,6694,0,1,4,6,8033,0,1,4,7,8925,0,1,4,9,1785,0,1,4,10,1785,0,1,4,25,0.238,0,1,4,26,0.238,0,1)","31000042","1","(2,100000)"
"46000240","0.5975","(4,8,89625,0,1,4,5,6722,0,1,4,6,8066,0,1,4,7,8963,0,1,4,9,1793,0,1,4,10,1793,0,1,4,25,0.239,0,1,4,26,0.239,0,1)","31000042","1","(2,100000)"
"46000241","0.6","(4,8,90000,0,1,4,5,6750,0,1,4,6,8100,0,1,4,7,9000,0,1,4,9,1800,0,1,4,10,1800,0,1,4,25,0.24,0,1,4,26,0.24,0,1)","31000042","1","(2,100000)"
"46000242","0.6025","(4,8,90375,0,1,4,5,6778,0,1,4,6,8134,0,1,4,7,9038,0,1,4,9,1808,0,1,4,10,1808,0,1,4,25,0.241,0,1,4,26,0.241,0,1)","31000042","1","(2,100000)"
"46000243","0.605","(4,8,90750,0,1,4,5,6806,0,1,4,6,8168,0,1,4,7,9075,0,1,4,9,1815,0,1,4,10,1815,0,1,4,25,0.242,0,1,4,26,0.242,0,1)","31000042","1","(2,100000)"
