"AttributeId","IconInfo","HurtSoundType","HurtSound","FlyEffNomal","FlyEffIce","FlyEffFire","FlyEffLight","FlyEffDark","HurtEff","NoOpenStrId","SpellSections","CastSections","ChannelSections","AttackSections","HurtSections","MotionBlendSpaceId","OtherSpellSections","OtherCastSections","OtherChannelSections","OtherAttackSections","OtherHurtSections","SkillName","SkillTemplate","SkillDiscribe","SkillSmallDiscribe","SkillUnlockDescribe","SkillRecommendDescribe","SkillUnlockConditionDescribe","LightStrength","LightR","LightG","LightB","LightA","ExploreAtCapsule","SkillVedio","CacheNpcId","SkillVedioLen"
"14029003","(91210085)","1","91923008","(91112010)","(91112010)","(91112010)","(91112010)","","","","","","Channel3","","Hurt1","","","","","","","90030104","90030603","90032061","90070073","90038009","90039001","90038067","100","0.1","1","10","1","0","","",""
"14029004","(91210085)","1","91923008","(91112010)","(91112010)","(91112010)","(91112010)","","","","","","Channel3","","Hurt1","","","","","","","90030104","90030603","90032061","90070073","90038009","90039001","90038067","100","0.1","1","10","1","0","","",""
"14029005","(91210085)","1","91923008","(91112010)","(91112010)","(91112010)","(91112010)","","","","","","Channel3","","Hurt1","","","","","","","90030104","90030603","90032061","90070073","90038009","90039001","90038067","100","0.1","1","10","1","0","","",""
"14029011","(91210249)","2","91923007","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030107","90030610","90032121","90070092","90038007","90039000","90038055","100","10","1","0.1","1","0","","",""
"14029012","(91210249)","2","91923007","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030107","90030610","90032122","90070092","90038007","90039000","90038055","100","10","1","0.1","1","0","","",""
"14029013","(91210249)","2","91923007","","","","","","","","","","Channel5","","Hurt1","","","","","","","90030107","90030610","90032123","90070092","90038007","90039000","90038055","100","10","1","0.1","1","0","","",""
"14029014","(91210249)","2","91923007","","","","","","","","","","Channel7","","Hurt1","","","","","","","90030107","90030610","90032124","90070092","90038007","90039000","90038055","100","10","1","0.1","1","0","","",""
"14029015","(91210249)","2","91923007","","","","","","","","","","Channel7","","Hurt1","","","","","","","90030107","90030610","90032125","90070093","90038007","90039000","90038055","100","10","1","0.1","1","0","","",""
"14029016","(91210249)","2","91923007","","","","","","","","","","Channel7","","Hurt1","","","","","","","90030107","90030610","90032126","90070093","90038007","90039000","90038055","100","10","1","0.1","1","0","","",""
"14029017","(91210249)","2","91923007","","","","","","","","","","Channel7","","Hurt1","","","","","","","90030107","90030610","90032127","90070093","90038007","90039000","90038055","100","10","1","0.1","1","0","","",""
"14029021","(91210249)","2","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030107","90030610","90032121","90070092","","90039000","90038055","100","10","1","0.1","1","0","91950314","76980047","6"
"14029022","(91210249)","2","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030107","90030610","90032122","90070092","","90039000","90038055","100","10","1","0.1","1","0","","76980051",""
"14029023","(91210249)","2","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030107","90030610","90032123","90070092","","90039000","90038055","100","10","1","0.1","1","0","","76980053",""
"14029024","(91210249)","2","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030107","90030610","90032124","90070092","","90039000","90038055","100","10","1","0.1","1","0","","76980055",""
"14029025","(91210249)","2","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030107","90030610","90032125","90070093","","90039000","90038055","100","10","1","0.1","1","0","","76980057",""
"14029026","(91210249)","2","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030107","90030610","90032126","90070093","","90039000","90038055","100","10","1","0.1","1","0","","76980059",""
"14029027","(91210249)","2","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030107","90030610","90032127","90070093","","90039000","90038055","100","10","1","0.1","1","0","","76980061",""
"14029031","(91210245)","2","91923000","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030106","90030608","90032101","90070093","","90039000","90038055","100","10","1","0.1","1","0","91950312","76980049","7"
"14029032","(91210245)","2","91923000","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030106","90030608","90032101","90070093","","90039000","90038055","100","10","1","0.1","1","0","","76980063",""
"14029033","(91210245)","2","91923000","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030106","90030608","90032101","90070093","","90039000","90038055","100","10","1","0.1","1","0","","76980064",""
"14029041","(91210245)","2","91923007","(91120005)","(91120005)","(91120005)","(91120005)","(91120005)","","","","","","Attack1","Hurt1","","","","","","","90030106","90030608","90032101","90070093","90038007","90039000","90038055","100","10","1","0.1","1","0","","",""
"14029042","(91210245)","2","91923007","(91120005)","(91120005)","(91120005)","(91120005)","(91120005)","","","","","","Attack1","Hurt1","","","","","","","90030106","90030608","90032101","90070093","90038007","90039000","90038055","100","10","1","0.1","1","0","","",""
"14029043","(91210245)","2","91923007","(91120005)","(91120005)","(91120005)","(91120005)","(91120005)","","","","","","Attack1","Hurt1","","","","","","","90030106","90030608","90032101","90070093","90038007","90039000","90038055","100","10","1","0.1","1","0","","",""
"14029051","(91210241)","2","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030105","90030609","90032081","90070063","90038007","90039000","90038055","100","10","1","0.1","1","0","91950313","","3"
"14029052","(91210241)","2","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030105","90030609","90032081","90070094","90038007","90039000","90038055","100","10","1","0.1","1","0","","",""
"14029053","(91210241)","2","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030105","90030609","90032081","90070094","90038007","90039000","90038055","100","10","1","0.1","1","0","","",""
"14029054","(91210241)","2","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030105","90030609","90032081","90070094","90038007","90039000","90038055","100","10","1","0.1","1","0","","",""
"14029061","(91210261)","1","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030110","90030607","90032181","90070095","90038007","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029062","(91210261)","1","91923007","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030110","90030607","90032181","90070095","90038007","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029063","(91210261)","1","91923007","","","","","","","","","","Channel6","","Hurt1","","","","","","","90030110","90030607","90032181","90070095","90038007","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029064","(91210261)","1","91923007","","","","","","","","","","Channel8","","Hurt1","","","","","","","90030110","90030607","90032181","90070095","90038007","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029065","(91210261)","1","91923007","","","","","","","","","","Channel8","","Hurt1","","","","","","","90030110","90030607","90032181","90070096","90038007","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029066","(91210261)","1","91923007","","","","","","","","","","Channel8","","Hurt1","","","","","","","90030110","90030607","90032181","90070096","90038007","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029067","(91210261)","1","91923007","","","","","","","","","","Channel8","","Hurt1","","","","","","","90030110","90030607","90032181","90070096","90038007","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029068","(91210261)","1","91923007","","","","","","","","","","Channel8","","Hurt1","","","","","","","90030110","90030607","90032181","90070097","90038007","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029069","(91210261)","1","91923007","","","","","","","","","","Channel8","","Hurt1","","","","","","","90030110","90030607","90032181","90070097","90038007","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029070","(91210261)","1","91923007","","","","","","","","","","Channel8","","Hurt1","","","","","","","90030110","90030607","90032181","90070097","90038007","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029071","(91210261)","1","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030110","90030607","90032181","90070095","","90039000","90038054","100","0.1","1","10","1","0","91950311","76980048","4"
"14029072","(91210261)","1","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030110","90030607","90032181","90070095","","90039000","90038054","100","0.1","1","10","1","0","","76980052",""
"14029073","(91210261)","1","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030110","90030607","90032181","90070095","","90039000","90038054","100","0.1","1","10","1","0","","76980054",""
"14029074","(91210261)","1","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030110","90030607","90032181","90070095","","90039000","90038054","100","0.1","1","10","1","0","","76980056",""
"14029075","(91210261)","1","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030110","90030607","90032181","90070096","","90039000","90038054","100","0.1","1","10","1","0","","76980058",""
"14029076","(91210261)","1","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030110","90030607","90032181","90070096","","90039000","90038054","100","0.1","1","10","1","0","","76980060",""
"14029077","(91210261)","1","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030110","90030607","90032181","90070096","","90039000","90038054","100","0.1","1","10","1","0","","76980062",""
"14029078","(91210261)","1","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030110","90030607","90032181","90070097","","90039000","90038054","100","0.1","1","10","1","0","","76980065",""
"14029079","(91210261)","1","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030110","90030607","90032181","90070097","","90039000","90038054","100","0.1","1","10","1","0","","76980066",""
"14029080","(91210261)","1","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030110","90030607","90032181","90070097","","90039000","90038054","100","0.1","1","10","1","0","","76980067",""
"14029081","(91210253)","1","","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030108","90030606","90032141","90070098","","90039000","90038054","100","0.1","1","10","1","0","91950310","","4"
"14029082","(91210253)","1","","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030108","90030606","90032141","90070099","","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029091","(91210253)","1","","","","","","","","","","","","","Hurt1","","","","","","","90030108","90030606","90032141","90070100","","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029101","(91210257)","1","91923006","(91112013)","(91112013)","(91112013)","(91112013)","(91112013)","","","","","Channel1","","Hurt1","","","","","","","90030109","90030605","90032161","90070095","90038006","90039000","90038056","100","0.1","1","10","1","0","91950309","","5"
"14029102","(91210257)","1","91923006","(91112013)","(91112013)","(91112013)","(91112013)","(91112013)","","","","","Channel1","","Hurt1","","","","","","","90030109","90030605","90032162","90070095","90038006","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029103","(91210257)","1","91923006","(91112013)","(91112013)","(91112013)","(91112013)","(91112013)","","","","","Channel1","","Hurt1","","","","","","","90030109","90030605","90032163","90070095","90038006","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029104","(91210257)","1","91923006","(91112013)","(91112013)","(91112013)","(91112013)","(91112013)","","","","","Channel1","","Hurt1","","","","","","","90030109","90030605","90032164","90070095","90038006","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029105","(91210257)","1","91923006","(91112013)","(91112013)","(91112013)","(91112013)","(91112013)","","","","","Channel1","","Hurt1","","","","","","","90030109","90030605","90032165","90070062","90038006","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029106","(91210257)","1","91923006","(91112013)","(91112013)","(91112013)","(91112013)","(91112013)","","","","","Channel1","","Hurt1","","","","","","","90030109","90030605","90032166","90070062","90038006","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029107","(91210257)","1","91923006","(91112013)","(91112013)","(91112013)","(91112013)","(91112013)","","","","","Channel1","","Hurt1","","","","","","","90030109","90030605","90032167","90070062","90038006","90039000","90038054","100","0.1","1","10","1","0","","",""
"14029111","(91210265)","3","","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030112","90030611","90032190","90070101","","90039000","90038056","100","5","2","0.5","1","0","91950303","","2"
"14029112","(91210265)","3","","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030112","90030611","90032190","90070101","","90039000","90038056","100","5","2","0.5","1","0","","",""
"14029113","(91210265)","3","","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030112","90030611","90032190","90070101","","90039000","90038056","100","5","2","0.5","1","0","","",""
"14029114","(91210265)","3","","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030112","90030611","90032190","90070101","","90039000","90038056","100","5","2","0.5","1","0","","",""
"14029115","(91210265)","3","","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030112","90030611","90032190","90070101","","90039000","90038056","100","5","2","0.5","1","0","","",""
"14029121","(91210269)","3","","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030113","90030612","90032191","90070063","","90039000","90038056","100","5","2","0.5","1","0","91950304","","2"
"14029131","(91210273)","3","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030114","90030613","90032192","90070102","","90039000","90038057","100","5","2","0.5","1","0","91950305","","6"
"14029132","(91210273)","3","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030114","90030613","90032192","90070102","","90039000","90038057","100","5","2","0.5","1","0","","",""
"14029133","(91210273)","3","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030114","90030613","90032192","90070102","","90039000","90038057","100","5","2","0.5","1","0","","",""
"14029134","(91210273)","3","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030114","90030613","90032192","90070102","","90039000","90038057","100","5","2","0.5","1","0","","",""
"14029135","(91210273)","3","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030114","90030613","90032192","90070103","","90039000","90038057","100","5","2","0.5","1","0","","",""
"14029141","(91210277)","4","","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030115","90030614","90032193","90070063","","90039000","90038057","100","10","1","1","1","0","91950306","","2"
"14029142","(91210277)","4","","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030115","90030614","90032193","90070063","","90039000","90038057","100","10","1","1","1","0","","",""
"14029143","(91210277)","4","","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030115","90030614","90032193","90070063","","90039000","90038057","100","10","1","1","1","0","","",""
"14029144","(91210277)","4","","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030115","90030614","90032193","90070063","","90039000","90038057","100","10","1","1","1","0","","",""
"14029145","(91210277)","4","","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030115","90030614","90032193","90070063","","90039000","90038057","100","10","1","1","1","0","","",""
"14029151","(91210281)","4","","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030116","90030615","90032194","90070063","","90039000","90038057","100","10","1","1","1","0","91950307","","2"
"14029161","(91210285)","4","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030117","90030616","90032195","90070063","","90039000","90038054","100","10","1","1","1","0","91950308","","5"
"14029162","(91210285)","4","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030117","90030616","90032195","90070064","","90039000","90038054","100","10","1","1","1","0","","",""
"14029163","(91210285)","4","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030117","90030616","90032195","90070064","","90039000","90038054","100","10","1","1","1","0","","",""
"14029164","(91210285)","4","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030117","90030616","90032195","90070064","","90039000","90038054","100","10","1","1","1","0","","",""
"14029171","(91210265)","3","","","","","","","","","","","Channel9","","Hurt1","","","","","","","90030112","90030611","90032190","90070101","","90039000","90038056","100","5","2","0.5","1","0","","",""
"14029172","(91210265)","3","","","","","","","","","","","Channel9","","Hurt1","","","","","","","90030112","90030611","90032190","90070101","","90039000","90038056","100","5","2","0.5","1","0","","",""
"14029173","(91210265)","3","","","","","","","","","","","Channel9","","Hurt1","","","","","","","90030112","90030611","90032190","90070101","","90039000","90038056","100","5","2","0.5","1","0","","",""
"14029174","(91210265)","3","","","","","","","","","","","Channel9","","Hurt1","","","","","","","90030112","90030611","90032190","90070101","","90039000","90038056","100","5","2","0.5","1","0","","",""
"14029175","(91210265)","3","","","","","","","","","","","Channel9","","Hurt1","","","","","","","90030112","90030611","90032190","90070101","","90039000","90038056","100","5","2","0.5","1","0","","",""
"14029176","(91210265)","3","","","","","","","","","","","Channel9","","Hurt1","","","","","","","90030112","90030611","90032190","90070101","","90039000","90038056","100","5","2","0.5","1","0","","",""
"14029177","(91210265)","3","","","","","","","","","","","Channel9","","Hurt1","","","","","","","90030112","90030611","90032190","90070101","","90039000","90038056","100","5","2","0.5","1","0","","",""
"14029178","(91210265)","3","","","","","","","","","","","Channel9","","Hurt1","","","","","","","90030112","90030611","90032190","90070101","","90039000","90038056","100","5","2","0.5","1","0","","",""
"14030001","(91210089)","0","91923003","","","","","","","","","","","Attack1","Hurt1","1","","","","","","90030201","90030701","90033001","90070062","90038015","90039000","","100","5","2","0.5","1","0","","",""
"14030002","(91210089)","0","91923003","(91110075)","(91110076)","(91110077)","(91110078)","(91110079)","","","","","","KongZhanAttack1","Hurt1","","","","","","","90030201","90030701","90033001","90070062","90038015","90039000","","100","5","2","0.5","1","0","","",""
"14030201","(91210089)","0","91923003","","","","","","","","","","","Attack2","Hurt1","2","","","","","","90030201","90030701","90033001","90070062","90038015","90039000","","100","5","2","0.5","1","0","","",""
"14030202","(91210089)","0","91923003","(91110080)","(91110081)","(91110082)","(91110083)","(91110084)","","","","","","KongZhanAttack2","Hurt1","","","","","","","90030201","90030701","90033001","90070062","90038015","90039000","","100","5","2","0.5","1","0","","",""
"14030401","(91210089)","0","91923003","","","","","","","","","","","Attack3","Hurt1","3","","","","","","90030201","90030701","90033001","90070062","90038015","90039000","","100","5","2","0.5","1","0","","",""
"14030402","(91210089)","0","91923003","(91110085)","(91110086)","(91110087)","(91110088)","(91110089)","","","","","","KongZhanAttack3","Hurt1","","","","","","","90030201","90030701","90033001","90070062","90038015","90039000","","100","5","2","0.5","1","0","","",""
"14031001","(91210093)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030202","90030702","90033021","90070062","90038016","90039000","90038066","100","5","2","0.5","1","0","91950100","","4"
"14031002","(91210093)","0","91923004","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030202","90030702","90033022","90070063","90038016","90039000","","100","5","2","0.5","1","0","","",""
"14031003","(91210093)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030202","90030702","90033023","90070104","90038016","90039000","","100","5","2","0.5","1","0","","",""
"14031004","(91210093)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030202","90030702","90033024","90070104","90038016","90039000","","100","5","2","0.5","1","0","","",""
"14031005","(91210093)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030202","90030702","90033025","90070104","90038016","90039000","","100","5","2","0.5","1","0","","",""
"14031006","(91210093)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030202","90030702","90033025","90070104","90038016","90039000","","100","5","2","0.5","1","0","","",""
"14031007","(91210093)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030202","90030702","90033021","90070062","90038016","90039000","90038066","100","5","2","0.5","1","0","","",""
"14031008","(91210093)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030202","90030702","90033022","90070062","90038016","90039000","","100","5","2","0.5","1","0","","",""
"14031009","(91210093)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030202","90030702","90033023","90070094","90038016","90039000","","100","5","2","0.5","1","0","","",""
"14031010","(91210093)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030202","90030702","90033024","90070094","90038016","90039000","","100","5","2","0.5","1","0","","",""
"14031011","(91210093)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030202","90030702","90033025","90070094","90038016","90039000","","100","5","2","0.5","1","0","","",""
"14031012","(91210093)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030202","90030702","90033025","90070105","90038016","90039000","","100","5","2","0.5","1","0","","",""
"14032001","(91210097)","0","91923002","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030203","90030704","90033041","90070106","90038017","90039000","90038068","100","5","2","0.5","1","0","91950102","","2"
"14032002","(91210097)","0","91923002","","","","","","","","","","Channel5","","Hurt1","","","","","","","90030203","90030704","90033043","90070106","90038017","90039000","","100","5","2","0.5","1","0","","",""
"14032003","(91210097)","0","91923002","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030203","90030704","90033042","90070107","90038017","90039000","","100","5","2","0.5","1","0","","",""
"14032004","(91210097)","0","91923002","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030203","90030704","90033043","90070107","90038017","90039000","","100","5","2","0.5","1","0","","",""
"14032005","(91210097)","0","91923002","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030203","90030704","90033042","90070107","90038017","90039000","","100","5","2","0.5","1","0","","",""
"14033001","(91210101)","0","91923006","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030204","90030703","90033061","90070108","90038018","90039000","90038067","100","5","2","0.5","1","0","91950101","","4"
"14033002","(91210101)","0","91923006","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030204","90030703","90033061","90070109","90038018","90039000","90038067","100","5","2","0.5","1","0","","",""
"14033003","(91210101)","0","91923006","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030204","90030703","90033061","90070109","90038018","90039000","90038067","100","5","2","0.5","1","0","","",""
"14033004","(91210101)","0","91923006","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030204","90030703","90033061","90070109","90038018","90039000","90038067","100","5","2","0.5","1","0","","",""
"14033005","(91210101)","0","91923006","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030204","90030703","90033061","90070109","90038018","90039000","90038067","100","5","2","0.5","1","0","","",""
"14033006","(91210101)","0","91923006","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030204","90030703","90033061","90070109","90038018","90039000","90038067","100","5","2","0.5","1","0","","",""
"14033007","(91210101)","0","91923006","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030204","90030703","90033061","90070109","90038018","90039000","90038067","100","5","2","0.5","1","0","","",""
"14033008","(91210101)","0","91923006","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030204","90030703","90033061","90070109","90038018","90039000","90038067","100","5","2","0.5","1","0","","",""
"14033009","(91210101)","0","91923006","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030204","90030703","90033061","90070109","90038018","90039000","90038067","100","5","2","0.5","1","0","","",""
"14033010","(91210101)","0","91923006","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030204","90030703","90033061","90070109","90038018","90039000","90038067","100","5","2","0.5","1","0","","",""
"14034001","(91210105)","","","","","","","","","","","","","","Hurt1","","","","","","","90030118","90030149","90031901","90070062","90038019","90039000","","100","5","2","0.5","1","0","","",""
"14035001","(91210109)","","","","","","","","","","","","","","Hurt1","","","","","","","90030119","90030150","90032001","90070062","90038020","90039000","","100","5","2","0.5","1","0","","",""
"14036001","(91210113)","","","","","","","","","","","","","","Hurt1","","","","","","","90030175","90030177","90033801","90070062","90038021","90039000","","100","10","1","0.1","1","0","","",""
"14037001","(91210117)","","","","","","","","","","","","","","Hurt1","","","","","","","90030176","90030178","90033901","90070062","90038022","90039000","","100","10","1","0.1","1","0","","",""
"14038001","(91210289)","2","91923007","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030205","90030708","90033081","90070110","90038007","90039000","90038059","100","10","1","0.1","1","0","91950112","","3"
"14038002","(91210289)","2","91923007","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030205","90030708","90033082","90070110","90038007","90039000","90038059","100","10","1","0.1","1","0","","",""
"14038003","(91210289)","2","91923007","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030205","90030708","90033083","90070110","90038007","90039000","90038059","100","10","1","0.1","1","0","","",""
"14038004","(91210289)","2","91923007","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030205","90030708","90033084","90070110","90038007","90039000","90038059","100","10","1","0.1","1","0","","",""
"14038011","(91210297)","2","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030207","90030710","90033121","90070123","90038007","90039000","90038059","100","10","1","0.1","1","0","91950114","","3"
"14038012","(91210297)","2","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030207","90030710","90033122","90070112","90038007","90039000","90038059","100","10","1","0.1","1","0","","",""
"14038013","(91210297)","2","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030207","90030710","90033123","90070113","90038007","90039000","90038059","100","10","1","0.1","1","0","","",""
"14038014","(91210297)","2","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030207","90030710","90033124","90070113","90038007","90039000","90038059","100","10","1","0.1","1","0","","",""
"14038015","(91210297)","2","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030207","90030710","90033125","90070112","90038007","90039000","90038059","100","10","1","0.1","1","0","","",""
"14038016","(91210297)","2","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030207","90030710","90033126","90070112","90038007","90039000","90038059","100","10","1","0.1","1","0","","",""
"14038017","(91210297)","2","","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030207","90030710","90033127","90070112","90038007","90039000","90038059","100","10","1","0.1","1","0","","",""
"14038021","(91210293)","2","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030206","90030709","90033101","90070063","90038007","90039000","90038059","100","10","1","0.1","1","0","91950113","","4"
"14038022","(91210293)","2","91923007","","","","","","","","","","Channel5","","Hurt1","","","","","","","90030206","90030709","90033102","90070104","90038007","90039000","90038059","100","10","1","0.1","1","0","","",""
"14038031","(91210301)","1","91923007","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030208","90030707","90033141","90070114","90038007","90039000","90038058","100","0.1","1","10","1","0","91950111","","4"
"14038041","(91210305)","1","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030209","90030706","90033161","90070098","90038007","90039000","90038058","100","0.1","1","10","1","0","91950110","","4"
"14038042","(91210305)","1","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030209","90030706","90033161","90070098","90038007","90039000","90038058","100","0.1","1","10","1","0","","",""
"14038043","(91210305)","1","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030209","90030706","90033161","90070098","90038007","90039000","90038058","100","0.1","1","10","1","0","","",""
"14038044","(91210305)","1","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030209","90030706","90033161","90070098","90038007","90039000","90038058","100","0.1","1","10","1","0","","",""
"14038045","(91210305)","1","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030209","90030706","90033161","90070098","90038007","90039000","90038058","100","0.1","1","10","1","0","","",""
"14038046","(91210305)","1","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030209","90030706","90033161","90070098","90038007","90039000","90038058","100","0.1","1","10","1","0","","",""
"14038047","(91210305)","1","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030209","90030706","90033161","90070115","90038007","90039000","90038058","100","0.1","1","10","1","0","","",""
"14038051","(91210309)","1","91923007","(91113008)","(91113008)","(91113008)","(91113008)","(91113008)","","","","","Channel1","","Hurt1","","","","","","","90030210","90030705","90033181","90070095","90038007","90039000","90038058","100","0.1","1","10","1","0","91950109","","4"
"14038052","(91210309)","1","91923007","(91113008)","(91113008)","(91113008)","(91113008)","(91113008)","","","","","Channel1","","Hurt1","","","","","","","90030210","90030705","90033182","90070095","90038007","90039000","90038058","100","0.1","1","10","1","0","","",""
"14038053","(91210309)","1","91923007","(91113008)","(91113008)","(91113008)","(91113008)","(91113008)","","","","","Channel1","","Hurt1","","","","","","","90030210","90030705","90033183","90070095","90038007","90039000","90038058","100","0.1","1","10","1","0","","",""
"14038054","(91210309)","1","91923007","(91113008)","(91113008)","(91113008)","(91113008)","(91113008)","","","","","Channel1","","Hurt1","","","","","","","90030210","90030705","90033184","90070095","90038007","90039000","90038058","100","0.1","1","10","1","0","","",""
"14038061","(91210309)","1","91923007","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030210","90030705","90033181","90070095","90038007","90039000","90038058","100","0.1","1","10","1","0","","",""
