"AttributeId","MiniMapNameResId","MiniMapResId","MiniMapImageStartX","MiniMapImageStartY","MiniMapRealStartX","MiniMapRealStartY","MiniMapImageLenthX","MiniMapImageLenthY","MiniMapRealLenthX","MiniMapRealLenthY","MiniMapBorderPos","MiniMarkIdList","MiniDropItemIdList"
"72010120","90050163","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091038)"
"72010121","90050164","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091038)"
"72010122","90050165","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091038)"
"72010123","90050166","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091038)"
"72010124","90050167","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31060052)"
"72010125","90050261","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010126","90050262","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010127","90050263","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010128","90050264","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010129","90050265","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010130","90050266","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010131","90050267","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010132","90050268","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010133","90050269","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010134","90050270","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31060053)"
"72010135","90050271","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010136","90050272","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010137","90050273","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010138","90050274","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010139","90050275","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010140","90050276","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010141","90050277","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010142","90050278","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010143","90050279","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010144","90050280","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061033)"
"72010145","90050281","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010146","90050282","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010147","90050283","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010148","90050284","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010149","90050285","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010150","90050286","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010151","90050287","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010152","90050288","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010153","90050289","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010154","90050290","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31060054)"
"72010155","90050291","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010156","90050292","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010157","90050293","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010158","90050294","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010159","90050295","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010160","90050296","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010161","90050297","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010162","90050298","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010163","90050299","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010164","90050300","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31060055)"
"72010165","90050301","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010166","90050302","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010167","90050303","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010168","90050304","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010169","90050305","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010170","90050306","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010171","90050307","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010172","90050308","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010173","90050309","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010174","90050310","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061033)"
"72010175","90050311","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010176","90050312","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010177","90050313","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010178","90050314","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010179","90050315","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010180","90050316","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010181","90050317","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010182","90050318","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010183","90050319","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010184","90050320","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31060056)"
"72010185","90050321","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010186","90050322","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010187","90050323","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010188","90050324","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010189","90050325","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010190","90050326","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010191","90050327","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010192","90050328","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010193","90050329","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010194","90050330","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31060057)"
"72010195","90050331","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010196","90050332","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010197","90050333","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010198","90050334","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010199","90050335","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010200","90050336","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010201","90050337","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010202","90050338","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010203","90050339","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010204","90050340","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061033)"
"72010205","90050341","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010206","90050342","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010207","90050343","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010208","90050344","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010209","90050345","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010210","90050346","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010211","90050347","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010212","90050348","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010213","90050349","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010214","90050350","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010215","90050351","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010216","90050352","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010217","90050353","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010218","90050354","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010219","90050355","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010220","90050356","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010221","90050357","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010222","90050358","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010223","90050359","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010224","90050360","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010225","90050361","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010226","90050362","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010227","90050363","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010228","90050364","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010229","90050365","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010230","90050366","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010231","90050367","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010232","90050368","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010233","90050369","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010234","90050370","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010235","90050371","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010236","90050372","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010237","90050373","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010238","90050374","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010239","90050375","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010240","90050376","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010241","90050377","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010242","90050378","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010243","90050379","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010244","90050380","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010245","90050381","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010246","90050382","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010247","90050383","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010248","90050384","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010249","90050385","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010250","90050386","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010251","90050387","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010252","90050388","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010253","90050389","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010254","90050390","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010255","90050391","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010256","90050392","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010257","90050393","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010258","90050394","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010259","90050395","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010260","90050396","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010261","90050397","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010262","90050398","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010263","90050399","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010264","90050400","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010265","90050401","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010266","90050402","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010267","90050403","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010268","90050404","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010269","90050405","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010270","90050406","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010271","90050407","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010272","90050408","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010273","90050409","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010274","90050410","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010275","90050411","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010276","90050412","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010277","90050413","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010278","90050414","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010279","90050415","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010280","90050416","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010281","90050417","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010282","90050418","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010283","90050419","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010284","90050420","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061028)"
"72010285","90050421","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010286","90050422","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010287","90050423","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010288","90050424","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010289","90050425","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010290","90050426","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010291","90050427","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010292","90050428","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010293","90050429","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010294","90050430","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061028)"
"72010295","90050431","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010296","90050432","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010297","90050433","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010298","90050434","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010299","90050435","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010300","90050436","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010301","90050437","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010302","90050438","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010303","90050439","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010304","90050440","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061028)"
"72010305","90050451","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010306","90050452","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010307","90050453","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010308","90050454","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010309","90050455","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010310","90050456","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010311","90050457","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010312","90050458","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010313","90050459","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010314","90050460","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010315","90050461","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010316","90050462","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010317","90050463","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010318","90050464","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010319","90050465","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010320","90050466","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010321","90050467","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010322","90050468","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010323","90050469","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010324","90050470","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010325","90050471","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010326","90050472","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010327","90050473","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010328","90050474","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010329","90050475","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010330","90050476","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010331","90050477","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010332","90050478","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010333","90050479","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010334","90050480","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010335","90050481","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010336","90050482","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010337","90050483","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010338","90050484","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010339","90050485","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010340","90050486","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010341","90050487","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010342","90050488","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010343","90050489","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010344","90050490","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010345","90050491","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010346","90050492","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010347","90050493","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010348","90050494","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010349","90050495","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010350","90050496","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
