"AttributeId","MissionShowType","MissionEndType","NeedLevel","ShowLevel","CurChapterIndex","MissionIndexInChapter","MissionName","MissionDescriptionId","GetDialogId","NotFinishDialogID","FinishDialogId","PreMissionId","NextMissionId","GoalNpcKill","GoalMapName","GoalMissionId","FinishMissionNpcId","FinishMissionNpcMapName","MapId","PathFindLocation","CanTransfer","FinishMissionNpcLocation","CreateNpc","HiddenNpc","TransferID","TransferPos","MissionEvent","FinishAwardType","FinishEXP","FinishGold","FinishItemDropId","FinishMoney","ActivateInfoArray","IsNeedMissionHint","FinishItemGetRate","FinishItemNameId","SpecialMissionRequirement","NextSideMissionTriggerId","TriggerSideMissionArray","SideMissionReqMainMissionId","MissionGroupId","FinishTriggerBuffArray","AutoEndDialogTime","HighExperienceIdentity","MissionSucceedEndAuto","ClickIsEndAuto","CanShowMissionEnd","HimSelfSeeNpcId","MissionStateEndAuto","MissionJumpToWidgetPlayAni","TemporaryActivateWing","IsWingFlyMission","HimSelfSeeNpcIdArr"
"15010356","1","0","0","","0","0","90007229","","0","0","0","0","0","(76004407,20)","(90052117)","","","0","71010100","(79742,82206,912)","","","","","","","0","3","100","0","0","","","","","","","","","","","","","","","","","","","","","",""
"15010357","1","0","0","","0","0","90007229","","0","0","0","0","0","(76004408,30)","(90052117)","","","0","71010100","(51731,94866,1205)","","","","","","","0","3","100","0","0","","","","","","","","","","","","","","","","","","","","","",""
"15010358","1","0","0","","0","0","90007229","","0","0","0","0","0","(76004409,20)","(90052117)","","","0","71010100","(52852,81545,2664)","","","","","","","0","3","100","0","0","","","","","","","","","","","","","","","","","","","","","",""
"15010359","1","0","0","","0","0","90007229","","0","0","0","0","0","(76004410,30)","(90052117)","","","0","71010100","(83369,82437,870)","","","","","","","0","3","100","0","0","","","","","","","","","","","","","","","","","","","","","",""
"15010360","1","0","0","","0","0","90007229","","0","0","0","0","0","(76004411,20)","(90052117)","","","0","71010100","(55014,97019,1200)","","","","","","","0","3","100","0","0","","","","","","","","","","","","","","","","","","","","","",""
"15020001","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000313,20)","(90052006)","","","0","71000001","(15890,94690,288)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020002","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000314,20)","(90052006)","","","0","71000001","(17210,97750,298)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020003","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000315,20)","(90052006)","","","0","71000001","(21109,102120,268)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020004","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000317,20)","(90052006)","","","0","71000001","(14070,106460,258)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020005","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000318,20)","(90052006)","","","0","71000001","(15500,104550,278)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020006","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000319,20)","(90052006)","","","0","71000001","(12019,102191,278)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020007","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000320,20)","(90052006)","","","0","71000001","(9940,101710,278)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020008","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000321,20)","(90052006)","","","0","71000001","(8900,105010,558)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020009","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000322,20)","(90052006)","","","0","71000001","(7920,103100,558)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020010","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000324,20)","(90052006)","","","0","71000001","(1469,104980,908)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020011","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000319,20)","(90052006)","","","0","71000001","(12019,102191,278)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020012","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000320,20)","(90052006)","","","0","71000001","(9940,101710,278)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020013","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000321,20)","(90052006)","","","0","71000001","(8900,105010,558)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020014","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000322,20)","(90052006)","","","0","71000001","(7920,103100,558)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020015","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000324,20)","(90052006)","","","0","71000001","(1469,104980,908)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020016","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000318,20)","(90052006)","","","0","71000001","(15500,104550,278)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020017","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000330,20)","(90052006)","","","0","71000001","(12630,105140,288)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020018","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000319,20)","(90052006)","","","0","71000001","(12019,102191,278)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020019","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000321,20)","(90052006)","","","0","71000001","(8900,105010,558)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020020","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000321,20)","(90052006)","","","0","71000001","(8900,105010,558)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020021","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000322,20)","(90052006)","","","0","71000001","(7920,103100,558)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020022","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000324,20)","(90052006)","","","0","71000001","(1469,104980,908)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020023","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000320,20)","(90052006)","","","0","71000001","(9940,101710,278)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020024","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000524,20)","(90052082)","","","0","71000001","(24268,136389,1328)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020025","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000524,20)","(90052006)","","","0","71000001","(24268,136389,1328)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020026","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000525,20)","(90052082)","","","0","71000001","(23078,137689,1328)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020027","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000526,20)","(90052082)","","","0","71000001","(19990,138370,1248)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020028","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000528,20)","(90052082)","","","0","71000001","(15658,131789,1328)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020029","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000529,20)","(90052082)","","","0","71000001","(15880,137860,1248)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020030","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000530,20)","(90052082)","","","0","71000001","(14468,140349,1208)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020031","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000531,20)","(90052082)","","","0","71000001","(14230,134640,1248)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020032","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000532,20)","(90052082)","","","0","71000001","(14710,143060,1248)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020033","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000533,20)","(90052082)","","","0","71000001","(16510,140500,1248)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020034","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000558,20)","(90052083)","","","0","71000001","(44050,133220,1788)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020035","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000558,20)","(90052082)","","","0","71000001","(44050,133220,1788)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020036","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000558,20)","(90052083)","","","0","71000001","(44050,133220,1788)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020037","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000559,20)","(90052083)","","","0","71000001","(47000,134380,1788)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020038","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000561,20)","(90052083)","","","0","71000001","(47540,132910,1798)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020039","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000562,20)","(90052083)","","","0","71000001","(47910,137130,1628)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020040","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000563,20)","(90052083)","","","0","71000001","(51940,139100,1628)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020041","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000565,20)","(90052083)","","","0","71000001","(56480,132360,1628)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020042","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000566,20)","(90052083)","","","0","71000001","(57080,129280,1628)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020043","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000567,20)","(90052083)","","","0","71000001","(54140,142900,1628)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020044","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000568,20)","(90052083)","","","0","71000001","(56151,150672,2448)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020045","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000569,20)","(90052083)","","","0","71000001","(55077,147893,1837)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020046","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000568,20)","(90052083)","","","0","71000001","(56151,150672,2448)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020047","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000569,20)","(90052083)","","","0","71000001","(55077,147893,1837)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020048","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000570,20)","(90052083)","","","0","71000001","(57580,145880,1538)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020049","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000571,20)","(90052083)","","","0","71000001","(61992,147908,1529)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020050","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000571,20)","(90052083)","","","0","71000001","(61992,147908,1529)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020051","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000588,20)","(90052083)","","","0","71000001","(75889,136839,638)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020052","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000588,20)","(90052084)","","","0","71000001","(75889,136839,638)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020053","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000589,20)","(90052084)","","","0","71000001","(77359,138620,638)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020054","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000590,20)","(90052084)","","","0","71000001","(77380,135820,638)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020055","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000591,20)","(90052084)","","","0","71000001","(79010,135520,638)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020056","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000591,20)","(90052084)","","","0","71000001","(79010,135520,638)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020057","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000592,20)","(90052084)","","","0","71000001","(82170,136360,638)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020058","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000614,20)","(90052085)","","","0","71000001","(27527,159720,2639)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020059","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000615,20)","(90052085)","","","0","71000001","(22960,160157,2619)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020060","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000617,20)","(90052085)","","","0","71000001","(19591,161432,2932)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020061","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000617,20)","(90052085)","","","0","71000001","(19591,161432,2932)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020062","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000618,20)","(90052085)","","","0","71000001","(17318,164993,2864)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020063","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000619,20)","(90052085)","","","0","71000001","(12474,168272,2821)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020064","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000624,20)","(90052085)","","","0","71000001","(17368,174319,2729)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020065","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000621,20)","(90052085)","","","0","71000001","(24499,187639,2528)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020066","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000624,20)","(90052085)","","","0","71000001","(17368,174319,2729)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020067","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000621,20)","(90052085)","","","0","71000001","(24499,187639,2528)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020068","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000622,20)","(90052085)","","","0","71000001","(31617,186848,2600)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020069","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000623,20)","(90052085)","","","0","71000001","(30948,181329,2559)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020070","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76001152,20)","(90052085)","","","0","71000001","(32118,162880,2582)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020071","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76001152,20)","(90052085)","","","0","71000001","(32118,162880,2582)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020072","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000627,20)","(90052085)","","","0","71000001","(36355,171459,2570)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020073","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000628,20)","(90052085)","","","0","71000001","(37466,181497,2570)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020074","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000639,20)","(90052086)","","","0","71000001","(57460,166820,1538)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020075","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000640,20)","(90052086)","","","0","71000001","(60340,164100,1538)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020076","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000661,20)","(90052087)","","","0","71000001","(86899,162539,138)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020077","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000662,20)","(90052087)","","","0","71000001","(90311,157146,141)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020078","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000663,20)","(90052087)","","","0","71000001","(94079,154730,138)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020079","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76001153,20)","(90052087)","","","0","71000001","(97360,156880,138)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020080","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000665,20)","(90052087)","","","0","71000001","(87970,160739,138)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020081","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000665,20)","(90052087)","","","0","71000001","(87970,160739,138)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020082","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000666,20)","(90052087)","","","0","71000001","(94789,161270,88)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020083","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000666,20)","(90052087)","","","0","71000001","(94789,161270,88)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020084","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000679,20)","(90052088)","","","0","71000001","(59102,192938,5550)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020085","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000680,20)","(90052088)","","","0","71000001","(59351,197477,6396)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020086","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000679,20)","(90052088)","","","0","71000001","(59102,192938,5550)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020087","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000680,20)","(90052088)","","","0","71000001","(59351,197477,6396)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020088","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000681,20)","(90052088)","","","0","71000001","(57973,209258,6580)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020089","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000711,20)","(90052089)","","","0","71000001","(196451,159560,4641)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020090","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000712,20)","(90052089)","","","0","71000001","(193193,165221,4704)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020091","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000712,20)","(90052089)","","","0","71000001","(193193,165221,4704)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020092","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000713,20)","(90052089)","","","0","71000001","(189730,166130,4728)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020093","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000714,20)","(90052089)","","","0","71000001","(188780,171200,4628)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020094","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000715,20)","(90052089)","","","0","71000001","(186620,173950,4628)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020095","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000716,20)","(90052089)","","","0","71000001","(189230,177090,4628)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020096","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000717,20)","(90052089)","","","0","71000001","(186480,176910,4628)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020097","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000718,20)","(90052089)","","","0","71000001","(186260,175070,4628)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020098","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000719,20)","(90052089)","","","0","71000001","(183472,171661,4629)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020099","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000720,20)","(90052089)","","","0","71000001","(183712,174339,4618)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020100","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000721,20)","(90052089)","","","0","71000001","(183170,179599,5088)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020101","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000721,20)","(90052089)","","","0","71000001","(183170,179599,5088)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020102","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000722,20)","(90052089)","","","0","71000001","(177839,177749,5078)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020103","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000723,20)","(90052089)","","","0","71000001","(177893,179658,5071)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020104","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000724,20)","(90052089)","","","0","71000001","(180150,178830,5088)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020105","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000725,20)","(90052089)","","","0","71000001","(178342,170056,4732)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020106","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000749,20)","(90052090)","","","0","71000001","(168520,146670,1798)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020107","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000750,20)","(90052090)","","","0","71000001","(165110,140450,1778)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020108","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000725,20)","(90052089)","","","0","71000001","(178342,170056,4732)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020109","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000751,20)","(90052090)","","","0","71000001","(160850,137260,1778)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020110","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000750,20)","(90052090)","","","0","71000001","(165110,140450,1778)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020111","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000751,20)","(90052090)","","","0","71000001","(160850,137260,1778)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020112","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000752,20)","(90052090)","","","0","71000001","(161090,132709,1778)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020113","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76001163,20)","(90052090)","","","0","71000001","(164297,125598,1440)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020114","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76001164,20)","(90052090)","","","0","71000001","(162440,121139,1448)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020115","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76001165,20)","(90052090)","","","0","71000001","(165719,122329,1448)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020116","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76001165,20)","(90052090)","","","0","71000001","(165719,122329,1448)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020117","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76001166,20)","(90052090)","","","0","71000001","(166600,128529,1448)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020118","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000753,20)","(90052090)","","","0","71000001","(166080,132909,1778)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020119","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000754,20)","(90052090)","","","0","71000001","(170950,134480,1778)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020120","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000789,20)","(90052091)","","","0","71000001","(152250,176510,2098)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020121","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000789,20)","(90052091)","","","0","71000001","(152250,176510,2098)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020122","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000790,20)","(90052091)","","","0","71000001","(149729,172990,2168)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
"15020123","2","0","0","","0","0","90007230","0","0","0","0","0","0","(76000791,20)","(90052091)","","","0","71000001","(149500,176259,2098)","","","","","","","0","3","500","","70503001","","","","","","","","","","","","","","","","","","","","","",""
