"AttributeId","UpgradeCost","RecoveryReward","Notice_id","DiamondRecoveryMoney","DiamondRecoveryCost"
"142050001","(20,315)","(20,170)","","(20,170)","(4,0)"
"142050002","(20,328)","(20,328)","","(20,454)","(4,6)"
"142050003","(20,353)","(20,492)","","(20,749)","(4,12)"
"142050004","(20,391)","(20,668)","","(20,1067)","(4,19)"
"142050005","(20,441)","(20,864)","","(20,1419)","(4,27)"
"142050006","(20,504)","(20,1084)","","(20,1816)","(4,36)"
"142050007","(20,580)","(20,1336)","","(20,2269)","(4,46)"
"142050008","(20,668)","(20,1626)","","(20,2791)","(4,58)"
"142050009","(20,769)","(20,1960)","","(20,3392)","(4,71)"
"142050010","(20,882)","(20,2345)","","(20,4085)","(4,86)"
"142050011","(20,1008)","(20,2786)","","(20,4878)","(4,104)"
"142050012","(20,1147)","(20,3290)","","(20,5786)","(4,124)"
"142050013","(20,1298)","(20,3863)","","(20,6818)","(4,147)"
"142050014","(20,1462)","(20,4512)","","(20,7986)","(4,173)"
"142050015","(20,1638)","(20,5243)","","(20,9302)","(4,202)"
"142050016","(20,1827)","(20,6062)","","(20,10776)","(4,235)"
"142050017","(20,2029)","(20,6976)","","(20,12420)","(4,272)"
"142050018","(20,2243)","(20,7990)","","(20,14246)","(4,312)"
"142050019","(20,2470)","(20,9112)","93000163","(20,16265)","(4,357)"
"142050020","(20,2709)","(20,10347)","","(20,18488)","(4,407)"
"142050021","(20,2961)","(20,11701)","","(20,20926)","(4,461)"
"142050022","(20,3225)","(20,13182)","","(20,23591)","(4,520)"
"142050023","(20,3503)","(20,14794)","","(20,26494)","(4,584)"
"142050024","(20,3792)","(20,16546)","","(20,29646)","(4,654)"
"142050025","(20,4095)","(20,18442)","","(20,33059)","(4,730)"
"142050026","(20,4410)","(20,20489)","","(20,36745)","(4,812)"
"142050027","(20,4737)","(20,22694)","","(20,40714)","(4,900)"
"142050028","(20,5077)","(20,25063)","","(20,44977)","(4,995)"
"142050029","(20,5430)","(20,27601)","93000163","(20,49546)","(4,1097)"
"142050030","(20,5795)","(20,30316)","","(20,54433)","(4,1205)"
"142050031","(20,6173)","(20,33214)","","(20,59649)","(4,1321)"
"142050032","(20,6564)","(20,36300)","","(20,65204)","(4,1445)"
"142050033","(20,6967)","(20,39582)","","(20,71112)","(4,1576)"
"142050034","(20,7383)","(20,43066)","","(20,77382)","(4,1715)"
"142050035","(20,7811)","(20,46757)","","(20,84027)","(4,1863)"
"142050036","(20,8252)","(20,50663)","","(20,91057)","(4,2019)"
"142050037","(20,8705)","(20,54789)","","(20,98484)","(4,2184)"
"142050038","(20,9171)","(20,59141)","","(20,106318)","(4,2358)"
"142050039","(20,9650)","(20,63727)","93000163","(20,114572)","(4,2542)"
"142050040","(20,10141)","(20,68552)","","(20,123257)","(4,2735)"
"142050041","(20,10645)","(20,73622)","","(20,132384)","(4,2938)"
"142050042","(20,11162)","(20,78945)","","(20,141965)","(4,3150)"
"142050043","(20,11691)","(20,84526)","","(20,152010)","(4,3374)"
"142050044","(20,12232)","(20,90371)","","(20,162532)","(4,3608)"
"142050045","(20,12787)","(20,96487)","","(20,173541)","(4,3852)"
"142050046","(20,13354)","(20,102881)","","(20,185049)","(4,4108)"
"142050047","(20,13933)","(20,109558)","","(20,197068)","(4,4375)"
"142050048","(20,14525)","(20,116524)","","(20,209608)","(4,4654)"
"142050049","(20,15130)","(20,123787)","93000164","(20,222680)","(4,4944)"
"142050050","(20,15747)","(20,131352)","","(20,236297)","(4,5247)"
"142050051","(20,16377)","(20,139225)","","(20,250469)","(4,5562)"
"142050052","(20,17019)","(20,147414)","","(20,265209)","(4,5889)"
"142050053","(20,17675)","(20,155923)","","(20,280526)","(4,6230)"
"142050054","(20,18342)","(20,164761)","","(20,296433)","(4,6583)"
"142050055","(20,19022)","(20,173932)","","(20,312941)","(4,6950)"
"142050056","(20,19715)","(20,183443)","","(20,330061)","(4,7330)"
"142050057","(20,20421)","(20,193300)","","(20,347804)","(4,7725)"
"142050058","(20,21139)","(20,203511)","","(20,366183)","(4,8133)"
"142050059","(20,21869)","(20,214080)","93000164","(20,385208)","(4,8556)"
"142050060","(20,22613)","(20,225015)","","(20,404891)","(4,8993)"
"142050061","(20,23368)","(20,236321)","","(20,425242)","(4,9446)"
"142050062","(20,24137)","(20,248005)","","(20,446273)","(4,9913)"
"142050063","(20,24918)","(20,260074)","","(20,467997)","(4,10396)"
"142050064","(20,25712)","(20,272533)","","(20,490423)","(4,10894)"
"142050065","(20,26518)","(20,285389)","","(20,513564)","(4,11408)"
"142050066","(20,27337)","(20,298648)","","(20,537430)","(4,11939)"
"142050067","(20,28168)","(20,312316)","","(20,562033)","(4,12485)"
"142050068","(20,29012)","(20,326400)","","(20,587384)","(4,13049)"
"142050069","(20,29869)","(20,340906)","93000164","(20,613495)","(4,13629)"
"142050070","(20,30738)","(20,355841)","","(20,640377)","(4,14226)"
"142050071","(20,31620)","(20,371210)","","(20,668042)","(4,14841)"
"142050072","(20,32514)","(20,387020)","","(20,696500)","(4,15473)"
"142050073","(20,33421)","(20,403277)","","(20,725762)","(4,16124)"
"142050074","(20,34341)","(20,419987)","","(20,755841)","(4,16792)"
"142050075","(20,35273)","(20,437158)","","(20,786748)","(4,17479)"
"142050076","(20,36218)","(20,454794)","","(20,818494)","(4,18184)"
"142050077","(20,37175)","(20,472903)","","(20,851090)","(4,18909)"
"142050078","(20,38145)","(20,491491)","","(20,884547)","(4,19652)"
"142050079","(20,39128)","(20,510563)","93000164","(20,918878)","(4,20415)"
"142050080","(20,40123)","(20,530127)","","(20,954093)","(4,21198)"
"142050081","(20,41131)","(20,550189)","","(20,990204)","(4,22000)"
"142050082","(20,42151)","(20,570754)","","(20,1027222)","(4,22823)"
"142050083","(20,43184)","(20,591830)","","(20,1065158)","(4,23666)"
"142050084","(20,44230)","(20,613422)","","(20,1104023)","(4,24530)"
"142050085","(20,45288)","(20,635537)","","(20,1143830)","(4,25414)"
"142050086","(20,46359)","(20,658181)","","(20,1184589)","(4,26320)"
"142050087","(20,47442)","(20,681360)","","(20,1226312)","(4,27247)"
"142050088","(20,48538)","(20,705081)","","(20,1269010)","(4,28196)"
"142050089","(20,49646)","(20,729350)","93000164","(20,1312694)","(4,29167)"
"142050090","(20,50768)","(20,754173)","","(20,1357376)","(4,30160)"
"142050091","(20,51901)","(20,779557)","","(20,1403067)","(4,31175)"
"142050092","(20,53048)","(20,805508)","","(20,1449778)","(4,32213)"
"142050093","(20,54207)","(20,832032)","","(20,1497521)","(4,33274)"
"142050094","(20,55378)","(20,859135)","","(20,1546307)","(4,34358)"
"142050095","(20,56562)","(20,886824)","","(20,1596148)","(4,35466)"
"142050096","(20,57759)","(20,915105)","","(20,1647053)","(4,36597)"
"142050097","(20,58968)","(20,943985)","","(20,1699037)","(4,37752)"
"142050098","(20,60190)","(20,973469)","","(20,1752108)","(4,38931)"
"142050099","(20,61425)","(20,1003564)","93000164","(20,1806279)","(4,40135)"
"142050100","","(20,1034276)","","(20,1861561)","(4,41364)"
"142060001","(20,361)","(20,220)","","(20,220)","(4,0)"
"142060002","(20,375)","(20,401)","","(20,545)","(4,7)"
"142060003","(20,404)","(20,588)","","(20,883)","(4,14)"
"142060004","(20,447)","(20,790)","","(20,1246)","(4,22)"
"142060005","(20,505)","(20,1014)","","(20,1649)","(4,31)"
"142060006","(20,577)","(20,1266)","","(20,2103)","(4,41)"
"142060007","(20,663)","(20,1555)","","(20,2623)","(4,53)"
"142060008","(20,764)","(20,1886)","","(20,3219)","(4,66)"
"142060009","(20,880)","(20,2268)","","(20,3907)","(4,81)"
"142060010","(20,1009)","(20,2708)","","(20,4699)","(4,99)"
"142060011","(20,1154)","(20,3213)","","(20,5607)","(4,119)"
"142060012","(20,1312)","(20,3790)","","(20,6646)","(4,142)"
"142060013","(20,1485)","(20,4446)","","(20,7826)","(4,168)"
"142060014","(20,1672)","(20,5188)","","(20,9163)","(4,198)"
"142060015","(20,1874)","(20,6024)","","(20,10668)","(4,232)"
"142060016","(20,2090)","(20,6961)","","(20,12354)","(4,269)"
"142060017","(20,2321)","(20,8006)","","(20,14235)","(4,311)"
"142060018","(20,2566)","(20,9167)","","(20,16324)","(4,357)"
"142060019","(20,2825)","(20,10450)","93000163","(20,18634)","(4,409)"
"142060020","(20,3099)","(20,11862)","","(20,21176)","(4,465)"
"142060021","(20,3388)","(20,13412)","","(20,23965)","(4,527)"
"142060022","(20,3690)","(20,15106)","","(20,27014)","(4,595)"
"142060023","(20,4007)","(20,16951)","","(20,30335)","(4,669)"
"142060024","(20,4339)","(20,18954)","","(20,33942)","(4,749)"
"142060025","(20,4685)","(20,21124)","","(20,37847)","(4,836)"
"142060026","(20,5045)","(20,23466)","","(20,42063)","(4,929)"
"142060027","(20,5420)","(20,25989)","","(20,46604)","(4,1030)"
"142060028","(20,5809)","(20,28699)","","(20,51482)","(4,1139)"
"142060029","(20,6212)","(20,31603)","93000163","(20,56710)","(4,1255)"
"142060030","(20,6630)","(20,34709)","","(20,62301)","(4,1379)"
"142060031","(20,7063)","(20,38024)","","(20,68268)","(4,1512)"
"142060032","(20,7510)","(20,41556)","","(20,74624)","(4,1653)"
"142060033","(20,7971)","(20,45311)","","(20,81383)","(4,1803)"
"142060034","(20,8446)","(20,49296)","","(20,88557)","(4,1963)"
"142060035","(20,8936)","(20,53519)","","(20,96159)","(4,2131)"
"142060036","(20,9441)","(20,57987)","","(20,104201)","(4,2310)"
"142060037","(20,9960)","(20,62708)","","(20,112698)","(4,2499)"
"142060038","(20,10493)","(20,67688)","","(20,121662)","(4,2698)"
"142060039","(20,11041)","(20,72934)","93000163","(20,131106)","(4,2908)"
"142060040","(20,11603)","(20,78455)","","(20,141043)","(4,3129)"
"142060041","(20,12179)","(20,84256)","","(20,151485)","(4,3361)"
"142060042","(20,12770)","(20,90346)","","(20,162446)","(4,3604)"
"142060043","(20,13376)","(20,96731)","","(20,173939)","(4,3860)"
"142060044","(20,13995)","(20,103419)","","(20,185978)","(4,4127)"
"142060045","(20,14629)","(20,110416)","","(20,198573)","(4,4407)"
"142060046","(20,15278)","(20,117731)","","(20,211739)","(4,4700)"
"142060047","(20,15941)","(20,125370)","","(20,225490)","(4,5005)"
"142060048","(20,16618)","(20,133340)","","(20,239836)","(4,5324)"
"142060049","(20,17310)","(20,141649)","93000164","(20,254793)","(4,5657)"
"142060050","(20,18016)","(20,150304)","","(20,270372)","(4,6003)"
"142060051","(20,18737)","(20,159312)","","(20,286586)","(4,6363)"
"142060052","(20,19472)","(20,168681)","","(20,303449)","(4,6738)"
"142060053","(20,20222)","(20,178417)","","(20,320974)","(4,7127)"
"142060054","(20,20986)","(20,188528)","","(20,339174)","(4,7532)"
"142060055","(20,21764)","(20,199021)","","(20,358061)","(4,7951)"
"142060056","(20,22557)","(20,209903)","","(20,377649)","(4,8387)"
"142060057","(20,23364)","(20,221181)","","(20,397950)","(4,8838)"
"142060058","(20,24185)","(20,232863)","","(20,418978)","(4,9305)"
"142060059","(20,25021)","(20,244956)","93000164","(20,440744)","(4,9789)"
"142060060","(20,25871)","(20,257466)","","(20,463263)","(4,10289)"
"142060061","(20,26736)","(20,270402)","","(20,486547)","(4,10807)"
"142060062","(20,27615)","(20,283770)","","(20,510610)","(4,11341)"
"142060063","(20,28509)","(20,297577)","","(20,535463)","(4,11894)"
"142060064","(20,29417)","(20,311832)","","(20,561121)","(4,12464)"
"142060065","(20,30339)","(20,326540)","","(20,587596)","(4,13052)"
"142060066","(20,31276)","(20,341710)","","(20,614902)","(4,13659)"
"142060067","(20,32228)","(20,357348)","","(20,643050)","(4,14285)"
"142060068","(20,33193)","(20,373462)","","(20,672055)","(4,14929)"
"142060069","(20,34173)","(20,390058)","93000164","(20,701929)","(4,15593)"
"142060070","(20,35168)","(20,407145)","","(20,732685)","(4,16276)"
"142060071","(20,36177)","(20,424729)","","(20,764336)","(4,16980)"
"142060072","(20,37200)","(20,442817)","","(20,796895)","(4,17703)"
"142060073","(20,38238)","(20,461417)","","(20,830375)","(4,18447)"
"142060074","(20,39290)","(20,480536)","","(20,864789)","(4,19212)"
"142060075","(20,40356)","(20,500181)","","(20,900150)","(4,19998)"
"142060076","(20,41437)","(20,520359)","","(20,936471)","(4,20805)"
"142060077","(20,42533)","(20,541078)","","(20,973764)","(4,21634)"
"142060078","(20,43642)","(20,562344)","","(20,1012044)","(4,22484)"
"142060079","(20,44767)","(20,584165)","93000164","(20,1051321)","(4,23357)"
"142060080","(20,45905)","(20,606549)","","(20,1091612)","(4,24253)"
"142060081","(20,47058)","(20,629501)","","(20,1132926)","(4,25171)"
"142060082","(20,48226)","(20,653030)","","(20,1175278)","(4,26112)"
"142060083","(20,49408)","(20,677143)","","(20,1218682)","(4,27076)"
"142060084","(20,50604)","(20,701847)","","(20,1263149)","(4,28065)"
"142060085","(20,51815)","(20,727149)","","(20,1308693)","(4,29077)"
"142060086","(20,53040)","(20,753057)","","(20,1355326)","(4,30113)"
"142060087","(20,54279)","(20,779577)","","(20,1403062)","(4,31174)"
"142060088","(20,55533)","(20,806716)","","(20,1451913)","(4,32259)"
"142060089","(20,56801)","(20,834483)","93000164","(20,1501893)","(4,33370)"
"142060090","(20,58084)","(20,862883)","","(20,1553014)","(4,34506)"
"142060091","(20,59381)","(20,891925)","","(20,1605289)","(4,35668)"
"142060092","(20,60693)","(20,921616)","","(20,1658732)","(4,36855)"
"142060093","(20,62019)","(20,951962)","","(20,1713356)","(4,38069)"
"142060094","(20,63359)","(20,982972)","","(20,1769173)","(4,39310)"
"142060095","(20,64714)","(20,1014651)","","(20,1826196)","(4,40577)"
"142060096","(20,66083)","(20,1047008)","","(20,1884439)","(4,41871)"
"142060097","(20,67467)","(20,1080050)","","(20,1943914)","(4,43193)"
"142060098","(20,68865)","(20,1113783)","","(20,2004634)","(4,44542)"
"142060099","(20,70277)","(20,1148216)","93000164","(20,2066612)","(4,45919)"
"142060100","","(20,1183354)","","(20,2129862)","(4,47325)"
"142070001","(20,401)","(20,278)","","(20,278)","(4,0)"
"142070002","(20,417)","(20,479)","","(20,639)","(4,7)"
"142070003","(20,449)","(20,687)","","(20,1014)","(4,16)"
"142070004","(20,497)","(20,912)","","(20,1418)","(4,25)"
"142070005","(20,561)","(20,1160)","","(20,1866)","(4,35)"
"142070006","(20,641)","(20,1441)","","(20,2370)","(4,46)"
"142070007","(20,737)","(20,1761)","","(20,2947)","(4,59)"
"142070008","(20,849)","(20,2130)","","(20,3611)","(4,74)"
"142070009","(20,978)","(20,2554)","","(20,4375)","(4,91)"
"142070010","(20,1122)","(20,3043)","","(20,5255)","(4,110)"
"142070011","(20,1282)","(20,3604)","","(20,6265)","(4,133)"
"142070012","(20,1458)","(20,4245)","","(20,7419)","(4,158)"
"142070013","(20,1650)","(20,4974)","","(20,8731)","(4,187)"
"142070014","(20,1859)","(20,5799)","","(20,10216)","(4,220)"
"142070015","(20,2083)","(20,6729)","","(20,11889)","(4,257)"
"142070016","(20,2323)","(20,7770)","","(20,13764)","(4,299)"
"142070017","(20,2579)","(20,8932)","","(20,15854)","(4,346)"
"142070018","(20,2852)","(20,10221)","","(20,18175)","(4,397)"
"142070019","(20,3140)","(20,11647)","93000163","(20,20742)","(4,454)"
"142070020","(20,3444)","(20,13217)","","(20,23568)","(4,517)"
"142070021","(20,3765)","(20,14939)","","(20,26668)","(4,586)"
"142070022","(20,4101)","(20,16822)","","(20,30056)","(4,661)"
"142070023","(20,4453)","(20,18872)","","(20,33747)","(4,743)"
"142070024","(20,4822)","(20,21099)","","(20,37755)","(4,832)"
"142070025","(20,5206)","(20,23510)","","(20,42095)","(4,929)"
"142070026","(20,5607)","(20,26113)","","(20,46780)","(4,1033)"
"142070027","(20,6023)","(20,28916)","","(20,51826)","(4,1145)"
"142070028","(20,6456)","(20,31928)","","(20,57247)","(4,1265)"
"142070029","(20,6904)","(20,35156)","93000163","(20,63057)","(4,1395)"
"142070030","(20,7369)","(20,38608)","","(20,69271)","(4,1533)"
"142070031","(20,7849)","(20,42292)","","(20,75903)","(4,1680)"
"142070032","(20,8346)","(20,46217)","","(20,82967)","(4,1837)"
"142070033","(20,8858)","(20,50390)","","(20,90479)","(4,2004)"
"142070034","(20,9387)","(20,54819)","","(20,98451)","(4,2181)"
"142070035","(20,9932)","(20,59512)","","(20,106899)","(4,2369)"
"142070036","(20,10492)","(20,64478)","","(20,115838)","(4,2567)"
"142070037","(20,11069)","(20,69724)","","(20,125281)","(4,2777)"
"142070038","(20,11662)","(20,75259)","","(20,135243)","(4,2999)"
"142070039","(20,12270)","(20,81090)","93000163","(20,145739)","(4,3232)"
"142070040","(20,12895)","(20,87225)","","(20,156782)","(4,3477)"
"142070041","(20,13536)","(20,93672)","","(20,168387)","(4,3735)"
"142070042","(20,14192)","(20,100440)","","(20,180570)","(4,4006)"
"142070043","(20,14865)","(20,107536)","","(20,193342)","(4,4290)"
"142070044","(20,15554)","(20,114969)","","(20,206721)","(4,4587)"
"142070045","(20,16259)","(20,122746)","","(20,220719)","(4,4898)"
"142070046","(20,16979)","(20,130875)","","(20,235353)","(4,5223)"
"142070047","(20,17716)","(20,139365)","","(20,250634)","(4,5563)"
"142070048","(20,18469)","(20,148223)","","(20,266578)","(4,5917)"
"142070049","(20,19238)","(20,157457)","93000164","(20,283200)","(4,6287)"
"142070050","(20,20023)","(20,167076)","","(20,300514)","(4,6671)"
"142070051","(20,20824)","(20,177088)","","(20,318535)","(4,7072)"
"142070052","(20,21641)","(20,187500)","","(20,337277)","(4,7488)"
"142070053","(20,22474)","(20,198320)","","(20,356754)","(4,7921)"
"142070054","(20,23323)","(20,209557)","","(20,376980)","(4,8371)"
"142070055","(20,24187)","(20,221219)","","(20,397971)","(4,8837)"
"142070056","(20,25068)","(20,233312)","","(20,419739)","(4,9321)"
"142070057","(20,25965)","(20,245846)","","(20,442300)","(4,9822)"
"142070058","(20,26878)","(20,258829)","","(20,465669)","(4,10341)"
"142070059","(20,27808)","(20,272268)","93000164","(20,489859)","(4,10879)"
"142070060","(20,28753)","(20,286172)","","(20,514886)","(4,11435)"
"142070061","(20,29714)","(20,300548)","","(20,540764)","(4,12010)"
"142070062","(20,30691)","(20,315405)","","(20,567507)","(4,12605)"
"142070063","(20,31684)","(20,330751)","","(20,595128)","(4,13218)"
"142070064","(20,32693)","(20,346593)","","(20,623644)","(4,13852)"
"142070065","(20,33718)","(20,362939)","","(20,653068)","(4,14506)"
"142070066","(20,34759)","(20,379798)","","(20,683414)","(4,15180)"
"142070067","(20,35816)","(20,397178)","","(20,714697)","(4,15875)"
"142070068","(20,36890)","(20,415086)","","(20,746931)","(4,16592)"
"142070069","(20,37979)","(20,433531)","93000164","(20,780132)","(4,17330)"
"142070070","(20,39084)","(20,452520)","","(20,814314)","(4,18089)"
"142070071","(20,40205)","(20,472062)","","(20,849489)","(4,18871)"
"142070072","(20,41343)","(20,492165)","","(20,885674)","(4,19675)"
"142070073","(20,42496)","(20,512836)","","(20,922882)","(4,20502)"
"142070074","(20,43665)","(20,534084)","","(20,961129)","(4,21352)"
"142070075","(20,44851)","(20,555917)","","(20,1000427)","(4,22225)"
"142070076","(20,46052)","(20,578342)","","(20,1040793)","(4,23122)"
"142070077","(20,47269)","(20,601368)","","(20,1082240)","(4,24043)"
"142070078","(20,48503)","(20,625003)","","(20,1124782)","(4,24988)"
"142070079","(20,49752)","(20,649254)","93000164","(20,1168435)","(4,25959)"
"142070080","(20,51017)","(20,674130)","","(20,1213212)","(4,26954)"
"142070081","(20,52299)","(20,699639)","","(20,1259127)","(4,27974)"
"142070082","(20,53596)","(20,725788)","","(20,1306196)","(4,29020)"
"142070083","(20,54910)","(20,752586)","","(20,1354432)","(4,30092)"
"142070084","(20,56239)","(20,780041)","","(20,1403851)","(4,31190)"
"142070085","(20,57585)","(20,808161)","","(20,1454466)","(4,32315)"
"142070086","(20,58946)","(20,836953)","","(20,1506293)","(4,33466)"
"142070087","(20,60324)","(20,866426)","","(20,1559344)","(4,34645)"
"142070088","(20,61717)","(20,896588)","","(20,1613636)","(4,35852)"
"142070089","(20,63127)","(20,927447)","93000164","(20,1669181)","(4,37086)"
"142070090","(20,64552)","(20,959010)","","(20,1725996)","(4,38349)"
"142070091","(20,65994)","(20,991286)","","(20,1784092)","(4,39640)"
"142070092","(20,67452)","(20,1024283)","","(20,1843487)","(4,40960)"
"142070093","(20,68925)","(20,1058009)","","(20,1904194)","(4,42309)"
"142070094","(20,70415)","(20,1092472)","","(20,1966226)","(4,43687)"
"142070095","(20,71921)","(20,1127679)","","(20,2029600)","(4,45096)"
"142070096","(20,73442)","(20,1163640)","","(20,2094329)","(4,46534)"
"142070097","(20,74980)","(20,1200361)","","(20,2160426)","(4,48003)"
"142070098","(20,76534)","(20,1237851)","","(20,2227908)","(4,49502)"
"142070099","(20,78104)","(20,1276118)","93000164","(20,2296789)","(4,51033)"
"142070100","","(20,1315170)","","(20,2367083)","(4,52595)"
"142080001","(20,435)","(20,343)","","(20,343)","(4,0)"
"142080002","(20,452)","(20,561)","","(20,734)","(4,8)"
"142080003","(20,487)","(20,787)","","(20,1141)","(4,17)"
"142080004","(20,539)","(20,1030)","","(20,1580)","(4,27)"
"142080005","(20,608)","(20,1300)","","(20,2065)","(4,38)"
"142080006","(20,695)","(20,1604)","","(20,2612)","(4,50)"
"142080007","(20,799)","(20,1951)","","(20,3237)","(4,64)"
"142080008","(20,921)","(20,2351)","","(20,3956)","(4,80)"
"142080009","(20,1060)","(20,2811)","","(20,4785)","(4,98)"
"142080010","(20,1216)","(20,3341)","","(20,5739)","(4,119)"
"142080011","(20,1390)","(20,3949)","","(20,6834)","(4,144)"
"142080012","(20,1581)","(20,4644)","","(20,8085)","(4,172)"
"142080013","(20,1789)","(20,5435)","","(20,9508)","(4,203)"
"142080014","(20,2015)","(20,6329)","","(20,11118)","(4,239)"
"142080015","(20,2258)","(20,7337)","","(20,12931)","(4,279)"
"142080016","(20,2519)","(20,8466)","","(20,14963)","(4,324)"
"142080017","(20,2797)","(20,9725)","","(20,17231)","(4,375)"
"142080018","(20,3092)","(20,11124)","","(20,19748)","(4,431)"
"142080019","(20,3404)","(20,12670)","93000163","(20,22531)","(4,493)"
"142080020","(20,3734)","(20,14372)","","(20,25594)","(4,561)"
"142080021","(20,4082)","(20,16239)","","(20,28955)","(4,635)"
"142080022","(20,4446)","(20,18280)","","(20,32629)","(4,717)"
"142080023","(20,4829)","(20,20503)","","(20,36630)","(4,806)"
"142080024","(20,5228)","(20,22917)","","(20,40976)","(4,902)"
"142080025","(20,5645)","(20,25531)","","(20,45681)","(4,1007)"
"142080026","(20,6079)","(20,28354)","","(20,50762)","(4,1120)"
"142080027","(20,6531)","(20,31393)","","(20,56233)","(4,1241)"
"142080028","(20,6999)","(20,34659)","","(20,62111)","(4,1372)"
"142080029","(20,7486)","(20,38158)","93000163","(20,68410)","(4,1512)"
"142080030","(20,7989)","(20,41901)","","(20,75147)","(4,1662)"
"142080031","(20,8510)","(20,45896)","","(20,82337)","(4,1822)"
"142080032","(20,9049)","(20,50151)","","(20,89996)","(4,1992)"
"142080033","(20,9605)","(20,54675)","","(20,98141)","(4,2173)"
"142080034","(20,10178)","(20,59478)","","(20,106785)","(4,2365)"
"142080035","(20,10768)","(20,64567)","","(20,115945)","(4,2568)"
"142080036","(20,11376)","(20,69951)","","(20,125636)","(4,2784)"
"142080037","(20,12001)","(20,75639)","","(20,135875)","(4,3011)"
"142080038","(20,12644)","(20,81639)","","(20,146676)","(4,3251)"
"142080039","(20,13304)","(20,87961)","93000163","(20,158055)","(4,3504)"
"142080040","(20,13981)","(20,94613)","","(20,170029)","(4,3770)"
"142080041","(20,14676)","(20,101604)","","(20,182612)","(4,4050)"
"142080042","(20,15388)","(20,108942)","","(20,195820)","(4,4343)"
"142080043","(20,16117)","(20,116636)","","(20,209669)","(4,4651)"
"142080044","(20,16864)","(20,124694)","","(20,224175)","(4,4974)"
"142080045","(20,17628)","(20,133126)","","(20,239352)","(4,5311)"
"142080046","(20,18410)","(20,141940)","","(20,255218)","(4,5663)"
"142080047","(20,19209)","(20,151145)","","(20,271787)","(4,6032)"
"142080048","(20,20025)","(20,160750)","","(20,289075)","(4,6416)"
"142080049","(20,20858)","(20,170762)","93000164","(20,307097)","(4,6816)"
"142080050","(20,21709)","(20,181191)","","(20,325869)","(4,7233)"
"142080051","(20,22578)","(20,192046)","","(20,345407)","(4,7668)"
"142080052","(20,23463)","(20,203335)","","(20,365728)","(4,8119)"
"142080053","(20,24367)","(20,215066)","","(20,386844)","(4,8588)"
"142080054","(20,25287)","(20,227250)","","(20,408775)","(4,9076)"
"142080055","(20,26225)","(20,239893)","","(20,431533)","(4,9581)"
"142080056","(20,27180)","(20,253006)","","(20,455135)","(4,10106)"
"142080057","(20,28153)","(20,266596)","","(20,479597)","(4,10650)"
"142080058","(20,29143)","(20,280672)","","(20,504935)","(4,11213)"
"142080059","(20,30150)","(20,295244)","93000164","(20,531164)","(4,11795)"
"142080060","(20,31174)","(20,310319)","","(20,558299)","(4,12398)"
"142080061","(20,32216)","(20,325906)","","(20,586355)","(4,13022)"
"142080062","(20,33276)","(20,342014)","","(20,615350)","(4,13666)"
"142080063","(20,34353)","(20,358652)","","(20,645298)","(4,14332)"
"142080064","(20,35447)","(20,375828)","","(20,676216)","(4,15019)"
"142080065","(20,36558)","(20,393552)","","(20,708118)","(4,15728)"
"142080066","(20,37687)","(20,411831)","","(20,741020)","(4,16459)"
"142080067","(20,38833)","(20,430674)","","(20,774939)","(4,17213)"
"142080068","(20,39997)","(20,450091)","","(20,809888)","(4,17989)"
"142080069","(20,41178)","(20,470089)","93000164","(20,845886)","(4,18789)"
"142080070","(20,42376)","(20,490678)","","(20,882946)","(4,19613)"
"142080071","(20,43592)","(20,511866)","","(20,921084)","(4,20460)"
"142080072","(20,44825)","(20,533662)","","(20,960317)","(4,21332)"
"142080073","(20,46075)","(20,556075)","","(20,1000660)","(4,22229)"
"142080074","(20,47343)","(20,579112)","","(20,1042127)","(4,23150)"
"142080075","(20,48628)","(20,602784)","","(20,1084736)","(4,24097)"
"142080076","(20,49931)","(20,627098)","","(20,1128501)","(4,25070)"
"142080077","(20,51251)","(20,652063)","","(20,1173439)","(4,26068)"
"142080078","(20,52588)","(20,677689)","","(20,1219565)","(4,27093)"
"142080079","(20,53943)","(20,703983)","93000164","(20,1266894)","(4,28145)"
"142080080","(20,55315)","(20,730954)","","(20,1315443)","(4,29224)"
"142080081","(20,56704)","(20,758612)","","(20,1365226)","(4,30330)"
"142080082","(20,58111)","(20,786964)","","(20,1416260)","(4,31464)"
"142080083","(20,59535)","(20,816019)","","(20,1468560)","(4,32627)"
"142080084","(20,60976)","(20,845787)","","(20,1522141)","(4,33817)"
"142080085","(20,62435)","(20,876275)","","(20,1577020)","(4,35037)"
"142080086","(20,63911)","(20,907492)","","(20,1633211)","(4,36285)"
"142080087","(20,65405)","(20,939448)","","(20,1690731)","(4,37564)"
"142080088","(20,66916)","(20,972150)","","(20,1749596)","(4,38872)"
"142080089","(20,68444)","(20,1005608)","93000164","(20,1809820)","(4,40210)"
"142080090","(20,69990)","(20,1039830)","","(20,1871420)","(4,41579)"
"142080091","(20,71553)","(20,1074825)","","(20,1934411)","(4,42979)"
"142080092","(20,73133)","(20,1110602)","","(20,1998808)","(4,44410)"
"142080093","(20,74731)","(20,1147168)","","(20,2064628)","(4,45872)"
"142080094","(20,76346)","(20,1184534)","","(20,2131886)","(4,47367)"
"142080095","(20,77979)","(20,1222707)","","(20,2200597)","(4,48894)"
"142080096","(20,79629)","(20,1261696)","","(20,2270778)","(4,50454)"
"142080097","(20,81296)","(20,1301511)","","(20,2342444)","(4,52046)"
