"AttributeId","UseType","MoneyChange","ItemGet","RoleAttributeChange","UseCD","WidgetJumpArray","SpawnNpcId","TitleGet","BagSendInType","FriendlinessAdd","OtherRecvItemID","LevelUp","FuncLevelLimit","UpgradeProtectInfoArray","ReducePkValue","GetRechargeNum","logic_id","NeedRedTip","EffectiveTime","ExperienceVipLevel","AddMapCount","ExpNum","ChooseItem","MeditationMedicineTime","OnlyUseInSelfServer","AddHeartValue","SummonNpcID","AddMapTimeArr"
"32040110","1","0","70080029","0","0","(-1,90090498,92150005,-1,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040111","3","0","0","0","0","(-1,90090498,92150005,11,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040112","3","0","0","0","0","(-1,90090498,92150005,13,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040113","3","0","0","0","0","(-1,90090498,92150005,16,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040114","3","0","0","0","0","(-1,90090498,92150005,10,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040115","3","0","0","0","0","(-1,90090498,92150005,18,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040116","3","0","0","0","0","(-1,90090498,92150005,19,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040117","3","0","0","0","0","(-1,90090498,92150005,25,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040118","3","0","0","0","0","(-1,90090498,92150005,17,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040119","3","0","0","0","0","(-1,90090498,92150005,20,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040120","3","0","0","0","0","(-1,90090498,92150005,26,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040121","3","0","0","0","0","(-1,90090498,92150005,22,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040122","3","0","0","0","0","(-1,90090498,92150005,21,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040123","3","0","0","0","0","(-1,90090498,92150005,23,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040124","3","0","0","0","0","(-1,90090498,92150005,24,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32040125","3","0","0","0","0","(-1,90090498,92150005,15,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051001","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051002","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051003","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051004","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051005","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051006","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051007","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051008","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051009","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051010","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051011","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051012","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051013","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051014","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051015","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051016","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051017","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051018","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051019","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051020","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051021","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32051022","3","0","0","0","0","(-1,-1,92230004,6,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32059001","3","0","0","0","0","(-1,-1,92180011,-1,-1)","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32060001","2","0","70030498","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32060002","2","0","70030499","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080001","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080002","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080003","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080004","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080005","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080006","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080007","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080008","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080009","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080010","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080011","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080012","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080013","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080014","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080015","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080016","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080017","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080018","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080019","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080020","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080021","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080022","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080023","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080024","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080025","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080026","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080027","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080028","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080029","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080030","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080031","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080032","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080033","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080034","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080035","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080036","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080037","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080038","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080039","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080040","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080041","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080042","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080043","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080044","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080045","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080046","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080047","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080048","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080049","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080050","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080051","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080052","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080053","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080054","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080055","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080056","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080057","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080058","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080059","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080060","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080061","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080062","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080063","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080064","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080065","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080066","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080067","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080068","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080069","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080070","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080071","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080072","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080073","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080074","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080075","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080076","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080077","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080078","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080079","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080080","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080081","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080082","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080083","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080084","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080085","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080086","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080087","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080088","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080089","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080090","1","0","70703001","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080091","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080092","2","0","70025008","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080093","2","0","70025018","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080094","2","0","70025028","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080095","2","0","70025038","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080096","2","0","70025048","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080097","2","0","70025060","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080098","2","0","70025061","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080099","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080100","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080101","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080102","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080103","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080104","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080105","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080106","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080107","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080108","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080109","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080110","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080111","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080112","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080113","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080114","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080115","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080116","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080117","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080118","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080119","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080120","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080121","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080122","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080123","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080124","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080125","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080126","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080127","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080128","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080129","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080130","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080131","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080132","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080133","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080134","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080135","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080136","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080137","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080138","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080139","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080140","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080141","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080142","2","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080143","2","0","70031201","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080144","2","0","70031206","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080145","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32080146","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081001","1","0","70703002","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081002","1","0","70703003","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081003","1","0","70990096","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081004","1","0","70990101","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081005","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081006","1","0","70703012","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081007","1","0","70601501","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081008","2","0","70993628","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081009","1","0","70990121","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081010","1","0","70990122","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081011","1","0","70990123","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081012","1","0","70990124","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081013","1","0","70990125","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081014","1","0","70990126","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081015","1","0","70990127","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32081016","1","0","70990128","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31060066,1,31060067,1,31060068,1,31060069,1,31060070,1,31060071,1,31060072,1,31060073,1)","","","","",""
"32090001","2","0","70990001","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090002","2","0","70504001","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090003","2","0","70504002","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090004","2","0","70504003","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090005","2","0","70504004","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090006","2","0","70504005","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090007","2","0","70504006","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090008","2","0","70990002","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090009","2","0","70990003","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090010","2","0","70990004","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090011","2","0","70990005","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090012","2","0","70990006","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090013","2","0","70990007","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090014","2","0","70990008","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090015","2","0","70990009","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090016","2","0","70990011","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090017","2","0","70990010","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090018","2","0","70990012","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090019","2","0","70990013","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090020","2","0","70990014","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090021","2","0","70990015","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090022","2","0","70990016","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090023","2","0","70990017","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090024","2","0","70990018","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090025","2","0","70990019","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090026","2","0","70990020","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090027","2","0","70990021","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090028","2","0","70990022","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090029","2","0","70990025","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090030","2","0","70990023","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090031","1","0","70990026","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090032","1","0","70990027","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090033","1","0","70990028","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090034","2","0","70990029","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090035","2","0","70990030","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090036","1","0","70990031","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090037","2","0","70990032","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090038","2","0","70990084","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090039","2","0","70990085","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090040","2","0","70990087","0","0","0","","0","2","0","","0","0","","0","0","","","","","","","","","","","",""
"32090041","2","0","70990088","0","0","0","","0","2","0","","0","0","","0","0","","","","","","","","","","","",""
"32090042","2","0","70990089","0","0","0","","0","2","0","","0","0","","0","0","","","","","","","","","","","",""
"32090043","2","0","70990090","0","0","0","","0","2","0","","0","0","","0","0","","","","","","","","","","","",""
"32090044","2","0","70990086","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090045","2","0","70990091","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090046","2","0","70990401","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090047","2","0","70990402","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090048","2","0","70990403","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090049","2","0","70990404","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090050","2","0","70990405","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090051","2","0","70990406","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090052","2","0","70990407","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090053","2","0","70990408","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090054","2","0","70990409","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090055","2","0","70990410","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090056","2","0","70990411","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090057","2","0","70990412","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090058","2","0","70990413","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090059","2","0","70990414","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090060","2","0","70990415","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31020357,1,31021797,1,31022037,1)","","","","",""
"32090061","2","0","70990416","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31022557,1,31023517,1,31024477,1)","","","","",""
"32090062","2","0","70990417","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31022797,1,31023757,1,31024717,1)","","","","",""
"32090063","2","0","70990418","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31023037,1,31023997,1,31024957,1)","","","","",""
"32090064","2","0","70990419","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090065","2","0","70990420","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31000030,1,31000031,1,31000033,1,31000034,1)","","","","",""
"32090066","2","0","70990421","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31020356,1,31021796,1,31022036,1)","","","","",""
"32090067","2","0","70990422","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31022556,1,31023516,1,31024476,1)","","","","",""
"32090068","2","0","70990423","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31022796,1,31023756,1,31024716,1)","","","","",""
"32090069","2","0","70990424","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31023036,1,31023996,1,31024956,1)","","","","",""
"32090070","2","0","70990425","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32090071","2","0","70990426","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31020596,1,31020836,1,31021076,1,31021316,1,31021556,1)","","","","",""
"32090072","2","0","70990427","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31020656,1,31020896,1,31021136,1,31021376,1,31021616,1)","","","","",""
"32090073","2","0","70990428","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31020716,1,31020956,1,31021196,1,31021436,1,31021676,1)","","","","",""
"32090074","2","0","70990429","0","0","","","0","2","0","","0","0","","0","","","","","","","","(31020776,1,31021016,1,31021256,1,31021496,1,31021736,1)","","","","",""
"32090075","2","0","70990430","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
