"AttributeId","UpgradeCost","RecoveryReward","Notice_id","DiamondRecoveryMoney","DiamondRecoveryCost","UpgradeNeedNum"
"54020132","(10,38241)","(10,837337)","","(10,1674584)","(4,41862)",""
"54020133","(10,38822)","(10,856458)","","(10,1712825)","(4,42818)",""
"54020134","(10,39407)","(10,875869)","","(10,1751647)","(4,43788)",""
"54020135","(10,39996)","(10,895572)","","(10,1791054)","(4,44774)",""
"54020136","(10,40590)","(10,915570)","","(10,1831050)","(4,45773)",""
"54020137","(10,41189)","(10,935865)","","(10,1871640)","(4,46788)",""
"54020138","(10,41792)","(10,956460)","","(10,1912829)","(4,47818)",""
"54020139","(10,42399)","(10,977356)","93000164","(10,1954621)","(4,48863)",""
"54020140","(10,43010)","(10,998555)","","(10,1997020)","(4,49923)",""
"54020141","(10,43626)","(10,1020060)","","(10,2040030)","(4,50998)",""
"54020142","(10,44247)","(10,1041873)","","(10,2083656)","(4,52089)",""
"54020143","(10,44872)","(10,1063997)","","(10,2127903)","(4,53195)",""
"54020144","(10,45501)","(10,1086433)","","(10,2172775)","(4,54317)",""
"54020145","(10,46134)","(10,1109183)","","(10,2218276)","(4,55454)",""
"54020146","(10,46772)","(10,1132250)","","(10,2264410)","(4,56607)",""
"54020147","(10,47415)","(10,1155636)","","(10,2311182)","(4,57777)",""
"54020148","(10,48062)","(10,1179344)","","(10,2358597)","(4,58962)",""
"54020149","(10,48713)","(10,1203375)","","(10,2406659)","(4,60164)",""
"54020150","(10,49368)","(10,1227731)","","(10,2455372)","(4,61382)",""
"54020151","(10,50028)","(10,1252415)","","(10,2504740)","(4,62616)",""
"54020152","(10,50693)","(10,1277429)","","(10,2554768)","(4,63866)",""
"54020153","(10,51362)","(10,1302776)","","(10,2605461)","(4,65134)",""
"54020154","(10,52035)","(10,1328457)","","(10,2656823)","(4,66418)",""
"54020155","(10,52712)","(10,1354474)","","(10,2708858)","(4,67719)",""
"54020156","(10,53394)","(10,1380830)","","(10,2761570)","(4,69036)",""
"54020157","(10,54081)","(10,1407527)","","(10,2814964)","(4,70371)",""
"54020158","(10,54772)","(10,1434568)","","(10,2869045)","(4,71723)",""
"54020159","(10,55467)","(10,1461954)","93000164","(10,2923817)","(4,73093)",""
"54020160","(10,56166)","(10,1489687)","","(10,2979284)","(4,74479)",""
"54020161","(10,56870)","(10,1517770)","","(10,3035450)","(4,75883)",""
"54020162","(10,57579)","(10,1546205)","","(10,3092320)","(4,77305)",""
"54020163","(10,58292)","(10,1574995)","","(10,3149899)","(4,78745)",""
"54020164","(10,59009)","(10,1604141)","","(10,3208191)","(4,80202)",""
"54020165","(10,59730)","(10,1633645)","","(10,3267200)","(4,81677)",""
"54020166","(10,60456)","(10,1663510)","","(10,3326930)","(4,83170)",""
"54020167","(10,61187)","(10,1693738)","","(10,3387386)","(4,84682)",""
"54020168","(10,61922)","(10,1724332)","","(10,3448573)","(4,86212)",""
"54020169","(10,62661)","(10,1755293)","","(10,3510495)","(4,87760)",""
"54020170","(10,63404)","(10,1786623)","","(10,3573156)","(4,89326)",""
"54020171","(10,64152)","(10,1818325)","","(10,3636560)","(4,90911)",""
"54020172","(10,64905)","(10,1850401)","","(10,3700712)","(4,92515)",""
"54020173","(10,65662)","(10,1882854)","","(10,3765617)","(4,94138)",""
"54020174","(10,66423)","(10,1915685)","","(10,3831279)","(4,95779)",""
"54020175","(10,67188)","(10,1948896)","","(10,3897702)","(4,97440)",""
"54020176","(10,67958)","(10,1982490)","","(10,3964890)","(4,99119)",""
"54020177","(10,68733)","(10,2016469)","","(10,4032848)","(4,100818)",""
"54020178","(10,69512)","(10,2050836)","","(10,4101581)","(4,102537)",""
"54020179","(10,70295)","(10,2085592)","93000164","(10,4171093)","(4,104275)",""
"54020180","(10,71082)","(10,2120739)","","(10,4241388)","(4,106032)",""
"54020181","(10,71874)","(10,2156280)","","(10,4312470)","(4,107809)",""
"54020182","(10,72671)","(10,2192217)","","(10,4384344)","(4,109606)",""
"54020183","(10,73472)","(10,2228553)","","(10,4457015)","(4,111423)",""
"54020184","(10,74277)","(10,2265289)","","(10,4530487)","(4,113259)",""
"54020185","(10,75086)","(10,2302427)","","(10,4604764)","(4,115116)",""
"54020186","(10,75900)","(10,2339970)","","(10,4679850)","(4,116993)",""
"54020187","(10,76719)","(10,2377920)","","(10,4755750)","(4,118891)",""
"54020188","(10,77542)","(10,2416280)","","(10,4832469)","(4,120809)",""
"54020189","(10,78369)","(10,2455051)","","(10,4910011)","(4,122747)",""
"54020190","(10,79200)","(10,2494235)","","(10,4988380)","(4,124707)",""
"54020191","(10,80036)","(10,2533835)","","(10,5067580)","(4,126687)",""
"54020192","(10,80877)","(10,2573853)","","(10,5147616)","(4,128688)",""
"54020193","(10,81722)","(10,2614292)","","(10,5228493)","(4,130710)",""
"54020194","(10,82571)","(10,2655153)","","(10,5310215)","(4,132753)",""
"54020195","(10,83424)","(10,2696438)","","(10,5392786)","(4,134817)",""
"54020196","(10,84282)","(10,2738150)","","(10,5476210)","(4,136902)",""
"54020197","(10,85145)","(10,2780291)","","(10,5560492)","(4,139010)",""
"54020198","(10,86012)","(10,2822864)","","(10,5645637)","(4,141138)",""
"54020199","(10,86883)","(10,2865870)","93000164","(10,5731649)","(4,143288)",""
"54020200","(10,87758)","(10,2909311)","","(10,5818532)","(4,145461)",""
"54020201","(10,88638)","(10,2953190)","","(10,5906290)","(4,147654)",""
"54020202","(10,89523)","(10,2997509)","","(10,5994928)","(4,149870)",""
"54020203","(10,90412)","(10,3042271)","","(10,6084451)","(4,152108)",""
"54020204","(10,91305)","(10,3087477)","","(10,6174863)","(4,154369)",""
"54020205","(10,92202)","(10,3133129)","","(10,6266168)","(4,156651)",""
"54020206","(10,93104)","(10,3179230)","","(10,6358370)","(4,158956)",""
"54020207","(10,94011)","(10,3225782)","","(10,6451474)","(4,161284)",""
"54020208","(10,94922)","(10,3272788)","","(10,6545485)","(4,163634)",""
"54020209","(10,95837)","(10,3320249)","","(10,6640407)","(4,166007)",""
"54020210","(10,96756)","(10,3368167)","","(10,6736244)","(4,168403)",""
"54020211","(10,97680)","(10,3416545)","","(10,6833000)","(4,170822)",""
"54020212","(10,98609)","(10,3465385)","","(10,6930680)","(4,173264)",""
"54020213","(10,99542)","(10,3514690)","","(10,7029289)","(4,175729)",""
"54020214","(10,100479)","(10,3564461)","","(10,7128831)","(4,178218)",""
"54020215","(10,101420)","(10,3614700)","","(10,7229310)","(4,180730)",""
"54020216","(10,102366)","(10,3665410)","","(10,7330730)","(4,183265)",""
"54020217","(10,103317)","(10,3716593)","","(10,7433096)","(4,185825)",""
"54020218","(10,104272)","(10,3768252)","","(10,7536413)","(4,188408)",""
"54020219","(10,105231)","(10,3820388)","","(10,7640685)","(4,191014)",""
"54020220","(10,106194)","(10,3873003)","","(10,7745916)","(4,193645)",""
"54020221","(10,107162)","(10,3926100)","","(10,7852110)","(4,196300)",""
"54020222","(10,108135)","(10,3979681)","","(10,7959272)","(4,198979)",""
"54020223","(10,109112)","(10,4033749)","","(10,8067407)","(4,201682)",""
"54020224","(10,110093)","(10,4088305)","93000164","(10,8176519)","(4,204410)",""
"54020225","(10,111078)","(10,4143351)","","(10,8286612)","(4,207163)",""
"54020226","(10,112068)","(10,4198890)","","(10,8397690)","(4,209939)",""
"54020227","(10,113063)","(10,4254924)","","(10,8509758)","(4,212741)",""
"54020228","(10,114062)","(10,4311456)","","(10,8622821)","(4,215568)",""
"54020229","(10,115065)","(10,4368487)","","(10,8736883)","(4,218419)",""
"54020230","(10,116072)","(10,4426019)","","(10,8851948)","(4,221296)",""
"54020231","(10,117084)","(10,4484055)","","(10,8968020)","(4,224198)",""
"54020232","(10,118101)","(10,4542597)","","(10,9085104)","(4,227125)",""
"54020233","(10,119122)","(10,4601648)","","(10,9203205)","(4,230077)",""
"54020234","(10,120147)","(10,4661209)","","(10,9322327)","(4,233055)",""
"54020235","(10,121176)","(10,4721282)","","(10,9442474)","(4,236059)",""
"54020236","(10,122210)","(10,4781870)","","(10,9563650)","(4,239088)",""
"54020237","(10,123249)","(10,4842975)","","(10,9685860)","(4,242144)",""
"54020238","(10,124292)","(10,4904600)","","(10,9809109)","(4,245225)",""
"54020239","(10,125339)","(10,4966746)","","(10,9933401)","(4,248332)",""
"54020240","(10,126390)","(10,5029415)","","(10,10058740)","(4,251466)",""
"54020241","(10,127446)","(10,5092610)","","(10,10185130)","(4,254625)",""
"54020242","(10,128507)","(10,5156333)","","(10,10312576)","(4,257812)",""
"54020243","(10,129572)","(10,5220587)","","(10,10441083)","(4,261024)",""
"54020244","(10,130641)","(10,5285373)","","(10,10570655)","(4,264264)",""
"54020245","(10,131714)","(10,5350693)","","(10,10701296)","(4,267530)",""
"54020246","(10,132792)","(10,5416550)","","(10,10833010)","(4,270822)",""
"54020247","(10,133875)","(10,5482946)","","(10,10965802)","(4,274142)",""
"54020248","(10,134962)","(10,5549884)","","(10,11099677)","(4,277489)",""
"54020249","(10,136053)","(10,5617365)","93000164","(10,11234639)","(4,280863)",""
"54020250","","(10,5685391)","","(10,11370692)","(4,284265)",""
"54030001","(10,257)","(10,175)","","","",""
"54030002","(10,263)","(10,304)","","(10,432)","(4,6)",""
"54030003","(10,274)","(10,435)","","(10,695)","(4,12)",""
"54030004","(10,291)","(10,572)","","(10,969)","(4,19)",""
"54030005","(10,314)","(10,718)","","(10,1260)","(4,27)",""
"54030006","(10,342)","(10,875)","","(10,1574)","(4,34)",""
"54030007","(10,377)","(10,1046)","","(10,1916)","(4,43)",""
"54030008","(10,417)","(10,1234)","","(10,2293)","(4,52)",""
"54030009","(10,462)","(10,1443)","","(10,2710)","(4,63)",""
"54030010","(10,513)","(10,1674)","","(10,3172)","(4,74)",""
"54030011","(10,570)","(10,1930)","","(10,3685)","(4,87)",""
"54030012","(10,633)","(10,2215)","","(10,4255)","(4,101)",""
"54030013","(10,702)","(10,2532)","","(10,4888)","(4,117)",""
"54030014","(10,776)","(10,2883)","","(10,5590)","(4,135)",""
"54030015","(10,855)","(10,3271)","","(10,6366)","(4,154)",""
"54030016","(10,941)","(10,3698)","","(10,7221)","(4,176)",""
"54030017","(10,1032)","(10,4169)","","(10,8162)","(4,199)",""
"54030018","(10,1129)","(10,4685)","","(10,9194)","(4,225)",""
"54030019","(10,1232)","(10,5249)","93000163","(10,10323)","(4,253)",""
"54030020","(10,1340)","(10,5865)","","(10,11555)","(4,284)",""
"54030021","(10,1454)","(10,6535)","","(10,12895)","(4,317)",""
"54030022","(10,1574)","(10,7262)","","(10,14349)","(4,354)",""
"54030023","(10,1699)","(10,8049)","","(10,15923)","(4,393)",""
"54030024","(10,1830)","(10,8899)","","(10,17622)","(4,436)",""
"54030025","(10,1967)","(10,9814)","","(10,19452)","(4,481)",""
"54030026","(10,2109)","(10,10797)","","(10,21419)","(4,531)",""
"54030027","(10,2258)","(10,11852)","","(10,23528)","(4,583)",""
"54030028","(10,2412)","(10,12981)","","(10,25786)","(4,640)",""
"54030029","(10,2571)","(10,14187)","93000163","(10,28198)","(4,700)",""
"54030030","(10,2736)","(10,15472)","","(10,30769)","(4,764)",""
"54030031","(10,2907)","(10,16840)","","(10,33505)","(4,833)",""
"54030032","(10,3084)","(10,18294)","","(10,36412)","(4,905)",""
"54030033","(10,3267)","(10,19836)","","(10,39496)","(4,982)",""
"54030034","(10,3455)","(10,21469)","","(10,42763)","(4,1064)",""
"54030035","(10,3648)","(10,23197)","","(10,46218)","(4,1151)",""
"54030036","(10,3848)","(10,25021)","","(10,49866)","(4,1242)",""
"54030037","(10,4053)","(10,26945)","","(10,53714)","(4,1338)",""
"54030038","(10,4264)","(10,28971)","","(10,57767)","(4,1439)",""
"54030039","(10,4481)","(10,31103)","93000163","(10,62031)","(4,1546)",""
"54030040","(10,4703)","(10,33344)","","(10,66512)","(4,1658)",""
"54030041","(10,4931)","(10,35695)","","(10,71215)","(4,1775)",""
"54030042","(10,5165)","(10,38161)","","(10,76146)","(4,1899)",""
"54030043","(10,5404)","(10,40743)","","(10,81311)","(4,2028)",""
"54030044","(10,5649)","(10,43445)","","(10,86715)","(4,2163)",""
"54030045","(10,5900)","(10,46270)","","(10,92364)","(4,2304)",""
"54030046","(10,6156)","(10,49220)","","(10,98264)","(4,2452)",""
"54030047","(10,6419)","(10,52298)","","(10,104420)","(4,2606)",""
"54030048","(10,6687)","(10,55507)","","(10,110839)","(4,2766)",""
"54030049","(10,6960)","(10,58851)","93000164","(10,117526)","(4,2933)",""
"54030050","(10,7239)","(10,62331)","","(10,124486)","(4,3107)",""
"54030051","(10,7524)","(10,65950)","","(10,131725)","(4,3288)",""
"54030052","(10,7815)","(10,69712)","","(10,139249)","(4,3476)",""
"54030053","(10,8112)","(10,73620)","","(10,147064)","(4,3672)",""
"54030054","(10,8414)","(10,77676)","","(10,155176)","(4,3874)",""
"54030055","(10,8721)","(10,81883)","","(10,163590)","(4,4085)",""
"54030056","(10,9035)","(10,86243)","","(10,172311)","(4,4303)",""
"54030057","(10,9354)","(10,90761)","","(10,181346)","(4,4529)",""
"54030058","(10,9679)","(10,95438)","","(10,190700)","(4,4763)",""
"54030059","(10,10010)","(10,100277)","93000164","(10,200379)","(4,5005)",""
"54030060","(10,10346)","(10,105282)","","(10,210389)","(4,5255)",""
"54030061","(10,10688)","(10,110455)","","(10,220735)","(4,5513)",""
"54030062","(10,11036)","(10,115799)","","(10,231423)","(4,5781)",""
"54030063","(10,11389)","(10,121317)","","(10,242459)","(4,6057)",""
"54030064","(10,11748)","(10,127012)","","(10,253848)","(4,6341)",""
"54030065","(10,12113)","(10,132886)","","(10,265596)","(4,6635)",""
"54030066","(10,12483)","(10,138942)","","(10,277709)","(4,6938)",""
"54030067","(10,12860)","(10,145184)","","(10,290192)","(4,7250)",""
"54030068","(10,13242)","(10,151614)","","(10,303052)","(4,7571)",""
"54030069","(10,13629)","(10,158235)","93000164","(10,316294)","(4,7902)",""
"54030070","(10,14022)","(10,165049)","","(10,329923)","(4,8243)",""
"54030071","(10,14421)","(10,172060)","","(10,343945)","(4,8594)",""
"54030072","(10,14826)","(10,179271)","","(10,358366)","(4,8954)",""
"54030073","(10,15237)","(10,186684)","","(10,373192)","(4,9325)",""
"54030074","(10,15653)","(10,194302)","","(10,388429)","(4,9706)",""
"54030075","(10,16074)","(10,202129)","","(10,404082)","(4,10097)",""
"54030076","(10,16502)","(10,210166)","","(10,420156)","(4,10499)",""
"54030077","(10,16935)","(10,218417)","","(10,436658)","(4,10912)",""
"54030078","(10,17374)","(10,226884)","","(10,453593)","(4,11335)",""
"54030079","(10,17819)","(10,235571)","93000164","(10,470967)","(4,11769)",""
"54030080","(10,18269)","(10,244481)","","(10,488786)","(4,12215)",""
"54030081","(10,18725)","(10,253615)","","(10,507055)","(4,12671)",""
"54030082","(10,19187)","(10,262978)","","(10,525780)","(4,13140)",""
"54030083","(10,19654)","(10,272571)","","(10,544967)","(4,13619)",""
"54030084","(10,20127)","(10,282398)","","(10,564621)","(4,14111)",""
"54030085","(10,20606)","(10,292462)","","(10,584748)","(4,14614)",""
"54030086","(10,21090)","(10,302765)","","(10,605354)","(4,15129)",""
"54030087","(10,21581)","(10,313310)","","(10,626444)","(4,15656)",""
"54030088","(10,22077)","(10,324100)","","(10,648025)","(4,16196)",""
"54030089","(10,22578)","(10,335139)","93000164","(10,670102)","(4,16748)",""
"54030090","(10,23085)","(10,346428)","","(10,692680)","(4,17312)",""
"54030091","(10,23598)","(10,357970)","","(10,715765)","(4,17889)",""
"54030092","(10,24117)","(10,369769)","","(10,739363)","(4,18479)",""
"54030093","(10,24642)","(10,381828)","","(10,763480)","(4,19082)",""
"54030094","(10,25172)","(10,394149)","","(10,788122)","(4,19698)",""
"54030095","(10,25707)","(10,406735)","","(10,813294)","(4,20327)",""
"54030096","(10,26249)","(10,419588)","","(10,839001)","(4,20970)",""
"54030097","(10,26796)","(10,432713)","","(10,865250)","(4,21626)",""
"54030098","(10,27349)","(10,446111)","","(10,892046)","(4,22296)",""
"54030099","(10,27908)","(10,459785)","93000164","(10,919395)","(4,22980)",""
"54030100","(10,28472)","(10,473739)","","(10,947303)","(4,23678)",""
"54030101","(10,29042)","(10,487975)","","(10,975775)","(4,24389)",""
"54030102","(10,29618)","(10,502496)","","(10,1004817)","(4,25116)",""
"54030103","(10,30199)","(10,517305)","","(10,1034435)","(4,25856)",""
"54030104","(10,30786)","(10,532405)","","(10,1064634)","(4,26611)",""
"54030105","(10,31379)","(10,547798)","","(10,1095420)","(4,27381)",""
"54030106","(10,31977)","(10,563487)","","(10,1126799)","(4,28165)",""
"54030107","(10,32582)","(10,579476)","","(10,1158776)","(4,28964)",""
"54030108","(10,33192)","(10,595767)","","(10,1191358)","(4,29779)",""
"54030109","(10,33807)","(10,612363)","","(10,1224550)","(4,30609)",""
"54030110","(10,34428)","(10,629266)","","(10,1258357)","(4,31454)",""
"54030111","(10,35055)","(10,646480)","","(10,1292785)","(4,32315)",""
"54030112","(10,35688)","(10,664008)","","(10,1327840)","(4,33191)",""
"54030113","(10,36327)","(10,681852)","","(10,1363528)","(4,34083)",""
"54030114","(10,36971)","(10,700015)","","(10,1399855)","(4,34991)",""
"54030115","(10,37620)","(10,718501)","","(10,1436826)","(4,35916)",""
"54030116","(10,38276)","(10,737311)","","(10,1474446)","(4,36856)",""
"54030117","(10,38937)","(10,756449)","","(10,1512722)","(4,37813)",""
"54030118","(10,39604)","(10,775917)","","(10,1551659)","(4,38787)",""
"54030119","(10,40277)","(10,795719)","93000164","(10,1591263)","(4,39777)",""
"54030120","(10,40955)","(10,815858)","","(10,1631540)","(4,40784)",""
"54030121","(10,41639)","(10,836335)","","(10,1672495)","(4,41807)",""
"54030122","(10,42329)","(10,857155)","","(10,1714134)","(4,42848)",""
"54030123","(10,43024)","(10,878319)","","(10,1756463)","(4,43907)",""
"54030124","(10,43725)","(10,899831)","","(10,1799487)","(4,44982)",""
"54030125","(10,44432)","(10,921694)","","(10,1843212)","(4,46075)",""
"54030126","(10,45144)","(10,943910)","","(10,1887644)","(4,47186)",""
"54030127","(10,45863)","(10,966482)","","(10,1932788)","(4,48315)",""
"54030128","(10,46587)","(10,989413)","","(10,1978651)","(4,49461)",""
"54030129","(10,47316)","(10,1012707)","","(10,2025238)","(4,50626)",""
"54030130","(10,48051)","(10,1036365)","","(10,2072554)","(4,51809)",""
"54030131","(10,48792)","(10,1060390)","","(10,2120605)","(4,53010)",""
"54030132","(10,49539)","(10,1084786)","","(10,2169397)","(4,54230)",""
"54030133","(10,50292)","(10,1109556)","","(10,2218936)","(4,55468)",""
"54030134","(10,51050)","(10,1134702)","","(10,2269228)","(4,56726)",""
"54030135","(10,51813)","(10,1160227)","","(10,2320278)","(4,58002)",""
"54030136","(10,52583)","(10,1186133)","","(10,2372091)","(4,59297)",""
"54030137","(10,53358)","(10,1212425)","","(10,2424674)","(4,60612)",""
"54030138","(10,54139)","(10,1239104)","","(10,2478032)","(4,61946)",""
"54030139","(10,54926)","(10,1266173)","93000164","(10,2532171)","(4,63299)",""
"54030140","(10,55718)","(10,1293636)","","(10,2587097)","(4,64673)",""
"54030141","(10,56516)","(10,1321495)","","(10,2642815)","(4,66065)",""
"54030142","(10,57320)","(10,1349753)","","(10,2699331)","(4,67478)",""
"54030143","(10,58129)","(10,1378413)","","(10,2756651)","(4,68911)",""
"54030144","(10,58944)","(10,1407478)","","(10,2814780)","(4,70365)",""
"54030145","(10,59765)","(10,1436950)","","(10,2873724)","(4,71838)",""
"54030146","(10,60591)","(10,1466832)","","(10,2933489)","(4,73332)",""
"54030147","(10,61424)","(10,1497128)","","(10,2994080)","(4,74847)",""
"54030148","(10,62262)","(10,1527840)","","(10,3055504)","(4,76383)",""
"54030149","(10,63105)","(10,1558971)","","(10,3117766)","(4,77939)",""
"54030150","(10,63954)","(10,1590523)","","(10,3180871)","(4,79517)",""
"54030151","(10,64809)","(10,1622500)","","(10,3244825)","(4,81116)",""
"54030152","(10,65670)","(10,1654905)","","(10,3309634)","(4,82736)",""
"54030153","(10,66537)","(10,1687740)","","(10,3375304)","(4,84378)",""
"54030154","(10,67409)","(10,1721008)","","(10,3441841)","(4,86041)",""
"54030155","(10,68286)","(10,1754713)","","(10,3509250)","(4,87726)",""
"54030156","(10,69170)","(10,1788856)","","(10,3577536)","(4,89433)",""
"54030157","(10,70059)","(10,1823441)","","(10,3646706)","(4,91163)",""
"54030158","(10,70954)","(10,1858470)","","(10,3716765)","(4,92914)",""
"54030159","(10,71855)","(10,1893947)","93000164","(10,3787719)","(4,94688)",""
"54030160","(10,72761)","(10,1929875)","","(10,3859574)","(4,96484)",""
"54030161","(10,73673)","(10,1966255)","","(10,3932335)","(4,98303)",""
"54030162","(10,74591)","(10,2003092)","","(10,4006008)","(4,100145)",""
"54030163","(10,75514)","(10,2040387)","","(10,4080599)","(4,102010)",""
"54030164","(10,76443)","(10,2078144)","","(10,4156113)","(4,103898)",""
"54030165","(10,77378)","(10,2116366)","","(10,4232556)","(4,105809)",""
"54030166","(10,78318)","(10,2155055)","","(10,4309934)","(4,107743)",""
"54030167","(10,79265)","(10,2194214)","","(10,4388252)","(4,109701)",""
"54030168","(10,80217)","(10,2233846)","","(10,4467517)","(4,111683)",""
"54030169","(10,81174)","(10,2273955)","","(10,4547734)","(4,113688)",""
"54030170","(10,82137)","(10,2314542)","","(10,4628908)","(4,115718)",""
"54030171","(10,83106)","(10,2355610)","","(10,4711045)","(4,117771)",""
"54030172","(10,84081)","(10,2397163)","","(10,4794151)","(4,119849)",""
"54030173","(10,85062)","(10,2439204)","","(10,4878232)","(4,121951)",""
"54030174","(10,86048)","(10,2481735)","","(10,4963294)","(4,124077)",""
"54030175","(10,87039)","(10,2524759)","","(10,5049342)","(4,126229)",""
"54030176","(10,88037)","(10,2568278)","","(10,5136381)","(4,128405)",""
"54030177","(10,89040)","(10,2612297)","","(10,5224418)","(4,130606)",""
"54030178","(10,90049)","(10,2656817)","","(10,5313458)","(4,132832)",""
"54030179","(10,91064)","(10,2701841)","93000164","(10,5403507)","(4,135083)",""
"54030180","(10,92084)","(10,2747373)","","(10,5494571)","(4,137359)",""
"54030181","(10,93110)","(10,2793415)","","(10,5586655)","(4,139661)",""
"54030182","(10,94142)","(10,2839970)","","(10,5679765)","(4,141989)",""
"54030183","(10,95179)","(10,2887041)","","(10,5773907)","(4,144343)",""
"54030184","(10,96222)","(10,2934631)","","(10,5869086)","(4,146722)",""
"54030185","(10,97271)","(10,2982742)","","(10,5965308)","(4,149128)",""
"54030186","(10,98325)","(10,3031377)","","(10,6062579)","(4,151560)",""
"54030187","(10,99386)","(10,3080540)","","(10,6160904)","(4,154018)",""
"54030188","(10,100452)","(10,3130233)","","(10,6260290)","(4,156502)",""
"54030189","(10,101523)","(10,3180459)","","(10,6360742)","(4,159014)",""
"54030190","(10,102600)","(10,3231220)","","(10,6462265)","(4,161552)",""
"54030191","(10,103683)","(10,3282520)","","(10,6564865)","(4,164117)",""
"54030192","(10,104772)","(10,3334362)","","(10,6668548)","(4,166709)",""
"54030193","(10,105867)","(10,3386748)","","(10,6773320)","(4,169328)",""
"54030194","(10,106967)","(10,3439681)","","(10,6879187)","(4,171975)",""
"54030195","(10,108072)","(10,3493165)","","(10,6986154)","(4,174649)",""
"54030196","(10,109184)","(10,3547201)","","(10,7094226)","(4,177351)",""
"54030197","(10,110301)","(10,3601793)","","(10,7203410)","(4,180080)",""
"54030198","(10,111424)","(10,3656943)","","(10,7313711)","(4,182838)",""
"54030199","(10,112553)","(10,3712655)","93000164","(10,7425135)","(4,185623)",""
"54030200","(10,113687)","(10,3768932)","","(10,7537688)","(4,188437)",""
"54030201","(10,114827)","(10,3825775)","","(10,7651375)","(4,191279)",""
"54030202","(10,115973)","(10,3883189)","","(10,7766202)","(4,194150)",""
"54030203","(10,117124)","(10,3941175)","","(10,7882175)","(4,197049)",""
"54030204","(10,118281)","(10,3999737)","","(10,7999299)","(4,199978)",""
"54030205","(10,119444)","(10,4058878)","","(10,8117580)","(4,202935)",""
"54030206","(10,120612)","(10,4118600)","","(10,8237024)","(4,205921)",""
"54030207","(10,121787)","(10,4178906)","","(10,8357636)","(4,208936)",""
"54030208","(10,122967)","(10,4239799)","","(10,8479423)","(4,211981)",""
"54030209","(10,124152)","(10,4301283)","","(10,8602390)","(4,215055)",""
"54030210","(10,125343)","(10,4363359)","","(10,8726542)","(4,218159)",""
"54030211","(10,126540)","(10,4426030)","","(10,8851885)","(4,221292)",""
"54030212","(10,127743)","(10,4489300)","","(10,8978425)","(4,224456)",""
"54030213","(10,128952)","(10,4553172)","","(10,9106168)","(4,227649)",""
"54030214","(10,130166)","(10,4617648)","","(10,9235120)","(4,230873)",""
"54030215","(10,131385)","(10,4682731)","","(10,9365286)","(4,234127)",""
"54030216","(10,132611)","(10,4748423)","","(10,9496671)","(4,237412)",""
"54030217","(10,133842)","(10,4814729)","","(10,9629282)","(4,240727)",""
"54030218","(10,135079)","(10,4881650)","","(10,9763124)","(4,244073)",""
"54030219","(10,136322)","(10,4949189)","","(10,9898203)","(4,247450)",""
"54030220","(10,137570)","(10,5017350)","","(10,10034525)","(4,250858)",""
"54030221","(10,138824)","(10,5086135)","","(10,10172095)","(4,254297)",""
"54030222","(10,140084)","(10,5155547)","","(10,10310919)","(4,257768)",""
"54030223","(10,141349)","(10,5225589)","","(10,10451003)","(4,261270)",""
"54030224","(10,142620)","(10,5296264)","93000164","(10,10592352)","(4,264804)",""
"54030225","(10,143897)","(10,5367574)","","(10,10734972)","(4,268369)",""
"54030226","(10,145179)","(10,5439522)","","(10,10878869)","(4,271967)",""
"54030227","(10,146468)","(10,5512112)","","(10,11024048)","(4,275596)",""
"54030228","(10,147762)","(10,5585346)","","(10,11170516)","(4,279258)",""
"54030229","(10,149061)","(10,5659227)","","(10,11318278)","(4,282952)",""
"54030230","(10,150366)","(10,5733757)","","(10,11467339)","(4,286679)",""
"54030231","(10,151677)","(10,5808940)","","(10,11617705)","(4,290438)",""
"54030232","(10,152994)","(10,5884779)","","(10,11769382)","(4,294230)",""
"54030233","(10,154317)","(10,5961276)","","(10,11922376)","(4,298054)",""
"54030234","(10,155645)","(10,6038434)","","(10,12076693)","(4,301912)",""
"54030235","(10,156978)","(10,6116257)","","(10,12232338)","(4,305804)",""
"54030236","(10,158318)","(10,6194746)","","(10,12389316)","(4,309728)",""
"54030237","(10,159663)","(10,6273905)","","(10,12547634)","(4,313686)",""
"54030238","(10,161014)","(10,6353736)","","(10,12707297)","(4,317678)",""
"54030239","(10,162371)","(10,6434243)","","(10,12868311)","(4,321703)",""
"54030240","(10,163733)","(10,6515429)","","(10,13030682)","(4,325762)",""
"54030241","(10,165101)","(10,6597295)","","(10,13194415)","(4,329855)",""
"54030242","(10,166475)","(10,6679846)","","(10,13359516)","(4,333983)",""
"54030243","(10,167854)","(10,6763083)","","(10,13525991)","(4,338145)",""
"54030244","(10,169239)","(10,6847010)","","(10,13693845)","(4,342341)",""
"54030245","(10,170630)","(10,6931630)","","(10,13863084)","(4,346572)",""
"54030246","(10,172026)","(10,7016945)","","(10,14033714)","(4,350838)",""
"54030247","(10,173429)","(10,7102958)","","(10,14205740)","(4,355139)",""
"54030248","(10,174837)","(10,7189672)","","(10,14379169)","(4,359474)",""
"54030249","(10,176250)","(10,7277091)","93000164","(10,14554006)","(4,363845)",""
"54030250","","(10,7365216)","","(10,14730256)","(4,368251)",""
"54040001","(10,320)","(10,340)","","","",""
"54040002","(10,327)","(10,500)","","(10,660)","(4,7)",""
"54040003","(10,341)","(10,664)","","(10,987)","(4,16)",""
"54040004","(10,363)","(10,834)","","(10,1328)","(4,24)",""
"54040005","(10,391)","(10,1016)","","(10,1691)","(4,33)",""
