"AttributeId","NameStringId","UpgradeMax","AddStarMax","UpgradeNow","AddStarNow","AttArray","AddStarMatirialId","StarShopId","AddStarMatirialNum","AddStarMoneyList","UpgradeMatirialId","UpgradeShopId","UpgradeMatirialNum","UpgradeMoneyList","ExhibitionNpcId","ExhibitionBuffArray","UnlockMaterialId","UnlockMaterialNum","SkillID","EventCondition","BuffArray","PurenessBasicAtt"
"45010184","90020233","20","10","17","7","(4,8,19891150,0,1,4,7,8318450,0,1,4,9,1743910,0,1,4,12,1220510,0,1,4,43,1220510,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280136)","(3,43,5700,0,1)"
"45010185","90020233","20","10","17","8","(4,8,19978360,0,1,4,7,8354920,0,1,4,9,1751560,0,1,4,12,1225860,0,1,4,43,1225860,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280136)","(3,43,5700,0,1)"
"45010186","90020233","20","10","17","9","(4,8,20065570,0,1,4,7,8391390,0,1,4,9,1759210,0,1,4,12,1231210,0,1,4,43,1231210,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280136)","(3,43,5700,0,1)"
"45010187","90020233","20","10","17","10","(4,8,20152780,0,1,4,7,8427860,0,1,4,9,1766860,0,1,4,12,1236560,0,1,4,43,1236560,0,1)","0","0","0","0","31000176","0","1024","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280136)","(3,43,5700,0,1)"
"45010188","90020233","20","10","18","0","(4,8,21460800,0,1,4,7,8974850,0,1,4,9,1881470,0,1,4,12,1316790,0,1,4,43,1316790,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","26020260","(2,10,100,0,0,0,0,0,0,0)","(10280137)","(3,43,5800,0,1)"
"45010189","90020233","20","10","18","1","(4,8,21548010,0,1,4,7,9011320,0,1,4,9,1889120,0,1,4,12,1322140,0,1,4,43,1322140,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280137)","(3,43,5800,0,1)"
"45010190","90020233","20","10","18","2","(4,8,21635220,0,1,4,7,9047790,0,1,4,9,1896770,0,1,4,12,1327490,0,1,4,43,1327490,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280137)","(3,43,5800,0,1)"
"45010191","90020233","20","10","18","3","(4,8,21722430,0,1,4,7,9084260,0,1,4,9,1904420,0,1,4,12,1332840,0,1,4,43,1332840,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280137)","(3,43,5800,0,1)"
"45010192","90020233","20","10","18","4","(4,8,21809640,0,1,4,7,9120730,0,1,4,9,1912070,0,1,4,12,1338190,0,1,4,43,1338190,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280137)","(3,43,5800,0,1)"
"45010193","90020233","20","10","18","5","(4,8,21896850,0,1,4,7,9157200,0,1,4,9,1919720,0,1,4,12,1343540,0,1,4,43,1343540,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280137)","(3,43,5800,0,1)"
"45010194","90020233","20","10","18","6","(4,8,21984060,0,1,4,7,9193670,0,1,4,9,1927370,0,1,4,12,1348890,0,1,4,43,1348890,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280137)","(3,43,5800,0,1)"
"45010195","90020233","20","10","18","7","(4,8,22071270,0,1,4,7,9230140,0,1,4,9,1935020,0,1,4,12,1354240,0,1,4,43,1354240,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280137)","(3,43,5800,0,1)"
"45010196","90020233","20","10","18","8","(4,8,22158480,0,1,4,7,9266610,0,1,4,9,1942670,0,1,4,12,1359590,0,1,4,43,1359590,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280137)","(3,43,5800,0,1)"
"45010197","90020233","20","10","18","9","(4,8,22245690,0,1,4,7,9303080,0,1,4,9,1950320,0,1,4,12,1364940,0,1,4,43,1364940,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280137)","(3,43,5800,0,1)"
"45010198","90020233","20","10","18","10","(4,8,22332900,0,1,4,7,9339550,0,1,4,9,1957970,0,1,4,12,1370290,0,1,4,43,1370290,0,1)","0","0","0","0","31000176","0","1024","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280137)","(3,43,5800,0,1)"
"45010199","90020233","20","10","19","0","(4,8,23640920,0,1,4,7,9886540,0,1,4,9,2072580,0,1,4,12,1450520,0,1,4,43,1450520,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","26020261","(2,10,100,0,0,0,0,0,0,0)","(10280138)","(3,43,5900,0,1)"
"45010200","90020233","20","10","19","1","(4,8,23728130,0,1,4,7,9923010,0,1,4,9,2080230,0,1,4,12,1455870,0,1,4,43,1455870,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280138)","(3,43,5900,0,1)"
"45010201","90020233","20","10","19","2","(4,8,23815340,0,1,4,7,9959480,0,1,4,9,2087880,0,1,4,12,1461220,0,1,4,43,1461220,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280138)","(3,43,5900,0,1)"
"45010202","90020233","20","10","19","3","(4,8,23902550,0,1,4,7,9995950,0,1,4,9,2095530,0,1,4,12,1466570,0,1,4,43,1466570,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280138)","(3,43,5900,0,1)"
"45010203","90020233","20","10","19","4","(4,8,23989760,0,1,4,7,10032420,0,1,4,9,2103180,0,1,4,12,1471920,0,1,4,43,1471920,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280138)","(3,43,5900,0,1)"
"45010204","90020233","20","10","19","5","(4,8,24076970,0,1,4,7,10068890,0,1,4,9,2110830,0,1,4,12,1477270,0,1,4,43,1477270,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280138)","(3,43,5900,0,1)"
"45010205","90020233","20","10","19","6","(4,8,24164180,0,1,4,7,10105360,0,1,4,9,2118480,0,1,4,12,1482620,0,1,4,43,1482620,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280138)","(3,43,5900,0,1)"
"45010206","90020233","20","10","19","7","(4,8,24251390,0,1,4,7,10141830,0,1,4,9,2126130,0,1,4,12,1487970,0,1,4,43,1487970,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280138)","(3,43,5900,0,1)"
"45010207","90020233","20","10","19","8","(4,8,24338600,0,1,4,7,10178300,0,1,4,9,2133780,0,1,4,12,1493320,0,1,4,43,1493320,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280138)","(3,43,5900,0,1)"
"45010208","90020233","20","10","19","9","(4,8,24425810,0,1,4,7,10214770,0,1,4,9,2141430,0,1,4,12,1498670,0,1,4,43,1498670,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280138)","(3,43,5900,0,1)"
"45010209","90020233","20","10","19","10","(4,8,24513020,0,1,4,7,10251240,0,1,4,9,2149080,0,1,4,12,1504020,0,1,4,43,1504020,0,1)","0","0","0","0","31000176","0","1024","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280138)","(3,43,5900,0,1)"
"45010210","90020233","20","10","20","0","(4,8,25821040,0,1,4,7,10798230,0,1,4,9,2263690,0,1,4,12,1584250,0,1,4,43,1584250,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","26020262","(2,10,100,0,0,0,0,0,0,0)","(10280139)","(3,43,6000,0,1)"
"45010211","90020233","20","10","20","1","(4,8,25908250,0,1,4,7,10834700,0,1,4,9,2271340,0,1,4,12,1589600,0,1,4,43,1589600,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280139)","(3,43,6000,0,1)"
"45010212","90020233","20","10","20","2","(4,8,25995460,0,1,4,7,10871170,0,1,4,9,2278990,0,1,4,12,1594950,0,1,4,43,1594950,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280139)","(3,43,6000,0,1)"
"45010213","90020233","20","10","20","3","(4,8,26082670,0,1,4,7,10907640,0,1,4,9,2286640,0,1,4,12,1600300,0,1,4,43,1600300,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280139)","(3,43,6000,0,1)"
"45010214","90020233","20","10","20","4","(4,8,26169880,0,1,4,7,10944110,0,1,4,9,2294290,0,1,4,12,1605650,0,1,4,43,1605650,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280139)","(3,43,6000,0,1)"
"45010215","90020233","20","10","20","5","(4,8,26257090,0,1,4,7,10980580,0,1,4,9,2301940,0,1,4,12,1611000,0,1,4,43,1611000,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280139)","(3,43,6000,0,1)"
"45010216","90020233","20","10","20","6","(4,8,26344300,0,1,4,7,11017050,0,1,4,9,2309590,0,1,4,12,1616350,0,1,4,43,1616350,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280139)","(3,43,6000,0,1)"
"45010217","90020233","20","10","20","7","(4,8,26431510,0,1,4,7,11053520,0,1,4,9,2317240,0,1,4,12,1621700,0,1,4,43,1621700,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280139)","(3,43,6000,0,1)"
"45010218","90020233","20","10","20","8","(4,8,26518720,0,1,4,7,11089990,0,1,4,9,2324890,0,1,4,12,1627050,0,1,4,43,1627050,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280139)","(3,43,6000,0,1)"
"45010219","90020233","20","10","20","9","(4,8,26605930,0,1,4,7,11126460,0,1,4,9,2332540,0,1,4,12,1632400,0,1,4,43,1632400,0,1)","31000178","0","1024","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280139)","(3,43,6000,0,1)"
"45010220","90020233","20","10","20","10","(4,8,26693140,0,1,4,7,11162930,0,1,4,9,2340190,0,1,4,12,1637750,0,1,4,43,1637750,0,1)","0","0","0","0","0","0","0","0","76980304","(10990018,10990045)","","","","(2,10,100,0,0,0,0,0,0,0)","(10280139)","(3,43,6000,0,1)"
"45020001","90020234","20","10","1","0","(4,8,21350,0,1,4,5,2730,0,1,4,6,3280,0,1,4,9,1880,0,1,4,7,0,0.01,1)","31000179","0","1","0","0","0","0","0","76980305","(10990018,10990046)","31000177","1","26020180","(2,10,6.5,0,0,0,0,0,0,0)","(10280065)",""
"45020002","90020234","20","10","1","1","(4,8,22780,0,1,4,5,2920,0,1,4,6,3500,0,1,4,9,2010,0,1,4,7,0,0.011,1)","31000179","0","1","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,6.5,0,0,0,0,0,0,0)","(10280065)",""
"45020003","90020234","20","10","1","2","(4,8,24210,0,1,4,5,3110,0,1,4,6,3720,0,1,4,9,2140,0,1,4,7,0,0.012,1)","31000179","0","1","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,6.5,0,0,0,0,0,0,0)","(10280065)",""
"45020004","90020234","20","10","1","3","(4,8,25640,0,1,4,5,3300,0,1,4,6,3940,0,1,4,9,2270,0,1,4,7,0,0.013,1)","31000179","0","1","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,6.5,0,0,0,0,0,0,0)","(10280065)",""
"45020005","90020234","20","10","1","4","(4,8,27070,0,1,4,5,3490,0,1,4,6,4160,0,1,4,9,2400,0,1,4,7,0,0.014,1)","31000179","0","1","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,6.5,0,0,0,0,0,0,0)","(10280065)",""
"45020006","90020234","20","10","1","5","(4,8,28500,0,1,4,5,3680,0,1,4,6,4380,0,1,4,9,2530,0,1,4,7,0,0.015,1)","31000179","0","1","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,6.5,0,0,0,0,0,0,0)","(10280065)",""
"45020007","90020234","20","10","1","6","(4,8,29930,0,1,4,5,3870,0,1,4,6,4600,0,1,4,9,2660,0,1,4,7,0,0.016,1)","31000179","0","1","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,6.5,0,0,0,0,0,0,0)","(10280065)",""
"45020008","90020234","20","10","1","7","(4,8,31360,0,1,4,5,4060,0,1,4,6,4820,0,1,4,9,2790,0,1,4,7,0,0.017,1)","31000179","0","1","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,6.5,0,0,0,0,0,0,0)","(10280065)",""
"45020009","90020234","20","10","1","8","(4,8,32790,0,1,4,5,4250,0,1,4,6,5040,0,1,4,9,2920,0,1,4,7,0,0.018,1)","31000179","0","1","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,6.5,0,0,0,0,0,0,0)","(10280065)",""
"45020010","90020234","20","10","1","9","(4,8,34220,0,1,4,5,4440,0,1,4,6,5260,0,1,4,9,3050,0,1,4,7,0,0.019,1)","31000179","0","1","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,6.5,0,0,0,0,0,0,0)","(10280065)",""
"45020011","90020234","20","10","1","10","(4,8,35650,0,1,4,5,4630,0,1,4,6,5480,0,1,4,9,3180,0,1,4,7,0,0.02,1)","0","0","0","0","31000177","0","2","0","76980305","(10990018,10990046)","","","","(2,10,6.5,0,0,0,0,0,0,0)","(10280065)",""
"45020012","90020234","20","10","2","0","(4,8,78340,0,1,4,5,10090,0,1,4,6,12030,0,1,4,9,6930,0,1,4,7,0,0.03,1)","31000179","0","2","0","0","0","0","0","76980305","(10990018,10990046)","","","26020181","(2,10,8,0,0,0,0,0,0,0)","(10280066)",""
"45020013","90020234","20","10","2","1","(4,8,81190,0,1,4,5,10460,0,1,4,6,12470,0,1,4,9,7180,0,1,4,7,0,0.031,1)","31000179","0","2","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,8,0,0,0,0,0,0,0)","(10280066)",""
"45020014","90020234","20","10","2","2","(4,8,84040,0,1,4,5,10830,0,1,4,6,12910,0,1,4,9,7430,0,1,4,7,0,0.032,1)","31000179","0","2","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,8,0,0,0,0,0,0,0)","(10280066)",""
"45020015","90020234","20","10","2","3","(4,8,86890,0,1,4,5,11200,0,1,4,6,13350,0,1,4,9,7680,0,1,4,7,0,0.033,1)","31000179","0","2","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,8,0,0,0,0,0,0,0)","(10280066)",""
"45020016","90020234","20","10","2","4","(4,8,89740,0,1,4,5,11570,0,1,4,6,13790,0,1,4,9,7930,0,1,4,7,0,0.034,1)","31000179","0","2","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,8,0,0,0,0,0,0,0)","(10280066)",""
"45020017","90020234","20","10","2","5","(4,8,92590,0,1,4,5,11940,0,1,4,6,14230,0,1,4,9,8180,0,1,4,7,0,0.035,1)","31000179","0","2","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,8,0,0,0,0,0,0,0)","(10280066)",""
"45020018","90020234","20","10","2","6","(4,8,95440,0,1,4,5,12310,0,1,4,6,14670,0,1,4,9,8430,0,1,4,7,0,0.036,1)","31000179","0","2","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,8,0,0,0,0,0,0,0)","(10280066)",""
"45020019","90020234","20","10","2","7","(4,8,98290,0,1,4,5,12680,0,1,4,6,15110,0,1,4,9,8680,0,1,4,7,0,0.037,1)","31000179","0","2","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,8,0,0,0,0,0,0,0)","(10280066)",""
"45020020","90020234","20","10","2","8","(4,8,101140,0,1,4,5,13050,0,1,4,6,15550,0,1,4,9,8930,0,1,4,7,0,0.038,1)","31000179","0","2","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,8,0,0,0,0,0,0,0)","(10280066)",""
"45020021","90020234","20","10","2","9","(4,8,103990,0,1,4,5,13420,0,1,4,6,15990,0,1,4,9,9180,0,1,4,7,0,0.039,1)","31000179","0","2","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,8,0,0,0,0,0,0,0)","(10280066)",""
"45020022","90020234","20","10","2","10","(4,8,106840,0,1,4,5,13790,0,1,4,6,16430,0,1,4,9,9430,0,1,4,7,0,0.04,1)","0","0","0","0","31000177","0","3","0","76980305","(10990018,10990046)","","","","(2,10,8,0,0,0,0,0,0,0)","(10280066)",""
"45020023","90020234","20","10","3","0","(4,8,170880,0,1,4,5,21980,0,1,4,6,26250,0,1,4,9,15050,0,1,4,7,0,0.05,1)","31000179","0","3","0","0","0","0","0","76980305","(10990018,10990046)","","","26020182","(2,10,9.5,0,0,0,0,0,0,0)","(10280067)",""
"45020024","90020234","20","10","3","1","(4,8,175150,0,1,4,5,22530,0,1,4,6,26910,0,1,4,9,15430,0,1,4,7,0,0.051,1)","31000179","0","3","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,9.5,0,0,0,0,0,0,0)","(10280067)",""
"45020025","90020234","20","10","3","2","(4,8,179420,0,1,4,5,23080,0,1,4,6,27570,0,1,4,9,15810,0,1,4,7,0,0.052,1)","31000179","0","3","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,9.5,0,0,0,0,0,0,0)","(10280067)",""
"45020026","90020234","20","10","3","3","(4,8,183690,0,1,4,5,23630,0,1,4,6,28230,0,1,4,9,16190,0,1,4,7,0,0.053,1)","31000179","0","3","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,9.5,0,0,0,0,0,0,0)","(10280067)",""
"45020027","90020234","20","10","3","4","(4,8,187960,0,1,4,5,24180,0,1,4,6,28890,0,1,4,9,16570,0,1,4,7,0,0.054,1)","31000179","0","3","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,9.5,0,0,0,0,0,0,0)","(10280067)",""
"45020028","90020234","20","10","3","5","(4,8,192230,0,1,4,5,24730,0,1,4,6,29550,0,1,4,9,16950,0,1,4,7,0,0.055,1)","31000179","0","3","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,9.5,0,0,0,0,0,0,0)","(10280067)",""
"45020029","90020234","20","10","3","6","(4,8,196500,0,1,4,5,25280,0,1,4,6,30210,0,1,4,9,17330,0,1,4,7,0,0.056,1)","31000179","0","3","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,9.5,0,0,0,0,0,0,0)","(10280067)",""
"45020030","90020234","20","10","3","7","(4,8,200770,0,1,4,5,25830,0,1,4,6,30870,0,1,4,9,17710,0,1,4,7,0,0.057,1)","31000179","0","3","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,9.5,0,0,0,0,0,0,0)","(10280067)",""
"45020031","90020234","20","10","3","8","(4,8,205040,0,1,4,5,26380,0,1,4,6,31530,0,1,4,9,18090,0,1,4,7,0,0.058,1)","31000179","0","3","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,9.5,0,0,0,0,0,0,0)","(10280067)",""
"45020032","90020234","20","10","3","9","(4,8,209310,0,1,4,5,26930,0,1,4,6,32190,0,1,4,9,18470,0,1,4,7,0,0.059,1)","31000179","0","3","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,9.5,0,0,0,0,0,0,0)","(10280067)",""
"45020033","90020234","20","10","3","10","(4,8,213580,0,1,4,5,27480,0,1,4,6,32850,0,1,4,9,18850,0,1,4,7,0,0.06,1)","0","0","0","0","31000177","0","4","0","76980305","(10990018,10990046)","","","","(2,10,9.5,0,0,0,0,0,0,0)","(10280067)",""
"45020034","90020234","20","10","4","0","(4,8,298960,0,1,4,5,38390,0,1,4,6,45950,0,1,4,9,26340,0,1,4,7,0,0.07,1)","31000179","0","4","0","0","0","0","0","76980305","(10990018,10990046)","","","26020183","(2,10,11,0,0,0,0,0,0,0)","(10280068)",""
"45020035","90020234","20","10","4","1","(4,8,304660,0,1,4,5,39120,0,1,4,6,46830,0,1,4,9,26840,0,1,4,7,0,0.071,1)","31000179","0","4","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,11,0,0,0,0,0,0,0)","(10280068)",""
"45020036","90020234","20","10","4","2","(4,8,310360,0,1,4,5,39850,0,1,4,6,47710,0,1,4,9,27340,0,1,4,7,0,0.072,1)","31000179","0","4","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,11,0,0,0,0,0,0,0)","(10280068)",""
"45020037","90020234","20","10","4","3","(4,8,316060,0,1,4,5,40580,0,1,4,6,48590,0,1,4,9,27840,0,1,4,7,0,0.073,1)","31000179","0","4","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,11,0,0,0,0,0,0,0)","(10280068)",""
"45020038","90020234","20","10","4","4","(4,8,321760,0,1,4,5,41310,0,1,4,6,49470,0,1,4,9,28340,0,1,4,7,0,0.074,1)","31000179","0","4","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,11,0,0,0,0,0,0,0)","(10280068)",""
"45020039","90020234","20","10","4","5","(4,8,327460,0,1,4,5,42040,0,1,4,6,50350,0,1,4,9,28840,0,1,4,7,0,0.075,1)","31000179","0","4","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,11,0,0,0,0,0,0,0)","(10280068)",""
"45020040","90020234","20","10","4","6","(4,8,333160,0,1,4,5,42770,0,1,4,6,51230,0,1,4,9,29340,0,1,4,7,0,0.076,1)","31000179","0","4","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,11,0,0,0,0,0,0,0)","(10280068)",""
"45020041","90020234","20","10","4","7","(4,8,338860,0,1,4,5,43500,0,1,4,6,52110,0,1,4,9,29840,0,1,4,7,0,0.077,1)","31000179","0","4","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,11,0,0,0,0,0,0,0)","(10280068)",""
"45020042","90020234","20","10","4","8","(4,8,344560,0,1,4,5,44230,0,1,4,6,52990,0,1,4,9,30340,0,1,4,7,0,0.078,1)","31000179","0","4","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,11,0,0,0,0,0,0,0)","(10280068)",""
"45020043","90020234","20","10","4","9","(4,8,350260,0,1,4,5,44960,0,1,4,6,53870,0,1,4,9,30840,0,1,4,7,0,0.079,1)","31000179","0","4","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,11,0,0,0,0,0,0,0)","(10280068)",""
"45020044","90020234","20","10","4","10","(4,8,355960,0,1,4,5,45690,0,1,4,6,54750,0,1,4,9,31340,0,1,4,7,0,0.08,1)","0","0","0","0","31000177","0","5","0","76980305","(10990018,10990046)","","","","(2,10,11,0,0,0,0,0,0,0)","(10280068)",""
"45020045","90020234","20","10","5","0","(4,8,462680,0,1,4,5,59330,0,1,4,6,71120,0,1,4,9,40700,0,1,4,7,0,0.09,1)","31000179","0","5","0","0","0","0","0","76980305","(10990018,10990046)","","","26020184","(2,10,12.5,0,0,0,0,0,0,0)","(10280069)",""
"45020046","90020234","20","10","5","1","(4,8,469800,0,1,4,5,60240,0,1,4,6,72220,0,1,4,9,41330,0,1,4,7,0,0.091,1)","31000179","0","5","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,12.5,0,0,0,0,0,0,0)","(10280069)",""
"45020047","90020234","20","10","5","2","(4,8,476920,0,1,4,5,61150,0,1,4,6,73320,0,1,4,9,41960,0,1,4,7,0,0.092,1)","31000179","0","5","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,12.5,0,0,0,0,0,0,0)","(10280069)",""
"45020048","90020234","20","10","5","3","(4,8,484040,0,1,4,5,62060,0,1,4,6,74420,0,1,4,9,42590,0,1,4,7,0,0.093,1)","31000179","0","5","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,12.5,0,0,0,0,0,0,0)","(10280069)",""
"45020049","90020234","20","10","5","4","(4,8,491160,0,1,4,5,62970,0,1,4,6,75520,0,1,4,9,43220,0,1,4,7,0,0.094,1)","31000179","0","5","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,12.5,0,0,0,0,0,0,0)","(10280069)",""
"45020050","90020234","20","10","5","5","(4,8,498280,0,1,4,5,63880,0,1,4,6,76620,0,1,4,9,43850,0,1,4,7,0,0.095,1)","31000179","0","5","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,12.5,0,0,0,0,0,0,0)","(10280069)",""
"45020051","90020234","20","10","5","6","(4,8,505400,0,1,4,5,64790,0,1,4,6,77720,0,1,4,9,44480,0,1,4,7,0,0.096,1)","31000179","0","5","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,12.5,0,0,0,0,0,0,0)","(10280069)",""
"45020052","90020234","20","10","5","7","(4,8,512520,0,1,4,5,65700,0,1,4,6,78820,0,1,4,9,45110,0,1,4,7,0,0.097,1)","31000179","0","5","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,12.5,0,0,0,0,0,0,0)","(10280069)",""
"45020053","90020234","20","10","5","8","(4,8,519640,0,1,4,5,66610,0,1,4,6,79920,0,1,4,9,45740,0,1,4,7,0,0.098,1)","31000179","0","5","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,12.5,0,0,0,0,0,0,0)","(10280069)",""
"45020054","90020234","20","10","5","9","(4,8,526760,0,1,4,5,67520,0,1,4,6,81020,0,1,4,9,46370,0,1,4,7,0,0.099,1)","31000179","0","5","0","0","0","0","0","76980305","(10990018,10990046)","","","","(2,10,12.5,0,0,0,0,0,0,0)","(10280069)",""
"45020055","90020234","20","10","5","10","(4,8,533880,0,1,4,5,68430,0,1,4,6,82120,0,1,4,9,47000,0,1,4,7,0,0.1,1)","0","0","0","0","31000177","0","6","0","76980305","(10990018,10990046)","","","","(2,10,12.5,0,0,0,0,0,0,0)","(10280069)",""
"45020056","90020234","20","10","6","0","(4,8,661950,0,1,4,5,84800,0,1,4,6,101760,0,1,4,9,58230,0,1,4,7,0,0.11,1)","31000179","0","6","0","0","0","0","0","76980305","(10990018,10990046)","","","26020185","(2,10,14,0,0,0,0,0,0,0)","(10280070)",""
