"AttributeId","item_name","ItemObtainDescription","ItemDescription","item_type","sub_type","item_color","level_limit","sexual_limit","class_type","grade_level_limit","max_pile_num","SellMoney","locked","AutoUse","IsShowRecommend","IsValuable","AuctionLabType","AuctionLabSubType","AuctionMinMoneyArray","AuctionRecommendMoneyArray","AuctionMaxMoneyArray","AuctionAutoRecoverMoneyArray","AuctionCanSellMoneyArray","TradingLabType","TradingSubLabType","TradingBaseMoneyArray","TradingFinalMoneyArray","TradingAuctionTime","TradingAwaitTime","picture_name_res","button_picture_res","button_picture_res_array","item_color_type","back_image","mesh_res","DropModeID","skill_array","buff_trigger_id","advanced_type","advanced_id","god_assembled","god_assembled_id","logic_id","game_location","game_rotation","game_scale","login_location","login_rotation","login_scale","GetWayWidgetJumpArray","GetWayUnlockIdArray","ShowNpc","Notice_id","FuncUnlockid","goods_id","StoreJumpSpecialItemId","EquipOnNeedAtt","DropRecordModel","ExtraTidyWeight","EffectiveTime","LegionDonateAddIntegral","LegionDonateReduceIntegral","FashionId","Illusionid","AwakenID","AwakenPower","IsShowOpen","AutoPickTime","DecomposeTip","AuctionNotice"
"31021732","90012632","","90016001","2","7","6","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251632","91251632","","3","0","","76999999","0","0","1","31021738","","31025541","40070192","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,335,1,0,4,0,3,134)","2","460211732","","600","720","","","161005001","","","1","",""
"31021733","90012633","","90016001","2","7","1","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251633","91251633","","3","0","","76999999","0","0","0","31021739","","","40070193","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","","","410311733","","","","","","0","","","1","",""
"31021734","90012634","","90016001","2","7","2","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251634","91251634","","3","0","","76999999","0","0","0","31021740","","","40070194","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,415,1,0,4,0,3,166)","","420311734","","","","","","0","","","1","",""
"31021735","90012635","","90016001","2","7","3","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251635","91251635","","3","0","","76999999","0","0","0","31021741","","","40070195","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,485,1,0,4,0,3,194)","","430311735","","","","","","0","","","1","",""
"31021736","90012636","90026587","90016001","2","7","4","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251636","91251636","","3","0","","76999999","0","0","0","31021742","","","40070196","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090018,92300002,-1,-1,-1,90090150,92300004,0,-1,-1,90091276,92700003,0,-1)","(117000012,90090693,117000016,90090698,117000095,90091249)","0","","","","","(2,555,1,0,4,0,3,222)","","440311736","","225","270","","","0","","","1","",""
"31021737","90012637","90026588","90016001","2","7","5","(1,999)","0","(4)","0","1","0","0","0","1","","4","5","","(0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0)","","","(25,25,4,4,4,25,25,25,25)","1","2","(25,200,25,200,25,200,25,200,25,200,25,200,25,200,25,200,25,200)","(25,600,25,600,25,600,25,600,25,600,25,600,25,600,25,600,25,600)","14400","120","91251637","91251637","","3","0","","76999999","0","0","1","31021743","","31021738","40070197","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091276,92700003,0,-1)","(117000095,90091249)","0","","","","","(2,555,1,0,4,0,3,222)","","450311737","","450","540","","","161005001","300","","1","",""
"31021738","90012638","","90016001","2","7","6","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251638","91251638","","3","0","","76999999","0","0","1","31021744","","31025542","40070198","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,555,1,0,4,0,3,222)","2","460311738","","900","1080","","","161005001","","","1","",""
"31021739","90012639","","90016001","2","7","1","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251639","91251639","","3","0","","76999999","0","0","0","31021745","","","40070199","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","","","410411739","","","","","","0","","","1","",""
"31021740","90012640","","90016001","2","7","2","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251640","91251640","","3","0","","76999999","0","0","0","31021746","","","40070200","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,610,1,0,4,0,3,244)","","420411740","","","","","","0","","","1","",""
"31021741","90012641","","90016001","2","7","3","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251641","91251641","","3","0","","76999999","0","0","0","31021747","","","40070201","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,705,1,0,4,0,3,282)","","430411741","","","","","","0","","","1","",""
"31021742","90012642","90026587","90016001","2","7","4","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251642","91251642","","3","0","","76999999","0","0","0","31021748","","","40070202","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090018,92300002,-1,-1,-1,90090150,92300004,0,-1,-1,90091276,92700003,0,-1)","(117000012,90090693,117000016,90090698,117000095,90091249)","0","","","","","(2,800,1,0,4,0,3,320)","","440411742","","300","360","","","0","","","1","",""
"31021743","90012643","90026588","90016001","2","7","5","(1,999)","0","(4)","0","1","0","0","0","1","","4","5","","(0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0)","","","(25,25,4,4,4,25,25,25,25)","1","2","(25,250,25,250,25,250,25,250,25,250,25,250,25,250,25,250,25,250)","(25,750,25,750,25,750,25,750,25,750,25,750,25,750,25,750,25,750)","14400","120","91251643","91251643","","3","0","","76999999","0","0","1","31021749","1","31021744","40070203","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091276,92700003,0,-1)","(117000095,90091249)","0","","","","","(2,800,1,0,4,0,3,320)","","450411743","","600","720","","","161005001","400","","1","",""
"31021744","90012644","","90016001","2","7","6","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251644","91251644","","3","0","","76999999","0","0","1","31021750","1","31025543","40070204","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,800,1,0,4,0,3,320)","2","460411744","","1200","1440","","","161005001","","","1","",""
"31021745","90012645","","90016001","2","7","1","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251645","91251645","","3","0","","76999999","0","0","0","31021751","","","40070205","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","","","410511745","","","","","","0","","","1","",""
"31021746","90012646","","90016001","2","7","2","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251646","91251646","","3","0","","76999999","0","0","0","31021752","","","40070206","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,830,1,0,4,0,3,332)","","420511746","","","","","","0","","","1","",""
"31021747","90012647","","90016001","2","7","3","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251647","91251647","","3","0","","76999999","0","0","0","31021753","","","40070207","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,950,1,0,4,0,3,380)","","430511747","","","","","","0","","","1","",""
"31021748","90012648","90026587","90016001","2","7","4","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251648","91251648","","3","0","","76999999","0","0","0","31021754","","","40070208","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090018,92300002,-1,-1,-1,90090150,92300004,0,-1,-1,90091276,92700003,0,-1)","(117000012,90090693,117000016,90090698,117000095,90091249)","0","","","","","(2,1070,1,0,4,0,3,428)","","440511748","","400","480","","","0","","","1","",""
"31021749","90012649","90026588","90016001","2","7","5","(1,999)","0","(4)","0","1","0","0","0","1","","4","5","","(0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0)","","","(25,25,4,4,4,25,25,25,25)","1","2","(25,300,25,300,25,300,25,300,25,300,25,300,25,300,25,300,25,300)","(25,900,25,900,25,900,25,900,25,900,25,900,25,900,25,900,25,900)","14400","120","91251649","91251649","","3","0","","76999999","0","0","1","31021755","1","31021750","40070209","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091276,92700003,0,-1)","(117000095,90091249)","0","","","","","(2,1070,1,0,4,0,3,428)","","450511749","","800","960","","","161005001","500","","1","",""
"31021750","90012650","","90016001","2","7","6","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251650","91251650","","3","0","","76999999","0","0","1","31021756","1","31025544","40070210","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,1070,1,0,4,0,3,428)","2","460511750","","1600","1920","","","161005001","","","1","",""
"31021751","90012651","","90016001","2","7","1","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251651","91251651","","3","0","","76999999","0","0","0","31021757","","","40070211","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","","","410611751","","","","","","0","","","1","",""
"31021752","90012652","","90016001","2","7","2","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251652","91251652","","3","0","","76999999","0","0","0","31021758","","","40070212","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,1075,1,0,4,0,3,430)","","420611752","","","","","","0","","","1","",""
"31021753","90012653","","90016001","2","7","3","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251653","91251653","","3","0","","76999999","0","0","0","31021759","","","40070213","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,1220,1,0,4,0,3,488)","","430611753","","","","","","0","","","1","",""
"31021754","90012654","90026587","90016001","2","7","4","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251654","91251654","","3","0","","76999999","0","0","0","31021760","","","40070214","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090018,92300002,-1,-1,-1,90090150,92300004,0,-1,-1,90091276,92700003,0,-1)","(117000012,90090693,117000016,90090698,117000095,90091249)","0","","","","","(2,1365,1,0,4,0,3,546)","","440611754","","500","600","","","0","","","1","",""
"31021755","90012655","90026588","90016001","2","7","5","(1,999)","0","(4)","0","1","0","0","0","1","","4","5","","(0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0)","","","(25,25,4,4,4,25,25,25,25)","1","2","(25,350,25,350,25,350,25,350,25,350,25,350,25,350,25,350,25,350)","(25,1050,25,1050,25,1050,25,1050,25,1050,25,1050,25,1050,25,1050,25,1050)","14400","120","91251655","91251655","","3","0","","76999999","0","0","1","31021761","1","31021756","40070215","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091276,92700003,0,-1)","(117000095,90091249)","0","","","","","(2,1365,1,0,4,0,3,546)","","450611755","","1000","1200","","","161005001","600","","1","",""
"31021756","90012656","","90016001","2","7","6","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251656","91251656","","3","0","","76999999","0","0","1","31021762","1","31025545","40070216","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,1365,1,0,4,0,3,546)","2","460611756","","2000","2400","","","161005001","","","1","",""
"31021757","90012657","","90016001","2","7","1","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251657","91251657","","3","0","","76999999","0","0","0","31021763","","","40070217","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","","","410711757","","","","","","0","","","1","",""
"31021758","90012658","","90016001","2","7","2","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251658","91251658","","3","0","","76999999","0","0","0","31021764","","","40070218","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,1345,1,0,4,0,3,538)","","420711758","","","","","","0","","","1","",""
"31021759","90012659","","90016001","2","7","3","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251659","91251659","","3","0","","76999999","0","0","0","31021765","","","40070219","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,1515,1,0,4,0,3,606)","","430711759","","","","","","0","","","1","",""
"31021760","90012660","90026587","90016001","2","7","4","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251660","91251660","","3","0","","76999999","0","0","0","31021766","","","40070220","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090018,92300002,-1,-1,-1,90090150,92300004,0,-1,-1,90091276,92700003,0,-1)","(117000012,90090693,117000016,90090698,117000095,90091249)","0","","","","","(2,1685,1,0,4,0,3,674)","","440711760","","650","780","","","0","","","1","",""
"31021761","90012661","90026588","90016001","2","7","5","(1,999)","0","(4)","0","1","0","0","0","1","","4","5","","(0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0)","","","(25,25,4,4,4,25,25,25,25)","1","2","(25,400,25,400,25,400,25,400,25,400,25,400,25,400,25,400,25,400)","(25,1200,25,1200,25,1200,25,1200,25,1200,25,1200,25,1200,25,1200,25,1200)","14400","120","91251661","91251661","","3","0","","76999999","0","0","1","31021767","1","31021762","40070221","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091276,92700003,0,-1)","(117000095,90091249)","0","","","","","(2,1685,1,0,4,0,3,674)","","450711761","","1300","1560","","","161005001","700","","1","",""
"31021762","90012662","","90016001","2","7","6","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251662","91251662","","3","0","","76999999","0","0","1","31021768","1","31025546","40070222","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,1685,1,0,4,0,3,674)","2","460711762","","2600","3120","","","161005001","","","1","",""
"31021763","90012663","","90016001","2","7","1","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251663","91251663","","3","0","","76999999","0","0","0","31021769","","","40070223","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","","","410811763","","","","","","0","","","1","",""
"31021764","90012664","","90016001","2","7","2","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251664","91251664","","3","0","","76999999","0","0","0","31021770","","","40070224","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,1640,1,0,4,0,3,656)","","420811764","","","","","","0","","","1","",""
"31021765","90012665","","90016001","2","7","3","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251665","91251665","","3","0","","76999999","0","0","0","31021771","","","40070225","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,1835,1,0,4,0,3,734)","","430811765","","","","","","0","","","1","",""
"31021766","90012666","90026587","90016001","2","7","4","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251666","91251666","","3","0","","76999999","0","0","0","31021772","","","40070226","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090018,92300002,-1,-1,-1,90090150,92300004,0,-1,-1,90091276,92700003,0,-1)","(117000012,90090693,117000016,90090698,117000095,90091249)","0","","","","","(2,2030,1,0,4,0,3,812)","","440811766","","800","960","","","0","","","1","",""
"31021767","90012667","90026588","90016001","2","7","5","(1,999)","0","(4)","0","1","0","0","0","1","","4","5","","(0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0)","","","(25,25,4,4,4,25,25,25,25)","1","2","(25,450,25,450,25,450,25,450,25,450,25,450,25,450,25,450,25,450)","(25,1350,25,1350,25,1350,25,1350,25,1350,25,1350,25,1350,25,1350,25,1350)","14400","120","91251667","91251667","","3","0","","76999999","0","0","1","31021773","1","31021768","40070227","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091276,92700003,0,-1)","(117000095,90091249)","0","","","","","(2,2030,1,0,4,0,3,812)","","450811767","","1600","1920","","","161005001","800","","1","",""
"31021768","90012668","","90016001","2","7","6","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251668","91251668","","3","0","","76999999","0","0","1","31021774","1","31025547","40070228","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,2030,1,0,4,0,3,812)","2","460811768","","3200","3840","","","161005001","","","1","",""
"31021769","90012669","","90016001","2","7","1","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251669","91251669","","3","0","","76999999","0","0","0","31021775","","","40070229","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","","","410911769","","","","","","0","","","1","",""
"31021770","90012670","","90016001","2","7","2","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251670","91251670","","3","0","","76999999","0","0","0","31021776","","","40070230","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,1960,1,0,4,0,3,784)","","420911770","","","","","","0","","","1","",""
"31021771","90012671","","90016001","2","7","3","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251671","91251671","","3","0","","76999999","0","0","0","31021777","","","40070231","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,2180,1,0,4,0,3,872)","","430911771","","","","","","0","","","1","",""
"31021772","90012672","90026587","90016001","2","7","4","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251672","91251672","","3","0","","76999999","0","0","0","31021778","","","40070232","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090018,92300002,-1,-1,-1,90090150,92300004,0,-1,-1,90091276,92700003,0,-1)","(117000012,90090693,117000016,90090698,117000095,90091249)","0","","","","","(2,2400,1,0,4,0,3,960)","","440911772","","1000","1200","","","0","","","1","",""
"31021773","90012673","90026588","90016001","2","7","5","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251673","91251673","","3","0","","76999999","0","0","1","31021779","1","31021774","40070233","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091276,92700003,0,-1)","(117000095,90091249)","0","","","","","(2,2400,1,0,4,0,3,960)","","450911773","","2000","2400","","","161005001","900","","1","",""
"31021774","90012674","","90016001","2","7","6","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251674","91251674","","3","0","","76999999","0","0","1","31021780","1","31025548","40070234","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,2400,1,0,4,0,3,960)","2","460911774","","4000","4800","","","161005001","","","1","",""
"31021775","90012675","","90016001","2","7","1","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251675","91251675","","3","0","","76999999","0","0","0","0","","","40070235","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","","","411011775","","","","","","0","","","1","",""
"31021776","90012676","","90016001","2","7","2","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251676","91251676","","3","0","","76999999","0","0","0","0","","","40070236","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,2305,1,0,4,0,3,922)","","421011776","","","","","","0","","","1","",""
"31021777","90012677","","90016001","2","7","3","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251677","91251677","","3","0","","76999999","0","0","0","0","","","40070237","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,2550,1,0,4,0,3,1020)","","431011777","","","","","","0","","","1","",""
"31021778","90012678","90026587","90016001","2","7","4","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251678","91251678","","3","0","","76999999","0","0","0","0","","","40070238","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090018,92300002,-1,-1,-1,90090150,92300004,0,-1,-1,90091276,92700003,0,-1)","(117000012,90090693,117000016,90090698,117000095,90091249)","0","","","","","(2,2795,1,0,4,0,3,1118)","","441011778","","1250","1500","","","0","","","1","",""
"31021779","90012679","90026588","90016001","2","7","5","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251679","91251679","","3","0","","76999999","0","0","0","0","1","31021780","40070239","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091276,92700003,0,-1)","(117000095,90091249)","0","","","","","(2,2795,1,0,4,0,3,1118)","","451011779","","2500","3000","","","161005001","1000","","1","",""
"31021780","90012680","","90016001","2","7","6","(1,999)","0","(4)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251680","91251680","","3","0","","76999999","0","0","0","0","1","31025549","40070240","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(2,2795,1,0,4,0,3,1118)","2","461011780","","5000","6000","","","161005001","","","1","",""
"31021781","90012681","","90016001","2","6","1","(1,999)","0","(1)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251681","91251681","","3","0","","76999999","0","0","0","31021787","","","40080001","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","","","410171781","","","","","","","","","1","",""
"31021782","90012682","","90016001","2","6","2","(1,999)","0","(1)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251682","91251682","","3","0","","76999999","0","0","0","31021788","","","40080002","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","","","420171782","","","","","","","","","1","",""
"31021783","90012683","","90016001","2","6","3","(1,999)","0","(1)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251683","91251683","","3","0","","76999999","0","0","0","31021789","","","40080003","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","","","430171783","","","","","","","","","1","",""
"31021784","90012684","90026587","90016001","2","6","4","(1,999)","0","(1)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251684","91251684","","3","0","","76999999","0","0","0","31021790","","","40080004","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090018,92300002,-1,-1,-1,90090150,92300004,0,-1,-1,90091276,92700003,0,-1)","(117000012,90090693,117000016,90090698,117000095,90091249)","0","","","","","(1,105,2,66,3,0,4,0)","","440171784","","100","120","","","","","","1","",""
"31021785","90012685","90026588","90016001","2","6","5","(1,999)","0","(1)","0","1","0","0","0","1","","1","7","","(0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0)","","","(25,25,4,4,4,25,25,25,25)","1","2","(25,100,25,100,25,100,25,100,25,100,25,100,25,100,25,100,25,100)","(25,100,25,100,25,100,25,100,25,100,25,100,25,100,25,100,25,100)","14400","120","91251685","91251685","","3","0","","76999999","0","0","1","31021791","","31021786","40080005","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091276,92700003,0,-1)","(117000095,90091249)","0","","","","","(1,190,2,111,3,0,4,74)","","450171785","","200","240","","","161007001","100","","1","",""
"31021786","90012686","","90016001","2","6","6","(1,999)","0","(1)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251686","91251686","","3","0","","76999999","0","0","1","31021792","","31025550","40080006","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(1,123,2,74,3,0,4,0)","2","460171786","","400","480","","","161007001","","","1","",""
"31021787","90012687","","90016001","2","6","1","(1,999)","0","(1)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251687","91251687","","3","0","","76999999","0","0","0","31021793","","","40080007","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","","","410271787","","","","","","","","","1","",""
"31021788","90012688","","90016001","2","6","2","(1,999)","0","(1)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251688","91251688","","3","0","","76999999","0","0","0","31021794","","","40080008","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(1,230,2,138,3,0,4,0)","","420271788","","","","","","","","","1","",""
"31021789","90012689","","90016001","2","6","3","(1,999)","0","(1)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251689","91251689","","3","0","","76999999","0","0","0","31021795","","","40080009","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","(1,273,2,164,3,0,4,0)","","430271789","","","","","","","","","1","",""
"31021790","90012690","90026587","90016001","2","6","4","(1,999)","0","(1)","0","1","0","1","0","1","","0","","","","","","","","","","","14400","120","91251690","91251690","","3","0","","76999999","0","0","0","31021796","","","40080010","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090018,92300002,-1,-1,-1,90090150,92300004,0,-1,-1,90091276,92700003,0,-1)","(117000012,90090693,117000016,90090698,117000095,90091249)","0","","","","","(1,315,2,189,3,0,4,0)","","440271790","","150","180","","","","","","1","",""
