"AttributeId","EquipSlot","StarNum","StarMax","UpgradeAttEach","StarCost","IsOnly","Mount","StarMountLevel","SkillType","SkillId","SkillMountLevel","SlotID","BaseAtt","CanEquipID","ItemGet"
"16205301","2","1","50","","(31141057,16)","","","","","","","","","",""
"16205302","2","2","50","","(31141057,16)","","","","","","","","","",""
"16205303","2","3","50","","(31141057,16)","","","","","","","","","",""
"16205304","2","4","50","","(31141057,16)","","","","","","","","","",""
"16205305","2","5","50","","(31141057,16)","","","","","","","","","",""
"16205306","2","6","50","","(31141057,16)","","","","","","","","","",""
"16205307","2","7","50","","(31141057,16)","","","","","","","","","",""
"16205308","2","8","50","","(31141057,16)","","","","","","","","","",""
"16205309","2","9","50","","(31141057,16)","","","","","","","","","",""
"16205310","2","10","50","","(31141057,16)","","","","","","","","","",""
"16205311","2","11","50","","(31141057,16)","","","","","","","","","",""
"16205312","2","12","50","","(31141057,16)","","","","","","","","","",""
"16205313","2","13","50","","(31141057,16)","","","","","","","","","",""
"16205314","2","14","50","","(31141057,16)","","","","","","","","","",""
"16205315","2","15","50","","(31141057,16)","","","","","","","","","",""
"16205316","2","16","50","","(31141057,16)","","","","","","","","","",""
"16205317","2","17","50","","(31141057,16)","","","","","","","","","",""
"16205318","2","18","50","","(31141057,16)","","","","","","","","","",""
"16205319","2","19","50","","(31141057,16)","","","","","","","","","",""
"16205320","2","20","50","","(31141057,16)","","","","","","","","","",""
"16205321","2","21","50","","(31141057,16)","","","","","","","","","",""
"16205322","2","22","50","","(31141057,16)","","","","","","","","","",""
"16205323","2","23","50","","(31141057,16)","","","","","","","","","",""
"16205324","2","24","50","","(31141057,16)","","","","","","","","","",""
"16205325","2","25","50","","(31141057,16)","","","","","","","","","",""
"16205326","2","26","50","","(31141057,16)","","","","","","","","","",""
"16205327","2","27","50","","(31141057,16)","","","","","","","","","",""
"16205328","2","28","50","","(31141057,16)","","","","","","","","","",""
"16205329","2","29","50","","(31141057,16)","","","","","","","","","",""
"16205330","2","30","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205331","2","31","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205332","2","32","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205333","2","33","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205334","2","34","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205335","2","35","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205336","2","36","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205337","2","37","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205338","2","38","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205339","2","39","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205340","2","40","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205341","2","41","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205342","2","42","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205343","2","43","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205344","2","44","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205345","2","45","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205346","2","46","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205347","2","47","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205348","2","48","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205349","2","49","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16205350","2","50","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206101","0","1","50","","(31141057,12)","","","","","","","","","",""
"16206102","0","2","50","","(31141057,12)","","","","","","","","","",""
"16206103","0","3","50","","(31141057,12)","","","","","","","","","",""
"16206104","0","4","50","","(31141057,12)","","","","","","","","","",""
"16206105","0","5","50","","(31141057,12)","","","","","","","","","",""
"16206106","0","6","50","","(31141057,12)","","","","","","","","","",""
"16206107","0","7","50","","(31141057,12)","","","","","","","","","",""
"16206108","0","8","50","","(31141057,12)","","","","","","","","","",""
"16206109","0","9","50","","(31141057,12)","","","","","","","","","",""
"16206110","0","10","50","","(31141057,12)","","","","","","","","","",""
"16206111","0","11","50","","(31141057,12)","","","","","","","","","",""
"16206112","0","12","50","","(31141057,12)","","","","","","","","","",""
"16206113","0","13","50","","(31141057,12)","","","","","","","","","",""
"16206114","0","14","50","","(31141057,12)","","","","","","","","","",""
"16206115","0","15","50","","(31141057,12)","","","","","","","","","",""
"16206116","0","16","50","","(31141057,12)","","","","","","","","","",""
"16206117","0","17","50","","(31141057,12)","","","","","","","","","",""
"16206118","0","18","50","","(31141057,12)","","","","","","","","","",""
"16206119","0","19","50","","(31141057,12)","","","","","","","","","",""
"16206120","0","20","50","","(31141057,12)","","","","","","","","","",""
"16206121","0","21","50","","(31141057,12)","","","","","","","","","",""
"16206122","0","22","50","","(31141057,12)","","","","","","","","","",""
"16206123","0","23","50","","(31141057,12)","","","","","","","","","",""
"16206124","0","24","50","","(31141057,12)","","","","","","","","","",""
"16206125","0","25","50","","(31141057,12)","","","","","","","","","",""
"16206126","0","26","50","","(31141057,12)","","","","","","","","","",""
"16206127","0","27","50","","(31141057,12)","","","","","","","","","",""
"16206128","0","28","50","","(31141057,12)","","","","","","","","","",""
"16206129","0","29","50","","(31141057,12)","","","","","","","","","",""
"16206130","0","30","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206131","0","31","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206132","0","32","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206133","0","33","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206134","0","34","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206135","0","35","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206136","0","36","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206137","0","37","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206138","0","38","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206139","0","39","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206140","0","40","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206141","0","41","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206142","0","42","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206143","0","43","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206144","0","44","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206145","0","45","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206146","0","46","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206147","0","47","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206148","0","48","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206149","0","49","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206150","0","50","50","","(31141058,6)","","","(5,0)","","","","","","",""
"16206201","1","1","50","","(31141057,13)","","","","","","","","","",""
"16206202","1","2","50","","(31141057,13)","","","","","","","","","",""
"16206203","1","3","50","","(31141057,13)","","","","","","","","","",""
"16206204","1","4","50","","(31141057,13)","","","","","","","","","",""
"16206205","1","5","50","","(31141057,13)","","","","","","","","","",""
"16206206","1","6","50","","(31141057,13)","","","","","","","","","",""
"16206207","1","7","50","","(31141057,13)","","","","","","","","","",""
"16206208","1","8","50","","(31141057,13)","","","","","","","","","",""
"16206209","1","9","50","","(31141057,13)","","","","","","","","","",""
"16206210","1","10","50","","(31141057,13)","","","","","","","","","",""
"16206211","1","11","50","","(31141057,13)","","","","","","","","","",""
"16206212","1","12","50","","(31141057,13)","","","","","","","","","",""
"16206213","1","13","50","","(31141057,13)","","","","","","","","","",""
"16206214","1","14","50","","(31141057,13)","","","","","","","","","",""
"16206215","1","15","50","","(31141057,13)","","","","","","","","","",""
"16206216","1","16","50","","(31141057,13)","","","","","","","","","",""
"16206217","1","17","50","","(31141057,13)","","","","","","","","","",""
"16206218","1","18","50","","(31141057,13)","","","","","","","","","",""
"16206219","1","19","50","","(31141057,13)","","","","","","","","","",""
"16206220","1","20","50","","(31141057,13)","","","","","","","","","",""
"16206221","1","21","50","","(31141057,13)","","","","","","","","","",""
"16206222","1","22","50","","(31141057,13)","","","","","","","","","",""
"16206223","1","23","50","","(31141057,13)","","","","","","","","","",""
"16206224","1","24","50","","(31141057,13)","","","","","","","","","",""
"16206225","1","25","50","","(31141057,13)","","","","","","","","","",""
"16206226","1","26","50","","(31141057,13)","","","","","","","","","",""
"16206227","1","27","50","","(31141057,13)","","","","","","","","","",""
"16206228","1","28","50","","(31141057,13)","","","","","","","","","",""
"16206229","1","29","50","","(31141057,13)","","","","","","","","","",""
"16206230","1","30","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206231","1","31","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206232","1","32","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206233","1","33","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206234","1","34","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206235","1","35","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206236","1","36","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206237","1","37","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206238","1","38","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206239","1","39","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206240","1","40","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206241","1","41","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206242","1","42","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206243","1","43","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206244","1","44","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206245","1","45","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206246","1","46","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206247","1","47","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206248","1","48","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206249","1","49","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206250","1","50","50","","(31141058,7)","","","(5,0)","","","","","","",""
"16206301","2","1","50","","(31141057,16)","","","","","","","","","",""
"16206302","2","2","50","","(31141057,16)","","","","","","","","","",""
"16206303","2","3","50","","(31141057,16)","","","","","","","","","",""
"16206304","2","4","50","","(31141057,16)","","","","","","","","","",""
"16206305","2","5","50","","(31141057,16)","","","","","","","","","",""
"16206306","2","6","50","","(31141057,16)","","","","","","","","","",""
"16206307","2","7","50","","(31141057,16)","","","","","","","","","",""
"16206308","2","8","50","","(31141057,16)","","","","","","","","","",""
"16206309","2","9","50","","(31141057,16)","","","","","","","","","",""
"16206310","2","10","50","","(31141057,16)","","","","","","","","","",""
"16206311","2","11","50","","(31141057,16)","","","","","","","","","",""
"16206312","2","12","50","","(31141057,16)","","","","","","","","","",""
"16206313","2","13","50","","(31141057,16)","","","","","","","","","",""
"16206314","2","14","50","","(31141057,16)","","","","","","","","","",""
"16206315","2","15","50","","(31141057,16)","","","","","","","","","",""
"16206316","2","16","50","","(31141057,16)","","","","","","","","","",""
"16206317","2","17","50","","(31141057,16)","","","","","","","","","",""
"16206318","2","18","50","","(31141057,16)","","","","","","","","","",""
"16206319","2","19","50","","(31141057,16)","","","","","","","","","",""
"16206320","2","20","50","","(31141057,16)","","","","","","","","","",""
"16206321","2","21","50","","(31141057,16)","","","","","","","","","",""
"16206322","2","22","50","","(31141057,16)","","","","","","","","","",""
"16206323","2","23","50","","(31141057,16)","","","","","","","","","",""
"16206324","2","24","50","","(31141057,16)","","","","","","","","","",""
"16206325","2","25","50","","(31141057,16)","","","","","","","","","",""
"16206326","2","26","50","","(31141057,16)","","","","","","","","","",""
"16206327","2","27","50","","(31141057,16)","","","","","","","","","",""
"16206328","2","28","50","","(31141057,16)","","","","","","","","","",""
"16206329","2","29","50","","(31141057,16)","","","","","","","","","",""
"16206330","2","30","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206331","2","31","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206332","2","32","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206333","2","33","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206334","2","34","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206335","2","35","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206336","2","36","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206337","2","37","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206338","2","38","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206339","2","39","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206340","2","40","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206341","2","41","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206342","2","42","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206343","2","43","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206344","2","44","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206345","2","45","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206346","2","46","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206347","2","47","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206348","2","48","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206349","2","49","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16206350","2","50","50","","(31141058,8)","","","(5,0)","","","","","","",""
"16207101","0","1","50","","(31141059,7)","","","","","","","","","",""
"16207102","0","2","50","","(31141059,7)","","","","","","","","","",""
"16207103","0","3","50","","(31141059,7)","","","","","","","","","",""
"16207104","0","4","50","","(31141059,7)","","","","","","","","","",""
"16207105","0","5","50","","(31141059,7)","","","","","","","","","",""
"16207106","0","6","50","","(31141059,7)","","","","","","","","","",""
"16207107","0","7","50","","(31141059,7)","","","","","","","","","",""
"16207108","0","8","50","","(31141059,7)","","","","","","","","","",""
"16207109","0","9","50","","(31141059,7)","","","","","","","","","",""
"16207110","0","10","50","","(31141059,7)","","","","","","","","","",""
"16207111","0","11","50","","(31141059,7)","","","","","","","","","",""
"16207112","0","12","50","","(31141059,7)","","","","","","","","","",""
"16207113","0","13","50","","(31141059,7)","","","","","","","","","",""
"16207114","0","14","50","","(31141059,7)","","","","","","","","","",""
"16207115","0","15","50","","(31141059,7)","","","","","","","","","",""
"16207116","0","16","50","","(31141059,7)","","","","","","","","","",""
"16207117","0","17","50","","(31141059,7)","","","","","","","","","",""
"16207118","0","18","50","","(31141059,7)","","","","","","","","","",""
"16207119","0","19","50","","(31141059,7)","","","","","","","","","",""
"16207120","0","20","50","","(31141059,7)","","","","","","","","","",""
"16207121","0","21","50","","(31141059,7)","","","","","","","","","",""
"16207122","0","22","50","","(31141059,7)","","","","","","","","","",""
"16207123","0","23","50","","(31141059,7)","","","","","","","","","",""
"16207124","0","24","50","","(31141059,7)","","","","","","","","","",""
"16207125","0","25","50","","(31141059,7)","","","","","","","","","",""
"16207126","0","26","50","","(31141059,7)","","","","","","","","","",""
"16207127","0","27","50","","(31141059,7)","","","","","","","","","",""
"16207128","0","28","50","","(31141059,7)","","","","","","","","","",""
"16207129","0","29","50","","(31141059,7)","","","","","","","","","",""
"16207130","0","30","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207131","0","31","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207132","0","32","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207133","0","33","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207134","0","34","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207135","0","35","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207136","0","36","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207137","0","37","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207138","0","38","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207139","0","39","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207140","0","40","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207141","0","41","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207142","0","42","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207143","0","43","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207144","0","44","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207145","0","45","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207146","0","46","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207147","0","47","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207148","0","48","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207149","0","49","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207150","0","50","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207201","1","1","50","","(31141059,8)","","","","","","","","","",""
"16207202","1","2","50","","(31141059,8)","","","","","","","","","",""
"16207203","1","3","50","","(31141059,8)","","","","","","","","","",""
"16207204","1","4","50","","(31141059,8)","","","","","","","","","",""
"16207205","1","5","50","","(31141059,8)","","","","","","","","","",""
"16207206","1","6","50","","(31141059,8)","","","","","","","","","",""
"16207207","1","7","50","","(31141059,8)","","","","","","","","","",""
"16207208","1","8","50","","(31141059,8)","","","","","","","","","",""
"16207209","1","9","50","","(31141059,8)","","","","","","","","","",""
"16207210","1","10","50","","(31141059,8)","","","","","","","","","",""
"16207211","1","11","50","","(31141059,8)","","","","","","","","","",""
"16207212","1","12","50","","(31141059,8)","","","","","","","","","",""
"16207213","1","13","50","","(31141059,8)","","","","","","","","","",""
"16207214","1","14","50","","(31141059,8)","","","","","","","","","",""
"16207215","1","15","50","","(31141059,8)","","","","","","","","","",""
"16207216","1","16","50","","(31141059,8)","","","","","","","","","",""
"16207217","1","17","50","","(31141059,8)","","","","","","","","","",""
"16207218","1","18","50","","(31141059,8)","","","","","","","","","",""
"16207219","1","19","50","","(31141059,8)","","","","","","","","","",""
"16207220","1","20","50","","(31141059,8)","","","","","","","","","",""
"16207221","1","21","50","","(31141059,8)","","","","","","","","","",""
"16207222","1","22","50","","(31141059,8)","","","","","","","","","",""
"16207223","1","23","50","","(31141059,8)","","","","","","","","","",""
"16207224","1","24","50","","(31141059,8)","","","","","","","","","",""
"16207225","1","25","50","","(31141059,8)","","","","","","","","","",""
"16207226","1","26","50","","(31141059,8)","","","","","","","","","",""
"16207227","1","27","50","","(31141059,8)","","","","","","","","","",""
"16207228","1","28","50","","(31141059,8)","","","","","","","","","",""
"16207229","1","29","50","","(31141059,8)","","","","","","","","","",""
"16207230","1","30","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207231","1","31","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207232","1","32","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207233","1","33","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207234","1","34","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207235","1","35","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207236","1","36","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207237","1","37","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207238","1","38","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207239","1","39","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207240","1","40","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207241","1","41","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207242","1","42","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207243","1","43","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207244","1","44","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207245","1","45","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207246","1","46","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207247","1","47","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207248","1","48","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207249","1","49","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207250","1","50","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16207301","2","1","50","","(31141059,10)","","","","","","","","","",""
"16207302","2","2","50","","(31141059,10)","","","","","","","","","",""
"16207303","2","3","50","","(31141059,10)","","","","","","","","","",""
"16207304","2","4","50","","(31141059,10)","","","","","","","","","",""
"16207305","2","5","50","","(31141059,10)","","","","","","","","","",""
"16207306","2","6","50","","(31141059,10)","","","","","","","","","",""
"16207307","2","7","50","","(31141059,10)","","","","","","","","","",""
"16207308","2","8","50","","(31141059,10)","","","","","","","","","",""
"16207309","2","9","50","","(31141059,10)","","","","","","","","","",""
"16207310","2","10","50","","(31141059,10)","","","","","","","","","",""
"16207311","2","11","50","","(31141059,10)","","","","","","","","","",""
"16207312","2","12","50","","(31141059,10)","","","","","","","","","",""
"16207313","2","13","50","","(31141059,10)","","","","","","","","","",""
"16207314","2","14","50","","(31141059,10)","","","","","","","","","",""
"16207315","2","15","50","","(31141059,10)","","","","","","","","","",""
"16207316","2","16","50","","(31141059,10)","","","","","","","","","",""
"16207317","2","17","50","","(31141059,10)","","","","","","","","","",""
"16207318","2","18","50","","(31141059,10)","","","","","","","","","",""
"16207319","2","19","50","","(31141059,10)","","","","","","","","","",""
"16207320","2","20","50","","(31141059,10)","","","","","","","","","",""
"16207321","2","21","50","","(31141059,10)","","","","","","","","","",""
"16207322","2","22","50","","(31141059,10)","","","","","","","","","",""
"16207323","2","23","50","","(31141059,10)","","","","","","","","","",""
"16207324","2","24","50","","(31141059,10)","","","","","","","","","",""
"16207325","2","25","50","","(31141059,10)","","","","","","","","","",""
"16207326","2","26","50","","(31141059,10)","","","","","","","","","",""
"16207327","2","27","50","","(31141059,10)","","","","","","","","","",""
"16207328","2","28","50","","(31141059,10)","","","","","","","","","",""
"16207329","2","29","50","","(31141059,10)","","","","","","","","","",""
"16207330","2","30","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207331","2","31","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207332","2","32","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207333","2","33","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207334","2","34","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207335","2","35","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207336","2","36","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207337","2","37","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207338","2","38","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207339","2","39","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207340","2","40","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207341","2","41","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207342","2","42","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207343","2","43","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207344","2","44","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207345","2","45","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207346","2","46","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207347","2","47","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207348","2","48","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207349","2","49","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16207350","2","50","50","","(31141060,5)","","","(5,0)","","","","","","",""
"16208101","0","1","50","","(31141059,8)","","","","","","","","","",""
"16208102","0","2","50","","(31141059,8)","","","","","","","","","",""
"16208103","0","3","50","","(31141059,8)","","","","","","","","","",""
"16208104","0","4","50","","(31141059,8)","","","","","","","","","",""
"16208105","0","5","50","","(31141059,8)","","","","","","","","","",""
"16208106","0","6","50","","(31141059,8)","","","","","","","","","",""
"16208107","0","7","50","","(31141059,8)","","","","","","","","","",""
"16208108","0","8","50","","(31141059,8)","","","","","","","","","",""
"16208109","0","9","50","","(31141059,8)","","","","","","","","","",""
"16208110","0","10","50","","(31141059,8)","","","","","","","","","",""
"16208111","0","11","50","","(31141059,8)","","","","","","","","","",""
"16208112","0","12","50","","(31141059,8)","","","","","","","","","",""
"16208113","0","13","50","","(31141059,8)","","","","","","","","","",""
"16208114","0","14","50","","(31141059,8)","","","","","","","","","",""
"16208115","0","15","50","","(31141059,8)","","","","","","","","","",""
"16208116","0","16","50","","(31141059,8)","","","","","","","","","",""
"16208117","0","17","50","","(31141059,8)","","","","","","","","","",""
"16208118","0","18","50","","(31141059,8)","","","","","","","","","",""
"16208119","0","19","50","","(31141059,8)","","","","","","","","","",""
"16208120","0","20","50","","(31141059,8)","","","","","","","","","",""
"16208121","0","21","50","","(31141059,8)","","","","","","","","","",""
"16208122","0","22","50","","(31141059,8)","","","","","","","","","",""
"16208123","0","23","50","","(31141059,8)","","","","","","","","","",""
"16208124","0","24","50","","(31141059,8)","","","","","","","","","",""
"16208125","0","25","50","","(31141059,8)","","","","","","","","","",""
"16208126","0","26","50","","(31141059,8)","","","","","","","","","",""
"16208127","0","27","50","","(31141059,8)","","","","","","","","","",""
"16208128","0","28","50","","(31141059,8)","","","","","","","","","",""
"16208129","0","29","50","","(31141059,8)","","","","","","","","","",""
"16208130","0","30","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208131","0","31","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208132","0","32","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208133","0","33","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208134","0","34","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208135","0","35","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208136","0","36","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208137","0","37","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208138","0","38","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208139","0","39","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208140","0","40","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208141","0","41","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208142","0","42","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208143","0","43","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208144","0","44","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208145","0","45","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208146","0","46","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208147","0","47","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208148","0","48","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208149","0","49","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208150","0","50","50","","(31141060,4)","","","(5,0)","","","","","","",""
"16208201","1","1","50","","(31141059,9)","","","","","","","","","",""
"16208202","1","2","50","","(31141059,9)","","","","","","","","","",""
"16208203","1","3","50","","(31141059,9)","","","","","","","","","",""
"16208204","1","4","50","","(31141059,9)","","","","","","","","","",""
"16208205","1","5","50","","(31141059,9)","","","","","","","","","",""
"16208206","1","6","50","","(31141059,9)","","","","","","","","","",""
"16208207","1","7","50","","(31141059,9)","","","","","","","","","",""
"16208208","1","8","50","","(31141059,9)","","","","","","","","","",""
"16208209","1","9","50","","(31141059,9)","","","","","","","","","",""
"16208210","1","10","50","","(31141059,9)","","","","","","","","","",""
"16208211","1","11","50","","(31141059,9)","","","","","","","","","",""
"16208212","1","12","50","","(31141059,9)","","","","","","","","","",""
"16208213","1","13","50","","(31141059,9)","","","","","","","","","",""
"16208214","1","14","50","","(31141059,9)","","","","","","","","","",""
"16208215","1","15","50","","(31141059,9)","","","","","","","","","",""
"16208216","1","16","50","","(31141059,9)","","","","","","","","","",""
"16208217","1","17","50","","(31141059,9)","","","","","","","","","",""
"16208218","1","18","50","","(31141059,9)","","","","","","","","","",""
"16208219","1","19","50","","(31141059,9)","","","","","","","","","",""
"16208220","1","20","50","","(31141059,9)","","","","","","","","","",""
"16208221","1","21","50","","(31141059,9)","","","","","","","","","",""
