"AttributeId","Series","Type","Level","LevelMax","Name","Icon","Describe","OpenMoney","OpenItem","BuffArray","FeatherArray","AttArray","AttAddArray","BuffAddType","GSAddValue","ShowCD","ObtainDescription","WidgetJumpId","RegionArr","OpenTipStr","NoOpenTipStr","NewGetTip","SkillVedio"
"26020051","1263","3","3","3","90100476","91211994","90100809","","","(10270279)","","","","","","","90096488","","","","","1",""
"26020052","1266","3","1","3","90100477","91211995","90100810","","","(10270292,10270334)","","","","","","","90096489","","","","","1",""
"26020053","1266","3","2","3","90100478","91211996","90100811","","","(10270293,10270335)","","","","","","","90096489","","","","","1",""
"26020054","1266","3","3","3","90100479","91211997","90100812","","","(10270294,10270336)","","","","","","","90096489","","","","","1",""
"26020055","1269","3","1","3","90100480","91211998","90100813","","","(10270295)","","","","","","","90096490","","","","","1",""
"26020056","1269","3","2","3","90100481","91211999","90100814","","","(10270296)","","","","","","","90096490","","","","","1",""
"26020057","1269","3","3","3","90100482","91212000","90100815","","","(10270297)","","","","","","","90096490","","","","","1",""
"26020058","1272","3","1","3","90100483","91212001","90100816","","","(10270298)","","","","","","","90096491","","","","","1",""
"26020059","1272","3","2","3","90100484","91212002","90100817","","","(10270299)","","","","","","","90096491","","","","","1",""
"26020060","1272","3","3","3","90100485","91212003","90100818","","","(10270300)","","","","","","","90096491","","","","","1",""
"26020061","1275","3","1","3","90100486","91212004","90100819","","","(10270301)","","","","","","","90096492","","","","","1",""
"26020062","1275","3","2","3","90100487","91212005","90100820","","","(10270302)","","","","","","","90096492","","","","","1",""
"26020063","1275","3","3","3","90100488","91212006","90100821","","","(10270303)","","","","","","","90096492","","","","","1",""
"26020064","1278","3","1","3","90100489","91212007","90100822","","","(10270304,10270337)","","","","","","","90096493","","","","","1",""
"26020065","1278","3","2","3","90100490","91212008","90100823","","","(10270305,10270338)","","","","","","","90096493","","","","","1",""
"26020066","1278","3","3","3","90100491","91212009","90100824","","","(10270306,10270339)","","","","","","","90096493","","","","","1",""
"26020067","1281","3","1","3","90100492","91212010","90100825","","","(10270307)","","","","","","60","90096494","","","","","1",""
"26020068","1281","3","2","3","90100493","91212011","90100826","","","(10270308)","","","","","","60","90096494","","","","","1",""
"26020069","1281","3","3","3","90100494","91212012","90100827","","","(10270309)","","","","","","60","90096494","","","","","1",""
"26020070","1284","3","1","3","90100495","91212013","90100828","","","(10270310)","","","","","","180","90096495","","","","","1",""
"26020071","1284","3","2","3","90100496","91212014","90100829","","","(10270311)","","","","","","120","90096495","","","","","1",""
"26020072","1284","3","3","3","90100497","91212015","90100830","","","(10270312)","","","","","","60","90096495","","","","","1",""
"26020073","1287","4","1","3","90100498","91212016","90100831","","","(10270343)","","","","","","","90096497","","","","","1",""
"26020074","1287","4","2","3","90100499","91212017","90100832","","","(10270344)","","","","","","","90096497","","","","","1",""
"26020075","1287","4","3","3","90100500","91212018","90100833","","","(10270345)","","","","","","","90096497","","","","","1",""
"26020076","1290","4","1","3","90100501","91212019","90100834","","","(10270316)","","","","","","","90096499","","","","","1",""
"26020077","1290","4","2","3","90100502","91212020","90100835","","","(10270317)","","","","","","","90096499","","","","","1",""
"26020078","1290","4","3","3","90100503","91212021","90100836","","","(10270318)","","","","","","","90096499","","","","","1",""
"26020079","1293","4","1","3","90100504","91212022","90100837","","","(10270319)","","","","","","","90096498","","","","","1",""
"26020080","1293","4","2","3","90100505","91212023","90100838","","","(10270320)","","","","","","","90096498","","","","","1",""
"26020081","1293","4","3","3","90100506","91212024","90100839","","","(10270321)","","","","","","","90096498","","","","","1",""
"26020082","1296","4","1","3","90100507","91212025","90100840","","","(10270322)","","","","","","","90096496","","","","","1",""
"26020083","1296","4","2","3","90100508","91212026","90100841","","","(10270323)","","","","","","","90096496","","","","","1",""
"26020084","1296","4","3","3","90100509","91212027","90100842","","","(10270324)","","","","","","","90096496","","","","","1",""
"26020085","1299","4","1","3","90100510","91212028","90100843","","","(10270325,10270340)","","","","","","","90096500","","","","","1",""
"26020086","1299","4","2","3","90100511","91212029","90100844","","","(10270326,10270341)","","","","","","","90096500","","","","","1",""
"26020087","1299","4","3","3","90100512","91212030","90100845","","","(10270327,10270342)","","","","","","","90096500","","","","","1",""
"26020088","1302","4","1","3","90100513","91212031","90100846","","","(10270328)","","","","","","","90096502","","","","","1",""
"26020089","1302","4","2","3","90100514","91212032","90100847","","","(10270329)","","","","","","","90096502","","","","","1",""
"26020090","1302","4","3","3","90100515","91212033","90100848","","","(10270330)","","","","","","","90096502","","","","","1",""
"26020091","1305","4","1","3","90100516","91212034","90100849","","","(10270280)","","","","","","180","90096501","","","","","1",""
"26020092","1305","4","2","3","90100517","91212035","90100850","","","(10270281)","","","","","","120","90096501","","","","","1",""
"26020093","1305","4","3","3","90100518","91212036","90100851","","","(10270282)","","","","","","60","90096501","","","","","1",""
"26020094","1306","","1","3","90100651","91212037","90100258","","","","","","(17,2)","","","","","","","","","",""
"26020095","1306","","2","3","90100652","91212038","90100259","","","","","","(17,4)","","","","","","","","","",""
"26020096","1306","","3","3","90100653","91212039","90100260","","","","","","(17,6)","","","","","","","","","",""
"26020097","1307","","1","3","90100654","91212040","90100261","","","","","","(15,2)","","","","","","","","","",""
"26020098","1307","","2","3","90100655","91212041","90100262","","","","","","(15,4)","","","","","","","","","",""
"26020099","1307","","3","3","90100656","91212042","90100263","","","","","","(15,6)","","","","","","","","","",""
"26020100","1308","","1","3","90100657","91212043","90100264","","","","","","(19,2)","","","","","","","","","",""
"26020101","1308","","2","3","90100658","91212044","90100265","","","","","","(19,4)","","","","","","","","","",""
"26020102","1308","","3","3","90100659","91212045","90100266","","","","","","(19,6)","","","","","","","","","",""
"26020103","1309","","1","3","90100660","91212046","90100267","","","","","","(21,2)","","","","","","","","","",""
"26020104","1309","","2","3","90100661","91212047","90100268","","","","","","(21,4)","","","","","","","","","",""
"26020105","1309","","3","3","90100662","91212048","90100269","","","","","","(21,6)","","","","","","","","","",""
"26020106","1310","","1","3","90100699","91212049","90100306","","","","","","(7,2)","","","","","","","","","",""
"26020107","1310","","2","3","90100700","91212050","90100307","","","","","","(7,4)","","","","","","","","","",""
"26020108","1310","","3","3","90100701","91212051","90100308","","","","","","(7,6)","","","","","","","","","",""
"26020109","1311","","1","3","90100702","91212052","90100309","","","","","","(5,2,6,2)","","","","","","","","","",""
"26020110","1311","","2","3","90100703","91212053","90100310","","","","","","(5,4,6,4)","","","","","","","","","",""
"26020111","1311","","3","3","90100704","91212054","90100311","","","","","","(5,6,6,6)","","","","","","","","","",""
"26020112","1312","","1","3","90100705","91212055","90100312","","","","","","(8,2)","","","","","","","","","",""
"26020113","1312","","2","3","90100706","91212056","90100313","","","","","","(8,4)","","","","","","","","","",""
"26020114","1312","","3","3","90100707","91212057","90100314","","","","","","(8,6)","","","","","","","","","",""
"26020115","1313","","1","3","90100708","91212058","90100315","","","","","","(9,2)","","","","","","","","","",""
"26020116","1313","","2","3","90100709","91212059","90100316","","","","","","(9,4)","","","","","","","","","",""
"26020117","1313","","3","3","90100710","91212060","90100317","","","","","","(9,6)","","","","","","","","","",""
"26020118","1314","","1","3","90100711","91212061","90100318","","","","","","(7,1)","","","","","","","","","",""
"26020119","1314","","2","3","90100712","91212062","90100319","","","","","","(7,2)","","","","","","","","","",""
"26020120","1314","","3","3","90100713","91212063","90100320","","","","","","(7,3)","","","","","","","","","",""
"26020121","1315","","1","3","90100714","91212064","90100321","","","","","","(5,1,6,1)","","","","","","","","","",""
"26020122","1315","","2","3","90100715","91212065","90100322","","","","","","(5,2,6,2)","","","","","","","","","",""
"26020123","1315","","3","3","90100716","91212066","90100323","","","","","","(5,3,6,3)","","","","","","","","","",""
"26020124","1316","","1","3","90100717","91212067","90100324","","","","","","(8,1)","","","","","","","","","",""
"26020125","1316","","2","3","90100718","91212068","90100325","","","","","","(8,2)","","","","","","","","","",""
"26020126","1316","","3","3","90100719","91212069","90100326","","","","","","(8,3)","","","","","","","","","",""
"26020127","1317","","1","3","90100720","91212070","90100327","","","","","","(9,1)","","","","","","","","","",""
"26020128","1317","","2","3","90100721","91212071","90100328","","","","","","(9,2)","","","","","","","","","",""
"26020129","1317","","3","3","90100722","91212072","90100329","","","","","","(9,3)","","","","","","","","","",""
"26020130","1318","","1","3","90100771","91212073","90100378","","","","","","(17,2)","","","","","","","","","",""
"26020131","1318","","2","3","90100772","91212074","90100379","","","","","","(17,4)","","","","","","","","","",""
"26020132","1318","","3","3","90100773","91212075","90100380","","","","","","(17,6)","","","","","","","","","",""
"26020133","1319","","1","3","90100774","91212076","90100381","","","","","","(15,2)","","","","","","","","","",""
"26020134","1319","","2","3","90100775","91212077","90100382","","","","","","(15,4)","","","","","","","","","",""
"26020135","1319","","3","3","90100776","91212078","90100383","","","","","","(15,6)","","","","","","","","","",""
"26020136","1320","","1","3","90100777","91212079","90100384","","","","","","(19,2)","","","","","","","","","",""
"26020137","1320","","2","3","90100778","91212080","90100385","","","","","","(19,4)","","","","","","","","","",""
"26020138","1320","","3","3","90100779","91212081","90100386","","","","","","(19,6)","","","","","","","","","",""
"26020139","1321","","1","3","90100780","91212082","90100387","","","","","","(21,2)","","","","","","","","","",""
"26020140","1321","","2","3","90100781","91212083","90100388","","","","","","(21,4)","","","","","","","","","",""
"26020141","1321","","3","3","90100782","91212084","90100389","","","","","","(21,6)","","","","","","","","","",""
"26020142","1322","2","1","1","90100852","91290274","90100864","","","(10280025)","","","","","","5","90097547","","","","","",""
"26020143","1323","2","1","1","90100853","91290275","90100865","","","(10280026)","","","","","","30","90097548","","","","","",""
"26020144","1324","2","1","1","90100854","91290276","90100866","","","(10280027)","","","","","","10","90097549","","","","","",""
"26020145","1325","2","1","1","90100855","91290277","90100867","","","(10280028)","","","","","","60","90097550","","","","","",""
"26020146","1326","2","1","1","90100856","91290278","90100868","","","(10280029)","","","","","","15","90097551","","","","","",""
"26020147","1327","2","1","1","90100857","91290279","90100869","","","(10280030)","","","","","","30","90097552","","","","","",""
"26020148","1328","2","1","1","90100858","91290280","90100870","","","(10280031)","","","","","","","90097553","","","","","",""
"26020149","1329","2","1","1","90100859","91290281","90100871","","","(10280032)","","","","","","30","90097554","","","","","",""
"26020150","1330","2","1","1","90100860","91290282","90100872","","","(10280033)","","","","","","30","90097555","","","","","",""
"26020151","1331","2","1","1","90100861","91290283","90100873","","","(10280034)","","","","","","30","90097556","","","","","",""
"26020152","1332","2","1","1","90100862","91290284","90100874","","","(10280035)","","","","","","20","90097557","","","","","",""
"26020153","1333","2","1","1","90100863","91290285","90100875","","","(10280036)","","","","","","20","90097558","","","","","",""
"26020154","1334","2","1","1","90100876","91290287","90100878","","","(10280039)","","","","","","30","90097559","","","","","",""
"26020155","1335","2","1","1","90100877","91290288","90100879","","","(10280040)","","","","","","30","90097560","","","","","",""
"26020156","1336","2","1","1","90100880","91290351","90100881","","","(10280041)","","","","","","30","90097561","","","","","",""
"26020157","1337","3","1","3","90100882","91212085","90100883","","","(10280042)","","","","","","","90096672","","","","","1",""
"26020158","1337","3","2","3","90100882","91212086","90100884","","","(10280043)","","","","","","","90096672","","","","","1",""
"26020159","1337","3","3","3","90100882","91212087","90100885","","","(10280044)","","","","","","","90096672","","","","","1",""
"26020160","1338","4","1","1","90100886","91212088","90100890","","","(10280045)","","","","","","","90096672","","","","","1",""
"26020161","1339","4","1","1","90100887","91212089","90100891","","","(10280046)","","","","","","","90096672","","","","","1",""
"26020162","1340","4","1","1","90100888","91212090","90100892","","","(10280047)","","","","","","","90096672","","","","","1",""
"26020163","1341","4","1","1","90100889","91212091","90100893","","","(10280048)","","","","","","","90096672","","","","","1",""
"26020164","1342","4","1","3","90039940","91212092","90039942","","","(10280049)","","","","","","","90096680","","","","","1",""
"26020165","1342","4","2","3","90039940","91212092","90039943","","","(10280050)","","","","","","","90096680","","","","","1",""
"26020166","1342","4","3","3","90039940","91212092","90039944","","","(10280051)","","","","","","","90096680","","","","","1",""
"26020167","1343","4","1","3","90039941","91212093","90039945","","","(10280052)","","","","","","","90096681","","","","","1",""
"26020168","1343","4","2","3","90039941","91212093","90039946","","","(10280053)","","","","","","","90096681","","","","","1",""
"26020169","1343","4","3","3","90039941","91212093","90039947","","","(10280054)","","","","","","","90096681","","","","","1",""
"26020170","1344","5","1","20","90100886","91212088","90100890","","","(10280055)","(31040045)","","","","","10","90096682","","","","","",""
"26020171","1344","5","2","20","90100886","91212088","90100891","","","(10280056)","(31040045)","","","","","10","90096682","","","","","",""
"26020172","1344","5","3","20","90100886","91212088","90100892","","","(10280057)","(31040045)","","","","","10","90096682","","","","","",""
"26020173","1344","5","4","20","90100886","91212088","90100893","","","(10280058)","(31040045)","","","","","10","90096682","","","","","",""
"26020174","1344","5","5","20","90100886","91212088","90100894","","","(10280059)","(31040045)","","","","","10","90096682","","","","","",""
"26020175","1344","5","6","20","90100886","91212088","90100895","","","(10280060)","(31040045)","","","","","10","90096682","","","","","",""
"26020176","1344","5","7","20","90100886","91212088","90100896","","","(10280061)","(31040045)","","","","","10","90096682","","","","","",""
"26020177","1344","5","8","20","90100886","91212088","90100897","","","(10280062)","(31040045)","","","","","10","90096682","","","","","",""
"26020178","1344","5","9","20","90100886","91212088","90100898","","","(10280063)","(31040045)","","","","","10","90096682","","","","","",""
"26020179","1344","5","10","20","90100886","91212088","90100899","","","(10280064)","(31040045)","","","","","10","90096682","","","","","",""
"26020180","1345","5","1","20","90100887","91212089","90100900","","","(10280065)","(31040046)","","","","","10","90096683","","","","","",""
"26020181","1345","5","2","20","90100887","91212089","90100901","","","(10280066)","(31040046)","","","","","10","90096683","","","","","",""
"26020182","1345","5","3","20","90100887","91212089","90100902","","","(10280067)","(31040046)","","","","","10","90096683","","","","","",""
"26020183","1345","5","4","20","90100887","91212089","90100903","","","(10280068)","(31040046)","","","","","10","90096683","","","","","",""
"26020184","1345","5","5","20","90100887","91212089","90100904","","","(10280069)","(31040046)","","","","","10","90096683","","","","","",""
"26020185","1345","5","6","20","90100887","91212089","90100905","","","(10280070)","(31040046)","","","","","10","90096683","","","","","",""
"26020186","1345","5","7","20","90100887","91212089","90100906","","","(10280071)","(31040046)","","","","","10","90096683","","","","","",""
"26020187","1345","5","8","20","90100887","91212089","90100907","","","(10280072)","(31040046)","","","","","10","90096683","","","","","",""
"26020188","1345","5","9","20","90100887","91212089","90100908","","","(10280073)","(31040046)","","","","","10","90096683","","","","","",""
"26020189","1345","5","10","20","90100887","91212089","90100909","","","(10280074)","(31040046)","","","","","10","90096683","","","","","",""
"26020190","1346","5","1","20","90100888","91212090","90100910","","","(10280075)","(31040048)","","","","","10","90096684","","","","","",""
"26020191","1346","5","2","20","90100888","91212090","90100911","","","(10280076)","(31040048)","","","","","10","90096684","","","","","",""
"26020192","1346","5","3","20","90100888","91212090","90100912","","","(10280077)","(31040048)","","","","","10","90096684","","","","","",""
"26020193","1346","5","4","20","90100888","91212090","90100913","","","(10280078)","(31040048)","","","","","10","90096684","","","","","",""
"26020194","1346","5","5","20","90100888","91212090","90100914","","","(10280079)","(31040048)","","","","","10","90096684","","","","","",""
"26020195","1346","5","6","20","90100888","91212090","90100915","","","(10280080)","(31040048)","","","","","10","90096684","","","","","",""
"26020196","1346","5","7","20","90100888","91212090","90100916","","","(10280081)","(31040048)","","","","","10","90096684","","","","","",""
"26020197","1346","5","8","20","90100888","91212090","90100917","","","(10280082)","(31040048)","","","","","10","90096684","","","","","",""
"26020198","1346","5","9","20","90100888","91212090","90100918","","","(10280083)","(31040048)","","","","","10","90096684","","","","","",""
"26020199","1346","5","10","20","90100888","91212090","90100919","","","(10280084)","(31040048)","","","","","10","90096684","","","","","",""
"26020200","1347","5","1","20","90100889","91212091","90100920","","","(10280085)","(31040047)","","","","","10","90096685","","","","","",""
"26020201","1347","5","2","20","90100889","91212091","90100921","","","(10280086)","(31040047)","","","","","10","90096685","","","","","",""
"26020202","1347","5","3","20","90100889","91212091","90100922","","","(10280087)","(31040047)","","","","","10","90096685","","","","","",""
"26020203","1347","5","4","20","90100889","91212091","90100923","","","(10280088)","(31040047)","","","","","10","90096685","","","","","",""
"26020204","1347","5","5","20","90100889","91212091","90100924","","","(10280089)","(31040047)","","","","","10","90096685","","","","","",""
"26020205","1347","5","6","20","90100889","91212091","90100925","","","(10280090)","(31040047)","","","","","10","90096685","","","","","",""
"26020206","1347","5","7","20","90100889","91212091","90100926","","","(10280091)","(31040047)","","","","","10","90096685","","","","","",""
"26020207","1347","5","8","20","90100889","91212091","90100927","","","(10280092)","(31040047)","","","","","10","90096685","","","","","",""
"26020208","1347","5","9","20","90100889","91212091","90100928","","","(10280093)","(31040047)","","","","","10","90096685","","","","","",""
"26020209","1347","5","10","20","90100889","91212091","90100929","","","(10280094)","(31040047)","","","","","10","90096685","","","","","",""
"26020210","1348","3","1","3","90039961","91212094","90039962","","","(10280105)","","","","","","","90096806","","","","","1",""
"26020211","1348","3","2","3","90039961","91212094","90039963","","","(10280106)","","","","","","","90096806","","","","","1",""
"26020212","1348","3","3","3","90039961","91212094","90039964","","","(10280107)","","","","","","","90096806","","","","","1",""
"26020213","1349","4","1","3","90039990","91222932","90039991","","","(10280108)","","","","","","5","90096808","","","","","1",""
"26020214","1349","4","2","3","90039990","91222932","90039992","","","(10280109)","","","","","","5","90096808","","","","","1",""
"26020215","1349","4","3","3","90039990","91222932","90039993","","","(10280110)","","","","","","5","90096808","","","","","1",""
"26020216","1350","3","1","3","90039994","91222933","90039995","","","(10280111)","","","","","","5","90096807","","","","","1",""
"26020217","1350","3","2","3","90039994","91222933","90039996","","","(10280112)","","","","","","5","90096807","","","","","1",""
"26020218","1350","3","3","3","90039994","91222933","90039997","","","(10280113)","","","","","","5","90096807","","","","","1",""
"26020219","1351","2","1","1","90078063","91222931","90078065","","","(10280114)","","","","","","5","90097563","","","","","",""
"26020220","1352","6","1","1","90078064","91222934","90078066","","","(10280115)","","","","","","10","90096809","","","90036102","90036105","",""
"26020221","1353","3","1","3","90078075","91222943","90078076","","","(10280118)","","","","","","0","90096899","","","","","1",""
"26020222","1353","3","2","3","90078075","91222943","90078077","","","(10280119)","","","","","","0","90096899","","","","","1",""
"26020223","1353","3","3","3","90078075","91222943","90078078","","","(10280120)","","","","","","0","90096899","","","","","1",""
"26020224","1354","6","1","1","90078079","91222944","90078080","","","(10280121)","","","","","","0","90096900","","","90036102","90036105","",""
"26020225","1355","2","1","3","90078089","91222957","90078090","","","(10280122)","","","","","","5","90097564","","","","","",""
"26020226","1356","3","1","3","90078091","91222953","90078092","","","(10280123)","","","","","","3","90096949","","","","","1",""
"26020227","1356","3","2","3","90078091","91222953","90078093","","","(10280124)","","","","","","3","90096949","","","","","1",""
"26020228","1356","3","3","3","90078091","91222953","90078094","","","(10280125)","","","","","","3","90096949","","","","","1",""
"26020229","1357","6","1","1","90078095","91222954","90078096","","","(10280126)","","","","","","5","90096950","","","90036102","90036105","",""
"26020230","1358","4","1","3","90078099","91222966","90078100","","","(10290413)","","","","","","5","90097027","","","","","1",""
"26020231","1358","4","2","3","90078099","91222966","90078101","","","(10290414)","","","","","","5","90097027","","","","","1",""
"26020232","1358","4","3","3","90078099","91222966","90078102","","","(10290415)","","","","","","5","90097027","","","","","1",""
"26020233","1359","7","1","6","90078103","91290944","90078104","","","(10290416)","","","","","","","90097030","","","","","",""
"26020234","1360","7","2","6","90078103","91290945","90078105","","","(10290417)","","","","","","","90097031","","","","","",""
"26020235","1361","7","3","6","90078103","91290946","90078106","","","(10290418)","","","","","","","90097032","","","","","",""
"26020236","1362","7","4","6","90078103","91290947","90078107","","","(10290419)","","","","","","","90097033","","","","","",""
"26020237","1363","7","5","6","90078103","91290948","90078108","","","(10290420)","","","","","","","90097034","","","","","",""
"26020238","1364","7","6","6","90078103","91290949","90078109","","","(10290421)","","","","","","","90097035","","","","","",""
"26020239","1365","2","1","3","90100930","91290351","90100932","","","(10290422)","","","","","","60","90096479","","","","","",""
"26020240","1365","2","2","3","90100930","91290351","90100934","","","(10290423)","","","","","","60","90096479","","","","","",""
"26020241","1365","2","1","1","90100930","91222969","90100935","","","(10290424)","","","","","","60","90097565","","","","","",""
"26020242","1366","2","1","1","90100931","91222970","90100933","","","(10290425)","","","","","","3","90097565","","","","","",""
"26020243","1366","2","2","3","90100931","91290351","90100936","","","(10290426)","","","","","","3","90096479","","","","","",""
"26020244","1366","2","3","3","90100931","91290351","90100937","","","(10290427)","","","","","","3","90096479","","","","","",""
"26020245","1367","3","1","3","90100940","91222979","90100944","","","(10290431)","","","","","","3","90097133","","","","","1",""
"26020246","1367","3","2","3","90100940","91222979","90100945","","","(10290432)","","","","","","3","90097133","","","","","1",""
"26020247","1367","3","3","3","90100940","91222979","90100946","","","(10290433)","","","","","","3","90097133","","","","","1",""
"26020248","1368","4","1","3","90100941","91222992","90100947","","","(10290434)","","","","","","5","90097134","","","","","1",""
"26020249","1368","4","2","3","90100941","91222992","90100948","","","(10290435)","","","","","","5","90097134","","","","","1",""
"26020250","1368","4","3","3","90100941","91222992","90100949","","","(10290436)","","","","","","5","90097134","","","","","1",""
"26020251","1369","2","1","1","90100942","91222982","90100950","","","(10290437)","","","","","","5","90097566","","","","","",""
"26020252","1370","6","1","1","90100943","91222983","90100951","","","(10290438)","","","","","","5","90097135","","","90036102","90036105","",""
"26020253","1344","5","11","20","90100886","91212088","90100899","","","(10280130)","(31040045)","","","","","10","90096682","","","","","",""
"26020254","1344","5","12","20","90100886","91212088","90100899","","","(10280131)","(31040045)","","","","","10","90096682","","","","","",""
"26020255","1344","5","13","20","90100886","91212088","90100899","","","(10280132)","(31040045)","","","","","10","90096682","","","","","",""
"26020256","1344","5","14","20","90100886","91212088","90100899","","","(10280133)","(31040045)","","","","","10","90096682","","","","","",""
"26020257","1344","5","15","20","90100886","91212088","90100899","","","(10280134)","(31040045)","","","","","10","90096682","","","","","",""
"26020258","1344","5","16","20","90100886","91212088","90100899","","","(10280135)","(31040045)","","","","","10","90096682","","","","","",""
"26020259","1344","5","17","20","90100886","91212088","90100899","","","(10280136)","(31040045)","","","","","10","90096682","","","","","",""
"26020260","1344","5","18","20","90100886","91212088","90100899","","","(10280137)","(31040045)","","","","","10","90096682","","","","","",""
"26020261","1344","5","19","20","90100886","91212088","90100899","","","(10280138)","(31040045)","","","","","10","90096682","","","","","",""
"26020262","1344","5","20","20","90100886","91212088","90100899","","","(10280139)","(31040045)","","","","","10","90096682","","","","","",""
"26020263","1345","5","11","20","90100887","91212089","90100952","","","(10280140)","(31040046)","","","","","10","90096683","","","","","",""
"26020264","1345","5","12","20","90100887","91212089","90100953","","","(10280141)","(31040046)","","","","","10","90096683","","","","","",""
"26020265","1345","5","13","20","90100887","91212089","90100954","","","(10280142)","(31040046)","","","","","10","90096683","","","","","",""
"26020266","1345","5","14","20","90100887","91212089","90100955","","","(10280143)","(31040046)","","","","","10","90096683","","","","","",""
"26020267","1345","5","15","20","90100887","91212089","90100956","","","(10280144)","(31040046)","","","","","10","90096683","","","","","",""
"26020268","1345","5","16","20","90100887","91212089","90100957","","","(10280145)","(31040046)","","","","","10","90096683","","","","","",""
"26020269","1345","5","17","20","90100887","91212089","90100958","","","(10280146)","(31040046)","","","","","10","90096683","","","","","",""
"26020270","1345","5","18","20","90100887","91212089","90100959","","","(10280147)","(31040046)","","","","","10","90096683","","","","","",""
"26020271","1345","5","19","20","90100887","91212089","90100960","","","(10280148)","(31040046)","","","","","10","90096683","","","","","",""
"26020272","1345","5","20","20","90100887","91212089","90100961","","","(10280149)","(31040046)","","","","","10","90096683","","","","","",""
"26020273","1346","5","11","20","90100888","91212090","90100962","","","(10280150)","(31040048)","","","","","10","90096684","","","","","",""
"26020274","1346","5","12","20","90100888","91212090","90100963","","","(10280151)","(31040048)","","","","","10","90096684","","","","","",""
"26020275","1346","5","13","20","90100888","91212090","90100964","","","(10280152)","(31040048)","","","","","10","90096684","","","","","",""
"26020276","1346","5","14","20","90100888","91212090","90100965","","","(10280153)","(31040048)","","","","","10","90096684","","","","","",""
"26020277","1346","5","15","20","90100888","91212090","90100966","","","(10280154)","(31040048)","","","","","10","90096684","","","","","",""
"26020278","1346","5","16","20","90100888","91212090","90100967","","","(10280155)","(31040048)","","","","","10","90096684","","","","","",""
"26020279","1346","5","17","20","90100888","91212090","90100968","","","(10280156)","(31040048)","","","","","10","90096684","","","","","",""
"26020280","1346","5","18","20","90100888","91212090","90100969","","","(10280157)","(31040048)","","","","","10","90096684","","","","","",""
"26020281","1346","5","19","20","90100888","91212090","90100970","","","(10280158)","(31040048)","","","","","10","90096684","","","","","",""
"26020282","1346","5","20","20","90100888","91212090","90100971","","","(10280159)","(31040048)","","","","","10","90096684","","","","","",""
"26020283","1347","5","11","20","90100889","91212091","90100972","","","(10280160)","(31040047)","","","","","10","90096685","","","","","",""
"26020284","1347","5","12","20","90100889","91212091","90100973","","","(10280161)","(31040047)","","","","","10","90096685","","","","","",""
"26020285","1347","5","13","20","90100889","91212091","90100974","","","(10280162)","(31040047)","","","","","10","90096685","","","","","",""
"26020286","1347","5","14","20","90100889","91212091","90100975","","","(10280163)","(31040047)","","","","","10","90096685","","","","","",""
"26020287","1347","5","15","20","90100889","91212091","90100976","","","(10280164)","(31040047)","","","","","10","90096685","","","","","",""
"26020288","1347","5","16","20","90100889","91212091","90100977","","","(10280165)","(31040047)","","","","","10","90096685","","","","","",""
"26020289","1347","5","17","20","90100889","91212091","90100978","","","(10280166)","(31040047)","","","","","10","90096685","","","","","",""
"26020290","1347","5","18","20","90100889","91212091","90100979","","","(10280167)","(31040047)","","","","","10","90096685","","","","","",""
"26020291","1347","5","19","20","90100889","91212091","90100980","","","(10280168)","(31040047)","","","","","10","90096685","","","","","",""
"26020292","1347","5","20","20","90100889","91212091","90100981","","","(10280169)","(31040047)","","","","","10","90096685","","","","","",""
"26020301","1349","","1","5","","","","","","","","","","","","","","","","","","",""
"26020302","1349","","2","5","","","","","","","","","","","","","","","","","","",""
"26020303","1349","","3","5","","","","","","","","","","","","","","","","","","",""
"26020304","1349","","4","5","","","","","","","","","","","","","","","","","","",""
"26020305","1349","","5","5","","","","","","","","","","","","","","","","","","",""
"26020311","1350","","1","5","","","","","","","","","","","","","","","","","","",""
"26020312","1350","","2","5","","","","","","","","","","","","","","","","","","",""
"26020313","1350","","3","5","","","","","","","","","","","","","","","","","","",""
"26020314","1350","","4","5","","","","","","","","","","","","","","","","","","",""
"26020315","1350","","5","5","","","","","","","","","","","","","","","","","","",""
"26020321","1351","","1","5","","","","","","","","","","","","","","","","","","",""
"26020322","1351","","2","5","","","","","","","","","","","","","","","","","","",""
"26020323","1351","","3","5","","","","","","","","","","","","","","","","","","",""
"26020324","1351","","4","5","","","","","","","","","","","","","","","","","","",""
"26020325","1351","","5","5","","","","","","","","","","","","","","","","","","",""
"26020331","1352","","1","5","","","","","","","","","","","","","","","","","","",""
"26020332","1352","","2","5","","","","","","","","","","","","","","","","","","",""
"26020333","1352","","3","5","","","","","","","","","","","","","","","","","","",""
"26020334","1352","","4","5","","","","","","","","","","","","","","","","","","",""
"26020335","1352","","5","5","","","","","","","","","","","","","","","","","","",""
"26020341","1353","","1","5","","","","","","","","","","","","","","","","","","",""
"26020342","1353","","2","5","","","","","","","","","","","","","","","","","","",""
"26020343","1353","","3","5","","","","","","","","","","","","","","","","","","",""
"26020344","1353","","4","5","","","","","","","","","","","","","","","","","","",""
"26020345","1353","","5","5","","","","","","","","","","","","","","","","","","",""
"26020351","1354","","1","5","","","","","","","","","","","","","","","","","","",""
"26020352","1354","","2","5","","","","","","","","","","","","","","","","","","",""
"26020353","1354","","3","5","","","","","","","","","","","","","","","","","","",""
"26020354","1354","","4","5","","","","","","","","","","","","","","","","","","",""
"26020355","1354","","5","5","","","","","","","","","","","","","","","","","","",""
