"AttributeId","NameId","CurrentCanto","CurrentOrder","CurrentStar","MoneyConsume","NeedChapter","AddAtt","Mesh","AnimBP","UnlockStateBuffId","IconID","TinderShotDescribe","TinderUnlockClue","AddStarLevel"
"65010065","90096006","2","7","5","(11,3490)","7","(4,8,10699,0,1,4,5,1338,0,1,4,6,1605,0,1,4,7,3210,0,1,4,9,535,0,1,4,10,535,0,1,4,13,0.13,0,1)","76980769","91053402","(10990611,10990617,10990623,10990629)","91231314","90096054","90096030","1"
"65010066","90096006","2","7","6","(11,3840)","7","(4,8,11026,0,1,4,5,1379,0,1,4,6,1654,0,1,4,7,3308,0,1,4,9,552,0,1,4,10,552,0,1,4,13,0.132,0,1)","76980769","91053402","(10990611,10990617,10990623,10990629)","91231314","90096054","90096030","1"
"65010067","90096006","2","7","7","(11,4230)","7","(4,8,11386,0,1,4,5,1424,0,1,4,6,1708,0,1,4,7,3416,0,1,4,9,570,0,1,4,10,570,0,1,4,13,0.134,0,1)","76980769","91053402","(10990611,10990617,10990623,10990629)","91231314","90096054","90096030","1"
"65010068","90096006","2","7","8","(11,4660)","7","(4,8,11782,0,1,4,5,1473,0,1,4,6,1768,0,1,4,7,3535,0,1,4,9,590,0,1,4,10,590,0,1,4,13,0.136,0,1)","76980769","91053402","(10990611,10990617,10990623,10990629)","91231314","90096054","90096030","1"
"65010069","90096006","2","7","9","(11,5130)","7","(4,8,12218,0,1,4,5,1528,0,1,4,6,1833,0,1,4,7,3666,0,1,4,9,611,0,1,4,10,611,0,1,4,13,0.138,0,1)","76980769","91053402","(10990611,10990617,10990623,10990629)","91231314","90096054","90096030","1"
"65010070","90096006","2","7","10","(11,5650)","7","(4,8,12697,0,1,4,5,1588,0,1,4,6,1905,0,1,4,7,3810,0,1,4,9,635,0,1,4,10,635,0,1,4,13,0.14,0,1)","76980769","91053402","(10990611,10990617,10990623,10990629)","91231314","90096054","90096030","1"
"65010071","90096007","2","8","1","(11,2970)","8","(4,8,12945,0,1,4,5,1619,0,1,4,6,1942,0,1,4,7,3884,0,1,4,9,648,0,1,4,10,648,0,1,4,13,0.142,0,1)","76980769","91053402","(10990612,10990618,10990624,10990630)","91231315","90096055","90096031","1"
"65010072","90096007","2","8","2","(11,3270)","8","(4,8,13218,0,1,4,5,1653,0,1,4,6,1983,0,1,4,7,3966,0,1,4,9,661,0,1,4,10,661,0,1,4,13,0.144,0,1)","76980769","91053402","(10990612,10990618,10990624,10990630)","91231315","90096055","90096031","1"
"65010073","90096007","2","8","3","(11,3600)","8","(4,8,13518,0,1,4,5,1690,0,1,4,6,2028,0,1,4,7,4056,0,1,4,9,676,0,1,4,10,676,0,1,4,13,0.146,0,1)","76980769","91053402","(10990612,10990618,10990624,10990630)","91231315","90096055","90096031","1"
"65010074","90096007","2","8","4","(11,3960)","8","(4,8,13848,0,1,4,5,1731,0,1,4,6,2078,0,1,4,7,4155,0,1,4,9,693,0,1,4,10,693,0,1,4,13,0.148,0,1)","76980769","91053402","(10990612,10990618,10990624,10990630)","91231315","90096055","90096031","1"
"65010075","90096007","2","8","5","(11,4360)","8","(4,8,14211,0,1,4,5,1777,0,1,4,6,2132,0,1,4,7,4264,0,1,4,9,711,0,1,4,10,711,0,1,4,13,0.15,0,1)","76980769","91053402","(10990612,10990618,10990624,10990630)","91231315","90096055","90096031","1"
"65010076","90096007","2","8","6","(11,4800)","8","(4,8,14610,0,1,4,5,1827,0,1,4,6,2192,0,1,4,7,4383,0,1,4,9,731,0,1,4,10,731,0,1,4,13,0.152,0,1)","76980769","91053402","(10990612,10990618,10990624,10990630)","91231315","90096055","90096031","1"
"65010077","90096007","2","8","7","(11,5280)","8","(4,8,15049,0,1,4,5,1882,0,1,4,6,2258,0,1,4,7,4515,0,1,4,9,753,0,1,4,10,753,0,1,4,13,0.154,0,1)","76980769","91053402","(10990612,10990618,10990624,10990630)","91231315","90096055","90096031","1"
"65010078","90096007","2","8","8","(11,5810)","8","(4,8,15533,0,1,4,5,1942,0,1,4,6,2330,0,1,4,7,4660,0,1,4,9,777,0,1,4,10,777,0,1,4,13,0.156,0,1)","76980769","91053402","(10990612,10990618,10990624,10990630)","91231315","90096055","90096031","1"
"65010079","90096007","2","8","9","(11,6400)","8","(4,8,16064,0,1,4,5,2008,0,1,4,6,2410,0,1,4,7,4820,0,1,4,9,804,0,1,4,10,804,0,1,4,13,0.158,0,1)","76980769","91053402","(10990612,10990618,10990624,10990630)","91231315","90096055","90096031","1"
"65010080","90096007","2","8","10","(11,7040)","8","(4,8,16649,0,1,4,5,2082,0,1,4,6,2498,0,1,4,7,4995,0,1,4,9,833,0,1,4,10,833,0,1,4,13,0.16,0,1)","76980769","91053402","(10990612,10990618,10990624,10990630)","91231315","90096055","90096031","1"
"65010081","90096008","2","9","1","(11,3720)","9","(4,8,16952,0,1,4,5,2119,0,1,4,6,2543,0,1,4,7,5086,0,1,4,9,848,0,1,4,10,848,0,1,4,13,0.162,0,1)","76980769","91053402","(10990613,10990619,10990625,10990631)","91231316","90096056","90096032","1"
"65010082","90096008","2","9","2","(11,4100)","9","(4,8,17286,0,1,4,5,2161,0,1,4,6,2593,0,1,4,7,5186,0,1,4,9,865,0,1,4,10,865,0,1,4,13,0.164,0,1)","76980769","91053402","(10990613,10990619,10990625,10990631)","91231316","90096056","90096032","1"
"65010083","90096008","2","9","3","(11,4510)","9","(4,8,17654,0,1,4,5,2207,0,1,4,6,2648,0,1,4,7,5296,0,1,4,9,883,0,1,4,10,883,0,1,4,13,0.166,0,1)","76980769","91053402","(10990613,10990619,10990625,10990631)","91231316","90096056","90096032","1"
"65010084","90096008","2","9","4","(11,4970)","9","(4,8,18058,0,1,4,5,2258,0,1,4,6,2709,0,1,4,7,5418,0,1,4,9,903,0,1,4,10,903,0,1,4,13,0.168,0,1)","76980769","91053402","(10990613,10990619,10990625,10990631)","91231316","90096056","90096032","1"
"65010085","90096008","2","9","5","(11,5470)","9","(4,8,18503,0,1,4,5,2313,0,1,4,6,2776,0,1,4,7,5551,0,1,4,9,926,0,1,4,10,926,0,1,4,13,0.17,0,1)","76980769","91053402","(10990613,10990619,10990625,10990631)","91231316","90096056","90096032","1"
"65010086","90096008","2","9","6","(11,6020)","9","(4,8,18992,0,1,4,5,2374,0,1,4,6,2849,0,1,4,7,5698,0,1,4,9,950,0,1,4,10,950,0,1,4,13,0.172,0,1)","76980769","91053402","(10990613,10990619,10990625,10990631)","91231316","90096056","90096032","1"
"65010087","90096008","2","9","7","(11,6630)","9","(4,8,19530,0,1,4,5,2442,0,1,4,6,2930,0,1,4,7,5859,0,1,4,9,977,0,1,4,10,977,0,1,4,13,0.174,0,1)","76980769","91053402","(10990613,10990619,10990625,10990631)","91231316","90096056","90096032","1"
"65010088","90096008","2","9","8","(11,7300)","9","(4,8,20121,0,1,4,5,2516,0,1,4,6,3019,0,1,4,7,6037,0,1,4,9,1007,0,1,4,10,1007,0,1,4,13,0.176,0,1)","76980769","91053402","(10990613,10990619,10990625,10990631)","91231316","90096056","90096032","1"
"65010089","90096008","2","9","9","(11,8030)","9","(4,8,20772,0,1,4,5,2597,0,1,4,6,3116,0,1,4,7,6232,0,1,4,9,1039,0,1,4,10,1039,0,1,4,13,0.178,0,1)","76980769","91053402","(10990613,10990619,10990625,10990631)","91231316","90096056","90096032","1"
"65010090","90096008","2","9","10","(11,8840)","9","(4,8,21489,0,1,4,5,2687,0,1,4,6,3224,0,1,4,7,6447,0,1,4,9,1075,0,1,4,10,1075,0,1,4,13,0.18,0,1)","76980769","91053402","(10990613,10990619,10990625,10990631)","91231316","90096056","90096032","1"
"65010091","90096009","2","10","1","(11,4650)","10","(4,8,21859,0,1,4,5,2733,0,1,4,6,3279,0,1,4,7,6558,0,1,4,9,1093,0,1,4,10,1093,0,1,4,13,0.182,0,1)","76980769","91053402","(10990614,10990620,10990626,10990632)","91231317","90096057","90096033","1"
"65010092","90096009","2","10","2","(11,5120)","10","(4,8,22266,0,1,4,5,2784,0,1,4,6,3340,0,1,4,7,6680,0,1,4,9,1114,0,1,4,10,1114,0,1,4,13,0.184,0,1)","76980769","91053402","(10990614,10990620,10990626,10990632)","91231317","90096057","90096033","1"
"65010093","90096009","2","10","3","(11,5640)","10","(4,8,22714,0,1,4,5,2840,0,1,4,6,3408,0,1,4,7,6815,0,1,4,9,1136,0,1,4,10,1136,0,1,4,13,0.186,0,1)","76980769","91053402","(10990614,10990620,10990626,10990632)","91231317","90096057","90096033","1"
"65010094","90096009","2","10","4","(11,6210)","10","(4,8,23207,0,1,4,5,2901,0,1,4,6,3482,0,1,4,7,6963,0,1,4,9,1161,0,1,4,10,1161,0,1,4,13,0.188,0,1)","76980769","91053402","(10990614,10990620,10990626,10990632)","91231317","90096057","90096033","1"
"65010095","90096009","2","10","5","(11,6840)","10","(4,8,23750,0,1,4,5,2969,0,1,4,6,3563,0,1,4,7,7125,0,1,4,9,1188,0,1,4,10,1188,0,1,4,13,0.19,0,1)","76980769","91053402","(10990614,10990620,10990626,10990632)","91231317","90096057","90096033","1"
"65010096","90096009","2","10","6","(11,7530)","10","(4,8,24346,0,1,4,5,3044,0,1,4,6,3652,0,1,4,7,7304,0,1,4,9,1218,0,1,4,10,1218,0,1,4,13,0.192,0,1)","76980769","91053402","(10990614,10990620,10990626,10990632)","91231317","90096057","90096033","1"
"65010097","90096009","2","10","7","(11,8290)","10","(4,8,25002,0,1,4,5,3126,0,1,4,6,3751,0,1,4,7,7501,0,1,4,9,1251,0,1,4,10,1251,0,1,4,13,0.194,0,1)","76980769","91053402","(10990614,10990620,10990626,10990632)","91231317","90096057","90096033","1"
"65010098","90096009","2","10","8","(11,9120)","10","(4,8,25724,0,1,4,5,3216,0,1,4,6,3859,0,1,4,7,7718,0,1,4,9,1287,0,1,4,10,1287,0,1,4,13,0.196,0,1)","76980769","91053402","(10990614,10990620,10990626,10990632)","91231317","90096057","90096033","1"
"65010099","90096009","2","10","9","(11,10040)","10","(4,8,26518,0,1,4,5,3315,0,1,4,6,3978,0,1,4,7,7956,0,1,4,9,1326,0,1,4,10,1326,0,1,4,13,0.198,0,1)","76980769","91053402","(10990614,10990620,10990626,10990632)","91231317","90096057","90096033","1"
"65010100","90096009","2","10","10","(11,11050)","10","(4,8,27391,0,1,4,5,3424,0,1,4,6,4109,0,1,4,7,8218,0,1,4,9,1370,0,1,4,10,1370,0,1,4,13,0.2,0,1)","76980769","91053402","(10990614,10990620,10990626,10990632)","91231317","90096057","90096033","1"
"65010101","90096010","2","11","1","(11,5820)","11","(4,8,27842,0,1,4,5,3481,0,1,4,6,4177,0,1,4,7,8353,0,1,4,9,1393,0,1,4,10,1393,0,1,4,13,0.202,0,1)","76980769","91053402","(10990615,10990621,10990627,10990633)","91231318","90096058","90096034","1"
"65010102","90096010","2","11","2","(11,6410)","11","(4,8,28339,0,1,4,5,3543,0,1,4,6,4251,0,1,4,7,8502,0,1,4,9,1417,0,1,4,10,1417,0,1,4,13,0.204,0,1)","76980769","91053402","(10990615,10990621,10990627,10990633)","91231318","90096058","90096034","1"
"65010103","90096010","2","11","3","(11,7060)","11","(4,8,28885,0,1,4,5,3611,0,1,4,6,4333,0,1,4,7,8666,0,1,4,9,1445,0,1,4,10,1445,0,1,4,13,0.206,0,1)","76980769","91053402","(10990615,10990621,10990627,10990633)","91231318","90096058","90096034","1"
"65010104","90096010","2","11","4","(11,7770)","11","(4,8,29486,0,1,4,5,3686,0,1,4,6,4423,0,1,4,7,8846,0,1,4,9,1475,0,1,4,10,1475,0,1,4,13,0.208,0,1)","76980769","91053402","(10990615,10990621,10990627,10990633)","91231318","90096058","90096034","1"
"65010105","90096010","2","11","5","(11,8550)","11","(4,8,30147,0,1,4,5,3769,0,1,4,6,4522,0,1,4,7,9044,0,1,4,9,1508,0,1,4,10,1508,0,1,4,13,0.21,0,1)","76980769","91053402","(10990615,10990621,10990627,10990633)","91231318","90096058","90096034","1"
"65010106","90096010","2","11","6","(11,9410)","11","(4,8,30874,0,1,4,5,3860,0,1,4,6,4632,0,1,4,7,9263,0,1,4,9,1544,0,1,4,10,1544,0,1,4,13,0.212,0,1)","76980769","91053402","(10990615,10990621,10990627,10990633)","91231318","90096058","90096034","1"
"65010107","90096010","2","11","7","(11,10360)","11","(4,8,31674,0,1,4,5,3960,0,1,4,6,4751,0,1,4,7,9502,0,1,4,9,1584,0,1,4,10,1584,0,1,4,13,0.214,0,1)","76980769","91053402","(10990615,10990621,10990627,10990633)","91231318","90096058","90096034","1"
"65010108","90096010","2","11","8","(11,11400)","11","(4,8,32553,0,1,4,5,4070,0,1,4,6,4883,0,1,4,7,9766,0,1,4,9,1628,0,1,4,10,1628,0,1,4,13,0.216,0,1)","76980769","91053402","(10990615,10990621,10990627,10990633)","91231318","90096058","90096034","1"
"65010109","90096010","2","11","9","(11,12540)","11","(4,8,33521,0,1,4,5,4191,0,1,4,6,5029,0,1,4,7,10057,0,1,4,9,1677,0,1,4,10,1677,0,1,4,13,0.218,0,1)","76980769","91053402","(10990615,10990621,10990627,10990633)","91231318","90096058","90096034","1"
"65010110","90096010","2","11","10","(11,13800)","11","(4,8,34585,0,1,4,5,4324,0,1,4,6,5188,0,1,4,7,10376,0,1,4,9,1730,0,1,4,10,1730,0,1,4,13,0.22,0,1)","76980769","91053402","(10990615,10990621,10990627,10990633)","91231318","90096058","90096034","1"
"65010111","90096011","2","12","1","(11,7280)","12","(4,8,35135,0,1,4,5,4392,0,1,4,6,5271,0,1,4,7,10541,0,1,4,9,1757,0,1,4,10,1757,0,1,4,13,0.222,0,1)","76980769","91053402","(10990616,10990622,10990628,10990634)","91231319","90096059","90096035","1"
"65010112","90096011","2","12","2","(11,8010)","12","(4,8,35740,0,1,4,5,4468,0,1,4,6,5361,0,1,4,7,10722,0,1,4,9,1787,0,1,4,10,1787,0,1,4,13,0.224,0,1)","76980769","91053402","(10990616,10990622,10990628,10990634)","91231319","90096059","90096035","1"
"65010113","90096011","2","12","3","(11,8820)","12","(4,8,36405,0,1,4,5,4551,0,1,4,6,5461,0,1,4,7,10922,0,1,4,9,1821,0,1,4,10,1821,0,1,4,13,0.226,0,1)","76980769","91053402","(10990616,10990622,10990628,10990634)","91231319","90096059","90096035","1"
"65010114","90096011","2","12","4","(11,9710)","12","(4,8,37136,0,1,4,5,4642,0,1,4,6,5571,0,1,4,7,11141,0,1,4,9,1857,0,1,4,10,1857,0,1,4,13,0.228,0,1)","76980769","91053402","(10990616,10990622,10990628,10990634)","91231319","90096059","90096035","1"
"65010115","90096011","2","12","5","(11,10690)","12","(4,8,37941,0,1,4,5,4743,0,1,4,6,5692,0,1,4,7,11383,0,1,4,9,1898,0,1,4,10,1898,0,1,4,13,0.23,0,1)","76980769","91053402","(10990616,10990622,10990628,10990634)","91231319","90096059","90096035","1"
"65010116","90096011","2","12","6","(11,11760)","12","(4,8,38826,0,1,4,5,4854,0,1,4,6,5824,0,1,4,7,11648,0,1,4,9,1942,0,1,4,10,1942,0,1,4,13,0.232,0,1)","76980769","91053402","(10990616,10990622,10990628,10990634)","91231319","90096059","90096035","1"
"65010117","90096011","2","12","7","(11,12940)","12","(4,8,39800,0,1,4,5,4975,0,1,4,6,5970,0,1,4,7,11940,0,1,4,9,1990,0,1,4,10,1990,0,1,4,13,0.234,0,1)","76980769","91053402","(10990616,10990622,10990628,10990634)","91231319","90096059","90096035","1"
"65010118","90096011","2","12","8","(11,14240)","12","(4,8,40871,0,1,4,5,5109,0,1,4,6,6131,0,1,4,7,12262,0,1,4,9,2044,0,1,4,10,2044,0,1,4,13,0.236,0,1)","76980769","91053402","(10990616,10990622,10990628,10990634)","91231319","90096059","90096035","1"
"65010119","90096011","2","12","9","(11,15670)","12","(4,8,42049,0,1,4,5,5257,0,1,4,6,6308,0,1,4,7,12615,0,1,4,9,2103,0,1,4,10,2103,0,1,4,13,0.238,0,1)","76980769","91053402","(10990616,10990622,10990628,10990634)","91231319","90096059","90096035","1"
"65010120","90096011","2","12","10","(11,17240)","12","(4,8,43345,0,1,4,5,5419,0,1,4,6,6502,0,1,4,7,13004,0,1,4,9,2168,0,1,4,10,2168,0,1,4,13,0.24,0,1)","76980769","91053402","(10990616,10990622,10990628,10990634)","91231319","90096059","90096035","1"
"65010121","90096012","3","13","1","(11,8740)","13","(4,8,43987,0,1,4,5,5499,0,1,4,6,6598,0,1,4,7,13196,0,1,4,9,2200,0,1,4,10,2200,0,1,4,13,0.242,0,1)","76980766","91053402","(10990611,10990635,10990641,10990647)","91231320","90096060","90096036","1"
"65010122","90096012","3","13","2","(11,9620)","13","(4,8,44693,0,1,4,5,5587,0,1,4,6,6704,0,1,4,7,13408,0,1,4,9,2235,0,1,4,10,2235,0,1,4,13,0.244,0,1)","76980766","91053402","(10990611,10990635,10990641,10990647)","91231320","90096060","90096036","1"
"65010123","90096012","3","13","3","(11,10590)","13","(4,8,45470,0,1,4,5,5684,0,1,4,6,6821,0,1,4,7,13641,0,1,4,9,2274,0,1,4,10,2274,0,1,4,13,0.246,0,1)","76980766","91053402","(10990611,10990635,10990641,10990647)","91231320","90096060","90096036","1"
"65010124","90096012","3","13","4","(11,11650)","13","(4,8,46325,0,1,4,5,5791,0,1,4,6,6949,0,1,4,7,13898,0,1,4,9,2317,0,1,4,10,2317,0,1,4,13,0.248,0,1)","76980766","91053402","(10990611,10990635,10990641,10990647)","91231320","90096060","90096036","1"
"65010125","90096012","3","13","5","(11,12820)","13","(4,8,47265,0,1,4,5,5909,0,1,4,6,7090,0,1,4,7,14180,0,1,4,9,2364,0,1,4,10,2364,0,1,4,13,0.25,0,1)","76980766","91053402","(10990611,10990635,10990641,10990647)","91231320","90096060","90096036","1"
"65010126","90096012","3","13","6","(11,14110)","13","(4,8,48299,0,1,4,5,6038,0,1,4,6,7245,0,1,4,7,14490,0,1,4,9,2415,0,1,4,10,2415,0,1,4,13,0.252,0,1)","76980766","91053402","(10990611,10990635,10990641,10990647)","91231320","90096060","90096036","1"
"65010127","90096012","3","13","7","(11,15530)","13","(4,8,49437,0,1,4,5,6180,0,1,4,6,7416,0,1,4,7,14831,0,1,4,9,2472,0,1,4,10,2472,0,1,4,13,0.254,0,1)","76980766","91053402","(10990611,10990635,10990641,10990647)","91231320","90096060","90096036","1"
"65010128","90096012","3","13","8","(11,17090)","13","(4,8,50688,0,1,4,5,6336,0,1,4,6,7604,0,1,4,7,15207,0,1,4,9,2535,0,1,4,10,2535,0,1,4,13,0.256,0,1)","76980766","91053402","(10990611,10990635,10990641,10990647)","91231320","90096060","90096036","1"
"65010129","90096012","3","13","9","(11,18800)","13","(4,8,52065,0,1,4,5,6509,0,1,4,6,7810,0,1,4,7,15620,0,1,4,9,2604,0,1,4,10,2604,0,1,4,13,0.258,0,1)","76980766","91053402","(10990611,10990635,10990641,10990647)","91231320","90096060","90096036","1"
"65010130","90096012","3","13","10","(11,20680)","13","(4,8,53579,0,1,4,5,6698,0,1,4,6,8037,0,1,4,7,16074,0,1,4,9,2679,0,1,4,10,2679,0,1,4,13,0.26,0,1)","76980766","91053402","(10990611,10990635,10990641,10990647)","91231320","90096060","90096036","1"
"65010131","90096013","3","14","1","(11,10490)","14","(4,8,54328,0,1,4,5,6791,0,1,4,6,8150,0,1,4,7,16299,0,1,4,9,2717,0,1,4,10,2717,0,1,4,13,0.262,0,1)","76980766","91053402","(10990612,10990636,10990642,10990648)","91231321","90096061","90096037","1"
"65010132","90096013","3","14","2","(11,11540)","14","(4,8,55152,0,1,4,5,6894,0,1,4,6,8273,0,1,4,7,16546,0,1,4,9,2758,0,1,4,10,2758,0,1,4,13,0.264,0,1)","76980766","91053402","(10990612,10990636,10990642,10990648)","91231321","90096061","90096037","1"
"65010133","90096013","3","14","3","(11,12700)","14","(4,8,56058,0,1,4,5,7008,0,1,4,6,8409,0,1,4,7,16818,0,1,4,9,2803,0,1,4,10,2803,0,1,4,13,0.266,0,1)","76980766","91053402","(10990612,10990636,10990642,10990648)","91231321","90096061","90096037","1"
"65010134","90096013","3","14","4","(11,13970)","14","(4,8,57055,0,1,4,5,7132,0,1,4,6,8559,0,1,4,7,17117,0,1,4,9,2853,0,1,4,10,2853,0,1,4,13,0.268,0,1)","76980766","91053402","(10990612,10990636,10990642,10990648)","91231321","90096061","90096037","1"
"65010135","90096013","3","14","5","(11,15370)","14","(4,8,58152,0,1,4,5,7269,0,1,4,6,8723,0,1,4,7,17446,0,1,4,9,2908,0,1,4,10,2908,0,1,4,13,0.27,0,1)","76980766","91053402","(10990612,10990636,10990642,10990648)","91231321","90096061","90096037","1"
"65010136","90096013","3","14","6","(11,16910)","14","(4,8,59358,0,1,4,5,7420,0,1,4,6,8904,0,1,4,7,17808,0,1,4,9,2968,0,1,4,10,2968,0,1,4,13,0.272,0,1)","76980766","91053402","(10990612,10990636,10990642,10990648)","91231321","90096061","90096037","1"
"65010137","90096013","3","14","7","(11,18610)","14","(4,8,60685,0,1,4,5,7586,0,1,4,6,9103,0,1,4,7,18206,0,1,4,9,3035,0,1,4,10,3035,0,1,4,13,0.274,0,1)","76980766","91053402","(10990612,10990636,10990642,10990648)","91231321","90096061","90096037","1"
"65010138","90096013","3","14","8","(11,20480)","14","(4,8,62145,0,1,4,5,7769,0,1,4,6,9322,0,1,4,7,18644,0,1,4,9,3108,0,1,4,10,3108,0,1,4,13,0.276,0,1)","76980766","91053402","(10990612,10990636,10990642,10990648)","91231321","90096061","90096037","1"
"65010139","90096013","3","14","9","(11,22530)","14","(4,8,63750,0,1,4,5,7969,0,1,4,6,9563,0,1,4,7,19125,0,1,4,9,3188,0,1,4,10,3188,0,1,4,13,0.278,0,1)","76980766","91053402","(10990612,10990636,10990642,10990648)","91231321","90096061","90096037","1"
"65010140","90096013","3","14","10","(11,24790)","14","(4,8,65517,0,1,4,5,8190,0,1,4,6,9828,0,1,4,7,19655,0,1,4,9,3276,0,1,4,10,3276,0,1,4,13,0.28,0,1)","76980766","91053402","(10990612,10990636,10990642,10990648)","91231321","90096061","90096037","1"
"65010141","90096014","3","15","1","(11,12590)","15","(4,8,66390,0,1,4,5,8299,0,1,4,6,9959,0,1,4,7,19917,0,1,4,9,3320,0,1,4,10,3320,0,1,4,13,0.282,0,1)","76980766","91053402","(10990613,10990637,10990643,10990649)","91231322","90096062","90096038","1"
"65010142","90096014","3","15","2","(11,13850)","15","(4,8,67352,0,1,4,5,8419,0,1,4,6,10103,0,1,4,7,20206,0,1,4,9,3368,0,1,4,10,3368,0,1,4,13,0.284,0,1)","76980766","91053402","(10990613,10990637,10990643,10990649)","91231322","90096062","90096038","1"
"65010143","90096014","3","15","3","(11,15240)","15","(4,8,68409,0,1,4,5,8552,0,1,4,6,10262,0,1,4,7,20523,0,1,4,9,3421,0,1,4,10,3421,0,1,4,13,0.286,0,1)","76980766","91053402","(10990613,10990637,10990643,10990649)","91231322","90096062","90096038","1"
"65010144","90096014","3","15","4","(11,16770)","15","(4,8,69572,0,1,4,5,8697,0,1,4,6,10436,0,1,4,7,20872,0,1,4,9,3479,0,1,4,10,3479,0,1,4,13,0.288,0,1)","76980766","91053402","(10990613,10990637,10990643,10990649)","91231322","90096062","90096038","1"
"65010145","90096014","3","15","5","(11,18450)","15","(4,8,70852,0,1,4,5,8857,0,1,4,6,10628,0,1,4,7,21256,0,1,4,9,3543,0,1,4,10,3543,0,1,4,13,0.29,0,1)","76980766","91053402","(10990613,10990637,10990643,10990649)","91231322","90096062","90096038","1"
"65010146","90096014","3","15","6","(11,20300)","15","(4,8,72259,0,1,4,5,9033,0,1,4,6,10839,0,1,4,7,21678,0,1,4,9,3613,0,1,4,10,3613,0,1,4,13,0.292,0,1)","76980766","91053402","(10990613,10990637,10990643,10990649)","91231322","90096062","90096038","1"
"65010147","90096014","3","15","7","(11,22330)","15","(4,8,73807,0,1,4,5,9226,0,1,4,6,11071,0,1,4,7,22142,0,1,4,9,3691,0,1,4,10,3691,0,1,4,13,0.294,0,1)","76980766","91053402","(10990613,10990637,10990643,10990649)","91231322","90096062","90096038","1"
"65010148","90096014","3","15","8","(11,24570)","15","(4,8,75510,0,1,4,5,9439,0,1,4,6,11327,0,1,4,7,22653,0,1,4,9,3776,0,1,4,10,3776,0,1,4,13,0.296,0,1)","76980766","91053402","(10990613,10990637,10990643,10990649)","91231322","90096062","90096038","1"
"65010149","90096014","3","15","9","(11,27030)","15","(4,8,77383,0,1,4,5,9673,0,1,4,6,11608,0,1,4,7,23215,0,1,4,9,3870,0,1,4,10,3870,0,1,4,13,0.298,0,1)","76980766","91053402","(10990613,10990637,10990643,10990649)","91231322","90096062","90096038","1"
"65010150","90096014","3","15","10","(11,29740)","15","(4,8,79444,0,1,4,5,9931,0,1,4,6,11917,0,1,4,7,23834,0,1,4,9,3973,0,1,4,10,3973,0,1,4,13,0.3,0,1)","76980766","91053402","(10990613,10990637,10990643,10990649)","91231322","90096062","90096038","1"
"65010151","90096015","3","16","1","(11,15110)","16","(4,8,80463,0,1,4,5,10058,0,1,4,6,12070,0,1,4,7,24139,0,1,4,9,4024,0,1,4,10,4024,0,1,4,13,0.302,0,1)","76980766","91053402","(10990614,10990638,10990644,10990650)","91231323","90096063","90096039","1"
"65010152","90096015","3","16","2","(11,16630)","16","(4,8,81584,0,1,4,5,10198,0,1,4,6,12238,0,1,4,7,24476,0,1,4,9,4080,0,1,4,10,4080,0,1,4,13,0.304,0,1)","76980766","91053402","(10990614,10990638,10990644,10990650)","91231323","90096063","90096039","1"
"65010153","90096015","3","16","3","(11,18300)","16","(4,8,82817,0,1,4,5,10353,0,1,4,6,12423,0,1,4,7,24846,0,1,4,9,4141,0,1,4,10,4141,0,1,4,13,0.306,0,1)","76980766","91053402","(10990614,10990638,10990644,10990650)","91231323","90096063","90096039","1"
"65010154","90096015","3","16","4","(11,20130)","16","(4,8,84174,0,1,4,5,10522,0,1,4,6,12626,0,1,4,7,25252,0,1,4,9,4209,0,1,4,10,4209,0,1,4,13,0.308,0,1)","76980766","91053402","(10990614,10990638,10990644,10990650)","91231323","90096063","90096039","1"
"65010155","90096015","3","16","5","(11,22150)","16","(4,8,85666,0,1,4,5,10709,0,1,4,6,12850,0,1,4,7,25700,0,1,4,9,4284,0,1,4,10,4284,0,1,4,13,0.31,0,1)","76980766","91053402","(10990614,10990638,10990644,10990650)","91231323","90096063","90096039","1"
"65010156","90096015","3","16","6","(11,24370)","16","(4,8,87307,0,1,4,5,10914,0,1,4,6,13096,0,1,4,7,26192,0,1,4,9,4366,0,1,4,10,4366,0,1,4,13,0.312,0,1)","76980766","91053402","(10990614,10990638,10990644,10990650)","91231323","90096063","90096039","1"
"65010157","90096015","3","16","7","(11,26810)","16","(4,8,89113,0,1,4,5,11140,0,1,4,6,13367,0,1,4,7,26734,0,1,4,9,4456,0,1,4,10,4456,0,1,4,13,0.314,0,1)","76980766","91053402","(10990614,10990638,10990644,10990650)","91231323","90096063","90096039","1"
"65010158","90096015","3","16","8","(11,29500)","16","(4,8,91099,0,1,4,5,11388,0,1,4,6,13665,0,1,4,7,27330,0,1,4,9,4555,0,1,4,10,4555,0,1,4,13,0.316,0,1)","76980766","91053402","(10990614,10990638,10990644,10990650)","91231323","90096063","90096039","1"
"65010159","90096015","3","16","9","(11,32450)","16","(4,8,93283,0,1,4,5,11661,0,1,4,6,13993,0,1,4,7,27985,0,1,4,9,4665,0,1,4,10,4665,0,1,4,13,0.318,0,1)","76980766","91053402","(10990614,10990638,10990644,10990650)","91231323","90096063","90096039","1"
"65010160","90096015","3","16","10","(11,35700)","16","(4,8,95686,0,1,4,5,11961,0,1,4,6,14353,0,1,4,7,28706,0,1,4,9,4785,0,1,4,10,4785,0,1,4,13,0.32,0,1)","76980766","91053402","(10990614,10990638,10990644,10990650)","91231323","90096063","90096039","1"
