"AttributeId","MountNameId","MountOrderNum","ViewOrder","MountClassMax","MountGradeMax","GradeNow","ClassNow","StarGradeMax","StarGradeNow","AttArray","Type","UpgradeMatirialId","UpgradeMatirialShopId","UpgradeMatirialNum","LiftingClassMatirialId","LiftingClassShopId","LiftingClassMatirialNum","LoginAnimationBlueprintRes","AnimationBlueprintRes","BornAnimRes","UpAnimRes","DownAnimRes","FreeAnimRes","GlideAnimRes","AttackAnimRes","ChannelAnimRes","UpDistance","UpTime","IsQuickDownAndUp","PictureNameRes","ButtonPictureNameRes","MeshNameRes","MaxWalkSpeed","MaxFlySpeed","PreMountRequirement","UnlockMoneyRequirement","UnlockMatirialRequirement","IllusionOpenClass","IllusionList","IllusionOriginalIdRange","ExhibitionPos","ExhibitionScale","RidingExhiibitionPos","RidingExhiibitionScale","NoticeId","buff_mount_name","buff_image_res","SelfMaxBuffIdArray","IllusionMaxBuffIdArray","mount_image_res_array","ClickAnimRes","ChooseRoleBornAniRes","MountUnlockAni","CallMountCameraAniList","CallMountInSkyCameraAniList","DisMountCameraAniList","GotoSkyCameraAniList","LandingCameraAniList","TopHeadPos","StarBuffId","GradeLimit","UpgradeLimit","RegionArr","PowerID"
"56140169","90020159","14","9","12","10","4","15","","","(4,8,348541,0,1,4,5,23240,0,1,4,6,27901,0,1,4,7,69717,0,1,4,10,13922,0,1,4,25,0.08,0,1)","2","31000105","0","78","0","0","0","91021201","91021201","91021202","91021203","91021204","91021205","91021206","91021218","91021219","2000","0.5","0","91200029","91222159","91021207","0.4","1","0","0","0","0","(31030068,31030069,31030070,31030071)","","(120,-40,0)","(0.8,0.8,0.8)","(0,-50,10)","(0.6,0.6,0.6)","","90069776","91260027","(10990497)","","(91260101,91222786,91222787,91222788,91222789)","91021205","91021220","91021221","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1100,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-10,0,0.5,0.5)","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.5,0.5)","(800,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.5,-1)","(1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,0,0,0,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,10,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,30,361,0.338,0.338,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,361,0.5,0.5,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.495,0.495,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.1,0.1)","(1500,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,0,0,0,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.731,0.731,600,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.159,0.159,1200,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.639,0.639,1300,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5)","350","0","0","","","16200009"
"56140170","90020159","14","9","12","10","5","15","","","(4,8,350989,0,1,4,5,23403,0,1,4,6,28097,0,1,4,7,70207,0,1,4,10,13987,0,1,4,25,0.08,0,1)","2","31000105","0","78","0","0","0","91021201","91021201","91021202","91021203","91021204","91021205","91021206","91021218","91021219","2000","0.5","0","91200029","91222159","91021207","0.4","1","0","0","0","0","(31030068,31030069,31030070,31030071)","","(120,-40,0)","(0.8,0.8,0.8)","(0,-50,10)","(0.6,0.6,0.6)","","90069776","91260027","(10990497)","","(91260101,91222786,91222787,91222788,91222789)","91021205","91021220","91021221","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1100,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-10,0,0.5,0.5)","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.5,0.5)","(800,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.5,-1)","(1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,0,0,0,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,10,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,30,361,0.338,0.338,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,361,0.5,0.5,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.495,0.495,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.1,0.1)","(1500,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,0,0,0,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.731,0.731,600,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.159,0.159,1200,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.639,0.639,1300,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5)","350","0","0","","","16200009"
"56140171","90020159","14","9","12","10","6","15","","","(4,8,353437,0,1,4,5,23566,0,1,4,6,28293,0,1,4,7,70697,0,1,4,10,14052,0,1,4,25,0.08,0,1)","2","31000105","0","78","0","0","0","91021201","91021201","91021202","91021203","91021204","91021205","91021206","91021218","91021219","2000","0.5","0","91200029","91222159","91021207","0.4","1","0","0","0","0","(31030068,31030069,31030070,31030071)","","(120,-40,0)","(0.8,0.8,0.8)","(0,-50,10)","(0.6,0.6,0.6)","","90069776","91260027","(10990497)","","(91260101,91222786,91222787,91222788,91222789)","91021205","91021220","91021221","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1100,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-10,0,0.5,0.5)","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.5,0.5)","(800,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.5,-1)","(1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,0,0,0,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,10,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,30,361,0.338,0.338,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,361,0.5,0.5,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.495,0.495,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.1,0.1)","(1500,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,0,0,0,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.731,0.731,600,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.159,0.159,1200,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.639,0.639,1300,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5)","350","0","0","","","16200009"
"56140172","90020159","14","9","12","10","7","15","","","(4,8,355885,0,1,4,5,23729,0,1,4,6,28489,0,1,4,7,71187,0,1,4,10,14117,0,1,4,25,0.08,0,1)","2","31000105","0","78","0","0","0","91021201","91021201","91021202","91021203","91021204","91021205","91021206","91021218","91021219","2000","0.5","0","91200029","91222159","91021207","0.4","1","0","0","0","0","(31030068,31030069,31030070,31030071)","","(120,-40,0)","(0.8,0.8,0.8)","(0,-50,10)","(0.6,0.6,0.6)","","90069776","91260027","(10990497)","","(91260101,91222786,91222787,91222788,91222789)","91021205","91021220","91021221","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1100,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-10,0,0.5,0.5)","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.5,0.5)","(800,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.5,-1)","(1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,0,0,0,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,10,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,30,361,0.338,0.338,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,361,0.5,0.5,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.495,0.495,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.1,0.1)","(1500,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,0,0,0,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.731,0.731,600,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.159,0.159,1200,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.639,0.639,1300,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5)","350","0","0","","","16200009"
"56140173","90020159","14","9","12","10","8","15","","","(4,8,358333,0,1,4,5,23892,0,1,4,6,28685,0,1,4,7,71677,0,1,4,10,14182,0,1,4,25,0.08,0,1)","2","31000105","0","78","0","0","0","91021201","91021201","91021202","91021203","91021204","91021205","91021206","91021218","91021219","2000","0.5","0","91200029","91222159","91021207","0.4","1","0","0","0","0","(31030068,31030069,31030070,31030071)","","(120,-40,0)","(0.8,0.8,0.8)","(0,-50,10)","(0.6,0.6,0.6)","","90069776","91260027","(10990497)","","(91260101,91222786,91222787,91222788,91222789)","91021205","91021220","91021221","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1100,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-10,0,0.5,0.5)","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.5,0.5)","(800,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.5,-1)","(1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,0,0,0,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,10,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,30,361,0.338,0.338,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,361,0.5,0.5,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.495,0.495,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.1,0.1)","(1500,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,0,0,0,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.731,0.731,600,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.159,0.159,1200,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.639,0.639,1300,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5)","350","0","0","","","16200009"
"56140174","90020159","14","9","12","10","9","15","","","(4,8,360781,0,1,4,5,24055,0,1,4,6,28881,0,1,4,7,72167,0,1,4,10,14247,0,1,4,25,0.08,0,1)","2","31000105","0","78","0","0","0","91021201","91021201","91021202","91021203","91021204","91021205","91021206","91021218","91021219","2000","0.5","0","91200029","91222159","91021207","0.4","1","0","0","0","0","(31030068,31030069,31030070,31030071)","","(120,-40,0)","(0.8,0.8,0.8)","(0,-50,10)","(0.6,0.6,0.6)","","90069776","91260027","(10990497)","","(91260101,91222786,91222787,91222788,91222789)","91021205","91021220","91021221","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1100,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-10,0,0.5,0.5)","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.5,0.5)","(800,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.5,-1)","(1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,0,0,0,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,10,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,30,361,0.338,0.338,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,361,0.5,0.5,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.495,0.495,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.1,0.1)","(1500,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,0,0,0,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.731,0.731,600,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.159,0.159,1200,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.639,0.639,1300,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5)","350","0","0","","","16200009"
"56140175","90020159","14","9","12","10","10","15","","","(4,8,363229,0,1,4,5,24218,0,1,4,6,29077,0,1,4,7,72657,0,1,4,10,14312,0,1,4,25,0.08,0,1)","2","0","0","0","31000106","0","156","91021201","91021201","91021202","91021203","91021204","91021205","91021206","91021218","91021219","2000","0.5","0","91200029","91222159","91021207","0.4","1","0","0","0","0","(31030068,31030069,31030070,31030071)","","(120,-40,0)","(0.8,0.8,0.8)","(0,-50,10)","(0.6,0.6,0.6)","","90069776","91260027","(10990497)","","(91260101,91222786,91222787,91222788,91222789)","91021205","91021220","91021221","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1100,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-10,0,0.5,0.5)","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.5,0.5)","(800,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.5,-1)","(1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,0,0,0,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,10,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,30,361,0.338,0.338,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,361,0.5,0.5,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.495,0.495,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.1,0.1)","(1500,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,0,0,0,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.731,0.731,600,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.159,0.159,1200,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.639,0.639,1300,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5)","350","0","0","","","16200009"
"56140176","90020159","14","9","12","10","0","16","","","(4,8,380268,0,1,4,5,25354,0,1,4,6,30441,0,1,4,7,76065,0,1,4,10,14767,0,1,4,25,0.085,0,1)","2","31000105","0","84","0","0","0","91021201","91021201","91021202","91021203","91021204","91021205","91021206","91021218","91021219","2000","0.5","0","91200029","91222159","91021207","0.4","1","0","0","0","0","(31030068,31030069,31030070,31030071)","","(120,-40,0)","(0.8,0.8,0.8)","(0,-50,10)","(0.6,0.6,0.6)","93000159","90069776","91260027","(10990497)","","(91260101,91222786,91222787,91222788,91222789)","91021205","91021220","91021221","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1100,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-10,0,0.5,0.5)","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.5,0.5)","(800,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.5,-1)","(1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,0,0,0,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,10,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,30,361,0.338,0.338,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,361,0.5,0.5,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.495,0.495,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.1,0.1)","(1500,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,0,0,0,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.731,0.731,600,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.159,0.159,1200,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.639,0.639,1300,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5)","350","0","0","","","16200009"
"56140177","90020159","14","9","12","10","1","16","","","(4,8,382860,0,1,4,5,25527,0,1,4,6,30648,0,1,4,7,76583,0,1,4,10,14836,0,1,4,25,0.085,0,1)","2","31000105","0","84","0","0","0","91021201","91021201","91021202","91021203","91021204","91021205","91021206","91021218","91021219","2000","0.5","0","91200029","91222159","91021207","0.4","1","0","0","0","0","(31030068,31030069,31030070,31030071)","","(120,-40,0)","(0.8,0.8,0.8)","(0,-50,10)","(0.6,0.6,0.6)","","90069776","91260027","(10990497)","","(91260101,91222786,91222787,91222788,91222789)","91021205","91021220","91021221","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1100,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-10,0,0.5,0.5)","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.5,0.5)","(800,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.5,-1)","(1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,0,0,0,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,10,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,30,361,0.338,0.338,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,361,0.5,0.5,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.495,0.495,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.1,0.1)","(1500,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,0,0,0,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.731,0.731,600,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.159,0.159,1200,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.639,0.639,1300,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5)","350","0","0","","","16200009"
"56140178","90020159","14","9","12","10","2","16","","","(4,8,385452,0,1,4,5,25700,0,1,4,6,30855,0,1,4,7,77101,0,1,4,10,14905,0,1,4,25,0.085,0,1)","2","31000105","0","84","0","0","0","91021201","91021201","91021202","91021203","91021204","91021205","91021206","91021218","91021219","2000","0.5","0","91200029","91222159","91021207","0.4","1","0","0","0","0","(31030068,31030069,31030070,31030071)","","(120,-40,0)","(0.8,0.8,0.8)","(0,-50,10)","(0.6,0.6,0.6)","","90069776","91260027","(10990497)","","(91260101,91222786,91222787,91222788,91222789)","91021205","91021220","91021221","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1100,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-10,0,0.5,0.5)","(940,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-25,-45,0.8,0.712,1900,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.8,0.333,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.3,0.13,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,0,0.5,0.5)","(800,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-15,0,0.5,-1)","(1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,0,0,0,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,10,361,0.3,0.3,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,30,361,0.338,0.338,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,0,361,0.5,0.5,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.495,0.495,1400,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.1,0.1)","(1500,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,0,0,0,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.731,0.731,600,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.159,0.159,1200,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.3,0.3,-1,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,361,361,0.639,0.639,1300,-1,-1,-1,-1,361,361,361,-1,-1,-1,361,-30,361,0.5,0.5)","350","0","0","","","16200009"
