"AttributeId","Rank","NpcId","UpgradeId","PropertyRatio","PropertyPlus","Items","Wing","Sprite","EffectBuffArray","GsValue","MilitaryLevel","RobotNameId","ExpLevel"
"110000894","893","76980220","21050264","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","48010090","","2095206","3","90048050","264"
"110000895","894","76980200","21050264","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","48010091","","2095206","3","90048048","264"
"110000896","895","76980009","21050264","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","48010092","","2095206","3","90048049","264"
"110000897","896","76980220","21050264","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","48010093","","2095206","3","90048050","264"
"110000898","897","76980200","21050264","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","48010094","","2095206","3","90048048","264"
"110000899","898","76980009","21050264","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","48010095","","2095206","3","90048049","264"
"110000900","899","76980220","21050264","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","48010096","","2095206","3","90048050","264"
"110000901","900","76980200","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","48010097","","2076687","3","90048048","263"
"110000902","901","76980009","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","48010098","","2076687","3","90048049","263"
"110000903","902","76980220","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","48010099","","2076687","3","90048050","263"
"110000904","903","76980200","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","48010100","","2076687","3","90048048","263"
"110000905","904","76980009","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","48020001","","2076687","3","90048049","263"
"110000906","905","76980220","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","48020002","","2076687","3","90048050","263"
"110000907","906","76980200","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","48020003","","2076687","3","90048048","263"
"110000908","907","76980009","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","48020004","","2076687","3","90048049","263"
"110000909","908","76980220","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","48020005","","2076687","3","90048050","263"
"110000910","909","76980200","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","48020006","","2076687","3","90048048","263"
"110000911","910","76980009","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","48020007","","2076687","3","90048049","263"
"110000912","911","76980220","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","48020008","","2076687","3","90048050","263"
"110000913","912","76980200","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","48020009","","2076687","3","90048048","263"
"110000914","913","76980009","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","48020010","","2076687","3","90048049","263"
"110000915","914","76980220","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","48020011","","2076687","3","90048050","263"
"110000916","915","76980200","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","48020012","","2076687","3","90048048","263"
"110000917","916","76980009","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","48020013","","2076687","3","90048049","263"
"110000918","917","76980220","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","48020014","","2076687","3","90048050","263"
"110000919","918","76980200","21050263","(4,31,2.5,0,1,4,8,9,0,1,4,5,3.7,0,1,4,6,3.7,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","48020015","","2076687","3","90048048","263"
