"AttributeId","RewardType","ChinaMainRegionReward","KRRegionReward","ChinaTWRegionReward","ENRegionReward","THARegionReward","VNRegionReward","JPRegionReward","RUSRegionReward","SGRegionReward"
"164000213","","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)"
"164000214","","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)"
"164000215","","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)"
"164000220","","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)"
"164000221","","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)"
"164000222","","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)","(31010139,80)"
"164000223","","(31010139,50)","(31010139,50)","(31010139,50)","(31010139,50)","(31010139,50)","(31010139,50)","(31010139,50)","(31010139,50)","(31010139,50)"
"164000224","","(31010139,50)","(31010139,50)","(31010139,50)","(31010139,50)","(31010139,50)","(31010139,50)","(31010139,50)","(31010139,50)","(31010139,50)"
"164000225","","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)"
"164000226","","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)"
"164000227","","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)"
"164000228","","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)","(31010139,30)"
"164000229","","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)"
"164000230","","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)"
"164000231","","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)"
"164000232","","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)","(31010139,20)"
"164000233","","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)"
"164000234","","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)"
"164000235","","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)","(31010139,10)"
"164000300","","(31020068,12,31020056,20,31142104,12,31130411,10)","(31020068,12,31020056,20,31142104,12,31130411,10)","(31020068,12,31020056,20,31142104,12,31130411,10)","(31020068,12,31020056,20,31142104,12,31130411,10)","(31020068,12,31020056,20,31142104,12,31130411,10)","(31020068,12,31020056,20,31142104,12,31130411,10)","(31020068,12,31020056,20,31142104,12,31130411,10)","(31020068,12,31020056,20,31142104,12,31130411,10)","(31020068,12,31020056,20,31142104,12,31130411,10)"
"164000301","","(31020068,8,31020056,15,31142104,12,31130411,10)","(31020068,8,31020056,15,31142104,12,31130411,10)","(31020068,8,31020056,15,31142104,12,31130411,10)","(31020068,8,31020056,15,31142104,12,31130411,10)","(31020068,8,31020056,15,31142104,12,31130411,10)","(31020068,8,31020056,15,31142104,12,31130411,10)","(31020068,8,31020056,15,31142104,12,31130411,10)","(31020068,8,31020056,15,31142104,12,31130411,10)","(31020068,8,31020056,15,31142104,12,31130411,10)"
"164000302","","(31020068,8,31020056,12,31142104,12,31130411,10)","(31020068,8,31020056,12,31142104,12,31130411,10)","(31020068,8,31020056,12,31142104,12,31130411,10)","(31020068,8,31020056,12,31142104,12,31130411,10)","(31020068,8,31020056,12,31142104,12,31130411,10)","(31020068,8,31020056,12,31142104,12,31130411,10)","(31020068,8,31020056,12,31142104,12,31130411,10)","(31020068,8,31020056,12,31142104,12,31130411,10)","(31020068,8,31020056,12,31142104,12,31130411,10)"
"164000303","","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)"
"164000304","","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)"
"164000305","","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)"
"164000306","","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)","(31020068,4,31020056,10,31142104,8,31130411,6)"
"164000307","","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)"
"164000308","","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)"
"164000309","","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)"
"164000310","","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)","(31020056,8,31130411,4)"
"164000311","","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)"
"164000312","","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)"
"164000313","","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)","(31020056,6,31130411,2)"
"164000314","","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)"
"164000315","","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)","(31020056,4,31130411,2)"
"164000400","","(31020003,30,31020004,100,31010025,5,31101076,1)","(31020003,30,31020004,100,31010025,5,31101076,1)","(31020003,30,31020004,100,31010025,5,31101076,1)","(31020003,30,31020004,100,31010025,5,31101076,1)","(31020003,30,31020004,100,31010025,5,31101076,1)","(31020003,30,31020004,100,31010025,5,31101076,1)","(31020003,30,31020004,100,31010025,5,31101078,1)","(31020003,30,31020004,100,31010025,5,31101076,1)","(31020003,30,31020004,100,31010025,5,31101076,1)"
"164000401","","(31020003,100,31020004,300,31010025,5,31101076,1)","(31020003,100,31020004,300,31010025,5,31101076,1)","(31020003,100,31020004,300,31010025,5,31101076,1)","(31020003,100,31020004,300,31010025,5,31101076,1)","(31020003,100,31020004,300,31010025,5,31101076,1)","(31020003,100,31020004,300,31010025,5,31101076,1)","(31020003,100,31020004,300,31010025,5,31101078,1)","(31020003,100,31020004,300,31010025,5,31101076,1)","(31020003,100,31020004,300,31010025,5,31101076,1)"
"164000402","","(31020003,200,31020004,500,31010025,5,31101076,1)","(31020003,200,31020004,500,31010025,5,31101076,1)","(31020003,200,31020004,500,31010025,5,31101076,1)","(31020003,200,31020004,500,31010025,5,31101076,1)","(31020003,200,31020004,500,31010025,5,31101076,1)","(31020003,200,31020004,500,31010025,5,31101076,1)","(31020003,200,31020004,500,31010025,5,31101078,1)","(31020003,200,31020004,500,31010025,5,31101076,1)","(31020003,200,31020004,500,31010025,5,31101076,1)"
"164000403","","(31000106,15,31000105,40,31010025,5,31101076,1)","(31000106,15,31000105,40,31010025,5,31101076,1)","(31000106,15,31000105,40,31010025,5,31101076,1)","(31000106,15,31000105,40,31010025,5,31101076,1)","(31000106,15,31000105,40,31010025,5,31101076,1)","(31000106,15,31000105,40,31010025,5,31101076,1)","(31000106,15,31000105,40,31010025,5,31101078,1)","(31000106,15,31000105,40,31010025,5,31101076,1)","(31000106,15,31000105,40,31010025,5,31101076,1)"
"164000404","","(31000106,40,31000105,120,31010025,5,31101076,1)","(31000106,40,31000105,120,31010025,5,31101076,1)","(31000106,40,31000105,120,31010025,5,31101076,1)","(31000106,40,31000105,120,31010025,5,31101076,1)","(31000106,40,31000105,120,31010025,5,31101076,1)","(31000106,40,31000105,120,31010025,5,31101076,1)","(31000106,40,31000105,120,31010025,5,31101078,1)","(31000106,40,31000105,120,31010025,5,31101076,1)","(31000106,40,31000105,120,31010025,5,31101076,1)"
"164000405","","(31000106,80,31000105,200,31010025,5,31101076,1)","(31000106,80,31000105,200,31010025,5,31101076,1)","(31000106,80,31000105,200,31010025,5,31101076,1)","(31000106,80,31000105,200,31010025,5,31101076,1)","(31000106,80,31000105,200,31010025,5,31101076,1)","(31000106,80,31000105,200,31010025,5,31101076,1)","(31000106,80,31000105,200,31010025,5,31101078,1)","(31000106,80,31000105,200,31010025,5,31101076,1)","(31000106,80,31000105,200,31010025,5,31101076,1)"
"164000406","","(31010053,30,31090132,20,31010025,5,31101076,1)","(31010053,30,31090132,20,31010025,5,31101076,1)","(31010053,30,31090132,20,31010025,5,31101076,1)","(31010053,30,31090132,20,31010025,5,31101076,1)","(31010053,30,31090132,20,31010025,5,31101076,1)","(31010053,30,31090132,20,31010025,5,31101076,1)","(31010053,30,31090132,20,31010025,5,31101078,1)","(31010053,30,31090132,20,31010025,5,31101076,1)","(31010053,30,31090132,20,31010025,5,31101076,1)"
"164000407","","(31010053,50,31090132,50,31010025,5,31101076,1)","(31010053,50,31090132,50,31010025,5,31101076,1)","(31010053,50,31090132,50,31010025,5,31101076,1)","(31010053,50,31090132,50,31010025,5,31101076,1)","(31010053,50,31090132,50,31010025,5,31101076,1)","(31010053,50,31090132,50,31010025,5,31101076,1)","(31010053,50,31090132,50,31010025,5,31101078,1)","(31010053,50,31090132,50,31010025,5,31101076,1)","(31010053,50,31090132,50,31010025,5,31101076,1)"
"164000408","","(31010053,80,31090132,80,31010025,5,31101076,1)","(31010053,80,31090132,80,31010025,5,31101076,1)","(31010053,80,31090132,80,31010025,5,31101076,1)","(31010053,80,31090132,80,31010025,5,31101076,1)","(31010053,80,31090132,80,31010025,5,31101076,1)","(31010053,80,31090132,80,31010025,5,31101076,1)","(31010053,80,31090132,80,31010025,5,31101078,1)","(31010053,80,31090132,80,31010025,5,31101076,1)","(31010053,80,31090132,80,31010025,5,31101076,1)"
"164000409","","(31140132,50,31000182,5,31010025,5,31101076,1)","(31140132,50,31000182,5,31010025,5,31101076,1)","(31140132,50,31000182,5,31010025,5,31101076,1)","(31140132,50,31000182,5,31010025,5,31101076,1)","(31140132,50,31000182,5,31010025,5,31101076,1)","(31140132,50,31000182,5,31010025,5,31101076,1)","(31140132,50,31000182,5,31010025,5,31101078,1)","(31140132,50,31000182,5,31010025,5,31101076,1)","(31140132,50,31000182,5,31010025,5,31101076,1)"
"164000410","","(31140132,150,31000182,10,31010025,5,31101076,1)","(31140132,150,31000182,10,31010025,5,31101076,1)","(31140132,150,31000182,10,31010025,5,31101076,1)","(31140132,150,31000182,10,31010025,5,31101076,1)","(31140132,150,31000182,10,31010025,5,31101076,1)","(31140132,150,31000182,10,31010025,5,31101076,1)","(31140132,150,31000182,10,31010025,5,31101078,1)","(31140132,150,31000182,10,31010025,5,31101076,1)","(31140132,150,31000182,10,31010025,5,31101076,1)"
"164000411","","(31140132,300,31000182,20,31010025,5,31101076,1)","(31140132,300,31000182,20,31010025,5,31101076,1)","(31140132,300,31000182,20,31010025,5,31101076,1)","(31140132,300,31000182,20,31010025,5,31101076,1)","(31140132,300,31000182,20,31010025,5,31101076,1)","(31140132,300,31000182,20,31010025,5,31101076,1)","(31140132,300,31000182,20,31010025,5,31101078,1)","(31140132,300,31000182,20,31010025,5,31101076,1)","(31140132,300,31000182,20,31010025,5,31101076,1)"
"164000412","","(31020003,100,31020005,20,31010025,5,31000110,5)","(31020003,100,31020005,20,31010025,5,31000110,5)","(31020003,100,31020005,20,31010025,5,31000110,5)","(31020003,100,31020005,20,31010025,5,31000110,5)","(31020003,100,31020005,20,31010025,5,31000110,5)","(31020003,100,31020005,20,31010025,5,31000110,5)","(31020003,100,31020005,20,31010025,5,31000110,5)","(31020003,100,31020005,20,31010025,5,31000110,5)","(31020003,100,31020005,20,31010025,5,31000110,5)"
"164000413","","(31000106,20,31000105,100,31010025,5,31000110,5)","(31000106,20,31000105,100,31010025,5,31000110,5)","(31000106,20,31000105,100,31010025,5,31000110,5)","(31000106,20,31000105,100,31010025,5,31000110,5)","(31000106,20,31000105,100,31010025,5,31000110,5)","(31000106,20,31000105,100,31010025,5,31000110,5)","(31000106,20,31000105,100,31010025,5,31000110,5)","(31000106,20,31000105,100,31010025,5,31000110,5)","(31000106,20,31000105,100,31010025,5,31000110,5)"
"164000414","","(31000100,3,31000099,80,31010025,5,31000110,5)","(31000100,3,31000099,80,31010025,5,31000110,5)","(31000100,3,31000099,80,31010025,5,31000110,5)","(31000100,3,31000099,80,31010025,5,31000110,5)","(31000100,3,31000099,80,31010025,5,31000110,5)","(31000100,3,31000099,80,31010025,5,31000110,5)","(31000100,3,31000099,80,31010025,5,31000110,5)","(31000100,3,31000099,80,31010025,5,31000110,5)","(31000100,3,31000099,80,31010025,5,31000110,5)"
"164000415","","(31090574,2,31000170,20,31010025,5,31000110,5)","(31090574,2,31000170,20,31010025,5,31000110,5)","(31090574,2,31000170,20,31010025,5,31000110,5)","(31090574,2,31000170,20,31010025,5,31000110,5)","(31090574,2,31000170,20,31010025,5,31000110,5)","(31090574,2,31000170,20,31010025,5,31000110,5)","(31090574,2,31000170,20,31010025,5,31000110,5)","(31090574,2,31000170,20,31010025,5,31000110,5)","(31090574,2,31000170,20,31010025,5,31000110,5)"
"164000416","","(31010053,50,31000165,2,31010025,5,31000110,5)","(31010053,50,31000165,2,31010025,5,31000110,5)","(31010053,50,31000165,2,31010025,5,31000110,5)","(31010053,50,31000165,2,31010025,5,31000110,5)","(31010053,50,31000165,2,31010025,5,31000110,5)","(31010053,50,31000165,2,31010025,5,31000110,5)","(31010053,50,31000165,2,31010025,5,31000110,5)","(31010053,50,31000165,2,31010025,5,31000110,5)","(31010053,50,31000165,2,31010025,5,31000110,5)"
"164000417","","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)"
"164000418","","(31140202,5,31140201,2,31010025,10,31000110,5)","(31140202,5,31140201,2,31010025,10,31000110,5)","(31140202,5,31140201,2,31010025,10,31000110,5)","(31140202,5,31140201,2,31010025,10,31000110,5)","(31140202,5,31140201,2,31010025,10,31000110,5)","(31140202,5,31140201,2,31010025,10,31000110,5)","(31140202,5,31140201,2,31010025,10,31000110,5)","(31140202,5,31140201,2,31010025,10,31000110,5)","(31140202,5,31140201,2,31010025,10,31000110,5)"
"164000419","","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)"
"164000420","","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)"
"164000421","","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)"
"164000422","","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)"
"164000423","","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)"
"164000424","","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)"
"164000425","","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)"
"164000426","","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)"
"164000427","","(31020003,100,31140132,50,31020008,300,31020001,200)","(31020003,100,31140132,50,31020008,300,31020001,200)","(31020003,100,31140132,50,31020008,300,31020001,200)","(31020003,100,31140132,50,31020008,300,31020001,200)","(31020003,100,31140132,50,31020008,300,31020001,200)","(31020003,100,31140132,50,31020008,300,31020001,200)","(31020003,100,31140132,50,31020008,300,31020001,200)","(31020003,100,31140132,50,31020008,300,31020001,200)","(31020003,100,31140132,50,31020008,300,31020001,200)"
"164000428","","(31140142,1,31090065,50,31090135,1,31000110,50)","(31140142,1,31090065,50,31090135,1,31000110,50)","(31140142,1,31090065,50,31090135,1,31000110,50)","(31140142,1,31090065,50,31090135,1,31000110,50)","(31140142,1,31090065,50,31090135,1,31000110,50)","(31140142,1,31090065,50,31090135,1,31000110,50)","(31140142,1,31090065,50,31090135,1,31000110,50)","(31140142,1,31090065,50,31090135,1,31000110,50)","(31140142,1,31090065,50,31090135,1,31000110,50)"
"164000429","","(31090539,3,31000105,600,31000106,200,31000099,400)","(31090539,3,31000105,600,31000106,200,31000099,400)","(31090539,3,31000105,600,31000106,200,31000099,400)","(31090539,3,31000105,600,31000106,200,31000099,400)","(31090539,3,31000105,600,31000106,200,31000099,400)","(31090539,3,31000105,600,31000106,200,31000099,400)","(31090539,3,31000105,600,31000106,200,31000099,400)","(31090539,3,31000105,600,31000106,200,31000099,400)","(31090539,3,31000105,600,31000106,200,31000099,400)"
"164000430","","(31000099,200,31020001,200,31000086,30,31000110,10)","(31000099,200,31020001,200,31000086,30,31000110,10)","(31000099,200,31020001,200,31000086,30,31000110,10)","(31000099,200,31020001,200,31000086,30,31000110,10)","(31000099,200,31020001,200,31000086,30,31000110,10)","(31000099,200,31020001,200,31000086,30,31000110,10)","(31000099,200,31020001,200,31000086,30,31000110,10)","(31000099,200,31020001,200,31000086,30,31000110,10)","(31000099,200,31020001,200,31000086,30,31000110,10)"
"164000431","","(31000099,300,31020001,300,31000086,50,31000110,20)","(31000099,300,31020001,300,31000086,50,31000110,20)","(31000099,300,31020001,300,31000086,50,31000110,20)","(31000099,300,31020001,300,31000086,50,31000110,20)","(31000099,300,31020001,300,31000086,50,31000110,20)","(31000099,300,31020001,300,31000086,50,31000110,20)","(31000099,300,31020001,300,31000086,50,31000110,20)","(31000099,300,31020001,300,31000086,50,31000110,20)","(31000099,300,31020001,300,31000086,50,31000110,20)"
"164000432","","(31000099,400,31020001,400,31000086,100,31000110,30)","(31000099,400,31020001,400,31000086,100,31000110,30)","(31000099,400,31020001,400,31000086,100,31000110,30)","(31000099,400,31020001,400,31000086,100,31000110,30)","(31000099,400,31020001,400,31000086,100,31000110,30)","(31000099,400,31020001,400,31000086,100,31000110,30)","(31000099,400,31020001,400,31000086,100,31000110,30)","(31000099,400,31020001,400,31000086,100,31000110,30)","(31000099,400,31020001,400,31000086,100,31000110,30)"
"164000500","","(31020003,60,31020004,200,31010025,5,31000110,5)","(31020003,60,31020004,200,31010025,5,31000110,5)","(31020003,60,31020004,200,31010025,5,31000110,5)","(31020003,60,31020004,200,31010025,5,31000110,5)","(31020003,60,31020004,200,31010025,5,31000110,5)","(31020003,60,31020004,200,31010025,5,31000110,5)","(31020003,60,31020004,200,31010025,5,31000110,5)","(31020003,60,31020004,200,31010025,5,31000110,5)","(31020003,60,31020005,20,31010025,5,31000110,5)"
"164000501","","(31000027,10,31000105,100,31010025,5,31000110,5)","(31000027,10,31000105,100,31010025,5,31000110,5)","(31000027,10,31000105,100,31010025,5,31000110,5)","(31000027,10,31000105,100,31010025,5,31000110,5)","(31000027,10,31000105,100,31010025,5,31000110,5)","(31000027,10,31000105,100,31010025,5,31000110,5)","(31000027,10,31000105,100,31010025,5,31000110,5)","(31000027,10,31000105,100,31010025,5,31000110,5)","(31000027,10,31000105,100,31010025,5,31000110,5)"
"164000502","","(31000040,80,31000099,80,31010025,5,31000110,5)","(31000040,80,31000099,80,31010025,5,31000110,5)","(31000040,80,31000099,80,31010025,5,31000110,5)","(31000040,80,31000099,80,31010025,5,31000110,5)","(31000040,80,31000099,80,31010025,5,31000110,5)","(31000040,80,31000099,80,31010025,5,31000110,5)","(31000040,80,31000099,80,31010025,5,31000110,5)","(31000040,80,31000099,80,31010025,5,31000110,5)","(31000100,3,31000099,80,31010025,5,31000110,5)"
"164000503","","(31090132,30,31090131,20,31010025,5,31000110,5)","(31090132,30,31090131,20,31010025,5,31000110,5)","(31090132,30,31090131,20,31010025,5,31000110,5)","(31090132,30,31090131,20,31010025,5,31000110,5)","(31090132,30,31090131,20,31010025,5,31000110,5)","(31090132,30,31090131,20,31010025,5,31000110,5)","(31090132,30,31090131,20,31010025,5,31000110,5)","(31090132,30,31090131,20,31010025,5,31000110,5)","(31090574,2,31000170,20,31010025,5,31000110,5)"
"164000504","","(31010053,50,31010060,100,31010025,5,31000110,5)","(31010053,50,31010060,100,31010025,5,31000110,5)","(31010053,50,31010060,100,31010025,5,31000110,5)","(31010053,50,31010060,100,31010025,5,31000110,5)","(31010053,50,31010060,100,31010025,5,31000110,5)","(31010053,50,31010060,100,31010025,5,31000110,5)","(31010053,50,31010060,100,31010025,5,31000110,5)","(31010053,50,31010060,100,31010025,5,31000110,5)","(31010053,50,31000165,2,31010025,5,31000110,5)"
"164000505","","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)","(31020001,100,31140132,100,31010025,5,31000110,5)"
"164000506","","(31020055,5,31090516,1,31010025,10,31000110,5)","(31020055,5,31090516,1,31010025,10,31000110,5)","(31020055,5,31090516,1,31010025,10,31000110,5)","(31020055,5,31090516,1,31010025,10,31000110,5)","(31020055,5,31090516,1,31010025,10,31000110,5)","(31020055,5,31090516,1,31010025,10,31000110,5)","(31020055,5,31090516,1,31010025,10,31000110,5)","(31020055,5,31090516,1,31010025,10,31000110,5)","(31140202,5,31140201,2,31010025,10,31000110,5)"
"164000507","","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)"
"164000508","","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)"
"164000509","","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)"
"164000510","","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)"
"164000511","","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)"
"164000512","","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)"
"164000513","","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)"
"164000514","","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)"
"164000515","","(31020003,100,31020004,300,31020008,300,31020001,200)","(31020003,100,31020004,300,31020008,300,31020001,200)","(31020003,100,31020004,300,31020008,300,31020001,200)","(31020003,100,31020004,300,31020008,300,31020001,200)","(31020003,100,31020004,300,31020008,300,31020001,200)","(31020003,100,31020004,300,31020008,300,31020001,200)","(31020003,100,31020004,300,31020008,300,31020001,200)","(31020003,100,31020004,300,31020008,300,31020001,200)","(31020003,100,31140132,50,31020008,300,31020001,200)"
"164000516","","(31010060,1000,31090065,50,31010053,100,31000110,50)","(31010060,1000,31090065,50,31010053,100,31000110,50)","(31010060,1000,31090065,50,31010053,100,31000110,50)","(31010060,1000,31090065,50,31010053,100,31000110,50)","(31010060,1000,31090065,50,31010053,100,31000110,50)","(31010060,1000,31090065,50,31010053,100,31000110,50)","(31010060,1000,31090065,50,31010053,100,31000110,50)","(31010060,1000,31090065,50,31010053,100,31000110,50)","(31140142,1,31090065,50,31090135,1,31000110,50)"
