"AttributeId","MapId","TemplateId","NpcType","PosX","PosY","PosZ","NextPosX","NextPosY","NextPosZ","Roll","Pitch","Yaw","RespawnType","RespawnTime","RespawnPeriod","RespawnByDayArray","IsCreateByMapCreate","Area","SpawnRate","NextSpawnNpcId"
"82011734","71000001","76000986","1","191840","46480","3188","0","0","0","0","0","0","1","3","","","1","","0","82011735"
"82011735","71000001","76000986","1","192680","46350","3188","0","0","0","0","0","0","1","3","","","1","","0","82011736"
"82011736","71000001","76000986","1","192470","45280","3188","0","0","0","0","0","0","1","3","","","1","","0","82011737"
"82011737","71000001","76000986","1","191770","45430","3188","0","0","0","0","0","0","1","3","","","1","","0","82011738"
"82011738","71000001","76000986","1","192010","45970","3188","0","0","0","0","0","0","1","3","","","1","","0","82011739"
"82011739","71000001","76000986","1","192350","46850","3188","0","0","0","0","0","0","1","3","","","1","","0","82011740"
"82011740","71000001","76000987","1","198910","38860","3218","0","0","0","0","0","0","1","3","","","1","","0","82011741"
"82011741","71000001","76000987","1","197860","39510","3218","0","0","0","0","0","0","1","3","","","1","","0","82011742"
"82011742","71000001","76000987","1","198060","38240","3218","0","0","0","0","0","0","1","3","","","1","","0","82011743"
"82011743","71000001","76000987","1","198530","38420","3218","0","0","0","0","0","0","1","3","","","1","","0","82011744"
"82011744","71000001","76000987","1","198750","39750","3218","0","0","0","0","0","0","1","3","","","1","","0","82011745"
"82011745","71000001","76000987","1","197580","39410","3218","0","0","0","0","0","0","1","3","","","1","","0","82011746"
"82011746","71000001","76000988","1","201910","37360","3218","0","0","0","0","0","0","1","3","","","1","","0","82011747"
"82011747","71000001","76000988","1","203250","36000","3218","0","0","0","0","0","0","1","3","","","1","","0","82011748"
"82011748","71000001","76000988","1","202390","37090","3218","0","0","0","0","0","0","1","3","","","1","","0","82011749"
"82011749","71000001","76000988","1","202190","36420","3218","0","0","0","0","0","0","1","3","","","1","","0","82011750"
"82011750","71000001","76000988","1","202230","35760","3218","0","0","0","0","0","0","1","3","","","1","","0","82011751"
"82011751","71000001","76000988","1","201360","36200","3218","0","0","0","0","0","0","1","3","","","1","","0","82011752"
"82011752","71000001","76000989","1","190224","22897","3273","0","0","0","0","0","147","1","3","","","1","","0","82011753"
"82011753","71000001","76000990","1","220536","27508","3841","0","0","0","0","0","107","1","3","","","1","","0","82011754"
"82011754","71000001","76000991","1","220536","27508","3841","0","0","0","0","0","107","1","3","","","1","","0","82011755"
"82011755","71000001","76000992","1","223320","28060","3768","0","0","0","0","0","100","1","3","","","1","","0","82011756"
"82011756","71000001","76000993","1","224640","31300","3768","0","0","0","0","0","0","1","3","","","1","","0","82011757"
"82011757","71000001","76000994","1","225796","29165","3804","0","0","0","0","0","82","1","3","","","1","","0","82011758"
"82011758","71000001","76000995","1","227660","30780","3768","0","0","0","0","0","0","1","3","","","1","","0","82011759"
"82011759","71000001","76000996","1","230039","28164","3874","0","0","0","0","0","104","1","3","","","1","","0","82011760"
"82011760","71000001","76000997","1","229170","30840","3768","0","0","0","0","0","0","1","3","","","1","","0","82011761"
"82011761","71000001","76000998","1","230607","32780","3768","0","0","0","0","0","-82","1","3","","","1","","0","82011762"
"82011762","71000001","76000999","1","234420","31790","3768","0","0","0","0","0","0","1","3","","","1","","0","82011763"
"82011763","71000001","76001000","1","237331","32278","3779","0","0","0","0","0","172","1","3","","","1","","0","82011764"
"82011764","71000001","76001001","1","232760","27970","3768","0","0","0","0","0","79","1","3","","","1","","0","82011765"
"82011765","71000001","76001002","1","232250","25560","3768","0","0","0","0","0","-25","1","3","","","1","","0","82011766"
"82011766","71000001","76001194","1","234650","19530","3978","0","0","0","0","0","129","1","3","","","1","","0","82011767"
"82011767","71000001","76001004","1","232580","21400","3768","0","0","0","0","0","133","1","3","","","1","","0","82011768"
"82011768","71000001","76001005","1","229820","22768","3840","0","0","0","0","0","-46","1","3","","","1","","0","82011769"
"82011769","71000001","76001006","1","230625","24057","3902","0","0","0","0","0","-61","1","3","","","1","","0","82011770"
"82011770","71000001","76001007","1","236130","21750","3768","0","0","0","0","0","0","1","3","","","1","","0","82011771"
"82011771","71000001","76001008","1","235710","21090","3848","0","0","0","0","0","0","1","3","","","1","","0","82011772"
"82011772","71000001","76001009","1","235880","21950","3768","0","0","0","0","0","35","1","3","","","1","","0","82011773"
"82011773","71000001","76001010","1","231890","19730","3768","0","0","0","0","0","0","1","3","","","1","","0","82011774"
"82011774","71000001","76001011","1","232750","19670","3848","0","0","0","0","0","0","1","3","","","1","","0","82011775"
"82011775","71000001","76001012","1","232030","20190","3768","0","0","0","0","0","-158","1","3","","","1","","0","82011776"
"82011776","71000001","76001013","1","233683","21504","3925","0","0","0","0","0","0","1","3","","","1","","0","82011777"
"82011777","71000001","76001014","1","235470","17820","3848","0","0","0","0","0","0","1","3","","","1","","0","82011778"
"82011778","71000001","76001015","1","235700","18310","3848","0","0","0","0","0","133","1","3","","","1","","0","82011779"
"82011779","71000001","76001016","1","234940","20030","3978","0","0","0","0","0","-126","1","3","","","1","","0","82011780"
"82011780","71000001","76001017","1","233260","22460","3768","0","0","0","0","0","-64","1","3","","","1","","0","82011781"
"82011781","71000001","76001018","1","232960","22258","3768","0","0","0","0","0","-43","1","3","","","1","","0","82011782"
"82011782","71000001","76001019","1","227420","20150","3768","0","0","0","0","0","25","1","3","","","1","","0","82011783"
"82011783","71000001","76001020","1","223260","17515","3768","0","0","0","0","0","35","1","3","","","1","","0","82011784"
"82011784","71000001","76001021","1","223350","17580","3768","0","0","0","0","0","35","1","3","","","1","","0","82011785"
"82011785","71000001","76001022","1","224790","17470","3768","0","0","0","0","0","172","1","3","","","1","","0","82011786"
"82011786","71000001","76001023","1","224740","16830","3768","0","0","0","0","0","154","1","3","","","1","","0","82011787"
"82011787","71000001","76001024","1","225110","30930","3768","0","0","0","0","0","0","1","3","","","1","","0","82011788"
"82011788","71000001","76001024","1","224800","30630","3768","0","0","0","0","0","0","1","3","","","1","","0","82011789"
"82011789","71000001","76001024","1","224210","30070","3768","0","0","0","0","0","0","1","3","","","1","","0","82011790"
"82011790","71000001","76001024","1","225500","30410","3768","0","0","0","0","0","0","1","3","","","1","","0","82011791"
"82011791","71000001","76001024","1","224890","30350","3768","0","0","0","0","0","0","1","3","","","1","","0","82011792"
"82011792","71000001","76001024","1","224700","29990","3768","0","0","0","0","0","0","1","3","","","1","","0","82011793"
"82011793","71000001","76001025","1","229380","30469","3768","0","0","0","0","0","0","1","3","","","1","","0","82011794"
"82011794","71000001","76001025","1","229600","30599","3768","0","0","0","0","0","0","1","3","","","1","","0","82011795"
"82011795","71000001","76001025","1","229610","30229","3768","0","0","0","0","0","0","1","3","","","1","","0","82011796"
"82011796","71000001","76001025","1","228980","30009","3768","0","0","0","0","0","0","1","3","","","1","","0","82011797"
"82011797","71000001","76001025","1","229960","30479","3768","0","0","0","0","0","0","1","3","","","1","","0","82011798"
"82011798","71000001","76001025","1","229670","29909","3768","0","0","0","0","0","0","1","3","","","1","","0","82011799"
"82011799","71000001","76001026","1","228030","30310","3768","0","0","0","0","0","0","1","3","","","1","","0","82011800"
"82011800","71000001","76001026","1","227020","30350","3768","0","0","0","0","0","0","1","3","","","1","","0","82011801"
"82011801","71000001","76001026","1","227980","29880","3768","0","0","0","0","0","0","1","3","","","1","","0","82011802"
"82011802","71000001","76001026","1","227490","30300","3768","0","0","0","0","0","0","1","3","","","1","","0","82011803"
"82011803","71000001","76001026","1","227950","30470","3768","0","0","0","0","0","0","1","3","","","1","","0","82011804"
"82011804","71000001","76001026","1","226720","29950","3768","0","0","0","0","0","0","1","3","","","1","","0","82011805"
"82011805","71000001","76001027","1","233880","32080","3768","0","0","0","0","0","0","1","3","","","1","","0","82011806"
"82011806","71000001","76001027","1","233700","31410","3768","0","0","0","0","0","0","1","3","","","1","","0","82011807"
"82011807","71000001","76001027","1","232900","31290","3768","0","0","0","0","0","0","1","3","","","1","","0","82011808"
"82011808","71000001","76001027","1","234970","30860","3768","0","0","0","0","0","0","1","3","","","1","","0","82011809"
"82011809","71000001","76001027","1","234980","31430","3768","0","0","0","0","0","0","1","3","","","1","","0","82011810"
"82011810","71000001","76001027","1","234630","31270","3768","0","0","0","0","0","0","1","3","","","1","","0","82011811"
"82011811","71000001","76001028","1","234440","29090","3768","0","0","0","0","0","0","1","3","","","1","","0","82011812"
"82011812","71000001","76001028","1","233360","29540","3768","0","0","0","0","0","0","1","3","","","1","","0","82011813"
"82011813","71000001","76001028","1","234950","29310","3768","0","0","0","0","0","0","1","3","","","1","","0","82011814"
"82011814","71000001","76001028","1","233930","29690","3768","0","0","0","0","0","0","1","3","","","1","","0","82011815"
"82011815","71000001","76001028","1","233300","30050","3768","0","0","0","0","0","0","1","3","","","1","","0","82011816"
"82011816","71000001","76001028","1","234450","29690","3768","0","0","0","0","0","0","1","3","","","1","","0","82011817"
"82011817","71000001","76001029","1","234580","25690","3768","0","0","0","0","0","0","1","3","","","1","","0","82011818"
"82011818","71000001","76001029","1","235040","25430","3768","0","0","0","0","0","0","1","3","","","1","","0","82011819"
"82011819","71000001","76001029","1","234170","26370","3768","0","0","0","0","0","0","1","3","","","1","","0","82011820"
"82011820","71000001","76001029","1","233960","26020","3768","0","0","0","0","0","0","1","3","","","1","","0","82011821"
"82011821","71000001","76001029","1","235120","26110","3768","0","0","0","0","0","0","1","3","","","1","","0","82011822"
"82011822","71000001","76001029","1","234370","25440","3768","0","0","0","0","0","0","1","3","","","1","","0","82011823"
"82011823","71000001","76001030","1","234200","23200","3768","0","0","0","0","0","0","1","3","","","1","","0","82011824"
"82011824","71000001","76001030","1","233800","23930","3768","0","0","0","0","0","0","1","3","","","1","","0","82011825"
"82011825","71000001","76001030","1","233820","24600","3768","0","0","0","0","0","0","1","3","","","1","","0","82011826"
"82011826","71000001","76001030","1","233910","23530","3768","0","0","0","0","0","0","1","3","","","1","","0","82011827"
"82011827","71000001","76001030","1","232910","23970","3768","0","0","0","0","0","0","1","3","","","1","","0","82011828"
"82011828","71000001","76001030","1","234510","24380","3768","0","0","0","0","0","0","1","3","","","1","","0","82011829"
"82011829","71000001","76001031","1","231640","22640","3768","0","0","0","0","0","0","1","3","","","1","","0","82011830"
"82011830","71000001","76001031","1","230740","21580","3768","0","0","0","0","0","0","1","3","","","1","","0","82011831"
"82011831","71000001","76001031","1","230660","22280","3768","0","0","0","0","0","0","1","3","","","1","","0","82011832"
"82011832","71000001","76001031","1","231810","23130","3768","0","0","0","0","0","0","1","3","","","1","","0","82011833"
"82011833","71000001","76001031","1","231070","22250","3768","0","0","0","0","0","0","1","3","","","1","","0","82011834"
"82011834","71000001","76001031","1","230520","22830","3768","0","0","0","0","0","0","1","3","","","1","","0","82011835"
"82011835","71000001","76001032","1","229410","21050","3768","0","0","0","0","0","0","1","3","","","1","","0","82011836"
"82011836","71000001","76001032","1","229010","20900","3768","0","0","0","0","0","0","1","3","","","1","","0","82011837"
"82011837","71000001","76001032","1","229700","21570","3768","0","0","0","0","0","0","1","3","","","1","","0","82011838"
"82011838","71000001","76001032","1","228670","21910","3768","0","0","0","0","0","0","1","3","","","1","","0","82011839"
"82011839","71000001","76001032","1","229250","21450","3768","0","0","0","0","0","0","1","3","","","1","","0","82011840"
"82011840","71000001","76001032","1","229860","20890","3768","0","0","0","0","0","0","1","3","","","1","","0","82011841"
"82011841","71000001","76001033","1","229280","17830","3768","0","0","0","0","0","0","1","3","","","1","","0","82011842"
"82011842","71000001","76001033","1","229170","18920","3768","0","0","0","0","0","0","1","3","","","1","","0","82011843"
"82011843","71000001","76001033","1","230020","18810","3768","0","0","0","0","0","0","1","3","","","1","","0","82011844"
"82011844","71000001","76001033","1","229840","18650","3768","0","0","0","0","0","0","1","3","","","1","","0","82011845"
"82011845","71000001","76001033","1","230270","18300","3768","0","0","0","0","0","0","1","3","","","1","","0","82011846"
"82011846","71000001","76001033","1","229890","17550","3768","0","0","0","0","0","0","1","3","","","1","","0","82011847"
"82011847","71000001","76001034","1","236190","23840","3768","0","0","0","0","0","0","1","3","","","1","","0","82011848"
"82011848","71000001","76001034","1","237420","23900","3768","0","0","0","0","0","0","1","3","","","1","","0","82011849"
"82011849","71000001","76001034","1","236740","24230","3768","0","0","0","0","0","0","1","3","","","1","","0","82011850"
"82011850","71000001","76001034","1","236040","23130","3768","0","0","0","0","0","0","1","3","","","1","","0","82011851"
"82011851","71000001","76001034","1","236660","23310","3768","0","0","0","0","0","0","1","3","","","1","","0","82011852"
"82011852","71000001","76001034","1","237900","23220","3768","0","0","0","0","0","0","1","3","","","1","","0","82011853"
"82011853","71000001","76001035","1","225460","19380","3768","0","0","0","0","0","0","1","3","","","1","","0","82011854"
"82011854","71000001","76001035","1","225287","19172","3768","0","0","0","0","0","0","1","3","","","1","","0","82011855"
"82011855","71000001","76001035","1","225622","19635","3768","0","0","0","0","0","0","1","3","","","1","","0","82011856"
"82011856","71000001","76001035","1","225191","19575","3768","0","0","0","0","0","0","1","3","","","1","","0","82011857"
"82011857","71000001","76001035","1","225737","19223","3768","0","0","0","0","0","0","1","3","","","1","","0","82011858"
"82011858","71000001","76001035","1","225536","19262","3768","0","0","0","0","0","0","1","3","","","1","","0","82011859"
"82011859","71000001","76001036","1","223360","18430","3768","0","0","0","0","0","0","1","3","","","1","","0","82011860"
"82011860","71000001","76001036","1","222900","16890","3768","0","0","0","0","0","0","1","3","","","1","","0","82011861"
"82011861","71000001","76001036","1","223580","18290","3768","0","0","0","0","0","0","1","3","","","1","","0","82011862"
"82011862","71000001","76001036","1","223670","16960","3768","0","0","0","0","0","0","1","3","","","1","","0","82011863"
"82011863","71000001","76001036","1","223260","16720","3768","0","0","0","0","0","0","1","3","","","1","","0","82011864"
"82011864","71000001","76001036","1","222734","17317","3837","0","0","0","0","0","0","1","3","","","1","","0","82011865"
"82011865","71000001","76001037","1","223350","17580","3768","0","0","0","0","0","35","1","3","","","1","","0","82011866"
"82011866","71000001","76001195","1","234650","19530","3978","0","0","0","0","0","129","1","3","","","1","","0","82011867"
"82011867","71000001","76001038","1","229360","58546","1610","0","0","0","0","0","-158","1","3","","","1","","0","82011868"
"82011868","71000001","76001039","1","230330","60820","1318","0","0","0","0","0","154","1","3","","","1","","0","82011869"
"82011869","71000001","76001040","1","232190","65030","1988","0","0","0","0","0","-179","1","3","","","1","","0","82011870"
"82011870","71000001","76001041","1","226260","67870","1318","0","0","0","0","0","-28","1","3","","","1","","0","82011871"
"82011871","71000001","76001042","1","228840","69060","1318","0","0","0","0","0","0","1","3","","","1","","0","82011872"
"82011872","71000001","76001043","1","230480","67850","1318","0","0","0","0","0","179","1","3","","","1","","0","82011873"
"82011873","71000001","76001044","1","229190","66520","1318","0","0","0","0","0","147","1","3","","","1","","0","82011874"
"82011874","71000001","76001045","1","218640","63090","1318","0","0","0","0","0","68","1","3","","","1","","0","82011875"
"82011875","71000001","76001046","1","218640","63090","1318","0","0","0","0","0","68","1","3","","","1","","0","82011876"
"82011876","71000001","76001047","1","223799","69587","1598","0","0","0","0","0","-79","1","3","","","1","","0","82011877"
"82011877","71000001","76001048","1","224170","74150","2068","0","0","0","0","0","0","1","3","","","1","","0","82011878"
"82011878","71000001","76001049","1","225070","79720","2608","0","0","0","0","0","0","1","3","","","1","","0","82011879"
"82011879","71000001","76001050","1","226750","80230","2608","0","0","0","0","0","118","1","3","","","1","","0","82011880"
"82011880","71000001","76001051","1","224210","82900","3218","0","0","0","0","0","-89","1","3","","","1","","0","82011881"
"82011881","71000001","76001052","1","229700","75570","2058","0","0","0","0","0","0","1","3","","","1","","0","82011882"
"82011882","71000001","76001053","1","228970","72220","2058","0","0","0","0","0","0","1","3","","","1","","0","82011883"
"82011883","71000001","76001055","1","221640","67640","1318","0","0","0","0","0","-90","1","3","","","1","","0","82011884"
"82011884","71000001","76001056","1","221640","67640","1318","0","0","0","0","0","-90","1","3","","","1","","0","82011885"
"82011885","71000001","76001057","1","214729","70470","1318","0","0","0","0","0","-144","1","3","","","1","","0","82011886"
"82011886","71000001","76001058","1","214400","79199","1838","0","0","0","0","0","-151","1","3","","","1","","0","82011887"
"82011887","71000001","76001059","1","207272","81024","1346","0","0","0","0","0","-43","1","3","","","1","","0","82011888"
"82011888","71000001","76001060","1","215113","86779","1318","0","0","0","0","0","-151","1","3","","","1","","0","82011889"
"82011889","71000001","76001061","1","215953","87262","1628","0","0","0","0","0","-154","1","3","","","1","","0","82011890"
"82011890","71000001","76001062","1","213654","87816","1365","0","0","0","0","0","-50","1","3","","","1","","0","82011891"
"82011891","71000001","76001063","1","232190","65030","1988","0","0","0","0","0","-179","1","3","","","1","","0","82011892"
"82011892","71000001","76001064","1","226490","64480","1318","0","0","0","0","0","0","1","3","","","1","","0","82011893"
"82011893","71000001","76001064","1","225750","62970","1318","0","0","0","0","0","0","1","3","","","1","","0","82011894"
"82011894","71000001","76001064","1","225610","65330","1318","0","0","0","0","0","0","1","3","","","1","","0","82011895"
"82011895","71000001","76001064","1","226660","63200","1318","0","0","0","0","0","0","1","3","","","1","","0","82011896"
"82011896","71000001","76001064","1","225340","63890","1318","0","0","0","0","0","0","1","3","","","1","","0","82011897"
"82011897","71000001","76001064","1","226120","61880","1318","0","0","0","0","0","0","1","3","","","1","","0","82011898"
"82011898","71000001","76001065","1","223630","63650","1318","0","0","0","0","0","0","1","3","","","1","","0","82011899"
"82011899","71000001","76001065","1","223740","64470","1318","0","0","0","0","0","0","1","3","","","1","","0","82011900"
"82011900","71000001","76001065","1","223240","65070","1318","0","0","0","0","0","0","1","3","","","1","","0","82011901"
"82011901","71000001","76001065","1","222500","63760","1318","0","0","0","0","0","0","1","3","","","1","","0","82011902"
"82011902","71000001","76001065","1","223020","64230","1318","0","0","0","0","0","0","1","3","","","1","","0","82011903"
"82011903","71000001","76001065","1","222500","64710","1318","0","0","0","0","0","0","1","3","","","1","","0","82011904"
"82011904","71000001","76001066","1","220860","65630","1318","0","0","0","0","0","0","1","3","","","1","","0","82011905"
"82011905","71000001","76001066","1","220080","64600","1318","0","0","0","0","0","0","1","3","","","1","","0","82011906"
"82011906","71000001","76001066","1","220740","66020","1318","0","0","0","0","0","0","1","3","","","1","","0","82011907"
"82011907","71000001","76001066","1","220020","65210","1318","0","0","0","0","0","0","1","3","","","1","","0","82011908"
"82011908","71000001","76001066","1","221190","64640","1318","0","0","0","0","0","0","1","3","","","1","","0","82011909"
"82011909","71000001","76001066","1","221330","65180","1318","0","0","0","0","0","0","1","3","","","1","","0","82011910"
"82011910","71000001","76001067","1","217700","68660","1318","0","0","0","0","0","0","1","3","","","1","","0","82011911"
"82011911","71000001","76001067","1","219460","68200","1318","0","0","0","0","0","0","1","3","","","1","","0","82011912"
"82011912","71000001","76001067","1","218680","68120","1318","0","0","0","0","0","0","1","3","","","1","","0","82011913"
"82011913","71000001","76001067","1","218340","67250","1318","0","0","0","0","0","0","1","3","","","1","","0","82011914"
"82011914","71000001","76001067","1","219160","67170","1318","0","0","0","0","0","0","1","3","","","1","","0","82011915"
"82011915","71000001","76001067","1","217700","67900","1318","0","0","0","0","0","0","1","3","","","1","","0","82011916"
"82011916","71000001","76001068","1","224210","83110","3218","0","0","0","0","0","-89","1","3","","","1","","0","82011917"
"82011917","71000001","76001069","1","226800","76450","2058","0","0","0","0","0","0","1","3","","","1","","0","82011918"
"82011918","71000001","76001069","1","227190","76280","2058","0","0","0","0","0","0","1","3","","","1","","0","82011919"
"82011919","71000001","76001069","1","226280","76060","2058","0","0","0","0","0","0","1","3","","","1","","0","82011920"
"82011920","71000001","76001069","1","227080","75770","2058","0","0","0","0","0","0","1","3","","","1","","0","82011921"
"82011921","71000001","76001069","1","226020","75670","2058","0","0","0","0","0","0","1","3","","","1","","0","82011922"
"82011922","71000001","76001069","1","227770","75910","2058","0","0","0","0","0","0","1","3","","","1","","0","82011923"
"82011923","71000001","76001070","1","227740","73980","2058","0","0","0","0","0","0","1","3","","","1","","0","82011924"
"82011924","71000001","76001070","1","227180","74020","2058","0","0","0","0","0","0","1","3","","","1","","0","82011925"
"82011925","71000001","76001070","1","227740","73980","2058","0","0","0","0","0","0","1","3","","","1","","0","82011926"
"82011926","71000001","76001070","1","227400","73240","2058","0","0","0","0","0","0","1","3","","","1","","0","82011927"
"82011927","71000001","76001070","1","227830","74480","2058","0","0","0","0","0","0","1","3","","","1","","0","82011928"
"82011928","71000001","76001070","1","227420","74830","2058","0","0","0","0","0","0","1","3","","","1","","0","82011929"
"82011929","71000001","76001071","1","220990","76040","2058","0","0","0","0","0","0","1","3","","","1","","0","82011930"
"82011930","71000001","76001071","1","221560","75340","2058","0","0","0","0","0","0","1","3","","","1","","0","82011931"
"82011931","71000001","76001071","1","221070","77060","2058","0","0","0","0","0","0","1","3","","","1","","0","82011932"
"82011932","71000001","76001071","1","220690","76500","2058","0","0","0","0","0","0","1","3","","","1","","0","82011933"
"82011933","71000001","76001071","1","220360","75670","2058","0","0","0","0","0","0","1","3","","","1","","0","82011934"
"82011934","71000001","76001071","1","221410","76410","2058","0","0","0","0","0","0","1","3","","","1","","0","82011935"
"82011935","71000001","76001071","1","221710","76720","2058","0","0","0","0","0","0","1","3","","","1","","0","82011936"
"82011936","71000001","76001072","1","221450","73820","2068","0","0","0","0","0","0","1","3","","","1","","0","82011937"
"82011937","71000001","76001072","1","221270","74110","2068","0","0","0","0","0","0","1","3","","","1","","0","82011938"
"82011938","71000001","76001072","1","221300","73250","2068","0","0","0","0","0","0","1","3","","","1","","0","82011939"
"82011939","71000001","76001072","1","220830","74450","2068","0","0","0","0","0","0","1","3","","","1","","0","82011940"
"82011940","71000001","76001072","1","220200","73500","2068","0","0","0","0","0","0","1","3","","","1","","0","82011941"
"82011941","71000001","76001072","1","220910","73340","2068","0","0","0","0","0","0","1","3","","","1","","0","82011942"
"82011942","71000001","76001072","1","220940","73600","2068","0","0","0","0","0","0","1","3","","","1","","0","82011943"
"82011943","71000001","76001072","1","220810","74020","2068","0","0","0","0","0","0","1","3","","","1","","0","82011944"
"82011944","71000001","76001073","1","212580","72780","1318","0","0","0","0","0","0","1","3","","","1","","0","82011945"
"82011945","71000001","76001073","1","212830","73340","1318","0","0","0","0","0","0","1","3","","","1","","0","82011946"
"82011946","71000001","76001073","1","213710","72910","1318","0","0","0","0","0","0","1","3","","","1","","0","82011947"
"82011947","71000001","76001073","1","213530","73280","1318","0","0","0","0","0","0","1","3","","","1","","0","82011948"
"82011948","71000001","76001073","1","212330","72130","1318","0","0","0","0","0","0","1","3","","","1","","0","82011949"
"82011949","71000001","76001073","1","212610","73000","1318","0","0","0","0","0","0","1","3","","","1","","0","82011950"
"82011950","71000001","76001074","1","210600","74650","1318","0","0","0","0","0","0","1","3","","","1","","0","82011951"
"82011951","71000001","76001074","1","212360","75060","1318","0","0","0","0","0","0","1","3","","","1","","0","82011952"
"82011952","71000001","76001074","1","211390","74400","1318","0","0","0","0","0","0","1","3","","","1","","0","82011953"
"82011953","71000001","76001074","1","211280","75860","1318","0","0","0","0","0","0","1","3","","","1","","0","82011954"
"82011954","71000001","76001074","1","211030","74300","1318","0","0","0","0","0","0","1","3","","","1","","0","82011955"
"82011955","71000001","76001074","1","211510","75160","1318","0","0","0","0","0","0","1","3","","","1","","0","82011956"
"82011956","71000001","76001074","1","210900","75160","1318","0","0","0","0","0","0","1","3","","","1","","0","82011957"
"82011957","71000001","76001074","1","211950","75850","1318","0","0","0","0","0","0","1","3","","","1","","0","82011958"
"82011958","71000001","76001075","1","207910","77510","1318","0","0","0","0","0","0","1","3","","","1","","0","82011959"
"82011959","71000001","76001075","1","208680","77090","1318","0","0","0","0","0","0","1","3","","","1","","0","82011960"
"82011960","71000001","76001075","1","208440","76740","1318","0","0","0","0","0","0","1","3","","","1","","0","82011961"
"82011961","71000001","76001075","1","207400","77460","1318","0","0","0","0","0","0","1","3","","","1","","0","82011962"
"82011962","71000001","76001075","1","208700","77770","1318","0","0","0","0","0","0","1","3","","","1","","0","82011963"
"82011963","71000001","76001075","1","207980","76640","1318","0","0","0","0","0","0","1","3","","","1","","0","82011964"
"82011964","71000001","76001076","1","212260","84900","1318","0","0","0","0","0","0","1","3","","","1","","0","82011965"
"82011965","71000001","76001076","1","212860","85440","1318","0","0","0","0","0","0","1","3","","","1","","0","82011966"
"82011966","71000001","76001076","1","212080","86010","1318","0","0","0","0","0","0","1","3","","","1","","0","82011967"
"82011967","71000001","76001076","1","211990","85290","1318","0","0","0","0","0","0","1","3","","","1","","0","82011968"
"82011968","71000001","76001076","1","212470","85480","1318","0","0","0","0","0","0","1","3","","","1","","0","82011969"
"82011969","71000001","76001076","1","212830","84810","1318","0","0","0","0","0","0","1","3","","","1","","0","82011970"
"82011970","71000001","76001077","1","215113","86779","1318","0","0","0","0","0","-151","1","3","","","1","","0","82011971"
"82011971","71000001","76001078","1","154310","77710","1088","0","0","0","0","0","-86","1","3","","","1","","0","82011972"
"82011972","71000001","76001079","1","154690","72129","1088","0","0","0","0","0","28","1","3","","","1","","0","82011973"
"82011973","71000001","76001080","1","155847","73617","1106","0","0","0","0","0","-151","1","3","","","1","","0","82011974"
"82011974","71000001","76001081","1","175323","169943","4618","0","0","0","0","0","50","1","3","","","1","","0","82011975"
"82011975","71000001","76001082","1","158517","68458","1111","0","0","0","0","0","-136","1","3","","","1","","0","82011976"
"82011976","71000001","76001083","1","159369","66629","1088","0","0","0","0","0","75","1","3","","","1","","0","82011977"
"82011977","71000001","76001084","1","163960","67840","1088","0","0","0","0","0","-82","1","3","","","1","","0","82011978"
"82011978","71000001","76001085","1","166850","73550","1648","0","0","0","0","0","-133","1","3","","","1","","0","82011979"
"82011979","71000001","76001086","1","164360","74360","1648","0","0","0","0","0","111","1","3","","","1","","0","82011980"
"82011980","71000001","76001087","1","163680","77890","2048","0","0","0","0","0","-86","1","3","","","1","","0","82011981"
"82011981","71000001","76001088","1","163339","74320","1638","0","0","0","0","0","79","1","3","","","1","","0","82011982"
"82011982","71000001","76001089","1","161830","75940","1638","0","0","0","0","0","0","1","3","","","1","","0","82011983"
"82011983","71000001","76001090","1","160200","74250","1638","0","0","0","0","0","-108","1","3","","","1","","0","82011984"
"82011984","71000001","76001091","1","163339","70960","1648","0","0","0","0","0","68","1","3","","","1","","0","82011985"
"82011985","71000001","76001092","1","171612","69218","1080","0","0","0","0","0","172","1","3","","","1","","0","82011986"
"82011986","71000001","76001093","1","177290","73490","1088","0","0","0","0","0","79","1","3","","","1","","0","82011987"
"82011987","71000001","76001094","1","176810","77771","2999","0","0","0","0","0","-118","1","3","","","1","","0","82011988"
"82011988","71000001","76001095","1","177910","82359","3088","0","0","0","0","0","-126","1","3","","","1","","0","82011989"
"82011989","71000001","76001096","1","179284","80426","3088","0","0","0","0","0","147","1","3","","","1","","0","82011990"
"82011990","71000001","76001097","1","179200","80480","3088","0","0","0","0","0","147","1","3","","","1","","0","82011991"
"82011991","71000001","76001098","1","181923","86494","3228","0","0","0","0","0","-108","1","3","","","1","","0","82011992"
"82011992","71000001","76001099","1","181310","86030","3228","0","0","0","0","0","-18","1","3","","","1","","0","82011993"
"82011993","71000001","76001100","1","173450","79470","3088","0","0","0","0","0","89","1","3","","","1","","0","82011994"
"82011994","71000001","76001101","1","173450","79580","3088","0","0","0","0","0","89","1","3","","","1","","0","82011995"
"82011995","71000001","76001102","1","167874","85117","3101","0","0","0","0","0","46","1","3","","","1","","0","82011996"
"82011996","71000001","76001103","1","167083","83780","3111","0","0","0","0","0","35","1","3","","","1","","0","82011997"
"82011997","71000001","76001104","1","165753","87060","3088","0","0","0","0","0","-72","1","3","","","1","","0","82011998"
"82011998","71000001","76001105","1","153890","75010","1088","0","0","0","0","0","0","1","3","","","1","","0","82011999"
