"AttributeId","Type","Series","Race","Level","BeginActions","EndActions","EffectActions","CycActions","EventCondition","EventActions","DuringTime","JumpTime","BuffPercent","CanCannel","ExistWhenDeath","DelByResetSkill","TimeEndKeep","MaxPileDepth","SameLevelCover","DiffLevelCover ","SameLevelSameSenderWrap ","SameLevelDifSenderWrap","SameLevelTimeCumulative","DiffevelTimeCumulative","SaveType","Sync","OtherPlayerCanSee","IsShowInExhibition","ResourceID	","DisplayPriority","InvalidMapTypeArray","ValidMapTypeArray","IsShowAbNormalBuff","MapEndClear","InvalidBoss","NotInvalidFakerPlayer","IsFashionBuff","MountStatusHidden","NeedRefresh"
"10070069","2","70069","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070052,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(7,0,100,11,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","6","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12070064","","","","","","","","","",""
"10070070","2","70070","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070053,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(7,0,100,11,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","6","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12070065","","","","","","","","","",""
"10070071","1","70071","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070054,11110000,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","10","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12070066","","","","","","","","","",""
"10070072","2","70072","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070055,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(7,0,100,11,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","2","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12070067","","","","","","","","","",""
"10070073","2","70073","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070055,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(7,0,100,11,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","3.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12070068","","","","","","","","","",""
"10070074","2","70074","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070055,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(7,0,100,11,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12070069","","","","","","","","","",""
"10070075","1","70075","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070056,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12070070","","","","","","","","","",""
"10070076","2","70076","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070057,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(7,0,100,11,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","5","0","","0","1","0","","1","1","1","0","0","","","0","1","1","","12070071","","","","","","","","","",""
"10070077","1","70077","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070058,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","10","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12070072","","","","","","","","","",""
"10070078","2","70078","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070059,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(7,0,100,11,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12070073","","","","","","","","","",""
"10070079","2","70079","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070060,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(7,0,100,11,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12070074","","","","","","","","","",""
"10070080","2","70080","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070061,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(7,0,100,11,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12070075","","","","","","","","","",""
"10070081","2","70081","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070062,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","3","0","","0","1","0","","10","0","1","1","0","","","0","1","1","","12070076","","","","","","","","","",""
"10070082","2","70081","0","2","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070063,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","3","0","","0","1","0","","10","0","1","1","0","","","0","1","1","","12070076","","","","","","","","","",""
"10070083","2","70081","0","3","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070064,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","3","0","","0","1","0","","10","0","1","1","0","","","0","1","1","","12070076","","","","","","","","","",""
"10070084","2","70081","0","4","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070065,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","3","0","","0","1","0","","10","0","1","1","0","","","0","1","1","","12070076","","","","","","","","","",""
"10070085","2","70081","0","5","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070066,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","3","0","","0","1","0","","10","0","1","1","0","","","0","1","1","","12070076","","","","","","","","","",""
"10070086","2","70081","0","6","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070067,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","3","0","","0","1","0","","10","0","1","1","0","","","0","1","1","","12070076","","","","","","","","","",""
"10070087","2","70081","0","7","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070068,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","3","0","","0","1","0","","10","0","1","1","0","","","0","1","1","","12070076","","","","","","","","","",""
"10070088","2","70081","0","8","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070069,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","3","0","","0","1","0","","10","0","1","1","0","","","0","1","1","","12070076","","","","","","","","","",""
"10070089","2","70081","0","9","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070070,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","3","0","","0","1","0","","10","0","1","1","0","","","0","1","1","","12070076","","","","","","","","","",""
"10070090","2","70081","0","10","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070071,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","3","0","","0","1","0","","10","0","1","1","0","","","0","1","1","","12070076","","","","","","","","","",""
"10071091","0","71001","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070074,0,0,0,0,0,0,0,0,0)","(20,0,0,0,0,0,0,0,0,0)","(11070072,0,0,0,0,0,0,0,0,0)","7.89","0.3","","1","1","1","","1","0","1","1","0","","","0","1","1","","12060013","","","","","","","","","",""
"10071092","0","71002","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11070074,0,0,0,0,0,0,0,0,0)","(20,0,0,0,0,0,0,0,0,0)","(11070073,0,0,0,0,0,0,0,0,0)","9.44","0.3","","1","1","1","","1","0","1","1","0","","","0","1","1","","12060013","","","","","","","","","",""
"10071093","0","71003","0","1","(11070072,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","1","","0","1","0","1","1","0","1","0","0","","","0","1","1","","12060013","","","","","","","","","",""
"10071094","0","71004","0","1","(11070073,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","1","","0","1","0","1","1","0","1","0","0","","","0","1","1","","12060013","","","","","","","","","",""
"10071095","0","71005","0","1","(11070075,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","1","","0","1","0","1","1","0","1","0","0","","","0","1","1","","12060013","","","","","","","","","",""
"10071096","0","71006","0","1","(11070076,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","1","","0","1","0","1","1","0","1","0","0","","","0","1","1","","12060013","","","","","","","","","",""
"10080001","0","80001","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080001,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","10","1","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080001","","","","","","","","","",""
"10080002","0","80002","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080002,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","8","1","","0","1","0","","1","1","1","0","0","","","0","1","1","","12080002","","","","","","","","","",""
"10080003","0","80003","0","1","(0,0,0,0,0,0,0,0,0,0)","(11080003,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080003","","","","","","","","","",""
"10080004","0","80004","0","1","(0,0,0,0,0,0,0,0,0,0)","(11080004,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080004","","","","","","","","","",""
"10080005","0","80005","0","2","(0,0,0,0,0,0,0,0,0,0)","(11080005,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080005","","","","","","","","","",""
"10080006","0","80006","0","2","(0,0,0,0,0,0,0,0,0,0)","(11080006,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080006","","","","","","","","","",""
"10080007","0","80007","0","3","(0,0,0,0,0,0,0,0,0,0)","(11080007,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080007","","","","","","","","","",""
"10080008","0","80008","0","3","(0,0,0,0,0,0,0,0,0,0)","(11080008,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080008","","","","","","","","","",""
"10080009","0","80009","0","4","(0,0,0,0,0,0,0,0,0,0)","(11080009,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080009","","","","","","","","","",""
"10080010","0","80010","0","4","(0,0,0,0,0,0,0,0,0,0)","(11080010,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080010","","","","","","","","","",""
"10080011","0","80011","0","5","(0,0,0,0,0,0,0,0,0,0)","(11080011,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080011","","","","","","","","","",""
"10080012","0","80012","0","5","(0,0,0,0,0,0,0,0,0,0)","(11080012,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080012","","","","","","","","","",""
"10080013","0","80013","0","6","(0,0,0,0,0,0,0,0,0,0)","(11080013,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080013","","","","","","","","","",""
"10080014","0","80014","0","6","(0,0,0,0,0,0,0,0,0,0)","(11080014,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080014","","","","","","","","","",""
"10080015","0","80015","0","6","(0,0,0,0,0,0,0,0,0,0)","(11080015,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080015","","","","","","","","","",""
"10080016","0","80016","0","7","(0,0,0,0,0,0,0,0,0,0)","(11080016,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080016","","","","","","","","","",""
"10080017","0","80017","0","8","(0,0,0,0,0,0,0,0,0,0)","(11080017,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080017","","","","","","","","","",""
"10080018","0","80018","0","9","(0,0,0,0,0,0,0,0,0,0)","(11080018,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080018","","","","","","","","","",""
"10080019","0","80019","0","10","(0,0,0,0,0,0,0,0,0,0)","(11080019,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080019","","","","","","","","","",""
"10080020","0","80020","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080020,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","9","1","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080020","","","","","","","","","",""
"10080021","0","80021","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080020,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","10","1","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080021","","","","","","","","","",""
"10080022","0","80022","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080020,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","11","1","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080022","","","","","","","","","",""
"10080023","0","80023","0","1","(11080023,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080023","","","","","","","","","",""
"10080024","0","80024","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080028,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","5","1","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080024","","","","","","","","","",""
"10080025","0","80025","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080029,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","5","1","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080024","","","","","","","","","",""
"10080026","0","80026","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080030,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","5","1","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080024","","","","","","","","","",""
"10080027","0","80027","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080031,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","5","1","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080024","","","","","","","","","",""
"10080028","0","80028","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080032,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","5","1","","0","1","0","","1","0","1","0","0","","","0","1","1","","12080024","","","","","","","","","",""
"10080029","0","80029","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080035,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","10","1","","0","1","0","","1","0","1","0","0","","","0","1","1","","0","","","","","","","","","",""
"10080030","0","80030","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080036,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","10","1","","0","1","0","","1","0","1","0","0","","","0","1","1","","0","","","","","","","","","",""
"10080031","0","80031","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080037,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","10","1","","0","1","0","","1","0","1","0","0","","","0","1","1","","0","","","","","","","","","",""
"10080032","0","80032","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080038,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","10","1","","0","1","0","","1","0","1","0","0","","","0","1","1","","0","","","","","","","","","",""
"10080033","0","80033","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080039,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","10","1","","0","1","0","","1","1","1","0","0","","","0","1","1","","0","","","","","","","","","",""
"10080034","0","80034","0","1","(11080040,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","1","0","","0","1","0","","1","1","1","0","0","","","0","1","1","","0","","","","","","","","","",""
"10080035","0","80035","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11080041,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","-1","2","","0","0","0","","1","1","1","0","0","","","0","1","1","","0","","","","","","","","","",""
"10080036","0","80036","0","1","(0,0,0,0,0,0,0,0,0,0)","(11080042,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","1","1","0","0","","","0","1","1","","0","","","","","","","","","",""
"10080037","0","80037","0","1","(0,0,0,0,0,0,0,0,0,0)","(11080043,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","1","1","0","0","","","0","1","1","","0","","","","","","","","","",""
"10080038","0","80038","0","1","(0,0,0,0,0,0,0,0,0,0)","(11080044,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","1","1","0","0","","","0","1","1","","0","","","","","","","","","",""
"10080039","0","80039","0","1","(0,0,0,0,0,0,0,0,0,0)","(11080045,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","1","1","0","0","","","0","1","1","","0","","","","","","","","","",""
"10080040","0","80040","0","1","(0,0,0,0,0,0,0,0,0,0)","(11080046,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0.5","0","","0","1","0","","1","1","1","0","0","","","0","1","1","","0","","","","","","","","","",""
"10090000","0","90000","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11090000,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","-1","0","","0","0","0","","1","1","1","0","0","","","1","1","1","","0","","","","","","","","","",""
"10090001","0","90000","0","1","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(11090001,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","-1","0","","0","0","0","","1","1","1","0","0","","","1","1","1","","0","","","","","","","","","",""
