"AttributeId","EquipSlot","AttArray","MeshID","BuffIdArray","FeaturesDes","UpgradeMaterial","upgrade_num","GradeLimit","RegionArr","NeedFasionId"
"64002413","2","(4,8,840000,0,1,4,7,210000,0,1,4,24,3.5,0,1,4,26,1.75,0,1)","","","(90016063,90016064)","(31101097,5)","20","4","",""
"64002414","2","(4,8,960000,0,1,4,7,240000,0,1,4,24,4,0,1,4,26,2,0,1)","","","(90016063,90016064)","(31101097,5)","20","4","",""
"64002415","2","(4,8,1080000,0,1,4,7,270000,0,1,4,24,4.5,0,1,4,26,2.25,0,1)","","","(90016063,90016064)","(31101097,5)","20","4","",""
"64002416","2","(4,8,1200000,0,1,4,7,300000,0,1,4,24,5,0,1,4,26,2.5,0,1)","","","(90016063,90016064)","(31101097,5)","20","4","",""
"64002417","2","(4,8,1320000,0,1,4,7,330000,0,1,4,24,5.5,0,1,4,26,2.75,0,1)","","","(90016063,90016064)","(31101097,5)","20","4","",""
"64002418","2","(4,8,1440000,0,1,4,7,360000,0,1,4,24,6,0,1,4,26,3,0,1)","","","(90016063,90016064)","(31101097,5)","20","4","",""
"64002419","2","(4,8,1560000,0,1,4,7,390000,0,1,4,24,6.5,0,1,4,26,3.25,0,1)","","","(90016063,90016064)","(31101097,5)","20","4","",""
"64002420","2","(4,8,1680000,0,1,4,7,420000,0,1,4,24,7,0,1,4,26,3.5,0,1)","","","(90016063,90016064)","0","20","4","",""
"64002500","1","0","3","","(90016065,90016066)","(31101098,1)","20","0","",""
"64002501","1","(4,5,2400,0,1,4,6,2880,0,1,4,23,0.1,0,1,4,25,0.05,0,1)","","","(90016065,90016066)","(31101098,1)","20","0","",""
"64002502","1","(4,5,4800,0,1,4,6,5760,0,1,4,23,0.2,0,1,4,25,0.1,0,1)","","","(90016065,90016066)","(31101098,1)","20","0","",""
"64002503","1","(4,5,7200,0,1,4,6,8640,0,1,4,23,0.3,0,1,4,25,0.15,0,1)","","","(90016065,90016066)","(31101098,1)","20","0","",""
"64002504","1","(4,5,9600,0,1,4,6,11520,0,1,4,23,0.4,0,1,4,25,0.2,0,1)","","","(90016065,90016066)","(31101098,1)","20","0","",""
"64002505","1","(4,5,12000,0,1,4,6,14400,0,1,4,23,0.5,0,1,4,25,0.25,0,1)","","","(90016065,90016066)","(31101098,1)","20","4","",""
"64002506","1","(4,5,14400,0,1,4,6,17280,0,1,4,23,0.6,0,1,4,25,0.3,0,1)","","","(90016065,90016066)","(31101098,2)","20","4","",""
"64002507","1","(4,5,19200,0,1,4,6,23040,0,1,4,23,0.8,0,1,4,25,0.4,0,1)","","","(90016065,90016066)","(31101098,3)","20","4","",""
"64002508","1","(4,5,26400,0,1,4,6,31680,0,1,4,23,1.1,0,1,4,25,0.55,0,1)","","","(90016065,90016066)","(31101098,4)","20","4","",""
"64002509","1","(4,5,36000,0,1,4,6,43200,0,1,4,23,1.5,0,1,4,25,0.75,0,1)","","","(90016065,90016066)","(31101098,5)","20","4","",""
"64002510","1","(4,5,48000,0,1,4,6,57600,0,1,4,23,2,0,1,4,25,1,0,1)","","","(90016065,90016066)","(31101098,5)","20","4","",""
"64002511","1","(4,5,60000,0,1,4,6,72000,0,1,4,23,2.5,0,1,4,25,1.25,0,1)","","","(90016065,90016066)","(31101098,5)","20","4","",""
"64002512","1","(4,5,72000,0,1,4,6,86400,0,1,4,23,3,0,1,4,25,1.5,0,1)","","","(90016065,90016066)","(31101098,5)","20","4","",""
"64002513","1","(4,5,84000,0,1,4,6,100800,0,1,4,23,3.5,0,1,4,25,1.75,0,1)","","","(90016065,90016066)","(31101098,5)","20","4","",""
"64002514","1","(4,5,96000,0,1,4,6,115200,0,1,4,23,4,0,1,4,25,2,0,1)","","","(90016065,90016066)","(31101098,5)","20","4","",""
"64002515","1","(4,5,108000,0,1,4,6,129600,0,1,4,23,4.5,0,1,4,25,2.25,0,1)","","","(90016065,90016066)","(31101098,5)","20","4","",""
"64002516","1","(4,5,120000,0,1,4,6,144000,0,1,4,23,5,0,1,4,25,2.5,0,1)","","","(90016065,90016066)","(31101098,5)","20","4","",""
"64002517","1","(4,5,132000,0,1,4,6,158400,0,1,4,23,5.5,0,1,4,25,2.75,0,1)","","","(90016065,90016066)","(31101098,5)","20","4","",""
"64002518","1","(4,5,144000,0,1,4,6,172800,0,1,4,23,6,0,1,4,25,3,0,1)","","","(90016065,90016066)","(31101098,5)","20","4","",""
"64002519","1","(4,5,156000,0,1,4,6,187200,0,1,4,23,6.5,0,1,4,25,3.25,0,1)","","","(90016065,90016066)","(31101098,5)","20","4","",""
"64002520","1","(4,5,168000,0,1,4,6,201600,0,1,4,23,7,0,1,4,25,3.5,0,1)","","","(90016065,90016066)","0","20","4","",""
"64002600","2","0","3","","(90016063,90016064)","(31101100,1)","20","0","",""
"64002601","2","(4,8,24000,0,1,4,7,6000,0,1,4,24,0.1,0,1,4,26,0.05,0,1)","","","(90016063,90016064)","(31101100,1)","20","0","",""
"64002602","2","(4,8,48000,0,1,4,7,12000,0,1,4,24,0.2,0,1,4,26,0.1,0,1)","","","(90016063,90016064)","(31101100,1)","20","0","",""
"64002603","2","(4,8,72000,0,1,4,7,18000,0,1,4,24,0.3,0,1,4,26,0.15,0,1)","","","(90016063,90016064)","(31101100,1)","20","0","",""
"64002604","2","(4,8,96000,0,1,4,7,24000,0,1,4,24,0.4,0,1,4,26,0.2,0,1)","","","(90016063,90016064)","(31101100,1)","20","0","",""
"64002605","2","(4,8,120000,0,1,4,7,30000,0,1,4,24,0.5,0,1,4,26,0.25,0,1)","","","(90016063,90016064)","(31101100,1)","20","4","",""
"64002606","2","(4,8,144000,0,1,4,7,36000,0,1,4,24,0.6,0,1,4,26,0.3,0,1)","","","(90016063,90016064)","(31101100,2)","20","4","",""
"64002607","2","(4,8,192000,0,1,4,7,48000,0,1,4,24,0.8,0,1,4,26,0.4,0,1)","","","(90016063,90016064)","(31101100,3)","20","4","",""
"64002608","2","(4,8,264000,0,1,4,7,66000,0,1,4,24,1.1,0,1,4,26,0.55,0,1)","","","(90016063,90016064)","(31101100,4)","20","4","",""
"64002609","2","(4,8,360000,0,1,4,7,90000,0,1,4,24,1.5,0,1,4,26,0.75,0,1)","","","(90016063,90016064)","(31101100,5)","20","4","",""
"64002610","2","(4,8,480000,0,1,4,7,120000,0,1,4,24,2,0,1,4,26,1,0,1)","","","(90016063,90016064)","(31101100,5)","20","4","",""
"64002611","2","(4,8,600000,0,1,4,7,150000,0,1,4,24,2.5,0,1,4,26,1.25,0,1)","","","(90016063,90016064)","(31101100,5)","20","4","",""
"64002612","2","(4,8,720000,0,1,4,7,180000,0,1,4,24,3,0,1,4,26,1.5,0,1)","","","(90016063,90016064)","(31101100,5)","20","4","",""
"64002613","2","(4,8,840000,0,1,4,7,210000,0,1,4,24,3.5,0,1,4,26,1.75,0,1)","","","(90016063,90016064)","(31101100,5)","20","4","",""
"64002614","2","(4,8,960000,0,1,4,7,240000,0,1,4,24,4,0,1,4,26,2,0,1)","","","(90016063,90016064)","(31101100,5)","20","4","",""
"64002615","2","(4,8,1080000,0,1,4,7,270000,0,1,4,24,4.5,0,1,4,26,2.25,0,1)","","","(90016063,90016064)","(31101100,5)","20","4","",""
"64002616","2","(4,8,1200000,0,1,4,7,300000,0,1,4,24,5,0,1,4,26,2.5,0,1)","","","(90016063,90016064)","(31101100,5)","20","4","",""
"64002617","2","(4,8,1320000,0,1,4,7,330000,0,1,4,24,5.5,0,1,4,26,2.75,0,1)","","","(90016063,90016064)","(31101100,5)","20","4","",""
"64002618","2","(4,8,1440000,0,1,4,7,360000,0,1,4,24,6,0,1,4,26,3,0,1)","","","(90016063,90016064)","(31101100,5)","20","4","",""
"64002619","2","(4,8,1560000,0,1,4,7,390000,0,1,4,24,6.5,0,1,4,26,3.25,0,1)","","","(90016063,90016064)","(31101100,5)","20","4","",""
"64002620","2","(4,8,1680000,0,1,4,7,420000,0,1,4,24,7,0,1,4,26,3.5,0,1)","","","(90016063,90016064)","0","20","4","",""
"64002700","1","0","3","","(90016065,90016066)","(31101101,1)","20","0","",""
"64002701","1","(4,5,2400,0,1,4,6,2880,0,1,4,23,0.1,0,1,4,25,0.05,0,1)","","","(90016065,90016066)","(31101101,1)","20","0","",""
"64002702","1","(4,5,4800,0,1,4,6,5760,0,1,4,23,0.2,0,1,4,25,0.1,0,1)","","","(90016065,90016066)","(31101101,1)","20","0","",""
"64002703","1","(4,5,7200,0,1,4,6,8640,0,1,4,23,0.3,0,1,4,25,0.15,0,1)","","","(90016065,90016066)","(31101101,1)","20","0","",""
"64002704","1","(4,5,9600,0,1,4,6,11520,0,1,4,23,0.4,0,1,4,25,0.2,0,1)","","","(90016065,90016066)","(31101101,1)","20","0","",""
"64002705","1","(4,5,12000,0,1,4,6,14400,0,1,4,23,0.5,0,1,4,25,0.25,0,1)","","","(90016065,90016066)","(31101101,1)","20","4","",""
"64002706","1","(4,5,14400,0,1,4,6,17280,0,1,4,23,0.6,0,1,4,25,0.3,0,1)","","","(90016065,90016066)","(31101101,2)","20","4","",""
"64002707","1","(4,5,19200,0,1,4,6,23040,0,1,4,23,0.8,0,1,4,25,0.4,0,1)","","","(90016065,90016066)","(31101101,3)","20","4","",""
"64002708","1","(4,5,26400,0,1,4,6,31680,0,1,4,23,1.1,0,1,4,25,0.55,0,1)","","","(90016065,90016066)","(31101101,4)","20","4","",""
"64002709","1","(4,5,36000,0,1,4,6,43200,0,1,4,23,1.5,0,1,4,25,0.75,0,1)","","","(90016065,90016066)","(31101101,5)","20","4","",""
"64002710","1","(4,5,48000,0,1,4,6,57600,0,1,4,23,2,0,1,4,25,1,0,1)","","","(90016065,90016066)","(31101101,5)","20","4","",""
"64002711","1","(4,5,60000,0,1,4,6,72000,0,1,4,23,2.5,0,1,4,25,1.25,0,1)","","","(90016065,90016066)","(31101101,5)","20","4","",""
"64002712","1","(4,5,72000,0,1,4,6,86400,0,1,4,23,3,0,1,4,25,1.5,0,1)","","","(90016065,90016066)","(31101101,5)","20","4","",""
"64002713","1","(4,5,84000,0,1,4,6,100800,0,1,4,23,3.5,0,1,4,25,1.75,0,1)","","","(90016065,90016066)","(31101101,5)","20","4","",""
"64002714","1","(4,5,96000,0,1,4,6,115200,0,1,4,23,4,0,1,4,25,2,0,1)","","","(90016065,90016066)","(31101101,5)","20","4","",""
"64002715","1","(4,5,108000,0,1,4,6,129600,0,1,4,23,4.5,0,1,4,25,2.25,0,1)","","","(90016065,90016066)","(31101101,5)","20","4","",""
"64002716","1","(4,5,120000,0,1,4,6,144000,0,1,4,23,5,0,1,4,25,2.5,0,1)","","","(90016065,90016066)","(31101101,5)","20","4","",""
"64002717","1","(4,5,132000,0,1,4,6,158400,0,1,4,23,5.5,0,1,4,25,2.75,0,1)","","","(90016065,90016066)","(31101101,5)","20","4","",""
"64002718","1","(4,5,144000,0,1,4,6,172800,0,1,4,23,6,0,1,4,25,3,0,1)","","","(90016065,90016066)","(31101101,5)","20","4","",""
"64002719","1","(4,5,156000,0,1,4,6,187200,0,1,4,23,6.5,0,1,4,25,3.25,0,1)","","","(90016065,90016066)","(31101101,5)","20","4","",""
"64002720","1","(4,5,168000,0,1,4,6,201600,0,1,4,23,7,0,1,4,25,3.5,0,1)","","","(90016065,90016066)","0","20","4","",""
"64002800","2","0","3","","(90016063,90016064)","(31101103,1)","20","0","",""
"64002801","2","(4,8,24000,0,1,4,7,6000,0,1,4,24,0.1,0,1,4,26,0.05,0,1)","","","(90016063,90016064)","(31101103,1)","20","0","",""
"64002802","2","(4,8,48000,0,1,4,7,12000,0,1,4,24,0.2,0,1,4,26,0.1,0,1)","","","(90016063,90016064)","(31101103,1)","20","0","",""
"64002803","2","(4,8,72000,0,1,4,7,18000,0,1,4,24,0.3,0,1,4,26,0.15,0,1)","","","(90016063,90016064)","(31101103,1)","20","0","",""
"64002804","2","(4,8,96000,0,1,4,7,24000,0,1,4,24,0.4,0,1,4,26,0.2,0,1)","","","(90016063,90016064)","(31101103,1)","20","0","",""
"64002805","2","(4,8,120000,0,1,4,7,30000,0,1,4,24,0.5,0,1,4,26,0.25,0,1)","","","(90016063,90016064)","(31101103,1)","20","4","",""
"64002806","2","(4,8,144000,0,1,4,7,36000,0,1,4,24,0.6,0,1,4,26,0.3,0,1)","","","(90016063,90016064)","(31101103,2)","20","4","",""
"64002807","2","(4,8,192000,0,1,4,7,48000,0,1,4,24,0.8,0,1,4,26,0.4,0,1)","","","(90016063,90016064)","(31101103,3)","20","4","",""
"64002808","2","(4,8,264000,0,1,4,7,66000,0,1,4,24,1.1,0,1,4,26,0.55,0,1)","","","(90016063,90016064)","(31101103,4)","20","4","",""
"64002809","2","(4,8,360000,0,1,4,7,90000,0,1,4,24,1.5,0,1,4,26,0.75,0,1)","","","(90016063,90016064)","(31101103,5)","20","4","",""
"64002810","2","(4,8,480000,0,1,4,7,120000,0,1,4,24,2,0,1,4,26,1,0,1)","","","(90016063,90016064)","(31101103,5)","20","4","",""
"64002811","2","(4,8,600000,0,1,4,7,150000,0,1,4,24,2.5,0,1,4,26,1.25,0,1)","","","(90016063,90016064)","(31101103,5)","20","4","",""
"64002812","2","(4,8,720000,0,1,4,7,180000,0,1,4,24,3,0,1,4,26,1.5,0,1)","","","(90016063,90016064)","(31101103,5)","20","4","",""
"64002813","2","(4,8,840000,0,1,4,7,210000,0,1,4,24,3.5,0,1,4,26,1.75,0,1)","","","(90016063,90016064)","(31101103,5)","20","4","",""
"64002814","2","(4,8,960000,0,1,4,7,240000,0,1,4,24,4,0,1,4,26,2,0,1)","","","(90016063,90016064)","(31101103,5)","20","4","",""
"64002815","2","(4,8,1080000,0,1,4,7,270000,0,1,4,24,4.5,0,1,4,26,2.25,0,1)","","","(90016063,90016064)","(31101103,5)","20","4","",""
"64002816","2","(4,8,1200000,0,1,4,7,300000,0,1,4,24,5,0,1,4,26,2.5,0,1)","","","(90016063,90016064)","(31101103,5)","20","4","",""
"64002817","2","(4,8,1320000,0,1,4,7,330000,0,1,4,24,5.5,0,1,4,26,2.75,0,1)","","","(90016063,90016064)","(31101103,5)","20","4","",""
"64002818","2","(4,8,1440000,0,1,4,7,360000,0,1,4,24,6,0,1,4,26,3,0,1)","","","(90016063,90016064)","(31101103,5)","20","4","",""
"64002819","2","(4,8,1560000,0,1,4,7,390000,0,1,4,24,6.5,0,1,4,26,3.25,0,1)","","","(90016063,90016064)","(31101103,5)","20","4","",""
"64002820","2","(4,8,1680000,0,1,4,7,420000,0,1,4,24,7,0,1,4,26,3.5,0,1)","","","(90016063,90016064)","0","20","4","",""
"64002900","1","0","3","","(90016065,90016066)","(31101104,1)","20","0","",""
"64002901","1","(4,5,2400,0,1,4,6,2880,0,1,4,23,0.1,0,1,4,25,0.05,0,1)","","","(90016065,90016066)","(31101104,1)","20","0","",""
"64002902","1","(4,5,4800,0,1,4,6,5760,0,1,4,23,0.2,0,1,4,25,0.1,0,1)","","","(90016065,90016066)","(31101104,1)","20","0","",""
"64002903","1","(4,5,7200,0,1,4,6,8640,0,1,4,23,0.3,0,1,4,25,0.15,0,1)","","","(90016065,90016066)","(31101104,1)","20","0","",""
"64002904","1","(4,5,9600,0,1,4,6,11520,0,1,4,23,0.4,0,1,4,25,0.2,0,1)","","","(90016065,90016066)","(31101104,1)","20","0","",""
"64002905","1","(4,5,12000,0,1,4,6,14400,0,1,4,23,0.5,0,1,4,25,0.25,0,1)","","","(90016065,90016066)","(31101104,1)","20","4","",""
"64002906","1","(4,5,14400,0,1,4,6,17280,0,1,4,23,0.6,0,1,4,25,0.3,0,1)","","","(90016065,90016066)","(31101104,2)","20","4","",""
"64002907","1","(4,5,19200,0,1,4,6,23040,0,1,4,23,0.8,0,1,4,25,0.4,0,1)","","","(90016065,90016066)","(31101104,3)","20","4","",""
"64002908","1","(4,5,26400,0,1,4,6,31680,0,1,4,23,1.1,0,1,4,25,0.55,0,1)","","","(90016065,90016066)","(31101104,4)","20","4","",""
"64002909","1","(4,5,36000,0,1,4,6,43200,0,1,4,23,1.5,0,1,4,25,0.75,0,1)","","","(90016065,90016066)","(31101104,5)","20","4","",""
"64002910","1","(4,5,48000,0,1,4,6,57600,0,1,4,23,2,0,1,4,25,1,0,1)","","","(90016065,90016066)","(31101104,5)","20","4","",""
"64002911","1","(4,5,60000,0,1,4,6,72000,0,1,4,23,2.5,0,1,4,25,1.25,0,1)","","","(90016065,90016066)","(31101104,5)","20","4","",""
"64002912","1","(4,5,72000,0,1,4,6,86400,0,1,4,23,3,0,1,4,25,1.5,0,1)","","","(90016065,90016066)","(31101104,5)","20","4","",""
"64002913","1","(4,5,84000,0,1,4,6,100800,0,1,4,23,3.5,0,1,4,25,1.75,0,1)","","","(90016065,90016066)","(31101104,5)","20","4","",""
"64002914","1","(4,5,96000,0,1,4,6,115200,0,1,4,23,4,0,1,4,25,2,0,1)","","","(90016065,90016066)","(31101104,5)","20","4","",""
"64002915","1","(4,5,108000,0,1,4,6,129600,0,1,4,23,4.5,0,1,4,25,2.25,0,1)","","","(90016065,90016066)","(31101104,5)","20","4","",""
"64002916","1","(4,5,120000,0,1,4,6,144000,0,1,4,23,5,0,1,4,25,2.5,0,1)","","","(90016065,90016066)","(31101104,5)","20","4","",""
"64002917","1","(4,5,132000,0,1,4,6,158400,0,1,4,23,5.5,0,1,4,25,2.75,0,1)","","","(90016065,90016066)","(31101104,5)","20","4","",""
"64002918","1","(4,5,144000,0,1,4,6,172800,0,1,4,23,6,0,1,4,25,3,0,1)","","","(90016065,90016066)","(31101104,5)","20","4","",""
"64002919","1","(4,5,156000,0,1,4,6,187200,0,1,4,23,6.5,0,1,4,25,3.25,0,1)","","","(90016065,90016066)","(31101104,5)","20","4","",""
"64002920","1","(4,5,168000,0,1,4,6,201600,0,1,4,23,7,0,1,4,25,3.5,0,1)","","","(90016065,90016066)","0","20","4","",""
"64003000","2","0","3","","(90016063,90016064)","(31101106,1)","20","0","",""
"64003001","2","(4,8,24000,0,1,4,7,6000,0,1,4,24,0.1,0,1,4,26,0.05,0,1)","","","(90016063,90016064)","(31101106,1)","20","0","",""
"64003002","2","(4,8,48000,0,1,4,7,12000,0,1,4,24,0.2,0,1,4,26,0.1,0,1)","","","(90016063,90016064)","(31101106,1)","20","0","",""
"64003003","2","(4,8,72000,0,1,4,7,18000,0,1,4,24,0.3,0,1,4,26,0.15,0,1)","","","(90016063,90016064)","(31101106,1)","20","0","",""
"64003004","2","(4,8,96000,0,1,4,7,24000,0,1,4,24,0.4,0,1,4,26,0.2,0,1)","","","(90016063,90016064)","(31101106,1)","20","0","",""
"64003005","2","(4,8,120000,0,1,4,7,30000,0,1,4,24,0.5,0,1,4,26,0.25,0,1)","","","(90016063,90016064)","(31101106,1)","20","4","",""
"64003006","2","(4,8,144000,0,1,4,7,36000,0,1,4,24,0.6,0,1,4,26,0.3,0,1)","","","(90016063,90016064)","(31101106,2)","20","4","",""
"64003007","2","(4,8,192000,0,1,4,7,48000,0,1,4,24,0.8,0,1,4,26,0.4,0,1)","","","(90016063,90016064)","(31101106,3)","20","4","",""
"64003008","2","(4,8,264000,0,1,4,7,66000,0,1,4,24,1.1,0,1,4,26,0.55,0,1)","","","(90016063,90016064)","(31101106,4)","20","4","",""
"64003009","2","(4,8,360000,0,1,4,7,90000,0,1,4,24,1.5,0,1,4,26,0.75,0,1)","","","(90016063,90016064)","(31101106,5)","20","4","",""
"64003010","2","(4,8,480000,0,1,4,7,120000,0,1,4,24,2,0,1,4,26,1,0,1)","","","(90016063,90016064)","(31101106,5)","20","4","",""
"64003011","2","(4,8,600000,0,1,4,7,150000,0,1,4,24,2.5,0,1,4,26,1.25,0,1)","","","(90016063,90016064)","(31101106,5)","20","4","",""
"64003012","2","(4,8,720000,0,1,4,7,180000,0,1,4,24,3,0,1,4,26,1.5,0,1)","","","(90016063,90016064)","(31101106,5)","20","4","",""
"64003013","2","(4,8,840000,0,1,4,7,210000,0,1,4,24,3.5,0,1,4,26,1.75,0,1)","","","(90016063,90016064)","(31101106,5)","20","4","",""
"64003014","2","(4,8,960000,0,1,4,7,240000,0,1,4,24,4,0,1,4,26,2,0,1)","","","(90016063,90016064)","(31101106,5)","20","4","",""
"64003015","2","(4,8,1080000,0,1,4,7,270000,0,1,4,24,4.5,0,1,4,26,2.25,0,1)","","","(90016063,90016064)","(31101106,5)","20","4","",""
"64003016","2","(4,8,1200000,0,1,4,7,300000,0,1,4,24,5,0,1,4,26,2.5,0,1)","","","(90016063,90016064)","(31101106,5)","20","4","",""
"64003017","2","(4,8,1320000,0,1,4,7,330000,0,1,4,24,5.5,0,1,4,26,2.75,0,1)","","","(90016063,90016064)","(31101106,5)","20","4","",""
"64003018","2","(4,8,1440000,0,1,4,7,360000,0,1,4,24,6,0,1,4,26,3,0,1)","","","(90016063,90016064)","(31101106,5)","20","4","",""
"64003019","2","(4,8,1560000,0,1,4,7,390000,0,1,4,24,6.5,0,1,4,26,3.25,0,1)","","","(90016063,90016064)","(31101106,5)","20","4","",""
"64003020","2","(4,8,1680000,0,1,4,7,420000,0,1,4,24,7,0,1,4,26,3.5,0,1)","","","(90016063,90016064)","0","20","4","",""
"64003100","1","0","3","","(90016065,90016066)","(31101107,1)","20","0","",""
"64003101","1","(4,5,2400,0,1,4,6,2880,0,1,4,23,0.1,0,1,4,25,0.05,0,1)","","","(90016065,90016066)","(31101107,1)","20","0","",""
"64003102","1","(4,5,4800,0,1,4,6,5760,0,1,4,23,0.2,0,1,4,25,0.1,0,1)","","","(90016065,90016066)","(31101107,1)","20","0","",""
"64003103","1","(4,5,7200,0,1,4,6,8640,0,1,4,23,0.3,0,1,4,25,0.15,0,1)","","","(90016065,90016066)","(31101107,1)","20","0","",""
"64003104","1","(4,5,9600,0,1,4,6,11520,0,1,4,23,0.4,0,1,4,25,0.2,0,1)","","","(90016065,90016066)","(31101107,1)","20","0","",""
"64003105","1","(4,5,12000,0,1,4,6,14400,0,1,4,23,0.5,0,1,4,25,0.25,0,1)","","","(90016065,90016066)","(31101107,1)","20","4","",""
"64003106","1","(4,5,14400,0,1,4,6,17280,0,1,4,23,0.6,0,1,4,25,0.3,0,1)","","","(90016065,90016066)","(31101107,2)","20","4","",""
"64003107","1","(4,5,19200,0,1,4,6,23040,0,1,4,23,0.8,0,1,4,25,0.4,0,1)","","","(90016065,90016066)","(31101107,3)","20","4","",""
"64003108","1","(4,5,26400,0,1,4,6,31680,0,1,4,23,1.1,0,1,4,25,0.55,0,1)","","","(90016065,90016066)","(31101107,4)","20","4","",""
"64003109","1","(4,5,36000,0,1,4,6,43200,0,1,4,23,1.5,0,1,4,25,0.75,0,1)","","","(90016065,90016066)","(31101107,5)","20","4","",""
"64003110","1","(4,5,48000,0,1,4,6,57600,0,1,4,23,2,0,1,4,25,1,0,1)","","","(90016065,90016066)","(31101107,5)","20","4","",""
"64003111","1","(4,5,60000,0,1,4,6,72000,0,1,4,23,2.5,0,1,4,25,1.25,0,1)","","","(90016065,90016066)","(31101107,5)","20","4","",""
"64003112","1","(4,5,72000,0,1,4,6,86400,0,1,4,23,3,0,1,4,25,1.5,0,1)","","","(90016065,90016066)","(31101107,5)","20","4","",""
"64003113","1","(4,5,84000,0,1,4,6,100800,0,1,4,23,3.5,0,1,4,25,1.75,0,1)","","","(90016065,90016066)","(31101107,5)","20","4","",""
"64003114","1","(4,5,96000,0,1,4,6,115200,0,1,4,23,4,0,1,4,25,2,0,1)","","","(90016065,90016066)","(31101107,5)","20","4","",""
"64003115","1","(4,5,108000,0,1,4,6,129600,0,1,4,23,4.5,0,1,4,25,2.25,0,1)","","","(90016065,90016066)","(31101107,5)","20","4","",""
"64003116","1","(4,5,120000,0,1,4,6,144000,0,1,4,23,5,0,1,4,25,2.5,0,1)","","","(90016065,90016066)","(31101107,5)","20","4","",""
"64003117","1","(4,5,132000,0,1,4,6,158400,0,1,4,23,5.5,0,1,4,25,2.75,0,1)","","","(90016065,90016066)","(31101107,5)","20","4","",""
"64003118","1","(4,5,144000,0,1,4,6,172800,0,1,4,23,6,0,1,4,25,3,0,1)","","","(90016065,90016066)","(31101107,5)","20","4","",""
"64003119","1","(4,5,156000,0,1,4,6,187200,0,1,4,23,6.5,0,1,4,25,3.25,0,1)","","","(90016065,90016066)","(31101107,5)","20","4","",""
"64003120","1","(4,5,168000,0,1,4,6,201600,0,1,4,23,7,0,1,4,25,3.5,0,1)","","","(90016065,90016066)","0","20","4","",""
"64003200","2","0","2","","(90016059,90016060)","(31101110,1)","20","0","",""
"64003201","2","(4,8,6000,0,1,4,7,1500,0,1,4,24,0.06,0,1,4,26,0.03,0,1)","","","(90016059,90016060)","(31101110,1)","20","0","",""
"64003202","2","(4,8,12000,0,1,4,7,3000,0,1,4,24,0.12,0,1,4,26,0.06,0,1)","","","(90016059,90016060)","(31101110,1)","20","0","",""
"64003203","2","(4,8,18000,0,1,4,7,4500,0,1,4,24,0.18,0,1,4,26,0.09,0,1)","","","(90016059,90016060)","(31101110,1)","20","0","",""
"64003204","2","(4,8,24000,0,1,4,7,6000,0,1,4,24,0.24,0,1,4,26,0.12,0,1)","","","(90016059,90016060)","(31101110,1)","20","0","",""
"64003205","2","(4,8,30000,0,1,4,7,7500,0,1,4,24,0.3,0,1,4,26,0.15,0,1)","","","(90016059,90016060)","(31101110,1)","20","4","",""
"64003206","2","(4,8,36000,0,1,4,7,9000,0,1,4,24,0.36,0,1,4,26,0.18,0,1)","","","(90016059,90016060)","(31101110,2)","20","4","",""
"64003207","2","(4,8,48000,0,1,4,7,12000,0,1,4,24,0.48,0,1,4,26,0.24,0,1)","","","(90016059,90016060)","(31101110,3)","20","4","",""
"64003208","2","(4,8,66000,0,1,4,7,16500,0,1,4,24,0.66,0,1,4,26,0.33,0,1)","","","(90016059,90016060)","(31101110,4)","20","4","",""
"64003209","2","(4,8,90000,0,1,4,7,22500,0,1,4,24,0.9,0,1,4,26,0.45,0,1)","","","(90016059,90016060)","(31101110,5)","20","4","",""
"64003210","2","(4,8,120000,0,1,4,7,30000,0,1,4,24,1.2,0,1,4,26,0.6,0,1)","","","(90016059,90016060)","(31101110,5)","20","4","",""
"64003211","2","(4,8,150000,0,1,4,7,37500,0,1,4,24,1.5,0,1,4,26,0.75,0,1)","","","(90016059,90016060)","(31101110,5)","20","4","",""
"64003212","2","(4,8,180000,0,1,4,7,45000,0,1,4,24,1.8,0,1,4,26,0.9,0,1)","","","(90016059,90016060)","(31101110,5)","20","4","",""
"64003213","2","(4,8,210000,0,1,4,7,52500,0,1,4,24,2.1,0,1,4,26,1.05,0,1)","","","(90016059,90016060)","(31101110,5)","20","4","",""
"64003214","2","(4,8,240000,0,1,4,7,60000,0,1,4,24,2.4,0,1,4,26,1.2,0,1)","","","(90016059,90016060)","(31101110,5)","20","4","",""
"64003215","2","(4,8,270000,0,1,4,7,67500,0,1,4,24,2.7,0,1,4,26,1.35,0,1)","","","(90016059,90016060)","(31101110,5)","20","4","",""
"64003216","2","(4,8,300000,0,1,4,7,75000,0,1,4,24,3,0,1,4,26,1.5,0,1)","","","(90016059,90016060)","(31101110,5)","20","4","",""
"64003217","2","(4,8,330000,0,1,4,7,82500,0,1,4,24,3.3,0,1,4,26,1.65,0,1)","","","(90016059,90016060)","(31101110,5)","20","4","",""
"64003218","2","(4,8,360000,0,1,4,7,90000,0,1,4,24,3.6,0,1,4,26,1.8,0,1)","","","(90016059,90016060)","(31101110,5)","20","4","",""
"64003219","2","(4,8,390000,0,1,4,7,97500,0,1,4,24,3.9,0,1,4,26,1.95,0,1)","","","(90016059,90016060)","(31101110,5)","20","4","",""
"64003220","2","(4,8,420000,0,1,4,7,105000,0,1,4,24,4.2,0,1,4,26,2.1,0,1)","","","(90016059,90016060)","0","20","4","",""
