"AttributeId","BeliefType","ActivateLevelRequire","CurStarNumber","CurRankNumber","MaxStarNumber","MaxRankNumber","AttArray","OperateType","SuccessRatio","MinActivateTimeNeed","MaxActivateTimeLimit","MoneyCostList","Notice_id"
"57010134","0","1","3","11","12","20","(4,8,79680,0,1,4,5,13288,0,1,4,6,13288,0,1,4,11,11592,0,1,4,16,102822,0,1,4,24,0.22,0,1)","1","1","0","50","(5,142000)",""
"57010135","0","1","4","11","12","20","(4,8,79680,0,1,4,5,13288,0,1,4,6,13288,0,1,4,11,12072,0,1,4,16,103889,0,1,4,24,0.22,0,1)","1","1","0","50","(5,143000)",""
"57010136","0","1","5","11","12","20","(4,8,82880,0,1,4,5,13288,0,1,4,6,13288,0,1,4,11,12072,0,1,4,16,104956,0,1,4,24,0.22,0,1)","1","1","0","50","(5,144000)",""
"57010137","0","1","6","11","12","20","(4,8,82880,0,1,4,5,13288,0,1,4,6,13816,0,1,4,11,12072,0,1,4,16,106023,0,1,4,24,0.22,0,1)","1","1","0","50","(5,145000)",""
"57010138","0","1","7","11","12","20","(4,8,82880,0,1,4,5,13816,0,1,4,6,13816,0,1,4,11,12072,0,1,4,16,107090,0,1,4,24,0.22,0,1)","1","1","0","50","(5,146000)",""
"57010139","0","1","8","11","12","20","(4,8,82880,0,1,4,5,13816,0,1,4,6,13816,0,1,4,11,12552,0,1,4,16,108157,0,1,4,24,0.22,0,1)","1","1","0","50","(5,147000)",""
"57010140","0","1","9","11","12","20","(4,8,86080,0,1,4,5,13816,0,1,4,6,13816,0,1,4,11,12552,0,1,4,16,109224,0,1,4,24,0.22,0,1)","1","1","0","50","(5,148000)",""
"57010141","0","1","10","11","12","20","(4,8,86080,0,1,4,5,13816,0,1,4,6,14344,0,1,4,11,12552,0,1,4,16,110291,0,1,4,24,0.22,0,1)","1","1","0","50","(5,149000)",""
"57010142","0","1","11","11","12","20","(4,8,86080,0,1,4,5,14344,0,1,4,6,14344,0,1,4,11,12552,0,1,4,16,111358,0,1,4,24,0.22,0,1)","1","1","0","50","(5,150000)",""
"57010143","0","1","12","11","12","20","(4,8,86080,0,1,4,5,14344,0,1,4,6,14344,0,1,4,11,13032,0,1,4,16,112425,0,1,4,24,0.22,0,1)","2","1","0","50","(5,6600000)",""
"57010144","0","1","0","12","12","20","(4,8,89280,0,1,4,5,14872,0,1,4,6,14872,0,1,4,11,13512,0,1,4,16,116693,0,1,4,24,0.24,0,1)","1","1","0","50","(5,151000)","93000162"
"57010145","0","1","1","12","12","20","(4,8,92480,0,1,4,5,14872,0,1,4,6,14872,0,1,4,11,13512,0,1,4,16,117760,0,1,4,24,0.24,0,1)","1","1","0","50","(5,152000)",""
"57010146","0","1","2","12","12","20","(4,8,92480,0,1,4,5,14872,0,1,4,6,15400,0,1,4,11,13512,0,1,4,16,118827,0,1,4,24,0.24,0,1)","1","1","0","50","(5,153000)",""
"57010147","0","1","3","12","12","20","(4,8,92480,0,1,4,5,15400,0,1,4,6,15400,0,1,4,11,13512,0,1,4,16,119894,0,1,4,24,0.24,0,1)","1","1","0","50","(5,154000)",""
"57010148","0","1","4","12","12","20","(4,8,92480,0,1,4,5,15400,0,1,4,6,15400,0,1,4,11,13992,0,1,4,16,120961,0,1,4,24,0.24,0,1)","1","1","0","50","(5,155000)",""
"57010149","0","1","5","12","12","20","(4,8,95680,0,1,4,5,15400,0,1,4,6,15400,0,1,4,11,13992,0,1,4,16,122028,0,1,4,24,0.24,0,1)","1","1","0","50","(5,156000)",""
"57010150","0","1","6","12","12","20","(4,8,95680,0,1,4,5,15400,0,1,4,6,15928,0,1,4,11,13992,0,1,4,16,123095,0,1,4,24,0.24,0,1)","1","1","0","50","(5,157000)",""
"57010151","0","1","7","12","12","20","(4,8,95680,0,1,4,5,15928,0,1,4,6,15928,0,1,4,11,13992,0,1,4,16,124162,0,1,4,24,0.24,0,1)","1","1","0","50","(5,158000)",""
"57010152","0","1","8","12","12","20","(4,8,95680,0,1,4,5,15928,0,1,4,6,15928,0,1,4,11,14472,0,1,4,16,125229,0,1,4,24,0.24,0,1)","1","1","0","50","(5,159000)",""
"57010153","0","1","9","12","12","20","(4,8,98880,0,1,4,5,15928,0,1,4,6,15928,0,1,4,11,14472,0,1,4,16,126296,0,1,4,24,0.24,0,1)","1","1","0","50","(5,160000)",""
"57010154","0","1","10","12","12","20","(4,8,98880,0,1,4,5,15928,0,1,4,6,16456,0,1,4,11,14472,0,1,4,16,127363,0,1,4,24,0.24,0,1)","1","1","0","50","(5,161000)",""
"57010155","0","1","11","12","12","20","(4,8,98880,0,1,4,5,16456,0,1,4,6,16456,0,1,4,11,14472,0,1,4,16,128430,0,1,4,24,0.24,0,1)","1","1","0","50","(5,162000)",""
"57010156","0","1","12","12","12","20","(4,8,98880,0,1,4,5,16456,0,1,4,6,16456,0,1,4,11,14952,0,1,4,16,129497,0,1,4,24,0.24,0,1)","2","1","0","50","(5,7800000)",""
"57010157","0","1","0","13","12","20","(4,8,102080,0,1,4,5,16984,0,1,4,6,16984,0,1,4,11,15432,0,1,4,16,133765,0,1,4,24,0.26,0,1)","1","1","0","50","(5,163000)","93000162"
"57010158","0","1","1","13","12","20","(4,8,105280,0,1,4,5,16984,0,1,4,6,16984,0,1,4,11,15432,0,1,4,16,134832,0,1,4,24,0.26,0,1)","1","1","0","50","(5,164000)",""
"57010159","0","1","2","13","12","20","(4,8,105280,0,1,4,5,16984,0,1,4,6,17512,0,1,4,11,15432,0,1,4,16,135899,0,1,4,24,0.26,0,1)","1","1","0","50","(5,165000)",""
"57010160","0","1","3","13","12","20","(4,8,105280,0,1,4,5,17512,0,1,4,6,17512,0,1,4,11,15432,0,1,4,16,136966,0,1,4,24,0.26,0,1)","1","1","0","50","(5,166000)",""
"57010161","0","1","4","13","12","20","(4,8,105280,0,1,4,5,17512,0,1,4,6,17512,0,1,4,11,15912,0,1,4,16,138033,0,1,4,24,0.26,0,1)","1","1","0","50","(5,167000)",""
"57010162","0","1","5","13","12","20","(4,8,108480,0,1,4,5,17512,0,1,4,6,17512,0,1,4,11,15912,0,1,4,16,139100,0,1,4,24,0.26,0,1)","1","1","0","50","(5,168000)",""
"57010163","0","1","6","13","12","20","(4,8,108480,0,1,4,5,17512,0,1,4,6,18040,0,1,4,11,15912,0,1,4,16,140167,0,1,4,24,0.26,0,1)","1","1","0","50","(5,169000)",""
"57010164","0","1","7","13","12","20","(4,8,108480,0,1,4,5,18040,0,1,4,6,18040,0,1,4,11,15912,0,1,4,16,141234,0,1,4,24,0.26,0,1)","1","1","0","50","(5,170000)",""
"57010165","0","1","8","13","12","20","(4,8,108480,0,1,4,5,18040,0,1,4,6,18040,0,1,4,11,16392,0,1,4,16,142301,0,1,4,24,0.26,0,1)","1","1","0","50","(5,171000)",""
"57010166","0","1","9","13","12","20","(4,8,111680,0,1,4,5,18040,0,1,4,6,18040,0,1,4,11,16392,0,1,4,16,143368,0,1,4,24,0.26,0,1)","1","1","0","50","(5,172000)",""
"57010167","0","1","10","13","12","20","(4,8,111680,0,1,4,5,18040,0,1,4,6,18568,0,1,4,11,16392,0,1,4,16,144435,0,1,4,24,0.26,0,1)","1","1","0","50","(5,173000)",""
"57010168","0","1","11","13","12","20","(4,8,111680,0,1,4,5,18568,0,1,4,6,18568,0,1,4,11,16392,0,1,4,16,145502,0,1,4,24,0.26,0,1)","1","1","0","50","(5,174000)",""
"57010169","0","1","12","13","12","20","(4,8,111680,0,1,4,5,18568,0,1,4,6,18568,0,1,4,11,16872,0,1,4,16,146569,0,1,4,24,0.26,0,1)","2","1","0","50","(5,9100000)",""
"57010170","0","1","0","14","12","20","(4,8,114880,0,1,4,5,19096,0,1,4,6,19096,0,1,4,11,17352,0,1,4,16,150837,0,1,4,24,0.28,0,1)","1","1","0","50","(5,175000)","93000162"
"57010171","0","1","1","14","12","20","(4,8,118080,0,1,4,5,19096,0,1,4,6,19096,0,1,4,11,17352,0,1,4,16,151904,0,1,4,24,0.28,0,1)","1","1","0","50","(5,176000)",""
"57010172","0","1","2","14","12","20","(4,8,118080,0,1,4,5,19096,0,1,4,6,19624,0,1,4,11,17352,0,1,4,16,152971,0,1,4,24,0.28,0,1)","1","1","0","50","(5,177000)",""
"57010173","0","1","3","14","12","20","(4,8,118080,0,1,4,5,19624,0,1,4,6,19624,0,1,4,11,17352,0,1,4,16,154038,0,1,4,24,0.28,0,1)","1","1","0","50","(5,178000)",""
"57010174","0","1","4","14","12","20","(4,8,118080,0,1,4,5,19624,0,1,4,6,19624,0,1,4,11,17832,0,1,4,16,155105,0,1,4,24,0.28,0,1)","1","1","0","50","(5,179000)",""
"57010175","0","1","5","14","12","20","(4,8,121280,0,1,4,5,19624,0,1,4,6,19624,0,1,4,11,17832,0,1,4,16,156172,0,1,4,24,0.28,0,1)","1","1","0","50","(5,180000)",""
"57010176","0","1","6","14","12","20","(4,8,121280,0,1,4,5,19624,0,1,4,6,20152,0,1,4,11,17832,0,1,4,16,157239,0,1,4,24,0.28,0,1)","1","1","0","50","(5,181000)",""
"57010177","0","1","7","14","12","20","(4,8,121280,0,1,4,5,20152,0,1,4,6,20152,0,1,4,11,17832,0,1,4,16,158306,0,1,4,24,0.28,0,1)","1","1","0","50","(5,182000)",""
"57010178","0","1","8","14","12","20","(4,8,121280,0,1,4,5,20152,0,1,4,6,20152,0,1,4,11,18312,0,1,4,16,159373,0,1,4,24,0.28,0,1)","1","1","0","50","(5,183000)",""
"57010179","0","1","9","14","12","20","(4,8,124480,0,1,4,5,20152,0,1,4,6,20152,0,1,4,11,18312,0,1,4,16,160440,0,1,4,24,0.28,0,1)","1","1","0","50","(5,184000)",""
"57010180","0","1","10","14","12","20","(4,8,124480,0,1,4,5,20152,0,1,4,6,20680,0,1,4,11,18312,0,1,4,16,161507,0,1,4,24,0.28,0,1)","1","1","0","50","(5,185000)",""
"57010181","0","1","11","14","12","20","(4,8,124480,0,1,4,5,20680,0,1,4,6,20680,0,1,4,11,18312,0,1,4,16,162574,0,1,4,24,0.28,0,1)","1","1","0","50","(5,186000)",""
"57010182","0","1","12","14","12","20","(4,8,124480,0,1,4,5,20680,0,1,4,6,20680,0,1,4,11,18792,0,1,4,16,163641,0,1,4,24,0.28,0,1)","2","1","0","50","(5,10500000)",""
"57010183","0","1","0","15","12","20","(4,8,127680,0,1,4,5,21208,0,1,4,6,21208,0,1,4,11,19272,0,1,4,16,167909,0,1,4,24,0.3,0,1)","1","1","0","50","(5,187000)","93000162"
"57010184","0","1","1","15","12","20","(4,8,130880,0,1,4,5,21208,0,1,4,6,21208,0,1,4,11,19272,0,1,4,16,168976,0,1,4,24,0.3,0,1)","1","1","0","50","(5,188000)",""
"57010185","0","1","2","15","12","20","(4,8,130880,0,1,4,5,21208,0,1,4,6,21736,0,1,4,11,19272,0,1,4,16,170043,0,1,4,24,0.3,0,1)","1","1","0","50","(5,189000)",""
"57010186","0","1","3","15","12","20","(4,8,130880,0,1,4,5,21736,0,1,4,6,21736,0,1,4,11,19272,0,1,4,16,171110,0,1,4,24,0.3,0,1)","1","1","0","50","(5,190000)",""
"57010187","0","1","4","15","12","20","(4,8,130880,0,1,4,5,21736,0,1,4,6,21736,0,1,4,11,19752,0,1,4,16,172177,0,1,4,24,0.3,0,1)","1","1","0","50","(5,191000)",""
"57010188","0","1","5","15","12","20","(4,8,134080,0,1,4,5,21736,0,1,4,6,21736,0,1,4,11,19752,0,1,4,16,173244,0,1,4,24,0.3,0,1)","1","1","0","50","(5,192000)",""
"57010189","0","1","6","15","12","20","(4,8,134080,0,1,4,5,21736,0,1,4,6,22264,0,1,4,11,19752,0,1,4,16,174311,0,1,4,24,0.3,0,1)","1","1","0","50","(5,193000)",""
"57010190","0","1","7","15","12","20","(4,8,134080,0,1,4,5,22264,0,1,4,6,22264,0,1,4,11,19752,0,1,4,16,175378,0,1,4,24,0.3,0,1)","1","1","0","50","(5,194000)",""
"57010191","0","1","8","15","12","20","(4,8,134080,0,1,4,5,22264,0,1,4,6,22264,0,1,4,11,20232,0,1,4,16,176445,0,1,4,24,0.3,0,1)","1","1","0","50","(5,195000)",""
"57010192","0","1","9","15","12","20","(4,8,137280,0,1,4,5,22264,0,1,4,6,22264,0,1,4,11,20232,0,1,4,16,177512,0,1,4,24,0.3,0,1)","1","1","0","50","(5,196000)",""
"57010193","0","1","10","15","12","20","(4,8,137280,0,1,4,5,22264,0,1,4,6,22792,0,1,4,11,20232,0,1,4,16,178579,0,1,4,24,0.3,0,1)","1","1","0","50","(5,197000)",""
"57010194","0","1","11","15","12","20","(4,8,137280,0,1,4,5,22792,0,1,4,6,22792,0,1,4,11,20232,0,1,4,16,179646,0,1,4,24,0.3,0,1)","1","1","0","50","(5,198000)",""
"57010195","0","1","12","15","12","20","(4,8,137280,0,1,4,5,22792,0,1,4,6,22792,0,1,4,11,20712,0,1,4,16,180713,0,1,4,24,0.3,0,1)","2","1","0","50","(5,12000000)",""
"57010196","0","1","0","16","12","20","(4,8,140480,0,1,4,5,23320,0,1,4,6,23320,0,1,4,11,21192,0,1,4,16,184981,0,1,4,24,0.32,0,1)","1","1","0","50","(5,199000)","93000162"
"57010197","0","1","1","16","12","20","(4,8,143680,0,1,4,5,23320,0,1,4,6,23320,0,1,4,11,21192,0,1,4,16,186048,0,1,4,24,0.32,0,1)","1","1","0","50","(5,200000)",""
"57010198","0","1","2","16","12","20","(4,8,143680,0,1,4,5,23320,0,1,4,6,23848,0,1,4,11,21192,0,1,4,16,187115,0,1,4,24,0.32,0,1)","1","1","0","50","(5,201000)",""
"57010199","0","1","3","16","12","20","(4,8,143680,0,1,4,5,23848,0,1,4,6,23848,0,1,4,11,21192,0,1,4,16,188182,0,1,4,24,0.32,0,1)","1","1","0","50","(5,202000)",""
"57010200","0","1","4","16","12","20","(4,8,143680,0,1,4,5,23848,0,1,4,6,23848,0,1,4,11,21672,0,1,4,16,189249,0,1,4,24,0.32,0,1)","1","1","0","50","(5,203000)",""
"57010201","0","1","5","16","12","20","(4,8,146880,0,1,4,5,23848,0,1,4,6,23848,0,1,4,11,21672,0,1,4,16,190316,0,1,4,24,0.32,0,1)","1","1","0","50","(5,204000)",""
"57010202","0","1","6","16","12","20","(4,8,146880,0,1,4,5,23848,0,1,4,6,24376,0,1,4,11,21672,0,1,4,16,191383,0,1,4,24,0.32,0,1)","1","1","0","50","(5,205000)",""
"57010203","0","1","7","16","12","20","(4,8,146880,0,1,4,5,24376,0,1,4,6,24376,0,1,4,11,21672,0,1,4,16,192450,0,1,4,24,0.32,0,1)","1","1","0","50","(5,206000)",""
"57010204","0","1","8","16","12","20","(4,8,146880,0,1,4,5,24376,0,1,4,6,24376,0,1,4,11,22152,0,1,4,16,193517,0,1,4,24,0.32,0,1)","1","1","0","50","(5,207000)",""
"57010205","0","1","9","16","12","20","(4,8,150080,0,1,4,5,24376,0,1,4,6,24376,0,1,4,11,22152,0,1,4,16,194584,0,1,4,24,0.32,0,1)","1","1","0","50","(5,208000)",""
"57010206","0","1","10","16","12","20","(4,8,150080,0,1,4,5,24376,0,1,4,6,24904,0,1,4,11,22152,0,1,4,16,195651,0,1,4,24,0.32,0,1)","1","1","0","50","(5,209000)",""
"57010207","0","1","11","16","12","20","(4,8,150080,0,1,4,5,24904,0,1,4,6,24904,0,1,4,11,22152,0,1,4,16,196718,0,1,4,24,0.32,0,1)","1","1","0","50","(5,210000)",""
"57010208","0","1","12","16","12","20","(4,8,150080,0,1,4,5,24904,0,1,4,6,24904,0,1,4,11,22632,0,1,4,16,197785,0,1,4,24,0.32,0,1)","2","1","0","50","(5,13600000)",""
"57010209","0","1","0","17","12","20","(4,8,153280,0,1,4,5,25432,0,1,4,6,25432,0,1,4,11,23112,0,1,4,16,202053,0,1,4,24,0.34,0,1)","1","1","0","50","(5,211000)","93000162"
"57010210","0","1","1","17","12","20","(4,8,156480,0,1,4,5,25432,0,1,4,6,25432,0,1,4,11,23112,0,1,4,16,203120,0,1,4,24,0.34,0,1)","1","1","0","50","(5,212000)",""
"57010211","0","1","2","17","12","20","(4,8,156480,0,1,4,5,25432,0,1,4,6,25960,0,1,4,11,23112,0,1,4,16,204187,0,1,4,24,0.34,0,1)","1","1","0","50","(5,213000)",""
"57010212","0","1","3","17","12","20","(4,8,156480,0,1,4,5,25960,0,1,4,6,25960,0,1,4,11,23112,0,1,4,16,205254,0,1,4,24,0.34,0,1)","1","1","0","50","(5,214000)",""
"57010213","0","1","4","17","12","20","(4,8,156480,0,1,4,5,25960,0,1,4,6,25960,0,1,4,11,23592,0,1,4,16,206321,0,1,4,24,0.34,0,1)","1","1","0","50","(5,215000)",""
"57010214","0","1","5","17","12","20","(4,8,159680,0,1,4,5,25960,0,1,4,6,25960,0,1,4,11,23592,0,1,4,16,207388,0,1,4,24,0.34,0,1)","1","1","0","50","(5,216000)",""
"57010215","0","1","6","17","12","20","(4,8,159680,0,1,4,5,25960,0,1,4,6,26488,0,1,4,11,23592,0,1,4,16,208455,0,1,4,24,0.34,0,1)","1","1","0","50","(5,217000)",""
"57010216","0","1","7","17","12","20","(4,8,159680,0,1,4,5,26488,0,1,4,6,26488,0,1,4,11,23592,0,1,4,16,209522,0,1,4,24,0.34,0,1)","1","1","0","50","(5,218000)",""
"57010217","0","1","8","17","12","20","(4,8,159680,0,1,4,5,26488,0,1,4,6,26488,0,1,4,11,24072,0,1,4,16,210589,0,1,4,24,0.34,0,1)","1","1","0","50","(5,219000)",""
"57010218","0","1","9","17","12","20","(4,8,162880,0,1,4,5,26488,0,1,4,6,26488,0,1,4,11,24072,0,1,4,16,211656,0,1,4,24,0.34,0,1)","1","1","0","50","(5,220000)",""
"57010219","0","1","10","17","12","20","(4,8,162880,0,1,4,5,26488,0,1,4,6,27016,0,1,4,11,24072,0,1,4,16,212723,0,1,4,24,0.34,0,1)","1","1","0","50","(5,221000)",""
"57010220","0","1","11","17","12","20","(4,8,162880,0,1,4,5,27016,0,1,4,6,27016,0,1,4,11,24072,0,1,4,16,213790,0,1,4,24,0.34,0,1)","1","1","0","50","(5,222000)",""
"57010221","0","1","12","17","12","20","(4,8,162880,0,1,4,5,27016,0,1,4,6,27016,0,1,4,11,24552,0,1,4,16,214857,0,1,4,24,0.34,0,1)","2","1","0","50","(5,15300000)",""
"57010222","0","1","0","18","12","20","(4,8,166080,0,1,4,5,27544,0,1,4,6,27544,0,1,4,11,25032,0,1,4,16,219125,0,1,4,24,0.36,0,1)","1","1","0","50","(5,223000)","93000162"
"57010223","0","1","1","18","12","20","(4,8,169280,0,1,4,5,27544,0,1,4,6,27544,0,1,4,11,25032,0,1,4,16,220192,0,1,4,24,0.36,0,1)","1","1","0","50","(5,224000)",""
"57010224","0","1","2","18","12","20","(4,8,169280,0,1,4,5,27544,0,1,4,6,28072,0,1,4,11,25032,0,1,4,16,221259,0,1,4,24,0.36,0,1)","1","1","0","50","(5,225000)",""
"57010225","0","1","3","18","12","20","(4,8,169280,0,1,4,5,28072,0,1,4,6,28072,0,1,4,11,25032,0,1,4,16,222326,0,1,4,24,0.36,0,1)","1","1","0","50","(5,226000)",""
"57010226","0","1","4","18","12","20","(4,8,169280,0,1,4,5,28072,0,1,4,6,28072,0,1,4,11,25512,0,1,4,16,223393,0,1,4,24,0.36,0,1)","1","1","0","50","(5,227000)",""
"57010227","0","1","5","18","12","20","(4,8,172480,0,1,4,5,28072,0,1,4,6,28072,0,1,4,11,25512,0,1,4,16,224460,0,1,4,24,0.36,0,1)","1","1","0","50","(5,228000)",""
"57010228","0","1","6","18","12","20","(4,8,172480,0,1,4,5,28072,0,1,4,6,28600,0,1,4,11,25512,0,1,4,16,225527,0,1,4,24,0.36,0,1)","1","1","0","50","(5,229000)",""
"57010229","0","1","7","18","12","20","(4,8,172480,0,1,4,5,28600,0,1,4,6,28600,0,1,4,11,25512,0,1,4,16,226594,0,1,4,24,0.36,0,1)","1","1","0","50","(5,230000)",""
"57010230","0","1","8","18","12","20","(4,8,172480,0,1,4,5,28600,0,1,4,6,28600,0,1,4,11,25992,0,1,4,16,227661,0,1,4,24,0.36,0,1)","1","1","0","50","(5,231000)",""
"57010231","0","1","9","18","12","20","(4,8,175680,0,1,4,5,28600,0,1,4,6,28600,0,1,4,11,25992,0,1,4,16,228728,0,1,4,24,0.36,0,1)","1","1","0","50","(5,232000)",""
"57010232","0","1","10","18","12","20","(4,8,175680,0,1,4,5,28600,0,1,4,6,29128,0,1,4,11,25992,0,1,4,16,229795,0,1,4,24,0.36,0,1)","1","1","0","50","(5,233000)",""
"57010233","0","1","11","18","12","20","(4,8,175680,0,1,4,5,29128,0,1,4,6,29128,0,1,4,11,25992,0,1,4,16,230862,0,1,4,24,0.36,0,1)","1","1","0","50","(5,234000)",""
"57010234","0","1","12","18","12","20","(4,8,175680,0,1,4,5,29128,0,1,4,6,29128,0,1,4,11,26472,0,1,4,16,231929,0,1,4,24,0.36,0,1)","2","1","0","50","(5,17100000)",""
"57010235","0","1","0","19","12","20","(4,8,178880,0,1,4,5,29656,0,1,4,6,29656,0,1,4,11,26952,0,1,4,16,236197,0,1,4,24,0.38,0,1)","1","1","0","50","(5,235000)","93000162"
"57010236","0","1","1","19","12","20","(4,8,182080,0,1,4,5,29656,0,1,4,6,29656,0,1,4,11,26952,0,1,4,16,237264,0,1,4,24,0.38,0,1)","1","1","0","50","(5,236000)",""
"57010237","0","1","2","19","12","20","(4,8,182080,0,1,4,5,29656,0,1,4,6,30184,0,1,4,11,26952,0,1,4,16,238331,0,1,4,24,0.38,0,1)","1","1","0","50","(5,237000)",""
"57010238","0","1","3","19","12","20","(4,8,182080,0,1,4,5,30184,0,1,4,6,30184,0,1,4,11,26952,0,1,4,16,239398,0,1,4,24,0.38,0,1)","1","1","0","50","(5,238000)",""
"57010239","0","1","4","19","12","20","(4,8,182080,0,1,4,5,30184,0,1,4,6,30184,0,1,4,11,27432,0,1,4,16,240465,0,1,4,24,0.38,0,1)","1","1","0","50","(5,239000)",""
"57010240","0","1","5","19","12","20","(4,8,185280,0,1,4,5,30184,0,1,4,6,30184,0,1,4,11,27432,0,1,4,16,241532,0,1,4,24,0.38,0,1)","1","1","0","50","(5,240000)",""
"57010241","0","1","6","19","12","20","(4,8,185280,0,1,4,5,30184,0,1,4,6,30712,0,1,4,11,27432,0,1,4,16,242599,0,1,4,24,0.38,0,1)","1","1","0","50","(5,241000)",""
"57010242","0","1","7","19","12","20","(4,8,185280,0,1,4,5,30712,0,1,4,6,30712,0,1,4,11,27432,0,1,4,16,243666,0,1,4,24,0.38,0,1)","1","1","0","50","(5,242000)",""
"57010243","0","1","8","19","12","20","(4,8,185280,0,1,4,5,30712,0,1,4,6,30712,0,1,4,11,27912,0,1,4,16,244733,0,1,4,24,0.38,0,1)","1","1","0","50","(5,243000)",""
"57010244","0","1","9","19","12","20","(4,8,188480,0,1,4,5,30712,0,1,4,6,30712,0,1,4,11,27912,0,1,4,16,245800,0,1,4,24,0.38,0,1)","1","1","0","50","(5,244000)",""
"57010245","0","1","10","19","12","20","(4,8,188480,0,1,4,5,30712,0,1,4,6,31240,0,1,4,11,27912,0,1,4,16,246867,0,1,4,24,0.38,0,1)","1","1","0","50","(5,245000)",""
"57010246","0","1","11","19","12","20","(4,8,188480,0,1,4,5,31240,0,1,4,6,31240,0,1,4,11,27912,0,1,4,16,247934,0,1,4,24,0.38,0,1)","1","1","0","96","(5,246000)",""
"57010247","0","1","12","19","12","20","(4,8,188480,0,1,4,5,31240,0,1,4,6,31240,0,1,4,11,28392,0,1,4,16,249001,0,1,4,24,0.38,0,1)","2","1","0","50","(5,19000000)",""
"57010248","0","1","0","20","12","20","(4,8,191680,0,1,4,5,31768,0,1,4,6,31768,0,1,4,11,28872,0,1,4,16,253269,0,1,4,24,0.4,0,1)","1","1","0","50","(5,247000)","93000162"
"57010249","0","1","1","20","12","20","(4,8,194880,0,1,4,5,31768,0,1,4,6,31768,0,1,4,11,28872,0,1,4,16,254336,0,1,4,24,0.4,0,1)","1","1","0","50","(5,248000)",""
"57010250","0","1","2","20","12","20","(4,8,194880,0,1,4,5,31768,0,1,4,6,32296,0,1,4,11,28872,0,1,4,16,255403,0,1,4,24,0.4,0,1)","1","1","0","50","(5,249000)",""
"57010251","0","1","3","20","12","20","(4,8,194880,0,1,4,5,32296,0,1,4,6,32296,0,1,4,11,28872,0,1,4,16,256470,0,1,4,24,0.4,0,1)","1","1","0","50","(5,250000)",""
"57010252","0","1","4","20","12","20","(4,8,194880,0,1,4,5,32296,0,1,4,6,32296,0,1,4,11,29352,0,1,4,16,257537,0,1,4,24,0.4,0,1)","1","1","0","50","(5,251000)",""
"57010253","0","1","5","20","12","20","(4,8,198080,0,1,4,5,32296,0,1,4,6,32296,0,1,4,11,29352,0,1,4,16,258604,0,1,4,24,0.4,0,1)","1","1","0","50","(5,252000)",""
"57010254","0","1","6","20","12","20","(4,8,198080,0,1,4,5,32296,0,1,4,6,32824,0,1,4,11,29352,0,1,4,16,259671,0,1,4,24,0.4,0,1)","1","1","0","50","(5,253000)",""
"57010255","0","1","7","20","12","20","(4,8,198080,0,1,4,5,32824,0,1,4,6,32824,0,1,4,11,29352,0,1,4,16,260738,0,1,4,24,0.4,0,1)","1","1","0","50","(5,254000)",""
"57010256","0","1","8","20","12","20","(4,8,198080,0,1,4,5,32824,0,1,4,6,32824,0,1,4,11,29832,0,1,4,16,261805,0,1,4,24,0.4,0,1)","1","1","0","50","(5,255000)",""
"57010257","0","1","9","20","12","20","(4,8,201280,0,1,4,5,32824,0,1,4,6,32824,0,1,4,11,29832,0,1,4,16,262872,0,1,4,24,0.4,0,1)","1","1","0","50","(5,256000)",""
"57010258","0","1","10","20","12","20","(4,8,201280,0,1,4,5,32824,0,1,4,6,33352,0,1,4,11,29832,0,1,4,16,263939,0,1,4,24,0.4,0,1)","1","1","0","96","(5,257000)",""
"57010259","0","1","11","20","12","20","(4,8,201280,0,1,4,5,33352,0,1,4,6,33352,0,1,4,11,29832,0,1,4,16,265006,0,1,4,24,0.4,0,1)","1","1","0","196","(5,258000)",""
"57010260","0","1","12","20","12","20","(4,8,201280,0,1,4,5,33352,0,1,4,6,33352,0,1,4,11,30312,0,1,4,16,266073,0,1,4,24,0.4,0,1)","0","1","0","196","(5,21000000)",""
"57020001","1","1","0","1","12","20","(4,5,0,0,1,4,6,0,0,1,4,9,0,0,1,4,12,0,0,1,4,18,0,0,1,4,24,0,0,1)","1","1","0","50","(5,50000)",""
"57020002","1","1","1","1","12","20","(4,5,132,0,1,4,6,132,0,1,4,9,64,0,1,4,12,120,0,1,4,18,800,0,1,4,24,0.02,0,1)","1","1","0","50","(5,20000)","93000178"
"57020003","1","1","2","1","12","20","(4,5,132,0,1,4,6,132,0,1,4,9,128,0,1,4,12,120,0,1,4,18,1067,0,1,4,24,0.02,0,1)","1","1","0","50","(5,21000)",""
"57020004","1","1","3","1","12","20","(4,5,132,0,1,4,6,264,0,1,4,9,128,0,1,4,12,120,0,1,4,18,1334,0,1,4,24,0.02,0,1)","1","1","0","50","(5,22000)",""
"57020005","1","1","4","1","12","20","(4,5,132,0,1,4,6,264,0,1,4,9,128,0,1,4,12,240,0,1,4,18,1601,0,1,4,24,0.02,0,1)","1","1","0","50","(5,23000)",""
"57020006","1","1","5","1","12","20","(4,5,264,0,1,4,6,264,0,1,4,9,128,0,1,4,12,240,0,1,4,18,1868,0,1,4,24,0.02,0,1)","1","1","0","50","(5,24000)",""
"57020007","1","1","6","1","12","20","(4,5,264,0,1,4,6,264,0,1,4,9,192,0,1,4,12,240,0,1,4,18,2135,0,1,4,24,0.02,0,1)","1","1","0","50","(5,25000)",""
