"AttributeId","Type","Level","BeginId","Property","SpriteReqIdArray","PassiveSkillId","StrId"
"49001095","","95","49001001","(4,6,1159,0,1,4,7,2323,0,1,4,8,6960,0,1)","(48040095,48050095,48140095,48070095,48080095)","","90305996"
"49001096","","96","49001001","(4,6,1171,0,1,4,7,2347,0,1,4,8,7032,0,1)","(48040096,48050096,48140096,48070096,48080096)","","90305996"
"49001097","","97","49001001","(4,6,1183,0,1,4,7,2371,0,1,4,8,7104,0,1)","(48040097,48050097,48140097,48070097,48080097)","","90305996"
"49001098","","98","49001001","(4,6,1195,0,1,4,7,2395,0,1,4,8,7176,0,1)","(48040098,48050098,48140098,48070098,48080098)","","90305996"
"49001099","","99","49001001","(4,6,1207,0,1,4,7,2419,0,1,4,8,7248,0,1)","(48040099,48050099,48140099,48070099,48080099)","","90305996"
"49001100","","100","49001001","(4,6,1219,0,1,4,7,2443,0,1,4,8,7320,0,1)","(48040100,48050100,48140100,48070100,48080100)","","90305996"
"49002001","","1","49002001","(4,6,31,0,1,4,7,67,0,1,4,8,192,0,1)","(48060001,48140001,48070001,48080001,48090001)","","90305995"
"49002002","","2","49002001","(4,6,43,0,1,4,7,91,0,1,4,8,264,0,1)","(48060002,48140002,48070002,48080002,48090002)","","90305995"
"49002003","","3","49002001","(4,6,55,0,1,4,7,115,0,1,4,8,336,0,1)","(48060003,48140003,48070003,48080003,48090003)","","90305995"
"49002004","","4","49002001","(4,6,67,0,1,4,7,139,0,1,4,8,408,0,1)","(48060004,48140004,48070004,48080004,48090004)","","90305995"
"49002005","","5","49002001","(4,6,79,0,1,4,7,163,0,1,4,8,480,0,1)","(48060005,48140005,48070005,48080005,48090005)","","90305995"
"49002006","","6","49002001","(4,6,91,0,1,4,7,187,0,1,4,8,552,0,1)","(48060006,48140006,48070006,48080006,48090006)","","90305995"
"49002007","","7","49002001","(4,6,103,0,1,4,7,211,0,1,4,8,624,0,1)","(48060007,48140007,48070007,48080007,48090007)","","90305995"
"49002008","","8","49002001","(4,6,115,0,1,4,7,235,0,1,4,8,696,0,1)","(48060008,48140008,48070008,48080008,48090008)","","90305995"
"49002009","","9","49002001","(4,6,127,0,1,4,7,259,0,1,4,8,768,0,1)","(48060009,48140009,48070009,48080009,48090009)","","90305995"
"49002010","","10","49002001","(4,6,139,0,1,4,7,283,0,1,4,8,840,0,1)","(48060010,48140010,48070010,48080010,48090010)","","90305995"
"49002011","","11","49002001","(4,6,151,0,1,4,7,307,0,1,4,8,912,0,1)","(48060011,48140011,48070011,48080011,48090011)","","90305995"
"49002012","","12","49002001","(4,6,163,0,1,4,7,331,0,1,4,8,984,0,1)","(48060012,48140012,48070012,48080012,48090012)","","90305995"
"49002013","","13","49002001","(4,6,175,0,1,4,7,355,0,1,4,8,1056,0,1)","(48060013,48140013,48070013,48080013,48090013)","","90305995"
"49002014","","14","49002001","(4,6,187,0,1,4,7,379,0,1,4,8,1128,0,1)","(48060014,48140014,48070014,48080014,48090014)","","90305995"
"49002015","","15","49002001","(4,6,199,0,1,4,7,403,0,1,4,8,1200,0,1)","(48060015,48140015,48070015,48080015,48090015)","","90305995"
"49002016","","16","49002001","(4,6,211,0,1,4,7,427,0,1,4,8,1272,0,1)","(48060016,48140016,48070016,48080016,48090016)","","90305995"
"49002017","","17","49002001","(4,6,223,0,1,4,7,451,0,1,4,8,1344,0,1)","(48060017,48140017,48070017,48080017,48090017)","","90305995"
"49002018","","18","49002001","(4,6,235,0,1,4,7,475,0,1,4,8,1416,0,1)","(48060018,48140018,48070018,48080018,48090018)","","90305995"
"49002019","","19","49002001","(4,6,247,0,1,4,7,499,0,1,4,8,1488,0,1)","(48060019,48140019,48070019,48080019,48090019)","","90305995"
"49002020","","20","49002001","(4,6,259,0,1,4,7,523,0,1,4,8,1560,0,1)","(48060020,48140020,48070020,48080020,48090020)","","90305995"
"49002021","","21","49002001","(4,6,271,0,1,4,7,547,0,1,4,8,1632,0,1)","(48060021,48140021,48070021,48080021,48090021)","","90305995"
"49002022","","22","49002001","(4,6,283,0,1,4,7,571,0,1,4,8,1704,0,1)","(48060022,48140022,48070022,48080022,48090022)","","90305995"
"49002023","","23","49002001","(4,6,295,0,1,4,7,595,0,1,4,8,1776,0,1)","(48060023,48140023,48070023,48080023,48090023)","","90305995"
"49002024","","24","49002001","(4,6,307,0,1,4,7,619,0,1,4,8,1848,0,1)","(48060024,48140024,48070024,48080024,48090024)","","90305995"
"49002025","","25","49002001","(4,6,319,0,1,4,7,643,0,1,4,8,1920,0,1)","(48060025,48140025,48070025,48080025,48090025)","","90305995"
"49002026","","26","49002001","(4,6,331,0,1,4,7,667,0,1,4,8,1992,0,1)","(48060026,48140026,48070026,48080026,48090026)","","90305995"
"49002027","","27","49002001","(4,6,343,0,1,4,7,691,0,1,4,8,2064,0,1)","(48060027,48140027,48070027,48080027,48090027)","","90305995"
"49002028","","28","49002001","(4,6,355,0,1,4,7,715,0,1,4,8,2136,0,1)","(48060028,48140028,48070028,48080028,48090028)","","90305995"
"49002029","","29","49002001","(4,6,367,0,1,4,7,739,0,1,4,8,2208,0,1)","(48060029,48140029,48070029,48080029,48090029)","","90305995"
"49002030","","30","49002001","(4,6,379,0,1,4,7,763,0,1,4,8,2280,0,1)","(48060030,48140030,48070030,48080030,48090030)","","90305995"
"49002031","","31","49002001","(4,6,391,0,1,4,7,787,0,1,4,8,2352,0,1)","(48060031,48140031,48070031,48080031,48090031)","","90305995"
"49002032","","32","49002001","(4,6,403,0,1,4,7,811,0,1,4,8,2424,0,1)","(48060032,48140032,48070032,48080032,48090032)","","90305995"
"49002033","","33","49002001","(4,6,415,0,1,4,7,835,0,1,4,8,2496,0,1)","(48060033,48140033,48070033,48080033,48090033)","","90305995"
"49002034","","34","49002001","(4,6,427,0,1,4,7,859,0,1,4,8,2568,0,1)","(48060034,48140034,48070034,48080034,48090034)","","90305995"
"49002035","","35","49002001","(4,6,439,0,1,4,7,883,0,1,4,8,2640,0,1)","(48060035,48140035,48070035,48080035,48090035)","","90305995"
"49002036","","36","49002001","(4,6,451,0,1,4,7,907,0,1,4,8,2712,0,1)","(48060036,48140036,48070036,48080036,48090036)","","90305995"
"49002037","","37","49002001","(4,6,463,0,1,4,7,931,0,1,4,8,2784,0,1)","(48060037,48140037,48070037,48080037,48090037)","","90305995"
"49002038","","38","49002001","(4,6,475,0,1,4,7,955,0,1,4,8,2856,0,1)","(48060038,48140038,48070038,48080038,48090038)","","90305995"
"49002039","","39","49002001","(4,6,487,0,1,4,7,979,0,1,4,8,2928,0,1)","(48060039,48140039,48070039,48080039,48090039)","","90305995"
"49002040","","40","49002001","(4,6,499,0,1,4,7,1003,0,1,4,8,3000,0,1)","(48060040,48140040,48070040,48080040,48090040)","","90305995"
"49002041","","41","49002001","(4,6,511,0,1,4,7,1027,0,1,4,8,3072,0,1)","(48060041,48140041,48070041,48080041,48090041)","","90305995"
"49002042","","42","49002001","(4,6,523,0,1,4,7,1051,0,1,4,8,3144,0,1)","(48060042,48140042,48070042,48080042,48090042)","","90305995"
"49002043","","43","49002001","(4,6,535,0,1,4,7,1075,0,1,4,8,3216,0,1)","(48060043,48140043,48070043,48080043,48090043)","","90305995"
"49002044","","44","49002001","(4,6,547,0,1,4,7,1099,0,1,4,8,3288,0,1)","(48060044,48140044,48070044,48080044,48090044)","","90305995"
"49002045","","45","49002001","(4,6,559,0,1,4,7,1123,0,1,4,8,3360,0,1)","(48060045,48140045,48070045,48080045,48090045)","","90305995"
"49002046","","46","49002001","(4,6,571,0,1,4,7,1147,0,1,4,8,3432,0,1)","(48060046,48140046,48070046,48080046,48090046)","","90305995"
"49002047","","47","49002001","(4,6,583,0,1,4,7,1171,0,1,4,8,3504,0,1)","(48060047,48140047,48070047,48080047,48090047)","","90305995"
"49002048","","48","49002001","(4,6,595,0,1,4,7,1195,0,1,4,8,3576,0,1)","(48060048,48140048,48070048,48080048,48090048)","","90305995"
"49002049","","49","49002001","(4,6,607,0,1,4,7,1219,0,1,4,8,3648,0,1)","(48060049,48140049,48070049,48080049,48090049)","","90305995"
"49002050","","50","49002001","(4,6,619,0,1,4,7,1243,0,1,4,8,3720,0,1)","(48060050,48140050,48070050,48080050,48090050)","","90305995"
"49002051","","51","49002001","(4,6,631,0,1,4,7,1267,0,1,4,8,3792,0,1)","(48060051,48140051,48070051,48080051,48090051)","","90305995"
"49002052","","52","49002001","(4,6,643,0,1,4,7,1291,0,1,4,8,3864,0,1)","(48060052,48140052,48070052,48080052,48090052)","","90305995"
"49002053","","53","49002001","(4,6,655,0,1,4,7,1315,0,1,4,8,3936,0,1)","(48060053,48140053,48070053,48080053,48090053)","","90305995"
"49002054","","54","49002001","(4,6,667,0,1,4,7,1339,0,1,4,8,4008,0,1)","(48060054,48140054,48070054,48080054,48090054)","","90305995"
"49002055","","55","49002001","(4,6,679,0,1,4,7,1363,0,1,4,8,4080,0,1)","(48060055,48140055,48070055,48080055,48090055)","","90305995"
"49002056","","56","49002001","(4,6,691,0,1,4,7,1387,0,1,4,8,4152,0,1)","(48060056,48140056,48070056,48080056,48090056)","","90305995"
"49002057","","57","49002001","(4,6,703,0,1,4,7,1411,0,1,4,8,4224,0,1)","(48060057,48140057,48070057,48080057,48090057)","","90305995"
"49002058","","58","49002001","(4,6,715,0,1,4,7,1435,0,1,4,8,4296,0,1)","(48060058,48140058,48070058,48080058,48090058)","","90305995"
"49002059","","59","49002001","(4,6,727,0,1,4,7,1459,0,1,4,8,4368,0,1)","(48060059,48140059,48070059,48080059,48090059)","","90305995"
"49002060","","60","49002001","(4,6,739,0,1,4,7,1483,0,1,4,8,4440,0,1)","(48060060,48140060,48070060,48080060,48090060)","","90305995"
"49002061","","61","49002001","(4,6,751,0,1,4,7,1507,0,1,4,8,4512,0,1)","(48060061,48140061,48070061,48080061,48090061)","","90305995"
"49002062","","62","49002001","(4,6,763,0,1,4,7,1531,0,1,4,8,4584,0,1)","(48060062,48140062,48070062,48080062,48090062)","","90305995"
"49002063","","63","49002001","(4,6,775,0,1,4,7,1555,0,1,4,8,4656,0,1)","(48060063,48140063,48070063,48080063,48090063)","","90305995"
"49002064","","64","49002001","(4,6,787,0,1,4,7,1579,0,1,4,8,4728,0,1)","(48060064,48140064,48070064,48080064,48090064)","","90305995"
"49002065","","65","49002001","(4,6,799,0,1,4,7,1603,0,1,4,8,4800,0,1)","(48060065,48140065,48070065,48080065,48090065)","","90305995"
"49002066","","66","49002001","(4,6,811,0,1,4,7,1627,0,1,4,8,4872,0,1)","(48060066,48140066,48070066,48080066,48090066)","","90305995"
"49002067","","67","49002001","(4,6,823,0,1,4,7,1651,0,1,4,8,4944,0,1)","(48060067,48140067,48070067,48080067,48090067)","","90305995"
"49002068","","68","49002001","(4,6,835,0,1,4,7,1675,0,1,4,8,5016,0,1)","(48060068,48140068,48070068,48080068,48090068)","","90305995"
"49002069","","69","49002001","(4,6,847,0,1,4,7,1699,0,1,4,8,5088,0,1)","(48060069,48140069,48070069,48080069,48090069)","","90305995"
"49002070","","70","49002001","(4,6,859,0,1,4,7,1723,0,1,4,8,5160,0,1)","(48060070,48140070,48070070,48080070,48090070)","","90305995"
"49002071","","71","49002001","(4,6,871,0,1,4,7,1747,0,1,4,8,5232,0,1)","(48060071,48140071,48070071,48080071,48090071)","","90305995"
"49002072","","72","49002001","(4,6,883,0,1,4,7,1771,0,1,4,8,5304,0,1)","(48060072,48140072,48070072,48080072,48090072)","","90305995"
"49002073","","73","49002001","(4,6,895,0,1,4,7,1795,0,1,4,8,5376,0,1)","(48060073,48140073,48070073,48080073,48090073)","","90305995"
"49002074","","74","49002001","(4,6,907,0,1,4,7,1819,0,1,4,8,5448,0,1)","(48060074,48140074,48070074,48080074,48090074)","","90305995"
"49002075","","75","49002001","(4,6,919,0,1,4,7,1843,0,1,4,8,5520,0,1)","(48060075,48140075,48070075,48080075,48090075)","","90305995"
"49002076","","76","49002001","(4,6,931,0,1,4,7,1867,0,1,4,8,5592,0,1)","(48060076,48140076,48070076,48080076,48090076)","","90305995"
"49002077","","77","49002001","(4,6,943,0,1,4,7,1891,0,1,4,8,5664,0,1)","(48060077,48140077,48070077,48080077,48090077)","","90305995"
"49002078","","78","49002001","(4,6,955,0,1,4,7,1915,0,1,4,8,5736,0,1)","(48060078,48140078,48070078,48080078,48090078)","","90305995"
"49002079","","79","49002001","(4,6,967,0,1,4,7,1939,0,1,4,8,5808,0,1)","(48060079,48140079,48070079,48080079,48090079)","","90305995"
"49002080","","80","49002001","(4,6,979,0,1,4,7,1963,0,1,4,8,5880,0,1)","(48060080,48140080,48070080,48080080,48090080)","","90305995"
"49002081","","81","49002001","(4,6,991,0,1,4,7,1987,0,1,4,8,5952,0,1)","(48060081,48140081,48070081,48080081,48090081)","","90305995"
"49002082","","82","49002001","(4,6,1003,0,1,4,7,2011,0,1,4,8,6024,0,1)","(48060082,48140082,48070082,48080082,48090082)","","90305995"
"49002083","","83","49002001","(4,6,1015,0,1,4,7,2035,0,1,4,8,6096,0,1)","(48060083,48140083,48070083,48080083,48090083)","","90305995"
"49002084","","84","49002001","(4,6,1027,0,1,4,7,2059,0,1,4,8,6168,0,1)","(48060084,48140084,48070084,48080084,48090084)","","90305995"
"49002085","","85","49002001","(4,6,1039,0,1,4,7,2083,0,1,4,8,6240,0,1)","(48060085,48140085,48070085,48080085,48090085)","","90305995"
"49002086","","86","49002001","(4,6,1051,0,1,4,7,2107,0,1,4,8,6312,0,1)","(48060086,48140086,48070086,48080086,48090086)","","90305995"
"49002087","","87","49002001","(4,6,1063,0,1,4,7,2131,0,1,4,8,6384,0,1)","(48060087,48140087,48070087,48080087,48090087)","","90305995"
"49002088","","88","49002001","(4,6,1075,0,1,4,7,2155,0,1,4,8,6456,0,1)","(48060088,48140088,48070088,48080088,48090088)","","90305995"
"49002089","","89","49002001","(4,6,1087,0,1,4,7,2179,0,1,4,8,6528,0,1)","(48060089,48140089,48070089,48080089,48090089)","","90305995"
"49002090","","90","49002001","(4,6,1099,0,1,4,7,2203,0,1,4,8,6600,0,1)","(48060090,48140090,48070090,48080090,48090090)","","90305995"
"49002091","","91","49002001","(4,6,1111,0,1,4,7,2227,0,1,4,8,6672,0,1)","(48060091,48140091,48070091,48080091,48090091)","","90305995"
"49002092","","92","49002001","(4,6,1123,0,1,4,7,2251,0,1,4,8,6744,0,1)","(48060092,48140092,48070092,48080092,48090092)","","90305995"
"49002093","","93","49002001","(4,6,1135,0,1,4,7,2275,0,1,4,8,6816,0,1)","(48060093,48140093,48070093,48080093,48090093)","","90305995"
"49002094","","94","49002001","(4,6,1147,0,1,4,7,2299,0,1,4,8,6888,0,1)","(48060094,48140094,48070094,48080094,48090094)","","90305995"
"49002095","","95","49002001","(4,6,1159,0,1,4,7,2323,0,1,4,8,6960,0,1)","(48060095,48140095,48070095,48080095,48090095)","","90305995"
"49002096","","96","49002001","(4,6,1171,0,1,4,7,2347,0,1,4,8,7032,0,1)","(48060096,48140096,48070096,48080096,48090096)","","90305995"
"49002097","","97","49002001","(4,6,1183,0,1,4,7,2371,0,1,4,8,7104,0,1)","(48060097,48140097,48070097,48080097,48090097)","","90305995"
"49002098","","98","49002001","(4,6,1195,0,1,4,7,2395,0,1,4,8,7176,0,1)","(48060098,48140098,48070098,48080098,48090098)","","90305995"
"49002099","","99","49002001","(4,6,1207,0,1,4,7,2419,0,1,4,8,7248,0,1)","(48060099,48140099,48070099,48080099,48090099)","","90305995"
"49002100","","100","49002001","(4,6,1219,0,1,4,7,2443,0,1,4,8,7320,0,1)","(48060100,48140100,48070100,48080100,48090100)","","90305995"
"49003001","","1","49003001","(4,6,31,0,1,4,7,67,0,1,4,8,192,0,1)","(48080001,48090001)","","90305997"
"49003002","","2","49003001","(4,6,43,0,1,4,7,91,0,1,4,8,264,0,1)","(48080002,48090002)","","90305997"
"49003003","","3","49003001","(4,6,55,0,1,4,7,115,0,1,4,8,336,0,1)","(48080003,48090003)","","90305997"
"49003004","","4","49003001","(4,6,67,0,1,4,7,139,0,1,4,8,408,0,1)","(48080004,48090004)","","90305997"
"49003005","","5","49003001","(4,6,79,0,1,4,7,163,0,1,4,8,480,0,1)","(48080005,48090005)","","90305997"
"49003006","","6","49003001","(4,6,91,0,1,4,7,187,0,1,4,8,552,0,1)","(48080006,48090006)","","90305997"
"49003007","","7","49003001","(4,6,103,0,1,4,7,211,0,1,4,8,624,0,1)","(48080007,48090007)","","90305997"
"49003008","","8","49003001","(4,6,115,0,1,4,7,235,0,1,4,8,696,0,1)","(48080008,48090008)","","90305997"
"49003009","","9","49003001","(4,6,127,0,1,4,7,259,0,1,4,8,768,0,1)","(48080009,48090009)","","90305997"
"49003010","","10","49003001","(4,6,139,0,1,4,7,283,0,1,4,8,840,0,1)","(48080010,48090010)","","90305997"
"49003011","","11","49003001","(4,6,151,0,1,4,7,307,0,1,4,8,912,0,1)","(48080011,48090011)","","90305997"
"49003012","","12","49003001","(4,6,163,0,1,4,7,331,0,1,4,8,984,0,1)","(48080012,48090012)","","90305997"
"49003013","","13","49003001","(4,6,175,0,1,4,7,355,0,1,4,8,1056,0,1)","(48080013,48090013)","","90305997"
"49003014","","14","49003001","(4,6,187,0,1,4,7,379,0,1,4,8,1128,0,1)","(48080014,48090014)","","90305997"
"49003015","","15","49003001","(4,6,199,0,1,4,7,403,0,1,4,8,1200,0,1)","(48080015,48090015)","","90305997"
"49003016","","16","49003001","(4,6,211,0,1,4,7,427,0,1,4,8,1272,0,1)","(48080016,48090016)","","90305997"
"49003017","","17","49003001","(4,6,223,0,1,4,7,451,0,1,4,8,1344,0,1)","(48080017,48090017)","","90305997"
"49003018","","18","49003001","(4,6,235,0,1,4,7,475,0,1,4,8,1416,0,1)","(48080018,48090018)","","90305997"
"49003019","","19","49003001","(4,6,247,0,1,4,7,499,0,1,4,8,1488,0,1)","(48080019,48090019)","","90305997"
"49003020","","20","49003001","(4,6,259,0,1,4,7,523,0,1,4,8,1560,0,1)","(48080020,48090020)","","90305997"
"49003021","","21","49003001","(4,6,271,0,1,4,7,547,0,1,4,8,1632,0,1)","(48080021,48090021)","","90305997"
"49003022","","22","49003001","(4,6,283,0,1,4,7,571,0,1,4,8,1704,0,1)","(48080022,48090022)","","90305997"
"49003023","","23","49003001","(4,6,295,0,1,4,7,595,0,1,4,8,1776,0,1)","(48080023,48090023)","","90305997"
"49003024","","24","49003001","(4,6,307,0,1,4,7,619,0,1,4,8,1848,0,1)","(48080024,48090024)","","90305997"
"49003025","","25","49003001","(4,6,319,0,1,4,7,643,0,1,4,8,1920,0,1)","(48080025,48090025)","","90305997"
"49003026","","26","49003001","(4,6,331,0,1,4,7,667,0,1,4,8,1992,0,1)","(48080026,48090026)","","90305997"
"49003027","","27","49003001","(4,6,343,0,1,4,7,691,0,1,4,8,2064,0,1)","(48080027,48090027)","","90305997"
"49003028","","28","49003001","(4,6,355,0,1,4,7,715,0,1,4,8,2136,0,1)","(48080028,48090028)","","90305997"
"49003029","","29","49003001","(4,6,367,0,1,4,7,739,0,1,4,8,2208,0,1)","(48080029,48090029)","","90305997"
"49003030","","30","49003001","(4,6,379,0,1,4,7,763,0,1,4,8,2280,0,1)","(48080030,48090030)","","90305997"
"49003031","","31","49003001","(4,6,391,0,1,4,7,787,0,1,4,8,2352,0,1)","(48080031,48090031)","","90305997"
"49003032","","32","49003001","(4,6,403,0,1,4,7,811,0,1,4,8,2424,0,1)","(48080032,48090032)","","90305997"
"49003033","","33","49003001","(4,6,415,0,1,4,7,835,0,1,4,8,2496,0,1)","(48080033,48090033)","","90305997"
"49003034","","34","49003001","(4,6,427,0,1,4,7,859,0,1,4,8,2568,0,1)","(48080034,48090034)","","90305997"
"49003035","","35","49003001","(4,6,439,0,1,4,7,883,0,1,4,8,2640,0,1)","(48080035,48090035)","","90305997"
"49003036","","36","49003001","(4,6,451,0,1,4,7,907,0,1,4,8,2712,0,1)","(48080036,48090036)","","90305997"
"49003037","","37","49003001","(4,6,463,0,1,4,7,931,0,1,4,8,2784,0,1)","(48080037,48090037)","","90305997"
"49003038","","38","49003001","(4,6,475,0,1,4,7,955,0,1,4,8,2856,0,1)","(48080038,48090038)","","90305997"
"49003039","","39","49003001","(4,6,487,0,1,4,7,979,0,1,4,8,2928,0,1)","(48080039,48090039)","","90305997"
"49003040","","40","49003001","(4,6,499,0,1,4,7,1003,0,1,4,8,3000,0,1)","(48080040,48090040)","","90305997"
"49003041","","41","49003001","(4,6,511,0,1,4,7,1027,0,1,4,8,3072,0,1)","(48080041,48090041)","","90305997"
"49003042","","42","49003001","(4,6,523,0,1,4,7,1051,0,1,4,8,3144,0,1)","(48080042,48090042)","","90305997"
"49003043","","43","49003001","(4,6,535,0,1,4,7,1075,0,1,4,8,3216,0,1)","(48080043,48090043)","","90305997"
"49003044","","44","49003001","(4,6,547,0,1,4,7,1099,0,1,4,8,3288,0,1)","(48080044,48090044)","","90305997"
"49003045","","45","49003001","(4,6,559,0,1,4,7,1123,0,1,4,8,3360,0,1)","(48080045,48090045)","","90305997"
"49003046","","46","49003001","(4,6,571,0,1,4,7,1147,0,1,4,8,3432,0,1)","(48080046,48090046)","","90305997"
"49003047","","47","49003001","(4,6,583,0,1,4,7,1171,0,1,4,8,3504,0,1)","(48080047,48090047)","","90305997"
"49003048","","48","49003001","(4,6,595,0,1,4,7,1195,0,1,4,8,3576,0,1)","(48080048,48090048)","","90305997"
"49003049","","49","49003001","(4,6,607,0,1,4,7,1219,0,1,4,8,3648,0,1)","(48080049,48090049)","","90305997"
"49003050","","50","49003001","(4,6,619,0,1,4,7,1243,0,1,4,8,3720,0,1)","(48080050,48090050)","","90305997"
"49003051","","51","49003001","(4,6,631,0,1,4,7,1267,0,1,4,8,3792,0,1)","(48080051,48090051)","","90305997"
"49003052","","52","49003001","(4,6,643,0,1,4,7,1291,0,1,4,8,3864,0,1)","(48080052,48090052)","","90305997"
"49003053","","53","49003001","(4,6,655,0,1,4,7,1315,0,1,4,8,3936,0,1)","(48080053,48090053)","","90305997"
"49003054","","54","49003001","(4,6,667,0,1,4,7,1339,0,1,4,8,4008,0,1)","(48080054,48090054)","","90305997"
"49003055","","55","49003001","(4,6,679,0,1,4,7,1363,0,1,4,8,4080,0,1)","(48080055,48090055)","","90305997"
"49003056","","56","49003001","(4,6,691,0,1,4,7,1387,0,1,4,8,4152,0,1)","(48080056,48090056)","","90305997"
"49003057","","57","49003001","(4,6,703,0,1,4,7,1411,0,1,4,8,4224,0,1)","(48080057,48090057)","","90305997"
"49003058","","58","49003001","(4,6,715,0,1,4,7,1435,0,1,4,8,4296,0,1)","(48080058,48090058)","","90305997"
"49003059","","59","49003001","(4,6,727,0,1,4,7,1459,0,1,4,8,4368,0,1)","(48080059,48090059)","","90305997"
"49003060","","60","49003001","(4,6,739,0,1,4,7,1483,0,1,4,8,4440,0,1)","(48080060,48090060)","","90305997"
"49003061","","61","49003001","(4,6,751,0,1,4,7,1507,0,1,4,8,4512,0,1)","(48080061,48090061)","","90305997"
"49003062","","62","49003001","(4,6,763,0,1,4,7,1531,0,1,4,8,4584,0,1)","(48080062,48090062)","","90305997"
"49003063","","63","49003001","(4,6,775,0,1,4,7,1555,0,1,4,8,4656,0,1)","(48080063,48090063)","","90305997"
"49003064","","64","49003001","(4,6,787,0,1,4,7,1579,0,1,4,8,4728,0,1)","(48080064,48090064)","","90305997"
"49003065","","65","49003001","(4,6,799,0,1,4,7,1603,0,1,4,8,4800,0,1)","(48080065,48090065)","","90305997"
"49003066","","66","49003001","(4,6,811,0,1,4,7,1627,0,1,4,8,4872,0,1)","(48080066,48090066)","","90305997"
"49003067","","67","49003001","(4,6,823,0,1,4,7,1651,0,1,4,8,4944,0,1)","(48080067,48090067)","","90305997"
"49003068","","68","49003001","(4,6,835,0,1,4,7,1675,0,1,4,8,5016,0,1)","(48080068,48090068)","","90305997"
"49003069","","69","49003001","(4,6,847,0,1,4,7,1699,0,1,4,8,5088,0,1)","(48080069,48090069)","","90305997"
"49003070","","70","49003001","(4,6,859,0,1,4,7,1723,0,1,4,8,5160,0,1)","(48080070,48090070)","","90305997"
"49003071","","71","49003001","(4,6,871,0,1,4,7,1747,0,1,4,8,5232,0,1)","(48080071,48090071)","","90305997"
"49003072","","72","49003001","(4,6,883,0,1,4,7,1771,0,1,4,8,5304,0,1)","(48080072,48090072)","","90305997"
"49003073","","73","49003001","(4,6,895,0,1,4,7,1795,0,1,4,8,5376,0,1)","(48080073,48090073)","","90305997"
"49003074","","74","49003001","(4,6,907,0,1,4,7,1819,0,1,4,8,5448,0,1)","(48080074,48090074)","","90305997"
"49003075","","75","49003001","(4,6,919,0,1,4,7,1843,0,1,4,8,5520,0,1)","(48080075,48090075)","","90305997"
"49003076","","76","49003001","(4,6,931,0,1,4,7,1867,0,1,4,8,5592,0,1)","(48080076,48090076)","","90305997"
"49003077","","77","49003001","(4,6,943,0,1,4,7,1891,0,1,4,8,5664,0,1)","(48080077,48090077)","","90305997"
"49003078","","78","49003001","(4,6,955,0,1,4,7,1915,0,1,4,8,5736,0,1)","(48080078,48090078)","","90305997"
"49003079","","79","49003001","(4,6,967,0,1,4,7,1939,0,1,4,8,5808,0,1)","(48080079,48090079)","","90305997"
"49003080","","80","49003001","(4,6,979,0,1,4,7,1963,0,1,4,8,5880,0,1)","(48080080,48090080)","","90305997"
"49003081","","81","49003001","(4,6,991,0,1,4,7,1987,0,1,4,8,5952,0,1)","(48080081,48090081)","","90305997"
"49003082","","82","49003001","(4,6,1003,0,1,4,7,2011,0,1,4,8,6024,0,1)","(48080082,48090082)","","90305997"
"49003083","","83","49003001","(4,6,1015,0,1,4,7,2035,0,1,4,8,6096,0,1)","(48080083,48090083)","","90305997"
"49003084","","84","49003001","(4,6,1027,0,1,4,7,2059,0,1,4,8,6168,0,1)","(48080084,48090084)","","90305997"
"49003085","","85","49003001","(4,6,1039,0,1,4,7,2083,0,1,4,8,6240,0,1)","(48080085,48090085)","","90305997"
"49003086","","86","49003001","(4,6,1051,0,1,4,7,2107,0,1,4,8,6312,0,1)","(48080086,48090086)","","90305997"
"49003087","","87","49003001","(4,6,1063,0,1,4,7,2131,0,1,4,8,6384,0,1)","(48080087,48090087)","","90305997"
"49003088","","88","49003001","(4,6,1075,0,1,4,7,2155,0,1,4,8,6456,0,1)","(48080088,48090088)","","90305997"
"49003089","","89","49003001","(4,6,1087,0,1,4,7,2179,0,1,4,8,6528,0,1)","(48080089,48090089)","","90305997"
"49003090","","90","49003001","(4,6,1099,0,1,4,7,2203,0,1,4,8,6600,0,1)","(48080090,48090090)","","90305997"
"49003091","","91","49003001","(4,6,1111,0,1,4,7,2227,0,1,4,8,6672,0,1)","(48080091,48090091)","","90305997"
"49003092","","92","49003001","(4,6,1123,0,1,4,7,2251,0,1,4,8,6744,0,1)","(48080092,48090092)","","90305997"
"49003093","","93","49003001","(4,6,1135,0,1,4,7,2275,0,1,4,8,6816,0,1)","(48080093,48090093)","","90305997"
"49003094","","94","49003001","(4,6,1147,0,1,4,7,2299,0,1,4,8,6888,0,1)","(48080094,48090094)","","90305997"
"49003095","","95","49003001","(4,6,1159,0,1,4,7,2323,0,1,4,8,6960,0,1)","(48080095,48090095)","","90305997"
"49003096","","96","49003001","(4,6,1171,0,1,4,7,2347,0,1,4,8,7032,0,1)","(48080096,48090096)","","90305997"
"49003097","","97","49003001","(4,6,1183,0,1,4,7,2371,0,1,4,8,7104,0,1)","(48080097,48090097)","","90305997"
"49003098","","98","49003001","(4,6,1195,0,1,4,7,2395,0,1,4,8,7176,0,1)","(48080098,48090098)","","90305997"
"49003099","","99","49003001","(4,6,1207,0,1,4,7,2419,0,1,4,8,7248,0,1)","(48080099,48090099)","","90305997"
