"AttributeId","MarkType","NameStringId","NpcId","RegionLevel","MapGoalX","MapGoalY","MapGoalZ","MiniMapX","MiniGoalY","MiniGoalZ","NpcPriority","IfShow","MissionId","SafePoint"
"73003068","1","90041407","76000786","","132960","167400","3598","132960","167400","3598","0","0","",""
"73003069","1","90041408","76000787","","133680","163400","3628","133680","163400","3628","0","0","",""
"73003070","1","90041409","76000788","","130952","170051","3588","130952","170051","3588","0","0","",""
"73003071","1","90041786","76000804","","136811","176950","2754","136811","176950","2754","0","0","",""
"73003072","1","90041426","76000805","","136732","176906","2754","136732","176906","2754","0","0","",""
"73003073","1","90041427","76000806","","131358","135344","1553","131358","135344","1553","0","0","",""
"73003074","1","90041428","76000807","","127220","130090","1678","127220","130090","1678","0","0","",""
"73003075","1","90041429","76000808","","119090","131379","1668","119090","131379","1668","0","0","",""
"73003076","1","90041430","76000809","","122530","134420","2178","122530","134420","2178","0","0","",""
"73003077","1","90041431","76000810","","123010","133320","2188","123010","133320","2188","0","0","",""
"73003078","1","90041432","76000811","","122300","132651","2188","122300","132651","2188","0","0","",""
"73003079","1","90041433","76000812","","120550","134920","2188","120550","134920","2188","0","0","",""
"73003080","1","90041434","76000813","","122140","134920","2178","122140","134920","2178","0","0","",""
"73003081","1","90041435","76000814","","114609","131960","1688","114609","131960","1688","0","0","",""
"73003082","1","90041753","76000815","","120259","124609","1668","120259","124609","1668","0","0","",""
"73003083","1","90041099","76000816","","116342","120884","1733","116342","120884","1733","0","0","",""
"73003084","1","90041438","76000817","","117269","118619","1678","117269","118619","1678","0","0","",""
"73003085","1","90041439","76000818","","123309","122799","1668","123309","122799","1668","0","0","",""
"73003086","1","90041440","76000819","","120510","117469","1668","120510","117469","1668","0","0","",""
"73003087","1","90041441","76000820","","121030","117209","1668","121030","117209","1668","0","0","",""
"73003088","1","90041442","76000821","","121519","117280","1668","121519","117280","1668","0","0","",""
"73003089","1","90041443","76000822","","120270","117200","1668","120270","117200","1668","0","0","",""
"73003090","1","90041444","76000823","","127655","113069","1698","127655","113069","1698","0","0","",""
"73003091","1","90041099","76000824","","120522","108508","1678","120522","108508","1678","0","0","",""
"73003092","1","90041446","76000825","","118799","111559","1668","118799","111559","1668","0","0","",""
"73003093","1","90041447","76000826","","119719","113519","1668","119719","113519","1668","0","0","",""
"73003094","1","90041448","76000827","","119540","112719","1678","119540","112719","1678","0","0","",""
"73003095","1","90041461","76000840","","194871","115321","1650","194871","115321","1650","0","0","",""
"73003096","1","90041462","76000841","","194235","116678","1628","194235","116678","1628","0","0","",""
"73003097","1","90041463","76000842","","199573","118966","1628","199573","118966","1628","0","0","",""
"73003098","1","90041464","76000843","","199452","121402","1628","199452","121402","1628","0","0","",""
"73003099","1","90041465","76000844","","200089","120692","1628","200089","120692","1628","0","0","",""
"73003100","1","90041466","76000845","","194850","124040","1628","194850","124040","1628","0","0","",""
"73003101","1","90041467","76000846","","200228","120420","1678","200228","120420","1678","0","0","",""
"73003102","1","90041468","76000847","","201540","133190","1628","201540","133190","1628","0","0","",""
"73003103","1","90041469","76000848","","193164","129059","1697","193164","129059","1697","0","0","",""
"73003104","1","90041753","76000849","","200450","126515","2856","200450","126515","2856","0","0","",""
"73003105","1","90041099","76000850","","210250","124190","3068","210250","124190","3068","0","0","",""
"73003106","1","90041472","76000851","","209950","124570","3068","209950","124570","3068","0","0","",""
"73003107","1","90041473","76000852","","208874","123507","3018","208874","123507","3018","0","0","",""
"73003108","3","90052089","","","200393","151631","4593","200393","151631","4593","0","1","15001013","74000231"
"73003109","3","0","","","200393","151631","4593","200393","151631","4593","0","1","",""
"73003110","3","0","","","200393","151631","4593","200393","151631","4593","0","1","",""
"73003111","3","90052090","","","157706","128811","1782","157706","128811","1782","0","1","15001049","74000241"
"73003112","3","0","","","157706","128811","1782","157706","128811","1782","0","1","",""
"73003113","3","0","","","157706","128811","1782","157706","128811","1782","0","1","",""
"73003114","3","90052091","","","157354","178730","2121","157354","178730","2121","0","1","15001080","74000251"
"73003115","3","0","","","157354","178730","2121","157354","178730","2121","0","1","",""
"73003116","3","0","","","157354","178730","2121","157354","178730","2121","0","1","",""
"73003117","3","90052092","","","117924","113003","1671","117924","113003","1671","0","1","15001114","74000261"
"73003118","3","0","","","117924","113003","1671","117924","113003","1671","0","1","",""
"73003119","3","0","","","117924","113003","1671","117924","113003","1671","0","1","",""
"73003120","3","90052093","","","209643","127685","3014","209643","127685","3014","0","1","15001146","74000271"
"73003121","3","0","","","209643","127685","3014","209643","127685","3014","0","1","",""
"73003122","3","0","","","209643","127685","3014","209643","127685","3014","0","1","",""
"73003123","2","90041332","76000711","","195931","158750","4641","195931","158750","4641","0","0","",""
"73003124","2","90041333","76000712","","192323","164151","4704","192323","164151","4704","0","0","",""
"73003125","2","90041334","76000713","","188840","164820","4728","188840","164820","4728","0","0","",""
"73003126","2","90041335","76000714","","186440","169420","4628","186440","169420","4628","0","0","",""
"73003127","2","90041336","76000715","","187750","175030","4628","187750","175030","4628","0","0","",""
"73003128","2","90041337","76000716","","188730","177740","4628","188730","177740","4628","0","0","",""
"73003129","2","90041338","76000717","","186600","177220","4628","186600","177220","4628","0","0","",""
"73003130","2","90041339","76000718","","185390","175330","4628","185390","175330","4628","0","0","",""
"73003131","2","90041340","76000719","","184052","172661","4629","184052","172661","4629","0","0","",""
"73003132","2","90041341","76000720","","183411","173885","4618","183411","173885","4618","0","0","",""
"73003133","2","90041342","76000721","","183640","179569","5088","183640","179569","5088","0","0","",""
"73003134","2","90041343","76000722","","177839","177749","5078","177839","177749","5078","0","0","",""
"73003135","2","90041344","76000723","","177893","179658","5071","177893","179658","5071","0","0","",""
"73003136","2","90041345","76000724","","179160","179740","5088","179160","179740","5088","0","0","",""
"73003137","2","90041346","76000725","","178202","167466","4732","178202","167466","4732","0","0","",""
"73003138","2","90041370","76000749","","168010","148340","1798","168010","148340","1798","0","0","",""
"73003139","2","90041371","76000750","","165270","141610","1778","165270","141610","1778","0","0","",""
"73003140","2","90041372","76000751","","161370","137670","1778","161370","137670","1778","0","0","",""
"73003141","2","90041373","76000752","","162660","134429","1778","162660","134429","1778","0","0","",""
"73003142","2","90041374","76000753","","166510","134399","1778","166510","134399","1778","0","0","",""
"73003143","2","90041375","76000754","","172070","134710","1778","172070","134710","1778","0","0","",""
"73003144","2","90041381","76000760","","152870","142340","1428","152870","142340","1428","0","0","",""
"73003145","2","90041382","76000761","","154489","137360","1418","154489","137360","1418","0","0","",""
"73003146","2","90041410","76000789","","153990","177420","2098","153990","177420","2098","0","0","",""
"73003147","2","90041411","76000790","","150489","173070","2168","150489","173070","2168","0","0","",""
"73003148","2","90041412","76000791","","148840","177469","2098","148840","177469","2098","0","0","",""
"73003149","2","90041413","76000792","","142619","180369","2138","142619","180369","2138","0","0","",""
"73003150","2","90041414","76000793","","137229","181700","2178","137229","181700","2178","0","0","",""
"73003151","2","90041415","76000794","","130664","182883","2179","130664","182883","2179","0","0","",""
"73003152","2","90041416","76000795","","129668","176969","2462","129668","176969","2462","0","0","",""
"73003153","2","90041417","76000796","","128252","173416","3136","128252","173416","3136","0","0","",""
"73003154","2","90041418","76000797","","125559","175990","2528","125559","175990","2528","0","0","",""
"73003155","2","90041419","76000798","","135371","177762","2760","135371","177762","2760","0","0","",""
"73003156","2","90041420","76000799","","134795","176193","2802","134795","176193","2802","0","0","",""
"73003157","2","90041421","76000800","","132772","170237","3585","132772","170237","3585","0","0","",""
"73003158","2","90041423","76000802","","136420","165840","3608","136420","165840","3608","0","0","",""
"73003159","2","90041424","76000803","","121960","169280","2178","121960","169280","2178","0","0","",""
"73003160","2","90041449","76000828","","130330","133030","1668","130330","133030","1668","0","0","",""
"73003161","2","90041450","76000829","","124390","129690","1678","124390","129690","1678","0","0","",""
"73003162","2","90041451","76000830","","120680","129070","1678","120680","129070","1678","0","0","",""
"73003163","2","90041452","76000831","","116359","132629","1678","116359","132629","1678","0","0","",""
"73003164","2","90041453","76000832","","118129","130389","1668","118129","130389","1668","0","0","",""
"73003165","2","90041454","76000833","","121320","127400","1678","121320","127400","1678","0","0","",""
"73003166","2","90041456","76000835","","120820","121450","1678","120820","121450","1678","0","0","",""
"73003167","2","90041457","76000836","","123970","116330","1668","123970","116330","1668","0","0","",""
"73003168","2","90041458","76000837","","125139","112183","1768","125139","112183","1768","0","0","",""
"73003169","2","90041459","76000838","","122800","108439","1678","122800","108439","1678","0","0","",""
"73003170","2","90041474","76000853","","195970","122430","1628","195970","122430","1628","0","0","",""
"73003171","2","90041475","76000854","","197175","124704","1816","197175","124704","1816","0","0","",""
"73003172","2","90041476","76000855","","199438","132802","1750","199438","132802","1750","0","0","",""
"73003173","2","90041477","76000856","","196659","131383","1720","196659","131383","1720","0","0","",""
"73003174","2","90041478","76000857","","195034","128163","2032","195034","128163","2032","0","0","",""
"73003175","2","90041479","76000858","","203569","126090","3198","203569","126090","3198","0","0","",""
"73003176","2","90041858","76001163","","163887","125478","1440","163887","125478","1440","0","0","",""
"73003177","2","90041859","76001164","","163390","122469","1448","163390","122469","1448","0","0","",""
"73003178","2","90041860","76001165","","165869","123759","1448","165869","123759","1448","0","0","",""
"73003179","2","90041861","76001166","","166930","128239","1448","166930","128239","1448","0","0","",""
"73003180","3","90052103","","","46023","20458","2205","46023","20458","2205","0","1","15001516","74000435"
"73003181","3","90052105","","","56047","31799","1151","56047","31799","1151","0","1","",""
"73003182","3","90052106","","","40611","34311","491","40611","34311","491","0","1","",""
"73003183","3","90052104","","","55258","40515","1502","55258","40515","1502","0","1","15001539","74000436"
"73003184","3","90052107","","","38274","41373","1063","38274","41373","1063","0","1","",""
"73003185","3","90052108","","","49371","55087","1184","49371","55087","1184","0","1","",""
"73003186","3","90052109","","","76030","58049","2470","76030","58049","2470","0","1","15001625","74000441"
"73003187","3","90052110","","","94759","45384","2725","94759","45384","2725","0","1","",""
"73003188","3","90052111","","","70606","35637","743","70606","35637","743","0","1","",""
"73003189","3","90052115","","","49467","84104","2589","49467","84104","2589","0","1","15002001","74000447"
"73003190","3","90052112","","","66158","43343","1489","66158","43343","1489","0","1","",""
"73003191","3","90052113","","","79918","69437","2229","79918","69437","2229","0","1","",""
"73003192","3","90052120","","","84349","90089","1410","84349","90089","1410","0","1","15002001","74000452"
"73003193","3","90052114","","","67305","65971","2159","67305","65971","2159","0","1","",""
"73003194","3","90052116","","","60019","85375","1688","60019","85375","1688","0","1","",""
"73003195","3","90052118","","","33001","78619","1149","33001","78619","1149","0","1","15001532","74000450"
"73003196","3","90052117","","","54334","95222","1183","54334","95222","1183","0","1","",""
"73003197","3","90052119","","","49370","67415","1688","49370","67415","1688","0","1","",""
"73003198","3","90052121","","","91097","87550","1137","91097","87550","1137","0","1","",""
"73003199","3","90052122","","","71864","89126","212","71864","89126","212","0","1","",""
"73003200","3","90052123","","","80361","79250","890","80361","79250","890","0","1","",""
"73004001","1","90041481","76000860","","77940","63440","4448","77940","63440","4448","0","0","",""
"73004002","1","90041482","76000861","","78340","62620","4448","78340","62620","4448","0","0","",""
"73004003","1","90041483","76000862","","138370","68030","7878","138370","68030","7878","0","0","",""
"73004004","1","90041484","76000863","","137461","72780","1079","137461","72780","1079","0","0","",""
"73004005","1","90041485","76000864","","131410","74060","1088","131410","74060","1088","0","0","",""
"73004006","1","90041486","76000865","","131174","74655","1088","131174","74655","1088","0","0","",""
"73004007","1","90041487","76000866","","129432","74286","1088","129432","74286","1088","0","0","",""
"73004008","1","90041488","76000867","","128790","75320","1088","128790","75320","1088","0","0","",""
"73004009","1","90041489","76000868","","127040","74410","1088","127040","74410","1088","0","0","",""
"73004010","1","90041490","76000869","","122071","70827","1678","122071","70827","1678","0","0","",""
"73004011","1","90041491","76000870","","122090","70400","1678","122090","70400","1678","0","0","",""
"73004012","1","90041492","76000871","","128000","66590","1088","128000","66590","1088","0","0","",""
"73004013","1","90041493","76000872","","127910","68140","1088","127910","68140","1088","0","0","",""
"73004014","1","90041494","76000873","","132690","69050","1088","132690","69050","1088","0","0","",""
"73004015","1","90041495","76000874","","133421","63632","1078","133421","63632","1078","0","0","",""
"73004016","1","90041753","76000875","","131130","66530","1088","131130","66530","1088","0","0","",""
"73004017","1","90041497","76000876","","135792","72180","1088","135792","72180","1088","0","0","",""
"73004018","1","90041498","76000877","","136295","72802","1088","136295","72802","1088","0","0","",""
"73004019","1","90041753","76000878","","125470","71050","1088","125470","71050","1088","0","0","",""
"73004020","1","90041500","76000879","","130057","68640","1088","130057","68640","1088","0","0","",""
"73004021","1","90041501","76000880","","131630","79300","1088","131630","79300","1088","0","0","",""
"73004022","1","90041502","76000881","","134502","80682","1078","134502","80682","1078","0","0","",""
"73004023","1","90041503","76000882","","136030","83520","1078","136030","83520","1078","0","0","",""
"73004024","1","90041504","76000883","","135370","88040","1078","135370","88040","1078","0","0","",""
"73004025","1","90041505","76000884","","135345","88518","1078","135345","88518","1078","0","0","",""
"73004026","1","90041506","76000885","","130340","87390","1078","130340","87390","1078","0","0","",""
"73004027","1","90041507","76000886","","124010","84960","1078","124010","84960","1078","0","0","",""
"73004028","1","90041509","76000888","","122290","81980","1078","122290","81980","1078","0","0","",""
"73004029","1","90041510","76000889","","123860","76060","1088","123860","76060","1088","0","0","",""
"73004030","1","90041511","76000890","","128590","75160","1088","128590","75160","1088","0","0","",""
"73004031","1","90041512","76000891","","128330","74930","1088","128330","74930","1088","0","0","",""
"73004032","1","90041513","76000892","","130180","73510","1088","130180","73510","1088","0","0","",""
"73004033","1","90041514","76000893","","130276","73256","1088","130276","73256","1088","0","0","",""
"73004034","1","90041528","76000907","","134490","40459","1008","134490","40459","1008","0","0","",""
"73004035","1","90041529","76000908","","139460","37780","798","139460","37780","798","0","0","",""
"73004036","1","90041530","76000909","","141350","31110","798","141350","31110","798","0","0","",""
"73004037","1","90041531","76000910","","141590","26190","798","141590","26190","798","0","0","",""
"73004038","1","90041753","76000911","","138170","26150","798","138170","26150","798","0","0","",""
"73004039","1","90041753","76000912","","145850","24690","798","145850","24690","798","0","0","",""
"73004040","1","90041534","76000913","","143360","25300","798","143360","25300","798","0","0","",""
"73004041","1","90041753","76000914","","143130","23180","798","143130","23180","798","0","0","",""
"73004042","1","90041536","76000915","","141080","20500","798","141080","20500","798","0","0","",""
"73004043","1","90041537","76000916","","142780","28900","798","142780","28900","798","0","0","",""
"73004044","1","90041538","76000917","","146531","32563","798","146531","32563","798","0","0","",""
"73004045","1","90041539","76000918","","148150","30400","798","148150","30400","798","0","0","",""
"73004046","1","90041540","76000919","","150700","26540","798","150700","26540","798","0","0","",""
"73004047","1","90041541","76000920","","152949","29419","798","152949","29419","798","0","0","",""
"73004048","1","90041542","76000921","","156760","29429","798","156760","29429","798","0","0","",""
"73004049","1","90041543","76000922","","155620","31770","798","155620","31770","798","0","0","",""
"73004050","1","90041544","76000923","","160216","31615","798","160216","31615","798","0","0","",""
"73004051","1","90041545","76000924","","161303","34338","798","161303","34338","798","0","0","",""
"73004052","1","90041546","76000925","","157440","33789","798","157440","33789","798","0","0","",""
"73004053","1","90041547","76000926","","154830","35950","798","154830","35950","798","0","0","",""
"73004054","1","90041548","76000927","","155680","42080","798","155680","42080","798","0","0","",""
"73004055","1","90041549","76000928","","148480","43400","798","148480","43400","798","0","0","",""
"73004056","1","90041753","76000929","","142630","40910","798","142630","40910","798","0","0","",""
"73004057","1","90041551","76000930","","135562","43019","865","135562","43019","865","0","0","",""
"73004058","1","90041753","76000946","","178420","20560","3218","178420","20560","3218","0","0","",""
"73004059","1","90041568","76000947","","179814","19010","3218","179814","19010","3218","0","0","",""
"73004060","1","90041569","76000948","","182068","23131","3211","182068","23131","3211","0","0","",""
"73004061","1","90041570","76000949","","185260","19460","3218","185260","19460","3218","0","0","",""
"73004062","1","90041753","76000950","","185520","23010","3218","185520","23010","3218","0","0","",""
"73004063","1","90041753","76000951","","188790","20050","3218","188790","20050","3218","0","0","",""
"73004064","1","90041573","76000952","","188907","25798","3220","188907","25798","3220","0","0","",""
"73004065","1","90041574","76000953","","191783","24355","3218","191783","24355","3218","0","0","",""
"73004066","1","90041575","76000954","","192178","24650","3218","192178","24650","3218","0","0","",""
"73004067","1","90041576","76000955","","187040","27989","3218","187040","27989","3218","0","0","",""
"73004068","1","90041577","76000956","","196736","26349","3218","196736","26349","3218","0","0","",""
"73004069","1","90041578","76000957","","198911","30628","729","198911","30628","729","0","0","",""
"73004070","1","90041579","76000958","","190670","30770","3218","190670","30770","3218","0","0","",""
"73004071","1","90041580","76000959","","193760","35559","3218","193760","35559","3218","0","0","",""
"73004072","1","90041581","76000960","","186919","34990","3188","186919","34990","3188","0","0","",""
"73004073","1","90041582","76000961","","185849","39969","3188","185849","39969","3188","0","0","",""
"73004074","1","90041583","76000962","","181290","37980","3218","181290","37980","3218","0","0","",""
"73004075","1","90041584","76000963","","180870","44700","3188","180870","44700","3188","0","0","",""
"73004076","1","90041585","76000964","","178659","48830","3218","178659","48830","3218","0","0","",""
"73004077","1","90041586","76000965","","181733","50403","3218","181733","50403","3218","0","0","",""
"73004078","1","90041753","76000966","","183798","47142","3084","183798","47142","3084","0","0","",""
"73004079","1","90041588","76000967","","188240","49229","3188","188240","49229","3188","0","0","",""
"73004080","1","90041589","76000968","","192485","42211","3188","192485","42211","3188","0","0","",""
"73004081","1","90041590","76000969","","197480","41290","3218","197480","41290","3218","0","0","",""
"73004082","1","90041591","76000970","","198560","35820","3218","198560","35820","3218","0","0","",""
"73004083","1","90041592","76000971","","190050","38804","3188","190050","38804","3188","0","0","",""
"73004084","1","90041610","76000989","","190750","22640","3218","190750","22640","3218","0","0","",""
"73004085","1","90041611","76000990","","221829","27409","3768","221829","27409","3768","0","0","",""
"73004086","1","90041612","76000991","","221829","27409","3768","221829","27409","3768","0","0","",""
"73004087","1","90041612","76000992","","223320","28060","3768","223320","28060","3768","0","0","",""
"73004088","1","90041612","76000994","","226200","28780","3768","226200","28780","3768","0","0","",""
"73004089","1","90041612","76000996","","228220","28590","3768","228220","28590","3768","0","0","",""
"73004090","1","90041612","76000998","","230607","32780","3768","230607","32780","3768","0","0","",""
"73004091","1","90041612","76001000","","237331","32278","3779","237331","32278","3779","0","0","",""
"73004092","1","90041612","76001001","","232760","27970","3768","232760","27970","3768","0","0","",""
"73004093","1","90041612","76001002","","232250","25560","3768","232250","25560","3768","0","0","",""
"73004094","1","90041624","76001003","","234650","19530","3978","234650","19530","3978","0","0","",""
"73004095","1","90041612","76001004","","232580","21400","3768","232580","21400","3768","0","0","",""
"73004096","1","90041612","76001005","","229050","24060","3768","229050","24060","3768","0","0","",""
"73004097","1","90041627","76001006","","230280","24560","3768","230280","24560","3768","0","0","",""
"73004098","1","90041628","76001007","","236130","21750","3768","236130","21750","3768","0","0","",""
"73004099","1","90041811","76001008","","235710","21090","3848","235710","21090","3848","0","0","",""
"73004100","1","90041612","76001009","","235880","21950","3768","235880","21950","3768","0","0","",""
"73004101","1","90041631","76001010","","231890","19730","3768","231890","19730","3768","0","0","",""
"73004102","1","90041811","76001011","","232750","19670","3848","232750","19670","3848","0","0","",""
"73004103","1","90041612","76001012","","232030","20190","3768","232030","20190","3768","0","0","",""
"73004104","1","90041634","76001013","","235360","18100","3848","235360","18100","3848","0","0","",""
"73004105","1","90041811","76001014","","235470","17820","3848","235470","17820","3848","0","0","",""
"73004106","1","90041612","76001015","","235700","18310","3848","235700","18310","3848","0","0","",""
"73004107","1","90041612","76001016","","234940","20030","3978","234940","20030","3978","0","0","",""
"73004108","1","90041612","76001017","","233260","22460","3768","233260","22460","3768","0","0","",""
"73004109","1","90041639","76001018","","232960","22258","3768","232960","22258","3768","0","0","",""
"73004110","1","90041640","76001019","","227420","20150","3768","227420","20150","3768","0","0","",""
"73004111","1","90041786","76001020","","223260","17515","3768","223260","17515","3768","0","0","",""
"73004112","1","90041642","76001021","","223350","17580","3768","223350","17580","3768","0","0","",""
"73004113","1","90041612","76001022","","224790","17470","3768","224790","17470","3768","0","0","",""
"73004114","1","90041644","76001023","","224740","16830","3768","224740","16830","3768","0","0","",""
"73004115","1","90041659","76001038","","230151","57985","1318","230151","57985","1318","0","0","",""
"73004116","1","90041660","76001039","","230330","60820","1318","230330","60820","1318","0","0","",""
"73004117","1","90042087","76001040","","232190","65030","1988","232190","65030","1988","0","0","",""
"73004118","1","90041662","76001041","","226260","67870","1318","226260","67870","1318","0","0","",""
"73004119","1","90041663","76001042","","228840","69060","1318","228840","69060","1318","0","0","",""
"73004120","1","90041664","76001043","","230480","67850","1318","230480","67850","1318","0","0","",""
"73004121","1","90041665","76001044","","229190","66520","1318","229190","66520","1318","0","0","",""
"73004122","1","90041666","76001045","","218640","63090","1318","218640","63090","1318","0","0","",""
"73004123","1","90041667","76001046","","218640","63090","1318","218640","63090","1318","0","0","",""
"73004124","1","90041668","76001047","","223799","69587","1598","223799","69587","1598","0","0","",""
"73004125","1","90041753","76001048","","224170","74150","2068","224170","74150","2068","0","0","",""
"73004126","1","90041753","76001049","","225070","79720","2608","225070","79720","2608","0","0","",""
"73004127","1","90041671","76001050","","226750","80230","2608","226750","80230","2608","0","0","",""
"73004128","1","90042087","76001051","","224210","82900","3218","224210","82900","3218","0","0","",""
"73004129","1","90041673","76001052","","229700","75570","2058","229700","75570","2058","0","0","",""
"73004130","1","90041674","76001053","","228970","72220","2058","228970","72220","2058","0","0","",""
"73004131","1","90041676","76001055","","221640","67640","1318","221640","67640","1318","0","0","",""
"73004132","1","90041677","76001056","","221640","67640","1318","221640","67640","1318","0","0","",""
"73004133","1","90041678","76001057","","214729","70470","1318","214729","70470","1318","0","0","",""
"73004134","1","90041679","76001058","","214400","79199","1838","214400","79199","1838","0","0","",""
"73004135","1","90041680","76001059","","207020","81480","1318","207020","81480","1318","0","0","",""
"73004136","1","90041681","76001060","","215113","86779","1318","215113","86779","1318","0","0","",""
"73004137","1","90041683","76001062","","213050","88670","1318","213050","88670","1318","0","0","",""
"73004138","","90041699","76001078","","154310","77710","1088","154310","77710","1088","0","0","",""
"73004139","","90041700","76001079","","154690","72129","1088","154690","72129","1088","0","0","",""
"73004140","","90041701","76001080","","156370","73760","1088","156370","73760","1088","0","0","",""
"73004141","","90041702","76001081","","175323","169943","4618","175323","169943","4618","0","0","",""
"73004142","","90041703","76001082","","159390","69600","1088","159390","69600","1088","0","0","",""
"73004143","","90041704","76001083","","159369","66629","1088","159369","66629","1088","0","0","",""
"73004144","","90041705","76001084","","163960","67840","1088","163960","67840","1088","0","0","",""
"73004145","","90041706","76001085","","166850","73550","1648","166850","73550","1648","0","0","",""
"73004146","","90041707","76001086","","164360","74360","1648","164360","74360","1648","0","0","",""
"73004147","","90041708","76001087","","163680","77890","2048","163680","77890","2048","0","0","",""
"73004148","","90041709","76001088","","163339","74320","1638","163339","74320","1638","0","0","",""
"73004149","","90041710","76001089","","161830","75940","1638","161830","75940","1638","0","0","",""
"73004150","","90041711","76001090","","160200","74250","1638","160200","74250","1638","0","0","",""
"73004151","","90041712","76001091","","163339","70960","1648","163339","70960","1648","0","0","",""
"73004152","","90041713","76001092","","171612","69218","1080","171612","69218","1080","0","0","",""
"73004153","","90041714","76001093","","177290","73490","1088","177290","73490","1088","0","0","",""
"73004154","","90041715","76001094","","176810","77771","2999","176810","77771","2999","0","0","",""
"73004155","","90041716","76001095","","177910","82359","3088","177910","82359","3088","0","0","",""
"73004156","","90041786","76001096","","179284","80426","3088","179284","80426","3088","0","0","",""
"73004157","","90041718","76001097","","179200","80480","3088","179200","80480","3088","0","0","",""
"73004158","","90041099","76001098","","181923","86494","3228","181923","86494","3228","0","0","",""
"73004159","","90041720","76001099","","181310","86030","3228","181310","86030","3228","0","0","",""
"73004160","","90041786","76001100","","173450","79470","3088","173450","79470","3088","0","0","",""
"73004161","","90041722","76001101","","173450","79580","3088","173450","79580","3088","0","0","",""
"73004162","","90041723","76001102","","167874","85117","3101","167874","85117","3101","0","0","",""
"73004163","","90041724","76001103","","165539","83520","3088","165539","83520","3088","0","0","",""
"73004164","","90041099","76001104","","165753","87060","3088","165753","87060","3088","0","0","",""
"73004165","","90041073","76001117","","182060","86890","3228","182060","86890","3228","0","0","",""
"73004166","3","90052094","","","126672","70908","1083","126672","70908","1083","0","1","15001173","74000281"
"73004167","3","0","","","126672","70908","1083","126672","70908","1083","0","1","",""
"73004168","3","0","","","126672","70908","1083","126672","70908","1083","0","1","",""
"73004169","3","90052095","","","141764","30222","795","141764","30222","795","0","1","15001213","74000291"
"73004170","3","0","","","141764","30222","795","141764","30222","795","0","1","",""
"73004171","3","0","","","141764","30222","795","141764","30222","795","0","1","",""
"73004172","3","90052096","","","192974","39170","3289","192974","39170","3289","0","1","15001243","74000301"
"73004173","3","0","","","192974","39170","3289","192974","39170","3289","0","1","",""
"73004174","3","0","","","192974","39170","3289","192974","39170","3289","0","1","",""
"73004175","3","90052097","","","219988","18558","3999","219988","18558","3999","0","1","15001303","74000311"
"73004176","3","0","","","219988","18558","3999","219988","18558","3999","0","1","",""
"73004177","3","0","","","219988","18558","3999","219988","18558","3999","0","1","",""
"73004178","3","90052098","","","213492","80982","1839","213492","80982","1839","0","1","15001304","74000321"
"73004179","3","0","","","213492","80982","1839","213492","80982","1839","0","1","",""
"73004180","3","0","","","213492","80982","1839","213492","80982","1839","0","1","",""
"73004181","3","90052099","","","159668","76756","1639","159668","76756","1639","0","1","15001335","74000331"
"73004182","3","0","","","159668","76756","1639","159668","76756","1639","0","1","",""
"73004183","3","0","","","159668","76756","1639","159668","76756","1639","0","1","",""
"73004184","2","90041508","76000887","","124069","80769","1078","124069","80769","1078","0","0","",""
"73004185","2","90041515","76000894","","132950","73130","1088","132950","73130","1088","0","0","",""
"73004186","2","90041516","76000895","","129350","64090","1088","129350","64090","1088","0","0","",""
"73004187","2","90041517","76000896","","131510","76330","1088","131510","76330","1088","0","0","",""
"73004188","2","90041518","76000897","","134300","71930","1088","134300","71930","1088","0","0","",""
"73004189","2","90041519","76000898","","133360","66649","1088","133360","66649","1088","0","0","",""
"73004190","2","90041520","76000899","","130999","63410","1088","130999","63410","1088","0","0","",""
"73004191","2","90041521","76000900","","133200","78210","1088","133200","78210","1088","0","0","",""
"73004192","2","90041522","76000901","","135440","82110","1078","135440","82110","1078","0","0","",""
"73004193","2","90041523","76000902","","134240","85430","1078","134240","85430","1078","0","0","",""
"73004194","2","90041524","76000903","","134470","87150","1078","134470","87150","1078","0","0","",""
"73004195","2","90041525","76000904","","127410","84330","1078","127410","84330","1078","0","0","",""
"73004196","2","90041526","76000905","","129650","71220","1088","129650","71220","1088","0","0","",""
"73004197","2","90041527","76000906","","124180","81700","1078","124180","81700","1078","0","0","",""
"73004198","2","90041552","76000931","","140719","39370","798","140719","39370","798","0","0","",""
"73004199","2","90041553","76000932","","139620","24970","798","139620","24970","798","0","0","",""
"73004200","2","90041554","76000933","","138150","24380","798","138150","24380","798","0","0","",""
"73004201","2","90041555","76000934","","140380","22650","798","140380","22650","798","0","0","",""
"73004202","2","90041556","76000935","","139630","27470","798","139630","27470","798","0","0","",""
"73004203","2","90041557","76000936","","148440","27590","798","148440","27590","798","0","0","",""
"73004204","2","90041558","76000937","","151110","28250","798","151110","28250","798","0","0","",""
"73004205","2","90041559","76000938","","155775","30849","864","155775","30849","864","0","0","",""
"73004206","2","90041560","76000939","","157859","31540","798","157859","31540","798","0","0","",""
"73004207","2","90041561","76000940","","159730","34859","798","159730","34859","798","0","0","",""
"73004208","2","90041562","76000941","","157230","36010","798","157230","36010","798","0","0","",""
"73004209","2","90041563","76000942","","157660","40580","798","157660","40580","798","0","0","",""
"73004210","2","90041564","76000943","","151300","45409","798","151300","45409","798","0","0","",""
"73004211","2","90041565","76000944","","144550","45089","798","144550","45089","798","0","0","",""
