"AttributeId","GuideType","NextGuideID","TriggerNextGuideType","LiveTime","OperateType","NeedMoveDistance","NeedRotateAngle","TargetPointType","TargetPointPos","MovementState","MaskBtn","MaskBtnArray","NeedShieldBlackCloth","IsHaveBorder","IsHaveArrow","ArrowPosX","ArrowPosY","ArrowRotation","IsFlip","IsHaveGuideText","RoleHeadId","GuideText","GuideTextPosX","GuideTextPosY","FuncName","FuctionTitle","FuctionWord","FuctionImage","OpenSkillType","AnimPlayCount","AnimID","AnimAdpapter","CinematicAnimationLevelScene","CinematicAnimationPosArr","HideWidgetTag","IsJumpGuide","IgnoreUserInput","IgnoreUIInput","TopJoyStick","HiddenOtherPlayer","CloseAutoMission","OpenAutoMission","NeedUpdateUI","SpecialDoType","CanEnd","CameraCfg","AutoNextLostTime","GuideSoundId","GuideEndSoundIsNotCLose","GuideShineFrameAdjust","GuideOpenUI","BeginNeedShowOperate","NeedShowOperate","TargetLocation","OnMount","GuideEndOpenUi","NotPassCloseGuide","CloseGuideData","BroadcastEvent","NeedShowFaishon"
"100000463","3","100000464","2","","","","","","","","MPWidgetElementHeartButton","","","1","1","0","0","0","0","1","91232699","90069326","1100","300","","","","","","","","","","","","1","0","0","0","","","","","","0","","","91925000","","","","","","","","","","","",""
"100000464","3","100000465","2","","","","","","","","ElementEquip_0","","","1","1","0","0","0","0","1","91232699","90069327","500","700","","","","","","","","","","","","1","0","0","0","","","","","","1","","","91925114","","","","","","","","","","","",""
"100000465","3","100000466","1","","","","","","","","ELEquipOnButton","","","1","1","0","0","0","0","1","91232699","90067208","500","700","","","","","","","","","","","","1","0","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100000466","3","100000467","1","","","","","","","","ToRecoveryButton_0","","","1","0","0","0","0","0","1","91232699","90069440","500","700","","","","","","","","","","","","1","0","0","0","","","","","","0","","","91925304","","","","","","","","","","","",""
"100000467","3","0","1","","","","","","","","ELELevelUpElButton","","","1","0","0","0","0","0","1","91232699","90069328","500","700","","","","","","","","","","","","1","0","0","0","","","0","","","0","","","91925116","1","","","","","","","","","","",""
"100000470","2","100000471","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90069534","90069128","91232414","","1","FuncGet_Head","","","","","1","1","1","0","","1","","","","0","","","91925128","1","","","","","","","","","","",""
"100000471","2","100000473","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90069128","91232414","","1","FuncFly_Head","2","","","","1","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100000472","3","100000473","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100000473","3","100000474","2","","","","","","","","OpenBeliefWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069341","1100","300","","","","","","","","","","","","1","1","0","0","","","","","","1","","","91925000","","","","","","","","","","","",""
"100000474","3","100000475","2","","","","","","","","ActivationButton","","","1","1","0","0","0","0","1","91232699","90069342","500","700","","","","","","","","","","","","1","1","0","0","","","","","","1","","","91925129","","","","","","","","","","","",""
"100000475","3","100000476","2","","","","","","","","ItemUpgradeBtn","","","1","1","0","0","0","0","1","91232699","90069435","500","700","","","","","","","","","","","","1","1","0","0","","","","","","1","","","91925305","","","","","","","","","","","",""
"100000476","3","0","1","","","","","","","","Button_ToRight","","","1","0","0","0","0","0","1","91232699","90069343","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","91925130","","","","","","","","","","","",""
"100000480","2","100000481","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90069532","90069133","91232412","","1","FuncGet_Head","","","","","1","0","0","0","","1","","","","0","","","","","","","","","","","","","","",""
"100000481","2","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90069133","91232412","","1","FuncFly_Head","2","","","","1","0","0","0","","","0","","","0","","","","","","","","","","","","","","",""
"100000510","2","100000511","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90069501","90069131","91232423","","1","FuncGet_Head","","","","(""MPWidgetArenaButtonPanel"")","1","1","1","0","","1","","","","0","","","91925092","1","","","","","","","","","","",""
"100000511","2","100000512","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90069131","91232423","","1","FuncFly_TongYong","","","","(""MPWidgetArenaButtonPanel"")","1","1","1","0","","","","","","0","","","","","","","","","","","","","","",""
"100000512","3","100000513","2","","","","","","","","OpenMustDoWidgetBtn","","","1","1","0","0","0","0","1","91232699","90067173","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925321","","","","","","","","","","","",""
"100000513","3","100000514","2","","","","","","","","MustDoLineGotoButton14","","","1","1","0","0","0","0","1","91232699","90067167","1100","500","","","","","","","","","","","","1","1","0","0","","","","","11","1","","","","","","","","","","","","","","",""
"100000514","3","100000515","1","","","","","","","","RefreshMatchListButton","","","1","0","0","0","0","1","1","91232699","90069308","1000","500","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925093","","","","","","","","","","","",""
"100000515","3","0","2","","","","","","","","ArenaFightBtnNew","","","1","0","0","0","90","1","1","91232699","90069285","1000","700","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","91925094","1","","","","","","","","","","",""
"100000520","2","100000521","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90069514","90069132","91232432","","1","FuncGet_Head","","","","","1","1","1","0","","1","","","","0","","","91925257","1","","","","","","","","","","",""
"100000521","2","100000523","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90069132","91232432","","1","FuncFly_Head","2","","","","1","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100000522","3","100000523","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069314","1100","400","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100000523","3","100000524","2","","","","","","","","MeditationPanelBtn","","","1","1","0","0","0","0","1","91232699","90069315","800","700","","","","0","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100000524","0","0","1","","","","","","","","","","","0","1","0","0","90","1","1","91232699","90069316","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","91925259","1","","","","","","","","","","",""
"100000550","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_ZhangJie1_4","(15320,19700,2130)","","0","1","0","0","","1","","","","1","","","","","","","","","","","","","","",""
"100000551","3","0","2","","","","","","","","MPMountPanel","","","1","1","0","0","0","0","1","91232699","90067972","500","700","","","","","","","","","","","","1","1","0","0","","1","","","","1","","","","","","","","","","","","","","",""
"100000600","3","100000601","2","","","","","","","","OpenDailyHuntWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069291","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925313","","","","","","","","","","","",""
"100000601","0","0","1","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100000640","2","100000641","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90069609","90069216","91232487","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","0","","","91925041","1","","","","","","","","","","",""
"100000641","2","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90069216","91232487","","1","FuncFly_Fuli","","","","","0","1","1","0","","","","","","1","","","","","","","","","","","","","","",""
"100000642","3","100000643","2","","","","","","","","OpenWelfareWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069364","900","300","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925314","","","","","","","","","","","",""
"100000643","3","100000644","2","","","","","","","","RechargeRewardButton","","","1","1","0","0","0","0","1","91232699","90069367","500","700","","","","","","","","","","","","1","1","0","0","","","","","","1","","","91925315","","","","","","","","","","","",""
"100000644","3","100000645","2","","","","","","","","RechargeGetButton","","","1","1","0","0","0","0","1","91232699","90069368","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925042","1","","","","","","","","","","",""
"100000645","3","0","2","","","","","","","","WelfareCloseButton","","","1","1","0","0","0","0","0","91232699","0","0","0","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","","","-25","","","","","","","","","",""
"100000650","2","100000651","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90068003","90068004","91232491","","1","FuncGet_Head","","","","(""TotalLoginTimePanel"")","0","1","1","0","","1","","","","0","","","91925055","1","","","","","","","","","","",""
"100000651","2","100000652","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90068004","91232491","","1","FuncFly_LeiJiDengLu","","","","(""TotalLoginTimePanel"")","0","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100000652","3","100000653","2","","","","","","","","TotalLoginTimeButton","","","1","1","0","0","0","0","1","91232699","90069322","1200","300","","","","","","","","","","","","0","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100000653","3","0","2","","","","","","","","WelfareBtnGet1","","","1","1","0","0","0","0","1","91232699","90069365","600","300","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","91925056","","","","","","","","","","","",""
"100000654","3","100000653","2","","","","","","","","ActivityPushButton","","","1","1","0","0","0","0","1","91232699","","","","","","","","","","","","","","","0","1","0","0","","","","","","0","","","91925316","","","","","","","","","","","",""
"100000680","2","100000681","0","2","","","","","","","","","","","","","","","","","91232699","","","","","90069563","90069346","91232476","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","0","","","91925139","1","","","","","","","","","","",""
"100000681","2","100000683","3","","","","","","","","","","","","","","","","","","91232699","","","","","","90069346","91232476","","1","FuncFly_Head","2","","","","0","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100000682","3","100000683","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","","91232699","","","","","0","0","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100000683","3","100000684","2","","","","","","","","OpenMountWidgetBtn","","","1","1","","","","","1","91232699","90069476","1200","800","","","","","","","","","","","","0","1","0","0","","","","","1","0","","","","","","","","","","","","","","",""
"100000684","3","100000685","2","","","","","","","","ChangeOneBtn","","","1","1","","","","","1","91232699","90069347","900","400","","","","","","","","","","","","0","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100000685","3","0","1","","","","","","","","MountUnlockButton","","","1","1","","","","","1","91232699","90069348","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","","","","","","","","","","","","",""
"100000710","2","100000711","0","2","","","","","","","","","","","","","","","","","91232699","","","","","90069524","90069413","91232418","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","1","","","","1","","","","","","","","","","",""
"100000711","2","100000713","3","","","","","","","","","","","","","","","","","","91232699","","","","","","90069413","91232418","","1","FuncFly_Head","2","","","","0","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100000712","3","100000713","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","1","91232699","90068083","500","400","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100000713","3","100000714","2","","","","","","","","OpenCompositWidgetBtn","","","1","1","0","0","0","0","0","91232699","","0","0","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100000714","3","100000715","2","","","","","","","","GodAssemblyButtonP","","","1","1","0","0","90","1","1","91232699","90068084","900","700","","","","0","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100000715","3","100000716","1","","","","","","","","AssemblyBtn","","","1","0","0","0","","","1","91232699","90068085","900","700","","","","","","","","","","","","1","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"100000716","3","0","1","","","","","","","","SCostMoneyPanel","","","1","0","0","0","","","1","91232699","90068086","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","","","","","","","","","","","","","","","",""
"100000740","2","100000741","0","2","","","","","","","","","","","","","","","","0","91232699","","","","","90069545","90069338","91232480","","1","FuncGet_Head","","","","(""DailyPanel"")","0","1","1","0","","1","","","6","0","","","91925263","1","","","","","","","","","","",""
"100000741","2","100000742","3","","","","","","","","","","","","","","","","","0","91232699","","","","","","90069338","91232480","","1","FuncFly_Richang","1","","","(""DailyPanel"")","0","1","1","0","","","","","","0","","","","","","","","","","","","","","",""
"100000742","3","0","1","","","","","","","","DailyMissionButton","","","1","","0","0","0","0","1","91232699","90067174","1000","500","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925321","","","","","","","","","","","",""
"100000743","3","0","2","","","","","","","","MustDoLineGotoButton1","","","1","1","0","0","0","0","1","91232699","","1100","500","","","","","","","","","","","","1","1","0","0","","","","","11","1","","","","","","","","","","","","","","",""
"100000744","3","0","2","","","","","","","","MissionGoBtn","","","1","1","","","","","1","91232699","90069444","600","800","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","","","","","","","","","","","","",""
"100000760","2","100000761","0","2","","","","","","","","","","","","","","","","","91232699","","","","","90069591","90069344","91232484","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","0","","","91925143","1","","","","","","","","","","",""
"100000761","2","100000763","3","","","","","","","","","","","","","","","","","","91232699","","","","","","90069344","91232484","","1","FuncFly_Head","2","","","","1","1","1","0","","","","","","1","","","","","","","","1","","","","","","",""
"100000762","3","100000763","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069381","1100","500","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100000763","3","100000764","2","","","","","","","","OpenBGSkillWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069477","500","500","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100000764","3","100000765","2","","","","","","","","SkillPlusButton","","","1","1","","","","","1","91232699","90069382","700","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925145","","","","","","","","","","","",""
"100000765","3","100000766","1","","","","","","","","TalentPanel0","","","1","0","","","","","1","91232699","90069383","500","700","","","","","","","","","","","","1","1","0","0","","","","","","1","","","91925146","","","","","","","","","","","",""
"100000766","3","0","1","","","","","","","","TalentLevelUpBtn","","","1","0","","","","","1","91232699","90069384","1100","700","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","91925147","1","","","","","","","","","","",""
"100000767","3","100000768","2","","","","","","","","","","","1","1","","","","","1","91232699","90069385","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925319","","","","","","","","","","","",""
"100000768","3","0","1","","","","","","","","","","","0","1","","","","","1","91232699","90069386","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","91925320","","","","","","","","","","","",""
"100000790","2","100000791","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90069551","90069354","91232460","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","0","","","91925281","1","","","","","","","","","","",""
"100000791","2","100000792","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90069354","91232460","","1","FuncFly_FuBen","","","","","0","1","1","0","","","","","","0","","","","","","","","","","","","","","",""
"100000792","3","100000793","2","","","","","","","","OpenMustDoWidgetBtn","","","1","1","0","0","0","0","1","91232699","90067173","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925321","","","","","","","","","","","",""
"100000793","3","100000795","2","","","","","","","","MustDoLineGotoButton4","","","1","1","0","0","0","0","1","91232699","90067166","1100","500","","","","","","","","","","","","1","1","0","0","","","","","11","1","","","","","","","","","","","","","","",""
"100000794","3","100000795","2","","","","","","","","DailyRaidCardButton4","","","1","1","0","0","0","0","0","91232699","","","","","","","","","","","","","","","1","1","0","0","","","","","8","0","","","","","","","","","","","","","","",""
"100000795","3","0","2","","","","","","","","TeamPlatformButton8","","","1","0","0","0","0","0","1","91232699","90069262","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","91925282","1","","","","","","","","","","",""
"100000820","3","100000821","2","","","","","","","","MPWidgetStoreButton","","","1","1","0","0","0","0","1","91232699","90069369","500","700","","","","","","","","","","","","1","1","0","0","","1","","","","0","","","91925079","1","","","","","","","","","","",""
"100000821","3","100000822","2","","","","","","","","MagicCrystalButton","","","1","1","0","0","0","0","1","91232699","90069370","500","700","","","","","","","","","","","","0","1","0","0","","","","","","0","","","91925000","","","","","","","","","","","",""
"100000822","3","100000823","2","","","","","","","","StoreGood2","","","1","1","0","0","0","0","1","91232699","90069373","500","700","","","","","","","","","","","","0","1","0","0","","","","","","0","","","91925082","","","","","","","","","","","",""
"100000823","3","0","2","","","","","","","","PurchaseButton","","","1","1","0","0","0","0","1","91232699","90069374","500","700","","","","","","","","","","","","0","1","0","0","","","0","","","1","","","91925083","1","","","","","","","","","","",""
"100000840","3","100000841","2","","","","","","","","MissionFireBtn","","","1","1","","","","","1","91232699","90068057","700","600","","","","","","","","","","","","0","1","0","0","","1","","","10","0","","","","","","","","","","","","","","",""
"100000841","3","100000842","2","","","","","","","","UIBreakBtnSmallWidget_1","","","1","1","0","0","0","0","1","91232699","90068058","800","700","","","","","","","","","","","","0","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100000842","3","100000843","1","","","","","","","","ZhuanJiNengBtn","","","1","0","0","0","0","0","1","91232699","90068059","800","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100000843","3","100000844","2","","","","","","","","ChooseSkill_Close","","","1","1","0","0","0","0","1","91232699","90068060","800","700","","","","","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100000844","3","100000845","1","","","","","","","","CanvasPanel_Condition","","","1","0","0","0","0","0","1","91232699","90068061","800","650","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100000845","3","100000846","2","","","","","","","","ReturnToPokedexButton","","","1","1","0","0","0","0","1","91232699","90068062","500","500","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100000846","3","0","2","","","","","","","","GradeUpMissionBtn","","","1","0","0","0","0","0","1","91232699","90068063","700","600","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","","","","","","","","","","","","",""
"100000879","3","100000880","1","","","","","","","","OpenRecoryButton","","","1","0","0","0","0","0","1","91232699","90069359","600","700","","","","","","","","","","","","1","1","0","0","","","","","","1","","","91925053","","","","","","","","","","","",""
"100000880","3","100000881","1","","","","","","","","LevelUpButton","","","1","0","0","0","0","0","1","91232699","90069360","600","700","","","","","","","","","","","","1","1","0","0","","","","","","1","","","91925054","1","","","","","","","","","","",""
"100000890","3","0","2","","","","","","","","UIPatronSaintSkillButton","","","1","1","0","0","0","0","1","91232699","90069321","1000","500","","","","","","","","","","","","1","1","0","0","","","1","","","0","","","91925024","1","","","","","","","","","","",""
"100001040","2","100001041","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90069557","90069558","91232434","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","0","","","91925289","1","","","","","","","","","","",""
"100001041","2","100001042","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90069558","91232434","","1","FuncFly_FuBen","","","","","0","1","1","0","","","","","","0","","","","","","","","","","","","","","",""
"100001042","3","100001043","2","","","","","","","","OpenMustDoWidgetBtn","","","1","1","0","0","0","0","1","91232699","90067173","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925321","","","","","","","","","","","",""
"100001043","3","100001045","2","","","","","","","","MustDoLineGotoButton8","","","1","1","0","0","0","0","1","91232699","90067175","1100","500","","","","","","","","","","","","1","1","0","0","","","","","11","1","","","","","","","","","","","","","","",""
"100001044","3","100001045","2","","","","","","","","DailyRaidCardButton5","","","1","1","0","0","0","0","1","91232699","90069876","500","700","","","","","","","","","","","","1","1","0","0","","","","","9","0","","","91925339","","","","","","","","","","","",""
"100001045","3","0","2","","","","","","","","TeamPlatformButton24","","","1","0","0","0","0","0","1","91232699","90069873","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","91925096","1","","","","","","","","","","",""
"100001070","2","100001071","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90069722","90069439","91232434","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","0","","","91925285","1","","","","","","","","","","",""
"100001071","2","100001072","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90069439","91232434","","1","FuncFly_FuBen","","","","","0","1","1","0","","","","","","0","","","","","","","","","","","","","","",""
"100001072","3","100001073","2","","","","","","","","OpenMustDoWidgetBtn","","","1","1","0","0","0","0","1","91232699","90067173","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925321","","","","","","","","","","","",""
"100001073","3","100001075","2","","","","","","","","MustDoLineGotoButton7","","","1","1","0","0","0","0","1","91232699","90067169","1100","500","","","","","","","","","","","","1","1","0","0","","","","","11","1","","","","","","","","","","","","","","",""
"100001074","3","100001075","2","","","","","","","","DailyRaidCardButton6","","","1","1","0","0","0","0","1","91232699","90069869","500","700","","","","","","","","","","","","1","1","0","0","","","","","9","0","","","91925340","","","","","","","","","","","",""
"100001075","3","0","2","","","","","","","","TeamPlatformButton28","","","1","0","0","0","0","0","1","91232699","90069869","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","91925340","1","","","","","","","","","","",""
"100001080","3","100001081","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069445","500","500","","","","0","","","","","","","","1","1","0","0","","1","","","","0","","","91925341","","","","","","","","","","","",""
"100001081","3","100001082","2","","","","","","","","OpenMountWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069446","500","400","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","91925342","","","","","","","","","","","",""
"100001082","3","0","2","","","","","","","","MountUnlockButton","","","1","1","0","0","90","1","1","91232699","90069447","500","700","","","","0","","","","","","","","1","1","0","0","","","0","","","1","","","91925343","","","","","","","","","","","",""
"100001090","2","100001091","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90069526","90069242","91232433","","1","FuncGet_Head","","","","(""MPMountPanel"")","0","0","1","0","","1","","","","0","","","91925214","1","","","","","","","","","","",""
"100001091","2","100001341","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90069449","91232433","","1","FuncFly_ZuoQiIcon","2","","","(""MPMountPanel"")","0","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100001092","3","0","2","","","","","","","","MainMissionBtn","","","1","1","0","0","0","0","1","91232699","90069004","750","350","","","","","","","","","","","","1","1","0","0","","","1","","","1","","","91925000","","","","","","","","","","","",""
"100001100","3","100001101","2","","","","","","","","MPBagBtn","","","1","1","0","0","0","0","1","91232699","90069457","500","700","","0","0","0","","","","","","","","1","1","0","0","","1","","","","0","","","91925186","","","","","","","","","","","",""
"100001101","3","100001102","2","","","","","","","","BagItemTargetTag","","","1","1","0","0","0","0","0","91232699","","","","","0","0","0","","","","","","","","1","1","0","0","","","","","4","0","","","91925187","","","","","","","","","","","",""
"100001102","3","100001103","2","","","","","","","","MiniInfoUseBtn","","","1","1","0","0","0","0","1","91232699","90069458","500","700","","0","0","0","","","","","","","","1","1","0","0","","","","","","1","","","91925344","","","","","","","","","","","",""
"100001103","0","0","1","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90069459","500","700","","0","0","0","","","","","","","","1","1","0","0","","","0","","","0","","","91925188","","","","","","","","","","","",""
"100001120","2","100001121","0","2","","","","","","","","","","","","0","0","","","","91232699","","","","","90069465","90069466","91232456","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","0","","","91925207","1","","","","","","","","","","",""
"100001121","2","0","3","","","","","","","","","","","","","","","","","","91232699","","","","","","90069466","91232456","","1","FuncFly_Haoyou","","","","","1","1","1","0","","","1","","","1","","","","","","","","","","","","","","",""
"100001130","0","0","1","","","","","","","","","","","","","","","","","1","91232699","90067158","400","900","","","","","","","","","","","","1","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100001140","0","0","1","","","","","","","","","","","","","","","","","1","91232699","90067156","400","900","","","","","","","","","","","","1","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100001150","0","0","1","","","","","","","","","","","","","","","","","1","91232699","90067157","400","900","","","","","","","","","","","","1","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100001160","0","0","1","","","","","","","","","","","","","","","","","1","91232699","90067160","400","900","","","","","","","","","","","","1","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100001170","0","0","1","","","","","","","","","","","","","","","","","1","91232699","90067159","400","900","","","","","","","","","","","","1","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100001180","0","0","1","","","","","","","","","","","","","","","","","1","91232699","90069484","400","900","","","","","","","","","","","","1","1","0","0","","1","1","","","1","","","91925178","1","","","","","","","","","","",""
"100001280","0","0","1","","","","","","","","","","","","","","","","","1","91232699","90067155","400","900","","","","","","","","","","","","1","1","0","0","","1","1","","","1","","","","1","","","","","","","","","","",""
"100001290","3","100001291","2","","","","","","","","MPBagBtn","","","1","1","0","0","0","0","1","91232699","90069493","500","700","","0","0","0","","","","","","","","1","1","0","0","","1","","","","0","","","91925241","","","","","","","","","","","",""
"100001291","3","100001292","2","","","","","","","","VIPCardTargetTag","","","1","1","0","0","0","0","0","91232699","90069845","500","700","","0","0","0","","","","","","","","1","1","0","0","","","","","4","0","","","91925242","","","","","","","","","","","",""
"100001292","3","100001293","2","","","","","","","","MiniInfoUseBtn","","","1","1","0","0","0","0","1","91232699","90069494","500","700","","0","0","0","","","","","","","","1","1","0","0","","","","","","1","","","91925243","","","","","","","","","","","",""
"100001293","0","0","1","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90069495","500","700","","0","0","0","","","","","","","","1","1","0","0","","","0","","","0","","","91925244","1","","","","","","","","","","",""
"100001300","3","0","2","","","","","","","","OpenMustDoWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069497","1100","300","","0","0","0","","","","","","","","1","1","0","0","","1","","","","1","","","91925240","1","","","","","","","","","","",""
"100001310","2","100001311","0","2","","","","","","","","","","","","","","","","","","","","","","90090808","90096048","91231308","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","","","","","","","","","","","","","","","",""
"100001311","2","100001313","3","","","","","","","","","","","","","","","","","","","","","","","","90096048","91231308","","1","FuncFly_Head","2","","","","0","1","1","0","","","","","","","","","","","","","","1","","","","","","",""
"100001312","3","100001313","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","","","","","1","91232699","90068045","1100","300","","","","","","","","","","","","0","1","0","0","","","","","","","","","91925218","1","","","","","","","","","","",""
"100001313","3","100001314","2","","","","","","","","OpenFireWidgetBtn","","","1","1","","","","","","","","","","","","","","","","","","","","","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"100001314","3","100001315","2","","","","","","","","FireUnlockButton","","","1","1","","","","","1","91232699","90068046","500","700","","","","","","","","","","","","0","1","0","0","","","","","","1","","","91925345","","","","","","","","","","","",""
"100001315","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PatronSaint",""
"100001320","3","100001321","1","","","","","","","","TinderShouHuJiBtn","","","1","0","","","","","1","91232699","90069818","500","700","","","","","","","","","","","","1","1","0","0","","1","","","","1","","","91925346","","","","","","","","","","","ClosePatronSaint",""
