"AttributeId","ItemId","GoodsNum","ClassLimit","Levellimit","NeedLegionLevel","NeedContribution","IsLock","TimelimitOnType","TimelimitOnTime","DurationTime","AddTime","RemoveTime","OldPrice","NewPrice","NeedItemId","LimitType","RoleMaxNum"," EffectiveTime","NeedVIPLevel","ChannelLimit"
"35030014","31000188","1","0","(1,999)","0","0","1","","","","0","0","(4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50)","(4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50)","0","0","0","","",""
"35030015","31041041","1","0","(1,999)","0","0","1","","","","0","0","(4,21,4,21,4,21,4,21,4,21,4,21,4,21,4,21,4,21)","(4,21,4,21,4,21,4,21,4,21,4,21,4,21,4,21,4,21)","0","0","0","","",""
"35030016","31041042","1","0","(1,999)","0","0","1","","","","0","0","(4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99)","(4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99)","0","0","0","","",""
"35030017","31041043","1","0","(1,999)","0","0","1","","","","0","0","(4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99)","(4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99,4,99)","0","0","0","","",""
"35030018","31041044","1","0","(1,999)","0","0","1","","","","0","0","(4,210,4,210,4,210,4,210,4,210,4,210,4,210,4,210,4,210)","(4,210,4,210,4,210,4,210,4,210,4,210,4,210,4,210,4,210)","0","0","0","","",""
"35030019","31041045","1","0","(1,999)","0","0","1","","","","0","0","(4,520,4,520,4,520,4,520,4,520,4,520,4,520,4,520,4,520)","(4,520,4,520,4,520,4,520,4,520,4,520,4,520,4,520,4,520)","0","0","0","","",""
"35031001","31020007","1","0","(1,999)","0","0","1","","","","0","0","(4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5)","(4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5)","0","0","0","","",""
"35031002","31000040","1","0","(1,999)","0","0","1","","","","0","0","(4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5)","(4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5)","0","1","100","","",""
"35031003","31000028","1","0","(1,999)","0","0","1","","","","0","0","(4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10)","(4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10)","0","1","400","","",""
"35031004","31000029","1","0","(1,999)","0","0","1","","","","0","0","(4,30,4,30,4,30,4,30,4,30,4,30,4,30,4,30,4,30)","(4,30,4,30,4,30,4,30,4,30,4,30,4,30,4,30,4,30)","0","1","100","","",""
"35031005","31020061","1","0","(1,999)","0","0","1","","","","0","0","(4,20,4,20,4,20,4,20,4,20,4,20,4,20,4,20,4,20)","(4,20,4,20,4,20,4,20,4,20,4,20,4,20,4,20,4,20)","0","0","0","","",""
"35031006","31130408","1","0","(1,999)","0","0","0","","","","0","0","(4,120,4,120,4,120,4,120,4,120,4,120,4,120,4,120,4,120)","(4,120,4,120,4,120,4,120,4,120,4,120,4,120,4,120,4,120)","0","0","0","","",""
"35031007","31041034","1","0","(1,999)","0","0","1","","","","0","0","(4,300,4,300,4,300,4,300,4,300,4,300,4,300,4,300,4,300)","(4,300,4,300,4,300,4,300,4,300,4,300,4,300,4,300,4,300)","0","0","0","","",""
"35031008","31000053","1","0","(1,999)","0","0","1","","","","0","0","(4,100,4,100,4,100,4,100,4,100,4,100,4,100,4,100,4,100)","(4,100,4,100,4,100,4,100,4,100,4,100,4,100,4,100,4,100)","0","3","20","","0",""
"35031009","31000045","1","0","(1,999)","0","0","1","","","","0","0","(4,150,4,150,4,150,4,150,4,150,4,150,4,150,4,150,4,150)","(4,150,4,150,4,150,4,150,4,150,4,150,4,150,4,150,4,150)","0","3","20","","0",""
"35031010","31051001","1","0","(1,999)","0","0","1","","","","0","0","(4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12)","(4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12)","0","3","120","","",""
"35031011","31051002","1","0","(1,999)","0","0","1","","","","0","0","(4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12)","(4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12)","0","3","120","","",""
"35031012","31051004","1","0","(1,999)","0","0","1","","","","0","0","(4,60,4,60,4,60,4,60,4,60,4,60,4,60,4,60,4,60)","(4,60,4,60,4,60,4,60,4,60,4,60,4,60,4,60,4,60)","0","3","80","","",""
"35031013","31051005","1","0","(1,999)","0","0","1","","","","0","0","(4,60,4,60,4,60,4,60,4,60,4,60,4,60,4,60,4,60)","(4,60,4,60,4,60,4,60,4,60,4,60,4,60,4,60,4,60)","0","3","80","","",""
"35031014","31051013","1","0","(1,999)","0","0","1","","","","0","0","(4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12)","(4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12)","0","3","120","","",""
"35031015","31051014","1","0","(1,999)","0","0","1","","","","0","0","(4,60,4,60,4,60,4,60,4,60,4,60,4,60,4,60,4,60)","(4,60,4,60,4,60,4,60,4,60,4,60,4,60,4,60,4,60)","0","3","80","","",""
"35031016","31090577","1","0","(100,999)","0","0","1","","","","0","0","(4,200,4,200,4,200,4,200,4,200,4,200,4,200,4,200,4,200)","(4,100,4,100,4,100,4,100,4,100,4,100,4,100,4,100,4,100)","0","1","2","","",""
"35031017","31090576","1","0","(100,999)","0","0","1","","","","0","0","(4,400,4,400,4,400,4,400,4,400,4,400,4,400,4,400,4,400)","(4,200,4,200,4,200,4,200,4,200,4,200,4,200,4,200,4,200)","0","1","2","","",""
"35031018","31000028","1","0","(1,999)","0","0","1","","","","0","0","(4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10,4,10)","(4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8,4,8)","0","1","20","","",""
"35031019","31000040","1","0","(1,999)","0","0","1","","","","0","0","(4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5)","(4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4)","0","1","20","","",""
"35031020","31020004","1","0","(1,999)","0","0","1","","","","0","0","(4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5)","(4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5)","0","0","0","","",""
"35031021","31020003","1","0","(1,999)","0","0","1","","","","0","0","(4,30,4,30,4,30,4,30,4,30,4,30,4,30,4,30,4,30)","(4,30,4,30,4,30,4,30,4,30,4,30,4,30,4,30,4,30)","0","0","0","","",""
"35031022","31020005","1","0","(1,999)","0","0","1","","","","0","0","(4,100,4,100,4,100,4,100,4,100,4,100,4,100,4,100,4,100)","(4,100,4,100,4,100,4,100,4,100,4,100,4,100,4,100,4,100)","0","1","5","","",""
"35031023","31051007","1","0","(1,999)","0","0","1","","","","0","0","(4,300,4,300,4,300,4,300,4,300,4,300,4,300,4,300,4,300)","(4,160,4,160,4,160,4,160,4,160,4,160,4,160,4,160,4,160)","0","3","20","","",""
"35031024","31051008","1","0","(1,999)","0","0","1","","","","0","0","(4,300,4,300,4,300,4,300,4,300,4,300,4,300,4,300,4,300)","(4,160,4,160,4,160,4,160,4,160,4,160,4,160,4,160,4,160)","0","3","20","","",""
"35031025","31051009","1","0","(1,999)","0","0","1","","","","0","0","(4,300,4,300,4,300,4,300,4,300,4,300,4,300,4,300,4,300)","(4,160,4,160,4,160,4,160,4,160,4,160,4,160,4,160,4,160)","0","3","20","","",""
"35050001","31090095","1","0","(1,999)","0","0","0","","","","0","0","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","0","0","0","","",""
"35050002","31090096","1","0","(1,999)","0","0","0","","","","0","0","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","0","0","0","","",""
"35050003","31090097","1","0","(1,999)","0","0","0","","","","0","0","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","0","0","0","","",""
"35050004","31130428","1","0","(1,999)","0","0","0","","","","0","0","(3,3280,3,3280,3,3280,3,3280,3,3280,3,3280,3,3280,3,3280,3,3280)","(3,3280,3,3280,3,3280,3,3280,3,3280,3,3280,3,3280,3,3280,3,3280)","0","1","1","","",""
"35050005","31130431","1","0","(1,999)","0","0","0","","","","0","0","(3,4880,3,4880,3,4880,3,4880,3,4880,3,4880,3,4880,3,4880,3,4880)","(3,4880,3,4880,3,4880,3,4880,3,4880,3,4880,3,4880,3,4880,3,4880)","0","1","1","","",""
"35050006","31130432","1","0","(1,999)","0","0","0","","","","0","0","(3,6480,3,6480,3,6480,3,6480,3,6480,3,6480,3,6480,3,6480,3,6480)","(3,6480,3,6480,3,6480,3,6480,3,6480,3,6480,3,6480,3,6480,3,6480)","0","1","1","","",""
"35050007","31090089","1","0","(1,999)","0","0","0","","","","0","0","(3,1540,3,1540,3,1540,3,1540,3,1540,3,1540,3,1540,3,1540,3,1540)","(3,1540,3,1540,3,1540,3,1540,3,1540,3,1540,3,1540,3,1540,3,1540)","0","1","1","","",""
"35050008","31000170","1","0","(1,999)","0","0","0","","","","0","0","(3,360,3,360,3,360,3,360,3,360,3,360,3,360,3,360,3,360)","(3,360,3,360,3,360,3,360,3,360,3,360,3,360,3,360,3,360)","0","1","20","","",""
"35050009","31090064","1","0","(1,999)","0","0","0","","","","0","0","(3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300)","(3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300)","0","1","1","","",""
"35050010","31090136","1","0","(1,999)","0","0","0","","","","0","0","(3,139,3,139,3,139,3,139,3,139,3,139,3,139,3,139,3,139)","(3,139,3,139,3,139,3,139,3,139,3,139,3,139,3,139,3,139)","0","0","0","","",""
"35050011","31090133","1","0","(1,999)","0","0","0","","","","0","0","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","0","0","0","","",""
"35050012","31090138","1","0","(1,999)","0","0","0","","","","0","0","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","0","0","0","","",""
"35050013","31090140","1","0","(1,999)","0","0","0","","","","0","0","(3,89,3,89,3,89,3,89,3,89,3,89,3,89,3,89,3,89)","(3,89,3,89,3,89,3,89,3,89,3,89,3,89,3,89,3,89)","0","0","0","","",""
"35050014","31090141","1","0","(1,999)","0","0","0","","","","0","0","(3,89,3,89,3,89,3,89,3,89,3,89,3,89,3,89,3,89)","(3,89,3,89,3,89,3,89,3,89,3,89,3,89,3,89,3,89)","0","0","0","","",""
"35050015","31090142","1","0","(1,999)","0","0","0","","","","0","0","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","0","0","0","","",""
"35050016","31090143","1","0","(1,999)","0","0","0","","","","0","0","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","0","0","0","","",""
"35050017","31140090","1","0","(1,999)","0","0","0","","","","0","0","(3,30,3,30,3,30,3,30,3,30,3,30,3,30,3,30,3,30)","(3,30,3,30,3,30,3,30,3,30,3,30,3,30,3,30,3,30)","0","0","0","","",""
"35050018","31140091","1","0","(1,999)","0","0","0","","","","0","0","(3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300)","(3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300)","0","0","0","","",""
"35050019","31090144","1","0","(1,999)","0","0","0","","","","0","0","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","0","0","0","","",""
"35050020","31090145","1","0","(1,999)","0","0","0","","","","0","0","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","0","0","0","","",""
"35050021","31090146","1","0","(1,999)","0","0","0","","","","0","0","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","0","0","0","","",""
"35050022","31090147","1","0","(1,999)","0","0","0","","","","0","0","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","(3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88,3,88)","0","0","0","","",""
"35050023","31140092","1","0","(1,999)","0","0","0","","","","0","0","(3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1)","(3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1)","0","0","0","","",""
"35050024","31140093","1","0","(1,999)","0","0","0","","","","0","0","(3,30,3,30,3,30,3,30,3,30,3,30,3,30,3,30,3,30)","(3,30,3,30,3,30,3,30,3,30,3,30,3,30,3,30,3,30)","0","0","0","","",""
"35050025","31140094","1","0","(1,999)","0","0","0","","","","0","0","(3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300)","(3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300)","0","2","100","","",""
"35060001","31090046","1","0","(1,999)","0","0","0","","","","0","0","(3,100,3,100,3,100,3,100,3,100,3,100,3,100,3,100,3,100)","(3,18,3,18,3,18,3,18,3,18,3,18,3,18,3,18,3,18)","0","2","1","","1",""
"35060002","31090047","1","0","(1,999)","0","0","0","","","","0","0","(3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300,3,300)","(3,58,3,58,3,58,3,58,3,58,3,58,3,58,3,58,3,58)","0","2","1","","2",""
"35060003","31090048","1","0","(1,999)","0","0","0","","","","0","0","(3,400,3,400,3,400,3,400,3,400,3,400,3,400,3,400,3,400)","(3,78,3,78,3,78,3,78,3,78,3,78,3,78,3,78,3,78)","0","2","1","","3",""
"35060004","31090049","1","0","(1,999)","0","0","0","","","","0","0","(3,500,3,500,3,500,3,500,3,500,3,500,3,500,3,500,3,500)","(3,98,3,98,3,98,3,98,3,98,3,98,3,98,3,98,3,98)","0","2","1","","4",""
"35060005","31090050","1","0","(1,999)","0","0","0","","","","0","0","(3,1100,3,1100,3,1100,3,1100,3,1100,3,1100,3,1100,3,1100,3,1100)","(3,218,3,218,3,218,3,218,3,218,3,218,3,218,3,218,3,218)","0","2","1","","5",""
"35060006","31090051","1","0","(1,999)","0","0","0","","","","0","0","(3,1500,3,1500,3,1500,3,1500,3,1500,3,1500,3,1500,3,1500,3,1500)","(3,298,3,298,3,298,3,298,3,298,3,298,3,298,3,298,3,298)","0","2","1","","6",""
"35060007","31090052","1","0","(1,999)","0","0","0","","","","0","0","(3,4000,3,4000,3,4000,3,4000,3,4000,3,4000,3,4000,3,4000,3,4000)","(3,798,3,798,3,798,3,798,3,798,3,798,3,798,3,798,3,798)","0","2","1","","7",""
"35060008","31090053","1","0","(1,999)","0","0","0","","","","0","0","(3,5600,3,5600,3,5600,3,5600,3,5600,3,5600,3,5600,3,5600,3,5600)","(3,1118,3,1118,3,1118,3,1118,3,1118,3,1118,3,1118,3,1118,3,1118)","0","2","1","","8",""
"35060009","31090054","1","0","(1,999)","0","0","0","","","","0","0","(3,6300,3,6300,3,6300,3,6300,3,6300,3,6300,3,6300,3,6300,3,6300)","(3,1258,3,1258,3,1258,3,1258,3,1258,3,1258,3,1258,3,1258,3,1258)","0","2","1","","9",""
"35060010","31090055","1","0","(1,999)","0","0","0","","","","0","0","(3,8000,3,8000,3,8000,3,8000,3,8000,3,8000,3,8000,3,8000,3,8000)","(3,1598,3,1598,3,1598,3,1598,3,1598,3,1598,3,1598,3,1598,3,1598)","0","2","1","","10",""
"35060011","31090056","1","0","(1,999)","0","0","0","","","","0","0","(3,9900,3,9900,3,9900,3,9900,3,9900,3,9900,3,9900,3,9900,3,9900)","(3,1978,3,1978,3,1978,3,1978,3,1978,3,1978,3,1978,3,1978,3,1978)","0","2","1","","11",""
"35060012","31090057","1","0","(1,999)","0","0","0","","","","0","0","(3,21600,3,21600,3,21600,3,21600,3,21600,3,21600,3,21600,3,21600,3,21600)","(3,4318,3,4318,3,4318,3,4318,3,4318,3,4318,3,4318,3,4318,3,4318)","0","2","1","","12",""
"35060013","31090058","1","0","(1,999)","0","0","0","","","","0","0","(3,34200,3,34200,3,34200,3,34200,3,34200,3,34200,3,34200,3,34200,3,34200)","(3,6838,3,6838,3,6838,3,6838,3,6838,3,6838,3,6838,3,6838,3,6838)","0","2","1","","13",""
"35060014","31090059","1","0","(1,999)","0","0","0","","","","0","0","(3,78300,3,78300,3,78300,3,78300,3,78300,3,78300,3,78300,3,78300,3,78300)","(3,15658,3,15658,3,15658,3,15658,3,15658,3,15658,3,15658,3,15658,3,15658)","0","2","1","","14",""
"35070001","31090543","1","0","(1,999)","0","0","1","","","","0","0","(25,600,25,600,25,600,25,600,25,600,25,600,25,600,25,600,25,600)","(25,600,25,600,25,600,25,600,25,600,25,600,25,600,25,600,25,600)","0","1","1","","",""
"35070002","31090547","1","0","(1,999)","0","0","1","","","","0","0","(25,600,25,600,25,600,25,600,25,600,25,600,25,600,25,600,25,600)","(25,600,25,600,25,600,25,600,25,600,25,600,25,600,25,600,25,600)","0","1","1","","",""
"35070003","31000170","1","0","(1,999)","0","0","1","","","","0","0","(25,360,25,360,25,360,25,360,25,360,25,360,25,360,25,360,25,360)","(25,360,25,360,25,360,25,360,25,360,25,360,25,360,25,360,25,360)","0","1","5","","",""
"35070004","31141062","1","0","(490,999)","0","0","1","","","","0","0","(25,5000,25,5000,25,5000,25,5000,25,5000,25,5000,25,5000,25,5000,25,5000)","(25,5000,25,5000,25,5000,25,5000,25,5000,25,5000,25,5000,25,5000,25,5000)","0","3","3","","",""
"35070005","31131129","1","0","(500,999)","0","0","1","","","","0","0","(25,80,25,80,25,80,25,80,25,80,25,80,25,80,25,80,25,80)","(25,80,25,80,25,80,25,80,25,80,25,80,25,80,25,80,25,80)","0","3","50","","",""
"35070006","31028001","1","0","(550,999)","0","0","1","","","","0","0","(25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500)","(25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500)","0","3","10","","",""
"35070007","31028002","1","0","(550,999)","0","0","1","","","","0","0","(25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500)","(25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500)","0","3","10","","",""
"35070008","31028003","1","0","(550,999)","0","0","1","","","","0","0","(25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500)","(25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500)","0","3","10","","",""
"35070009","31142301","1","0","(100,999)","0","0","1","","","","0","0","(25,100,25,100,25,100,25,100,25,100,25,100,25,100,25,100,25,100)","(25,100,25,100,25,100,25,100,25,100,25,100,25,100,25,100,25,100)","0","0","0","","",""
"35070010","31142302","1","0","(100,999)","0","0","1","","","","0","0","(25,150,25,150,25,150,25,150,25,150,25,150,25,150,25,150,25,150)","(25,150,25,150,25,150,25,150,25,150,25,150,25,150,25,150,25,150)","0","0","0","","",""
"35070011","31142303","1","0","(100,999)","0","0","1","","","","0","0","(25,150,25,150,25,150,25,150,25,150,25,150,25,150,25,150,25,150)","(25,150,25,150,25,150,25,150,25,150,25,150,25,150,25,150,25,150)","0","0","0","","",""
"35070012","31142304","1","0","(100,999)","0","0","1","","","","0","0","(25,100,25,100,25,100,25,100,25,100,25,100,25,100,25,100,25,100)","(25,100,25,100,25,100,25,100,25,100,25,100,25,100,25,100,25,100)","0","0","0","","",""
"35070013","31142305","1","0","(400,999)","0","0","1","","","","0","0","(25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500)","(25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500)","0","0","0","","",""
"35070014","31142306","1","0","(400,999)","0","0","1","","","","0","0","(25,750,25,750,25,750,25,750,25,750,25,750,25,750,25,750,25,750)","(25,750,25,750,25,750,25,750,25,750,25,750,25,750,25,750,25,750)","0","0","0","","",""
"35070015","31142307","1","0","(400,999)","0","0","1","","","","0","0","(25,750,25,750,25,750,25,750,25,750,25,750,25,750,25,750,25,750)","(25,750,25,750,25,750,25,750,25,750,25,750,25,750,25,750,25,750)","0","0","0","","",""
"35070016","31142308","1","0","(400,999)","0","0","1","","","","0","0","(25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500)","(25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500,25,500)","0","0","0","","",""
"35070017","31142309","1","0","(700,999)","0","0","1","","","","0","0","(25,1000,25,1000,25,1000,25,1000,25,1000,25,1000,25,1000,25,1000,25,1000)","(25,1000,25,1000,25,1000,25,1000,25,1000,25,1000,25,1000,25,1000,25,1000)","0","0","0","","",""
"35070018","31142310","1","0","(700,999)","0","0","1","","","","0","0","(25,1500,25,1500,25,1500,25,1500,25,1500,25,1500,25,1500,25,1500,25,1500)","(25,1500,25,1500,25,1500,25,1500,25,1500,25,1500,25,1500,25,1500,25,1500)","0","0","0","","",""
"35070019","31142311","1","0","(700,999)","0","0","1","","","","0","0","(25,1500,25,1500,25,1500,25,1500,25,1500,25,1500,25,1500,25,1500,25,1500)","(25,1500,25,1500,25,1500,25,1500,25,1500,25,1500,25,1500,25,1500,25,1500)","0","0","0","","",""
"35070020","31142312","1","0","(700,999)","0","0","1","","","","0","0","(25,1000,25,1000,25,1000,25,1000,25,1000,25,1000,25,1000,25,1000,25,1000)","(25,1000,25,1000,25,1000,25,1000,25,1000,25,1000,25,1000,25,1000,25,1000)","0","0","0","","",""
"35080001","31020051","1","0","(1,999)","4","0","1","","","","0","0","(15,6000,15,6000,15,6000,15,6000,15,6000,15,6000,15,6000,15,6000,15,6000)","(15,6000,15,6000,15,6000,15,6000,15,6000,15,6000,15,6000,15,6000,15,6000)","0","1","3","","",""
"35080002","31020052","1","0","(1,999)","3","0","1","","","","0","0","(15,3000,15,3000,15,3000,15,3000,15,3000,15,3000,15,3000,15,3000,15,3000)","(15,3000,15,3000,15,3000,15,3000,15,3000,15,3000,15,3000,15,3000,15,3000)","0","1","3","","",""
"35080003","31020053","1","0","(1,999)","2","0","1","","","","0","0","(15,3000,15,3000,15,3000,15,3000,15,3000,15,3000,15,3000,15,3000,15,3000)","(15,3000,15,3000,15,3000,15,3000,15,3000,15,3000,15,3000,15,3000,15,3000)","0","1","3","","",""
"35090001","31022261","1","1","(1,999)","1","200","1","","","","0","0","(15,900,15,900,15,900,15,900,15,900,15,900,15,900,15,900,15,900)","(15,900,15,900,15,900,15,900,15,900,15,900,15,900,15,900,15,900)","0","0","0","","",""
"35090002","31022262","1","1","(1,999)","1","3000","1","","","","0","0","(15,3200,15,3200,15,3200,15,3200,15,3200,15,3200,15,3200,15,3200,15,3200)","(15,3200,15,3200,15,3200,15,3200,15,3200,15,3200,15,3200,15,3200,15,3200)","0","0","0","","",""
"35090003","31022263","1","1","(1,999)","1","13000","1","","","","0","0","(15,6800,15,6800,15,6800,15,6800,15,6800,15,6800,15,6800,15,6800,15,6800)","(15,6800,15,6800,15,6800,15,6800,15,6800,15,6800,15,6800,15,6800,15,6800)","0","0","0","","",""
"35090004","31022264","1","1","(1,999)","1","32000","1","","","","0","0","(15,13600,15,13600,15,13600,15,13600,15,13600,15,13600,15,13600,15,13600,15,13600)","(15,13600,15,13600,15,13600,15,13600,15,13600,15,13600,15,13600,15,13600,15,13600)","0","0","0","","",""
"35090005","31022265","1","1","(1,999)","1","100000","1","","","","0","0","(15,26800,15,26800,15,26800,15,26800,15,26800,15,26800,15,26800,15,26800,15,26800)","(15,26800,15,26800,15,26800,15,26800,15,26800,15,26800,15,26800,15,26800,15,26800)","0","0","0","","",""
"35090006","31022266","1","1","(1,999)","1","280000","1","","","","0","0","(15,48800,15,48800,15,48800,15,48800,15,48800,15,48800,15,48800,15,48800,15,48800)","(15,48800,15,48800,15,48800,15,48800,15,48800,15,48800,15,48800,15,48800,15,48800)","0","0","0","","",""
"35090007","31022267","1","1","(1,999)","1","720000","1","","","","0","0","(15,86000,15,86000,15,86000,15,86000,15,86000,15,86000,15,86000,15,86000,15,86000)","(15,86000,15,86000,15,86000,15,86000,15,86000,15,86000,15,86000,15,86000,15,86000)","0","0","0","","",""
"35090008","31022268","1","1","(1,999)","1","1580000","1","","","","0","0","(15,168000,15,168000,15,168000,15,168000,15,168000,15,168000,15,168000,15,168000,15,168000)","(15,168000,15,168000,15,168000,15,168000,15,168000,15,168000,15,168000,15,168000,15,168000)","0","0","0","","",""
"35090009","31022269","1","1","(1,999)","1","4280000","1","","","","0","0","(15,360000,15,360000,15,360000,15,360000,15,360000,15,360000,15,360000,15,360000,15,360000)","(15,360000,15,360000,15,360000,15,360000,15,360000,15,360000,15,360000,15,360000,15,360000)","0","0","0","","",""
"35090010","31022270","1","1","(1,999)","1","10800000","1","","","","0","0","(15,660000,15,660000,15,660000,15,660000,15,660000,15,660000,15,660000,15,660000,15,660000)","(15,660000,15,660000,15,660000,15,660000,15,660000,15,660000,15,660000,15,660000,15,660000)","0","0","0","","",""
"35090011","31022271","1","2","(1,999)","1","200","1","","","","0","0","(15,900,15,900,15,900,15,900,15,900,15,900,15,900,15,900,15,900)","(15,900,15,900,15,900,15,900,15,900,15,900,15,900,15,900,15,900)","0","0","0","","",""
"35090012","31022272","1","2","(1,999)","1","3000","1","","","","0","0","(15,3200,15,3200,15,3200,15,3200,15,3200,15,3200,15,3200,15,3200,15,3200)","(15,3200,15,3200,15,3200,15,3200,15,3200,15,3200,15,3200,15,3200,15,3200)","0","0","0","","",""
"35090013","31022273","1","2","(1,999)","1","13000","1","","","","0","0","(15,6800,15,6800,15,6800,15,6800,15,6800,15,6800,15,6800,15,6800,15,6800)","(15,6800,15,6800,15,6800,15,6800,15,6800,15,6800,15,6800,15,6800,15,6800)","0","0","0","","",""
"35090014","31022274","1","2","(1,999)","1","32000","1","","","","0","0","(15,13600,15,13600,15,13600,15,13600,15,13600,15,13600,15,13600,15,13600,15,13600)","(15,13600,15,13600,15,13600,15,13600,15,13600,15,13600,15,13600,15,13600,15,13600)","0","0","0","","",""
"35090015","31022275","1","2","(1,999)","1","100000","1","","","","0","0","(15,26800,15,26800,15,26800,15,26800,15,26800,15,26800,15,26800,15,26800,15,26800)","(15,26800,15,26800,15,26800,15,26800,15,26800,15,26800,15,26800,15,26800,15,26800)","0","0","0","","",""
"35090016","31022276","1","2","(1,999)","1","280000","1","","","","0","0","(15,48800,15,48800,15,48800,15,48800,15,48800,15,48800,15,48800,15,48800,15,48800)","(15,48800,15,48800,15,48800,15,48800,15,48800,15,48800,15,48800,15,48800,15,48800)","0","0","0","","",""
"35090017","31022277","1","2","(1,999)","1","720000","1","","","","0","0","(15,86000,15,86000,15,86000,15,86000,15,86000,15,86000,15,86000,15,86000,15,86000)","(15,86000,15,86000,15,86000,15,86000,15,86000,15,86000,15,86000,15,86000,15,86000)","0","0","0","","",""
"35090018","31022278","1","2","(1,999)","1","1580000","1","","","","0","0","(15,168000,15,168000,15,168000,15,168000,15,168000,15,168000,15,168000,15,168000,15,168000)","(15,168000,15,168000,15,168000,15,168000,15,168000,15,168000,15,168000,15,168000,15,168000)","0","0","0","","",""
