"AttributeId","PokedexName","PokedexIcon","Describe","OpenLevel","UnLockMissionID","NpcID","Color","Type","SubType","UpgradeLevel","MaxLevel","UnlockCost","UpgradeCost","AttArray","FetterArr","PsycheIdArray","ProtectId"
"60000806","90052085","91240008","90203089","1","","","3","2","2","6","20","","(8,26000)","(4,8,11660,0,1,4,5,1650,0,1,4,6,1980,0,1,4,7,5610,0,1,4,9,935,0,1,4,10,935,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000807","90052085","91240008","90203089","1","","","3","2","2","7","20","","(8,26500)","(4,8,12720,0,1,4,5,1800,0,1,4,6,2160,0,1,4,7,6120,0,1,4,9,1020,0,1,4,10,1020,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000808","90052085","91240008","90203089","1","","","3","2","2","8","20","","(8,27000)","(4,8,13780,0,1,4,5,1950,0,1,4,6,2340,0,1,4,7,6630,0,1,4,9,1105,0,1,4,10,1105,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000809","90052085","91240008","90203089","1","","","3","2","2","9","20","","(8,27500)","(4,8,14840,0,1,4,5,2100,0,1,4,6,2520,0,1,4,7,7140,0,1,4,9,1190,0,1,4,10,1190,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000810","90052085","91240008","90203089","1","","","3","2","2","10","20","","(8,28000)","(4,8,15900,0,1,4,5,2250,0,1,4,6,2700,0,1,4,7,7650,0,1,4,9,1275,0,1,4,10,1275,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000811","90052085","91240008","90203089","1","","","3","2","2","11","20","","(8,28500)","(4,8,16960,0,1,4,5,2400,0,1,4,6,2880,0,1,4,7,8160,0,1,4,9,1360,0,1,4,10,1360,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000812","90052085","91240008","90203089","1","","","3","2","2","12","20","","(8,29000)","(4,8,18020,0,1,4,5,2550,0,1,4,6,3060,0,1,4,7,8670,0,1,4,9,1445,0,1,4,10,1445,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000813","90052085","91240008","90203089","1","","","3","2","2","13","20","","(8,29500)","(4,8,19080,0,1,4,5,2700,0,1,4,6,3240,0,1,4,7,9180,0,1,4,9,1530,0,1,4,10,1530,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000814","90052085","91240008","90203089","1","","","3","2","2","14","20","","(8,30000)","(4,8,20140,0,1,4,5,2850,0,1,4,6,3420,0,1,4,7,9690,0,1,4,9,1615,0,1,4,10,1615,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000815","90052085","91240008","90203089","1","","","3","2","2","15","20","","(8,30500)","(4,8,21200,0,1,4,5,3000,0,1,4,6,3600,0,1,4,7,10200,0,1,4,9,1700,0,1,4,10,1700,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000816","90052085","91240008","90203089","1","","","3","2","2","16","20","","(8,31000)","(4,8,22260,0,1,4,5,3150,0,1,4,6,3780,0,1,4,7,10710,0,1,4,9,1785,0,1,4,10,1785,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000817","90052085","91240008","90203089","1","","","3","2","2","17","20","","(8,31500)","(4,8,23320,0,1,4,5,3300,0,1,4,6,3960,0,1,4,7,11220,0,1,4,9,1870,0,1,4,10,1870,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000818","90052085","91240008","90203089","1","","","3","2","2","18","20","","(8,32000)","(4,8,24380,0,1,4,5,3450,0,1,4,6,4140,0,1,4,7,11730,0,1,4,9,1955,0,1,4,10,1955,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000819","90052085","91240008","90203089","1","","","3","2","2","19","20","","(8,32500)","(4,8,25440,0,1,4,5,3600,0,1,4,6,4320,0,1,4,7,12240,0,1,4,9,2040,0,1,4,10,2040,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000820","90052085","91240008","90203089","1","","","3","2","2","20","20","","","(4,8,26500,0,1,4,5,3750,0,1,4,6,4500,0,1,4,7,12750,0,1,4,9,2125,0,1,4,10,2125,0,1)","","(31070193,120,31070194,120,31070196,120,31070197,120,31070199,120,31070200,120,31070201,120,31070198,120,31070203,120,31070204,120,31070202,120)",""
"60000900","90052087","91240009","90203090","1","","","3","2","2","0","20","","(8,25500)","(4,8,5825,0,1,4,5,825,0,1,4,6,1000,0,1,4,7,2800,0,1,4,9,450,0,1,4,10,450,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000901","90052087","91240009","90203090","1","","","3","2","2","1","20","","(8,26000)","(4,8,6990,0,1,4,5,990,0,1,4,6,1200,0,1,4,7,3360,0,1,4,9,540,0,1,4,10,540,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000902","90052087","91240009","90203090","1","","","3","2","2","2","20","","(8,26500)","(4,8,8155,0,1,4,5,1155,0,1,4,6,1400,0,1,4,7,3920,0,1,4,9,630,0,1,4,10,630,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000903","90052087","91240009","90203090","1","","","3","2","2","3","20","","(8,27000)","(4,8,9320,0,1,4,5,1320,0,1,4,6,1600,0,1,4,7,4480,0,1,4,9,720,0,1,4,10,720,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000904","90052087","91240009","90203090","1","","","3","2","2","4","20","","(8,27500)","(4,8,10485,0,1,4,5,1485,0,1,4,6,1800,0,1,4,7,5040,0,1,4,9,810,0,1,4,10,810,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000905","90052087","91240009","90203090","1","","","3","2","2","5","20","","(8,28000)","(4,8,11650,0,1,4,5,1650,0,1,4,6,2000,0,1,4,7,5600,0,1,4,9,900,0,1,4,10,900,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000906","90052087","91240009","90203090","1","","","3","2","2","6","20","","(8,28500)","(4,8,12815,0,1,4,5,1815,0,1,4,6,2200,0,1,4,7,6160,0,1,4,9,990,0,1,4,10,990,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000907","90052087","91240009","90203090","1","","","3","2","2","7","20","","(8,29000)","(4,8,13980,0,1,4,5,1980,0,1,4,6,2400,0,1,4,7,6720,0,1,4,9,1080,0,1,4,10,1080,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000908","90052087","91240009","90203090","1","","","3","2","2","8","20","","(8,29500)","(4,8,15145,0,1,4,5,2145,0,1,4,6,2600,0,1,4,7,7280,0,1,4,9,1170,0,1,4,10,1170,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000909","90052087","91240009","90203090","1","","","3","2","2","9","20","","(8,30000)","(4,8,16310,0,1,4,5,2310,0,1,4,6,2800,0,1,4,7,7840,0,1,4,9,1260,0,1,4,10,1260,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000910","90052087","91240009","90203090","1","","","3","2","2","10","20","","(8,30500)","(4,8,17475,0,1,4,5,2475,0,1,4,6,3000,0,1,4,7,8400,0,1,4,9,1350,0,1,4,10,1350,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000911","90052087","91240009","90203090","1","","","3","2","2","11","20","","(8,31000)","(4,8,18640,0,1,4,5,2640,0,1,4,6,3200,0,1,4,7,8960,0,1,4,9,1440,0,1,4,10,1440,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000912","90052087","91240009","90203090","1","","","3","2","2","12","20","","(8,31500)","(4,8,19805,0,1,4,5,2805,0,1,4,6,3400,0,1,4,7,9520,0,1,4,9,1530,0,1,4,10,1530,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000913","90052087","91240009","90203090","1","","","3","2","2","13","20","","(8,32000)","(4,8,20970,0,1,4,5,2970,0,1,4,6,3600,0,1,4,7,10080,0,1,4,9,1620,0,1,4,10,1620,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000914","90052087","91240009","90203090","1","","","3","2","2","14","20","","(8,32500)","(4,8,22135,0,1,4,5,3135,0,1,4,6,3800,0,1,4,7,10640,0,1,4,9,1710,0,1,4,10,1710,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000915","90052087","91240009","90203090","1","","","3","2","2","15","20","","(8,33000)","(4,8,23300,0,1,4,5,3300,0,1,4,6,4000,0,1,4,7,11200,0,1,4,9,1800,0,1,4,10,1800,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000916","90052087","91240009","90203090","1","","","3","2","2","16","20","","(8,33500)","(4,8,24465,0,1,4,5,3465,0,1,4,6,4200,0,1,4,7,11760,0,1,4,9,1890,0,1,4,10,1890,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000917","90052087","91240009","90203090","1","","","3","2","2","17","20","","(8,34000)","(4,8,25630,0,1,4,5,3630,0,1,4,6,4400,0,1,4,7,12320,0,1,4,9,1980,0,1,4,10,1980,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000918","90052087","91240009","90203090","1","","","3","2","2","18","20","","(8,34500)","(4,8,26795,0,1,4,5,3795,0,1,4,6,4600,0,1,4,7,12880,0,1,4,9,2070,0,1,4,10,2070,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000919","90052087","91240009","90203090","1","","","3","2","2","19","20","","(8,35000)","(4,8,27960,0,1,4,5,3960,0,1,4,6,4800,0,1,4,7,13440,0,1,4,9,2160,0,1,4,10,2160,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60000920","90052087","91240009","90203090","1","","","3","2","2","20","20","","","(4,8,29125,0,1,4,5,4125,0,1,4,6,5000,0,1,4,7,14000,0,1,4,9,2250,0,1,4,10,2250,0,1)","","(31070207,150,31070208,150,31070209,150,31070211,150,31070210,150)",""
"60001000","90052089","91240010","90203091","1","","","3","2","3","0","20","","(8,28000)","(4,8,6400,0,1,4,5,900,0,1,4,6,1100,0,1,4,7,3075,0,1,4,9,500,0,1,4,10,500,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001001","90052089","91240010","90203091","1","","","3","2","3","1","20","","(8,28500)","(4,8,7680,0,1,4,5,1080,0,1,4,6,1320,0,1,4,7,3690,0,1,4,9,600,0,1,4,10,600,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001002","90052089","91240010","90203091","1","","","3","2","3","2","20","","(8,29000)","(4,8,8960,0,1,4,5,1260,0,1,4,6,1540,0,1,4,7,4305,0,1,4,9,700,0,1,4,10,700,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001003","90052089","91240010","90203091","1","","","3","2","3","3","20","","(8,29500)","(4,8,10240,0,1,4,5,1440,0,1,4,6,1760,0,1,4,7,4920,0,1,4,9,800,0,1,4,10,800,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001004","90052089","91240010","90203091","1","","","3","2","3","4","20","","(8,30000)","(4,8,11520,0,1,4,5,1620,0,1,4,6,1980,0,1,4,7,5535,0,1,4,9,900,0,1,4,10,900,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001005","90052089","91240010","90203091","1","","","3","2","3","5","20","","(8,30500)","(4,8,12800,0,1,4,5,1800,0,1,4,6,2200,0,1,4,7,6150,0,1,4,9,1000,0,1,4,10,1000,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001006","90052089","91240010","90203091","1","","","3","2","3","6","20","","(8,31000)","(4,8,14080,0,1,4,5,1980,0,1,4,6,2420,0,1,4,7,6765,0,1,4,9,1100,0,1,4,10,1100,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001007","90052089","91240010","90203091","1","","","3","2","3","7","20","","(8,31500)","(4,8,15360,0,1,4,5,2160,0,1,4,6,2640,0,1,4,7,7380,0,1,4,9,1200,0,1,4,10,1200,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001008","90052089","91240010","90203091","1","","","3","2","3","8","20","","(8,32000)","(4,8,16640,0,1,4,5,2340,0,1,4,6,2860,0,1,4,7,7995,0,1,4,9,1300,0,1,4,10,1300,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001009","90052089","91240010","90203091","1","","","3","2","3","9","20","","(8,32500)","(4,8,17920,0,1,4,5,2520,0,1,4,6,3080,0,1,4,7,8610,0,1,4,9,1400,0,1,4,10,1400,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001010","90052089","91240010","90203091","1","","","3","2","3","10","20","","(8,33000)","(4,8,19200,0,1,4,5,2700,0,1,4,6,3300,0,1,4,7,9225,0,1,4,9,1500,0,1,4,10,1500,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001011","90052089","91240010","90203091","1","","","3","2","3","11","20","","(8,33500)","(4,8,20480,0,1,4,5,2880,0,1,4,6,3520,0,1,4,7,9840,0,1,4,9,1600,0,1,4,10,1600,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001012","90052089","91240010","90203091","1","","","3","2","3","12","20","","(8,34000)","(4,8,21760,0,1,4,5,3060,0,1,4,6,3740,0,1,4,7,10455,0,1,4,9,1700,0,1,4,10,1700,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001013","90052089","91240010","90203091","1","","","3","2","3","13","20","","(8,34500)","(4,8,23040,0,1,4,5,3240,0,1,4,6,3960,0,1,4,7,11070,0,1,4,9,1800,0,1,4,10,1800,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001014","90052089","91240010","90203091","1","","","3","2","3","14","20","","(8,35000)","(4,8,24320,0,1,4,5,3420,0,1,4,6,4180,0,1,4,7,11685,0,1,4,9,1900,0,1,4,10,1900,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001015","90052089","91240010","90203091","1","","","3","2","3","15","20","","(8,35500)","(4,8,25600,0,1,4,5,3600,0,1,4,6,4400,0,1,4,7,12300,0,1,4,9,2000,0,1,4,10,2000,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001016","90052089","91240010","90203091","1","","","3","2","3","16","20","","(8,36000)","(4,8,26880,0,1,4,5,3780,0,1,4,6,4620,0,1,4,7,12915,0,1,4,9,2100,0,1,4,10,2100,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001017","90052089","91240010","90203091","1","","","3","2","3","17","20","","(8,36500)","(4,8,28160,0,1,4,5,3960,0,1,4,6,4840,0,1,4,7,13530,0,1,4,9,2200,0,1,4,10,2200,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001018","90052089","91240010","90203091","1","","","3","2","3","18","20","","(8,37000)","(4,8,29440,0,1,4,5,4140,0,1,4,6,5060,0,1,4,7,14145,0,1,4,9,2300,0,1,4,10,2300,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001019","90052089","91240010","90203091","1","","","3","2","3","19","20","","(8,37500)","(4,8,30720,0,1,4,5,4320,0,1,4,6,5280,0,1,4,7,14760,0,1,4,9,2400,0,1,4,10,2400,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001020","90052089","91240010","90203091","1","","","3","2","3","20","20","","","(4,8,32000,0,1,4,5,4500,0,1,4,6,5500,0,1,4,7,15375,0,1,4,9,2500,0,1,4,10,2500,0,1)","","(31070217,180,31070218,180,31070219,180,31070220,180,31070221,180,31070222,180,31070223,180,31070224,180,31070225,180,31070227,180,31070228,180,31070229,180,31070230,180,31070231,180)",""
"60001100","90052090","91240011","90203092","1","","","3","2","3","0","20","","(8,30500)","(4,8,7050,0,1,4,5,1000,0,1,4,6,1200,0,1,4,7,3400,0,1,4,9,550,0,1,4,10,550,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001101","90052090","91240011","90203092","1","","","3","2","3","1","20","","(8,31000)","(4,8,8460,0,1,4,5,1200,0,1,4,6,1440,0,1,4,7,4080,0,1,4,9,660,0,1,4,10,660,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001102","90052090","91240011","90203092","1","","","3","2","3","2","20","","(8,31500)","(4,8,9870,0,1,4,5,1400,0,1,4,6,1680,0,1,4,7,4760,0,1,4,9,770,0,1,4,10,770,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001103","90052090","91240011","90203092","1","","","3","2","3","3","20","","(8,32000)","(4,8,11280,0,1,4,5,1600,0,1,4,6,1920,0,1,4,7,5440,0,1,4,9,880,0,1,4,10,880,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001104","90052090","91240011","90203092","1","","","3","2","3","4","20","","(8,32500)","(4,8,12690,0,1,4,5,1800,0,1,4,6,2160,0,1,4,7,6120,0,1,4,9,990,0,1,4,10,990,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001105","90052090","91240011","90203092","1","","","3","2","3","5","20","","(8,33000)","(4,8,14100,0,1,4,5,2000,0,1,4,6,2400,0,1,4,7,6800,0,1,4,9,1100,0,1,4,10,1100,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001106","90052090","91240011","90203092","1","","","3","2","3","6","20","","(8,33500)","(4,8,15510,0,1,4,5,2200,0,1,4,6,2640,0,1,4,7,7480,0,1,4,9,1210,0,1,4,10,1210,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001107","90052090","91240011","90203092","1","","","3","2","3","7","20","","(8,34000)","(4,8,16920,0,1,4,5,2400,0,1,4,6,2880,0,1,4,7,8160,0,1,4,9,1320,0,1,4,10,1320,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001108","90052090","91240011","90203092","1","","","3","2","3","8","20","","(8,34500)","(4,8,18330,0,1,4,5,2600,0,1,4,6,3120,0,1,4,7,8840,0,1,4,9,1430,0,1,4,10,1430,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001109","90052090","91240011","90203092","1","","","3","2","3","9","20","","(8,35000)","(4,8,19740,0,1,4,5,2800,0,1,4,6,3360,0,1,4,7,9520,0,1,4,9,1540,0,1,4,10,1540,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001110","90052090","91240011","90203092","1","","","3","2","3","10","20","","(8,35500)","(4,8,21150,0,1,4,5,3000,0,1,4,6,3600,0,1,4,7,10200,0,1,4,9,1650,0,1,4,10,1650,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001111","90052090","91240011","90203092","1","","","3","2","3","11","20","","(8,36000)","(4,8,22560,0,1,4,5,3200,0,1,4,6,3840,0,1,4,7,10880,0,1,4,9,1760,0,1,4,10,1760,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001112","90052090","91240011","90203092","1","","","3","2","3","12","20","","(8,36500)","(4,8,23970,0,1,4,5,3400,0,1,4,6,4080,0,1,4,7,11560,0,1,4,9,1870,0,1,4,10,1870,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001113","90052090","91240011","90203092","1","","","3","2","3","13","20","","(8,37000)","(4,8,25380,0,1,4,5,3600,0,1,4,6,4320,0,1,4,7,12240,0,1,4,9,1980,0,1,4,10,1980,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001114","90052090","91240011","90203092","1","","","3","2","3","14","20","","(8,37500)","(4,8,26790,0,1,4,5,3800,0,1,4,6,4560,0,1,4,7,12920,0,1,4,9,2090,0,1,4,10,2090,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001115","90052090","91240011","90203092","1","","","3","2","3","15","20","","(8,38000)","(4,8,28200,0,1,4,5,4000,0,1,4,6,4800,0,1,4,7,13600,0,1,4,9,2200,0,1,4,10,2200,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001116","90052090","91240011","90203092","1","","","3","2","3","16","20","","(8,38500)","(4,8,29610,0,1,4,5,4200,0,1,4,6,5040,0,1,4,7,14280,0,1,4,9,2310,0,1,4,10,2310,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001117","90052090","91240011","90203092","1","","","3","2","3","17","20","","(8,39000)","(4,8,31020,0,1,4,5,4400,0,1,4,6,5280,0,1,4,7,14960,0,1,4,9,2420,0,1,4,10,2420,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001118","90052090","91240011","90203092","1","","","3","2","3","18","20","","(8,39500)","(4,8,32430,0,1,4,5,4600,0,1,4,6,5520,0,1,4,7,15640,0,1,4,9,2530,0,1,4,10,2530,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001119","90052090","91240011","90203092","1","","","3","2","3","19","20","","(8,40000)","(4,8,33840,0,1,4,5,4800,0,1,4,6,5760,0,1,4,7,16320,0,1,4,9,2640,0,1,4,10,2640,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001120","90052090","91240011","90203092","1","","","3","2","3","20","20","","","(4,8,35250,0,1,4,5,5000,0,1,4,6,6000,0,1,4,7,17000,0,1,4,9,2750,0,1,4,10,2750,0,1)","","(31070232,200,31070233,200,31070234,200,31070240,200,31070241,200,31070242,200,31070243,200,31070236,200,31070238,200,31070239,200)",""
"60001200","90052091","91240012","90203093","1","","","3","2","3","0","20","","(8,33000)","(4,8,7750,0,1,4,5,1100,0,1,4,6,1325,0,1,4,7,3725,0,1,4,9,600,0,1,4,10,600,0,1)","","(31070244,240,31070245,240,31070246,240,31070247,240,31070248,240,31070250,240,31070251,240,31070252,240,31070253,240,31070254,240,31070255,240,31070256,240,31070257,240)",""
"60001201","90052091","91240012","90203093","1","","","3","2","3","1","20","","(8,33500)","(4,8,9300,0,1,4,5,1320,0,1,4,6,1590,0,1,4,7,4470,0,1,4,9,720,0,1,4,10,720,0,1)","","(31070244,240,31070245,240,31070246,240,31070247,240,31070248,240,31070250,240,31070251,240,31070252,240,31070253,240,31070254,240,31070255,240,31070256,240,31070257,240)",""
"60001202","90052091","91240012","90203093","1","","","3","2","3","2","20","","(8,34000)","(4,8,10850,0,1,4,5,1540,0,1,4,6,1855,0,1,4,7,5215,0,1,4,9,840,0,1,4,10,840,0,1)","","(31070244,240,31070245,240,31070246,240,31070247,240,31070248,240,31070250,240,31070251,240,31070252,240,31070253,240,31070254,240,31070255,240,31070256,240,31070257,240)",""
