"AttributeId","RightAnswer","Region","SeasonNum","Level","NormalRewardArray","SpecialRewardArray","exp","BigRewardTag"
"153002542","","0","6","43","(0)","(31010044,2)","4300","-1"
"153002543","","0","6","44","(31010176,30)","(31061003,1)","4400","0"
"153002544","","0","6","45","(0)","(31000029,6)","4500","-1"
"153002545","","0","6","46","(31000012,1)","(31000112,1)","4600","0"
"153002546","","0","6","47","(0)","(31000099,12)","4700","-1"
"153002547","","0","6","48","(31000028,10)","(31020061,5)","4800","0"
"153002548","","0","6","49","(0)","(31020008,12)","4900","-1"
"153002549","","0","6","50","(31102246,1)","(31090502,2)","5000","1"
"153002550","","0","6","51","(0)","(31010043,12)","5100","-1"
"153002551","","0","6","52","(0)","(31140132,12)","5200","-1"
"153002552","","0","6","53","(31000029,5)","(31000037,3)","5300","0"
"153002553","","0","6","54","(31010176,30)","(31000033,3)","5400","0"
"153002554","","0","6","55","(0)","(31020005,3)","5500","-1"
"153002555","","0","6","56","(31061003,2)","(31010107,12)","5600","0"
"153002556","","0","6","57","(0)","(31000032,3)","5700","-1"
"153002557","","0","6","58","(31000105,5)","(31020001,12)","5800","0"
"153002558","","0","6","59","(0)","(31010044,4)","5900","-1"
"153002559","","0","6","60","(31130463,1)","(31010176,800)","6000","1"
"153002560","","0","6","61","(0)","(31020061,5)","6100","-1"
"153002561","","0","6","62","(31020061,3)","(31000031,3)","6200","0"
"153002562","","0","6","63","(0)","(31000012,1)","6300","-1"
"153002563","","0","6","64","(31020002,5)","(31000090,2)","6400","0"
"153002564","","0","6","65","(31010176,30)","(31000105,12)","6500","0"
"153002565","","0","6","66","(0)","(31000034,3)","6600","-1"
"153002566","","0","6","67","(31020008,10)","(31061003,3)","6700","0"
"153002567","","0","6","68","(0)","(31000036,3)","6800","-1"
"153002568","","0","6","69","(31000178,1)","(31010044,4)","6900","0"
"153002569","","0","6","70","(31131129,5)","(31131113,1)","7000","1"
"153002570","","0","6","71","(0)","(31000099,12)","7100","-1"
"153002571","","0","6","72","(0)","(31000033,3)","7200","-1"
"153002572","","0","6","73","(31000027,3)","(31130408,3)","7300","0"
"153002573","","0","6","74","(0)","(31000030,3)","7400","-1"
"153002574","","0","6","75","(31010176,30)","(31000176,2)","7500","0"
"153002575","","0","6","76","(0)","(31020005,4)","7600","-1"
"153002576","","0","6","77","(0)","(31140132,12)","7700","-1"
"153002577","","0","6","78","(31020002,2)","(31000034,3)","7800","0"
"153002578","","0","6","79","(0)","(31010044,4)","7900","-1"
"153002579","","0","6","80","(31000176,1)","(31090502,10)","8000","1"
"153002580","","0","6","81","(31020001,5)","(31110103,2)","8100","0"
"153002581","","0","6","82","(31010176,30)","(31000035,3)","8200","0"
"153002582","","0","6","83","(0)","(31000105,12)","8300","-1"
"153002583","","0","6","84","(0)","(31000099,12)","8400","-1"
"153002584","","0","6","85","(31061002,3)","(31000034,3)","8500","0"
"153002585","","0","6","86","(0)","(31010107,22)","8600","-1"
"153002586","","0","6","87","(31010176,50)","(31010044,4)","8700","0"
"153002587","","0","6","88","(0)","(31059001,2)","8800","-1"
"153002588","","0","6","89","(0)","(31000091,1)","8900","-1"
"153002589","","0","6","90","(31102505,1)","(31026331,1)","9000","1"
"153002590","","0","6","91","(0)","(31110003,2)","9100","-1"
"153002591","","0","6","92","(31000106,5)","(31000033,3)","9200","0"
"153002592","","0","6","93","(0)","(31000031,3)","9300","-1"
"153002593","","0","6","94","(0)","(31000012,1)","9400","-1"
"153002594","","0","6","95","(31010176,50)","(31000037,3)","9500","0"
"153002595","","0","6","96","(0)","(31000096,1)","9600","-1"
"153002596","","0","6","97","(31000178,1)","(31000099,12)","9700","0"
"153002597","","0","6","98","(0)","(31130462,2)","9800","-1"
"153002598","","0","6","99","(0)","(31010044,4)","9900","-1"
"153002599","","0","6","100","(31102510,1)","(31090500,10)","10000","1"
"153002600","90111000","0","7","1","(31041033,2)","(31131114,1)","100","1"
"153002601","","0","7","2","(31020004,10)","(31020003,15)","200","0"
"153002602","","0","7","3","(0)","(31020002,8)","300","-1"
"153002603","","0","7","4","(31010176,20)","(31010043,8)","400","0"
"153002604","","0","7","5","(31020007,10)","(31020008,15)","500","0"
"153002605","","0","7","6","(0)","(31000028,15)","600","-1"
"153002606","","0","7","7","(31010176,20)","(31000004,3)","700","0"
"153002607","","0","7","8","(0)","(31000040,25)","800","-1"
"153002608","","0","7","9","(31020061,2)","(31010107,15)","900","0"
"153002609","","0","7","10","(31059001,2)","(31141057,10)","1000","1"
"153002610","","0","7","11","(0)","(31010044,5)","1100","-1"
"153002611","","0","7","12","(31000040,10)","(31000029,8)","1200","0"
"153002612","","0","7","13","(0)","(31000086,15)","1300","-1"
"153002613","","0","7","14","(31020004,20)","(31000105,15)","1400","0"
"153002614","","0","7","15","(0)","(31020061,4)","1500","-1"
"153002615","","0","7","16","(31010176,20)","(31000005,3)","1600","0"
"153002616","","0","7","17","(31020003,3)","(31000012,2)","1700","0"
"153002617","","0","7","18","(31010043,5)","(31000027,8)","1800","0"
"153002618","","0","7","19","(0)","(31000094,3)","1900","-1"
"153002619","","0","7","20","(31102206,2)","(31010176,900)","2000","1"
"153002620","","0","7","21","(31000029,2)","(31000099,15)","2100","0"
"153002621","","0","7","22","(0)","(31059001,3)","2200","-1"
"153002622","","0","7","23","(31010176,20)","(31020061,4)","2300","0"
"153002623","","0","7","24","(31000105,10)","(31000105,15)","2400","0"
"153002624","","0","7","25","(0)","(31020001,15)","2500","-1"
"153002625","","0","7","26","(31110101,5)","(31010043,15)","2600","0"
"153002626","","0","7","27","(0)","(31000106,8)","2700","-1"
"153002627","","0","7","28","(31010176,20)","(31131129,8)","2800","0"
"153002628","","0","7","29","(0)","(31000095,3)","2900","-1"
"153002629","","0","7","30","(31130339,1)","(31131114,1)","3000","1"
"153002630","","0","7","31","(0)","(31000012,2)","3100","-1"
"153002631","","0","7","32","(31110001,5)","(31000096,2)","3200","0"
"153002632","","0","7","33","(31010043,5)","(31000030,4)","3300","0"
"153002633","","0","7","34","(0)","(31000112,2)","3400","-1"
"153002634","","0","7","35","(31010176,30)","(31000099,15)","3500","0"
"153002635","","0","7","36","(31020008,10)","(31130337,4)","3600","0"
"153002636","","0","7","37","(0)","(31000099,15)","3700","-1"
"153002637","","0","7","38","(31020061,4)","(31000031,4)","3800","0"
"153002638","","0","7","39","(0)","(31130462,2)","3900","-1"
"153002639","","0","7","40","(31010044,2)","(31010176,900)","4000","1"
"153002640","","0","7","41","(0)","(31020005,6)","4100","-1"
"153002641","","0","7","42","(31000099,10)","(31020008,15)","4200","0"
"153002642","","0","7","43","(0)","(31010044,3)","4300","-1"
"153002643","","0","7","44","(31010176,30)","(31061003,2)","4400","0"
"153002644","","0","7","45","(0)","(31000029,8)","4500","-1"
"153002645","","0","7","46","(31000012,1)","(31000112,2)","4600","0"
"153002646","","0","7","47","(0)","(31000099,15)","4700","-1"
"153002647","","0","7","48","(31000028,10)","(31020061,6)","4800","0"
"153002648","","0","7","49","(0)","(31020008,15)","4900","-1"
"153002649","","0","7","50","(31102246,1)","(31141058,5)","5000","1"
"153002650","","0","7","51","(0)","(31010043,15)","5100","-1"
"153002651","","0","7","52","(0)","(31140132,15)","5200","-1"
"153002652","","0","7","53","(31000029,5)","(31000037,4)","5300","0"
"153002653","","0","7","54","(31010176,30)","(31000033,4)","5400","0"
"153002654","","0","7","55","(0)","(31020005,4)","5500","-1"
"153002655","","0","7","56","(31061003,2)","(31010107,15)","5600","0"
"153002656","","0","7","57","(0)","(31000032,4)","5700","-1"
"153002657","","0","7","58","(31000105,5)","(31020001,15)","5800","0"
"153002658","","0","7","59","(0)","(31010044,5)","5900","-1"
"153002659","","0","7","60","(31130463,1)","(31010176,900)","6000","1"
"153002660","","0","7","61","(0)","(31020061,6)","6100","-1"
"153002661","","0","7","62","(31020061,3)","(31000031,4)","6200","0"
"153002662","","0","7","63","(0)","(31000012,2)","6300","-1"
"153002663","","0","7","64","(31020002,5)","(31000090,3)","6400","0"
"153002664","","0","7","65","(31010176,30)","(31000105,15)","6500","0"
"153002665","","0","7","66","(0)","(31000034,4)","6600","-1"
"153002666","","0","7","67","(31020008,10)","(31061003,4)","6700","0"
"153002667","","0","7","68","(0)","(31000036,4)","6800","-1"
"153002668","","0","7","69","(31000178,1)","(31010044,5)","6900","0"
"153002669","","0","7","70","(31131129,5)","(31090538,1)","7000","1"
"153002670","","0","7","71","(0)","(31000099,15)","7100","-1"
"153002671","","0","7","72","(0)","(31000033,4)","7200","-1"
"153002672","","0","7","73","(31000027,3)","(31130408,4)","7300","0"
"153002673","","0","7","74","(0)","(31000030,4)","7400","-1"
"153002674","","0","7","75","(31010176,30)","(31000176,3)","7500","0"
"153002675","","0","7","76","(0)","(31020005,5)","7600","-1"
"153002676","","0","7","77","(0)","(31140132,15)","7700","-1"
"153002677","","0","7","78","(31020002,2)","(31000034,4)","7800","0"
"153002678","","0","7","79","(0)","(31010044,5)","7900","-1"
"153002679","","0","7","80","(31000176,1)","(31130415,1)","8000","1"
"153002680","","0","7","81","(31020001,5)","(31110103,3)","8100","0"
"153002681","","0","7","82","(31010176,30)","(31000035,4)","8200","0"
"153002682","","0","7","83","(0)","(31000105,15)","8300","-1"
"153002683","","0","7","84","(0)","(31000099,15)","8400","-1"
"153002684","","0","7","85","(31061002,3)","(31000034,4)","8500","0"
"153002685","","0","7","86","(0)","(31010107,25)","8600","-1"
"153002686","","0","7","87","(31010176,50)","(31010044,5)","8700","0"
"153002687","","0","7","88","(0)","(31059001,3)","8800","-1"
"153002688","","0","7","89","(0)","(31000091,2)","8900","-1"
"153002689","","0","7","90","(31102505,1)","(31090171,1)","9000","1"
"153002690","","0","7","91","(0)","(31110003,3)","9100","-1"
"153002691","","0","7","92","(31000106,5)","(31000033,4)","9200","0"
"153002692","","0","7","93","(0)","(31000031,4)","9300","-1"
"153002693","","0","7","94","(0)","(31000012,2)","9400","-1"
"153002694","","0","7","95","(31010176,50)","(31000037,4)","9500","0"
"153002695","","0","7","96","(0)","(31000096,2)","9600","-1"
"153002696","","0","7","97","(31000178,1)","(31000099,15)","9700","0"
"153002697","","0","7","98","(0)","(31130462,2)","9800","-1"
"153002698","","0","7","99","(0)","(31010044,5)","9900","-1"
"153002699","","0","7","100","(31102510,1)","(31090172,1)","10000","1"
"153002700","90111000","0","8","1","(31041033,2)","(31131114,1)","100","1"
"153002701","","0","8","2","(31020004,10)","(31020003,15)","200","0"
"153002702","","0","8","3","(0)","(31020002,8)","300","-1"
"153002703","","0","8","4","(31010176,20)","(31010043,8)","400","0"
"153002704","","0","8","5","(31020007,10)","(31020008,15)","500","0"
"153002705","","0","8","6","(0)","(31000028,15)","600","-1"
"153002706","","0","8","7","(31010176,20)","(31000004,3)","700","0"
"153002707","","0","8","8","(0)","(31000040,25)","800","-1"
"153002708","","0","8","9","(31020061,2)","(31010107,15)","900","0"
"153002709","","0","8","10","(31059001,2)","(31141057,10)","1000","1"
"153002710","","0","8","11","(0)","(31010044,5)","1100","-1"
"153002711","","0","8","12","(31000040,10)","(31000029,8)","1200","0"
"153002712","","0","8","13","(0)","(31000086,15)","1300","-1"
"153002713","","0","8","14","(31020004,20)","(31000105,15)","1400","0"
"153002714","","0","8","15","(0)","(31020061,4)","1500","-1"
"153002715","","0","8","16","(31010176,20)","(31000005,3)","1600","0"
"153002716","","0","8","17","(31020003,3)","(31000012,2)","1700","0"
"153002717","","0","8","18","(31010043,5)","(31000027,8)","1800","0"
"153002718","","0","8","19","(0)","(31000094,3)","1900","-1"
"153002719","","0","8","20","(31102206,2)","(31010176,900)","2000","1"
"153002720","","0","8","21","(31000029,2)","(31000099,15)","2100","0"
"153002721","","0","8","22","(0)","(31059001,3)","2200","-1"
"153002722","","0","8","23","(31010176,20)","(31020061,4)","2300","0"
"153002723","","0","8","24","(31000105,10)","(31000105,15)","2400","0"
"153002724","","0","8","25","(0)","(31020001,15)","2500","-1"
"153002725","","0","8","26","(31110101,5)","(31010043,15)","2600","0"
"153002726","","0","8","27","(0)","(31000106,8)","2700","-1"
"153002727","","0","8","28","(31010176,20)","(31131129,8)","2800","0"
"153002728","","0","8","29","(0)","(31000095,3)","2900","-1"
"153002729","","0","8","30","(31130339,1)","(31131114,1)","3000","1"
"153002730","","0","8","31","(0)","(31000012,2)","3100","-1"
"153002731","","0","8","32","(31110001,5)","(31000096,2)","3200","0"
"153002732","","0","8","33","(31010043,5)","(31000030,4)","3300","0"
"153002733","","0","8","34","(0)","(31000112,2)","3400","-1"
"153002734","","0","8","35","(31010176,30)","(31000099,15)","3500","0"
"153002735","","0","8","36","(31020008,10)","(31130337,4)","3600","0"
"153002736","","0","8","37","(0)","(31000099,15)","3700","-1"
"153002737","","0","8","38","(31020061,4)","(31000031,4)","3800","0"
"153002738","","0","8","39","(0)","(31130462,2)","3900","-1"
"153002739","","0","8","40","(31010044,2)","(31010176,900)","4000","1"
"153002740","","0","8","41","(0)","(31020005,6)","4100","-1"
"153002741","","0","8","42","(31000099,10)","(31020008,15)","4200","0"
"153002742","","0","8","43","(0)","(31010044,3)","4300","-1"
"153002743","","0","8","44","(31010176,30)","(31061003,2)","4400","0"
"153002744","","0","8","45","(0)","(31000029,8)","4500","-1"
"153002745","","0","8","46","(31000012,1)","(31000112,2)","4600","0"
"153002746","","0","8","47","(0)","(31000099,15)","4700","-1"
"153002747","","0","8","48","(31000028,10)","(31020061,6)","4800","0"
"153002748","","0","8","49","(0)","(31020008,15)","4900","-1"
"153002749","","0","8","50","(31102246,1)","(31141058,5)","5000","1"
"153002750","","0","8","51","(0)","(31010043,15)","5100","-1"
"153002751","","0","8","52","(0)","(31140132,15)","5200","-1"
"153002752","","0","8","53","(31000029,5)","(31000037,4)","5300","0"
"153002753","","0","8","54","(31010176,30)","(31000033,4)","5400","0"
"153002754","","0","8","55","(0)","(31020005,4)","5500","-1"
"153002755","","0","8","56","(31061003,2)","(31010107,15)","5600","0"
"153002756","","0","8","57","(0)","(31000032,4)","5700","-1"
"153002757","","0","8","58","(31000105,5)","(31020001,15)","5800","0"
"153002758","","0","8","59","(0)","(31010044,5)","5900","-1"
"153002759","","0","8","60","(31130463,1)","(31010176,900)","6000","1"
"153002760","","0","8","61","(0)","(31020061,6)","6100","-1"
"153002761","","0","8","62","(31020061,3)","(31000031,4)","6200","0"
"153002762","","0","8","63","(0)","(31000012,2)","6300","-1"
"153002763","","0","8","64","(31020002,5)","(31000090,3)","6400","0"
"153002764","","0","8","65","(31010176,30)","(31000105,15)","6500","0"
"153002765","","0","8","66","(0)","(31000034,4)","6600","-1"
"153002766","","0","8","67","(31020008,10)","(31061003,4)","6700","0"
"153002767","","0","8","68","(0)","(31000036,4)","6800","-1"
"153002768","","0","8","69","(31000178,1)","(31010044,5)","6900","0"
"153002769","","0","8","70","(31131129,5)","(31090538,1)","7000","1"
"153002770","","0","8","71","(0)","(31000099,15)","7100","-1"
"153002771","","0","8","72","(0)","(31000033,4)","7200","-1"
"153002772","","0","8","73","(31000027,3)","(31130408,4)","7300","0"
"153002773","","0","8","74","(0)","(31000030,4)","7400","-1"
"153002774","","0","8","75","(31010176,30)","(31000176,3)","7500","0"
"153002775","","0","8","76","(0)","(31020005,5)","7600","-1"
"153002776","","0","8","77","(0)","(31140132,15)","7700","-1"
"153002777","","0","8","78","(31020002,2)","(31000034,4)","7800","0"
"153002778","","0","8","79","(0)","(31010044,5)","7900","-1"
"153002779","","0","8","80","(31000176,1)","(31130415,1)","8000","1"
"153002780","","0","8","81","(31020001,5)","(31110103,3)","8100","0"
"153002781","","0","8","82","(31010176,30)","(31000035,4)","8200","0"
"153002782","","0","8","83","(0)","(31000105,15)","8300","-1"
"153002783","","0","8","84","(0)","(31000099,15)","8400","-1"
"153002784","","0","8","85","(31061002,3)","(31000034,4)","8500","0"
"153002785","","0","8","86","(0)","(31010107,25)","8600","-1"
"153002786","","0","8","87","(31010176,50)","(31010044,5)","8700","0"
"153002787","","0","8","88","(0)","(31059001,3)","8800","-1"
"153002788","","0","8","89","(0)","(31000091,2)","8900","-1"
"153002789","","0","8","90","(31102505,1)","(31090171,1)","9000","1"
"153002790","","0","8","91","(0)","(31110003,3)","9100","-1"
"153002791","","0","8","92","(31000106,5)","(31000033,4)","9200","0"
"153002792","","0","8","93","(0)","(31000031,4)","9300","-1"
"153002793","","0","8","94","(0)","(31000012,2)","9400","-1"
"153002794","","0","8","95","(31010176,50)","(31000037,4)","9500","0"
"153002795","","0","8","96","(0)","(31000096,2)","9600","-1"
"153002796","","0","8","97","(31000178,1)","(31000099,15)","9700","0"
"153002797","","0","8","98","(0)","(31130462,2)","9800","-1"
"153002798","","0","8","99","(0)","(31010044,5)","9900","-1"
"153002799","","0","8","100","(31102510,1)","(31090172,1)","10000","1"
"153002800","90111000","0","9","1","(31041033,2)","(31131114,1)","100","1"
"153002801","","0","9","2","(31020004,10)","(31020003,15)","200","0"
"153002802","","0","9","3","(0)","(31020002,8)","300","-1"
"153002803","","0","9","4","(31010176,20)","(31010043,8)","400","0"
"153002804","","0","9","5","(31020007,10)","(31020008,15)","500","0"
"153002805","","0","9","6","(0)","(31000028,15)","600","-1"
"153002806","","0","9","7","(31010176,20)","(31000004,3)","700","0"
"153002807","","0","9","8","(0)","(31000040,25)","800","-1"
"153002808","","0","9","9","(31020061,2)","(31010107,15)","900","0"
"153002809","","0","9","10","(31059001,2)","(31141057,10)","1000","1"
"153002810","","0","9","11","(0)","(31010044,5)","1100","-1"
"153002811","","0","9","12","(31000040,10)","(31000029,8)","1200","0"
"153002812","","0","9","13","(0)","(31000086,15)","1300","-1"
"153002813","","0","9","14","(31020004,20)","(31000105,15)","1400","0"
"153002814","","0","9","15","(0)","(31020061,4)","1500","-1"
"153002815","","0","9","16","(31010176,20)","(31000005,3)","1600","0"
"153002816","","0","9","17","(31020003,3)","(31000012,2)","1700","0"
"153002817","","0","9","18","(31010043,5)","(31000027,8)","1800","0"
"153002818","","0","9","19","(0)","(31000094,3)","1900","-1"
"153002819","","0","9","20","(31102206,2)","(31010176,900)","2000","1"
"153002820","","0","9","21","(31000029,2)","(31000099,15)","2100","0"
"153002821","","0","9","22","(0)","(31059001,3)","2200","-1"
"153002822","","0","9","23","(31010176,20)","(31020061,4)","2300","0"
"153002823","","0","9","24","(31000105,10)","(31000105,15)","2400","0"
"153002824","","0","9","25","(0)","(31020001,15)","2500","-1"
"153002825","","0","9","26","(31110101,5)","(31010043,15)","2600","0"
"153002826","","0","9","27","(0)","(31000106,8)","2700","-1"
"153002827","","0","9","28","(31010176,20)","(31131129,8)","2800","0"
"153002828","","0","9","29","(0)","(31000095,3)","2900","-1"
"153002829","","0","9","30","(31130339,1)","(31131114,1)","3000","1"
"153002830","","0","9","31","(0)","(31000012,2)","3100","-1"
"153002831","","0","9","32","(31110001,5)","(31000096,2)","3200","0"
"153002832","","0","9","33","(31010043,5)","(31000030,4)","3300","0"
"153002833","","0","9","34","(0)","(31000112,2)","3400","-1"
"153002834","","0","9","35","(31010176,30)","(31000099,15)","3500","0"
"153002835","","0","9","36","(31020008,10)","(31130337,4)","3600","0"
"153002836","","0","9","37","(0)","(31000099,15)","3700","-1"
"153002837","","0","9","38","(31020061,4)","(31000031,4)","3800","0"
"153002838","","0","9","39","(0)","(31130462,2)","3900","-1"
"153002839","","0","9","40","(31010044,2)","(31010176,900)","4000","1"
"153002840","","0","9","41","(0)","(31020005,6)","4100","-1"
"153002841","","0","9","42","(31000099,10)","(31020008,15)","4200","0"
"153002842","","0","9","43","(0)","(31010044,3)","4300","-1"
"153002843","","0","9","44","(31010176,30)","(31061003,2)","4400","0"
"153002844","","0","9","45","(0)","(31000029,8)","4500","-1"
"153002845","","0","9","46","(31000012,1)","(31000112,2)","4600","0"
"153002846","","0","9","47","(0)","(31000099,15)","4700","-1"
"153002847","","0","9","48","(31000028,10)","(31020061,6)","4800","0"
"153002848","","0","9","49","(0)","(31020008,15)","4900","-1"
"153002849","","0","9","50","(31102246,1)","(31141058,5)","5000","1"
"153002850","","0","9","51","(0)","(31010043,15)","5100","-1"
"153002851","","0","9","52","(0)","(31140132,15)","5200","-1"
"153002852","","0","9","53","(31000029,5)","(31000037,4)","5300","0"
"153002853","","0","9","54","(31010176,30)","(31000033,4)","5400","0"
"153002854","","0","9","55","(0)","(31020005,4)","5500","-1"
"153002855","","0","9","56","(31061003,2)","(31010107,15)","5600","0"
"153002856","","0","9","57","(0)","(31000032,4)","5700","-1"
"153002857","","0","9","58","(31000105,5)","(31020001,15)","5800","0"
"153002858","","0","9","59","(0)","(31010044,5)","5900","-1"
"153002859","","0","9","60","(31130463,1)","(31010176,900)","6000","1"
"153002860","","0","9","61","(0)","(31020061,6)","6100","-1"
"153002861","","0","9","62","(31020061,3)","(31000031,4)","6200","0"
"153002862","","0","9","63","(0)","(31000012,2)","6300","-1"
"153002863","","0","9","64","(31020002,5)","(31000090,3)","6400","0"
"153002864","","0","9","65","(31010176,30)","(31000105,15)","6500","0"
"153002865","","0","9","66","(0)","(31000034,4)","6600","-1"
"153002866","","0","9","67","(31020008,10)","(31061003,4)","6700","0"
"153002867","","0","9","68","(0)","(31000036,4)","6800","-1"
"153002868","","0","9","69","(31000178,1)","(31010044,5)","6900","0"
"153002869","","0","9","70","(31131129,5)","(31090538,1)","7000","1"
"153002870","","0","9","71","(0)","(31000099,15)","7100","-1"
"153002871","","0","9","72","(0)","(31000033,4)","7200","-1"
"153002872","","0","9","73","(31000027,3)","(31130408,4)","7300","0"
"153002873","","0","9","74","(0)","(31000030,4)","7400","-1"
"153002874","","0","9","75","(31010176,30)","(31000176,3)","7500","0"
"153002875","","0","9","76","(0)","(31020005,5)","7600","-1"
"153002876","","0","9","77","(0)","(31140132,15)","7700","-1"
"153002877","","0","9","78","(31020002,2)","(31000034,4)","7800","0"
"153002878","","0","9","79","(0)","(31010044,5)","7900","-1"
"153002879","","0","9","80","(31000176,1)","(31130415,1)","8000","1"
"153002880","","0","9","81","(31020001,5)","(31110103,3)","8100","0"
"153002881","","0","9","82","(31010176,30)","(31000035,4)","8200","0"
"153002882","","0","9","83","(0)","(31000105,15)","8300","-1"
"153002883","","0","9","84","(0)","(31000099,15)","8400","-1"
"153002884","","0","9","85","(31061002,3)","(31000034,4)","8500","0"
"153002885","","0","9","86","(0)","(31010107,25)","8600","-1"
"153002886","","0","9","87","(31010176,50)","(31010044,5)","8700","0"
"153002887","","0","9","88","(0)","(31059001,3)","8800","-1"
"153002888","","0","9","89","(0)","(31000091,2)","8900","-1"
"153002889","","0","9","90","(31102505,1)","(31090171,1)","9000","1"
"153002890","","0","9","91","(0)","(31110003,3)","9100","-1"
"153002891","","0","9","92","(31000106,5)","(31000033,4)","9200","0"
"153002892","","0","9","93","(0)","(31000031,4)","9300","-1"
"153002893","","0","9","94","(0)","(31000012,2)","9400","-1"
"153002894","","0","9","95","(31010176,50)","(31000037,4)","9500","0"
"153002895","","0","9","96","(0)","(31000096,2)","9600","-1"
"153002896","","0","9","97","(31000178,1)","(31000099,15)","9700","0"
"153002897","","0","9","98","(0)","(31130462,2)","9800","-1"
"153002898","","0","9","99","(0)","(31010044,5)","9900","-1"
"153002899","","0","9","100","(31102510,1)","(31090172,1)","10000","1"
"153002900","90111000","0","10","1","(31041033,2)","(31131114,1)","100","1"
"153002901","","0","10","2","(31020004,10)","(31020003,15)","200","0"
"153002902","","0","10","3","(0)","(31020002,8)","300","-1"
"153002903","","0","10","4","(31010176,20)","(31010043,8)","400","0"
"153002904","","0","10","5","(31020007,10)","(31020008,15)","500","0"
"153002905","","0","10","6","(0)","(31000028,15)","600","-1"
"153002906","","0","10","7","(31010176,20)","(31000004,3)","700","0"
"153002907","","0","10","8","(0)","(31000040,25)","800","-1"
"153002908","","0","10","9","(31020061,2)","(31010107,15)","900","0"
"153002909","","0","10","10","(31059001,2)","(31141057,10)","1000","1"
"153002910","","0","10","11","(0)","(31010044,5)","1100","-1"
"153002911","","0","10","12","(31000040,10)","(31000029,8)","1200","0"
"153002912","","0","10","13","(0)","(31000086,15)","1300","-1"
"153002913","","0","10","14","(31020004,20)","(31000105,15)","1400","0"
"153002914","","0","10","15","(0)","(31020061,4)","1500","-1"
"153002915","","0","10","16","(31010176,20)","(31000005,3)","1600","0"
"153002916","","0","10","17","(31020003,3)","(31000012,2)","1700","0"
"153002917","","0","10","18","(31010043,5)","(31000027,8)","1800","0"
"153002918","","0","10","19","(0)","(31000094,3)","1900","-1"
"153002919","","0","10","20","(31102206,2)","(31010176,900)","2000","1"
"153002920","","0","10","21","(31000029,2)","(31000099,15)","2100","0"
"153002921","","0","10","22","(0)","(31059001,3)","2200","-1"
"153002922","","0","10","23","(31010176,20)","(31020061,4)","2300","0"
"153002923","","0","10","24","(31000105,10)","(31000105,15)","2400","0"
"153002924","","0","10","25","(0)","(31020001,15)","2500","-1"
"153002925","","0","10","26","(31110101,5)","(31010043,15)","2600","0"
"153002926","","0","10","27","(0)","(31000106,8)","2700","-1"
"153002927","","0","10","28","(31010176,20)","(31131129,8)","2800","0"
"153002928","","0","10","29","(0)","(31000095,3)","2900","-1"
"153002929","","0","10","30","(31130339,1)","(31131114,1)","3000","1"
"153002930","","0","10","31","(0)","(31000012,2)","3100","-1"
"153002931","","0","10","32","(31110001,5)","(31000096,2)","3200","0"
"153002932","","0","10","33","(31010043,5)","(31000030,4)","3300","0"
"153002933","","0","10","34","(0)","(31000112,2)","3400","-1"
"153002934","","0","10","35","(31010176,30)","(31000099,15)","3500","0"
"153002935","","0","10","36","(31020008,10)","(31130337,4)","3600","0"
"153002936","","0","10","37","(0)","(31000099,15)","3700","-1"
"153002937","","0","10","38","(31020061,4)","(31000031,4)","3800","0"
"153002938","","0","10","39","(0)","(31130462,2)","3900","-1"
"153002939","","0","10","40","(31010044,2)","(31010176,900)","4000","1"
"153002940","","0","10","41","(0)","(31020005,6)","4100","-1"
"153002941","","0","10","42","(31000099,10)","(31020008,15)","4200","0"
"153002942","","0","10","43","(0)","(31010044,3)","4300","-1"
"153002943","","0","10","44","(31010176,30)","(31061003,2)","4400","0"
"153002944","","0","10","45","(0)","(31000029,8)","4500","-1"
"153002945","","0","10","46","(31000012,1)","(31000112,2)","4600","0"
"153002946","","0","10","47","(0)","(31000099,15)","4700","-1"
"153002947","","0","10","48","(31000028,10)","(31020061,6)","4800","0"
"153002948","","0","10","49","(0)","(31020008,15)","4900","-1"
"153002949","","0","10","50","(31102246,1)","(31141058,5)","5000","1"
"153002950","","0","10","51","(0)","(31010043,15)","5100","-1"
"153002951","","0","10","52","(0)","(31140132,15)","5200","-1"
"153002952","","0","10","53","(31000029,5)","(31000037,4)","5300","0"
"153002953","","0","10","54","(31010176,30)","(31000033,4)","5400","0"
"153002954","","0","10","55","(0)","(31020005,4)","5500","-1"
"153002955","","0","10","56","(31061003,2)","(31010107,15)","5600","0"
"153002956","","0","10","57","(0)","(31000032,4)","5700","-1"
"153002957","","0","10","58","(31000105,5)","(31020001,15)","5800","0"
"153002958","","0","10","59","(0)","(31010044,5)","5900","-1"
"153002959","","0","10","60","(31130463,1)","(31010176,900)","6000","1"
"153002960","","0","10","61","(0)","(31020061,6)","6100","-1"
"153002961","","0","10","62","(31020061,3)","(31000031,4)","6200","0"
"153002962","","0","10","63","(0)","(31000012,2)","6300","-1"
"153002963","","0","10","64","(31020002,5)","(31000090,3)","6400","0"
"153002964","","0","10","65","(31010176,30)","(31000105,15)","6500","0"
"153002965","","0","10","66","(0)","(31000034,4)","6600","-1"
"153002966","","0","10","67","(31020008,10)","(31061003,4)","6700","0"
"153002967","","0","10","68","(0)","(31000036,4)","6800","-1"
"153002968","","0","10","69","(31000178,1)","(31010044,5)","6900","0"
"153002969","","0","10","70","(31131129,5)","(31090538,1)","7000","1"
