"AttributeId","ClassType","Level","NextLevelExp","MoveSpeedForce","MaxBagCount","EnergyBackValue","EnergyBackTime","EnergyMax","RandomItem","SpecialRandomItem","RandomTreasure","AttPermanent","SkillCount","PassiveSkillCount","SpriteCount","AttArray","BaseExp","BaseCoin","DailyMissionLibrary","AgainstMissionLibrary","TargetGsValue","TalentNum","AddPoints","MeditationExpAddition","MeditationStandardGs","PureHurtAttArray","MarryMissionLibrary","ReplyEnergy"
"21020173","3","173","3540","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4020,0,1,4,5,500,0,1,4,6,502,0,1,4,7,1255,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","41","16000010","16000067","695290","1","0","0.6","278120","(3,43,0,0.029,1)","16002004","10"
"21020174","3","174","3560","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4052,0,1,4,5,504,0,1,4,6,506,0,1,4,7,1265,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","41","16000010","16000067","701940","1","0","0.6","280780","(3,43,0,0.0294,1)","16002004","10"
"21020175","3","175","3580","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4084,0,1,4,5,508,0,1,4,6,510,0,1,4,7,1275,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","41","16000010","16000067","708580","1","0","0.6","283440","(3,43,0,0.0296,1)","16002004","10"
"21020176","3","176","3600","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4116,0,1,4,5,512,0,1,4,6,514,0,1,4,7,1285,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","41","16000010","16000067","715230","1","0","0.6","286090","(3,43,0,0.0298,1)","16002004","10"
"21020177","3","177","3620","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4148,0,1,4,5,516,0,1,4,6,518,0,1,4,7,1295,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","41","16000010","16000067","721880","1","0","0.6","288750","(3,43,0,0.0302,1)","16002004","10"
"21020178","3","178","3640","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4180,0,1,4,5,520,0,1,4,6,522,0,1,4,7,1305,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","41","16000010","16000067","728520","1","0","0.6","291410","(3,43,0,0.0304,1)","16002004","10"
"21020179","3","179","3660","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4212,0,1,4,5,524,0,1,4,6,526,0,1,4,7,1315,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","41","16000010","16000067","735170","1","0","0.6","294070","(3,43,0,0.0308,1)","16002004","10"
"21020180","3","180","3680","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4244,0,1,4,5,528,0,1,4,6,530,0,1,4,7,1325,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","41","16000010","16000067","764470","1","0","0.6","305790","(3,43,0,0.0312,1)","16002004","10"
"21020181","3","181","3700","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4276,0,1,4,5,532,0,1,4,6,534,0,1,4,7,1335,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","41","16000011","16000068","771310","1","0","0.6","308530","(3,43,0,0.0316,1)","16002005","10"
"21020182","3","182","3720","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4308,0,1,4,5,536,0,1,4,6,538,0,1,4,7,1345,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","41","16000011","16000068","778160","1","0","0.6","311270","(3,43,0,0.0318,1)","16002005","10"
"21020183","3","183","3740","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4340,0,1,4,5,540,0,1,4,6,542,0,1,4,7,1355,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","41","16000011","16000068","785010","1","0","0.6","314010","(3,43,0,0.0322,1)","16002005","10"
"21020184","3","184","3760","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4372,0,1,4,5,544,0,1,4,6,546,0,1,4,7,1365,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","41","16000011","16000068","791860","1","0","0.6","316750","(3,43,0,0.0324,1)","16002005","10"
"21020185","3","185","3780","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4404,0,1,4,5,548,0,1,4,6,550,0,1,4,7,1375,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000068","798710","1","0","0.6","319490","(3,43,0,0.0326,1)","16002005","10"
"21020186","3","186","3800","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4436,0,1,4,5,552,0,1,4,6,554,0,1,4,7,1385,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000068","805560","1","0","0.6","322230","(3,43,0,0.033,1)","16002005","10"
"21020187","3","187","3820","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4468,0,1,4,5,556,0,1,4,6,558,0,1,4,7,1395,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000068","812410","1","0","0.6","324970","(3,43,0,0.0332,1)","16002005","10"
"21020188","3","188","3840","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4500,0,1,4,5,560,0,1,4,6,562,0,1,4,7,1405,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000068","819250","1","0","0.6","327700","(3,43,0,0.0336,1)","16002005","10"
"21020189","3","189","3860","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4532,0,1,4,5,564,0,1,4,6,566,0,1,4,7,1415,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000068","826100","1","0","0.6","330440","(3,43,0,0.0338,1)","16002005","10"
"21020190","3","190","3880","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4564,0,1,4,5,568,0,1,4,6,570,0,1,4,7,1425,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000068","857630","1","0","0.6","343060","(3,43,0,0.0344,1)","16002005","10"
"21020191","3","191","3900","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4596,0,1,4,5,572,0,1,4,6,574,0,1,4,7,1435,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000069","864690","1","0","0.6","345880","(3,43,0,0.0346,1)","16002006","10"
"21020192","3","192","3920","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4628,0,1,4,5,576,0,1,4,6,578,0,1,4,7,1445,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000069","871740","1","0","0.6","348700","(3,43,0,0.035,1)","16002006","10"
"21020193","3","193","3940","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4660,0,1,4,5,580,0,1,4,6,582,0,1,4,7,1455,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000069","878790","1","0","0.6","351520","(3,43,0,0.0352,1)","16002006","10"
"21020194","3","194","3960","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4692,0,1,4,5,584,0,1,4,6,586,0,1,4,7,1465,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000069","885840","1","0","0.6","354340","(3,43,0,0.0356,1)","16002006","10"
"21020195","3","195","3980","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4724,0,1,4,5,588,0,1,4,6,590,0,1,4,7,1475,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000069","892890","1","0","0.6","357160","(3,43,0,0.0358,1)","16002006","10"
"21020196","3","196","4000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4756,0,1,4,5,592,0,1,4,6,594,0,1,4,7,1485,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000069","899940","1","0","0.6","359980","(3,43,0,0.036,1)","16002006","10"
"21020197","3","197","4020","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4788,0,1,4,5,596,0,1,4,6,598,0,1,4,7,1495,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000069","906990","1","0","0.6","362800","(3,43,0,0.0364,1)","16002006","10"
"21020198","3","198","4040","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4820,0,1,4,5,600,0,1,4,6,602,0,1,4,7,1505,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000069","914050","1","0","0.6","365620","(3,43,0,0.0366,1)","16002006","10"
"21020199","3","199","4060","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4852,0,1,4,5,604,0,1,4,6,606,0,1,4,7,1515,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000069","921100","1","0","0.6","368440","(3,43,0,0.037,1)","16002006","10"
"21020200","3","200","4080","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,220,2,220,3,220,4,220)","3","5","5","(4,31,600,0,1,4,8,4884,0,1,4,5,608,0,1,4,6,610,0,1,4,7,1525,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","42","16000011","16000069","937050","1","0","0.6","374820","(3,43,0,0.0376,1)","16002006","10"
"21020201","3","201","4100","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,360,2,360,3,360,4,360)","3","5","5","(4,31,600,0,1,4,8,4932,0,1,4,5,614,0,1,4,6,616,0,1,4,7,1540,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","43","16000012","16000070","950580","10","0","0.6","380230","(3,43,0,0.0382,1)","16002007","10"
"21020202","3","202","4120","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,360,2,360,3,360,4,360)","3","5","5","(4,31,600,0,1,4,8,4980,0,1,4,5,620,0,1,4,6,622,0,1,4,7,1555,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","43","16000012","16000070","964570","1","0","0.6","385830","(3,43,0,0.0386,1)","16002007","10"
"21020203","3","203","4140","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,360,2,360,3,360,4,360)","3","5","5","(4,31,600,0,1,4,8,5028,0,1,4,5,626,0,1,4,6,628,0,1,4,7,1570,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","43","16000012","16000070","978570","1","0","0.6","391430","(3,43,0,0.0392,1)","16002007","10"
"21020204","3","204","4160","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,360,2,360,3,360,4,360)","3","5","5","(4,31,600,0,1,4,8,5076,0,1,4,5,632,0,1,4,6,634,0,1,4,7,1585,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","43","16000012","16000070","992560","1","0","0.6","397030","(3,43,0,0.0398,1)","16002007","10"
