"AttributeId","UpgradeCost","RecoveryReward","DiamondRecoveryMoney","DiamondRecoveryCost"
"69014048","(26,6030)","(26,151272)","(26,189090)","(4,1816)"
"69014049","(26,6120)","(26,156096)","(26,195120)","(4,1913)"
"69014050","(26,6210)","(26,160992)","(26,201240)","(4,2013)"
"69014051","(26,6300)","(26,165960)","(26,207450)","(4,2116)"
"69014052","(26,6390)","(26,171000)","(26,213750)","(4,2223)"
"69014053","(26,6480)","(26,176112)","(26,220140)","(4,2334)"
"69014054","(26,6570)","(26,181296)","(26,226620)","(4,2448)"
"69014055","(26,6660)","(26,186552)","(26,233190)","(4,2566)"
"69014056","(26,6750)","(26,191880)","(26,239850)","(4,2687)"
"69014057","(26,6840)","(26,197280)","(26,246600)","(4,2812)"
"69014058","(26,6930)","(26,202752)","(26,253440)","(4,2940)"
"69014059","(26,7020)","(26,208296)","(26,260370)","(4,3073)"
"69014060","(26,7110)","(26,213912)","(26,267390)","(4,3209)"
"69014061","(26,7200)","(26,219600)","(26,274500)","(4,3349)"
"69014062","(26,7290)","(26,225360)","(26,281700)","(4,3494)"
"69014063","(26,7380)","(26,231192)","(26,288990)","(4,3642)"
"69014064","(26,7470)","(26,237096)","(26,296370)","(4,3794)"
"69014065","(26,7560)","(26,243072)","(26,303840)","(4,3950)"
"69014066","(26,7650)","(26,249120)","(26,311400)","(4,4111)"
"69014067","(26,7740)","(26,255240)","(26,319050)","(4,4276)"
"69014068","(26,7830)","(26,261432)","(26,326790)","(4,4445)"
"69014069","(26,7920)","(26,267696)","(26,334620)","(4,4618)"
"69014070","(26,8010)","(26,274032)","(26,342540)","(4,4796)"
"69014071","(26,8100)","(26,280440)","(26,350550)","(4,4978)"
"69014072","(26,8190)","(26,286920)","(26,358650)","(4,5165)"
"69014073","(26,8280)","(26,293472)","(26,366840)","(4,5356)"
"69014074","(26,8370)","(26,300096)","(26,375120)","(4,5552)"
"69014075","(26,8460)","(26,306792)","(26,383490)","(4,5753)"
"69014076","(26,8550)","(26,313560)","(26,391950)","(4,5958)"
"69014077","(26,8640)","(26,320400)","(26,400500)","(4,6168)"
"69014078","(26,8730)","(26,327312)","(26,409140)","(4,6383)"
"69014079","(26,8820)","(26,334296)","(26,417870)","(4,6603)"
"69014080","(26,8910)","(26,341352)","(26,426690)","(4,6828)"
"69014081","(26,9000)","(26,348480)","(26,435600)","(4,7057)"
"69014082","(26,9090)","(26,355680)","(26,444600)","(4,7292)"
"69014083","(26,9180)","(26,362952)","(26,453690)","(4,7532)"
"69014084","(26,9270)","(26,370296)","(26,462870)","(4,7777)"
"69014085","(26,9360)","(26,377712)","(26,472140)","(4,8027)"
"69014086","(26,9450)","(26,385200)","(26,481500)","(4,8282)"
"69014087","(26,9540)","(26,392760)","(26,490950)","(4,8543)"
"69014088","(26,9630)","(26,400392)","(26,500490)","(4,8809)"
"69014089","(26,9720)","(26,408096)","(26,510120)","(4,9081)"
"69014090","(26,9810)","(26,415872)","(26,519840)","(4,9358)"
"69014091","(26,9900)","(26,423720)","(26,529650)","(4,9640)"
"69014092","(26,9990)","(26,431640)","(26,539550)","(4,9928)"
"69014093","(26,10080)","(26,439632)","(26,549540)","(4,10222)"
"69014094","(26,10170)","(26,447696)","(26,559620)","(4,10521)"
"69014095","(26,10260)","(26,455832)","(26,569790)","(4,10827)"
"69014096","(26,10350)","(26,464040)","(26,580050)","(4,11137)"
"69014097","(26,10440)","(26,472320)","(26,590400)","(4,11454)"
"69014098","(26,10530)","(26,480672)","(26,600840)","(4,11777)"
"69014099","(26,10620)","(26,489096)","(26,611370)","(4,12106)"
"69014100","(26,10620)","(26,497592)","(26,621990)","(4,12440)"
"69014101","(26,10620)","(26,506088)","(26,632610)","(4,12776)"
"69014102","(26,10620)","(26,514584)","(26,643230)","(4,13118)"
"69014103","(26,10620)","(26,523080)","(26,653850)","(4,13465)"
"69014104","(26,10620)","(26,531576)","(26,664470)","(4,13818)"
"69014105","(26,10620)","(26,540072)","(26,675090)","(4,14176)"
"69014106","(26,10620)","(26,548568)","(26,685710)","(4,14540)"
"69014107","(26,10620)","(26,557064)","(26,696330)","(4,14910)"
"69014108","(26,10620)","(26,565560)","(26,706950)","(4,15285)"
"69014109","(26,10620)","(26,574056)","(26,717570)","(4,15666)"
"69014110","(26,10620)","(26,582552)","(26,728190)","(4,16053)"
"69014111","(26,10620)","(26,591048)","(26,738810)","(4,16446)"
"69014112","(26,10620)","(26,599544)","(26,749430)","(4,16845)"
"69014113","(26,10620)","(26,608040)","(26,760050)","(4,17250)"
"69014114","(26,10620)","(26,616536)","(26,770670)","(4,17661)"
"69014115","(26,10620)","(26,625032)","(26,781290)","(4,18078)"
"69014116","(26,10620)","(26,633528)","(26,791910)","(4,18501)"
"69014117","(26,10620)","(26,642024)","(26,802530)","(4,18930)"
"69014118","(26,10620)","(26,650520)","(26,813150)","(4,19365)"
"69014119","(26,10620)","(26,659016)","(26,823770)","(4,19806)"
"69014120","(26,10620)","(26,667512)","(26,834390)","(4,20253)"
"69014121","(26,10620)","(26,676008)","(26,845010)","(4,20706)"
"69014122","(26,10620)","(26,684504)","(26,855630)","(4,21165)"
"69014123","(26,10620)","(26,693000)","(26,866250)","(4,21631)"
"69014124","(26,10620)","(26,701496)","(26,876870)","(4,22103)"
"69014125","(26,10620)","(26,709992)","(26,887490)","(4,22581)"
"69014126","(26,10620)","(26,718488)","(26,898110)","(4,23066)"
"69014127","(26,10620)","(26,726984)","(26,908730)","(4,23557)"
"69014128","(26,10620)","(26,735480)","(26,919350)","(4,24054)"
"69014129","(26,10620)","(26,743976)","(26,929970)","(4,24558)"
"69014130","(26,10620)","(26,752472)","(26,940590)","(4,25068)"
"69014131","(26,10620)","(26,760968)","(26,951210)","(4,25585)"
"69014132","(26,10620)","(26,769464)","(26,961830)","(4,26108)"
"69014133","(26,10620)","(26,777960)","(26,972450)","(4,26638)"
"69014134","(26,10620)","(26,786456)","(26,983070)","(4,27175)"
"69014135","(26,10620)","(26,794952)","(26,993690)","(4,27718)"
"69014136","(26,10620)","(26,803448)","(26,1004310)","(4,28268)"
"69014137","(26,10620)","(26,811944)","(26,1014930)","(4,28825)"
"69014138","(26,10620)","(26,820440)","(26,1025550)","(4,29389)"
"69014139","(26,10620)","(26,828936)","(26,1036170)","(4,29959)"
"69014140","(26,10620)","(26,837432)","(26,1046790)","(4,30536)"
"69014141","(26,10620)","(26,845928)","(26,1057410)","(4,31120)"
"69014142","(26,10620)","(26,854424)","(26,1068030)","(4,31711)"
"69014143","(26,10620)","(26,862920)","(26,1078650)","(4,32309)"
"69014144","(26,10620)","(26,871416)","(26,1089270)","(4,32914)"
"69014145","(26,10620)","(26,879912)","(26,1099890)","(4,33526)"
"69014146","(26,10620)","(26,888408)","(26,1110510)","(4,34145)"
"69014147","(26,10620)","(26,896904)","(26,1121130)","(4,34771)"
"69014148","(26,10620)","(26,905400)","(26,1131750)","(4,35404)"
"69014149","(26,10620)","(26,913896)","(26,1142370)","(4,36044)"
"69014150","(26,10620)","(26,922392)","(26,1152990)","(4,36691)"
"69014151","(26,10620)","(26,930888)","(26,1163610)","(4,37346)"
"69014152","(26,10620)","(26,939384)","(26,1174230)","(4,38008)"
"69014153","(26,10620)","(26,947880)","(26,1184850)","(4,38677)"
"69014154","(26,10620)","(26,956376)","(26,1195470)","(4,39353)"
"69014155","(26,10620)","(26,964872)","(26,1206090)","(4,40037)"
"69014156","(26,10620)","(26,973368)","(26,1216710)","(4,40728)"
"69014157","(26,10620)","(26,981864)","(26,1227330)","(4,41427)"
"69014158","(26,10620)","(26,990360)","(26,1237950)","(4,42133)"
"69014159","(26,10620)","(26,998856)","(26,1248570)","(4,42846)"
"69014160","(26,10620)","(26,1007352)","(26,1259190)","(4,43567)"
"69014161","(26,10620)","(26,1015848)","(26,1269810)","(4,44296)"
"69014162","(26,10620)","(26,1024344)","(26,1280430)","(4,45032)"
"69014163","(26,10620)","(26,1032840)","(26,1291050)","(4,45776)"
"69014164","(26,10620)","(26,1041336)","(26,1301670)","(4,46527)"
"69014165","(26,10620)","(26,1049832)","(26,1312290)","(4,47286)"
"69014166","(26,10620)","(26,1058328)","(26,1322910)","(4,48053)"
"69014167","(26,10620)","(26,1066824)","(26,1333530)","(4,48827)"
"69014168","(26,10620)","(26,1075320)","(26,1344150)","(4,49609)"
"69014169","(26,10620)","(26,1083816)","(26,1354770)","(4,50399)"
"69014170","(26,10620)","(26,1092312)","(26,1365390)","(4,51197)"
"69014171","(26,10620)","(26,1100808)","(26,1376010)","(4,52003)"
"69014172","(26,10620)","(26,1109304)","(26,1386630)","(4,52816)"
"69014173","(26,10620)","(26,1117800)","(26,1397250)","(4,53637)"
"69014174","(26,10620)","(26,1126296)","(26,1407870)","(4,54466)"
"69014175","(26,10620)","(26,1134792)","(26,1418490)","(4,55303)"
"69014176","(26,10620)","(26,1143288)","(26,1429110)","(4,56148)"
"69014177","(26,10620)","(26,1151784)","(26,1439730)","(4,57001)"
"69014178","(26,10620)","(26,1160280)","(26,1450350)","(4,57862)"
"69014179","(26,10620)","(26,1168776)","(26,1460970)","(4,58732)"
"69014180","(26,10620)","(26,1177272)","(26,1471590)","(4,59610)"
"69014181","(26,10620)","(26,1185768)","(26,1482210)","(4,60496)"
"69014182","(26,10620)","(26,1194264)","(26,1492830)","(4,61390)"
"69014183","(26,10620)","(26,1202760)","(26,1503450)","(4,62292)"
"69014184","(26,10620)","(26,1211256)","(26,1514070)","(4,63202)"
"69014185","(26,10620)","(26,1219752)","(26,1524690)","(4,64121)"
"69014186","(26,10620)","(26,1228248)","(26,1535310)","(4,65048)"
"69014187","(26,10620)","(26,1236744)","(26,1545930)","(4,65983)"
"69014188","(26,10620)","(26,1245240)","(26,1556550)","(4,66927)"
"69014189","(26,10620)","(26,1253736)","(26,1567170)","(4,67879)"
"69014190","(26,10620)","(26,1262232)","(26,1577790)","(4,68840)"
"69014191","(26,10620)","(26,1270728)","(26,1588410)","(4,69809)"
"69014192","(26,10620)","(26,1279224)","(26,1599030)","(4,70787)"
"69014193","(26,10620)","(26,1287720)","(26,1609650)","(4,71773)"
"69014194","(26,10620)","(26,1296216)","(26,1620270)","(4,72768)"
"69014195","(26,10620)","(26,1304712)","(26,1630890)","(4,73771)"
"69014196","(26,10620)","(26,1313208)","(26,1641510)","(4,74783)"
"69014197","(26,10620)","(26,1321704)","(26,1652130)","(4,75804)"
"69014198","(26,10620)","(26,1330200)","(26,1662750)","(4,76833)"
"69014199","(26,10620)","(26,1338696)","(26,1673370)","(4,77871)"
"69014200","","(26,1347192)","(26,1683990)","(4,78918)"
"69015001","(26,2400)","(26,12540)","",""
"69015002","(26,2520)","(26,12540)","(26,12000)","(4,5)"
"69015003","(26,2640)","(26,15174)","(26,14520)","(4,9)"
"69015004","(26,2760)","(26,17933)","(26,17160)","(4,14)"
"69015005","(26,2880)","(26,20818)","(26,19920)","(4,20)"
"69015006","(26,3000)","(26,23828)","(26,22800)","(4,28)"
"69015007","(26,3120)","(26,26963)","(26,25800)","(4,37)"
"69015008","(26,3240)","(26,30224)","(26,28920)","(4,47)"
"69015009","(26,3360)","(26,33610)","(26,32160)","(4,58)"
"69015010","(26,3480)","(26,37121)","(26,35520)","(4,72)"
"69015011","(26,3600)","(26,40758)","(26,39000)","(4,86)"
"69015012","(26,3720)","(26,44520)","(26,42600)","(4,103)"
"69015013","(26,3840)","(26,48408)","(26,46320)","(4,121)"
"69015014","(26,3960)","(26,52421)","(26,50160)","(4,141)"
"69015015","(26,4080)","(26,56560)","(26,54120)","(4,163)"
"69015016","(26,4200)","(26,60824)","(26,58200)","(4,187)"
"69015017","(26,4320)","(26,65213)","(26,62400)","(4,213)"
"69015018","(26,4440)","(26,69728)","(26,66720)","(4,241)"
"69015019","(26,4560)","(26,74368)","(26,71160)","(4,271)"
"69015020","(26,4680)","(26,79133)","(26,75720)","(4,303)"
"69015021","(26,4800)","(26,84024)","(26,80400)","(4,338)"
"69015022","(26,4920)","(26,89040)","(26,85200)","(4,375)"
"69015023","(26,5040)","(26,94182)","(26,90120)","(4,415)"
"69015024","(26,5160)","(26,99449)","(26,95160)","(4,457)"
"69015025","(26,5280)","(26,104842)","(26,100320)","(4,502)"
"69015026","(26,5400)","(26,110360)","(26,105600)","(4,550)"
"69015027","(26,5520)","(26,116003)","(26,111000)","(4,600)"
"69015028","(26,5640)","(26,121772)","(26,116520)","(4,653)"
"69015029","(26,5760)","(26,127666)","(26,122160)","(4,709)"
"69015030","(26,5880)","(26,133685)","(26,127920)","(4,768)"
"69015031","(26,6000)","(26,139830)","(26,133800)","(4,830)"
"69015032","(26,6120)","(26,146100)","(26,139800)","(4,895)"
"69015033","(26,6240)","(26,152496)","(26,145920)","(4,964)"
"69015034","(26,6360)","(26,159017)","(26,152160)","(4,1035)"
"69015035","(26,6480)","(26,165664)","(26,158520)","(4,1110)"
"69015036","(26,6600)","(26,172436)","(26,165000)","(4,1188)"
"69015037","(26,6720)","(26,179333)","(26,171600)","(4,1270)"
"69015038","(26,6840)","(26,186356)","(26,178320)","(4,1356)"
"69015039","(26,6960)","(26,193504)","(26,185160)","(4,1445)"
"69015040","(26,7080)","(26,200777)","(26,192120)","(4,1537)"
"69015041","(26,7200)","(26,208176)","(26,199200)","(4,1634)"
"69015042","(26,7320)","(26,215700)","(26,206400)","(4,1734)"
"69015043","(26,7440)","(26,223350)","(26,213720)","(4,1838)"
"69015044","(26,7560)","(26,231125)","(26,221160)","(4,1947)"
"69015045","(26,7680)","(26,239026)","(26,228720)","(4,2059)"
"69015046","(26,7800)","(26,247052)","(26,236400)","(4,2175)"
"69015047","(26,7920)","(26,255203)","(26,244200)","(4,2296)"
"69015048","(26,8040)","(26,263480)","(26,252120)","(4,2421)"
"69015049","(26,8160)","(26,271882)","(26,260160)","(4,2550)"
"69015050","(26,8280)","(26,280409)","(26,268320)","(4,2684)"
"69015051","(26,8400)","(26,289062)","(26,276600)","(4,2822)"
"69015052","(26,8520)","(26,297840)","(26,285000)","(4,2964)"
"69015053","(26,8640)","(26,306744)","(26,293520)","(4,3112)"
"69015054","(26,8760)","(26,315773)","(26,302160)","(4,3264)"
"69015055","(26,8880)","(26,324928)","(26,310920)","(4,3421)"
"69015056","(26,9000)","(26,334208)","(26,319800)","(4,3582)"
"69015057","(26,9120)","(26,343613)","(26,328800)","(4,3749)"
"69015058","(26,9240)","(26,353144)","(26,337920)","(4,3920)"
"69015059","(26,9360)","(26,362800)","(26,347160)","(4,4097)"
"69015060","(26,9480)","(26,372581)","(26,356520)","(4,4279)"
"69015061","(26,9600)","(26,382488)","(26,366000)","(4,4466)"
"69015062","(26,9720)","(26,392520)","(26,375600)","(4,4658)"
"69015063","(26,9840)","(26,402678)","(26,385320)","(4,4856)"
"69015064","(26,9960)","(26,412961)","(26,395160)","(4,5059)"
"69015065","(26,10080)","(26,423370)","(26,405120)","(4,5267)"
"69015066","(26,10200)","(26,433904)","(26,415200)","(4,5481)"
"69015067","(26,10320)","(26,444563)","(26,425400)","(4,5701)"
"69015068","(26,10440)","(26,455348)","(26,435720)","(4,5926)"
"69015069","(26,10560)","(26,466258)","(26,446160)","(4,6158)"
"69015070","(26,10680)","(26,477293)","(26,456720)","(4,6395)"
"69015071","(26,10800)","(26,488454)","(26,467400)","(4,6638)"
"69015072","(26,10920)","(26,499740)","(26,478200)","(4,6887)"
"69015073","(26,11040)","(26,511152)","(26,489120)","(4,7142)"
"69015074","(26,11160)","(26,522689)","(26,500160)","(4,7403)"
"69015075","(26,11280)","(26,534352)","(26,511320)","(4,7670)"
"69015076","(26,11400)","(26,546140)","(26,522600)","(4,7944)"
"69015077","(26,11520)","(26,558053)","(26,534000)","(4,8224)"
"69015078","(26,11640)","(26,570092)","(26,545520)","(4,8511)"
"69015079","(26,11760)","(26,582256)","(26,557160)","(4,8804)"
"69015080","(26,11880)","(26,594545)","(26,568920)","(4,9103)"
"69015081","(26,12000)","(26,606960)","(26,580800)","(4,9409)"
"69015082","(26,12120)","(26,619500)","(26,592800)","(4,9722)"
"69015083","(26,12240)","(26,632166)","(26,604920)","(4,10042)"
"69015084","(26,12360)","(26,644957)","(26,617160)","(4,10369)"
"69015085","(26,12480)","(26,657874)","(26,629520)","(4,10702)"
"69015086","(26,12600)","(26,670916)","(26,642000)","(4,11043)"
"69015087","(26,12720)","(26,684083)","(26,654600)","(4,11391)"
"69015088","(26,12840)","(26,697376)","(26,667320)","(4,11745)"
"69015089","(26,12960)","(26,710794)","(26,680160)","(4,12107)"
"69015090","(26,13080)","(26,724337)","(26,693120)","(4,12477)"
"69015091","(26,13200)","(26,738006)","(26,706200)","(4,12853)"
"69015092","(26,13320)","(26,751800)","(26,719400)","(4,13237)"
"69015093","(26,13440)","(26,765720)","(26,732720)","(4,13629)"
"69015094","(26,13560)","(26,779765)","(26,746160)","(4,14028)"
"69015095","(26,13680)","(26,793936)","(26,759720)","(4,14435)"
"69015096","(26,13800)","(26,808232)","(26,773400)","(4,14850)"
"69015097","(26,13920)","(26,822653)","(26,787200)","(4,15272)"
"69015098","(26,14040)","(26,837200)","(26,801120)","(4,15702)"
"69015099","(26,14160)","(26,851872)","(26,815160)","(4,16141)"
"69015100","(26,14160)","(26,863200)","(26,829320)","(4,16587)"
"69015101","(26,14160)","(26,874528)","(26,843480)","(4,17039)"
"69015102","(26,14160)","(26,885856)","(26,857640)","(4,17502)"
"69015103","(26,14160)","(26,897184)","(26,871800)","(4,17975)"
"69015104","(26,14160)","(26,908512)","(26,885960)","(4,18459)"
"69015105","(26,14160)","(26,919840)","(26,900120)","(4,18952)"
"69015106","(26,14160)","(26,931168)","(26,914280)","(4,19456)"
"69015107","(26,14160)","(26,942496)","(26,928440)","(4,19971)"
"69015108","(26,14160)","(26,953824)","(26,942600)","(4,20496)"
"69015109","(26,14160)","(26,965152)","(26,956760)","(4,21032)"
"69015110","(26,14160)","(26,976480)","(26,970920)","(4,21580)"
"69015111","(26,14160)","(26,987808)","(26,985080)","(4,22139)"
"69015112","(26,14160)","(26,999136)","(26,999240)","(4,22710)"
"69015113","(26,14160)","(26,1010464)","(26,1013400)","(4,23293)"
"69015114","(26,14160)","(26,1021792)","(26,1027560)","(4,23888)"
"69015115","(26,14160)","(26,1033120)","(26,1041720)","(4,24494)"
"69015116","(26,14160)","(26,1044448)","(26,1055880)","(4,25112)"
"69015117","(26,14160)","(26,1055776)","(26,1070040)","(4,25742)"
"69015118","(26,14160)","(26,1067104)","(26,1084200)","(4,26384)"
"69015119","(26,14160)","(26,1078432)","(26,1098360)","(4,27038)"
"69015120","(26,14160)","(26,1089760)","(26,1112520)","(4,27704)"
"69015121","(26,14160)","(26,1101088)","(26,1126680)","(4,28383)"
"69015122","(26,14160)","(26,1112416)","(26,1140840)","(4,29074)"
"69015123","(26,14160)","(26,1123744)","(26,1155000)","(4,29779)"
"69015124","(26,14160)","(26,1135072)","(26,1169160)","(4,30497)"
"69015125","(26,14160)","(26,1146400)","(26,1183320)","(4,31227)"
"69015126","(26,14160)","(26,1157728)","(26,1197480)","(4,31972)"
"69015127","(26,14160)","(26,1169056)","(26,1211640)","(4,32730)"
"69015128","(26,14160)","(26,1180384)","(26,1225800)","(4,33500)"
"69015129","(26,14160)","(26,1191712)","(26,1239960)","(4,34285)"
"69015130","(26,14160)","(26,1203040)","(26,1254120)","(4,35083)"
"69015131","(26,14160)","(26,1214368)","(26,1268280)","(4,35896)"
"69015132","(26,14160)","(26,1225696)","(26,1282440)","(4,36722)"
"69015133","(26,14160)","(26,1237024)","(26,1296600)","(4,37563)"
"69015134","(26,14160)","(26,1248352)","(26,1310760)","(4,38419)"
"69015135","(26,14160)","(26,1259680)","(26,1324920)","(4,39288)"
"69015136","(26,14160)","(26,1271008)","(26,1339080)","(4,40173)"
"69015137","(26,14160)","(26,1282336)","(26,1353240)","(4,41073)"
"69015138","(26,14160)","(26,1293664)","(26,1367400)","(4,41989)"
"69015139","(26,14160)","(26,1304992)","(26,1381560)","(4,42918)"
"69015140","(26,14160)","(26,1316320)","(26,1395720)","(4,43863)"
"69015141","(26,14160)","(26,1327648)","(26,1409880)","(4,44823)"
"69015142","(26,14160)","(26,1338976)","(26,1424040)","(4,45799)"
"69015143","(26,14160)","(26,1350304)","(26,1438200)","(4,46791)"
"69015144","(26,14160)","(26,1361632)","(26,1452360)","(4,47799)"
"69015145","(26,14160)","(26,1372960)","(26,1466520)","(4,48823)"
"69015146","(26,14160)","(26,1384288)","(26,1480680)","(4,49863)"
"69015147","(26,14160)","(26,1395616)","(26,1494840)","(4,50919)"
"69015148","(26,14160)","(26,1406944)","(26,1509000)","(4,51992)"
"69015149","(26,14160)","(26,1418272)","(26,1523160)","(4,53081)"
"69015150","(26,14160)","(26,1429600)","(26,1537320)","(4,54186)"
"69015151","(26,14160)","(26,1440928)","(26,1551480)","(4,55310)"
"69015152","(26,14160)","(26,1452256)","(26,1565640)","(4,56451)"
"69015153","(26,14160)","(26,1463584)","(26,1579800)","(4,57608)"
"69015154","(26,14160)","(26,1474912)","(26,1593960)","(4,58782)"
"69015155","(26,14160)","(26,1486240)","(26,1608120)","(4,59975)"
"69015156","(26,14160)","(26,1497568)","(26,1622280)","(4,61185)"
"69015157","(26,14160)","(26,1508896)","(26,1636440)","(4,62414)"
"69015158","(26,14160)","(26,1520224)","(26,1650600)","(4,63660)"
"69015159","(26,14160)","(26,1531552)","(26,1664760)","(4,64923)"
"69015160","(26,14160)","(26,1542880)","(26,1678920)","(4,66206)"
"69015161","(26,14160)","(26,1554208)","(26,1693080)","(4,67509)"
"69015162","(26,14160)","(26,1565536)","(26,1707240)","(4,68829)"
"69015163","(26,14160)","(26,1576864)","(26,1721400)","(4,70169)"
"69015164","(26,14160)","(26,1588192)","(26,1735560)","(4,71526)"
"69015165","(26,14160)","(26,1599520)","(26,1749720)","(4,72903)"
"69015166","(26,14160)","(26,1610848)","(26,1763880)","(4,74300)"
"69015167","(26,14160)","(26,1622176)","(26,1778040)","(4,75715)"
"69015168","(26,14160)","(26,1633504)","(26,1792200)","(4,77150)"
"69015169","(26,14160)","(26,1644832)","(26,1806360)","(4,78605)"
"69015170","(26,14160)","(26,1656160)","(26,1820520)","(4,80080)"
"69015171","(26,14160)","(26,1667488)","(26,1834680)","(4,81576)"
"69015172","(26,14160)","(26,1678816)","(26,1848840)","(4,83090)"
"69015173","(26,14160)","(26,1690144)","(26,1863000)","(4,84624)"
"69015174","(26,14160)","(26,1701472)","(26,1877160)","(4,86179)"
"69015175","(26,14160)","(26,1712800)","(26,1891320)","(4,87755)"
"69015176","(26,14160)","(26,1724128)","(26,1905480)","(4,89352)"
"69015177","(26,14160)","(26,1735456)","(26,1919640)","(4,90970)"
"69015178","(26,14160)","(26,1746784)","(26,1933800)","(4,92609)"
"69015179","(26,14160)","(26,1758112)","(26,1947960)","(4,94271)"
"69015180","(26,14160)","(26,1769440)","(26,1962120)","(4,95954)"
"69015181","(26,14160)","(26,1780768)","(26,1976280)","(4,97659)"
"69015182","(26,14160)","(26,1792096)","(26,1990440)","(4,99385)"
"69015183","(26,14160)","(26,1803424)","(26,2004600)","(4,101132)"
"69015184","(26,14160)","(26,1814752)","(26,2018760)","(4,102901)"
"69015185","(26,14160)","(26,1826080)","(26,2032920)","(4,104694)"
"69015186","(26,14160)","(26,1837408)","(26,2047080)","(4,106509)"
"69015187","(26,14160)","(26,1848736)","(26,2061240)","(4,108345)"
"69015188","(26,14160)","(26,1860064)","(26,2075400)","(4,110206)"
"69015189","(26,14160)","(26,1871392)","(26,2089560)","(4,112088)"
"69015190","(26,14160)","(26,1882720)","(26,2103720)","(4,113995)"
"69015191","(26,14160)","(26,1894048)","(26,2117880)","(4,115924)"
"69015192","(26,14160)","(26,1905376)","(26,2132040)","(4,117878)"
"69015193","(26,14160)","(26,1916704)","(26,2146200)","(4,119854)"
"69015194","(26,14160)","(26,1928032)","(26,2160360)","(4,121855)"
"69015195","(26,14160)","(26,1939360)","(26,2174520)","(4,123878)"
"69015196","(26,14160)","(26,1950688)","(26,2188680)","(4,125926)"
"69015197","(26,14160)","(26,1962016)","(26,2202840)","(4,128000)"
"69015198","(26,14160)","(26,1973344)","(26,2217000)","(4,130096)"
"69015199","(26,14160)","(26,1984672)","(26,2231160)","(4,132218)"
"69015200","","(26,1996000)","(26,2245320)","(4,134365)"
"69016001","(26,3135)","(26,12540)","",""
"69016002","(26,3292)","(26,12540)","(26,15675)","(4,7)"
"69016003","(26,3449)","(26,15174)","(26,18967)","(4,12)"
"69016004","(26,3606)","(26,17933)","(26,22416)","(4,18)"
"69016005","(26,3762)","(26,20818)","(26,26022)","(4,27)"
"69016006","(26,3919)","(26,23828)","(26,29784)","(4,36)"
"69016007","(26,4076)","(26,26963)","(26,33703)","(4,48)"
"69016008","(26,4233)","(26,30224)","(26,37779)","(4,61)"
"69016009","(26,4389)","(26,33610)","(26,42012)","(4,76)"
"69016010","(26,4546)","(26,37121)","(26,46401)","(4,93)"
"69016011","(26,4703)","(26,40758)","(26,50947)","(4,113)"
"69016012","(26,4860)","(26,44520)","(26,55650)","(4,134)"
"69016013","(26,5016)","(26,48408)","(26,60510)","(4,158)"
"69016014","(26,5173)","(26,52421)","(26,65526)","(4,184)"
"69016015","(26,5330)","(26,56560)","(26,70699)","(4,213)"
"69016016","(26,5487)","(26,60824)","(26,76029)","(4,244)"
"69016017","(26,5643)","(26,65213)","(26,81516)","(4,278)"
"69016018","(26,5800)","(26,69728)","(26,87159)","(4,314)"
"69016019","(26,5957)","(26,74368)","(26,92959)","(4,354)"
"69016020","(26,6114)","(26,79133)","(26,98916)","(4,396)"
"69016021","(26,6270)","(26,84024)","(26,105030)","(4,442)"
"69016022","(26,6427)","(26,89040)","(26,111300)","(4,490)"
"69016023","(26,6584)","(26,94182)","(26,117727)","(4,542)"
"69016024","(26,6741)","(26,99449)","(26,124311)","(4,597)"
"69016025","(26,6897)","(26,104842)","(26,131052)","(4,656)"
"69016026","(26,7054)","(26,110360)","(26,137949)","(4,718)"
"69016027","(26,7211)","(26,116003)","(26,145003)","(4,783)"
"69016028","(26,7368)","(26,121772)","(26,152214)","(4,853)"
"69016029","(26,7524)","(26,127666)","(26,159582)","(4,926)"
"69016030","(26,7681)","(26,133685)","(26,167106)","(4,1003)"
"69016031","(26,7838)","(26,139830)","(26,174787)","(4,1084)"
"69016032","(26,7995)","(26,146100)","(26,182625)","(4,1169)"
"69016033","(26,8151)","(26,152496)","(26,190620)","(4,1259)"
"69016034","(26,8308)","(26,159017)","(26,198771)","(4,1352)"
"69016035","(26,8465)","(26,165664)","(26,207079)","(4,1450)"
"69016036","(26,8622)","(26,172436)","(26,215544)","(4,1552)"
"69016037","(26,8778)","(26,179333)","(26,224166)","(4,1659)"
"69016038","(26,8935)","(26,186356)","(26,232944)","(4,1771)"
"69016039","(26,9092)","(26,193504)","(26,241879)","(4,1887)"
"69016040","(26,9249)","(26,200777)","(26,250971)","(4,2008)"
"69016041","(26,9405)","(26,208176)","(26,260220)","(4,2134)"
"69016042","(26,9562)","(26,215700)","(26,269625)","(4,2265)"
"69016043","(26,9719)","(26,223350)","(26,279187)","(4,2401)"
"69016044","(26,9876)","(26,231125)","(26,288906)","(4,2543)"
"69016045","(26,10032)","(26,239026)","(26,298782)","(4,2690)"
"69016046","(26,10189)","(26,247052)","(26,308814)","(4,2842)"
"69016047","(26,10346)","(26,255203)","(26,319003)","(4,2999)"
"69016048","(26,10503)","(26,263480)","(26,329349)","(4,3162)"
"69016049","(26,10659)","(26,271882)","(26,339852)","(4,3331)"
"69016050","(26,10816)","(26,280409)","(26,350511)","(4,3506)"
"69016051","(26,10973)","(26,289062)","(26,361327)","(4,3686)"
