"AttributeId","Stage","MaxNum","Type","LogicId","Index","SubIndex","NeedLevel","NeedItem","UnLockSkillList","ResList","AttArray","ShowOffset","LocationData","ImageLocationData"
"17000312","4","20","0","31142404","12","","204","","","(91293717,91293718,91293719)","(4,8,14000,0,1,4,5,5600,0,1,4,6,6720,0,1,4,7,5600,0,1,4,9,4480,0,1,4,10,4480,0,1,4,11,1120,0,1,4,12,1120,0,1,)","3205","(3616,424)","(3780,492,300,3,-20)"
"17000313","4","20","0","31142404","13","","208","","","(91293717,91293718,91293719)","(4,8,18667,0,1,4,5,7467,0,1,4,6,8960,0,1,4,7,7467,0,1,4,9,5974,0,1,4,10,5974,0,1,4,11,1494,0,1,4,12,1494,0,1,)","3592","(4000,316)","(4128,552,300,3,45)"
"17000314","4","20","0","31142404","14","","212","","","(91293717,91293718,91293719)","(4,8,18667,0,1,4,5,7467,0,1,4,6,8960,0,1,4,7,7467,0,1,4,9,5974,0,1,4,10,5974,0,1,4,11,1494,0,1,4,12,1494,0,1,)","3840","(4312,536)","(4476,604,300,3,-20)"
"17000315","4","20","0","31142404","15","","216","","","(91293717,91293718,91293719)","(4,8,18667,0,1,4,5,7467,0,1,4,6,8960,0,1,4,7,7467,0,1,4,9,5974,0,1,4,10,5974,0,1,4,11,1494,0,1,4,12,1494,0,1,)","4234","(4688,428)","(4860,576,300,3,10)"
"17000316","4","20","0","31142404","16","","220","","","(91293717,91293718,91293719)","(4,8,18667,0,1,4,5,7467,0,1,4,6,8960,0,1,4,7,7467,0,1,4,9,5974,0,1,4,10,5974,0,1,4,11,1494,0,1,4,12,1494,0,1,)","4663","(5072,480)","(5228,548,377,3,-17)"
"17000317","4","20","0","31142404","17","","225","","","(91293717,91293718,91293719)","(4,8,23334,0,1,4,5,9334,0,1,4,6,11200,0,1,4,7,9334,0,1,4,9,7467,0,1,4,10,7467,0,1,4,11,1867,0,1,4,12,1867,0,1,)","5108","(5508,368)","(5668,436,300,3,-20)"
"17000318","4","20","0","31142404","18","","230","","","(91293717,91293718,91293719)","(4,8,23334,0,1,4,5,9334,0,1,4,6,11200,0,1,4,7,9334,0,1,4,9,7467,0,1,4,10,7467,0,1,4,11,1867,0,1,4,12,1867,0,1,)","5459","(5888,260)","(6048,328,300,3,-20)"
"17000319","4","20","0","31142404","19","","235","","","(91293717,91293718,91293719)","(4,8,23334,0,1,4,5,9334,0,1,4,6,11200,0,1,4,7,9334,0,1,4,9,7467,0,1,4,10,7467,0,1,4,11,1867,0,1,4,12,1867,0,1,)","5810","(6256,152)","(6384,372,300,3,40)"
"17000320","4","20","1","31142404","20","3","240","","(17000351,17000352,17000353)","(91293720,91293721,91293722)","","6130","(6520,284)",""
"17000331","","","2","31142404","1","","","","(26021528,26021528,26021528,26021528)","","","","",""
"17000332","","","2","31142404","1","","","(31045102,2)","(26021529,26021529,26021529,26021529)","","","","",""
"17000333","","","2","31142404","1","","","(31045102,3)","(26021530,26021530,26021530,26021530)","","","","",""
"17000341","","","2","31142404","2","","","","(26021531,26021531,26021531,26021531)","","","","",""
"17000342","","","2","31142404","2","","","(31045102,2)","(26021532,26021532,26021532,26021532)","","","","",""
"17000343","","","2","31142404","2","","","(31045102,3)","(26021533,26021533,26021533,26021533)","","","","",""
"17000351","","","2","31142404","3","","","","(26021534,26021534,26021534,26021534)","","","","",""
"17000352","","","2","31142404","3","","","(31045102,3)","(26021535,26021535,26021535,26021535)","","","","",""
"17000353","","","2","31142404","3","","","(31045102,5)","(26021536,26021536,26021536,26021536)","","","","",""
"17000401","5","20","0","31142405","1","","241","","","(91293717,91293718,91293719)","(4,8,11667,0,1,4,5,4667,0,1,4,6,5600,0,1,4,7,4667,0,1,4,9,3734,0,1,4,10,3734,0,1,4,11,934,0,1,4,12,934,0,1,)","0","(-20,212)","(112,424,270,3,42)"
"17000402","5","20","0","31142405","2","","242","","","(91293717,91293718,91293719)","(4,8,11667,0,1,4,5,4667,0,1,4,6,5600,0,1,4,7,4667,0,1,4,9,3734,0,1,4,10,3734,0,1,4,11,934,0,1,4,12,934,0,1,)","0","(264,400)","(420,572,260,3,22)"
"17000403","5","20","0","31142405","3","","243","","","(91293717,91293718,91293719)","(4,8,11667,0,1,4,5,4667,0,1,4,6,5600,0,1,4,7,4667,0,1,4,9,3734,0,1,4,10,3734,0,1,4,11,934,0,1,4,12,934,0,1,)","147","(584,496)","(712,508,300,3,-45)"
"17000404","5","20","1","31142405","4","1","245","","(17000431,17000432,17000433)","(91293723,91293724,91293725)","","453","(840,216)","(1080,360,330,3,-14)"
"17000405","5","20","0","31142405","5","","247","","","(91293717,91293718,91293719)","(4,8,23334,0,1,4,5,9334,0,1,4,6,11200,0,1,4,7,9334,0,1,4,9,7467,0,1,4,10,7467,0,1,4,11,1867,0,1,4,12,1867,0,1,)","892","(1320,200)","(1472,384,300,3,25)"
"17000406","5","20","0","31142405","6","","249","","","(91293717,91293718,91293719)","(4,8,23334,0,1,4,5,9334,0,1,4,6,11200,0,1,4,7,9334,0,1,4,9,7467,0,1,4,10,7467,0,1,4,11,1867,0,1,4,12,1867,0,1,)","1276","(1684,324)","(1816,556,300,3,45)"
"17000407","5","20","0","31142405","7","","251","","","(91293717,91293718,91293719)","(4,8,23334,0,1,4,5,9334,0,1,4,6,11200,0,1,4,7,9334,0,1,4,9,7467,0,1,4,10,7467,0,1,4,11,1867,0,1,4,12,1867,0,1,)","1590","(1996,540)","(2128,552,300,3,-45)"
"17000408","5","20","0","31142405","8","","253","","","(91293717,91293718,91293719)","(4,8,23334,0,1,4,5,9334,0,1,4,6,11200,0,1,4,7,9334,0,1,4,9,7467,0,1,4,10,7467,0,1,4,11,1867,0,1,4,12,1867,0,1,)","1943","(2300,324)","(2428,552,300,3,45)"
"17000409","5","20","0","31142405","9","","255","","","(91293717,91293718,91293719)","(4,8,23334,0,1,4,5,9334,0,1,4,6,11200,0,1,4,7,9334,0,1,4,9,7467,0,1,4,10,7467,0,1,4,11,1867,0,1,4,12,1867,0,1,)","2180","(2608,536)","(2740,548,300,3,-45)"
"17000410","5","20","1","31142405","10","2","258","","(17000441,17000442,17000443)","(91293723,91293724,91293725)","","2500","(2864,256)","(3092,388,300,3,-20)"
"17000411","5","20","0","31142405","11","","261","","","(91293717,91293718,91293719)","(4,8,35000,0,1,4,5,14000,0,1,4,6,16800,0,1,4,7,14000,0,1,4,9,11200,0,1,4,10,11200,0,1,4,11,2800,0,1,4,12,2800,0,1,)","2906","(3308,212)","(3436,440,300,3,45)"
"17000412","5","20","0","31142405","12","","264","","","(91293717,91293718,91293719)","(4,8,35000,0,1,4,5,14000,0,1,4,6,16800,0,1,4,7,14000,0,1,4,9,11200,0,1,4,10,11200,0,1,4,11,2800,0,1,4,12,2800,0,1,)","3205","(3616,424)","(3780,492,300,3,-20)"
"17000413","5","20","0","31142405","13","","268","","","(91293717,91293718,91293719)","(4,8,46667,0,1,4,5,18667,0,1,4,6,22400,0,1,4,7,18667,0,1,4,9,14934,0,1,4,10,14934,0,1,4,11,3734,0,1,4,12,3734,0,1,)","3592","(4000,316)","(4128,552,300,3,45)"
"17000414","5","20","0","31142405","14","","272","","","(91293717,91293718,91293719)","(4,8,46667,0,1,4,5,18667,0,1,4,6,22400,0,1,4,7,18667,0,1,4,9,14934,0,1,4,10,14934,0,1,4,11,3734,0,1,4,12,3734,0,1,)","3840","(4312,536)","(4476,604,300,3,-20)"
"17000415","5","20","0","31142405","15","","276","","","(91293717,91293718,91293719)","(4,8,46667,0,1,4,5,18667,0,1,4,6,22400,0,1,4,7,18667,0,1,4,9,14934,0,1,4,10,14934,0,1,4,11,3734,0,1,4,12,3734,0,1,)","4234","(4688,428)","(4860,576,300,3,10)"
"17000416","5","20","0","31142405","16","","280","","","(91293717,91293718,91293719)","(4,8,46667,0,1,4,5,18667,0,1,4,6,22400,0,1,4,7,18667,0,1,4,9,14934,0,1,4,10,14934,0,1,4,11,3734,0,1,4,12,3734,0,1,)","4663","(5072,480)","(5228,548,377,3,-17)"
"17000417","5","20","0","31142405","17","","285","","","(91293717,91293718,91293719)","(4,8,58334,0,1,4,5,23334,0,1,4,6,28000,0,1,4,7,23334,0,1,4,9,18667,0,1,4,10,18667,0,1,4,11,4667,0,1,4,12,4667,0,1,)","5108","(5508,368)","(5668,436,300,3,-20)"
"17000418","5","20","0","31142405","18","","290","","","(91293717,91293718,91293719)","(4,8,58334,0,1,4,5,23334,0,1,4,6,28000,0,1,4,7,23334,0,1,4,9,18667,0,1,4,10,18667,0,1,4,11,4667,0,1,4,12,4667,0,1,)","5459","(5888,260)","(6048,328,300,3,-20)"
"17000419","5","20","0","31142405","19","","295","","","(91293717,91293718,91293719)","(4,8,58334,0,1,4,5,23334,0,1,4,6,28000,0,1,4,7,23334,0,1,4,9,18667,0,1,4,10,18667,0,1,4,11,4667,0,1,4,12,4667,0,1,)","5810","(6256,152)","(6384,372,300,3,40)"
"17000420","5","20","1","31142405","20","3","300","","(17000451,17000452,17000453)","(91293720,91293721,91293722)","","6130","(6520,284)",""
"17000431","","","2","31142405","1","","","","(26021537,26021537,26021537,26021537)","","","","",""
"17000432","","","2","31142405","1","","","(31045102,2)","(26021538,26021538,26021538,26021538)","","","","",""
"17000433","","","2","31142405","1","","","(31045102,3)","(26021539,26021539,26021539,26021539)","","","","",""
"17000441","","","2","31142405","2","","","","(26021540,26021540,26021540,26021540)","","","","",""
"17000442","","","2","31142405","2","","","(31045102,2)","(26021541,26021541,26021541,26021541)","","","","",""
"17000443","","","2","31142405","2","","","(31045102,3)","(26021542,26021542,26021542,26021542)","","","","",""
"17000451","","","2","31142405","3","","","","(26021543,26021543,26021543,26021543)","","","","",""
"17000452","","","2","31142405","3","","","(31045102,3)","(26021544,26021544,26021544,26021544)","","","","",""
"17000453","","","2","31142405","3","","","(31045102,5)","(26021545,26021545,26021545,26021545)","","","","",""
"17000501","6","15","0","31142406","1","","302","","","(91293717,91293718,91293719)","(4,8,30000,0,1,4,5,12000,0,1,4,6,14400,0,1,4,7,12000,0,1,4,9,9600,0,1,4,10,9600,0,1,4,11,2400,0,1,4,12,2400,0,1,)","0","(24,452)","(152,476,280,3,-42)"
"17000502","6","15","0","31142406","2","","304","","","(91293717,91293718,91293719)","(4,8,30000,0,1,4,5,12000,0,1,4,6,14400,0,1,4,7,12000,0,1,4,9,9600,0,1,4,10,9600,0,1,4,11,2400,0,1,4,12,2400,0,1,)","0","(304,260)","(412,500,300,3,50)"
"17000503","6","15","1","31142406","3","1","306","","(17000531,17000532,17000533)","(91293720,91293721,91293722)","","147","(532,436)","(736,508,310,3,-44)"
"17000504","6","15","0","31142406","4","","309","","","(91293717,91293718,91293719)","(4,8,45000,0,1,4,5,18000,0,1,4,6,21600,0,1,4,7,18000,0,1,4,9,14400,0,1,4,10,14400,0,1,4,11,3600,0,1,4,12,3600,0,1,)","453","(920,276)","(1080,360,330,3,-14)"
"17000505","6","15","0","31142406","5","","312","","","(91293717,91293718,91293719)","(4,8,45000,0,1,4,5,18000,0,1,4,6,21600,0,1,4,7,18000,0,1,4,9,14400,0,1,4,10,14400,0,1,4,11,3600,0,1,4,12,3600,0,1,)","892","(1320,200)","(1472,384,300,3,25)"
"17000506","6","15","0","31142406","6","","316","","","(91293717,91293718,91293719)","(4,8,60000,0,1,4,5,24000,0,1,4,6,28800,0,1,4,7,24000,0,1,4,9,19200,0,1,4,10,19200,0,1,4,11,4800,0,1,4,12,4800,0,1,)","1276","(1684,324)","(1816,556,300,3,45)"
"17000507","6","15","0","31142406","7","","320","","","(91293717,91293718,91293719)","(4,8,60000,0,1,4,5,24000,0,1,4,6,28800,0,1,4,7,24000,0,1,4,9,19200,0,1,4,10,19200,0,1,4,11,4800,0,1,4,12,4800,0,1,)","1590","(1996,540)","(2128,552,300,3,-45)"
"17000508","6","15","1","31142406","8","2","325","","(17000541,17000542,17000543)","(91293723,91293724,91293725)","","1943","(2256,260)","(2464,552,300,3,45)"
"17000509","6","15","0","31142406","9","","330","","","(91293717,91293718,91293719)","(4,8,75000,0,1,4,5,30000,0,1,4,6,36000,0,1,4,7,30000,0,1,4,9,24000,0,1,4,10,24000,0,1,4,11,6000,0,1,4,12,6000,0,1,)","2180","(2632,536)","(2752,548,310,3,-45)"
"17000510","6","15","0","31142406","10","","335","","","(91293717,91293718,91293719)","(4,8,75000,0,1,4,5,30000,0,1,4,6,36000,0,1,4,7,30000,0,1,4,9,24000,0,1,4,10,24000,0,1,4,11,6000,0,1,4,12,6000,0,1,)","2500","(2936,316)","(3092,388,300,3,-20)"
"17000511","6","15","0","31142406","11","","340","","","(91293717,91293718,91293719)","(4,8,75000,0,1,4,5,30000,0,1,4,6,36000,0,1,4,7,30000,0,1,4,9,24000,0,1,4,10,24000,0,1,4,11,6000,0,1,4,12,6000,0,1,)","2906","(3308,212)","(3436,440,300,3,45)"
"17000512","6","15","0","31142406","12","","345","","","(91293717,91293718,91293719)","(4,8,75000,0,1,4,5,30000,0,1,4,6,36000,0,1,4,7,30000,0,1,4,9,24000,0,1,4,10,24000,0,1,4,11,6000,0,1,4,12,6000,0,1,)","3205","(3616,424)","(3780,492,300,3,-20)"
"17000513","6","15","0","31142406","13","","350","","","(91293717,91293718,91293719)","(4,8,75000,0,1,4,5,30000,0,1,4,6,36000,0,1,4,7,30000,0,1,4,9,24000,0,1,4,10,24000,0,1,4,11,6000,0,1,4,12,6000,0,1,)","3592","(4000,316)","(4128,552,300,3,45)"
"17000514","6","15","0","31142406","14","","355","","","(91293717,91293718,91293719)","(4,8,75000,0,1,4,5,30000,0,1,4,6,36000,0,1,4,7,30000,0,1,4,9,24000,0,1,4,10,24000,0,1,4,11,6000,0,1,4,12,6000,0,1,)","3840","(4312,536)","(4476,604,300,3,-20)"
"17000515","6","15","1","31142406","15","3","360","","(17000551,17000552,17000553)","(91293720,91293721,91293722)","","4234","(4640,368)",""
"17000531","","","2","31142406","1","","","","(26021546,26021546,26021546,26021546)","","","","",""
"17000532","","","2","31142406","1","","","(31045103,2)","(26021547,26021547,26021547,26021547)","","","","",""
"17000533","","","2","31142406","1","","","(31045103,3)","(26021548,26021548,26021548,26021548)","","","","",""
"17000541","","","2","31142406","2","","","","(26021549,26021549,26021549,26021549)","","","","",""
"17000542","","","2","31142406","2","","","(31045103,2)","(26021550,26021550,26021550,26021550)","","","","",""
"17000543","","","2","31142406","2","","","(31045103,3)","(26021551,26021551,26021551,26021551)","","","","",""
"17000551","","","2","31142406","3","","","","(26021552,26021552,26021552,26021552)","","","","",""
"17000552","","","2","31142406","3","","","(31045103,3)","(26021553,26021553,26021553,26021553)","","","","",""
"17000553","","","2","31142406","3","","","(31045103,5)","(26021554,26021554,26021554,26021554)","","","","",""
"17000601","7","15","0","31142407","1","","362","","","(91293717,91293718,91293719)","(4,8,53334,0,1,4,5,21334,0,1,4,6,25600,0,1,4,7,21334,0,1,4,9,17067,0,1,4,10,17067,0,1,4,11,4267,0,1,4,12,4267,0,1,)","0","(36,45)","(84,336,300,3,60)"
"17000602","7","15","0","31142407","2","","364","","","(91293717,91293718,91293719)","(4,8,53334,0,1,4,5,21334,0,1,4,6,25600,0,1,4,7,21334,0,1,4,9,17067,0,1,4,10,17067,0,1,4,11,4267,0,1,4,12,4267,0,1,)","0","(232,348)","(380,544,300,3,30)"
"17000603","7","15","1","31142407","3","1","366","","(17000631,17000632,17000633)","(91293723,91293724,91293725)","","147","(532,436)","(736,508,310,3,-44)"
"17000604","7","15","0","31142407","4","","369","","","(91293717,91293718,91293719)","(4,8,80000,0,1,4,5,32000,0,1,4,6,38400,0,1,4,7,32000,0,1,4,9,25600,0,1,4,10,25600,0,1,4,11,6400,0,1,4,12,6400,0,1,)","453","(920,276)","(1080,360,330,3,-14)"
"17000605","7","15","0","31142407","5","","372","","","(91293717,91293718,91293719)","(4,8,80000,0,1,4,5,32000,0,1,4,6,38400,0,1,4,7,32000,0,1,4,9,25600,0,1,4,10,25600,0,1,4,11,6400,0,1,4,12,6400,0,1,)","892","(1320,200)","(1472,384,300,3,25)"
"17000606","7","15","0","31142407","6","","376","","","(91293717,91293718,91293719)","(4,8,106667,0,1,4,5,42667,0,1,4,6,51200,0,1,4,7,42667,0,1,4,9,34134,0,1,4,10,34134,0,1,4,11,8534,0,1,4,12,8534,0,1,)","1276","(1684,324)","(1816,556,300,3,45)"
"17000607","7","15","0","31142407","7","","380","","","(91293717,91293718,91293719)","(4,8,106667,0,1,4,5,42667,0,1,4,6,51200,0,1,4,7,42667,0,1,4,9,34134,0,1,4,10,34134,0,1,4,11,8534,0,1,4,12,8534,0,1,)","1590","(1996,540)","(2128,552,300,3,-45)"
"17000608","7","15","1","31142407","8","2","385","","(17000641,17000642,17000643)","(91293723,91293724,91293725)","","1943","(2256,260)","(2464,552,300,3,45)"
"17000609","7","15","0","31142407","9","","390","","","(91293717,91293718,91293719)","(4,8,133334,0,1,4,5,53334,0,1,4,6,64000,0,1,4,7,53334,0,1,4,9,42667,0,1,4,10,42667,0,1,4,11,10667,0,1,4,12,10667,0,1,)","2180","(2632,536)","(2752,548,310,3,-45)"
"17000610","7","15","0","31142407","10","","395","","","(91293717,91293718,91293719)","(4,8,133334,0,1,4,5,53334,0,1,4,6,64000,0,1,4,7,53334,0,1,4,9,42667,0,1,4,10,42667,0,1,4,11,10667,0,1,4,12,10667,0,1,)","2500","(2936,316)","(3092,388,300,3,-20)"
"17000611","7","15","0","31142407","11","","400","","","(91293717,91293718,91293719)","(4,8,133334,0,1,4,5,53334,0,1,4,6,64000,0,1,4,7,53334,0,1,4,9,42667,0,1,4,10,42667,0,1,4,11,10667,0,1,4,12,10667,0,1,)","2906","(3308,212)","(3436,440,300,3,45)"
"17000612","7","15","0","31142407","12","","405","","","(91293717,91293718,91293719)","(4,8,133334,0,1,4,5,53334,0,1,4,6,64000,0,1,4,7,53334,0,1,4,9,42667,0,1,4,10,42667,0,1,4,11,10667,0,1,4,12,10667,0,1,)","3205","(3616,424)","(3780,492,300,3,-20)"
"17000613","7","15","0","31142407","13","","410","","","(91293717,91293718,91293719)","(4,8,133334,0,1,4,5,53334,0,1,4,6,64000,0,1,4,7,53334,0,1,4,9,42667,0,1,4,10,42667,0,1,4,11,10667,0,1,4,12,10667,0,1,)","3592","(4000,316)","(4128,552,300,3,45)"
"17000614","7","15","0","31142407","14","","415","","","(91293717,91293718,91293719)","(4,8,133334,0,1,4,5,53334,0,1,4,6,64000,0,1,4,7,53334,0,1,4,9,42667,0,1,4,10,42667,0,1,4,11,10667,0,1,4,12,10667,0,1,)","3840","(4312,536)","(4476,604,300,3,-20)"
"17000615","7","15","1","31142407","15","3","420","","(17000651,17000652,17000653)","(91293720,91293721,91293722)","","4234","(4640,368)",""
"17000631","","","2","31142407","1","","","","(26021555,26021555,26021555,26021555)","","","","",""
"17000632","","","2","31142407","1","","","(31045103,2)","(26021556,26021556,26021556,26021556)","","","","",""
"17000633","","","2","31142407","1","","","(31045103,3)","(26021557,26021557,26021557,26021557)","","","","",""
"17000641","","","2","31142407","2","","","","(26021558,26021558,26021558,26021558)","","","","",""
"17000642","","","2","31142407","2","","","(31045103,2)","(26021559,26021559,26021559,26021559)","","","","",""
"17000643","","","2","31142407","2","","","(31045103,3)","(26021560,26021560,26021560,26021560)","","","","",""
"17000651","","","2","31142407","3","","","","(26021561,26021561,26021561,26021561)","","","","",""
"17000652","","","2","31142407","3","","","(31045103,3)","(26021562,26021562,26021562,26021562)","","","","",""
"17000653","","","2","31142407","3","","","(31045103,5)","(26021563,26021563,26021563,26021563)","","","","",""
"17000701","8","15","0","31142408","1","","422","","","(91293717,91293718,91293719)","(4,8,73334,0,1,4,5,29334,0,1,4,6,35200,0,1,4,7,29334,0,1,4,9,23467,0,1,4,10,23467,0,1,4,11,5867,0,1,4,12,5867,0,1,)","0","(24,452)","(152,476,280,3,-42)"
"17000702","8","15","0","31142408","2","","424","","","(91293717,91293718,91293719)","(4,8,73334,0,1,4,5,29334,0,1,4,6,35200,0,1,4,7,29334,0,1,4,9,23467,0,1,4,10,23467,0,1,4,11,5867,0,1,4,12,5867,0,1,)","0","(304,260)","(412,500,300,3,50)"
"17000703","8","15","1","31142408","3","1","426","","(17000731,17000732,17000733)","(91293723,91293724,91293725)","","147","(532,436)","(736,508,310,3,-44)"
"17000704","8","15","0","31142408","4","","429","","","(91293717,91293718,91293719)","(4,8,110000,0,1,4,5,44000,0,1,4,6,52800,0,1,4,7,44000,0,1,4,9,35200,0,1,4,10,35200,0,1,4,11,8800,0,1,4,12,8800,0,1,)","453","(920,276)","(1080,360,330,3,-14)"
"17000705","8","15","0","31142408","5","","432","","","(91293717,91293718,91293719)","(4,8,110000,0,1,4,5,44000,0,1,4,6,52800,0,1,4,7,44000,0,1,4,9,35200,0,1,4,10,35200,0,1,4,11,8800,0,1,4,12,8800,0,1,)","892","(1320,200)","(1472,384,300,3,25)"
"17000706","8","15","0","31142408","6","","436","","","(91293717,91293718,91293719)","(4,8,146667,0,1,4,5,58667,0,1,4,6,70400,0,1,4,7,58667,0,1,4,9,46934,0,1,4,10,46934,0,1,4,11,11734,0,1,4,12,11734,0,1,)","1276","(1684,324)","(1816,556,300,3,45)"
"17000707","8","15","0","31142408","7","","440","","","(91293717,91293718,91293719)","(4,8,146667,0,1,4,5,58667,0,1,4,6,70400,0,1,4,7,58667,0,1,4,9,46934,0,1,4,10,46934,0,1,4,11,11734,0,1,4,12,11734,0,1,)","1590","(1996,540)","(2128,552,300,3,-45)"
"17000708","8","15","1","31142408","8","2","445","","(17000741,17000742,17000743)","(91293723,91293724,91293725)","","1943","(2256,260)","(2464,552,300,3,45)"
"17000709","8","15","0","31142408","9","","450","","","(91293717,91293718,91293719)","(4,8,183334,0,1,4,5,73334,0,1,4,6,88000,0,1,4,7,73334,0,1,4,9,58667,0,1,4,10,58667,0,1,4,11,14667,0,1,4,12,14667,0,1,)","2180","(2632,536)","(2752,548,310,3,-45)"
"17000710","8","15","0","31142408","10","","455","","","(91293717,91293718,91293719)","(4,8,183334,0,1,4,5,73334,0,1,4,6,88000,0,1,4,7,73334,0,1,4,9,58667,0,1,4,10,58667,0,1,4,11,14667,0,1,4,12,14667,0,1,)","2500","(2936,316)","(3092,388,300,3,-20)"
"17000711","8","15","0","31142408","11","","460","","","(91293717,91293718,91293719)","(4,8,183334,0,1,4,5,73334,0,1,4,6,88000,0,1,4,7,73334,0,1,4,9,58667,0,1,4,10,58667,0,1,4,11,14667,0,1,4,12,14667,0,1,)","2906","(3308,212)","(3436,440,300,3,45)"
"17000712","8","15","0","31142408","12","","465","","","(91293717,91293718,91293719)","(4,8,183334,0,1,4,5,73334,0,1,4,6,88000,0,1,4,7,73334,0,1,4,9,58667,0,1,4,10,58667,0,1,4,11,14667,0,1,4,12,14667,0,1,)","3205","(3616,424)","(3780,492,300,3,-20)"
"17000713","8","15","0","31142408","13","","470","","","(91293717,91293718,91293719)","(4,8,183334,0,1,4,5,73334,0,1,4,6,88000,0,1,4,7,73334,0,1,4,9,58667,0,1,4,10,58667,0,1,4,11,14667,0,1,4,12,14667,0,1,)","3592","(4000,316)","(4128,552,300,3,45)"
"17000714","8","15","0","31142408","14","","475","","","(91293717,91293718,91293719)","(4,8,183334,0,1,4,5,73334,0,1,4,6,88000,0,1,4,7,73334,0,1,4,9,58667,0,1,4,10,58667,0,1,4,11,14667,0,1,4,12,14667,0,1,)","3840","(4312,536)","(4476,604,300,3,-20)"
"17000715","8","15","1","31142408","15","3","480","","(17000751,17000752,17000753)","(91293720,91293721,91293722)","","4234","(4640,368)",""
"17000731","","","2","31142408","1","","","","(26021564,26021564,26021564,26021564)","","","","",""
"17000732","","","2","31142408","1","","","(31045103,2)","(26021565,26021565,26021565,26021565)","","","","",""
"17000733","","","2","31142408","1","","","(31045103,3)","(26021566,26021566,26021566,26021566)","","","","",""
"17000741","","","2","31142408","2","","","","(26021567,26021567,26021567,26021567)","","","","",""
"17000742","","","2","31142408","2","","","(31045103,2)","(26021568,26021568,26021568,26021568)","","","","",""
"17000743","","","2","31142408","2","","","(31045103,3)","(26021569,26021569,26021569,26021569)","","","","",""
"17000751","","","2","31142408","3","","","","(26021570,26021570,26021570,26021570)","","","","",""
"17000752","","","2","31142408","3","","","(31045103,3)","(26021571,26021571,26021571,26021571)","","","","",""
"17000753","","","2","31142408","3","","","(31045103,5)","(26021572,26021572,26021572,26021572)","","","","",""
