"AttributeId","Level","AttArray","MatirialID","MatirialNum","GradeLimit","NeedPower","LevelMax"
"161006004","5","(4,5,697,0,1,4,6,836,0,1,4,10,884,0,1)","31020061","4","1","400","40"
"161006005","5","(4,5,1161,0,1,4,6,1393,0,1,4,10,1474,0,1)","31020061","5","1","500","40"
"161006006","10","(4,5,1742,0,1,4,6,2090,0,1,4,10,2210,0,1)","31020061","6","2","600","40"
"161006007","10","(4,5,2438,0,1,4,6,2925,0,1,4,10,3094,0,1)","31020061","7","2","800","40"
"161006008","10","(4,5,3250,0,1,4,6,3900,0,1,4,10,4125,0,1)","31020061","8","2","1000","40"
"161006009","10","(4,5,4179,0,1,4,6,5015,0,1,4,10,5304,0,1)","31020061","9","2","1200","40"
"161006010","10","(4,5,5224,0,1,4,6,6268,0,1,4,10,6630,0,1)","31020061","10","2","1400","40"
"161006011","15","(4,5,6384,0,1,4,6,7661,0,1,4,10,8103,0,1)","31020061","11","3","1500","40"
"161006012","15","(4,5,7661,0,1,4,6,9193,0,1,4,10,9724,0,1)","31020061","12","3","1800","40"
"161006013","15","(4,5,9054,0,1,4,6,10865,0,1,4,10,11492,0,1)","31020061","13","3","2100","40"
"161006014","15","(4,5,10563,0,1,4,6,12675,0,1,4,10,13407,0,1)","31020061","14","3","2400","40"
"161006015","15","(4,5,12188,0,1,4,6,14625,0,1,4,10,15469,0,1)","31020061","15","3","2700","40"
"161006016","20","(4,5,13929,0,1,4,6,16715,0,1,4,10,17679,0,1)","31020061","16","4","2800","40"
"161006017","20","(4,5,15786,0,1,4,6,18943,0,1,4,10,20036,0,1)","31020061","17","4","3200","40"
"161006018","20","(4,5,17759,0,1,4,6,21311,0,1,4,10,22541,0,1)","31020061","18","4","3600","40"
"161006019","20","(4,5,19849,0,1,4,6,23818,0,1,4,10,25192,0,1)","31020061","19","4","4000","40"
"161006020","20","(4,5,22054,0,1,4,6,26465,0,1,4,10,27992,0,1)","31020061","20","4","4400","40"
"161006021","25","(4,5,24375,0,1,4,6,29250,0,1,4,10,30938,0,1)","31020061","26","5","4500","40"
"161006022","25","(4,5,27393,0,1,4,6,32872,0,1,4,10,34768,0,1)","31020061","32","5","5000","40"
"161006023","25","(4,5,31108,0,1,4,6,37329,0,1,4,10,39483,0,1)","31020061","38","5","5500","40"
"161006024","25","(4,5,35518,0,1,4,6,42622,0,1,4,10,45081,0,1)","31020061","44","5","6000","40"
"161006025","25","(4,5,40625,0,1,4,6,48750,0,1,4,10,51563,0,1)","31020061","50","5","6500","40"
"161006026","30","(4,5,46429,0,1,4,6,55715,0,1,4,10,58929,0,1)","31020061","56","6","6600","40"
"161006027","30","(4,5,52929,0,1,4,6,63515,0,1,4,10,67179,0,1)","31020061","62","6","7200","40"
"161006028","30","(4,5,60125,0,1,4,6,72150,0,1,4,10,76313,0,1)","31020061","68","6","7800","40"
"161006029","30","(4,5,68018,0,1,4,6,81622,0,1,4,10,86331,0,1)","31020061","74","6","8400","40"
"161006030","30","(4,5,76608,0,1,4,6,91929,0,1,4,10,97233,0,1)","31020061","80","6","9000","40"
"161006031","35","(4,5,85893,0,1,4,6,103072,0,1,4,10,109018,0,1)","31020061","90","7","9100","40"
"161006032","35","(4,5,96340,0,1,4,6,115608,0,1,4,10,122277,0,1)","31020061","100","7","9800","40"
"161006033","35","(4,5,107947,0,1,4,6,129536,0,1,4,10,137009,0,1)","31020061","110","7","10500","40"
"161006034","35","(4,5,120715,0,1,4,6,144858,0,1,4,10,153215,0,1)","31020061","120","7","11200","40"
"161006035","35","(4,5,134643,0,1,4,6,161572,0,1,4,10,170893,0,1)","31020061","130","7","11900","40"
"161006036","40","(4,5,149733,0,1,4,6,179679,0,1,4,10,190045,0,1)","31020061","140","8","12000","40"
"161006037","40","(4,5,165983,0,1,4,6,199179,0,1,4,10,210670,0,1)","31020061","150","8","12800","40"
"161006038","40","(4,5,183393,0,1,4,6,220072,0,1,4,10,232768,0,1)","31020061","160","8","13600","40"
"161006039","40","(4,5,201965,0,1,4,6,242358,0,1,4,10,256340,0,1)","31020061","170","8","14400","40"
"161006040","40","(4,5,221697,0,1,4,6,266036,0,1,4,10,281384,0,1)","31020061","180","8","15200","40"
"161006041","40","(4,5,242590,0,1,4,6,291108,0,1,4,10,307902,0,1)","","","","","40"
"161007001","2","(4,5,0,0,1,4,6,0,0,1,4,9,0,0,1)","31020061","1","0","100","40"
"161007002","2","(4,5,152,0,1,4,6,183,0,1,4,9,109,0,1)","31020061","2","0","200","40"
"161007003","5","(4,5,456,0,1,4,6,547,0,1,4,9,325,0,1)","31020061","3","1","300","40"
"161007004","5","(4,5,911,0,1,4,6,1093,0,1,4,9,649,0,1)","31020061","4","1","400","40"
"161007005","5","(4,5,1518,0,1,4,6,1822,0,1,4,9,1081,0,1)","31020061","5","1","500","40"
"161007006","10","(4,5,2277,0,1,4,6,2733,0,1,4,9,1621,0,1)","31020061","6","2","600","40"
"161007007","10","(4,5,3188,0,1,4,6,3825,0,1,4,9,2269,0,1)","31020061","7","2","800","40"
"161007008","10","(4,5,4250,0,1,4,6,5100,0,1,4,9,3026,0,1)","31020061","8","2","1000","40"
"161007009","10","(4,5,5465,0,1,4,6,6558,0,1,4,9,3890,0,1)","31020061","9","2","1200","40"
"161007010","10","(4,5,6831,0,1,4,6,8197,0,1,4,9,4862,0,1)","31020061","10","2","1400","40"
"161007011","15","(4,5,8349,0,1,4,6,10018,0,1,4,9,5942,0,1)","31020061","11","3","1500","40"
"161007012","15","(4,5,10018,0,1,4,6,12022,0,1,4,9,7131,0,1)","31020061","12","3","1800","40"
"161007013","15","(4,5,11840,0,1,4,6,14208,0,1,4,9,8427,0,1)","31020061","13","3","2100","40"
"161007014","15","(4,5,13813,0,1,4,6,16575,0,1,4,9,9832,0,1)","31020061","14","3","2400","40"
"161007015","15","(4,5,15938,0,1,4,6,19125,0,1,4,9,11344,0,1)","31020061","15","3","2700","40"
"161007016","20","(4,5,18215,0,1,4,6,21858,0,1,4,9,12965,0,1)","31020061","16","4","2800","40"
"161007017","20","(4,5,20643,0,1,4,6,24772,0,1,4,9,14693,0,1)","31020061","17","4","3200","40"
"161007018","20","(4,5,23224,0,1,4,6,27868,0,1,4,9,16530,0,1)","31020061","18","4","3600","40"
"161007019","20","(4,5,25956,0,1,4,6,31147,0,1,4,9,18475,0,1)","31020061","19","4","4000","40"
"161007020","20","(4,5,28840,0,1,4,6,34608,0,1,4,9,20527,0,1)","31020061","20","4","4400","40"
"161007021","25","(4,5,31875,0,1,4,6,38250,0,1,4,9,22688,0,1)","31020061","26","5","4500","40"
"161007022","25","(4,5,35822,0,1,4,6,42986,0,1,4,9,25497,0,1)","31020061","32","5","5000","40"
"161007023","25","(4,5,40679,0,1,4,6,48815,0,1,4,9,28954,0,1)","31020061","38","5","5500","40"
"161007024","25","(4,5,46447,0,1,4,6,55736,0,1,4,9,33059,0,1)","31020061","44","5","6000","40"
"161007025","25","(4,5,53125,0,1,4,6,63750,0,1,4,9,37813,0,1)","31020061","50","5","6500","40"
"161007026","30","(4,5,60715,0,1,4,6,72858,0,1,4,9,43215,0,1)","31020061","56","6","6600","40"
"161007027","30","(4,5,69215,0,1,4,6,83058,0,1,4,9,49265,0,1)","31020061","62","6","7200","40"
"161007028","30","(4,5,78625,0,1,4,6,94350,0,1,4,9,55963,0,1)","31020061","68","6","7800","40"
"161007029","30","(4,5,88947,0,1,4,6,106736,0,1,4,9,63309,0,1)","31020061","74","6","8400","40"
"161007030","30","(4,5,100179,0,1,4,6,120215,0,1,4,9,71304,0,1)","31020061","80","6","9000","40"
"161007031","35","(4,5,112322,0,1,4,6,134786,0,1,4,9,79947,0,1)","31020061","90","7","9100","40"
"161007032","35","(4,5,125983,0,1,4,6,151179,0,1,4,9,89670,0,1)","31020061","100","7","9800","40"
"161007033","35","(4,5,141161,0,1,4,6,169393,0,1,4,9,100474,0,1)","31020061","110","7","10500","40"
"161007034","35","(4,5,157858,0,1,4,6,189429,0,1,4,9,112358,0,1)","31020061","120","7","11200","40"
"161007035","35","(4,5,176072,0,1,4,6,211286,0,1,4,9,125322,0,1)","31020061","130","7","11900","40"
"161007036","40","(4,5,195804,0,1,4,6,234965,0,1,4,9,139367,0,1)","31020061","140","8","12000","40"
"161007037","40","(4,5,217054,0,1,4,6,260465,0,1,4,9,154492,0,1)","31020061","150","8","12800","40"
"161007038","40","(4,5,239822,0,1,4,6,287786,0,1,4,9,170697,0,1)","31020061","160","8","13600","40"
"161007039","40","(4,5,264108,0,1,4,6,316929,0,1,4,9,187983,0,1)","31020061","170","8","14400","40"
"161007040","40","(4,5,289911,0,1,4,6,347893,0,1,4,9,206349,0,1)","31020061","180","8","15200","40"
"161007041","40","(4,5,317233,0,1,4,6,380679,0,1,4,9,225795,0,1)","","","","","40"
"161008001","2","(4,5,0,0,1,4,6,0,0,1,4,11,0,0,1)","31020061","1","0","100","40"
"161008002","2","(4,5,188,0,1,4,6,225,0,1,4,11,138,0,1)","31020061","2","0","200","40"
"161008003","5","(4,5,563,0,1,4,6,675,0,1,4,11,413,0,1)","31020061","3","1","300","40"
"161008004","5","(4,5,1125,0,1,4,6,1350,0,1,4,11,825,0,1)","31020061","4","1","400","40"
"161008005","5","(4,5,1875,0,1,4,6,2250,0,1,4,11,1375,0,1)","31020061","5","1","500","40"
"161008006","10","(4,5,2813,0,1,4,6,3375,0,1,4,11,2063,0,1)","31020061","6","2","600","40"
"161008007","10","(4,5,3938,0,1,4,6,4725,0,1,4,11,2888,0,1)","31020061","7","2","800","40"
"161008008","10","(4,5,5250,0,1,4,6,6300,0,1,4,11,3850,0,1)","31020061","8","2","1000","40"
"161008009","10","(4,5,6750,0,1,4,6,8100,0,1,4,11,4950,0,1)","31020061","9","2","1200","40"
"161008010","10","(4,5,8438,0,1,4,6,10125,0,1,4,11,6188,0,1)","31020061","10","2","1400","40"
"161008011","15","(4,5,10313,0,1,4,6,12375,0,1,4,11,7563,0,1)","31020061","11","3","1500","40"
"161008012","15","(4,5,12375,0,1,4,6,14850,0,1,4,11,9075,0,1)","31020061","12","3","1800","40"
"161008013","15","(4,5,14625,0,1,4,6,17550,0,1,4,11,10725,0,1)","31020061","13","3","2100","40"
"161008014","15","(4,5,17063,0,1,4,6,20475,0,1,4,11,12513,0,1)","31020061","14","3","2400","40"
"161008015","15","(4,5,19688,0,1,4,6,23625,0,1,4,11,14438,0,1)","31020061","15","3","2700","40"
"161008016","20","(4,5,22500,0,1,4,6,27000,0,1,4,11,16500,0,1)","31020061","16","4","2800","40"
"161008017","20","(4,5,25500,0,1,4,6,30600,0,1,4,11,18700,0,1)","31020061","17","4","3200","40"
"161008018","20","(4,5,28688,0,1,4,6,34425,0,1,4,11,21038,0,1)","31020061","18","4","3600","40"
"161008019","20","(4,5,32063,0,1,4,6,38475,0,1,4,11,23513,0,1)","31020061","19","4","4000","40"
"161008020","20","(4,5,35625,0,1,4,6,42750,0,1,4,11,26125,0,1)","31020061","20","4","4400","40"
"161008021","25","(4,5,39375,0,1,4,6,47250,0,1,4,11,28875,0,1)","31020061","26","5","4500","40"
"161008022","25","(4,5,44250,0,1,4,6,53100,0,1,4,11,32450,0,1)","31020061","32","5","5000","40"
"161008023","25","(4,5,50250,0,1,4,6,60300,0,1,4,11,36850,0,1)","31020061","38","5","5500","40"
"161008024","25","(4,5,57375,0,1,4,6,68850,0,1,4,11,42075,0,1)","31020061","44","5","6000","40"
"161008025","25","(4,5,65625,0,1,4,6,78750,0,1,4,11,48125,0,1)","31020061","50","5","6500","40"
"161008026","30","(4,5,75000,0,1,4,6,90000,0,1,4,11,55000,0,1)","31020061","56","6","6600","40"
"161008027","30","(4,5,85500,0,1,4,6,102600,0,1,4,11,62700,0,1)","31020061","62","6","7200","40"
"161008028","30","(4,5,97125,0,1,4,6,116550,0,1,4,11,71225,0,1)","31020061","68","6","7800","40"
"161008029","30","(4,5,109875,0,1,4,6,131850,0,1,4,11,80575,0,1)","31020061","74","6","8400","40"
"161008030","30","(4,5,123750,0,1,4,6,148500,0,1,4,11,90750,0,1)","31020061","80","6","9000","40"
"161008031","35","(4,5,138750,0,1,4,6,166500,0,1,4,11,101750,0,1)","31020061","90","7","9100","40"
"161008032","35","(4,5,155625,0,1,4,6,186750,0,1,4,11,114125,0,1)","31020061","100","7","9800","40"
"161008033","35","(4,5,174375,0,1,4,6,209250,0,1,4,11,127875,0,1)","31020061","110","7","10500","40"
"161008034","35","(4,5,195000,0,1,4,6,234000,0,1,4,11,143000,0,1)","31020061","120","7","11200","40"
"161008035","35","(4,5,217500,0,1,4,6,261000,0,1,4,11,159500,0,1)","31020061","130","7","11900","40"
"161008036","40","(4,5,241875,0,1,4,6,290250,0,1,4,11,177375,0,1)","31020061","140","8","12000","40"
"161008037","40","(4,5,268125,0,1,4,6,321750,0,1,4,11,196625,0,1)","31020061","150","8","12800","40"
"161008038","40","(4,5,296250,0,1,4,6,355500,0,1,4,11,217250,0,1)","31020061","160","8","13600","40"
"161008039","40","(4,5,326250,0,1,4,6,391500,0,1,4,11,239250,0,1)","31020061","170","8","14400","40"
"161008040","40","(4,5,358125,0,1,4,6,429750,0,1,4,11,262625,0,1)","31020061","180","8","15200","40"
"161008041","40","(4,5,391875,0,1,4,6,470250,0,1,4,11,287375,0,1)","","","","","40"
"161009001","2","(4,8,0,0,1,4,7,0,0,1,4,10,0,0,1,4,12,0,0,1)","31020061","2","0","200","40"
"161009002","2","(4,8,3237,0,1,4,7,648,0,1,4,10,144,0,1,4,12,57,0,1)","31020061","4","0","400","40"
"161009003","5","(4,8,9710,0,1,4,7,1944,0,1,4,10,432,0,1,4,12,171,0,1)","31020061","6","1","600","40"
"161009004","5","(4,8,19420,0,1,4,7,3888,0,1,4,10,863,0,1,4,12,342,0,1)","31020061","8","1","800","40"
"161009005","5","(4,8,32367,0,1,4,7,6479,0,1,4,10,1439,0,1,4,12,570,0,1)","31020061","10","1","1000","40"
"161009006","10","(4,8,48550,0,1,4,7,9719,0,1,4,10,2158,0,1,4,12,855,0,1)","31020061","12","2","1200","40"
"161009007","10","(4,8,67970,0,1,4,7,13606,0,1,4,10,3021,0,1,4,12,1197,0,1)","31020061","14","2","1600","40"
"161009008","10","(4,8,90626,0,1,4,7,18142,0,1,4,10,4027,0,1,4,12,1595,0,1)","31020061","16","2","2000","40"
"161009009","10","(4,8,116519,0,1,4,7,23325,0,1,4,10,5178,0,1,4,12,2051,0,1)","31020061","18","2","2400","40"
"161009010","10","(4,8,145649,0,1,4,7,29156,0,1,4,10,6472,0,1,4,12,2564,0,1)","31020061","20","2","2800","40"
"161009011","15","(4,8,178015,0,1,4,7,35635,0,1,4,10,7911,0,1,4,12,3133,0,1)","31020061","22","3","3000","40"
"161009012","15","(4,8,213618,0,1,4,7,42762,0,1,4,10,9493,0,1,4,12,3760,0,1)","31020061","24","3","3600","40"
"161009013","15","(4,8,252458,0,1,4,7,50536,0,1,4,10,11218,0,1,4,12,4443,0,1)","31020061","26","3","4200","40"
"161009014","15","(4,8,294534,0,1,4,7,58959,0,1,4,10,13088,0,1,4,12,5184,0,1)","31020061","28","3","4800","40"
"161009015","15","(4,8,339847,0,1,4,7,68030,0,1,4,10,15101,0,1,4,12,5981,0,1)","31020061","30","3","5400","40"
"161009016","20","(4,8,388397,0,1,4,7,77748,0,1,4,10,17259,0,1,4,12,6835,0,1)","31020061","32","4","5600","40"
"161009017","20","(4,8,440183,0,1,4,7,88114,0,1,4,10,19560,0,1,4,12,7747,0,1)","31020061","34","4","6400","40"
"161009018","20","(4,8,495206,0,1,4,7,99129,0,1,4,10,22005,0,1,4,12,8715,0,1)","31020061","36","4","7200","40"
"161009019","20","(4,8,553465,0,1,4,7,110791,0,1,4,10,24594,0,1,4,12,9740,0,1)","31020061","38","4","8000","40"
"161009020","20","(4,8,614961,0,1,4,7,123101,0,1,4,10,27326,0,1,4,12,10823,0,1)","31020061","40","4","8800","40"
"161009021","25","(4,8,679694,0,1,4,7,136059,0,1,4,10,30202,0,1,4,12,11962,0,1)","31020061","52","5","9000","40"
"161009022","25","(4,8,763846,0,1,4,7,152904,0,1,4,10,33942,0,1,4,12,13443,0,1)","31020061","64","5","10000","40"
"161009023","25","(4,8,867418,0,1,4,7,173637,0,1,4,10,38544,0,1,4,12,15265,0,1)","31020061","76","5","11000","40"
"161009024","25","(4,8,990411,0,1,4,7,198257,0,1,4,10,44009,0,1,4,12,17430,0,1)","31020061","88","5","12000","40"
"161009025","25","(4,8,1132823,0,1,4,7,226764,0,1,4,10,50337,0,1,4,12,19936,0,1)","31020061","100","5","13000","40"
"161009026","30","(4,8,1294654,0,1,4,7,259159,0,1,4,10,57528,0,1,4,12,22784,0,1)","31020061","112","6","13200","40"
"161009027","30","(4,8,1475906,0,1,4,7,295441,0,1,4,10,65582,0,1,4,12,25973,0,1)","31020061","124","6","14400","40"
"161009028","30","(4,8,1676577,0,1,4,7,335611,0,1,4,10,74499,0,1,4,12,29505,0,1)","31020061","136","6","15600","40"
"161009029","30","(4,8,1896668,0,1,4,7,379668,0,1,4,10,84278,0,1,4,12,33378,0,1)","31020061","148","6","16800","40"
"161009030","30","(4,8,2136179,0,1,4,7,427612,0,1,4,10,94921,0,1,4,12,37593,0,1)","31020061","160","6","18000","40"
"161009031","35","(4,8,2395110,0,1,4,7,479444,0,1,4,10,106426,0,1,4,12,42149,0,1)","31020061","180","7","18200","40"
"161009032","35","(4,8,2686407,0,1,4,7,537755,0,1,4,10,119370,0,1,4,12,47276,0,1)","31020061","200","7","19600","40"
"161009033","35","(4,8,3010070,0,1,4,7,602544,0,1,4,10,133752,0,1,4,12,52971,0,1)","31020061","220","7","21000","40"
"161009034","35","(4,8,3366100,0,1,4,7,673813,0,1,4,10,149572,0,1,4,12,59237,0,1)","31020061","240","7","22400","40"
"161009035","35","(4,8,3754496,0,1,4,7,751560,0,1,4,10,166830,0,1,4,12,66072,0,1)","31020061","260","7","23800","40"
"161009036","40","(4,8,4175259,0,1,4,7,835787,0,1,4,10,185527,0,1,4,12,73476,0,1)","31020061","280","8","24000","40"
"161009037","40","(4,8,4628388,0,1,4,7,926492,0,1,4,10,205661,0,1,4,12,81450,0,1)","31020061","300","8","25600","40"
"161009038","40","(4,8,5113883,0,1,4,7,1023677,0,1,4,10,227234,0,1,4,12,89994,0,1)","31020061","320","8","27200","40"
"161009039","40","(4,8,5631744,0,1,4,7,1127340,0,1,4,10,250245,0,1,4,12,99107,0,1)","31020061","340","8","28800","40"
"161009040","40","(4,8,6181972,0,1,4,7,1237483,0,1,4,10,274694,0,1,4,12,108790,0,1)","31020061","360","8","30400","40"
"161009041","40","(4,8,6764566,0,1,4,7,1354104,0,1,4,10,300582,0,1,4,12,119043,0,1)","","","","","40"
"161010001","2","(4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1)","31020061","2","0","200","40"
"161010002","2","(4,8,1787,0,1,4,5,268,0,1,4,6,322,0,1,4,7,642,0,1)","31020061","4","0","400","40"
"161010003","5","(4,8,5361,0,1,4,5,803,0,1,4,6,964,0,1,4,7,1924,0,1)","31020061","6","1","600","40"
"161010004","5","(4,8,10722,0,1,4,5,1605,0,1,4,6,1927,0,1,4,7,3848,0,1)","31020061","8","1","800","40"
"161010005","5","(4,8,17869,0,1,4,5,2674,0,1,4,6,3211,0,1,4,7,6413,0,1)","31020061","10","1","1000","40"
"161010006","10","(4,8,26804,0,1,4,5,4011,0,1,4,6,4817,0,1,4,7,9620,0,1)","31020061","12","2","1200","40"
"161010007","10","(4,8,37525,0,1,4,5,5615,0,1,4,6,6743,0,1,4,7,13467,0,1)","31020061","14","2","1600","40"
"161010008","10","(4,8,50033,0,1,4,5,7486,0,1,4,6,8991,0,1,4,7,17956,0,1)","31020061","16","2","2000","40"
"161010009","10","(4,8,64328,0,1,4,5,9625,0,1,4,6,11559,0,1,4,7,23087,0,1)","31020061","18","2","2400","40"
"161010010","10","(4,8,80410,0,1,4,5,12031,0,1,4,6,14449,0,1,4,7,28858,0,1)","31020061","20","2","2800","40"
"161010011","15","(4,8,98278,0,1,4,5,14705,0,1,4,6,17660,0,1,4,7,35271,0,1)","31020061","22","3","3000","40"
"161010012","15","(4,8,117934,0,1,4,5,17645,0,1,4,6,21192,0,1,4,7,42325,0,1)","31020061","24","3","3600","40"
"161010013","15","(4,8,139376,0,1,4,5,20854,0,1,4,6,25045,0,1,4,7,50020,0,1)","31020061","26","3","4200","40"
"161010014","15","(4,8,162605,0,1,4,5,24329,0,1,4,6,29219,0,1,4,7,58357,0,1)","31020061","28","3","4800","40"
"161010015","15","(4,8,187622,0,1,4,5,28072,0,1,4,6,33714,0,1,4,7,67335,0,1)","31020061","30","3","5400","40"
"161010016","20","(4,8,214425,0,1,4,5,32082,0,1,4,6,38530,0,1,4,7,76954,0,1)","31020061","32","4","5600","40"
"161010017","20","(4,8,243014,0,1,4,5,36360,0,1,4,6,43668,0,1,4,7,87215,0,1)","31020061","34","4","6400","40"
"161010018","20","(4,8,273391,0,1,4,5,40905,0,1,4,6,49126,0,1,4,7,98117,0,1)","31020061","36","4","7200","40"
"161010019","20","(4,8,305555,0,1,4,5,45717,0,1,4,6,54905,0,1,4,7,109660,0,1)","31020061","38","4","8000","40"
"161010020","20","(4,8,339505,0,1,4,5,50796,0,1,4,6,61006,0,1,4,7,121844,0,1)","31020061","40","4","8800","40"
"161010021","25","(4,8,375243,0,1,4,5,56143,0,1,4,6,67428,0,1,4,7,134670,0,1)","31020061","52","5","9000","40"
"161010022","25","(4,8,421701,0,1,4,5,63094,0,1,4,6,75776,0,1,4,7,151343,0,1)","31020061","64","5","10000","40"
"161010023","25","(4,8,478881,0,1,4,5,71650,0,1,4,6,86050,0,1,4,7,171864,0,1)","31020061","76","5","11000","40"
"161010024","25","(4,8,546782,0,1,4,5,81809,0,1,4,6,98251,0,1,4,7,196233,0,1)","31020061","88","5","12000","40"
"161010025","25","(4,8,625404,0,1,4,5,93572,0,1,4,6,112379,0,1,4,7,224449,0,1)","31020061","100","5","13000","40"
"161010026","30","(4,8,714747,0,1,4,5,106939,0,1,4,6,128433,0,1,4,7,256513,0,1)","31020061","112","6","13200","40"
"161010027","30","(4,8,814812,0,1,4,5,121911,0,1,4,6,146413,0,1,4,7,292425,0,1)","31020061","124","6","14400","40"
"161010028","30","(4,8,925598,0,1,4,5,138486,0,1,4,6,166320,0,1,4,7,332184,0,1)","31020061","136","6","15600","40"
"161010029","30","(4,8,1047104,0,1,4,5,156666,0,1,4,6,188154,0,1,4,7,375791,0,1)","31020061","148","6","16800","40"
"161010030","30","(4,8,1179333,0,1,4,5,176450,0,1,4,6,211914,0,1,4,7,423246,0,1)","31020061","160","6","18000","40"
"161010031","35","(4,8,1322282,0,1,4,5,197838,0,1,4,6,237600,0,1,4,7,474549,0,1)","31020061","180","7","18200","40"
"161010032","35","(4,8,1483100,0,1,4,5,221899,0,1,4,6,266498,0,1,4,7,532264,0,1)","31020061","200","7","19600","40"
"161010033","35","(4,8,1661787,0,1,4,5,248634,0,1,4,6,298606,0,1,4,7,596392,0,1)","31020061","220","7","21000","40"
"161010034","35","(4,8,1858342,0,1,4,5,278042,0,1,4,6,333925,0,1,4,7,666933,0,1)","31020061","240","7","22400","40"
"161010035","35","(4,8,2072766,0,1,4,5,310123,0,1,4,6,372455,0,1,4,7,743887,0,1)","31020061","260","7","23800","40"
"161010036","40","(4,8,2305059,0,1,4,5,344879,0,1,4,6,414195,0,1,4,7,827253,0,1)","31020061","280","8","24000","40"
"161010037","40","(4,8,2555220,0,1,4,5,382307,0,1,4,6,459146,0,1,4,7,917033,0,1)","31020061","300","8","25600","40"
"161010038","40","(4,8,2823250,0,1,4,5,422409,0,1,4,6,507309,0,1,4,7,1013225,0,1)","31020061","320","8","27200","40"
"161010039","40","(4,8,3109149,0,1,4,5,465185,0,1,4,6,558682,0,1,4,7,1115830,0,1)","31020061","340","8","28800","40"
"161010040","40","(4,8,3412916,0,1,4,5,510634,0,1,4,6,613265,0,1,4,7,1224848,0,1)","31020061","360","8","30400","40"
"161010041","40","(4,8,3734552,0,1,4,5,558756,0,1,4,6,671060,0,1,4,7,1340278,0,1)","","","","","40"
