"AttributeId","WaveId","NextTime","LiveTime","IsDead","WaveBornTriggerMessage","WaveKillTriggerMessage"
"81001311","(80010621,80010622)","(0)","(0)","(0)","(1)","(0)"
"81001312","(80010623,80010624)","(0)","(0)","(0)","(1)","(0)"
"81001313","(80010625,80010626)","(0)","(0)","(0)","(1)","(0)"
"81001314","(80010627,80010628)","(0)","(0)","(0)","(1)","(0)"
"81001315","(80010629,80010630)","(0)","(0)","(0)","(1)","(0)"
"81001316","(80010631,80010632)","(0)","(0)","(0)","(1)","(0)"
"81001317","(80010633,80010634)","(0)","(0)","(0)","(1)","(0)"
"81001318","(80010635,80010636)","(0)","(0)","(0)","(1)","(0)"
"81001319","(80010637,80010638)","(0)","(0)","(0)","(1)","(0)"
"81001320","(80010639,80010640)","(0)","(0)","(0)","(1)","(0)"
"81001321","(80010641,80010642)","(0)","(0)","(0)","(1)","(0)"
"81001322","(80010643,80010644)","(0)","(0)","(0)","(1)","(0)"
"81001323","(80010645,80010646)","(0)","(0)","(0)","(1)","(0)"
"81001324","(80010647,80010648)","(0)","(0)","(0)","(1)","(0)"
"81001325","(80010649,80010650)","(0)","(0)","(0)","(1)","(0)"
"81001326","(80010651,80010652)","(0)","(0)","(0)","(1)","(0)"
"81001327","(80010653,80010654)","(0)","(0)","(0)","(1)","(0)"
"81001328","(80010655,80010656)","(0)","(0)","(0)","(1)","(0)"
"81001329","(80010657,80010658)","(0)","(0)","(0)","(1)","(0)"
"81001330","(80010659,80010660)","(0)","(0)","(0)","(1)","(0)"
"81001331","(80010661,80010662)","(0)","(0)","(0)","(1)","(0)"
"81001332","(80010663,80010664)","(0)","(0)","(0)","(1)","(0)"
"81001333","(80010665,80010666)","(0)","(0)","(0)","(1)","(0)"
"81001334","(80010667,80010668)","(0)","(0)","(0)","(1)","(0)"
"81001335","(80010669,80010670)","(0)","(0)","(0)","(1)","(0)"
"81001336","(80010671,80010672)","(0)","(0)","(0)","(1)","(0)"
"81001337","(80010673,80010674)","(0)","(0)","(0)","(1)","(0)"
"81001338","(80010675,80010676)","(0)","(0)","(0)","(1)","(0)"
"81001339","(80010677,80010678)","(0)","(0)","(0)","(1)","(0)"
"81001340","(80010679,80010680)","(0)","(0)","(0)","(1)","(0)"
"81001341","(80010681,80010682)","(0)","(0)","(0)","(1)","(0)"
"81001342","(80010683,80010684)","(0)","(0)","(0)","(1)","(0)"
"81001343","(80010685,80010686)","(0)","(0)","(0)","(1)","(0)"
"81001344","(80010687,80010688)","(0)","(0)","(0)","(1)","(0)"
"81001345","(80010689,80010690)","(0)","(0)","(0)","(1)","(0)"
"81001346","(80010691,80010692)","(0)","(0)","(0)","(1)","(0)"
"81001347","(80010693,80010694)","(0)","(0)","(0)","(1)","(0)"
"81001348","(80010695,80010696)","(0)","(0)","(0)","(1)","(0)"
"81001349","(80010697,80010698)","(0)","(0)","(0)","(1)","(0)"
"81001350","(80010699,80010700)","(0)","(0)","(0)","(1)","(0)"
"81001351","(80010701,80010702)","(0)","(0)","(0)","(1)","(0)"
"81001352","(80010703,80010704)","(0)","(0)","(0)","(1)","(0)"
"81001353","(80010705,80010706)","(0)","(0)","(0)","(1)","(0)"
"81001354","(80010707,80010708)","(0)","(0)","(0)","(1)","(0)"
"81001355","(80010709,80010710)","(0)","(0)","(0)","(1)","(0)"
"81001356","(80010711,80010712)","(0)","(0)","(0)","(1)","(0)"
"81001357","(80010713,80010714)","(0)","(0)","(0)","(1)","(0)"
"81001358","(80010715,80010716)","(0)","(0)","(0)","(1)","(0)"
"81001359","(80010717,80010718)","(0)","(0)","(0)","(1)","(0)"
"81001360","(80010719,80010720)","(0)","(0)","(0)","(1)","(0)"
"81001361","(80010721,80010722)","(0)","(0)","(0)","(1)","(0)"
"81001362","(80010723,80010724)","(0)","(0)","(0)","(1)","(0)"
"81001363","(80010725,80010726)","(0)","(0)","(0)","(1)","(0)"
"81001364","(80010727,80010728)","(0)","(0)","(0)","(1)","(0)"
"81001365","(80010729,80010730)","(0)","(0)","(0)","(1)","(0)"
"81001366","(80010731,80010732)","(0)","(0)","(0)","(1)","(0)"
"81001367","(80010733,80010734)","(0)","(0)","(0)","(1)","(0)"
"81001368","(80010735,80010736)","(0)","(0)","(0)","(1)","(0)"
"81001369","(80010737,80010738)","(0)","(0)","(0)","(1)","(0)"
"81001370","(80010739,80010740)","(0)","(0)","(0)","(1)","(0)"
"81001371","(80010741,80010742)","(0)","(0)","(0)","(1)","(0)"
"81001372","(80010743,80010744)","(0)","(0)","(0)","(1)","(0)"
"81001373","(80010745,80010746)","(0)","(0)","(0)","(1)","(0)"
"81001374","(80010747,80010748)","(0)","(0)","(0)","(1)","(0)"
"81001375","(80010749,80010750)","(0)","(0)","(0)","(1)","(0)"
"81001376","(80010751,80010752)","(0)","(0)","(0)","(1)","(0)"
"81001377","(80010753,80010754)","(0)","(0)","(0)","(1)","(0)"
"81001378","(80010755,80010756)","(0)","(0)","(0)","(1)","(0)"
"81001379","(80010757,80010758)","(0)","(0)","(0)","(1)","(0)"
"81001380","(80010759,80010760)","(0)","(0)","(0)","(1)","(0)"
"81001381","(80010761,80010762)","(0)","(0)","(0)","(1)","(0)"
"81001382","(80010763,80010764)","(0)","(0)","(0)","(1)","(0)"
"81001383","(80010765,80010766)","(0)","(0)","(0)","(1)","(0)"
"81001384","(80010767,80010768)","(0)","(0)","(0)","(1)","(0)"
"81001385","(80010769,80010770)","(0)","(0)","(0)","(1)","(0)"
"81001386","(80010771,80010772)","(0)","(0)","(0)","(1)","(0)"
"81001387","(80010773,80010774)","(0)","(0)","(0)","(1)","(0)"
"81001388","(80010775,80010776)","(0)","(0)","(0)","(1)","(0)"
"81001389","(80010777,80010778)","(0)","(0)","(0)","(1)","(0)"
"81001390","(80010779,80010780)","(0)","(0)","(0)","(1)","(0)"
"81001391","(80010781,80010782)","(0)","(0)","(0)","(1)","(0)"
"81001392","(80010783,80010784)","(0)","(0)","(0)","(1)","(0)"
"81001393","(80010785,80010786)","(0)","(0)","(0)","(1)","(0)"
"81001394","(80010787,80010788)","(0)","(0)","(0)","(1)","(0)"
"81001395","(80010789,80010790)","(0)","(0)","(0)","(1)","(0)"
"81001396","(80010791,80010792)","(0)","(0)","(0)","(1)","(0)"
"81001397","(80010793,80010794)","(0)","(0)","(0)","(1)","(0)"
"81001398","(80010795,80010796)","(0)","(0)","(0)","(1)","(0)"
"81001399","(80010797,80010798)","(0)","(0)","(0)","(1)","(0)"
"81001400","(80010799,80010800)","(0)","(0)","(0)","(1)","(0)"
"81002001","(80020001)","(0)","(0)","(0)","(1)","(0)"
"81002002","(80020004,80020007,80020010,80020013,80020014)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)"
"81002003","(80020101)","(0)","(0)","(0)","(1)","(0)"
"81002004","(80020102,80020103,80020104,80020105,80020106,80020107,80020108,80020109,80020110,80020111,80020112,80020113,80020114)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)"
"81002005","(80020201)","(0)","(0)","(0)","(1)","(0)"
"81002006","(80020202,80020203,80020204,80020205,80020206,80020207,80020208,80020209,80020210,80020211,80020212,80020213,80020214)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)"
"81002007","(80020301)","(0)","(0)","(0)","(1)","(0)"
"81002008","(80020302,80020303,80020304,80020305,80020306,80020307,80020308,80020309,80020310,80020311,80020312,80020313,80020314)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)"
"81002009","(80020401)","(0)","(0)","(0)","(1)","(0)"
"81002010","(80020402,80020403,80020404,80020405,80020406,80020407,80020408,80020409,80020410,80020411,80020412,80020413,80020414)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0,0,0,0)"
"81003001","(80030026,80030028,80030030,80030032,80030002,80030005)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(1,1,1,1,1,0)"
"81003002","(80030001)","(0)","(0)","(0)","(0)","(1)"
"81003003","(80030007)","(0)","(0)","(0)","(0)","(1)"
"81003004","(80030008,80030009,80030010)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(0,4,0)"
"81003005","(80030012)","(0)","(0)","(0)","(0)","(1)"
"81003006","(80030013,80030014,80030015)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(0,4,0)"
"81003007","(80030017)","(0)","(0)","(0)","(0)","(1)"
"81003008","(80030018,80030019,80030020)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(0,4,0)"
"81003009","(80030022)","(0)","(0)","(0)","(0)","(1)"
"81003010","(80030023,80030024,80030025)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(0,4,0)"
"81004001","(80040001,80040002,80040004,80040006,80040008,80040009)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,1,2,0,0)"
"81004002","(80040010,80040011,80040012,80040013,80040014,80040015,80040016,80040017,80040018)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,1,0,0,2,0,0)"
"81004003","(80040019,80040020,80040021,80040022,80040023,80040024,80040025,80040026,80040027)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,1,0,0,2,0,0)"
"81004004","(80040028,80040029,80040030,80040031,80040032,80040033,80040034,80040035,80040036)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,1,0,0,2,0,0)"
"81004005","(80040037,80040038,80040039,80040040,80040041,80040042,80040043,80040044,80040045)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,1,0,0,2,0,0)"
"81004006","(80040046,80040047,80040048,80040049,80040050,80040051,80040052,80040053,80040054)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,1,0,0,2,0,0)"
"81004007","(80040055,80040056,80040057,80040058,80040059,80040060,80040061,80040062,80040063)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0)","(0,0,0,1,0,0,2,0,0)"
"81005001","(80050001,80050002,80050003,80050004,80050005)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)"
"81005002","(80050006,80050007,80050008,80050009,80050010)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)"
"81005003","(80050011,80050012,80050013,80050014,80050015)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)"
"81005004","(80050016,80050017,80050018,80050019,80050020)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)"
"81005005","(80050021,80050022,80050023,80050024,80050025)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)"
"81006001","(80060001)","(0)","(0)","(0)","(0)","(0)"
"81006002","(80060002)","(0)","(0)","(0)","(0)","(0)"
"81006003","(80060003)","(0)","(0)","(0)","(0)","(0)"
"81006004","(80060004)","(0)","(0)","(0)","(0)","(0)"
"81006005","(80060005)","(0)","(0)","(0)","(0)","(0)"
"81006006","(80060006)","(0)","(0)","(0)","(0)","(0)"
"81006007","(80060007)","(0)","(0)","(0)","(0)","(0)"
"81006008","(80060008)","(0)","(0)","(0)","(0)","(0)"
"81006009","(80060009)","(0)","(0)","(0)","(0)","(0)"
"81006010","(80060010)","(0)","(0)","(0)","(0)","(0)"
"81006011","(80060011)","(0)","(0)","(0)","(0)","(0)"
"81007001","(81007001)","(0)","(0)","(0)","(0)","(0)"
"81008001","(80080001,80080002,80080003,80080004,80080005,80080006,80080007)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)"
"81008002","(80080008,80080009,80080010,80080011,80080012,80080013,80080014)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)"
"81008003","(80080015,80080016,80080017,80080018,80080019,80080020,80080021)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)"
"81008004","(80080022,80080023,80080024,80080025,80080026,80080027,80080028)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)"
"81008005","(80080029,80080030,80080031,80080032,80080033,80080034,80080035)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)"
"81008006","(80080036,80080037,80080038,80080039,80080040,80080041,80080042)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)"
"81008007","(80080043,80080044,80080045,80080046,80080047,80080048,80080049)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)"
"81008008","(80080050,80080051,80080052,80080053,80080054,80080055,80080056)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)"
"81008009","(80080057,80080058,80080059,80080060,80080061,80080062,80080063)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)"
"81008010","(80080064,80080065,80080066,80080067,80080068,80080069,80080070)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)","(0,0,0,0,0,0,0)"
"81009001","(80090001,80090003,80090004,80090005,80090006,80090007)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(1,0,0,0,0,0)","(0,2,0,0,0,0)"
"81009002","(80090008,80090010,80090011,80090012,80090013,80090014)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(1,0,0,0,0,0)","(0,2,0,0,0,0)"
"81009003","(80090015,80090017,80090018,80090019,80090020,80090021)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(1,0,0,0,0,0)","(0,2,0,0,0,0)"
"81009004","(80090022,80090024,80090025,80090026,80090027,80090028)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(1,0,0,0,0,0)","(0,2,0,0,0,0)"
"81009005","(80090029,80090031,80090032,80090033,80090034,80090035)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(1,0,0,0,0,0)","(0,2,0,0,0,0)"
"81009006","(80090036,80090038,80090039,80090040,80090041,80090042)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(1,0,0,0,0,0)","(0,2,0,0,0,0)"
"81009007","(80090043,80090045,80090046,80090047,80090048,80090049)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(1,0,0,0,0,0)","(0,2,0,0,0,0)"
"81009008","(80090050,80090052,80090053,80090054,80090055,80090056)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(1,0,0,0,0,0)","(0,2,0,0,0,0)"
"81009009","(80090057,80090059,80090060,80090061,80090062,80090063)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(1,0,0,0,0,0)","(0,2,0,0,0,0)"
"81009010","(80090064,80090066,80090067,80090068,80090069,80090070)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(1,0,0,0,0,0)","(0,2,0,0,0,0)"
"81010001","(80100001)","(0)","(0)","(0)","(0)","(0)"
"81010002","(80110001)","(0)","(0)","(0)","(1)","(0)"
"81010003","(80120001)","(0)","(0)","(0)","(0)","(0)"
"81010004","(80130001)","(0)","(0)","(0)","(0)","(0)"
"81010005","(80140001,80140002)","(0,0)","(0,0)","(0,0)","(0,0)","(0,0)"
"81010006","(80150001)","(0)","(0)","(0)","(0)","(0)"
"81010007","(80160001)","(0)","(0)","(0)","(0)","(0)"
"81010008","(80170001,80170002,80170003,80170004)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)"
"81010009","(80180001,80180002,80180003)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)"
"81010010","(80190001,80190002,80190003,80190004)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)"
"81010011","(80200001,80200002,80200003,80200004)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)"
"81010012","(80210001,80210002,80210003,80210004)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)"
"81010013","(80220003)","(0)","(0)","(0)","(0)","(0)"
"81011001","(80230001)","(0)","(0)","(0)","(0)","(0)"
"81012001","(80240001)","(0)","(0)","(0)","(0)","(0)"
"81012002","(80240002)","(0)","(0)","(0)","(0)","(0)"
"81012003","(80240003)","(0)","(0)","(0)","(0)","(0)"
"81012004","(80240004)","(0)","(0)","(0)","(0)","(0)"
"81012005","(80240005)","(0)","(0)","(0)","(0)","(0)"
"81012006","(80240006)","(0)","(0)","(0)","(0)","(0)"
"81012007","(80240007)","(0)","(0)","(0)","(0)","(0)"
"81012008","(80240008)","(0)","(0)","(0)","(0)","(0)"
"81012009","(80240009)","(0)","(0)","(0)","(0)","(0)"
"81012010","(80240010)","(0)","(0)","(0)","(0)","(0)"
"81012011","(80240011)","(0)","(0)","(0)","(0)","(0)"
"81012012","(80240012)","(0)","(0)","(0)","(0)","(0)"
"81012013","(80240013)","(0)","(0)","(0)","(0)","(0)"
"81012014","(80240014)","(0)","(0)","(0)","(0)","(0)"
"81012015","(80240015)","(0)","(0)","(0)","(0)","(0)"
"81012016","(80240016)","(0)","(0)","(0)","(0)","(0)"
"81012017","(80240017)","(0)","(0)","(0)","(0)","(0)"
"81012018","(80240018)","(0)","(0)","(0)","(0)","(0)"
"81012019","(80240019)","(0)","(0)","(0)","(0)","(0)"
"81012020","(80240020)","(0)","(0)","(0)","(0)","(0)"
"81012098","(80240998)","(0)","(0)","(0)","(0)","(0)"
"81012099","(80240999)","(0)","(0)","(0)","(0)","(0)"
"81012100","(80241000)","(0)","(0)","(0)","(0)","(0)"
"81012101","(80241001)","(0)","(0)","(0)","(0)","(0)"
"81012102","(80241002)","(0)","(0)","(0)","(0)","(0)"
"81012103","(80241003)","(0)","(0)","(0)","(0)","(0)"
"81012104","(80241004)","(0)","(0)","(0)","(0)","(0)"
"81012105","(80241005)","(0)","(0)","(0)","(0)","(0)"
"81012106","(80241006)","(0)","(0)","(0)","(0)","(0)"
"81012107","(80241007)","(0)","(0)","(0)","(0)","(0)"
"81012108","(80241008)","(0)","(0)","(0)","(0)","(0)"
"81012109","(80241009)","(0)","(0)","(0)","(0)","(0)"
"81012110","(80241010)","(0)","(0)","(0)","(0)","(0)"
"81012111","(80241011)","(0)","(0)","(0)","(0)","(0)"
"81012112","(80241012)","(0)","(0)","(0)","(0)","(0)"
"81012113","(80241013)","(0)","(0)","(0)","(0)","(0)"
"81012114","(80241014)","(0)","(0)","(0)","(0)","(0)"
"81012115","(80241015)","(0)","(0)","(0)","(0)","(0)"
"81012116","(80241016)","(0)","(0)","(0)","(0)","(0)"
"81012117","(80241017)","(0)","(0)","(0)","(0)","(0)"
"81012118","(80241018)","(0)","(0)","(0)","(0)","(0)"
"81012119","(80241019)","(0)","(0)","(0)","(0)","(0)"
"81012120","(80241020)","(0)","(0)","(0)","(0)","(0)"
"81012121","(80241021)","(0)","(0)","(0)","(0)","(0)"
"81012122","(80241022)","(0)","(0)","(0)","(0)","(0)"
"81012123","(80241023)","(0)","(0)","(0)","(0)","(0)"
"81012124","(80241024)","(0)","(0)","(0)","(0)","(0)"
"81012125","(80241025)","(0)","(0)","(0)","(0)","(0)"
"81012126","(80241026)","(0)","(0)","(0)","(0)","(0)"
"81012127","(80241027)","(0)","(0)","(0)","(0)","(0)"
"81012128","(80241028)","(0)","(0)","(0)","(0)","(0)"
"81012129","(80241029)","(0)","(0)","(0)","(0)","(0)"
"81012130","(80241030)","(0)","(0)","(0)","(0)","(0)"
"81012131","(80241031)","(0)","(0)","(0)","(0)","(0)"
"81012132","(80241032)","(0)","(0)","(0)","(0)","(0)"
"81012133","(80241033)","(0)","(0)","(0)","(0)","(0)"
"81012134","(80241034)","(0)","(0)","(0)","(0)","(0)"
"81012135","(80241035)","(0)","(0)","(0)","(0)","(0)"
"81012136","(80241036)","(0)","(0)","(0)","(0)","(0)"
"81012137","(80241037)","(0)","(0)","(0)","(0)","(0)"
"81012138","(80241038)","(0)","(0)","(0)","(0)","(0)"
"81012139","(80241039)","(0)","(0)","(0)","(0)","(0)"
"81012140","(80241040)","(0)","(0)","(0)","(0)","(0)"
"81012141","(80241041)","(0)","(0)","(0)","(0)","(0)"
"81012142","(80241042)","(0)","(0)","(0)","(0)","(0)"
"81012143","(80241043)","(0)","(0)","(0)","(0)","(0)"
"81012144","(80241044)","(0)","(0)","(0)","(0)","(0)"
"81012145","(80241045)","(0)","(0)","(0)","(0)","(0)"
"81012146","(80241046)","(0)","(0)","(0)","(0)","(0)"
"81012147","(80241047)","(0)","(0)","(0)","(0)","(0)"
"81012148","(80241048)","(0)","(0)","(0)","(0)","(0)"
"81012149","(80241049)","(0)","(0)","(0)","(0)","(0)"
"81012150","(80241050)","(0)","(0)","(0)","(0)","(0)"
"81012151","(80241051)","(0)","(0)","(0)","(0)","(0)"
"81012152","(80241052)","(0)","(0)","(0)","(0)","(0)"
"81012153","(80241053)","(0)","(0)","(0)","(0)","(0)"
"81012154","(80241054)","(0)","(0)","(0)","(0)","(0)"
"81012155","(80241055)","(0)","(0)","(0)","(0)","(0)"
"81012156","(80241056)","(0)","(0)","(0)","(0)","(0)"
"81012157","(80241057)","(0)","(0)","(0)","(0)","(0)"
"81012158","(80241058)","(0)","(0)","(0)","(0)","(0)"
"81012159","(80241059)","(0)","(0)","(0)","(0)","(0)"
"81012160","(80241060)","(0)","(0)","(0)","(0)","(0)"
"81012161","(80241061)","(0)","(0)","(0)","(0)","(0)"
"81012162","(80241062)","(0)","(0)","(0)","(0)","(0)"
"81012163","(80241063)","(0)","(0)","(0)","(0)","(0)"
"81012164","(80241064)","(0)","(0)","(0)","(0)","(0)"
"81012165","(80241065)","(0)","(0)","(0)","(0)","(0)"
"81012166","(80241066)","(0)","(0)","(0)","(0)","(0)"
"81012167","(80241067)","(0)","(0)","(0)","(0)","(0)"
"81012168","(80241068)","(0)","(0)","(0)","(0)","(0)"
"81012169","(80241069)","(0)","(0)","(0)","(0)","(0)"
"81012170","(80241070)","(0)","(0)","(0)","(0)","(0)"
"81013001","(80250001)","(0)","(0)","(0)","(0)","(0)"
"81013002","(80250002)","(0)","(0)","(0)","(0)","(0)"
"81013003","(80250003)","(0)","(0)","(0)","(0)","(0)"
"81013004","(80250004)","(0)","(0)","(0)","(0)","(0)"
"81013005","(80250005)","(0)","(0)","(0)","(0)","(0)"
"81013006","(80250006)","(0)","(0)","(0)","(0)","(0)"
"81013007","(80250007)","(0)","(0)","(0)","(0)","(0)"
"81013008","(80250008)","(0)","(0)","(0)","(0)","(0)"
"81013009","(80250009)","(0)","(0)","(0)","(0)","(0)"
"81013010","(80250010)","(0)","(0)","(0)","(0)","(0)"
"81013011","(80250011)","(0)","(0)","(0)","(0)","(0)"
"81013012","(80250012)","(0)","(0)","(0)","(0)","(0)"
"81013013","(80250013)","(0)","(0)","(0)","(0)","(0)"
"81013014","(80250014)","(0)","(0)","(0)","(0)","(0)"
"81013015","(80250015)","(0)","(0)","(0)","(0)","(0)"
"81013016","(80250016)","(0)","(0)","(0)","(0)","(0)"
"81013017","(80250017)","(0)","(0)","(0)","(0)","(0)"
"81013018","(80250018)","(0)","(0)","(0)","(0)","(0)"
"81013019","(80250019)","(0)","(0)","(0)","(0)","(0)"
"81013020","(80250020)","(0)","(0)","(0)","(0)","(0)"
"81013021","(80250021)","(0)","(0)","(0)","(0)","(0)"
"81013022","(80250022)","(0)","(0)","(0)","(0)","(0)"
"81013023","(80250023)","(0)","(0)","(0)","(0)","(0)"
"81013024","(80250024)","(0)","(0)","(0)","(0)","(0)"
"81013025","(80250025)","(0)","(0)","(0)","(0)","(0)"
"81013026","(80250026)","(0)","(0)","(0)","(0)","(0)"
"81013027","(80250027)","(0)","(0)","(0)","(0)","(0)"
"81013028","(80250028)","(0)","(0)","(0)","(0)","(0)"
"81013029","(80250029)","(0)","(0)","(0)","(0)","(0)"
"81013030","(80250030)","(0)","(0)","(0)","(0)","(0)"
"81013031","(80250031)","(0)","(0)","(0)","(0)","(0)"
"81013032","(80250032)","(0)","(0)","(0)","(0)","(0)"
"81013033","(80250033)","(0)","(0)","(0)","(0)","(0)"
"81013034","(80250034)","(0)","(0)","(0)","(0)","(0)"
"81013035","(80250035)","(0)","(0)","(0)","(0)","(0)"
"81013036","(80250036)","(0)","(0)","(0)","(0)","(0)"
"81013037","(80250037)","(0)","(0)","(0)","(0)","(0)"
"81013038","(80250038)","(0)","(0)","(0)","(0)","(0)"
"81013039","(80250039)","(0)","(0)","(0)","(0)","(0)"
"81013040","(80250040)","(0)","(0)","(0)","(0)","(0)"
"81013041","(80250041)","(0)","(0)","(0)","(0)","(0)"
"81013042","(80250042)","(0)","(0)","(0)","(0)","(0)"
"81013043","(80250043)","(0)","(0)","(0)","(0)","(0)"
"81013044","(80250044)","(0)","(0)","(0)","(0)","(0)"
"81013045","(80250045)","(0)","(0)","(0)","(0)","(0)"
"81013046","(80250046)","(0)","(0)","(0)","(0)","(0)"
"81013047","(80250047)","(0)","(0)","(0)","(0)","(0)"
"81013048","(80250048)","(0)","(0)","(0)","(0)","(0)"
