"AttributeId","NextDialogId","FinnalStepId","LeftOrRight","DialogWordRes"
"17003086","17003087","17003088","0","90003623"
"17003087","17003088","17003088","1","90003624"
"17003088","0","17003088","1","90003625"
"17003089","0","17003089","1","90003626"
"17003090","0","17003089","0","90003627"
"17003091","0","17003091","0","90003628"
"17003092","17003093","17003095","1","90003629"
"17003093","17003094","17003095","0","90003630"
"17003094","17003095","17003095","0","90003631"
"17003095","0","17003095","1","90003632"
"17003096","0","17003096","1","90003633"
"17003097","17003098","17003099","0","90003634"
"17003098","17003099","17003099","1","90003635"
"17003099","0","17003099","0","90003636"
"17003100","0","17003099","0","90003637"
"17003101","17003102","17003106","0","90003638"
"17003102","17003103","17003106","1","90003639"
"17003103","17003104","17003106","0","90003640"
"17003104","17003105","17003106","0","90003641"
"17003105","17003106","17003106","0","90003642"
"17003106","0","17003106","0","90003643"
"17003107","17003108","17003108","1","90003644"
"17003108","0","17003108","0","90003645"
"17003109","17003110","17003114","0","90003646"
"17003110","17003111","17003114","1","90003647"
"17003111","17003112","17003114","0","90003648"
"17003112","17003113","17003114","1","90003649"
"17003113","17003114","17003114","0","90003650"
"17003114","0","17003114","0","90003651"
"17003115","0","17003114","0","90003652"
"17003116","17003117","17003122","1","90003653"
"17003117","17003118","17003122","0","90003654"
"17003118","17003119","17003122","0","90003655"
"17003119","17003120","17003122","0","90003656"
"17003120","17003121","17003122","1","90003657"
"17003121","17003122","17003122","0","90003658"
"17003122","0","17003122","0","90003659"
"17003123","17003124","17003126","0","90003660"
"17003124","17003125","17003126","1","90003661"
"17003125","17003126","17003126","0","90003662"
"17003126","0","17003126","0","90003663"
"17003127","0","17003126","0","90003664"
"17003128","0","17003126","0","90003665"
"17003129","0","17003126","0","90003666"
"17003130","0","17003126","0","90003667"
"17003131","0","17003126","0","90003668"
"17003132","0","17003126","0","90003669"
"17003133","17003134","17003134","1","90003670"
"17003134","0","17003134","0","90003671"
"17003135","0","17003134","0","90003672"
"17003136","0","17003134","0","90003673"
"17003137","0","17003134","0","90003674"
"17003138","17003139","17003140","0","90003675"
"17003139","17003140","17003140","0","90003676"
"17003140","0","17003140","0","90003677"
"17003141","0","17003140","0","90003678"
"17003142","0","17003140","0","90003679"
"17003143","17003144","17003145","1","90003680"
"17003144","17003145","17003145","0","90003681"
"17003145","0","17003145","0","90003682"
"17003146","0","17003145","0","90003683"
"17003147","0","17003145","1","90003684"
"17003148","0","17003145","0","90003685"
"17003149","17003150","17003149","0","90003686"
"17003150","17003151","17003149","1","90003687"
"17003151","0","17003149","0","90003688"
"17003152","17003153","17003154","0","90003689"
"17003153","17003154","17003154","1","90003690"
"17003154","0","17003154","0","90003691"
"17003155","0","17003154","0","90003692"
"17003156","17003157","17003157","0","90003693"
"17003157","0","17003157","0","90003694"
"17003158","17003159","17003166","0","90003695"
"17003159","17003160","17003166","0","90003696"
"17003160","17003161","17003166","1","90003697"
"17003161","17003162","17003166","0","90003698"
"17003162","17003163","17003166","0","90003699"
"17003163","17003164","17003166","0","90003700"
"17003164","17003165","17003166","0","90003701"
"17003165","17003166","17003166","1","90003702"
"17003166","0","17003166","0","90003703"
"17003167","0","17003166","0","90003704"
"17003168","0","17003166","0","90003705"
"17003169","0","17003166","0","90003706"
"17003170","0","17003166","0","90003707"
"17003171","17003172","17003173","0","90003708"
"17003172","17003173","17003173","0","90003709"
"17003173","0","17003173","0","90003710"
"17003174","0","17003173","0","90003711"
"17003175","0","17003173","0","90003712"
"17003176","17003177","17003179","1","90003713"
"17003177","17003178","17003179","0","90003714"
"17003178","17003179","17003179","0","90003715"
"17003179","0","17003179","0","90003716"
"17003180","17003181","17003182","1","90003717"
"17003181","17003182","17003182","0","90003718"
"17003182","0","17003182","0","90003719"
"17003183","17003184","17003185","1","90003720"
"17003184","17003185","17003185","0","90003721"
"17003185","0","17003185","0","90003722"
"17003186","17003187","17003191","1","90003723"
"17003187","17003188","17003191","1","90003724"
"17003188","17003189","17003191","0","90003725"
"17003189","17003190","17003191","0","90003726"
"17003190","17003191","17003191","0","90003727"
"17003191","0","17003191","1","90003728"
"17003192","17003193","17003194","1","90003729"
"17003193","17003194","17003194","0","90003730"
"17003194","0","17003194","0","90003731"
"17003195","17003196","17003196","0","90003732"
"17003196","0","17003196","1","90003733"
"17003197","0","17003196","0","90003734"
"17003198","0","17003196","0","90003735"
"17003199","0","17003196","0","90003736"
"17003200","17003201","17003202","1","90003737"
"17003201","17003202","17003202","0","90003738"
"17003202","0","17003202","0","90003739"
"17003203","17003204","17003207","0","90003740"
"17003204","17003205","17003207","1","90003741"
"17003205","17003206","17003207","0","90003742"
"17003206","17003207","17003207","1","90003743"
"17003207","0","17003207","0","90003744"
"17003208","0","17003207","0","90003745"
"17003209","17003210","17006552","1","90003746"
"17003210","17003211","17006552","0","90003747"
"17003211","17003212","17006552","1","90003748"
"17003212","17003213","17006552","0","90003749"
"17003213","17006548","17006552","0","90003750"
"17003214","17003215","17006554","0","90003751"
"17003215","17006553","17006554","1","90003752"
"17003216","17003217","17003217","0","90003753"
"17003217","0","17003217","1","90003754"
"17003218","17003219","17003219","0","90003755"
"17003219","0","17003219","1","90003756"
"17003220","17003221","17003221","0","90003757"
"17003221","0","17003221","0","90003758"
"17003222","0","17003221","0","90003759"
"17003223","17003224","17003227","0","90003760"
"17003224","17003225","17003227","0","90003761"
"17003225","17003226","17003227","0","90003762"
"17003226","17003227","17003227","0","90003763"
"17003227","0","17003227","1","90003764"
"17003228","17003229","17003230","0","90003765"
"17003229","17003230","17003230","1","90003766"
"17003230","0","17003230","0","90003767"
"17003231","0","17003230","0","90003768"
"17003232","0","17003230","0","90003769"
"17003233","0","17003230","0","90003770"
"17003234","0","17003230","0","90003771"
"17003235","17003236","17003237","0","90003772"
"17003236","17003237","17003237","1","90003773"
"17003237","0","17003237","0","90003774"
"17003238","0","17003237","0","90003775"
"17003239","17003240","17003241","0","90003776"
"17003240","17003241","17003241","0","90003777"
"17003241","0","17003241","0","90003778"
"17003242","0","17003241","0","90003779"
"17003243","0","17003241","0","90003780"
"17003244","0","17003241","0","90003781"
"17003245","0","17003241","0","90003782"
"17003246","0","17003241","0","90003783"
"17003247","17003248","17003252","1","90003784"
"17003248","17003249","17003252","0","90003785"
"17003249","17003250","17003252","0","90003786"
"17003250","17003251","17003252","1","90003787"
"17003251","17003252","17003252","0","90003788"
"17003252","0","17003252","0","90003789"
"17003253","17003254","17003255","0","90003790"
"17003254","17003255","17003255","1","90003791"
"17003255","0","17003255","1","90003792"
"17003256","0","17003255","0","90003793"
"17003257","17003258","17003262","0","90003794"
"17003258","17003259","17003262","1","90003795"
"17003259","17003260","17003262","0","90003796"
"17003260","17003261","17003262","1","90003797"
"17003261","17003262","17003262","0","90003798"
"17003262","0","17003262","1","90003799"
"17003263","0","17003262","0","90003800"
"17003264","0","17003262","0","90003801"
"17003265","0","17003265","1","90003802"
"17003266","0","17003266","1","90003803"
"17003267","0","17003267","1","90003804"
"17003268","17003269","17003270","1","90003805"
"17003269","17003270","17003270","0","90003806"
"17003270","0","17003270","1","90003807"
"17003271","17003272","17003272","1","90003808"
"17003272","0","17003272","0","90003809"
"17003273","17003274","17003277","1","90003810"
"17003274","17003275","17003277","0","90003811"
"17003275","17003276","17003277","1","90003812"
"17003276","17003277","17003277","0","90003813"
"17003277","0","17003277","0","90003814"
"17003278","0","17003277","0","90003815"
"17003279","17003280","17003283","0","90003816"
"17003280","17003281","17003283","1","90003817"
"17003281","17003282","17003283","1","90003818"
"17003282","17003283","17003283","0","90003819"
"17003283","0","17003283","1","90003820"
"17003284","0","17003283","0","90003821"
"17003285","17003286","17003288","1","90003822"
"17003286","17003287","17003288","0","90003823"
"17003287","17003288","17003288","1","90003824"
"17003288","0","17003288","0","90003825"
"17003289","0","17003288","0","90003826"
"17003290","17003291","17003296","0","90003827"
"17003291","17003292","17003296","1","90003828"
"17003292","17003293","17003296","0","90003829"
"17003293","17003294","17003296","1","90003830"
"17003294","17003295","17003296","0","90003831"
"17003295","17003296","17003296","1","90003832"
"17003296","0","17003296","0","90003833"
"17003297","0","17003296","0","90003834"
"17003298","0","17003296","0","90003835"
"17003299","0","17003296","0","90003836"
"17003300","0","17003296","0","90003837"
"17003301","17003302","17003304","1","90003838"
"17003302","17003303","17003304","0","90003839"
"17003303","17003304","17003304","1","90003840"
"17003304","0","17003304","0","90003841"
"17003305","0","17003304","0","90003842"
"17003306","17003307","17003308","1","90003843"
"17003307","17003308","17003308","0","90003844"
"17003308","0","17003308","1","90003845"
"17003309","0","17003308","0","90003846"
"17003310","0","17003308","0","90003847"
"17003311","0","17003308","0","90003848"
"17003312","0","17003312","1","90003849"
"17003313","0","17003313","0","90003850"
"17003314","17003315","17003315","0","90003851"
"17003315","0","17003315","1","90003852"
"17003316","17003317","17003317","0","90003853"
"17003317","0","17003317","1","90003854"
"17003318","17003319","17003324","0","90003855"
"17003319","17003320","17003324","1","90003856"
"17003320","17003321","17003324","1","90003857"
"17003321","17003322","17003324","0","90003858"
"17003322","17003323","17003324","0","90003859"
"17003323","17003324","17003324","0","90003860"
"17003324","0","17003324","1","90003861"
"17003325","0","17003324","0","90003862"
"17003326","0","17003324","0","90003863"
"17003327","17003328","17003330","1","90003864"
"17003328","17003329","17003330","0","90003865"
"17003329","17003330","17003330","1","90003866"
"17003330","0","17003330","0","90003867"
"17003331","0","17003330","0","90003868"
"17003332","0","17003330","0","90003869"
"17003333","17003334","17003335","1","90003870"
"17003334","17003335","17003335","1","90003871"
"17003335","0","17003335","0","90003872"
"17003336","0","17003335","0","90003873"
"17003337","0","17003335","0","90003874"
"17003338","17003339","17003344","0","90003875"
"17003339","17003340","17003344","1","90003876"
"17003340","17003341","17003344","0","90003877"
"17003341","17003342","17003344","0","90003878"
"17003342","17003343","17003344","0","90003879"
"17003343","17003344","17003344","1","90003880"
"17003344","0","17003344","1","90003881"
"17003345","17003346","17003347","0","90003882"
"17003346","17003347","17003347","1","90003883"
"17003347","0","17003347","0","90003884"
"17003348","0","17003347","0","90003885"
"17003349","0","17003347","0","90003886"
"17003350","17003351","17003354","0","90003887"
"17003351","17003352","17003354","1","90003888"
"17003352","17003353","17003354","0","90003889"
"17003353","17003354","17003354","0","90003890"
"17003354","0","17003354","0","90003891"
"17003355","0","17003354","0","90003892"
"17003356","17003357","17003361","1","90003893"
"17003357","17003358","17003361","0","90003894"
"17003358","17003359","17003361","0","90003895"
"17003359","17003360","17003361","0","90003896"
"17003360","17003361","17003361","1","90003897"
"17003361","0","17003361","0","90003898"
"17003362","0","17003361","0","90003899"
"17003363","0","17003361","0","90003900"
"17003364","17003365","17003367","1","90003901"
"17003365","17003366","17003367","0","90003902"
"17003366","17003367","17003367","1","90003903"
"17003367","0","17003367","0","90003904"
"17003368","0","17003367","0","90003905"
"17003369","17003370","17003370","1","90003906"
"17003370","0","17003370","0","90003907"
"17003371","0","17003370","0","90003908"
"17003372","0","17003370","0","90003909"
"17003373","0","17003370","0","90003910"
"17003374","0","17003370","0","90003911"
"17003375","0","17003370","0","90003912"
"17003376","0","17003370","0","90003913"
"17003377","0","17003370","0","90003914"
"17003378","17003379","17003379","1","90003915"
"17003379","0","17003379","0","90003916"
"17003380","0","17003379","0","90003917"
"17003381","17003382","17003382","1","90003918"
"17003382","0","17003382","0","90003919"
"17003383","17003384","17003386","1","90003920"
"17003384","17003385","17003386","0","90003921"
"17003385","17003386","17003386","1","90003922"
"17003386","0","17003386","1","90003923"
"17003387","0","17003386","0","90003924"
"17003388","0","17003386","0","90003925"
"17003389","17003390","17003390","0","90003926"
"17003390","0","17003390","1","90003927"
"17003391","0","17003390","0","90003928"
"17003392","0","17003390","0","90003929"
"17003393","17003394","17003397","1","90003930"
"17003394","17003395","17003397","0","90003931"
"17003395","17003396","17003397","0","90003932"
"17003396","17003397","17003397","0","90003933"
"17003397","0","17003397","1","90003934"
"17003398","17003399","17003401","1","90003935"
"17003399","17003400","17003401","0","90003936"
"17003400","17003401","17003401","1","90003937"
"17003401","0","17003401","0","90003938"
"17003402","0","17003401","0","90003939"
"17003403","17003404","17003412","1","90003940"
"17003404","17003405","17003412","0","90003941"
"17003405","17003406","17003412","1","90003942"
"17003406","17003407","17003412","0","90003943"
"17003407","17003408","17003412","1","90003944"
"17003408","17003409","17003412","1","90003945"
"17003409","17003410","17003412","0","90003946"
"17003410","17003411","17003412","0","90003947"
"17003411","17003412","17003412","1","90003948"
"17003412","0","17003412","0","90003949"
"17003413","0","17003412","0","90003950"
"17003414","0","17003414","1","90003951"
"17003415","0","17003414","1","90003952"
"17003416","17003417","17003417","1","90003953"
"17003417","0","17003417","0","90003954"
"17003418","17003419","17003422","1","90003955"
"17003419","17003420","17003422","0","90003956"
"17003420","17003421","17003422","0","90003957"
"17003421","17003422","17003422","0","90003958"
"17003422","0","17003422","1","90003959"
"17003423","17003424","17006496","1","90003960"
"17003424","17006496","17006496","1","90003961"
"17003425","17003426","17003426","1","90003962"
"17003426","0","17003426","1","90003963"
"17003427","17003428","17003429","1","90003964"
"17003428","17003429","17003429","0","90003965"
"17003429","0","17003429","1","90003966"
"17003430","0","17003429","0","90003967"
"17003431","0","17003429","1","90003968"
"17003432","17003433","17003434","0","90003969"
"17003433","17003434","17003434","0","90003970"
"17003434","0","17003434","0","90003971"
"17003435","0","17003434","0","90003972"
"17003436","0","17003434","0","90003973"
"17003437","0","17003437","0","90003974"
"17003438","0","17003438","1","90003975"
"17003439","0","17003439","1","90003976"
"17003440","17003441","17003441","0","90003977"
"17003441","0","17003441","0","90003978"
"17003442","0","17003441","0","90003979"
"17003443","0","17003443","1","90003980"
"17003444","17003445","17003445","0","90003981"
"17003445","0","17003445","0","90003982"
"17003446","17003447","17003448","1","90003983"
"17003447","17003448","17003448","0","90003984"
"17003448","0","17003448","1","90003985"
"17003449","0","17003448","0","90003986"
"17003450","0","17003448","0","90003987"
"17003451","0","17003448","0","90003988"
"17003452","0","17003448","0","90003989"
"17003453","17003454","17003457","1","90003990"
"17003454","17003455","17003457","0","90003991"
"17003455","17003456","17003457","1","90003992"
"17003456","17003457","17003457","0","90003993"
"17003457","0","17003457","0","90003994"
"17003458","17003459","17003462","1","90003995"
"17003459","17003460","17003462","0","90003996"
"17003460","17003461","17003462","1","90003997"
"17003461","17003462","17003462","0","90003998"
"17003462","0","17003462","1","90003999"
"17003463","17003464","17003465","1","90004000"
"17003464","17003465","17003465","0","90004001"
"17003465","0","17003465","0","90004002"
"17003466","0","17003465","0","90004003"
"17003467","0","17003465","0","90004004"
"17003468","0","17003465","0","90004005"
"17003469","17003470","17003470","1","90004006"
"17003470","0","17003470","0","90004007"
"17003471","17003472","17003473","1","90004008"
"17003472","17003473","17003473","0","90004009"
"17003473","0","17003473","0","90004010"
"17003474","17003475","17003476","0","90004011"
"17003475","17003476","17003476","0","90004012"
"17003476","0","17003476","0","90004013"
"17003477","0","17003476","0","90004014"
"17003478","0","17003476","0","90004015"
"17003479","0","17003476","1","90004016"
"17003480","17003481","17006556","0","90004017"
"17003481","17003482","17006556","1","90004018"
"17003482","17006555","17006556","0","90004019"
"17003483","17003484","17006499","0","90004020"
"17003484","17003485","17006499","1","90004021"
"17003485","17003486","17006499","0","90004022"
"17003486","17006497","17006499","1","90004023"
"17003487","17003488","17003491","0","90004024"
"17003488","17003489","17003491","1","90004025"
"17003489","17003490","17003491","1","90004026"
"17003490","0","17003491","1","90004027"
"17003491","0","17003491","0","90004028"
"17003492","17003493","17003498","0","90004029"
"17003493","17003494","17003498","1","90004030"
"17003494","17003495","17003498","0","90004031"
"17003495","17003496","17003498","0","90004032"
"17003496","17003497","17003498","0","90004033"
"17003497","17003498","17003498","0","90004034"
"17003498","0","17003498","1","90004035"
"17003499","0","17003498","0","90004036"
"17003500","0","17003498","0","90004037"
"17003501","17003502","17003506","0","90004038"
"17003502","17003503","17003506","1","90004039"
"17003503","17003504","17003506","0","90004040"
"17003504","17003505","17003506","1","90004041"
"17003505","17003506","17003506","1","90004042"
"17003506","0","17003506","0","90004043"
"17003507","0","17003506","0","90004044"
"17003508","17003509","17006557","0","90004045"
"17003509","17003510","17006557","1","90004046"
"17003510","17003511","17006557","0","90004047"
"17003511","17006557","17006557","1","90004048"
"17003512","0","17003510","1","90004049"
"17003513","0","17003513","1","90004050"
"17003514","0","17003514","1","90004051"
"17003515","0","17003515","1","90004052"
"17003516","17003517","17003520","0","90004053"
"17003517","17003518","17003520","0","90004054"
"17003518","17003519","17003520","0","90004055"
"17003519","17003520","17003520","0","90004056"
"17003520","0","17003520","1","90004057"
"17003521","0","17003520","0","90004058"
"17003522","17003523","17003527","0","90004059"
"17003523","17003524","17003527","1","90004060"
"17003524","17003525","17003527","0","90004061"
"17003525","17003526","17003527","1","90004062"
"17003526","17003527","17003527","0","90004063"
"17003527","0","17003527","0","90004064"
"17003528","0","17003527","0","90004065"
"17003529","0","17003527","0","90004066"
"17003530","0","17003527","0","90004067"
"17003531","0","17003527","0","90004068"
"17003532","0","17003527","0","90004069"
"17003533","0","17003527","0","90004070"
"17003534","17003535","17003540","0","90004071"
"17003535","17003536","17003540","1","90004072"
"17003536","17003537","17003540","0","90004073"
"17003537","17003538","17003540","1","90004074"
"17003538","17003539","17003540","0","90004075"
"17003539","17003540","17003540","1","90004076"
"17003540","0","17003540","0","90004077"
"17003541","0","17003540","0","90004078"
"17003542","0","17003540","0","90004079"
"17003543","17003544","17003546","0","90004080"
"17003544","17003545","17003546","1","90004081"
"17003545","17003546","17003546","0","90004082"
"17003546","0","17003546","1","90004083"
"17003547","0","17003546","0","90004084"
"17003548","0","17003546","0","90004085"
"17003549","0","17003546","0","90004086"
"17003550","0","17003546","0","90004087"
"17003551","0","17003546","0","90004088"
"17003552","0","17003546","0","90004089"
"17003553","17003554","17003554","0","90004090"
"17003554","0","17003554","0","90004091"
"17003555","0","17003554","0","90004092"
"17003556","0","17003554","0","90004093"
"17003557","0","17003554","0","90004094"
"17003558","17003559","17003561","0","90004095"
"17003559","17003560","17003561","1","90004096"
"17003560","17003561","17003561","0","90004097"
"17003561","0","17003561","0","90004098"
"17003562","17003563","17003563","1","90004099"
"17003563","0","17003563","0","90004100"
"17003564","0","17003563","1","90004101"
"17003565","0","17003563","0","90004102"
"17003566","17003567","17003568","1","90004103"
"17003567","17003568","17003568","0","90004104"
"17003568","0","17003568","1","90004105"
"17003569","0","17003569","1","90004106"
"17003570","17003571","17003571","1","90004107"
"17003571","0","17003571","0","90004108"
"17003572","0","17003571","0","90004109"
"17003573","0","17003571","0","90004110"
"17003574","17003575","17003577","0","90004111"
"17003575","17003576","17003577","1","90004112"
"17003576","17003577","17003577","0","90004113"
"17003577","0","17003577","1","90004114"
"17003578","0","17003577","0","90004115"
"17003579","17003580","17003584","0","90004116"
"17003580","17003581","17003584","1","90004117"
"17003581","17003582","17003584","0","90004118"
"17003582","17003583","17003584","1","90004119"
"17003583","17003584","17003584","0","90004120"
"17003584","0","17003584","1","90004121"
"17003585","17003586","17003586","1","90004122"
"17003586","0","17003586","0","90004123"
"17003587","17003588","17003588","0","90004124"
"17003588","0","17003588","1","90004125"
"17003589","17003590","17003590","1","90004126"
"17003590","0","17003590","0","90004127"
"17003591","17003592","17003592","0","90004128"
"17003592","0","17003592","0","90004129"
"17003593","17003594","17003597","1","90004130"
"17003594","17003595","17003597","0","90004131"
"17003595","17003596","17003597","0","90004132"
"17003596","17003597","17003597","1","90004133"
"17003597","0","17003597","0","90004134"
"17003598","17003599","17003599","1","90004135"
"17003599","0","17003599","0","90004136"
"17003600","17003601","17003601","0","90004137"
"17003601","0","17003601","1","90004138"
"17003602","0","17003601","0","90004139"
"17003603","0","17003601","0","90004140"
"17003604","0","17003601","0","90004141"
"17003605","0","17003601","0","90004142"
"17003606","0","17003601","0","90004143"
"17003607","0","17003601","0","90004144"
"17003608","17003609","17003610","1","90004145"
"17003609","17003610","17003610","0","90004146"
"17003610","0","17003610","1","90004147"
"17003611","17003612","17003614","0","90004148"
"17003612","17003613","17003614","1","90004149"
"17003613","17003614","17003614","0","90004150"
"17003614","0","17003614","1","90004151"
"17003615","0","17003615","1","90004152"
"17003616","0","17003616","1","90004153"
"17003617","0","17003617","1","90004154"
"17003618","17003619","17003620","0","90004155"
"17003619","17003620","17003620","1","90004156"
"17003620","0","17003620","0","90004157"
"17003621","0","17003621","0","90004158"
"17003622","0","17003621","0","90004159"
"17003623","0","17003623","1","90004160"
"17003624","0","17003623","0","90004161"
"17003625","0","17003623","1","90004162"
"17003626","0","17003623","0","90004163"
"17003627","17003628","17003628","1","90004164"
"17003628","0","17003628","0","90004165"
"17003629","17003630","17003632","1","90004166"
"17003630","17003631","17003632","0","90004167"
"17003631","17003632","17003632","1","90004168"
"17003632","0","17003632","0","90004169"
"17003633","0","17003632","0","90004170"
"17003634","17003635","17003635","1","90004171"
"17003635","0","17003635","0","90004172"
"17003636","17003637","17003638","1","90004173"
"17003637","17003638","17003638","0","90004174"
"17003638","0","17003638","0","90004175"
"17003639","0","17003638","0","90004176"
"17003640","17003641","17003645","0","90004177"
"17003641","17003642","17003645","1","90004178"
"17003642","17003643","17003645","0","90004179"
"17003643","17003644","17003645","1","90004180"
"17003644","17003645","17003645","0","90004181"
"17003645","0","17003645","0","90004182"
"17003646","17003647","17003650","1","90004183"
"17003647","17003648","17003650","0","90004184"
"17003648","17003649","17003650","1","90004185"
"17003649","17003650","17003650","0","90004186"
"17003650","0","17003650","1","90004187"
"17003651","17003652","17003654","0","90004188"
"17003652","17003653","17003654","1","90004189"
"17003653","17003654","17003654","0","90004190"
"17003654","0","17003654","1","90004191"
"17003655","0","17003654","0","90004192"
"17003656","0","17003654","0","90004193"
"17003657","17003658","17003662","0","90004194"
"17003658","17003659","17003662","1","90004195"
"17003659","17003660","17003662","0","90004196"
"17003660","17003661","17003662","1","90004197"
"17003661","17003662","17003662","0","90004198"
"17003662","0","17003662","1","90004199"
"17003663","0","17003662","0","90004200"
"17003664","17003665","17003670","0","90004201"
"17003665","17003666","17003670","1","90004202"
"17003666","17003667","17003670","0","90004203"
"17003667","17003668","17003670","1","90004204"
"17003668","17003669","17003670","0","90004205"
"17003669","17003670","17003670","1","90004206"
"17003670","0","17003670","0","90004207"
"17003671","17003672","17003673","1","90004208"
"17003672","17003673","17003673","0","90004209"
"17003673","0","17003673","0","90004210"
"17003674","0","17003673","0","90004211"
"17003675","0","17003673","0","90004212"
"17003676","0","17003673","0","90004213"
"17003677","0","17003673","0","90004214"
"17003678","0","17003673","0","90004215"
"17003679","0","17003673","0","90004216"
"17003680","17003681","17003681","0","90004217"
"17003681","0","17003681","0","90004218"
"17003682","0","17003681","0","90004219"
"17003683","0","17003681","0","90004220"
"17003684","0","17003681","0","90004221"
"17003685","17003686","17003686","0","90004222"
"17003686","0","17003686","0","90004223"
"17003687","0","17003686","0","90004224"
"17003688","17003689","17003692","1","90004225"
"17003689","17003690","17003692","0","90004226"
"17003690","17003691","17003692","1","90004227"
"17003691","17003692","17003692","0","90004228"
"17003692","0","17003692","0","90004229"
"17003693","0","17003692","0","90004230"
"17003694","17003695","17003697","0","90004231"
"17003695","17003696","17003697","1","90004232"
"17003696","17003697","17003697","0","90004233"
"17003697","0","17003697","1","90004234"
"17003698","17003699","17003699","1","90004235"
"17003699","0","17003699","0","90004236"
"17003700","17003701","17003702","0","90004237"
"17003701","17003702","17003702","1","90004238"
"17003702","0","17003702","0","90004239"
"17003703","17003704","17003705","1","90004240"
"17003704","17003705","17003705","0","90004241"
"17003705","0","17003705","0","90004242"
"17003706","0","17003705","0","90004243"
"17003707","17003708","17003712","0","90004244"
"17003708","17003709","17003712","1","90004245"
"17003709","17003710","17003712","0","90004246"
"17003710","17003711","17003712","1","90004247"
"17003711","17003712","17003712","0","90004248"
"17003712","0","17003712","1","90004249"
"17003713","17003714","17003714","1","90004250"
"17003714","0","17003714","1","90004251"
"17003715","17003716","17003719","0","90004252"
"17003716","17003717","17003719","1","90004253"
"17003717","17003718","17003719","0","90004254"
"17003718","17003719","17003719","1","90004255"
"17003719","0","17003719","0","90004256"
"17003720","17003721","17003722","1","90004257"
"17003721","17003722","17003722","0","90004258"
"17003722","0","17003722","1","90004259"
"17003723","0","17003722","0","90004260"
"17003724","17003725","17003725","1","90004261"
"17003725","0","17003725","0","90004262"
"17003726","0","17003725","1","90004263"
"17003727","17003728","17003728","1","90004264"
"17003728","0","17003728","1","90004265"
"17003729","17003730","17003731","1","90004266"
"17003730","17003731","17003731","0","90004267"
"17003731","0","17003731","0","90004268"
"17003732","0","17003731","0","90004269"
"17003733","0","17003733","0","90004270"
"17003734","17003735","17003735","0","90004271"
"17003735","0","17003735","1","90004272"
"17003736","0","17003735","0","90004273"
"17003737","0","17003735","0","90004274"
"17003738","17003739","17003741","0","90004275"
"17003739","17003740","17003741","1","90004276"
"17003740","17003741","17003741","0","90004277"
"17003741","0","17003741","0","90004278"
"17003742","0","17003741","0","90004279"
"17003743","17003744","17003745","1","90004280"
"17003744","17003745","17003745","1","90004281"
"17003745","0","17003745","1","90004282"
"17003746","17003747","17003748","1","90004283"
"17003747","17003748","17003748","0","90004284"
"17003748","0","17003748","0","90004285"
"17003749","0","17003748","1","90004286"
"17003750","17003751","17003752","0","90004287"
"17003751","17003752","17003752","1","90004288"
"17003752","0","17003752","0","90004289"
"17003753","17003754","17003755","1","90004290"
"17003754","17003755","17003755","0","90004291"
"17003755","0","17003755","1","90004292"
"17003756","0","17003755","0","90004293"
"17003757","0","17003755","1","90004294"
"17003758","0","17003755","0","90004295"
"17003759","17003760","17003762","1","90004296"
"17003760","17003761","17003762","0","90004297"
"17003761","17003762","17003762","1","90004298"
"17003762","0","17003762","0","90004299"
"17003763","0","17003762","1","90004300"
"17003764","17003765","17003768","1","90004301"
"17003765","17003766","17003768","0","90004302"
"17003766","17003767","17003768","1","90004303"
"17003767","17003768","17003768","0","90004304"
"17003768","0","17003768","1","90004305"
"17003769","17003770","17003773","1","90004306"
"17003770","17003771","17003773","0","90004307"
"17003771","17003772","17003773","1","90004308"
"17003772","17003773","17003773","0","90004309"
"17003773","0","17003773","1","90004310"
"17003774","17003775","17003775","0","90004311"
"17003775","0","17003775","1","90004312"
"17003776","17003777","17003779","1","90004313"
"17003777","17003778","17003779","0","90004314"
"17003778","17003779","17003779","1","90004315"
"17003779","0","17003779","0","90004316"
"17003780","17003781","17006507","1","90004317"
"17003781","17003782","17006507","0","90004318"
"17003782","17006507","17006507","1","90004319"
"17003783","17003784","17003785","1","90004320"
"17003784","17003785","17003785","0","90004321"
"17003785","0","17003785","1","90004322"
"17003786","17003787","17003789","1","90004323"
"17003787","17003788","17003789","0","90004324"
"17003788","17003789","17003789","1","90004325"
"17003789","0","17003789","0","90004326"
"17003790","17003791","17003794","1","90004327"
"17003791","17003792","17003794","0","90004328"
"17003792","17003793","17003794","1","90004329"
"17003793","17003794","17003794","0","90004330"
"17003794","0","17003794","1","90004331"
"17003795","0","17003794","0","90004332"
"17003796","17003797","17003797","1","90004333"
"17003797","0","17003797","0","90004334"
"17003798","0","17003798","1","90004335"
"17003799","17003800","17003800","1","90004336"
"17003800","0","17003800","1","90004337"
"17003801","17003802","17003802","1","90004338"
"17003802","0","17003802","0","90004339"
"17003803","17003804","17003805","1","90004340"
"17003804","17003805","17003805","0","90004341"
"17003805","0","17003805","1","90004342"
"17003806","17003807","17003808","1","90004343"
"17003807","17003808","17003808","0","90004344"
"17003808","0","17003808","1","90004345"
"17003809","17003810","17003811","0","90004346"
"17003810","17003811","17003811","1","90004347"
"17003811","0","17003811","0","90004348"
"17003812","17003813","17003813","1","90004349"
"17003813","0","17003813","0","90004350"
"17003814","17003815","17003815","1","90004351"
"17003815","0","17003815","0","90004352"
"17003816","17003817","17003818","1","90004353"
