"AttributeId","Type","SubType","WorldID","IslandId","Order","MapLevel","IsGuideMap","MapName","Description","Res","MiniMapId","FubenIcon","FubenBgImg","FubenAssessment","NpcPointId","MaxPlayerCount","MinNextLine","BornLocation","BornRotation","RandomBormLocation","FlyAutoLocation","AutoType","AutoLocation","MonsterBrushId","AwardBrushId","BigAward","SpecialAward","BrushMaxCount","MapPlayId","OnlineAward","OfflineAward","NextMapId","TreasureNpcId","TreasureMaxCount","TreasureDropId","TreasureRefrushBoss","TreasureMultipleMax","BossBrushId","SearchRefrushBossValue","TransportPrice","MapStartX","MapStartY","MapEndX","MapEndY","TowerWidth","TowerLength","SeeAllNpc","ReenterCD","RelivePoint","SafePoint","MapFirstBuffIdArray","MapBuffIdArray","MapBuffSlowIdArray","IsAllowPK","MustUseWing","BeginJoinTime","EndJoinTime","BeginMapTime","EndMapTime","EnterWeek","BeginCanJoin","EnterLevel","EnterVIPLevel","UnLockMissionID","EnterRaidCostItem","MoppingUpCostItem","Preconditions","UnlockCondition","Difficulty","DifficultyName","EnterCount","GroupType","ConsumeEnterCounterCond","HaveExtraEnterWay","ExtraBuyCount","ExtraBuyCountNeedMoney","ExtraBuyCountNeedMoneyStr","ExtraEnterCount","ExtraEnterNeedMoney","MPPanelType","InfoPanelType","WinCond","SettleLevelType","SettleLevelDropIdArr","TimeBegin","AutoTransferTime","TimeRequire","TriggerList","RecommandFightingPower","MoppingUpUnlockCond","ProtectNpc","BossID","PlotTips","DropItems","DropItemsNum","ResultDialogType","ResultDialogPopDelayTime","ResultDialogLiveTime","RandomAwardItems","FirstWinAwardDropId","FirstWinAwardItems","FirstWinAwardItemsNum","FirstWinAwardMoney","RewardSettlementType","AwardItems","AwardItemsNum","AwardMoneyFactor","AwardMoney","AssistAwardItems","MoppingUpRandomAwardItems","MoppingUpAwardMoney","MoppingUpTime","DefaultPkMode","BackgroundMusic","MapWidgetJumpArray","HpOperateWhenIn","HpOperateWhenOut","MapReviveType","AutoReviveCD","DeadToLiveCD","DistanceOfShowHeadPanel","BestRecordOrderType","Noticeld","ExpTitleIcon","IsSceneCamera","RaidWinCharacterRotation","RaidWidgetLocation","RaidBossAniParams","EnterGradeLevel","RecommendLevel","CaptainRewardItems","NotCanRevive","NextRefreshTime","BreakLineLogin","ReviveEndClearTarget","LoginEndAutoFight","VipEnterSceneBuff","HookWaitTime","NeedFightLeaveSafe","JoinTopTip","CameraData","VipMoppingConfig","VipMoppingDrop"
"71050310","5","","","","","310","0","90050024","90054042","91310051","(72010314,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050309","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1213898293.41229","60","","0","","(31061027)","(1)","3","0","5","","","(31091040,31061027)","(124,1)","(10,12400,12,62000)","","(31091040)","(1)","0","","","","","7.75","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050311","5","","","","","311","0","90050024","90054042","91310051","(72010315,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050310","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1220574734.02606","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(32,1)","(10,3200,12,16000)","","(31091039)","(1)","0","","","","","8","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050312","5","","","","","312","0","90050024","90054042","91310051","(72010316,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050311","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1227287895.0632","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(32,1)","(10,3200,12,16000)","","(31091039)","(1)","0","","","","","8","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050313","5","","","","","313","0","90050024","90054042","91310051","(72010317,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050312","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1234037978.48605","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(32,1)","(10,3200,12,16000)","","(31091039)","(1)","0","","","","","8","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050314","5","","","","","314","0","90050024","90054042","91310051","(72010318,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050313","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1240825187.36773","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(32,1)","(10,3200,12,16000)","","(31091039)","(1)","0","","","","","8","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050315","5","","","","","315","0","90050024","90054042","91310051","(72010319,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050314","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1247649725.89825","60","","0","","","(1)","3","0","5","","","(31091040,31061004)","(86,1)","(10,8600,12,43000)","","(31091040)","(1)","0","","","","","8","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050316","5","","","","","316","0","90050024","90054042","91310051","(72010320,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050315","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1254511799.39069","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(32,1)","(10,3200,12,16000)","","(31091039)","(1)","0","","","","","8","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050317","5","","","","","317","0","90050024","90054042","91310051","(72010321,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050316","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1261411614.28734","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(32,1)","(10,3200,12,16000)","","(31091039)","(1)","0","","","","","8","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050318","5","","","","","318","0","90050024","90054042","91310051","(72010322,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050317","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1268349378.16592","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(32,1)","(10,3200,12,16000)","","(31091039)","(1)","0","","","","","8","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050319","5","","","","","319","0","90050024","90054042","91310051","(72010323,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050318","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1275325299.74583","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(32,1)","(10,3200,12,16000)","","(31091039)","(1)","0","","","","","8","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050320","5","","","","","320","0","90050024","90054042","91310051","(72010324,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050319","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1282339588.89443","60","","0","","(31061006)","(1)","3","0","5","","","(31091040,31061006)","(128,1)","(10,12800,12,64000)","","(31091040)","(1)","0","","","","","8","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050321","5","","","","","321","0","90050024","90054042","91310051","(72010325,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050320","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1289392456.63335","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(33,1)","(10,3300,12,16500)","","(31091039)","(1)","0","","","","","8.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050322","5","","","","","322","0","90050024","90054042","91310051","(72010326,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050321","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1296484115.14484","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(33,1)","(10,3300,12,16500)","","(31091039)","(1)","0","","","","","8.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050323","5","","","","","323","0","90050024","90054042","91310051","(72010327,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050322","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1303614777.77813","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(33,1)","(10,3300,12,16500)","","(31091039)","(1)","0","","","","","8.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050324","5","","","","","324","0","90050024","90054042","91310051","(72010328,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050323","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1310784659.05591","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(33,1)","(10,3300,12,16500)","","(31091039)","(1)","0","","","","","8.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050325","5","","","","","325","0","90050024","90054042","91310051","(72010329,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050324","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1317993974.68072","60","","0","","","(1)","3","0","5","","","(31091040,31061004)","(90,1)","(10,9000,12,45000)","","(31091040)","(1)","0","","","","","8.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050326","5","","","","","326","0","90050024","90054042","91310051","(72010330,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050325","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1325242941.54146","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(33,1)","(10,3300,12,16500)","","(31091039)","(1)","0","","","","","8.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050327","5","","","","","327","0","90050024","90054042","91310051","(72010331,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050326","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1332531777.71994","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(33,1)","(10,3300,12,16500)","","(31091039)","(1)","0","","","","","8.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050328","5","","","","","328","0","90050024","90054042","91310051","(72010332,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050327","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1339860702.4974","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(33,1)","(10,3300,12,16500)","","(31091039)","(1)","0","","","","","8.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050329","5","","","","","329","0","90050024","90054042","91310051","(72010333,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050328","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1347229936.36114","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(33,1)","(10,3300,12,16500)","","(31091039)","(1)","0","","","","","8.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050330","5","","","","","330","0","90050024","90054042","91310051","(72010334,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050329","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1354639701.01112","60","","0","","(31061027)","(1)","3","0","5","","","(31091040,31061027)","(132,1)","(10,13200,12,66000)","","(31091040)","(1)","0","","","","","8.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050331","5","","","","","331","0","90050024","90054042","91310051","(72010335,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050330","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1362090219.36669","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(34,1)","(10,3400,12,17000)","","(31091039)","(1)","0","","","","","8.5","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050332","5","","","","","332","0","90050024","90054042","91310051","(72010336,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050331","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1369581715.5732","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(34,1)","(10,3400,12,17000)","","(31091039)","(1)","0","","","","","8.5","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
"71050333","5","","","","","333","0","90050024","90054042","91310051","(72010337,0)","91290592","91290592","","0","40","","(23145,13645,212)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71050332","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1377114415.00885","60","","0","","","(1)","3","0","5","","","(31091039,31061003)","(34,1)","(10,3400,12,17000)","","(31091039)","(1)","0","","","","","8.5","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","0","","","","","","",""
