"AttributeId","Name","Describe","Icon","Type","ItemGet","CurLevel","MaxLevel","UpgradeCost","AddExpCost","UpgradeNeedNum","AttArray","NpcId","AdditionBuff","AdditionBuffName","AdditionBuffDescribe","CooperateBuff","CooperateBuffDescribe","CooperateUnlockNeed","StarID","EquNeedLv","ShowBuff"
"145006007","90022048","","91222898","1","(31131106,3)","6","19","(31131106,21)","(31131129,1)","350","(4,5,469369,0,1,4,6,563243,0,1,4,9,93873,0,1,4,11,93873,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145006008","90022048","","91222898","1","(31131106,3)","7","19","(31131106,24)","(31131129,1)","400","(4,5,578383,0,1,4,6,694059,0,1,4,9,115676,0,1,4,11,115676,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145006009","90022048","","91222898","1","(31131106,3)","8","19","(31131106,27)","(31131129,1)","450","(4,5,699388,0,1,4,6,839265,0,1,4,9,139877,0,1,4,11,139877,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145006010","90022048","","91222898","1","(31131106,3)","9","19","(31131106,30)","(31131129,1)","500","(4,5,832493,0,1,4,6,998992,0,1,4,9,166498,0,1,4,11,166498,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145006011","90022048","","91222898","1","(31131106,3)","10","19","(31131106,33)","(31131129,1)","550","(4,5,977578,0,1,4,6,1173094,0,1,4,9,195515,0,1,4,11,195515,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145006012","90022048","","91222898","1","(31131106,3)","11","19","(31131106,36)","(31131129,1)","600","(4,5,1134270,0,1,4,6,1361124,0,1,4,9,226854,0,1,4,11,226854,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145006013","90022048","","91222898","1","(31131106,3)","12","19","(31131106,39)","(31131129,1)","650","(4,5,1301930,0,1,4,6,1562316,0,1,4,9,260386,0,1,4,11,260386,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145006014","90022048","","91222898","1","(31131106,3)","13","19","(31131106,42)","(31131129,1)","700","(4,5,1479650,0,1,4,6,1775580,0,1,4,9,295930,0,1,4,11,295930,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145006015","90022048","","91222898","1","(31131106,3)","14","19","(31131106,45)","(31131129,1)","750","(4,5,1666256,0,1,4,6,1999507,0,1,4,9,333251,0,1,4,11,333251,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145006016","90022048","","91222898","1","(31131106,3)","15","19","(31131106,48)","(31131129,1)","800","(4,5,1860326,0,1,4,6,2232391,0,1,4,9,372065,0,1,4,11,372065,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145006017","90022048","","91222898","1","(31131106,3)","16","19","(31131106,51)","(31131129,1)","850","(4,5,2060218,0,1,4,6,2472262,0,1,4,9,412043,0,1,4,11,412043,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145006018","90022048","","91222898","1","(31131106,3)","17","19","(31131106,54)","(31131129,1)","900","(4,5,2264108,0,1,4,6,2716930,0,1,4,9,452821,0,1,4,11,452821,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145006019","90022048","","91222898","1","(31131106,3)","18","19","(31131106,57)","(31131129,1)","950","(4,5,2470037,0,1,4,6,2964045,0,1,4,9,494007,0,1,4,11,494007,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145006020","90022048","","91222898","1","(31131106,3)","19","19","","","","(4,5,2675966,0,1,4,6,3211159,0,1,4,9,535193,0,1,4,11,535193,0,1)","","(10010302)","(90077942)","(90077978)","","","","","",""
"145007001","90022049","","91222898","2","(31131107,3)","0","19","(31131107,3)","(31131129,1)","50","(4,8,375000,0,1,4,9,20000,0,1,4,11,5000,0,1,4,12,5000,0,1)","","(10020400)","(90077943)","(90077961)","","","","","",""
"145007002","90022049","","91222898","2","(31131107,3)","1","19","(31131107,6)","(31131129,1)","100","(4,8,825000,0,1,4,9,44000,0,1,4,11,11000,0,1,4,12,11000,0,1)","","(10020401)","(90077943)","(90077962)","","","","","",""
"145007003","90022049","","91222898","2","(31131107,3)","2","19","(31131107,9)","(31131129,1)","150","(4,8,1356000,0,1,4,9,72320,0,1,4,11,18080,0,1,4,12,18080,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007004","90022049","","91222898","2","(31131107,3)","3","19","(31131107,12)","(31131129,1)","200","(4,8,1971960,0,1,4,9,105171,0,1,4,11,26292,0,1,4,12,26292,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007005","90022049","","91222898","2","(31131107,3)","4","19","(31131107,15)","(31131129,1)","250","(4,8,2680314,0,1,4,9,142950,0,1,4,11,35737,0,1,4,12,35737,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007006","90022049","","91222898","2","(31131107,3)","5","19","(31131107,18)","(31131129,1)","300","(4,8,3487837,0,1,4,9,186018,0,1,4,11,46504,0,1,4,12,46504,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007007","90022049","","91222898","2","(31131107,3)","6","19","(31131107,21)","(31131129,1)","350","(4,8,4400339,0,1,4,9,234684,0,1,4,11,58671,0,1,4,12,58671,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007008","90022049","","91222898","2","(31131107,3)","7","19","(31131107,24)","(31131129,1)","400","(4,8,5422341,0,1,4,9,289191,0,1,4,11,72297,0,1,4,12,72297,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007009","90022049","","91222898","2","(31131107,3)","8","19","(31131107,27)","(31131129,1)","450","(4,8,6556763,0,1,4,9,349694,0,1,4,11,87423,0,1,4,12,87423,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007010","90022049","","91222898","2","(31131107,3)","9","19","(31131107,30)","(31131129,1)","500","(4,8,7804627,0,1,4,9,416246,0,1,4,11,104061,0,1,4,12,104061,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007011","90022049","","91222898","2","(31131107,3)","10","19","(31131107,33)","(31131129,1)","550","(4,8,9164799,0,1,4,9,488789,0,1,4,11,122197,0,1,4,12,122197,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007012","90022049","","91222898","2","(31131107,3)","11","19","(31131107,36)","(31131129,1)","600","(4,8,10633784,0,1,4,9,567135,0,1,4,11,141783,0,1,4,12,141783,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007013","90022049","","91222898","2","(31131107,3)","12","19","(31131107,39)","(31131129,1)","650","(4,8,12205599,0,1,4,9,650965,0,1,4,11,162741,0,1,4,12,162741,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007014","90022049","","91222898","2","(31131107,3)","13","19","(31131107,42)","(31131129,1)","700","(4,8,13871723,0,1,4,9,739825,0,1,4,11,184956,0,1,4,12,184956,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007015","90022049","","91222898","2","(31131107,3)","14","19","(31131107,45)","(31131129,1)","750","(4,8,15621153,0,1,4,9,833128,0,1,4,11,208282,0,1,4,12,208282,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007016","90022049","","91222898","2","(31131107,3)","15","19","(31131107,48)","(31131129,1)","800","(4,8,17440560,0,1,4,9,930163,0,1,4,11,232540,0,1,4,12,232540,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007017","90022049","","91222898","2","(31131107,3)","16","19","(31131107,51)","(31131129,1)","850","(4,8,19314549,0,1,4,9,1030109,0,1,4,11,257527,0,1,4,12,257527,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007018","90022049","","91222898","2","(31131107,3)","17","19","(31131107,54)","(31131129,1)","900","(4,8,21226018,0,1,4,9,1132054,0,1,4,11,283013,0,1,4,12,283013,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007019","90022049","","91222898","2","(31131107,3)","18","19","(31131107,57)","(31131129,1)","950","(4,8,23156602,0,1,4,9,1235018,0,1,4,11,308754,0,1,4,12,308754,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145007020","90022049","","91222898","2","(31131107,3)","19","19","","","","(4,8,25087185,0,1,4,9,1337983,0,1,4,11,334495,0,1,4,12,334495,0,1)","","(10020402)","(90077943)","(90077963)","","","","","",""
"145008001","90022050","","91222898","2","(31131108,3)","0","19","(31131108,3)","(31131129,1)","50","(4,8,375000,0,1,4,7,75000,0,1,4,10,10000,0,1,4,12,5000,0,1)","","(10020406)","(90077944)","(90077964)","","","","","",""
"145008002","90022050","","91222898","2","(31131108,3)","1","19","(31131108,6)","(31131129,1)","100","(4,8,825000,0,1,4,7,165000,0,1,4,10,22000,0,1,4,12,11000,0,1)","","(10020407)","(90077944)","(90077965)","","","","","",""
"145008003","90022050","","91222898","2","(31131108,3)","2","19","(31131108,9)","(31131129,1)","150","(4,8,1356000,0,1,4,7,271200,0,1,4,10,36160,0,1,4,12,18080,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008004","90022050","","91222898","2","(31131108,3)","3","19","(31131108,12)","(31131129,1)","200","(4,8,1971960,0,1,4,7,394392,0,1,4,10,52585,0,1,4,12,26292,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008005","90022050","","91222898","2","(31131108,3)","4","19","(31131108,15)","(31131129,1)","250","(4,8,2680314,0,1,4,7,536062,0,1,4,10,71475,0,1,4,12,35737,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008006","90022050","","91222898","2","(31131108,3)","5","19","(31131108,18)","(31131129,1)","300","(4,8,3487837,0,1,4,7,697567,0,1,4,10,93009,0,1,4,12,46504,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008007","90022050","","91222898","2","(31131108,3)","6","19","(31131108,21)","(31131129,1)","350","(4,8,4400339,0,1,4,7,880067,0,1,4,10,117342,0,1,4,12,58671,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008008","90022050","","91222898","2","(31131108,3)","7","19","(31131108,24)","(31131129,1)","400","(4,8,5422341,0,1,4,7,1084468,0,1,4,10,144595,0,1,4,12,72297,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008009","90022050","","91222898","2","(31131108,3)","8","19","(31131108,27)","(31131129,1)","450","(4,8,6556763,0,1,4,7,1311352,0,1,4,10,174847,0,1,4,12,87423,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008010","90022050","","91222898","2","(31131108,3)","9","19","(31131108,30)","(31131129,1)","500","(4,8,7804627,0,1,4,7,1560925,0,1,4,10,208123,0,1,4,12,104061,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008011","90022050","","91222898","2","(31131108,3)","10","19","(31131108,33)","(31131129,1)","550","(4,8,9164799,0,1,4,7,1832959,0,1,4,10,244394,0,1,4,12,122197,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008012","90022050","","91222898","2","(31131108,3)","11","19","(31131108,36)","(31131129,1)","600","(4,8,10633784,0,1,4,7,2126756,0,1,4,10,283567,0,1,4,12,141783,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008013","90022050","","91222898","2","(31131108,3)","12","19","(31131108,39)","(31131129,1)","650","(4,8,12205599,0,1,4,7,2441119,0,1,4,10,325482,0,1,4,12,162741,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008014","90022050","","91222898","2","(31131108,3)","13","19","(31131108,42)","(31131129,1)","700","(4,8,13871723,0,1,4,7,2774344,0,1,4,10,369912,0,1,4,12,184956,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008015","90022050","","91222898","2","(31131108,3)","14","19","(31131108,45)","(31131129,1)","750","(4,8,15621153,0,1,4,7,3124230,0,1,4,10,416564,0,1,4,12,208282,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008016","90022050","","91222898","2","(31131108,3)","15","19","(31131108,48)","(31131129,1)","800","(4,8,17440560,0,1,4,7,3488112,0,1,4,10,465081,0,1,4,12,232540,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008017","90022050","","91222898","2","(31131108,3)","16","19","(31131108,51)","(31131129,1)","850","(4,8,19314549,0,1,4,7,3862909,0,1,4,10,515054,0,1,4,12,257527,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008018","90022050","","91222898","2","(31131108,3)","17","19","(31131108,54)","(31131129,1)","900","(4,8,21226018,0,1,4,7,4245203,0,1,4,10,566027,0,1,4,12,283013,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008019","90022050","","91222898","2","(31131108,3)","18","19","(31131108,57)","(31131129,1)","950","(4,8,23156602,0,1,4,7,4631320,0,1,4,10,617509,0,1,4,12,308754,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145008020","90022050","","91222898","2","(31131108,3)","19","19","","","","(4,8,25087185,0,1,4,7,5017437,0,1,4,10,668991,0,1,4,12,334495,0,1)","","(10020408)","(90077944)","(90077966)","","","","","",""
"145009001","90022051","","91222898","2","(31131109,3)","0","19","(31131109,3)","(31131129,1)","50","(4,8,375000,0,1,4,7,75000,0,1,4,10,20000,0,1,4,12,5000,0,1)","","(10020391)","(90077945)","(90077979)","","","","","",""
"145009002","90022051","","91222898","2","(31131109,3)","1","19","(31131109,6)","(31131129,1)","100","(4,8,825000,0,1,4,7,165000,0,1,4,10,44000,0,1,4,12,11000,0,1)","","(10020392)","(90077945)","(90077980)","","","","","",""
"145009003","90022051","","91222898","2","(31131109,3)","2","19","(31131109,9)","(31131129,1)","150","(4,8,1356000,0,1,4,7,271200,0,1,4,10,72320,0,1,4,12,18080,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009004","90022051","","91222898","2","(31131109,3)","3","19","(31131109,12)","(31131129,1)","200","(4,8,1971960,0,1,4,7,394392,0,1,4,10,105171,0,1,4,12,26292,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009005","90022051","","91222898","2","(31131109,3)","4","19","(31131109,15)","(31131129,1)","250","(4,8,2680314,0,1,4,7,536062,0,1,4,10,142950,0,1,4,12,35737,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009006","90022051","","91222898","2","(31131109,3)","5","19","(31131109,18)","(31131129,1)","300","(4,8,3487837,0,1,4,7,697567,0,1,4,10,186018,0,1,4,12,46504,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009007","90022051","","91222898","2","(31131109,3)","6","19","(31131109,21)","(31131129,1)","350","(4,8,4400339,0,1,4,7,880067,0,1,4,10,234684,0,1,4,12,58671,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009008","90022051","","91222898","2","(31131109,3)","7","19","(31131109,24)","(31131129,1)","400","(4,8,5422341,0,1,4,7,1084468,0,1,4,10,289191,0,1,4,12,72297,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009009","90022051","","91222898","2","(31131109,3)","8","19","(31131109,27)","(31131129,1)","450","(4,8,6556763,0,1,4,7,1311352,0,1,4,10,349694,0,1,4,12,87423,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009010","90022051","","91222898","2","(31131109,3)","9","19","(31131109,30)","(31131129,1)","500","(4,8,7804627,0,1,4,7,1560925,0,1,4,10,416246,0,1,4,12,104061,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009011","90022051","","91222898","2","(31131109,3)","10","19","(31131109,33)","(31131129,1)","550","(4,8,9164799,0,1,4,7,1832959,0,1,4,10,488789,0,1,4,12,122197,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009012","90022051","","91222898","2","(31131109,3)","11","19","(31131109,36)","(31131129,1)","600","(4,8,10633784,0,1,4,7,2126756,0,1,4,10,567135,0,1,4,12,141783,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009013","90022051","","91222898","2","(31131109,3)","12","19","(31131109,39)","(31131129,1)","650","(4,8,12205599,0,1,4,7,2441119,0,1,4,10,650965,0,1,4,12,162741,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009014","90022051","","91222898","2","(31131109,3)","13","19","(31131109,42)","(31131129,1)","700","(4,8,13871723,0,1,4,7,2774344,0,1,4,10,739825,0,1,4,12,184956,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009015","90022051","","91222898","2","(31131109,3)","14","19","(31131109,45)","(31131129,1)","750","(4,8,15621153,0,1,4,7,3124230,0,1,4,10,833128,0,1,4,12,208282,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009016","90022051","","91222898","2","(31131109,3)","15","19","(31131109,48)","(31131129,1)","800","(4,8,17440560,0,1,4,7,3488112,0,1,4,10,930163,0,1,4,12,232540,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009017","90022051","","91222898","2","(31131109,3)","16","19","(31131109,51)","(31131129,1)","850","(4,8,19314549,0,1,4,7,3862909,0,1,4,10,1030109,0,1,4,12,257527,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009018","90022051","","91222898","2","(31131109,3)","17","19","(31131109,54)","(31131129,1)","900","(4,8,21226018,0,1,4,7,4245203,0,1,4,10,1132054,0,1,4,12,283013,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009019","90022051","","91222898","2","(31131109,3)","18","19","(31131109,57)","(31131129,1)","950","(4,8,23156602,0,1,4,7,4631320,0,1,4,10,1235018,0,1,4,12,308754,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145009020","90022051","","91222898","2","(31131109,3)","19","19","","","","(4,8,25087185,0,1,4,7,5017437,0,1,4,10,1337983,0,1,4,12,334495,0,1)","","(10020393)","(90077945)","(90077981)","","","","","",""
"145010001","90022052","","91222898","2","(31131110,3)","0","19","(31131110,3)","(31131129,1)","50","(4,5,50000,0,1,4,6,60000,0,1,4,9,10000,0,1,4,11,5000,0,1)","","(10020394)","(90077946)","(90077982)","","","","","",""
"145010002","90022052","","91222898","2","(31131110,3)","1","19","(31131110,6)","(31131129,1)","100","(4,5,110000,0,1,4,6,132000,0,1,4,9,22000,0,1,4,11,11000,0,1)","","(10020395)","(90077946)","(90077983)","","","","","",""
"145010003","90022052","","91222898","2","(31131110,3)","2","19","(31131110,9)","(31131129,1)","150","(4,5,180800,0,1,4,6,216960,0,1,4,9,36160,0,1,4,11,18080,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010004","90022052","","91222898","2","(31131110,3)","3","19","(31131110,12)","(31131129,1)","200","(4,5,262928,0,1,4,6,315513,0,1,4,9,52585,0,1,4,11,26292,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010005","90022052","","91222898","2","(31131110,3)","4","19","(31131110,15)","(31131129,1)","250","(4,5,357375,0,1,4,6,428850,0,1,4,9,71475,0,1,4,11,35737,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010006","90022052","","91222898","2","(31131110,3)","5","19","(31131110,18)","(31131129,1)","300","(4,5,465045,0,1,4,6,558054,0,1,4,9,93009,0,1,4,11,46504,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010007","90022052","","91222898","2","(31131110,3)","6","19","(31131110,21)","(31131129,1)","350","(4,5,586711,0,1,4,6,704054,0,1,4,9,117342,0,1,4,11,58671,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010008","90022052","","91222898","2","(31131110,3)","7","19","(31131110,24)","(31131129,1)","400","(4,5,722978,0,1,4,6,867574,0,1,4,9,144595,0,1,4,11,72297,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010009","90022052","","91222898","2","(31131110,3)","8","19","(31131110,27)","(31131129,1)","450","(4,5,874235,0,1,4,6,1049082,0,1,4,9,174847,0,1,4,11,87423,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010010","90022052","","91222898","2","(31131110,3)","9","19","(31131110,30)","(31131129,1)","500","(4,5,1040616,0,1,4,6,1248740,0,1,4,9,208123,0,1,4,11,104061,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010011","90022052","","91222898","2","(31131110,3)","10","19","(31131110,33)","(31131129,1)","550","(4,5,1221973,0,1,4,6,1466367,0,1,4,9,244394,0,1,4,11,122197,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010012","90022052","","91222898","2","(31131110,3)","11","19","(31131110,36)","(31131129,1)","600","(4,5,1417837,0,1,4,6,1701405,0,1,4,9,283567,0,1,4,11,141783,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010013","90022052","","91222898","2","(31131110,3)","12","19","(31131110,39)","(31131129,1)","650","(4,5,1627413,0,1,4,6,1952895,0,1,4,9,325482,0,1,4,11,162741,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010014","90022052","","91222898","2","(31131110,3)","13","19","(31131110,42)","(31131129,1)","700","(4,5,1849563,0,1,4,6,2219475,0,1,4,9,369912,0,1,4,11,184956,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010015","90022052","","91222898","2","(31131110,3)","14","19","(31131110,45)","(31131129,1)","750","(4,5,2082820,0,1,4,6,2499384,0,1,4,9,416564,0,1,4,11,208282,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010016","90022052","","91222898","2","(31131110,3)","15","19","(31131110,48)","(31131129,1)","800","(4,5,2325408,0,1,4,6,2790489,0,1,4,9,465081,0,1,4,11,232540,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010017","90022052","","91222898","2","(31131110,3)","16","19","(31131110,51)","(31131129,1)","850","(4,5,2575273,0,1,4,6,3090327,0,1,4,9,515054,0,1,4,11,257527,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010018","90022052","","91222898","2","(31131110,3)","17","19","(31131110,54)","(31131129,1)","900","(4,5,2830135,0,1,4,6,3396162,0,1,4,9,566027,0,1,4,11,283013,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010019","90022052","","91222898","2","(31131110,3)","18","19","(31131110,57)","(31131129,1)","950","(4,5,3087546,0,1,4,6,3705056,0,1,4,9,617509,0,1,4,11,308754,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145010020","90022052","","91222898","2","(31131110,3)","19","19","","","","(4,5,3344958,0,1,4,6,4013949,0,1,4,9,668991,0,1,4,11,334495,0,1)","","(10020396)","(90077946)","(90077984)","","","","","",""
"145011001","90022053","","91222898","2","(31131111,3)","0","19","(31131111,3)","(31131129,1)","50","(4,8,375000,0,1,4,7,150000,0,1,4,10,10000,0,1,4,12,5000,0,1)","","(10020397)","(90077947)","(90077985)","","","","","",""
"145011002","90022053","","91222898","2","(31131111,3)","1","19","(31131111,6)","(31131129,1)","100","(4,8,825000,0,1,4,7,330000,0,1,4,10,22000,0,1,4,12,11000,0,1)","","(10020398)","(90077947)","(90077986)","","","","","",""
"145011003","90022053","","91222898","2","(31131111,3)","2","19","(31131111,9)","(31131129,1)","150","(4,8,1356000,0,1,4,7,542400,0,1,4,10,36160,0,1,4,12,18080,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011004","90022053","","91222898","2","(31131111,3)","3","19","(31131111,12)","(31131129,1)","200","(4,8,1971960,0,1,4,7,788784,0,1,4,10,52585,0,1,4,12,26292,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011005","90022053","","91222898","2","(31131111,3)","4","19","(31131111,15)","(31131129,1)","250","(4,8,2680314,0,1,4,7,1072125,0,1,4,10,71475,0,1,4,12,35737,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011006","90022053","","91222898","2","(31131111,3)","5","19","(31131111,18)","(31131129,1)","300","(4,8,3487837,0,1,4,7,1395135,0,1,4,10,93009,0,1,4,12,46504,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011007","90022053","","91222898","2","(31131111,3)","6","19","(31131111,21)","(31131129,1)","350","(4,8,4400339,0,1,4,7,1760135,0,1,4,10,117342,0,1,4,12,58671,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011008","90022053","","91222898","2","(31131111,3)","7","19","(31131111,24)","(31131129,1)","400","(4,8,5422341,0,1,4,7,2168936,0,1,4,10,144595,0,1,4,12,72297,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011009","90022053","","91222898","2","(31131111,3)","8","19","(31131111,27)","(31131129,1)","450","(4,8,6556763,0,1,4,7,2622705,0,1,4,10,174847,0,1,4,12,87423,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011010","90022053","","91222898","2","(31131111,3)","9","19","(31131111,30)","(31131129,1)","500","(4,8,7804627,0,1,4,7,3121850,0,1,4,10,208123,0,1,4,12,104061,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011011","90022053","","91222898","2","(31131111,3)","10","19","(31131111,33)","(31131129,1)","550","(4,8,9164799,0,1,4,7,3665919,0,1,4,10,244394,0,1,4,12,122197,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011012","90022053","","91222898","2","(31131111,3)","11","19","(31131111,36)","(31131129,1)","600","(4,8,10633784,0,1,4,7,4253513,0,1,4,10,283567,0,1,4,12,141783,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011013","90022053","","91222898","2","(31131111,3)","12","19","(31131111,39)","(31131129,1)","650","(4,8,12205599,0,1,4,7,4882239,0,1,4,10,325482,0,1,4,12,162741,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011014","90022053","","91222898","2","(31131111,3)","13","19","(31131111,42)","(31131129,1)","700","(4,8,13871723,0,1,4,7,5548689,0,1,4,10,369912,0,1,4,12,184956,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011015","90022053","","91222898","2","(31131111,3)","14","19","(31131111,45)","(31131129,1)","750","(4,8,15621153,0,1,4,7,6248461,0,1,4,10,416564,0,1,4,12,208282,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011016","90022053","","91222898","2","(31131111,3)","15","19","(31131111,48)","(31131129,1)","800","(4,8,17440560,0,1,4,7,6976224,0,1,4,10,465081,0,1,4,12,232540,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011017","90022053","","91222898","2","(31131111,3)","16","19","(31131111,51)","(31131129,1)","850","(4,8,19314549,0,1,4,7,7725819,0,1,4,10,515054,0,1,4,12,257527,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011018","90022053","","91222898","2","(31131111,3)","17","19","(31131111,54)","(31131129,1)","900","(4,8,21226018,0,1,4,7,8490407,0,1,4,10,566027,0,1,4,12,283013,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011019","90022053","","91222898","2","(31131111,3)","18","19","(31131111,57)","(31131129,1)","950","(4,8,23156602,0,1,4,7,9262640,0,1,4,10,617509,0,1,4,12,308754,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145011020","90022053","","91222898","2","(31131111,3)","19","19","","","","(4,8,25087185,0,1,4,7,10034874,0,1,4,10,668991,0,1,4,12,334495,0,1)","","(10020399)","(90077947)","(90077987)","","","","","",""
"145012001","90022054","","91222898","2","(31131112,3)","0","19","(31131112,3)","(31131129,1)","50","(4,5,50000,0,1,4,6,60000,0,1,4,9,10000,0,1,4,11,10000,0,1)","","(10010300)","(90077948)","(90077988)","","","","","",""
"145012002","90022054","","91222898","2","(31131112,3)","1","19","(31131112,6)","(31131129,1)","100","(4,5,110000,0,1,4,6,132000,0,1,4,9,22000,0,1,4,11,22000,0,1)","","(10010301)","(90077948)","(90077989)","","","","","",""
