"AttributeId","Region","SeasonNum","RankName","RankIcon","LowScore","HighScore","WinScore","LoseScore","PeaceScore","WinReward","LoseReward","PeaceReward","SeasonReward","ReservedScore","BigGradeFlag","ExpandTime","UpgradeNotify","UpgradeReward","TitleReward","RobotRate","RobotTemplateID"
"108001287","5","1","90203978","91290648","9200","10000","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2760","0","5","1","(3,31090501,1,3,31102239,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001288","5","1","90203979","91290649","10000","999999","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","3000","0","5","1","(3,31090501,1,3,31102249,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001289","5","2","90203952","91290622","0","100","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","90203632","5","1","(3,31061004,1,3,31102202,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108001290","5","2","90203953","91290623","100","200","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102212,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108001291","5","2","90203954","91290624","200","300","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102222,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108001292","5","2","90203955","91290625","300","500","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","90","90203633","5","1","(3,31061005,1,3,31102207,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001293","5","2","90203956","91290626","500","700","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","150","0","5","1","(3,31061005,1,3,31102217,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001294","5","2","90203957","91290627","700","900","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","210","0","5","1","(3,31061005,1,3,31102227,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001295","5","2","90203958","91290628","900","1100","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","270","0","5","1","(3,31061005,1,3,31102237,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001296","5","2","90203959","91290629","1100","1300","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","330","0","5","1","(3,31061005,1,3,31102247,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001297","5","2","90203960","91290630","1300","1600","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","390","90203634","5","1","(3,31090501,1,3,31102203,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001298","5","2","90203961","91290631","1600","1900","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","480","0","5","1","(3,31090501,1,3,31102213,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001299","5","2","90203962","91290632","1900","2200","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","570","0","5","1","(3,31090501,1,3,31102223,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001300","5","2","90203963","91290633","2200","2500","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","660","0","5","1","(3,31090501,1,3,31102233,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001301","5","2","90203964","91290634","2500","2800","90","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","750","0","5","1","(3,31090501,1,3,31102243,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001302","5","2","90203965","91290635","2800","3200","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","840","90203635","5","1","(3,31090501,1,3,31102208,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001303","5","2","90203966","91290636","3200","3600","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","960","0","5","1","(3,31090501,1,3,31102218,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001304","5","2","90203967","91290637","3600","4000","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1080","0","5","1","(3,31090501,1,3,31102228,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001305","5","2","90203968","91290638","4000","4400","90","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1200","0","5","1","(3,31090501,1,3,31102238,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001306","5","2","90203969","91290639","4400","4800","80","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1320","0","5","1","(3,31090501,1,3,31102248,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001307","5","2","90203970","91290640","4800","5300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1440","90203636","5","1","(3,31090501,1,3,31102204,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001308","5","2","90203971","91290641","5300","5800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1590","0","5","1","(3,31090501,1,3,31102214,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001309","5","2","90203972","91290642","5800","6300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1740","0","5","1","(3,31090501,1,3,31102224,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001310","5","2","90203973","91290643","6300","6800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1890","0","5","1","(3,31090501,1,3,31102234,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001311","5","2","90203974","91290644","6800","7300","70","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","2040","0","5","1","(3,31090501,1,3,31102244,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001312","5","2","90203975","91290645","7300","7900","70","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2190","90203637","5","1","(3,31090501,1,3,31102209,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001313","5","2","90203976","91290646","7900","8500","65","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2370","0","5","1","(3,31090501,1,3,31102219,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001314","5","2","90203977","91290647","8500","9200","60","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2550","0","5","1","(3,31090501,1,3,31102229,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001315","5","2","90203978","91290648","9200","10000","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2760","0","5","1","(3,31090501,1,3,31102239,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001316","5","2","90203979","91290649","10000","999999","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","3000","0","5","1","(3,31090501,1,3,31102249,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001317","5","3","90203952","91290622","0","100","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","90203632","5","1","(3,31061004,1,3,31102202,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108001318","5","3","90203953","91290623","100","200","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102212,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108001319","5","3","90203954","91290624","200","300","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102222,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108001320","5","3","90203955","91290625","300","500","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","90","90203633","5","1","(3,31061005,1,3,31102207,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001321","5","3","90203956","91290626","500","700","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","150","0","5","1","(3,31061005,1,3,31102217,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001322","5","3","90203957","91290627","700","900","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","210","0","5","1","(3,31061005,1,3,31102227,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001323","5","3","90203958","91290628","900","1100","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","270","0","5","1","(3,31061005,1,3,31102237,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001324","5","3","90203959","91290629","1100","1300","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","330","0","5","1","(3,31061005,1,3,31102247,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001325","5","3","90203960","91290630","1300","1600","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","390","90203634","5","1","(3,31090501,1,3,31102203,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001326","5","3","90203961","91290631","1600","1900","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","480","0","5","1","(3,31090501,1,3,31102213,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001327","5","3","90203962","91290632","1900","2200","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","570","0","5","1","(3,31090501,1,3,31102223,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001328","5","3","90203963","91290633","2200","2500","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","660","0","5","1","(3,31090501,1,3,31102233,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001329","5","3","90203964","91290634","2500","2800","90","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","750","0","5","1","(3,31090501,1,3,31102243,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001330","5","3","90203965","91290635","2800","3200","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","840","90203635","5","1","(3,31090501,1,3,31102208,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001331","5","3","90203966","91290636","3200","3600","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","960","0","5","1","(3,31090501,1,3,31102218,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001332","5","3","90203967","91290637","3600","4000","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1080","0","5","1","(3,31090501,1,3,31102228,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001333","5","3","90203968","91290638","4000","4400","90","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1200","0","5","1","(3,31090501,1,3,31102238,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001334","5","3","90203969","91290639","4400","4800","80","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1320","0","5","1","(3,31090501,1,3,31102248,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001335","5","3","90203970","91290640","4800","5300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1440","90203636","5","1","(3,31090501,1,3,31102204,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001336","5","3","90203971","91290641","5300","5800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1590","0","5","1","(3,31090501,1,3,31102214,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001337","5","3","90203972","91290642","5800","6300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1740","0","5","1","(3,31090501,1,3,31102224,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001338","5","3","90203973","91290643","6300","6800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1890","0","5","1","(3,31090501,1,3,31102234,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001339","5","3","90203974","91290644","6800","7300","70","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","2040","0","5","1","(3,31090501,1,3,31102244,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001340","5","3","90203975","91290645","7300","7900","70","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2190","90203637","5","1","(3,31090501,1,3,31102209,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001341","5","3","90203976","91290646","7900","8500","65","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2370","0","5","1","(3,31090501,1,3,31102219,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001342","5","3","90203977","91290647","8500","9200","60","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2550","0","5","1","(3,31090501,1,3,31102229,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001343","5","3","90203978","91290648","9200","10000","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2760","0","5","1","(3,31090501,1,3,31102239,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001344","5","3","90203979","91290649","10000","999999","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","3000","0","5","1","(3,31090501,1,3,31102249,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001345","5","4","90203952","91290622","0","100","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","90203632","5","1","(3,31061004,1,3,31102202,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108001346","5","4","90203953","91290623","100","200","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102212,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108001347","5","4","90203954","91290624","200","300","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102222,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108001348","5","4","90203955","91290625","300","500","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","90","90203633","5","1","(3,31061005,1,3,31102207,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001349","5","4","90203956","91290626","500","700","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","150","0","5","1","(3,31061005,1,3,31102217,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001350","5","4","90203957","91290627","700","900","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","210","0","5","1","(3,31061005,1,3,31102227,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001351","5","4","90203958","91290628","900","1100","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","270","0","5","1","(3,31061005,1,3,31102237,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001352","5","4","90203959","91290629","1100","1300","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","330","0","5","1","(3,31061005,1,3,31102247,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001353","5","4","90203960","91290630","1300","1600","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","390","90203634","5","1","(3,31090501,1,3,31102203,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001354","5","4","90203961","91290631","1600","1900","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","480","0","5","1","(3,31090501,1,3,31102213,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001355","5","4","90203962","91290632","1900","2200","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","570","0","5","1","(3,31090501,1,3,31102223,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001356","5","4","90203963","91290633","2200","2500","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","660","0","5","1","(3,31090501,1,3,31102233,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001357","5","4","90203964","91290634","2500","2800","90","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","750","0","5","1","(3,31090501,1,3,31102243,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001358","5","4","90203965","91290635","2800","3200","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","840","90203635","5","1","(3,31090501,1,3,31102208,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001359","5","4","90203966","91290636","3200","3600","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","960","0","5","1","(3,31090501,1,3,31102218,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001360","5","4","90203967","91290637","3600","4000","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1080","0","5","1","(3,31090501,1,3,31102228,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001361","5","4","90203968","91290638","4000","4400","90","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1200","0","5","1","(3,31090501,1,3,31102238,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001362","5","4","90203969","91290639","4400","4800","80","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1320","0","5","1","(3,31090501,1,3,31102248,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001363","5","4","90203970","91290640","4800","5300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1440","90203636","5","1","(3,31090501,1,3,31102204,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001364","5","4","90203971","91290641","5300","5800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1590","0","5","1","(3,31090501,1,3,31102214,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001365","5","4","90203972","91290642","5800","6300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1740","0","5","1","(3,31090501,1,3,31102224,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001366","5","4","90203973","91290643","6300","6800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1890","0","5","1","(3,31090501,1,3,31102234,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001367","5","4","90203974","91290644","6800","7300","70","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","2040","0","5","1","(3,31090501,1,3,31102244,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001368","5","4","90203975","91290645","7300","7900","70","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2190","90203637","5","1","(3,31090501,1,3,31102209,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001369","5","4","90203976","91290646","7900","8500","65","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2370","0","5","1","(3,31090501,1,3,31102219,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001370","5","4","90203977","91290647","8500","9200","60","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2550","0","5","1","(3,31090501,1,3,31102229,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001371","5","4","90203978","91290648","9200","10000","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2760","0","5","1","(3,31090501,1,3,31102239,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001372","5","4","90203979","91290649","10000","999999","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","3000","0","5","1","(3,31090501,1,3,31102249,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108001373","5","5","90203952","91290622","0","100","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","90203632","5","1","(3,31061004,1,3,31102202,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108001374","5","5","90203953","91290623","100","200","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102212,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108001375","5","5","90203954","91290624","200","300","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102222,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108001376","5","5","90203955","91290625","300","500","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","90","90203633","5","1","(3,31061005,1,3,31102207,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001377","5","5","90203956","91290626","500","700","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","150","0","5","1","(3,31061005,1,3,31102217,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001378","5","5","90203957","91290627","700","900","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","210","0","5","1","(3,31061005,1,3,31102227,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001379","5","5","90203958","91290628","900","1100","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","270","0","5","1","(3,31061005,1,3,31102237,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001380","5","5","90203959","91290629","1100","1300","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","330","0","5","1","(3,31061005,1,3,31102247,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108001381","5","5","90203960","91290630","1300","1600","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","390","90203634","5","1","(3,31090501,1,3,31102203,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001382","5","5","90203961","91290631","1600","1900","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","480","0","5","1","(3,31090501,1,3,31102213,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001383","5","5","90203962","91290632","1900","2200","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","570","0","5","1","(3,31090501,1,3,31102223,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001384","5","5","90203963","91290633","2200","2500","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","660","0","5","1","(3,31090501,1,3,31102233,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001385","5","5","90203964","91290634","2500","2800","90","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","750","0","5","1","(3,31090501,1,3,31102243,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108001386","5","5","90203965","91290635","2800","3200","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","840","90203635","5","1","(3,31090501,1,3,31102208,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001387","5","5","90203966","91290636","3200","3600","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","960","0","5","1","(3,31090501,1,3,31102218,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001388","5","5","90203967","91290637","3600","4000","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1080","0","5","1","(3,31090501,1,3,31102228,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001389","5","5","90203968","91290638","4000","4400","90","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1200","0","5","1","(3,31090501,1,3,31102238,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001390","5","5","90203969","91290639","4400","4800","80","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1320","0","5","1","(3,31090501,1,3,31102248,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108001391","5","5","90203970","91290640","4800","5300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1440","90203636","5","1","(3,31090501,1,3,31102204,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108001392","5","5","90203971","91290641","5300","5800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1590","0","5","1","(3,31090501,1,3,31102214,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
