"AttributeId","MonsterLevel","MonsterId","ItemShow","RecommendationGS","ElementalMonsterType"
"114000390","390","82011226","(31080051,31080052,31080004,31080005,31080006)","1345800",""
"114000391","391","","(31080051,31080052,31080004,31080005,31080006)","1352400",""
"114000392","392","","(31080051,31080052,31080004,31080005,31080006)","1359100",""
"114000393","393","","(31080051,31080052,31080004,31080005,31080006)","1365700",""
"114000394","394","","(31080051,31080052,31080004,31080005,31080006)","1372400",""
"114000395","395","82011244","(31080051,31080052,31080004,31080005,31080006)","1379100",""
"114000396","396","","(31080051,31080052,31080004,31080005,31080006)","1385700",""
"114000397","397","","(31080051,31080052,31080004,31080005,31080006)","1392400",""
"114000398","398","","(31080051,31080052,31080004,31080005,31080006)","1399000",""
"114000399","399","","(31080051,31080052,31080004,31080005,31080006)","1405700",""
"114000400","400","82011259","(31080051,31080052,31080004,31080005,31080006)","1412700","1"
"114000401","401","","(31080051,31080052,31080004,31080005,31080006)","1457500",""
"114000402","402","","(31080051,31080052,31080004,31080005,31080006)","1467200",""
"114000403","403","","(31080051,31080052,31080004,31080005,31080006)","1477000",""
"114000404","404","","(31080051,31080052,31080004,31080005,31080006)","1486700",""
"114000405","405","82011295","(31080051,31080052,31080004,31080005,31080006)","1496400",""
"114000406","406","","(31080051,31080052,31080004,31080005,31080006)","1506200",""
"114000407","407","","(31080051,31080052,31080004,31080005,31080006)","1515900",""
"114000408","408","","(31080051,31080052,31080004,31080005,31080006)","1525600",""
"114000409","409","","(31080051,31080052,31080004,31080005,31080006)","1535400",""
"114000410","410","82011301","(31080051,31080052,31080004,31080005,31080006)","1545100",""
"114000411","411","","(31080051,31080052,31080004,31080005,31080006)","1554800",""
"114000412","412","","(31080051,31080052,31080004,31080005,31080006)","1564600",""
"114000413","413","","(31080051,31080052,31080004,31080005,31080006)","1574300",""
"114000414","414","","(31080051,31080052,31080004,31080005,31080006)","1584000",""
"114000415","415","82011326","(31080051,31080052,31080004,31080005,31080006)","1593800",""
"114000416","416","","(31080051,31080052,31080004,31080005,31080006)","1603500",""
"114000417","417","","(31080051,31080052,31080004,31080005,31080006)","1613300",""
"114000418","418","","(31080051,31080052,31080004,31080005,31080006)","1623000",""
"114000419","419","","(31080051,31080052,31080004,31080005,31080006)","1632700",""
"114000420","420","82011332","(31080051,31080052,31080004,31080005,31080006)","1642500","1"
"114000421","421","","(31080051,31080052,31080004,31080005,31080006)","1652200",""
"114000422","422","","(31080051,31080052,31080004,31080005,31080006)","1661900",""
"114000423","423","","(31080051,31080052,31080004,31080005,31080006)","1671700",""
"114000424","424","","(31080051,31080052,31080004,31080005,31080006)","1681400",""
"114000425","425","82011339","(31080051,31080052,31080004,31080005,31080006)","1691100",""
"114000426","426","","(31080051,31080052,31080004,31080005,31080006)","1700900",""
"114000427","427","","(31080051,31080052,31080004,31080005,31080006)","1710600",""
"114000428","428","","(31080051,31080052,31080004,31080005,31080006)","1720300",""
"114000429","429","","(31080051,31080052,31080004,31080005,31080006)","1730100",""
"114000430","430","82011326","(31080051,31080052,31080004,31080005,31080006)","1739800",""
"114000431","431","","(31080051,31080052,31080004,31080005,31080006)","1749500",""
"114000432","432","","(31080051,31080052,31080004,31080005,31080006)","1759300",""
"114000433","433","","(31080051,31080052,31080004,31080005,31080006)","1769000",""
"114000434","434","","(31080051,31080052,31080004,31080005,31080006)","1778800",""
"114000435","435","82011359","(31080051,31080052,31080004,31080005,31080006)","1788500",""
"114000436","436","","(31080051,31080052,31080004,31080005,31080006)","1798200",""
"114000437","437","","(31080051,31080052,31080004,31080005,31080006)","1808000",""
"114000438","438","","(31080051,31080052,31080004,31080005,31080006)","1817700",""
"114000439","439","","(31080051,31080052,31080004,31080005,31080006)","1827400",""
"114000440","440","82011365","(31080051,31080052,31080004,31080005,31080006)","1837200","1"
"114000441","441","","(31080051,31080052,31080004,31080005,31080006)","1846900",""
"114000442","442","","(31080051,31080052,31080004,31080005,31080006)","1856600",""
"114000443","443","","(31080051,31080052,31080004,31080005,31080006)","1866400",""
"114000444","444","","(31080051,31080052,31080004,31080005,31080006)","1876100",""
"114000445","445","82011379","(31080051,31080052,31080004,31080005,31080006)","1885800",""
"114000446","446","","(31080051,31080052,31080004,31080005,31080006)","1895600",""
"114000447","447","","(31080051,31080052,31080004,31080005,31080006)","1905300",""
"114000448","448","","(31080051,31080052,31080004,31080005,31080006)","1915000",""
"114000449","449","","(31080051,31080052,31080004,31080005,31080006)","1924800",""
"114000450","450","82011372","(31080051,31080052,31080004,31080005,31080006)","1934500",""
"114000451","451","","(31080051,31080052,31080004,31080005,31080006)","1944300",""
"114000452","452","","(31080051,31080052,31080004,31080005,31080006)","1954000",""
"114000453","453","","(31080051,31080052,31080004,31080005,31080006)","1963700",""
"114000454","454","","(31080051,31080052,31080004,31080005,31080006)","1973500",""
"114000455","455","82011430","(31080051,31080052,31080004,31080005,31080006)","1983200",""
"114000456","456","","(31080051,31080052,31080004,31080005,31080006)","1992900",""
"114000457","457","","(31080051,31080052,31080004,31080005,31080006)","2002700",""
"114000458","458","","(31080051,31080052,31080004,31080005,31080006)","2012400",""
"114000459","459","","(31080051,31080052,31080004,31080005,31080006)","2022100",""
"114000460","460","82011424","(31080051,31080052,31080004,31080005,31080006)","2031900","1"
"114000461","461","","(31080051,31080052,31080004,31080005,31080006)","2041600",""
"114000462","462","","(31080051,31080052,31080004,31080005,31080006)","2051300",""
"114000463","463","","(31080051,31080052,31080004,31080005,31080006)","2061100",""
"114000464","464","","(31080051,31080052,31080004,31080005,31080006)","2070800",""
"114000465","465","82011450","(31080051,31080052,31080004,31080005,31080006)","2080600",""
"114000466","466","","(31080051,31080052,31080004,31080005,31080006)","2090300",""
"114000467","467","","(31080051,31080052,31080004,31080005,31080006)","2100000",""
"114000468","468","","(31080051,31080052,31080004,31080005,31080006)","2109800",""
"114000469","469","","(31080051,31080052,31080004,31080005,31080006)","2119500",""
"114000470","470","82011456","(31080051,31080052,31080004,31080005,31080006)","2129200",""
"114000471","471","","(31080051,31080052,31080004,31080005,31080006)","2139000",""
"114000472","472","","(31080051,31080052,31080004,31080005,31080006)","2148700",""
"114000473","473","","(31080051,31080052,31080004,31080005,31080006)","2158400",""
"114000474","474","","(31080051,31080052,31080004,31080005,31080006)","2168200",""
"114000475","475","82011462","(31080051,31080052,31080004,31080005,31080006)","2177900",""
"114000476","476","","(31080051,31080052,31080004,31080005,31080006)","2187600",""
"114000477","477","","(31080051,31080052,31080004,31080005,31080006)","2197400",""
"114000478","478","","(31080051,31080052,31080004,31080005,31080006)","2207100",""
"114000479","479","","(31080051,31080052,31080004,31080005,31080006)","2216800",""
"114000480","480","82011480","(31080051,31080052,31080004,31080005,31080006)","2226600","1"
"114000481","481","","(31080051,31080052,31080004,31080005,31080006)","2236300",""
"114000482","482","","(31080051,31080052,31080004,31080005,31080006)","2246100",""
"114000483","483","","(31080051,31080052,31080004,31080005,31080006)","2255800",""
"114000484","484","","(31080051,31080052,31080004,31080005,31080006)","2265500",""
"114000485","485","82011492","(31080051,31080052,31080004,31080005,31080006)","2275300",""
"114000486","486","","(31080051,31080052,31080004,31080005,31080006)","2285000",""
"114000487","487","","(31080051,31080052,31080004,31080005,31080006)","2294700",""
"114000488","488","","(31080051,31080052,31080004,31080005,31080006)","2304500",""
"114000489","489","","(31080051,31080052,31080004,31080005,31080006)","2314200",""
"114000490","490","82011529","(31080051,31080052,31080004,31080005,31080006)","2323900",""
"114000491","491","","(31080051,31080052,31080004,31080005,31080006)","2333700",""
"114000492","492","","(31080051,31080052,31080004,31080005,31080006)","2343400",""
"114000493","493","","(31080051,31080052,31080004,31080005,31080006)","2353100",""
"114000494","494","","(31080051,31080052,31080004,31080005,31080006)","2362900",""
"114000495","495","","(31080051,31080052,31080004,31080005,31080006)","2372600",""
"114000496","496","","(31080051,31080052,31080004,31080005,31080006)","2382300",""
"114000497","497","","(31080051,31080052,31080004,31080005,31080006)","2392100",""
"114000498","498","","(31080051,31080052,31080004,31080005,31080006)","2401800",""
"114000499","499","","(31080051,31080052,31080004,31080005,31080006)","2411600",""
"114000500","500","82011535","(31080051,31080052,31080004,31080005,31080006)","2422000","1"
"114000501","501","","(31080051,31080052,31080004,31080005,31080006)","2481500",""
"114000502","502","","(31080051,31080052,31080004,31080005,31080006)","2498400",""
"114000503","503","","(31080051,31080052,31080004,31080005,31080006)","2515300",""
"114000504","504","","(31080051,31080052,31080004,31080005,31080006)","2532300",""
"114000505","505","82011545","(31080051,31080052,31080004,31080005,31080006)","2549200",""
"114000506","506","","(31080051,31080052,31080004,31080005,31080006)","2566100",""
"114000507","507","","(31080051,31080052,31080004,31080005,31080006)","2583100",""
"114000508","508","","(31080051,31080052,31080004,31080005,31080006)","2600000",""
"114000509","509","","(31080051,31080052,31080004,31080005,31080006)","2617000",""
"114000510","510","82011563","(31080051,31080052,31080004,31080005,31080006)","2633900",""
"114000511","511","","(31080051,31080052,31080004,31080005,31080006)","2650800",""
"114000512","512","","(31080051,31080052,31080004,31080005,31080006)","2667800",""
"114000513","513","","(31080051,31080052,31080004,31080005,31080006)","2684700",""
"114000514","514","","(31080051,31080052,31080004,31080005,31080006)","2701600",""
"114000515","515","82011575","(31080051,31080052,31080004,31080005,31080006)","2718600",""
"114000516","516","","(31080051,31080052,31080004,31080005,31080006)","2735500",""
"114000517","517","","(31080051,31080052,31080004,31080005,31080006)","2752400",""
"114000518","518","","(31080051,31080052,31080004,31080005,31080006)","2769400",""
"114000519","519","","(31080051,31080052,31080004,31080005,31080006)","2786300",""
"114000520","520","82011587","(31080051,31080052,31080004,31080005,31080006)","2803200","1"
"114000521","521","","(31080051,31080052,31080004,31080005,31080006)","2820200",""
"114000522","522","","(31080051,31080052,31080004,31080005,31080006)","2837100",""
"114000523","523","","(31080051,31080052,31080004,31080005,31080006)","2854100",""
"114000524","524","","(31080051,31080052,31080004,31080005,31080006)","2871000",""
"114000525","525","82011607","(31080051,31080052,31080004,31080005,31080006)","2887900",""
"114000526","526","","(31080051,31080052,31080004,31080005,31080006)","2904900",""
"114000527","527","","(31080051,31080052,31080004,31080005,31080006)","2921800",""
"114000528","528","","(31080051,31080052,31080004,31080005,31080006)","2938700",""
"114000529","529","","(31080051,31080052,31080004,31080005,31080006)","2955700",""
"114000530","530","82011646","(31080051,31080052,31080004,31080005,31080006)","2972600",""
"114000531","531","","(31080051,31080052,31080004,31080005,31080006)","2989500",""
"114000532","532","","(31080051,31080052,31080004,31080005,31080006)","3006500",""
"114000533","533","","(31080051,31080052,31080004,31080005,31080006)","3023400",""
"114000534","534","","(31080051,31080052,31080004,31080005,31080006)","3040300",""
"114000535","535","82011658","(31080051,31080052,31080004,31080005,31080006)","3057300",""
"114000536","536","","(31080051,31080052,31080004,31080005,31080006)","3074200",""
"114000537","537","","(31080051,31080052,31080004,31080005,31080006)","3091200",""
"114000538","538","","(31080051,31080052,31080004,31080005,31080006)","3108100",""
"114000539","539","","(31080051,31080052,31080004,31080005,31080006)","3125000",""
"114000540","540","82011676","(31080051,31080052,31080004,31080005,31080006)","3142000","1"
"114000541","541","","(31080051,31080052,31080004,31080005,31080006)","3158900",""
"114000542","542","","(31080051,31080052,31080004,31080005,31080006)","3175800",""
"114000543","543","","(31080051,31080052,31080004,31080005,31080006)","3192800",""
"114000544","544","","(31080051,31080052,31080004,31080005,31080006)","3209700",""
"114000545","545","82011706","(31080051,31080052,31080004,31080005,31080006)","3226600",""
"114000546","546","","(31080051,31080052,31080004,31080005,31080006)","3243600",""
"114000547","547","","(31080051,31080052,31080004,31080005,31080006)","3260500",""
"114000548","548","","(31080051,31080052,31080004,31080005,31080006)","3277400",""
"114000549","549","","(31080051,31080052,31080004,31080005,31080006)","3294400",""
"114000550","550","82012177","(31080051,31080052,31080004,31080005,31080006)","3311300",""
"114000551","551","","(31080051,31080052,31080004,31080005,31080006)","3328300",""
"114000552","552","","(31080051,31080052,31080004,31080005,31080006)","3345200",""
"114000553","553","","(31080051,31080052,31080004,31080005,31080006)","3362100",""
"114000554","554","","(31080051,31080052,31080004,31080005,31080006)","3379100",""
"114000555","555","","(31080051,31080052,31080004,31080005,31080006)","3396000",""
"114000556","556","","(31080051,31080052,31080004,31080005,31080006)","3412900",""
"114000557","557","","(31080051,31080052,31080004,31080005,31080006)","3429900",""
"114000558","558","","(31080051,31080052,31080004,31080005,31080006)","3446800",""
"114000559","559","","(31080051,31080052,31080004,31080005,31080006)","3463700",""
"114000560","560","82011847","(31080051,31080052,31080004,31080005,31080006)","3480700","1"
"114000561","561","","(31080051,31080052,31080004,31080005,31080006)","3497600",""
"114000562","562","","(31080051,31080052,31080004,31080005,31080006)","3514500",""
"114000563","563","","(31080051,31080052,31080004,31080005,31080006)","3531500",""
"114000564","564","","(31080051,31080052,31080004,31080005,31080006)","3548400",""
"114000565","565","","(31080051,31080052,31080004,31080005,31080006)","3565400",""
"114000566","566","","(31080051,31080052,31080004,31080005,31080006)","3582300",""
"114000567","567","","(31080051,31080052,31080004,31080005,31080006)","3599200",""
"114000568","568","","(31080051,31080052,31080004,31080005,31080006)","3616200",""
"114000569","569","","(31080051,31080052,31080004,31080005,31080006)","3633100",""
"114000570","570","82011892","(31080051,31080052,31080004,31080005,31080006)","3650000",""
"114000571","571","","(31080051,31080052,31080004,31080005,31080006)","3667000",""
"114000572","572","","(31080051,31080052,31080004,31080005,31080006)","3683900",""
"114000573","573","","(31080051,31080052,31080004,31080005,31080006)","3700800",""
"114000574","574","","(31080051,31080052,31080004,31080005,31080006)","3717800",""
"114000575","575","82011898","(31080051,31080052,31080004,31080005,31080006)","3734700",""
"114000576","576","","(31080051,31080052,31080004,31080005,31080006)","3751600",""
"114000577","577","","(31080051,31080052,31080004,31080005,31080006)","3768600",""
"114000578","578","","(31080051,31080052,31080004,31080005,31080006)","3785500",""
"114000579","579","","(31080051,31080052,31080004,31080005,31080006)","3802500",""
"114000580","580","82011917","(31080051,31080052,31080004,31080005,31080006)","3819400","1"
"114000581","581","","(31080051,31080052,31080004,31080005,31080006)","3836300",""
"114000582","582","","(31080051,31080052,31080004,31080005,31080006)","3853300",""
"114000583","583","","(31080051,31080052,31080004,31080005,31080006)","3870200",""
"114000584","584","","(31080051,31080052,31080004,31080005,31080006)","3887100",""
"114000585","585","82011944","(31080051,31080052,31080004,31080005,31080006)","3904100",""
"114000586","586","","(31080051,31080052,31080004,31080005,31080006)","3921000",""
"114000587","587","","(31080051,31080052,31080004,31080005,31080006)","3937900",""
"114000588","588","","(31080051,31080052,31080004,31080005,31080006)","3954900",""
"114000589","589","","(31080051,31080052,31080004,31080005,31080006)","3971800",""
"114000590","590","82011998","(31080051,31080052,31080004,31080005,31080006)","3988700",""
"114000591","591","","(31080051,31080052,31080004,31080005,31080006)","4005700",""
"114000592","592","","(31080051,31080052,31080004,31080005,31080006)","4022600",""
"114000593","593","","(31080051,31080052,31080004,31080005,31080006)","4039600",""
"114000594","594","","(31080051,31080052,31080004,31080005,31080006)","4056500",""
"114000595","595","82012016","(31080051,31080052,31080004,31080005,31080006)","4073400",""
"114000596","596","","(31080051,31080052,31080004,31080005,31080006)","4090400",""
"114000597","597","","(31080051,31080052,31080004,31080005,31080006)","4107300",""
"114000598","598","","(31080051,31080052,31080004,31080005,31080006)","4124200",""
"114000599","599","","(31080051,31080052,31080004,31080005,31080006)","4141200",""
"114000600","600","82012036","(31080051,31080052,31080004,31080005,31080006)","4144800","1"
"114000601","601","","(31080051,31080052,31080004,31080005,31080006)","4239600",""
"114000602","602","","(31080051,31080052,31080004,31080005,31080006)","4270500",""
"114000603","603","","(31080051,31080052,31080004,31080005,31080006)","4301300",""
"114000604","604","","(31080051,31080052,31080004,31080005,31080006)","4332200",""
"114000605","605","82012733","(31080051,31080052,31080004,31080005,31080006)","4363100",""
"114000606","606","","(31080051,31080052,31080004,31080005,31080006)","4393900",""
"114000607","607","","(31080051,31080052,31080004,31080005,31080006)","4424800",""
"114000608","608","","(31080051,31080052,31080004,31080005,31080006)","4455700",""
"114000609","609","","(31080051,31080052,31080004,31080005,31080006)","4486500",""
"114000610","610","82012739","(31080051,31080052,31080004,31080005,31080006)","4517400",""
"114000611","611","","(31080051,31080052,31080004,31080005,31080006)","4548300",""
"114000612","612","","(31080051,31080052,31080004,31080005,31080006)","4579100",""
"114000613","613","","(31080051,31080052,31080004,31080005,31080006)","4610000",""
"114000614","614","","(31080051,31080052,31080004,31080005,31080006)","4640800",""
"114000615","615","82012746","(31080051,31080052,31080004,31080005,31080006)","4671700",""
"114000616","616","","(31080051,31080052,31080004,31080005,31080006)","4702600",""
"114000617","617","","(31080051,31080052,31080004,31080005,31080006)","4733400",""
"114000618","618","","(31080051,31080052,31080004,31080005,31080006)","4764300",""
"114000619","619","","(31080051,31080052,31080004,31080005,31080006)","4795100",""
"114000620","620","82012753","(31080051,31080052,31080004,31080005,31080006)","4826000","1"
"114000621","621","","(31080051,31080052,31080004,31080005,31080006)","4856900",""
"114000622","622","","(31080051,31080052,31080004,31080005,31080006)","4887700",""
"114000623","623","","(31080051,31080052,31080004,31080005,31080006)","4918600",""
"114000624","624","","(31080051,31080052,31080004,31080005,31080006)","4949500",""
"114000625","625","82012758","(31080051,31080052,31080004,31080005,31080006)","4980300",""
"114000626","626","","(31080051,31080052,31080004,31080005,31080006)","5011200",""
"114000627","627","","(31080051,31080052,31080004,31080005,31080006)","5042100",""
"114000628","628","","(31080051,31080052,31080004,31080005,31080006)","5072900",""
"114000629","629","","(31080051,31080052,31080004,31080005,31080006)","5103800",""
"114000630","630","82012764","(31080051,31080052,31080004,31080005,31080006)","5134600",""
"114000631","631","","(31080051,31080052,31080004,31080005,31080006)","5165500",""
"114000632","632","","(31080051,31080052,31080004,31080005,31080006)","5196400",""
"114000633","633","","(31080051,31080052,31080004,31080005,31080006)","5227200",""
"114000634","634","","(31080051,31080052,31080004,31080005,31080006)","5258100",""
"114000635","635","82012771","(31080051,31080052,31080004,31080005,31080006)","5289000",""
"114000636","636","","(31080051,31080052,31080004,31080005,31080006)","5319800",""
"114000637","637","","(31080051,31080052,31080004,31080005,31080006)","5350700",""
"114000638","638","","(31080051,31080052,31080004,31080005,31080006)","5381500",""
"114000639","639","","(31080051,31080052,31080004,31080005,31080006)","5412400",""
"114000640","640","82012775","(31080051,31080052,31080004,31080005,31080006)","5443300","1"
"114000641","641","","(31080051,31080052,31080004,31080005,31080006)","5474100",""
"114000642","642","","(31080051,31080052,31080004,31080005,31080006)","5505000",""
"114000643","643","","(31080051,31080052,31080004,31080005,31080006)","5535800",""
"114000644","644","","(31080051,31080052,31080004,31080005,31080006)","5566700",""
"114000645","645","82012782","(31080051,31080052,31080004,31080005,31080006)","5597600",""
"114000646","646","","(31080051,31080052,31080004,31080005,31080006)","5628400",""
"114000647","647","","(31080051,31080052,31080004,31080005,31080006)","5659300",""
"114000648","648","","(31080051,31080052,31080004,31080005,31080006)","5690200",""
"114000649","649","","(31080051,31080052,31080004,31080005,31080006)","5721000",""
"114000650","650","82012787","(31080051,31080052,31080004,31080005,31080006)","5751900",""
"114000651","651","","(31080051,31080052,31080004,31080005,31080006)","5782700",""
"114000652","652","","(31080051,31080052,31080004,31080005,31080006)","5813600",""
"114000653","653","","(31080051,31080052,31080004,31080005,31080006)","5844500",""
"114000654","654","","(31080051,31080052,31080004,31080005,31080006)","5875300",""
"114000655","655","82012794","(31080051,31080052,31080004,31080005,31080006)","5906200",""
"114000656","656","","(31080051,31080052,31080004,31080005,31080006)","5937100",""
"114000657","657","","(31080051,31080052,31080004,31080005,31080006)","5967900",""
"114000658","658","","(31080051,31080052,31080004,31080005,31080006)","5998800",""
"114000659","659","","(31080051,31080052,31080004,31080005,31080006)","6029600",""
"114000660","660","82012800","(31080051,31080052,31080004,31080005,31080006)","6060500","1"
"114000661","661","","(31080051,31080052,31080004,31080005,31080006)","6091400",""
"114000662","662","","(31080051,31080052,31080004,31080005,31080006)","6122200",""
"114000663","663","","(31080051,31080052,31080004,31080005,31080006)","6153100",""
"114000664","664","","(31080051,31080052,31080004,31080005,31080006)","6184000",""
"114000665","665","82012805","(31080051,31080052,31080004,31080005,31080006)","6214800",""
"114000666","666","","(31080051,31080052,31080004,31080005,31080006)","6245700",""
"114000667","667","","(31080051,31080052,31080004,31080005,31080006)","6276600",""
"114000668","668","","(31080051,31080052,31080004,31080005,31080006)","6307400",""
"114000669","669","","(31080051,31080052,31080004,31080005,31080006)","6338300",""
"114000670","670","82012812","(31080051,31080052,31080004,31080005,31080006)","6369100",""
"114000671","671","","(31080051,31080052,31080004,31080005,31080006)","6400000",""
"114000672","672","","(31080051,31080052,31080004,31080005,31080006)","6430800",""
"114000673","673","","(31080051,31080052,31080004,31080005,31080006)","6461700",""
"114000674","674","","(31080051,31080052,31080004,31080005,31080006)","6492600",""
"114000675","675","82012965","(31080051,31080052,31080004,31080005,31080006)","6523400",""
"114000676","676","","(31080051,31080052,31080004,31080005,31080006)","6554300",""
"114000677","677","","(31080051,31080052,31080004,31080005,31080006)","6585200",""
"114000678","678","","(31080051,31080052,31080004,31080005,31080006)","6616000",""
"114000679","679","","(31080051,31080052,31080004,31080005,31080006)","6646900",""
"114000680","680","82012818","(31080051,31080052,31080004,31080005,31080006)","6677700","1"
"114000681","681","","(31080051,31080052,31080004,31080005,31080006)","6708600",""
"114000682","682","","(31080051,31080052,31080004,31080005,31080006)","6739500",""
"114000683","683","","(31080051,31080052,31080004,31080005,31080006)","6770300",""
"114000684","684","","(31080051,31080052,31080004,31080005,31080006)","6801200",""
"114000685","685","","(31080051,31080052,31080004,31080005,31080006)","6832100",""
"114000686","686","","(31080051,31080052,31080004,31080005,31080006)","6862900",""
"114000687","687","","(31080051,31080052,31080004,31080005,31080006)","6893800",""
"114000688","688","","(31080051,31080052,31080004,31080005,31080006)","6924600",""
"114000689","689","","(31080051,31080052,31080004,31080005,31080006)","6955500",""
"114000690","690","82012978","(31080051,31080052,31080004,31080005,31080006)","6986400",""
"114000691","691","","(31080051,31080052,31080004,31080005,31080006)","7017200",""
"114000692","692","","(31080051,31080052,31080004,31080005,31080006)","7048100",""
"114000693","693","","(31080051,31080052,31080004,31080005,31080006)","7079000",""
"114000694","694","","(31080051,31080052,31080004,31080005,31080006)","7109800",""
"114000695","695","","(31080051,31080052,31080004,31080005,31080006)","7140700",""
"114000696","696","","(31080051,31080052,31080004,31080005,31080006)","7171600",""
"114000697","697","","(31080051,31080052,31080004,31080005,31080006)","7202400",""
"114000698","698","","(31080051,31080052,31080004,31080005,31080006)","7233300",""
"114000699","699","","(31080051,31080052,31080004,31080005,31080006)","7264100",""
"114000700","700","82013013","(31080051,31080052,31080004,31080005,31080006)","7297900","1"
"114000701","701","","(31080051,31080052,31080004,31080005,31080007)","7417200",""
"114000702","702","","(31080051,31080052,31080004,31080005,31080008)","7472500",""
"114000703","703","","(31080051,31080052,31080004,31080005,31080009)","7527700",""
"114000704","704","","(31080051,31080052,31080004,31080005,31080010)","7583000",""
"114000705","705","","(31080051,31080052,31080004,31080005,31080011)","7638300",""
"114000706","706","","(31080051,31080052,31080004,31080005,31080012)","7693600",""
"114000707","707","","(31080051,31080052,31080004,31080005,31080013)","7748900",""
"114000708","708","","(31080051,31080052,31080004,31080005,31080014)","7804200",""
"114000709","709","","(31080051,31080052,31080004,31080005,31080015)","7859400",""
"114000710","710","82013122","(31080051,31080052,31080004,31080005,31080016)","7914700",""
"114000711","711","","(31080051,31080052,31080004,31080005,31080017)","7970000",""
"114000712","712","","(31080051,31080052,31080004,31080005,31080018)","8025300",""
"114000713","713","","(31080051,31080052,31080004,31080005,31080019)","8080600",""
"114000714","714","","(31080051,31080052,31080004,31080005,31080020)","8135900",""
"114000715","715","82013136","(31080051,31080052,31080004,31080005,31080021)","8191200",""
"114000716","716","","(31080051,31080052,31080004,31080005,31080022)","8246500",""
"114000717","717","","(31080051,31080052,31080004,31080005,31080023)","8301700",""
"114000718","718","","(31080051,31080052,31080004,31080005,31080024)","8357000",""
"114000719","719","","(31080051,31080052,31080004,31080005,31080025)","8412300",""
"114000720","720","82013130","(31080051,31080052,31080004,31080005,31080026)","8467600","1"
"114000721","721","","(31080051,31080052,31080004,31080005,31080027)","8522900",""
"114000722","722","","(31080051,31080052,31080004,31080005,31080028)","8578200",""
"114000723","723","","(31080051,31080052,31080004,31080005,31080029)","8633400",""
"114000724","724","","(31080051,31080052,31080004,31080005,31080030)","8688700",""
"114000725","725","","(31080051,31080052,31080004,31080005,31080031)","8744000",""
"114000726","726","","(31080051,31080052,31080004,31080005,31080032)","8799300",""
"114000727","727","","(31080051,31080052,31080004,31080005,31080033)","8854600",""
"114000728","728","","(31080051,31080052,31080004,31080005,31080034)","8909900",""
"114000729","729","","(31080051,31080052,31080004,31080005,31080035)","8965200",""
"114000730","730","82013158","(31080051,31080052,31080004,31080005,31080036)","9020500",""
"114000731","731","","(31080051,31080052,31080004,31080005,31080037)","9075700",""
"114000732","732","","(31080051,31080052,31080004,31080005,31080038)","9131000",""
"114000733","733","","(31080051,31080052,31080004,31080005,31080039)","9186300",""
"114000734","734","","(31080051,31080052,31080004,31080005,31080040)","9241600",""
"114000735","735","","(31080051,31080052,31080004,31080005,31080041)","9296900",""
"114000736","736","","(31080051,31080052,31080004,31080005,31080042)","9352200",""
"114000737","737","","(31080051,31080052,31080004,31080005,31080043)","9407400",""
"114000738","738","","(31080051,31080052,31080004,31080005,31080044)","9462700",""
"114000739","739","","(31080051,31080052,31080004,31080005,31080045)","9518000",""
"114000740","740","82013214","(31080051,31080052,31080004,31080005,31080046)","9573300","1"
"114000741","741","","(31080051,31080052,31080004,31080005,31080047)","9628600",""
"114000742","742","","(31080051,31080052,31080004,31080005,31080048)","9683900",""
"114000743","743","","(31080051,31080052,31080004,31080005,31080049)","9739200",""
"114000744","744","","(31080051,31080052,31080004,31080005,31080050)","9794500",""
"114000745","745","82013166","(31080051,31080052,31080004,31080005,31080051)","9849700",""
"114000746","746","","(31080051,31080052,31080004,31080005,31080052)","9905000",""
"114000747","747","","(31080051,31080052,31080004,31080005,31080053)","9960300",""
"114000748","748","","(31080051,31080052,31080004,31080005,31080054)","10015600",""
"114000749","749","","(31080051,31080052,31080004,31080005,31080055)","10070900",""
"114000750","750","82013207","(31080051,31080052,31080004,31080005,31080056)","10126200",""
"114000751","751","","(31080051,31080052,31080004,31080005,31080057)","10181500",""
"114000752","752","","(31080051,31080052,31080004,31080005,31080058)","10236700",""
"114000753","753","","(31080051,31080052,31080004,31080005,31080059)","10292000",""
"114000754","754","","(31080051,31080052,31080004,31080005,31080060)","10347300",""
"114000755","755","","(31080051,31080052,31080004,31080005,31080061)","10402600",""
"114000756","756","","(31080051,31080052,31080004,31080005,31080062)","10457900",""
"114000757","757","","(31080051,31080052,31080004,31080005,31080063)","10513200",""
"114000758","758","","(31080051,31080052,31080004,31080005,31080064)","10568500",""
"114000759","759","","(31080051,31080052,31080004,31080005,31080065)","10623800",""
"114000760","760","82013222","(31080051,31080052,31080004,31080005,31080066)","10679000","1"
"114000761","761","","(31080051,31080052,31080004,31080005,31080067)","10734300",""
"114000762","762","","(31080051,31080052,31080004,31080005,31080068)","10789600",""
"114000763","763","","(31080051,31080052,31080004,31080005,31080069)","10844900",""
"114000764","764","","(31080051,31080052,31080004,31080005,31080070)","10900200",""
"114000765","765","","(31080051,31080052,31080004,31080005,31080071)","10955500",""
"114000766","766","","(31080051,31080052,31080004,31080005,31080072)","11010700",""
"114000767","767","","(31080051,31080052,31080004,31080005,31080073)","11066000",""
"114000768","768","","(31080051,31080052,31080004,31080005,31080074)","11121300",""
"114000769","769","","(31080051,31080052,31080004,31080005,31080075)","11176600",""
"114000770","770","82013228","(31080051,31080052,31080004,31080005,31080076)","11231900","1"
