"AttributeId","LevelMax","GradeName","SmallGradeImageId","RewardDescribeImageId","GradeUpCostMoney","GradeUpCostItem","GradeUpMission","GradeUpSkills","GradeUpProperty","GradeUpTalent"
"77004016","380","90096592","91260497","91260568","","(31130408,7)","15030672","","(4,8,4500,0,1,4,5,300,0,1,4,6,360,0,1,4,7,900,0,1,4,9,90,0,1,4,10,90,0,1)","(22,20)"
"77004017","420","90096589","91260498","91260568","","(31130408,11)","15030677","","(4,8,6750,0,1,4,5,450,0,1,4,6,540,0,1,4,7,1350,0,1,4,9,140,0,1,4,10,140,0,1)","(22,20)"
"77004018","440","90096590","91260498","91260568","","(31130408,11)","15030678","","(4,8,6750,0,1,4,5,450,0,1,4,6,540,0,1,4,7,1350,0,1,4,9,140,0,1,4,10,140,0,1)","(22,20)"
"77004019","460","90096591","91260498","91260568","","(31130408,11)","15030679","","(4,8,6750,0,1,4,5,450,0,1,4,6,540,0,1,4,7,1350,0,1,4,9,140,0,1,4,10,140,0,1)","(22,20)"
"77004020","480","90096592","91260498","91260568","","(31130408,11)","15030680","","(4,8,6750,0,1,4,5,450,0,1,4,6,540,0,1,4,7,1350,0,1,4,9,140,0,1,4,10,140,0,1)","(22,20)"
"77004021","520","90096589","91260499","91260568","","(31130408,16)","15030685","","(4,8,10130,0,1,4,5,680,0,1,4,6,810,0,1,4,7,2030,0,1,4,9,210,0,1,4,10,210,0,1)","(22,20)"
"77004022","540","90096590","91260499","91260568","","(31130408,16)","15030686","","(4,8,10130,0,1,4,5,680,0,1,4,6,810,0,1,4,7,2030,0,1,4,9,210,0,1,4,10,210,0,1)","(22,20)"
"77004023","560","90096591","91260499","91260568","","(31130408,16)","15030687","","(4,8,10130,0,1,4,5,680,0,1,4,6,810,0,1,4,7,2030,0,1,4,9,210,0,1,4,10,210,0,1)","(22,20)"
"77004024","580","90096592","91260499","91260568","","(31130408,16)","15030688","","(4,8,10130,0,1,4,5,680,0,1,4,6,810,0,1,4,7,2030,0,1,4,9,210,0,1,4,10,210,0,1)","(22,20)"
"77004025","620","90096589","91290470","91260568","","(31130408,22)","15030717","","(4,8,15200,0,1,4,5,1020,0,1,4,6,1220,0,1,4,7,3050,0,1,4,9,320,0,1,4,10,320,0,1)","(22,20)"
"77004026","640","90096590","91290470","91260568","","(31130408,22)","15030718","","(4,8,15200,0,1,4,5,1020,0,1,4,6,1220,0,1,4,7,3050,0,1,4,9,320,0,1,4,10,320,0,1)","(22,20)"
"77004027","660","90096591","91290470","91260568","","(31130408,22)","15030719","","(4,8,15200,0,1,4,5,1020,0,1,4,6,1220,0,1,4,7,3050,0,1,4,9,320,0,1,4,10,320,0,1)","(22,20)"
"77004028","680","90096592","91290470","91260568","","(31130408,22)","15030720","","(4,8,15200,0,1,4,5,1020,0,1,4,6,1220,0,1,4,7,3050,0,1,4,9,320,0,1,4,10,320,0,1)","(22,20)"
"77004029","720","90096589","91290665","91260568","","(31130408,29)","15030749","","(4,8,22800,0,1,4,5,1530,0,1,4,6,1830,0,1,4,7,4580,0,1,4,9,480,0,1,4,10,480,0,1)","(22,20)"
"77004030","740","90096590","91290665","91260568","","(31130408,29)","15030750","","(4,8,22800,0,1,4,5,1530,0,1,4,6,1830,0,1,4,7,4580,0,1,4,9,480,0,1,4,10,480,0,1)","(22,20)"
"77004031","760","90096591","91290665","91260568","","(31130408,29)","15030751","","(4,8,22800,0,1,4,5,1530,0,1,4,6,1830,0,1,4,7,4580,0,1,4,9,480,0,1,4,10,480,0,1)","(22,20)"
"77004032","780","90096592","91290665","91260568","","(31130408,29)","15030752","","(4,8,22800,0,1,4,5,1530,0,1,4,6,1830,0,1,4,7,4580,0,1,4,9,480,0,1,4,10,480,0,1)","(22,20)"
"77004033","820","90096589","91290470","91260568","","(31130408,37)","15030781","","(4,8,34200,0,1,4,5,2300,0,1,4,6,2750,0,1,4,7,6870,0,1,4,9,720,0,1,4,10,720,0,1)","(22,20)"
"77004034","840","90096590","91290470","91260568","","(31130408,37)","15030782","","(4,8,34200,0,1,4,5,2300,0,1,4,6,2750,0,1,4,7,6870,0,1,4,9,720,0,1,4,10,720,0,1)","(22,20)"
"77004035","860","90096591","91290470","91260568","","(31130408,37)","15030783","","(4,8,34200,0,1,4,5,2300,0,1,4,6,2750,0,1,4,7,6870,0,1,4,9,720,0,1,4,10,720,0,1)","(22,20)"
"77004036","880","90096592","91290470","91260568","","(31130408,37)","15030784","","(4,8,34200,0,1,4,5,2300,0,1,4,6,2750,0,1,4,7,6870,0,1,4,9,720,0,1,4,10,720,0,1)","(22,20)"
"77004037","920","90096589","91290665","91260568","","(31130408,46)","15030813","","(4,8,51300,0,1,4,5,3450,0,1,4,6,4130,0,1,4,7,10310,0,1,4,9,1080,0,1,4,10,1080,0,1)","(22,20)"
"77004038","940","90096590","91290665","91260568","","(31130408,46)","15030814","","(4,8,51300,0,1,4,5,3450,0,1,4,6,4130,0,1,4,7,10310,0,1,4,9,1080,0,1,4,10,1080,0,1)","(22,20)"
"77004039","960","90096591","91290665","91260568","","(31130408,46)","15030815","","(4,8,51300,0,1,4,5,3450,0,1,4,6,4130,0,1,4,7,10310,0,1,4,9,1080,0,1,4,10,1080,0,1)","(22,20)"
"77004040","980","90096592","91290665","91260568","","(31130408,46)","15030816","","(4,8,51300,0,1,4,5,3450,0,1,4,6,4130,0,1,4,7,10310,0,1,4,9,1080,0,1,4,10,1080,0,1)","(22,20)"
