"AttributeId","Level","Type","Slot","ItemConsume","ItemGet","Describe","AttArray"
"144010910","5","9","9","(31140214,405,31140201,10)","(31140214,605,31140201,30)","90085100","(4,8,8075200,0,1,4,7,912300,0,1,4,10,506900,0,1)"
"144010911","1","9","10","(31140214,5,31140201,2)","(31140214,5,31140201,2)","90085100","(4,8,176300,0,1,4,5,10500,0,1,4,6,12600,0,1,4,7,46600,0,1)"
"144010912","2","9","10","(31140214,15,31140201,4)","(31140214,20,31140201,6)","90085100","(4,8,528800,0,1,4,5,31400,0,1,4,6,37700,0,1,4,7,139800,0,1)"
"144010913","3","9","10","(31140214,45,31140201,6)","(31140214,65,31140201,12)","90085100","(4,8,1233700,0,1,4,5,73100,0,1,4,6,87800,0,1,4,7,326200,0,1)"
"144010914","4","9","10","(31140214,135,31140201,8)","(31140214,200,31140201,20)","90085100","(4,8,2643400,0,1,4,5,156500,0,1,4,6,187900,0,1,4,7,698900,0,1)"
"144010915","5","9","10","(31140214,405,31140201,10)","(31140214,605,31140201,30)","90085100","(4,8,5462800,0,1,4,5,323300,0,1,4,6,388000,0,1,4,7,1444200,0,1)"
"144010916","1","9","11","(31140214,5,31140201,2)","(31140214,5,31140201,2)","90085100","(4,8,176300,0,1,4,5,10500,0,1,4,6,12600,0,1,4,7,46600,0,1)"
"144010917","2","9","11","(31140214,15,31140201,4)","(31140214,20,31140201,6)","90085100","(4,8,528800,0,1,4,5,31400,0,1,4,6,37700,0,1,4,7,139800,0,1)"
"144010918","3","9","11","(31140214,45,31140201,6)","(31140214,65,31140201,12)","90085100","(4,8,1233700,0,1,4,5,73100,0,1,4,6,87800,0,1,4,7,326200,0,1)"
"144010919","4","9","11","(31140214,135,31140201,8)","(31140214,200,31140201,20)","90085100","(4,8,2643400,0,1,4,5,156500,0,1,4,6,187900,0,1,4,7,698900,0,1)"
"144010920","5","9","11","(31140214,405,31140201,10)","(31140214,605,31140201,30)","90085100","(4,8,5462800,0,1,4,5,323300,0,1,4,6,388000,0,1,4,7,1444200,0,1)"
