"AttributeId","NpcType","SubType","Class","Sex","Level","UseOwnerAtt","UpgradeId","InitLevelInfo","PropertyRatio","PropertyPlus","BornCommunity","BornBuff","BornItem","BornWing","BornMount","BornSpirit","AwardPlay","MultipleDropId","AwardNoticeId","LifeTime","DeadType","DeadFly","MoveLength","MoveTime","MoveAcceleration","DeadTime","ReviveInfo","CorpseTime","DeadExp","DeadExpPlus","DeadExpMode","DeadScore","DeadGloryGlow","BornType","BornTime","Fixed","Capsule","RunSpeed","AiMoveSpeed","IsRide","HpBarNum","BeHurtType","PassiveOrActive","SkillTarget","AttackOther","AttackNpc","CanMove","AttackOne","AttackAllOne","AttackNum","PatrolType","PatrolLength","ViewAngleType","ViewLength","PursuitLength","FollowLength","FollowAttackLength","IsWarn","WarnLength","WarnResId","ExitBattleHp","AiCycle","AiBattleCycle","AiId","DialogId","SkillNormal","SkillCD","SkillHp","SkillHate","SkillWarTime","HateListParam","ItemGetDisplayArray","DropID","RankRewards","LegionWelferaRewards","DropChests","DropChestsPos","InteractionTime","InteractAward","InteractBuff","NpcName","HalfImgRes","HeadImg","ExhibitionHeadImg","ExhibitionBackgroundImg","BornLocation","BornRotation","BornScale","MeshUnitRes","UnitRes","EffectsScale","LightStrength","LightColor","BasicColor","Des","BossColor","ExhibitionPos","ExhibitionScale","ExhibitionRotate","PathFindLocation","AddNpcRate","StartShowMissionId","EndShowMissionId","StartShowMissionState","EndShowMissionState","NeedFaceToPlayer","DialogSound","DialogCameraLength","Shouting","CreatingNotice","Noticeld","GsSuggestion","DialogWidgetCameraParamArray","DialogWidgetMontageId","HurtSound","SkillHurtSound","TimeLimitExchangeDrop","TimeLimitAddedDrop","GsAddBuffId","BuffIdWithKill","NormNpcGs","DamageSummonWithSelf","IsUseDamageList","HelperReward","BeHelpedReward","MissionTrigge","HpPlotTip","ShowDropList","MapFirsttHitTrigge","FirstKillDropId","IsRandomRoleName","ComeBackTime","BornBuffLevel","IsControlBoss","MonsterCollisionType","BattleCameraParamArray","BattleCameraDataArray","WorldBossDropID","IsCanShowHeadLifebar","TopHeadOffset"
"76060096","3","","1","1","295","","21050001","","(4,8,2698.492,0,1,4,5,216.798,0,1,4,6,216.968,0,1,4,7,235.318,0,1,4,9,256.164,0,1,4,10,393.934,0,1,4,11,1214.79,0,1,4,12,1914.35,0,1,4,13,1,0,1,4,14,1,0,1,4,15,0,0,1,4,16,514.811,0,1,4,17,0,0,1,4,18,514.811,0,1,4,19,0,0,1,4,20,514.811,0,1,4,21,0,0,1,4,22,514.811,0,1,4,23,0.769,0,1,4,24,1,0,1,4,25,1,0,1,4,26,0,0,1,)","(4,33,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1,4,27,0,0,1,4,28,0,0,1)","9","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(90,90)","","500","0","0","","1","1","1","","1","","","","1","500","","20000","20000","","","0","","","0","3","2","","","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90043160","91200010","0","0","","(0,0,-90)","(0,0,-90)","(1,1,1)","","(91041901,91041902,91041903,91041904,91041905,91041906,91041907,91041908,91041909,91041910,91041911,91041912,91041913,91041914,91041915,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","","","","","","","","","(91923045)","(91923034,91923037,91923038,91923039,91923039)","","","","","","","","","","","","","","","","","","","0","","","","0",""
"76060097","3","","1","1","295","","21050001","","(4,8,1686.558,0,1,4,5,275.606,0,1,4,6,275.822,0,1,4,7,235.318,0,1,4,9,256.164,0,1,4,10,393.934,0,1,4,11,1214.79,0,1,4,12,1914.35,0,1,4,13,1,0,1,4,14,1,0,1,4,15,0,0,1,4,16,514.811,0,1,4,17,0,0,1,4,18,514.811,0,1,4,19,0,0,1,4,20,514.811,0,1,4,21,0,0,1,4,22,514.811,0,1,4,23,0.769,0,1,4,24,1,0,1,4,25,1,0,1,4,26,0,0,1,)","(4,33,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1,4,27,0,0,1,4,28,0,0,1)","9","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(100,80)","","500","0","0","","1","1","1","","1","","","","1","500","","20000","20000","","","0","","","0","3","2","","","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90043161","91200010","91232310","91232310","","(0,0,-100)","(0,0,-90)","(1,1,1)","","(91041301,91041302,91041303,91041304,91041305,91041306,91041307,91041308,91041309,91041310,91041311,91041312,91041313,91041314,91041315,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","","","","","","","","","(91923047)","(91923036,91923037,91923038,91923039,91923039)","","","","","","","","","","","","","","","","","","","0","","","","0",""
"76060098","3","","1","1","295","","21050001","","(4,8,2698.492,0,1,4,5,216.798,0,1,4,6,216.968,0,1,4,7,235.318,0,1,4,9,256.164,0,1,4,10,393.934,0,1,4,11,1214.79,0,1,4,12,1914.35,0,1,4,13,1,0,1,4,14,1,0,1,4,15,0,0,1,4,16,514.811,0,1,4,17,0,0,1,4,18,514.811,0,1,4,19,0,0,1,4,20,514.811,0,1,4,21,0,0,1,4,22,514.811,0,1,4,23,0.769,0,1,4,24,1,0,1,4,25,1,0,1,4,26,0,0,1,)","(4,33,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1,4,27,0,0,1,4,28,0,0,1)","9","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(100,80)","","500","0","0","","1","1","1","","1","","","","1","500","","20000","20000","","","0","","","0","3","2","","","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90043162","91200010","91232310","91232310","","(0,0,-100)","(0,0,-90)","(1,1,1)","","(91041301,91041302,91041303,91041304,91041305,91041306,91041307,91041308,91041309,91041310,91041311,91041312,91041313,91041314,91041315,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","","","","","","","","","(91923047)","(91923036,91923037,91923038,91923039,91923039)","","","","","","","","","","","","","","","","","","","0","","","","0",""
"76060099","3","","1","1","302","","21050001","","(4,8,1872.158,0,1,4,5,303.037,0,1,4,6,303.275,0,1,4,7,259.395,0,1,4,9,279.719,0,1,4,10,429.127,0,1,4,11,1327.692,0,1,4,12,2082.593,0,1,4,13,1,0,1,4,14,1,0,1,4,15,0,0,1,4,16,571.657,0,1,4,17,0,0,1,4,18,571.657,0,1,4,19,0,0,1,4,20,571.657,0,1,4,21,0,0,1,4,22,571.657,0,1,4,23,0.769,0,1,4,24,1,0,1,4,25,1,0,1,4,26,0,0,1,)","(4,33,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1,4,27,0,0,1,4,28,0,0,1)","9","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(100,50)","","500","0","0","","1","1","1","","1","","","","1","500","","20000","20000","","","0","","","0","3","2","","","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90043163","91232584","91232327","91232327","","(0,0,-105)","(0,0,-90)","(1,1,1)","","(91047201,91047202,91047203,91047204,91047205,91047206,91047207,91047208,91047209,91047210,91047211,91047212,91047213,91047214,91047215,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","","","","","","","","","(91923045)","(91923034,91923037,91923038,91923039,91923039)","","","","","","","","","","","","","","","","","","","0","","","","0",""
"76060100","3","","1","1","302","","21050001","","(4,8,2995.453,0,1,4,5,238.126,0,1,4,6,238.313,0,1,4,7,259.395,0,1,4,9,279.719,0,1,4,10,429.127,0,1,4,11,1327.692,0,1,4,12,2082.593,0,1,4,13,1,0,1,4,14,1,0,1,4,15,0,0,1,4,16,571.657,0,1,4,17,0,0,1,4,18,571.657,0,1,4,19,0,0,1,4,20,571.657,0,1,4,21,0,0,1,4,22,571.657,0,1,4,23,0.769,0,1,4,24,1,0,1,4,25,1,0,1,4,26,0,0,1,)","(4,33,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1,4,27,0,0,1,4,28,0,0,1)","9","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(100,50)","","500","0","0","","1","1","1","","1","","","","1","500","","20000","20000","","","0","","","0","3","2","","","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90043164","91232584","91232327","91232327","","(0,0,-105)","(0,0,-90)","(1,1,1)","","(91047201,91047202,91047203,91047204,91047205,91047206,91047207,91047208,91047209,91047210,91047211,91047212,91047213,91047214,91047215,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","","","","","","","","","(91923045)","(91923034,91923037,91923038,91923039,91923039)","","","","","","","","","","","","","","","","","","","0","","","","0",""
"76060101","3","","1","1","302","","21050001","","(4,8,1872.158,0,1,4,5,303.037,0,1,4,6,303.275,0,1,4,7,259.395,0,1,4,9,279.719,0,1,4,10,429.127,0,1,4,11,1327.692,0,1,4,12,2082.593,0,1,4,13,1,0,1,4,14,1,0,1,4,15,0,0,1,4,16,571.657,0,1,4,17,0,0,1,4,18,571.657,0,1,4,19,0,0,1,4,20,571.657,0,1,4,21,0,0,1,4,22,571.657,0,1,4,23,0.769,0,1,4,24,1,0,1,4,25,1,0,1,4,26,0,0,1,)","(4,33,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1,4,27,0,0,1,4,28,0,0,1)","9","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(100,80)","","500","0","0","","1","1","1","","1","","","","1","500","","20000","20000","","","0","","","0","3","2","","","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90043165","91200010","91232310","91232310","","(0,0,-100)","(0,0,-90)","(1,1,1)","","(91041301,91041302,91041303,91041304,91041305,91041306,91041307,91041308,91041309,91041310,91041311,91041312,91041313,91041314,91041315,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","","","","","","","","","(91923047)","(91923036,91923037,91923038,91923039,91923039)","","","","","","","","","","","","","","","","","","","0","","","","0",""
"76060102","3","","1","1","302","","21050001","","(4,8,2995.453,0,1,4,5,238.126,0,1,4,6,238.313,0,1,4,7,259.395,0,1,4,9,279.719,0,1,4,10,429.127,0,1,4,11,1327.692,0,1,4,12,2082.593,0,1,4,13,1,0,1,4,14,1,0,1,4,15,0,0,1,4,16,571.657,0,1,4,17,0,0,1,4,18,571.657,0,1,4,19,0,0,1,4,20,571.657,0,1,4,21,0,0,1,4,22,571.657,0,1,4,23,0.769,0,1,4,24,1,0,1,4,25,1,0,1,4,26,0,0,1,)","(4,33,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1,4,27,0,0,1,4,28,0,0,1)","9","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(100,80)","","500","0","0","","1","1","1","","1","","","","1","500","","20000","20000","","","0","","","0","3","2","","","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90043166","91200010","91232310","91232310","","(0,0,-100)","(0,0,-90)","(1,1,1)","","(91041301,91041302,91041303,91041304,91041305,91041306,91041307,91041308,91041309,91041310,91041311,91041312,91041313,91041314,91041315,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","","","","","","","","","(91923047)","(91923036,91923037,91923038,91923039,91923039)","","","","","","","","","","","","","","","","","","","0","","","","0",""
"76060103","3","","1","1","310","","21050001","","(4,8,2046.03,0,1,4,5,327.951,0,1,4,6,328.208,0,1,4,7,281.314,0,1,4,9,300.925,0,1,4,10,460.707,0,1,4,11,1429.448,0,1,4,12,2233.273,0,1,4,13,1,0,1,4,14,1,0,1,4,15,0,0,1,4,16,628.502,0,1,4,17,0,0,1,4,18,628.502,0,1,4,19,0,0,1,4,20,628.502,0,1,4,21,0,0,1,4,22,628.502,0,1,4,23,0.769,0,1,4,24,1,0,1,4,25,1,0,1,4,26,0,0,1,)","(4,33,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1,4,27,0,0,1,4,28,0,0,1)","9","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(100,50)","","500","0","0","","1","1","1","","1","","","","1","500","","20000","20000","","","0","","","0","3","2","","","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90043167","91232584","91232327","91232327","","(0,0,-105)","(0,0,-90)","(1,1,1)","","(91047201,91047202,91047203,91047204,91047205,91047206,91047207,91047208,91047209,91047210,91047211,91047212,91047213,91047214,91047215,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","","","","","","","","","(91923045)","(91923034,91923037,91923038,91923039,91923039)","","","","","","","","","","","","","","","","","","","0","","","","0",""
"76060104","3","","1","1","310","","21050001","","(4,8,3273.647,0,1,4,5,257.471,0,1,4,6,257.673,0,1,4,7,281.314,0,1,4,9,300.925,0,1,4,10,460.707,0,1,4,11,1429.448,0,1,4,12,2233.273,0,1,4,13,1,0,1,4,14,1,0,1,4,15,0,0,1,4,16,628.502,0,1,4,17,0,0,1,4,18,628.502,0,1,4,19,0,0,1,4,20,628.502,0,1,4,21,0,0,1,4,22,628.502,0,1,4,23,0.769,0,1,4,24,1,0,1,4,25,1,0,1,4,26,0,0,1,)","(4,33,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1,4,27,0,0,1,4,28,0,0,1)","9","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(100,50)","","500","0","0","","1","1","1","","1","","","","1","500","","20000","20000","","","0","","","0","3","2","","","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90043168","91232584","91232327","91232327","","(0,0,-105)","(0,0,-90)","(1,1,1)","","(91047201,91047202,91047203,91047204,91047205,91047206,91047207,91047208,91047209,91047210,91047211,91047212,91047213,91047214,91047215,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","","","","","","","","","(91923045)","(91923034,91923037,91923038,91923039,91923039)","","","","","","","","","","","","","","","","","","","0","","","","0",""
"76060105","3","","1","1","310","","21050001","","(4,8,2046.03,0,1,4,5,327.951,0,1,4,6,328.208,0,1,4,7,281.314,0,1,4,9,300.925,0,1,4,10,460.707,0,1,4,11,1429.448,0,1,4,12,2233.273,0,1,4,13,1,0,1,4,14,1,0,1,4,15,0,0,1,4,16,628.502,0,1,4,17,0,0,1,4,18,628.502,0,1,4,19,0,0,1,4,20,628.502,0,1,4,21,0,0,1,4,22,628.502,0,1,4,23,0.769,0,1,4,24,1,0,1,4,25,1,0,1,4,26,0,0,1,)","(4,33,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1,4,27,0,0,1,4,28,0,0,1)","9","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(100,80)","","500","0","0","","1","1","1","","1","","","","1","500","","20000","20000","","","0","","","0","3","2","","","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90043169","91200010","91232310","91232310","","(0,0,-100)","(0,0,-90)","(1,1,1)","","(91041301,91041302,91041303,91041304,91041305,91041306,91041307,91041308,91041309,91041310,91041311,91041312,91041313,91041314,91041315,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","","","","","","","","","(91923047)","(91923036,91923037,91923038,91923039,91923039)","","","","","","","","","","","","","","","","","","","0","","","","0",""
"76060106","3","","1","1","310","","21050001","","(4,8,2455.236,0,1,4,5,499.745,0,1,4,6,500.137,0,1,4,7,281.314,0,1,4,9,300.925,0,1,4,10,460.707,0,1,4,11,1429.448,0,1,4,12,2233.273,0,1,4,13,1,0,1,4,14,1,0,1,4,15,0,0,1,4,16,628.502,0,1,4,17,0,0,1,4,18,628.502,0,1,4,19,0,0,1,4,20,628.502,0,1,4,21,0,0,1,4,22,628.502,0,1,4,23,0.769,0,1,4,24,1,0,1,4,25,1,0,1,4,26,0,0,1,)","(4,33,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1,4,27,0,0,1,4,28,0,0,1)","9","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(100,80)","","500","0","5","","1","1","1","","1","","","","1","500","","20000","20000","","","0","","","0","3","2","","","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90043170","91200010","91232310","91232310","","(0,0,-100)","(0,0,-90)","(1,1,1)","","(91041301,91041302,91041303,91041304,91041305,91041306,91041307,91041308,91041309,91041310,91041311,91041312,91041313,91041314,91041315,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","20","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","","","","","","","","","(91923047)","(91923036,91923037,91923038,91923039,91923039)","","","","","","","","","","","","","","","","","","","0","","","","0",""
"76060107","3","","1","1","317","","21050001","","(4,8,2217.691,0,1,4,5,352.987,0,1,4,6,353.264,0,1,4,7,303.224,0,1,4,9,322.384,0,1,4,10,492.778,0,1,4,11,1532.29,0,1,4,12,2386.619,0,1,4,13,1,0,1,4,14,1,0,1,4,15,0,0,1,4,16,678.242,0,1,4,17,0,0,1,4,18,678.242,0,1,4,19,0,0,1,4,20,678.242,0,1,4,21,0,0,1,4,22,678.242,0,1,4,23,0.769,0,1,4,24,1,0,1,4,25,1,0,1,4,26,0,0,1,)","(4,33,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1,4,27,0,0,1,4,28,0,0,1)","9","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(100,50)","","500","0","0","","1","1","1","","1","","","","1","500","","20000","20000","","","0","","","0","3","2","","","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90043171","91232584","91232327","91232327","","(0,0,-105)","(0,0,-90)","(1,1,1)","","(91047201,91047202,91047203,91047204,91047205,91047206,91047207,91047208,91047209,91047210,91047211,91047212,91047213,91047214,91047215,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","","","","","","","","","(91923045)","(91923034,91923037,91923038,91923039,91923039)","","","","","","","","","","","","","","","","","","","0","","","","0",""
"76060108","3","","1","1","317","","21050001","","(4,8,3548.306,0,1,4,5,276.925,0,1,4,6,277.142,0,1,4,7,303.224,0,1,4,9,322.384,0,1,4,10,492.778,0,1,4,11,1532.29,0,1,4,12,2386.619,0,1,4,13,1,0,1,4,14,1,0,1,4,15,0,0,1,4,16,678.242,0,1,4,17,0,0,1,4,18,678.242,0,1,4,19,0,0,1,4,20,678.242,0,1,4,21,0,0,1,4,22,678.242,0,1,4,23,0.769,0,1,4,24,1,0,1,4,25,1,0,1,4,26,0,0,1,)","(4,33,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1,4,27,0,0,1,4,28,0,0,1)","9","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(100,50)","","500","0","0","","1","1","1","","1","","","","1","500","","20000","20000","","","0","","","0","3","2","","","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90043172","91232584","91232327","91232327","","(0,0,-105)","(0,0,-90)","(1,1,1)","","(91047201,91047202,91047203,91047204,91047205,91047206,91047207,91047208,91047209,91047210,91047211,91047212,91047213,91047214,91047215,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","","","","","","","","","(91923045)","(91923034,91923037,91923038,91923039,91923039)","","","","","","","","","","","","","","","","","","","0","","","","0",""
